date_,adj close_creditacc.ns,close_creditacc.ns,high_creditacc.ns,low_creditacc.ns,open_creditacc.ns,volume_creditacc.ns
2024-02-16,1546.1397705078125,1558.4000244140625,1602.0,1554.050048828125,1575.5999755859375,212804
2024-02-19,1518.8560791015625,1530.9000244140625,1562.0,1525.5,1561.949951171875,216506
2024-02-20,1487.455078125,1499.25,1544.300048828125,1494.050048828125,1544.300048828125,297541
2024-02-21,1456.2525634765625,1467.800048828125,1511.9000244140625,1460.050048828125,1509.0,231090
2024-02-22,1454.7147216796875,1466.25,1480.5999755859375,1453.050048828125,1470.0,200165
2024-02-23,1458.6832275390625,1470.25,1488.9000244140625,1459.0,1477.0,209519
2024-02-26,1456.8973388671875,1468.449951171875,1518.3499755859375,1463.300048828125,1485.0,248797
2024-02-27,1475.35107421875,1487.050048828125,1499.949951171875,1475.6500244140625,1479.9000244140625,113030
2024-02-28,1459.0303955078125,1470.5999755859375,1499.0,1460.1500244140625,1498.0,161102
2024-02-29,1458.534423828125,1470.0999755859375,1478.0,1451.0,1472.25,234788
2024-03-01,1472.374755859375,1484.050048828125,1496.199951171875,1462.0999755859375,1469.5999755859375,74804
2024-03-04,1433.4830322265625,1444.8499755859375,1491.550048828125,1438.199951171875,1481.0,130041
2024-03-05,1423.5616455078125,1434.8499755859375,1461.3499755859375,1424.050048828125,1451.0,237559
2024-03-06,1370.581787109375,1381.449951171875,1441.949951171875,1375.0,1432.0,219015
2024-03-07,1385.5631103515625,1396.550048828125,1409.550048828125,1335.3499755859375,1385.0,406209
2024-03-11,1311.7979736328125,1322.199951171875,1417.75,1310.050048828125,1399.8499755859375,864457
2024-03-12,1316.3121337890625,1326.75,1343.449951171875,1295.0,1333.199951171875,295375
2024-03-13,1300.8349609375,1311.1500244140625,1339.0,1282.6500244140625,1326.75,423937
2024-03-14,1371.87158203125,1382.75,1394.699951171875,1277.949951171875,1310.0,343494
2024-03-15,1410.0687255859375,1421.25,1469.0,1355.0,1382.800048828125,484548
2024-03-18,1389.184326171875,1400.199951171875,1421.25,1365.0,1421.25,238222
2024-03-19,1400.8914794921875,1412.0,1420.050048828125,1365.0,1400.199951171875,206761
2024-03-20,1372.2684326171875,1383.1500244140625,1421.0,1375.699951171875,1415.050048828125,223354
2024-03-21,1388.440185546875,1399.449951171875,1411.0,1384.300048828125,1411.0,174020
2024-03-22,1370.43310546875,1381.300048828125,1406.5,1370.0,1406.0,250606
2024-03-26,1389.8787841796875,1400.9000244140625,1409.5,1342.3499755859375,1381.300048828125,276127
2024-03-27,1411.3585205078125,1422.550048828125,1430.5,1396.050048828125,1400.050048828125,139222
2024-03-28,1430.0601806640625,1441.4000244140625,1460.0999755859375,1400.449951171875,1415.0,318854
2024-04-01,1397.617431640625,1408.699951171875,1455.5,1400.300048828125,1441.4000244140625,184885
2024-04-02,1391.019775390625,1402.050048828125,1422.0,1394.050048828125,1422.0,102164
2024-04-03,1410.4158935546875,1421.5999755859375,1425.0,1403.0,1408.0,62803
2024-04-04,1466.5211181640625,1478.1500244140625,1524.800048828125,1421.0,1421.0,802227
2024-04-05,1469.7454833984375,1481.4000244140625,1539.949951171875,1460.0,1485.0,568867
2024-04-08,1460.3697509765625,1471.949951171875,1494.0,1461.0,1486.0999755859375,186928
2024-04-09,1440.8248291015625,1452.25,1481.0,1444.0,1481.0,125830
2024-04-10,1417.11279296875,1428.3499755859375,1462.75,1418.449951171875,1453.0,201546
2024-04-12,1459.82421875,1471.4000244140625,1526.699951171875,1460.050048828125,1468.0,952670
2024-04-15,1458.83203125,1470.4000244140625,1493.699951171875,1442.1500244140625,1443.1500244140625,226320
2024-04-16,1436.657958984375,1448.050048828125,1475.0,1438.0999755859375,1456.949951171875,206552
2024-04-18,1414.43408203125,1425.6500244140625,1452.4000244140625,1415.0999755859375,1449.0,358884
2024-04-19,1425.94287109375,1437.25,1450.0,1401.0999755859375,1428.0,183815
2024-04-22,1470.4896240234375,1482.1500244140625,1498.0,1445.0,1445.0,101171
2024-04-23,1492.762939453125,1504.5999755859375,1511.0,1471.0,1500.0,339303
2024-04-24,1490.1834716796875,1502.0,1516.0,1480.0,1513.0,142851
2024-04-25,1466.3226318359375,1477.949951171875,1507.0,1471.199951171875,1507.0,66393
2024-04-26,1456.3516845703125,1467.9000244140625,1482.0999755859375,1455.0,1481.0,66371
2024-04-29,1471.43212890625,1483.0999755859375,1495.949951171875,1475.0,1484.0,47569
2024-04-30,1496.5826416015625,1508.449951171875,1513.949951171875,1480.8499755859375,1492.0,174301
2024-05-02,1455.4091796875,1466.949951171875,1517.0,1458.5,1517.0,275387
2024-05-03,1455.458740234375,1467.0,1489.800048828125,1450.0999755859375,1481.0,68373
2024-05-06,1423.26416015625,1434.550048828125,1483.9000244140625,1427.0,1474.3499755859375,111105
2024-05-07,1409.5726318359375,1420.75,1490.550048828125,1410.0,1441.699951171875,366020
2024-05-08,1417.4105224609375,1428.6500244140625,1523.4000244140625,1422.0,1477.050048828125,1576034
2024-05-09,1409.126220703125,1420.300048828125,1449.5,1389.300048828125,1428.6500244140625,323330
2024-05-10,1402.6773681640625,1413.800048828125,1435.0,1385.300048828125,1425.0999755859375,139719
2024-05-13,1391.267822265625,1402.300048828125,1419.4000244140625,1376.0,1417.949951171875,117111
2024-05-14,1369.242431640625,1380.0999755859375,1401.0,1368.4000244140625,1400.0,257680
2024-05-15,1402.578125,1413.699951171875,1438.4000244140625,1390.050048828125,1393.949951171875,273566
2024-05-16,1408.382080078125,1419.550048828125,1427.550048828125,1404.0,1421.0,105803
2024-05-17,1400.0977783203125,1411.199951171875,1423.949951171875,1404.050048828125,1423.949951171875,93589
2024-05-21,1404.41357421875,1415.550048828125,1441.449951171875,1395.5999755859375,1430.0,127702
2024-05-22,1397.617431640625,1408.699951171875,1421.5999755859375,1391.6500244140625,1419.8499755859375,82404
2024-05-23,1395.3851318359375,1406.449951171875,1425.0,1400.300048828125,1419.0,73010
2024-05-24,1383.7772216796875,1394.75,1424.0,1378.5,1415.550048828125,185978
2024-05-27,1366.61328125,1377.449951171875,1433.0,1372.949951171875,1424.0,252765
2024-05-28,1337.5438232421875,1348.1500244140625,1383.1500244140625,1336.3499755859375,1377.449951171875,209650
2024-05-29,1312.7900390625,1323.199951171875,1341.949951171875,1316.699951171875,1335.0,466635
2024-05-30,1306.886962890625,1317.25,1332.949951171875,1300.550048828125,1323.949951171875,345207
2024-05-31,1313.4349365234375,1323.8499755859375,1336.949951171875,1306.300048828125,1333.0,156564
2024-06-03,1308.9207763671875,1319.300048828125,1368.0,1308.550048828125,1360.0,364551
2024-06-04,1255.6431884765625,1265.5999755859375,1335.0,1190.0999755859375,1335.0,712467
2024-06-05,1393.2520751953125,1404.300048828125,1417.949951171875,1250.25,1277.9000244140625,746482
2024-06-06,1488.496826171875,1500.300048828125,1515.0,1410.0,1411.949951171875,514680
2024-06-07,1488.447265625,1500.25,1551.949951171875,1484.300048828125,1515.0,415958
2024-06-10,1493.755126953125,1505.5999755859375,1524.1500244140625,1486.0999755859375,1514.0,158445
2024-06-11,1484.677001953125,1496.449951171875,1511.0,1487.050048828125,1499.449951171875,132809
2024-06-12,1465.7769775390625,1477.4000244140625,1501.949951171875,1471.0,1496.449951171875,99486
2024-06-13,1470.9857177734375,1482.6500244140625,1495.0,1471.050048828125,1480.0999755859375,93216
2024-06-14,1463.59423828125,1475.199951171875,1493.9000244140625,1468.300048828125,1480.050048828125,230291
2024-06-18,1484.2802734375,1496.050048828125,1524.9000244140625,1485.0,1493.800048828125,206462
2024-06-19,1463.1478271484375,1474.75,1500.949951171875,1462.3499755859375,1500.0,110141
2024-06-20,1469.5469970703125,1481.199951171875,1485.4000244140625,1458.0999755859375,1466.3499755859375,91755
2024-06-21,1461.0147705078125,1472.5999755859375,1482.5999755859375,1460.550048828125,1481.5999755859375,64045
2024-06-24,1396.625244140625,1407.699951171875,1479.5,1401.0,1465.5,723916
2024-06-25,1348.4075927734375,1359.0999755859375,1421.0,1346.199951171875,1417.0,276149
2024-06-26,1348.358154296875,1359.050048828125,1385.949951171875,1342.0999755859375,1361.949951171875,196794
2024-06-27,1319.28857421875,1329.75,1381.949951171875,1325.0,1362.0,240223
2024-06-28,1311.69873046875,1322.0999755859375,1357.9000244140625,1297.050048828125,1339.8499755859375,433529
2024-07-01,1363.5872802734375,1374.4000244140625,1407.949951171875,1335.0,1342.0,770280
2024-07-02,1331.094970703125,1341.6500244140625,1399.0,1338.4000244140625,1399.0,272451
2024-07-03,1314.7247314453125,1325.1500244140625,1360.699951171875,1320.5,1349.949951171875,411565
2024-07-04,1318.79248046875,1329.25,1369.0,1325.0,1369.0,436213
2024-07-05,1319.3878173828125,1329.8499755859375,1346.0,1317.0,1329.4000244140625,250406
2024-07-08,1300.0411376953125,1310.3499755859375,1336.800048828125,1302.5,1329.050048828125,281268
2024-07-09,1272.856689453125,1282.949951171875,1314.4000244140625,1275.0,1310.3499755859375,578123
2024-07-10,1244.233642578125,1254.0999755859375,1310.0,1249.0,1310.0,679955
2024-07-11,1264.7213134765625,1274.75,1303.0999755859375,1257.449951171875,1269.800048828125,526805
2024-07-12,1282.4307861328125,1292.5999755859375,1319.0,1280.0,1291.0,435146
2024-07-15,1272.80712890625,1282.9000244140625,1313.699951171875,1272.0999755859375,1307.449951171875,298074
2024-07-16,1267.747314453125,1277.800048828125,1328.0,1273.0,1296.949951171875,509014
2024-07-18,1286.945068359375,1297.1500244140625,1313.6500244140625,1282.0,1284.9000244140625,447357
2024-07-19,1274.39453125,1284.5,1304.9000244140625,1278.25,1297.1500244140625,161715
2024-07-22,1257.1810302734375,1267.1500244140625,1274.949951171875,1215.1500244140625,1241.0,970084
2024-07-23,1292.84814453125,1303.0999755859375,1309.0,1261.949951171875,1280.0,382833
2024-07-24,1289.2269287109375,1299.449951171875,1323.949951171875,1295.0,1315.0,589145
2024-07-25,1261.0999755859375,1271.0999755859375,1304.0,1266.0,1279.0,552575
2024-07-26,1311.949951171875,1311.949951171875,1323.050048828125,1263.050048828125,1280.0,304980
2024-07-29,1315.4000244140625,1315.4000244140625,1349.0,1305.6500244140625,1325.0,296125
2024-07-30,1325.9000244140625,1325.9000244140625,1342.0,1303.25,1315.4000244140625,382511
2024-07-31,1327.6500244140625,1327.6500244140625,1335.5999755859375,1312.300048828125,1327.9000244140625,155732
2024-08-01,1322.550048828125,1322.550048828125,1334.8499755859375,1310.0,1325.0,264629
2024-08-02,1311.800048828125,1311.800048828125,1321.550048828125,1305.0,1312.550048828125,177011
2024-08-05,1278.75,1278.75,1288.949951171875,1258.5,1280.0,307367
2024-08-06,1308.5999755859375,1308.5999755859375,1319.25,1285.050048828125,1292.0,291212
2024-08-07,1285.4000244140625,1285.4000244140625,1318.800048828125,1283.0,1299.800048828125,178761
2024-08-08,1252.8499755859375,1252.8499755859375,1288.949951171875,1250.0,1288.949951171875,196392
2024-08-09,1252.199951171875,1252.199951171875,1276.6500244140625,1243.0999755859375,1253.8499755859375,126852
2024-08-12,1245.050048828125,1245.050048828125,1256.699951171875,1226.050048828125,1256.0,187274
2024-08-13,1202.949951171875,1202.949951171875,1254.0,1195.300048828125,1243.449951171875,373020
2024-08-14,1177.6500244140625,1177.6500244140625,1226.0,1153.300048828125,1214.800048828125,393177
2024-08-16,1211.5,1211.5,1225.0,1153.0,1179.5999755859375,318906
2024-08-19,1226.449951171875,1226.449951171875,1242.0,1208.050048828125,1222.199951171875,184138
2024-08-20,1228.6500244140625,1228.6500244140625,1236.75,1225.0,1226.449951171875,91447
2024-08-21,1222.4000244140625,1222.4000244140625,1245.9000244140625,1217.9000244140625,1238.6500244140625,206142
2024-08-22,1220.5,1220.5,1251.550048828125,1218.0,1229.949951171875,170799
2024-08-23,1203.5999755859375,1203.5999755859375,1230.0,1196.0,1230.0,265715
2024-08-26,1211.5999755859375,1211.5999755859375,1223.5999755859375,1205.5,1217.0,224392
2024-08-27,1211.9000244140625,1211.9000244140625,1220.550048828125,1208.25,1220.550048828125,175342
2024-08-28,1201.75,1201.75,1217.9000244140625,1196.550048828125,1217.9000244140625,186509
2024-08-29,1192.75,1192.75,1217.9000244140625,1190.050048828125,1202.0,138300
2024-08-30,1221.050048828125,1221.050048828125,1224.0,1195.050048828125,1198.75,227863
2024-09-02,1207.75,1207.75,1235.0,1203.300048828125,1230.0,123454
2024-09-03,1209.699951171875,1209.699951171875,1218.0,1205.8499755859375,1214.25,83719
2024-09-04,1185.8499755859375,1185.8499755859375,1208.0999755859375,1184.0,1207.949951171875,242788
2024-09-05,1179.25,1179.25,1193.25,1177.1500244140625,1191.0,234506
2024-09-06,1208.8499755859375,1208.8499755859375,1214.3499755859375,1176.5999755859375,1180.0999755859375,497706
2024-09-09,1205.8499755859375,1205.8499755859375,1211.800048828125,1176.8499755859375,1210.0,296773
2024-09-10,1213.699951171875,1213.699951171875,1229.9000244140625,1202.8499755859375,1207.0,125264
2024-09-11,1211.449951171875,1211.449951171875,1226.050048828125,1190.0,1214.0,145102
2024-09-12,1253.6500244140625,1253.6500244140625,1266.75,1208.25,1228.0,876323
2024-09-13,1260.949951171875,1260.949951171875,1275.050048828125,1240.9000244140625,1275.0,244198
2024-09-16,1264.0,1264.0,1274.800048828125,1248.75,1274.800048828125,233121
2024-09-17,1252.9000244140625,1252.9000244140625,1269.800048828125,1236.0,1263.699951171875,157018
2024-09-18,1240.4000244140625,1240.4000244140625,1263.949951171875,1237.0,1259.199951171875,161559
2024-09-19,1269.75,1269.75,1281.0,1215.5,1243.5,349141
2024-09-20,1274.25,1274.25,1295.0,1269.0,1280.0,186061
2024-09-23,1243.449951171875,1243.449951171875,1279.9000244140625,1238.0,1275.0,196405
2024-09-24,1215.25,1215.25,1244.3499755859375,1206.550048828125,1244.300048828125,215281
2024-09-25,1218.8499755859375,1218.8499755859375,1221.0,1208.0,1215.0,102592
2024-09-26,1218.0999755859375,1218.0999755859375,1232.0,1213.050048828125,1232.0,144521
2024-09-27,1204.300048828125,1204.300048828125,1228.0,1200.0,1220.5,220917
2024-09-30,1197.5999755859375,1197.5999755859375,1211.25,1196.0,1204.949951171875,144263
2024-10-01,1196.699951171875,1196.699951171875,1207.5,1191.199951171875,1200.0999755859375,81916
2024-10-03,1170.5,1170.5,1193.0,1168.0,1183.050048828125,318479
2024-10-04,1150.1500244140625,1150.1500244140625,1172.449951171875,1144.9000244140625,1170.5,293992
2024-10-07,1144.949951171875,1144.949951171875,1160.0,1125.0,1160.0,186908
2024-10-08,1142.3499755859375,1142.3499755859375,1159.8499755859375,1129.0,1140.0,234743
2024-10-09,1151.800048828125,1151.800048828125,1170.0,1145.0,1151.0,185323
2024-10-10,1119.199951171875,1119.199951171875,1161.9000244140625,1116.25,1161.0999755859375,479118
2024-10-11,1075.25,1075.25,1114.199951171875,1068.0999755859375,1110.0,891127
2024-10-14,1054.9000244140625,1054.9000244140625,1094.800048828125,1050.050048828125,1085.300048828125,444877
2024-10-15,1054.75,1054.75,1070.0,1051.0,1064.0,298858
2024-10-16,1024.0999755859375,1024.0999755859375,1064.300048828125,1018.1500244140625,1058.550048828125,441203
2024-10-17,1047.3499755859375,1047.3499755859375,1064.449951171875,1028.699951171875,1032.949951171875,541059
2024-10-18,1026.0,1026.0,1049.5,1018.5499877929688,1049.5,218862
2024-10-21,1014.3499755859375,1014.3499755859375,1031.0,986.0999755859375,1026.0,275475
2024-10-22,1000.0999755859375,1000.0999755859375,1017.4000244140625,996.0,1014.3499755859375,301269
2024-10-23,993.0999755859375,993.0999755859375,1004.5999755859375,974.5499877929688,1000.2000122070312,197506
2024-10-24,983.75,983.75,1007.0499877929688,979.0,990.0,164048
2024-10-25,981.5,981.5,1021.0,960.0499877929688,991.5999755859375,360140
2024-10-28,957.4500122070312,957.4500122070312,968.75,911.5,940.0,1370303
2024-10-29,938.6500244140625,938.6500244140625,963.7000122070312,936.0,953.0499877929688,230774
2024-10-30,983.5,983.5,1007.0,940.9500122070312,944.8499755859375,402340
2024-10-31,981.9500122070312,981.9500122070312,992.0999755859375,956.25,982.1500244140625,439264
2024-11-01,997.4500122070312,997.4500122070312,1002.9500122070312,990.0999755859375,990.0999755859375,28728
2024-11-04,955.0,955.0,998.0999755859375,945.2999877929688,997.5,284509
2024-11-05,926.9000244140625,926.9000244140625,954.5,924.0,954.5,318709
2024-11-06,949.2000122070312,949.2000122070312,953.0,926.0999755859375,935.25,233579
2024-11-07,947.3499755859375,947.3499755859375,965.1500244140625,943.4000244140625,955.0,101799
2024-11-08,920.5,920.5,948.6500244140625,919.5,948.6500244140625,159294
2024-11-11,917.3499755859375,917.3499755859375,941.0,915.0499877929688,922.9000244140625,108712
2024-11-12,913.9000244140625,913.9000244140625,923.0,909.25,920.0,141599
2024-11-13,897.0,897.0,917.5999755859375,890.0,917.5999755859375,172215
2024-11-14,884.7000122070312,884.7000122070312,898.0,870.0,897.0,370332
2024-11-18,880.3499755859375,880.3499755859375,888.2999877929688,869.0,884.7000122070312,226226
2024-11-19,884.5999755859375,884.5999755859375,895.4500122070312,872.4500122070312,882.0,388566
2024-11-21,861.4500122070312,861.4500122070312,894.5999755859375,860.0,890.5499877929688,251503
2024-11-22,890.5499877929688,890.5499877929688,895.25,864.0499877929688,870.0,233619
2024-11-25,929.4500122070312,929.4500122070312,935.0,896.5,900.2000122070312,260620
2024-11-26,973.1500244140625,973.1500244140625,983.6500244140625,930.3499755859375,935.4500122070312,403026
2024-11-27,983.0999755859375,983.0999755859375,987.0,962.0499877929688,979.2999877929688,383020
2024-11-28,986.2999877929688,986.2999877929688,1015.0,975.0,986.5,240973
2024-11-29,902.0,902.0,939.7999877929688,858.7999877929688,899.0,3896967
2024-12-02,877.2000122070312,877.2000122070312,909.0,873.0,908.9500122070312,816049
2024-12-03,886.4500122070312,886.4500122070312,904.9500122070312,877.5999755859375,885.6500244140625,420604
2024-12-04,884.7999877929688,884.7999877929688,892.5999755859375,876.0,890.0,434103
2024-12-05,938.0,938.0,944.4000244140625,877.2000122070312,884.7999877929688,1209454
2024-12-06,933.2999877929688,933.2999877929688,946.9000244140625,926.5499877929688,938.0,317628
2024-12-09,938.4500122070312,938.4500122070312,942.0,926.5499877929688,933.0,152830
2024-12-10,916.5999755859375,916.5999755859375,939.9500122070312,900.5499877929688,934.4000244140625,154935
2024-12-11,903.4000244140625,903.4000244140625,923.0,900.5,916.5999755859375,205328
2024-12-12,893.7999877929688,893.7999877929688,910.5,882.0499877929688,903.4500122070312,361963
2024-12-13,897.8499755859375,897.8499755859375,904.2999877929688,878.8499755859375,893.0,213473
2024-12-16,894.5,894.5,907.5499877929688,887.7999877929688,900.0,263157
2024-12-17,873.0,873.0,895.0499877929688,870.0,894.5,251078
2024-12-18,859.8499755859375,859.8499755859375,876.8499755859375,855.0,875.0,344014
2024-12-19,841.2000122070312,841.2000122070312,855.4500122070312,830.0,851.9500122070312,464585
2024-12-20,813.9000244140625,813.9000244140625,842.8499755859375,810.0,840.1500244140625,312966
2024-12-23,826.1500244140625,826.1500244140625,844.75,815.7999877929688,818.2999877929688,286564
2024-12-24,826.5999755859375,826.5999755859375,828.9500122070312,814.7999877929688,821.1500244140625,102828
2024-12-26,834.9500122070312,834.9500122070312,842.9500122070312,820.7000122070312,836.0,153773
2024-12-27,839.6500244140625,839.6500244140625,843.25,831.0999755859375,831.0999755859375,64915
2024-12-30,909.25,909.25,915.4500122070312,837.7000122070312,850.0,2423079
2024-12-31,886.5499877929688,886.5499877929688,895.5,880.3499755859375,880.3499755859375,312470
2025-01-01,890.9000244140625,890.9000244140625,895.0999755859375,880.0499877929688,886.5499877929688,115229
2025-01-02,954.6500244140625,954.6500244140625,977.0,893.7000122070312,896.3499755859375,9972074
2025-01-03,934.5499877929688,934.5499877929688,951.4000244140625,928.7999877929688,946.75,771344
2025-01-06,911.25,911.25,934.5999755859375,900.0,934.5499877929688,553721
2025-01-07,911.0999755859375,911.0999755859375,920.4500122070312,901.0,908.4000244140625,231822
2025-01-08,1029.0999755859375,1029.0999755859375,1085.0,902.6500244140625,915.0,20711681
2025-01-09,999.5499877929688,999.5499877929688,1033.699951171875,992.2000122070312,1018.0,3343396
2025-01-10,976.2000122070312,976.2000122070312,990.0,951.0999755859375,990.0,1029308
2025-01-13,915.0499877929688,915.0499877929688,1005.2000122070312,900.0,955.6500244140625,1194868
2025-01-14,959.0499877929688,959.0499877929688,962.4000244140625,907.5,931.9500122070312,1228450
2025-01-15,900.5999755859375,900.5999755859375,955.7999877929688,891.7000122070312,920.0,1357718
2025-01-16,906.0499877929688,906.0499877929688,924.2000122070312,885.4000244140625,906.7999877929688,980306
2025-01-17,910.9500122070312,910.9500122070312,916.9000244140625,896.7000122070312,908.4000244140625,290993
2025-01-20,999.5,999.5,1023.0,910.9500122070312,914.0499877929688,13446093
2025-01-21,959.5,959.5,1001.4500122070312,956.5,993.9000244140625,2112332
2025-01-22,959.7000122070312,959.7000122070312,983.0,919.2000122070312,959.9000244140625,853731
2025-01-23,971.2999877929688,971.2999877929688,983.5,945.75,965.0,693112
2025-01-24,916.5999755859375,916.5999755859375,982.4500122070312,910.0,961.0499877929688,582590
2025-01-27,923.7999877929688,923.7999877929688,1019.9000244140625,750.2000122070312,850.0,9159928
2025-01-28,961.0,961.0,998.1500244140625,864.0999755859375,893.0,6087895
2025-01-29,1069.199951171875,1069.199951171875,1084.050048828125,959.0,961.0,9462573
2025-01-30,1067.6500244140625,1067.6500244140625,1082.6500244140625,1038.550048828125,1038.550048828125,1836743
2025-01-31,1082.8499755859375,1082.8499755859375,1119.550048828125,1010.6500244140625,1010.6500244140625,2764715
2025-02-01,1024.6500244140625,1024.6500244140625,1080.0,1006.1500244140625,1052.449951171875,1358084
2025-02-03,1016.7000122070312,1016.7000122070312,1034.6500244140625,998.0,1022.0,851487
2025-02-04,1002.2000122070312,1002.2000122070312,1033.9000244140625,991.25,1001.0,760056
2025-02-05,1067.699951171875,1067.699951171875,1080.0,1011.25,1011.25,2236441
2025-02-06,1077.0,1077.0,1080.9000244140625,1055.550048828125,1067.800048828125,557611
2025-02-07,1072.800048828125,1072.800048828125,1103.949951171875,1056.050048828125,1070.0,724749
2025-02-10,1055.050048828125,1055.050048828125,1069.0999755859375,1018.0,1057.050048828125,496474
2025-02-11,996.0999755859375,996.0999755859375,1046.449951171875,982.0,1046.0,416222
2025-02-12,998.5,998.5,1018.3499755859375,961.0,996.0,656294
2025-02-13,1045.6500244140625,1045.6500244140625,1100.0,988.0499877929688,990.0,771569
2025-02-14,966.0999755859375,966.0999755859375,1042.199951171875,955.0,1033.0,665280
2025-02-17,1015.3499755859375,1015.3499755859375,1023.0,939.0,960.6500244140625,877689
2025-02-18,962.9000244140625,962.9000244140625,1010.4000244140625,952.0499877929688,998.0499877929688,400992
2025-02-19,893.0999755859375,893.0999755859375,966.0,882.5999755859375,953.2999877929688,1254784
2025-02-20,875.0999755859375,875.0999755859375,907.0,848.9000244140625,893.0999755859375,2142335
2025-02-21,866.3499755859375,866.3499755859375,938.0,856.8499755859375,878.7999877929688,4016060
2025-02-24,853.5,853.5,872.4500122070312,847.7999877929688,866.2999877929688,1037623
2025-02-25,866.4500122070312,866.4500122070312,917.2999877929688,858.0499877929688,861.2000122070312,8408229
2025-02-27,971.4500122070312,971.4500122070312,1031.4000244140625,879.2999877929688,879.2999877929688,30810061
2025-02-28,919.0999755859375,919.0999755859375,960.0,898.0,939.7999877929688,9603068
2025-03-03,897.1500244140625,897.1500244140625,962.7999877929688,890.25,932.5499877929688,4463226
2025-03-04,902.5499877929688,902.5499877929688,935.5,882.1500244140625,897.0,2159606
2025-03-05,920.25,920.25,932.7999877929688,907.5999755859375,911.25,1207162
2025-03-06,985.0,985.0,1021.9500122070312,923.8499755859375,940.25,10877617
2025-03-07,964.75,964.75,992.4000244140625,959.0,982.5499877929688,1641015
2025-03-10,936.75,936.75,995.7000122070312,925.75,968.75,1055115
2025-03-11,929.75,929.75,941.5999755859375,905.5,925.7999877929688,978272
2025-03-12,925.4000244140625,925.4000244140625,946.5,918.0999755859375,934.5999755859375,611578
2025-03-13,923.25,923.25,953.5,916.5999755859375,932.2999877929688,1066851
2025-03-17,919.5499877929688,919.5499877929688,932.2000122070312,914.0,929.9500122070312,476891
2025-03-18,919.5499877929688,919.5499877929688,919.5499877929688,919.5499877929688,919.5499877929688,0
2025-03-19,943.7999877929688,943.7999877929688,977.0,931.4000244140625,945.0,927948
2025-03-20,971.5499877929688,971.5499877929688,983.5999755859375,942.6500244140625,958.5,858637
2025-03-21,1009.5,1009.5,1052.550048828125,965.25,965.7999877929688,4374216
2025-03-24,995.8499755859375,995.8499755859375,1041.949951171875,991.5499877929688,1039.3499755859375,761946
2025-03-25,966.9500122070312,966.9500122070312,1022.5,956.4500122070312,1008.9000244140625,562432
2025-03-26,921.5499877929688,921.5499877929688,974.3499755859375,917.0,973.7999877929688,1025497
2025-03-27,985.6500244140625,985.6500244140625,1010.9500122070312,918.9500122070312,921.0,1103692
2025-03-28,951.9500122070312,951.9500122070312,992.7999877929688,940.0,985.0,751798
2025-04-01,966.6500244140625,966.6500244140625,981.2000122070312,936.4500122070312,951.9500122070312,495020
2025-04-02,978.9500122070312,978.9500122070312,1005.0,963.3499755859375,968.7999877929688,1210666
2025-04-03,1011.3499755859375,1011.3499755859375,1020.0,969.0999755859375,971.8499755859375,762537
2025-04-04,1001.5,1001.5,1014.0499877929688,973.0999755859375,1013.5,555463
2025-04-07,956.0,956.0,964.0,920.0,930.0,615970
2025-04-08,996.5499877929688,996.5499877929688,1000.0,962.5,995.0,669023
