date_,adj close_nestleind.ns,close_nestleind.ns,high_nestleind.ns,low_nestleind.ns,open_nestleind.ns,volume_nestleind.ns
2024-04-23,1232.1201171875,1250.625,1255.0,1212.9749755859375,1224.5,2248818
2024-04-24,1231.5782470703125,1250.074951171875,1267.9000244140625,1244.125,1257.5250244140625,1447036
2024-04-25,1262.3658447265625,1281.324951171875,1288.949951171875,1235.625,1259.9749755859375,6481728
2024-04-26,1223.007080078125,1241.375,1291.4000244140625,1235.5250244140625,1287.4749755859375,2643128
2024-04-29,1236.33203125,1254.9000244140625,1262.199951171875,1245.0,1251.0,1243124
2024-04-30,1235.149658203125,1253.699951171875,1268.800048828125,1250.2750244140625,1258.8499755859375,1625278
2024-05-02,1237.5634765625,1256.1500244140625,1270.5,1252.5,1253.699951171875,2223826
2024-05-03,1209.8792724609375,1228.050048828125,1261.5250244140625,1218.125,1257.550048828125,2257460
2024-05-06,1210.5196533203125,1228.699951171875,1239.9749755859375,1223.4749755859375,1237.199951171875,1431992
2024-05-07,1235.765380859375,1254.324951171875,1264.175048828125,1229.7750244140625,1234.5,2146918
2024-05-08,1250.7159423828125,1269.5,1274.0,1242.824951171875,1251.2249755859375,1398140
2024-05-09,1238.1298828125,1256.7249755859375,1274.949951171875,1251.0,1269.5,1404310
2024-05-10,1247.8587646484375,1266.5999755859375,1274.5,1251.7249755859375,1256.7249755859375,1394832
2024-05-13,1239.50927734375,1258.125,1270.949951171875,1253.0250244140625,1266.375,680762
2024-05-14,1225.2730712890625,1243.675048828125,1259.4749755859375,1241.0,1253.050048828125,1113494
2024-05-15,1214.263427734375,1232.5,1249.5,1230.0,1244.0,868812
2024-05-16,1215.91357421875,1234.175048828125,1239.9749755859375,1210.1500244140625,1235.0,1944988
2024-05-17,1204.6575927734375,1222.75,1234.175048828125,1216.9000244140625,1234.175048828125,1442356
2024-05-21,1212.1944580078125,1230.4000244140625,1244.800048828125,1216.0,1233.0,2574902
2024-05-22,1216.3074951171875,1234.574951171875,1243.75,1230.949951171875,1236.0,1574654
2024-05-23,1218.7706298828125,1237.074951171875,1243.75,1227.7750244140625,1240.5,1563326
2024-05-24,1215.6180419921875,1233.875,1242.5,1229.0250244140625,1238.4749755859375,907544
2024-05-27,1211.7509765625,1229.949951171875,1239.5,1227.5,1238.5,1071662
2024-05-28,1207.7117919921875,1225.8499755859375,1233.824951171875,1223.0,1230.574951171875,1043344
2024-05-29,1219.780517578125,1238.0999755859375,1248.5,1222.5,1223.8499755859375,1739200
2024-05-30,1184.6087646484375,1202.4000244140625,1236.550048828125,1200.2750244140625,1232.5250244140625,2548428
2024-05-31,1160.02783203125,1177.449951171875,1212.800048828125,1172.5,1212.800048828125,5065946
2024-06-03,1160.101806640625,1177.5250244140625,1194.4749755859375,1175.0,1187.4000244140625,2145030
2024-06-04,1195.9139404296875,1213.875,1219.0,1163.7249755859375,1181.9749755859375,3117062
2024-06-05,1236.356689453125,1254.925048828125,1287.0250244140625,1215.0,1215.0,4057558
2024-06-06,1217.416015625,1235.699951171875,1259.0,1226.324951171875,1259.0,1944280
2024-06-07,1232.711181640625,1251.2249755859375,1258.125,1233.5,1238.2249755859375,2022404
2024-06-10,1255.247802734375,1274.0999755859375,1282.5,1253.5250244140625,1255.0,1590348
2024-06-11,1252.1690673828125,1270.9749755859375,1287.5,1267.0,1280.0,1138822
2024-06-12,1249.87841796875,1268.6500244140625,1277.375,1260.5,1272.0,960816
2024-06-13,1256.99658203125,1275.875,1307.2249755859375,1272.574951171875,1297.074951171875,2162544
2024-06-14,1252.43994140625,1271.25,1282.300048828125,1267.050048828125,1282.300048828125,858944
2024-06-18,1256.3070068359375,1275.175048828125,1277.5,1267.0,1274.5,519108
2024-06-19,1244.336669921875,1263.0250244140625,1279.800048828125,1258.925048828125,1275.0,1568614
2024-06-20,1251.085205078125,1269.875,1275.574951171875,1250.0,1262.5,1314826
2024-06-21,1230.7161865234375,1249.199951171875,1274.0,1244.25,1266.300048828125,2543088
2024-06-24,1246.30712890625,1265.0250244140625,1266.0,1242.25,1249.199951171875,1448402
2024-06-25,1239.1151123046875,1257.7249755859375,1269.1500244140625,1252.5,1267.5,625460
2024-06-26,1248.3760986328125,1267.125,1273.5,1253.7249755859375,1261.300048828125,958712
2024-06-27,1248.1297607421875,1266.875,1277.0,1254.0250244140625,1265.5999755859375,1732622
2024-06-28,1256.947265625,1275.824951171875,1286.8499755859375,1264.1500244140625,1266.875,2364066
2024-07-01,1265.050537109375,1284.050048828125,1295.550048828125,1278.5,1279.9000244140625,1849028
2024-07-02,1253.4005126953125,1272.2249755859375,1294.0,1266.574951171875,1292.699951171875,1162200
2024-07-03,1256.8734130859375,1275.75,1284.7750244140625,1270.3499755859375,1275.050048828125,631912
2024-07-04,1253.745361328125,1272.574951171875,1282.5,1271.0250244140625,1280.0,627352
2024-07-05,1268.03076171875,1287.074951171875,1289.800048828125,1266.25,1275.300048828125,1583026
2024-07-08,1282.4393310546875,1301.699951171875,1310.0,1280.7249755859375,1287.074951171875,1448552
2024-07-09,1297.06982421875,1316.550048828125,1320.050048828125,1296.800048828125,1313.6500244140625,1665146
2024-07-10,1288.8677978515625,1308.2249755859375,1324.9749755859375,1299.0250244140625,1318.949951171875,1069980
2024-07-11,1277.414794921875,1296.5999755859375,1315.800048828125,1281.8499755859375,1310.0,2107598
2024-07-12,1285.1978759765625,1304.5,1309.925048828125,1292.925048828125,1302.5,1451786
2024-07-15,1283.2769775390625,1302.550048828125,1309.75,1298.5,1304.5250244140625,695922
2024-07-16,1289.93115234375,1303.6500244140625,1309.425048828125,1284.5250244140625,1302.300048828125,1514138
2024-07-18,1299.7022705078125,1313.5250244140625,1317.449951171875,1287.5,1287.5,1733594
2024-07-19,1285.255859375,1298.925048828125,1322.75,1293.2249755859375,1317.425048828125,1077872
2024-07-22,1280.036376953125,1293.6500244140625,1315.0,1282.6500244140625,1298.925048828125,1490342
2024-07-23,1277.191650390625,1290.7750244140625,1303.25,1275.0,1298.300048828125,1936998
2024-07-24,1257.3277587890625,1270.699951171875,1290.5,1259.3499755859375,1290.5,2622088
2024-07-25,1227.2724609375,1240.324951171875,1278.324951171875,1229.7249755859375,1272.4000244140625,6938362
2024-07-26,1225.4171142578125,1238.449951171875,1246.300048828125,1225.75,1246.300048828125,3239386
2024-07-29,1222.1519775390625,1235.1500244140625,1243.4749755859375,1229.5,1241.800048828125,1605802
2024-07-30,1215.8934326171875,1228.824951171875,1240.199951171875,1225.5,1235.175048828125,3429516
2024-07-31,1215.2503662109375,1228.175048828125,1238.5,1226.0,1235.0,1644722
2024-08-01,1228.9298095703125,1242.0,1246.1500244140625,1228.175048828125,1232.5,2653524
2024-08-02,1234.4215087890625,1247.550048828125,1257.0,1232.5,1240.0,2310948
2024-08-05,1242.23828125,1255.449951171875,1264.449951171875,1237.5250244140625,1244.0,2651820
2024-08-06,1241.051025390625,1254.25,1264.0,1250.5,1256.949951171875,1898862
2024-08-07,1248.125732421875,1261.4000244140625,1264.4749755859375,1255.125,1259.2750244140625,1299940
2024-08-08,1231.4530029296875,1244.550048828125,1262.5,1239.0,1259.2750244140625,2850012
2024-08-09,1239.1710205078125,1252.3499755859375,1255.949951171875,1245.0999755859375,1253.300048828125,540012
2024-08-12,1223.5372314453125,1236.550048828125,1254.9749755859375,1234.175048828125,1250.9000244140625,950040
2024-08-13,1229.276123046875,1242.3499755859375,1246.0,1236.75,1237.0,623692
2024-08-14,1224.279296875,1237.300048828125,1245.9749755859375,1230.300048828125,1243.449951171875,1123752
2024-08-16,1249.436767578125,1262.7249755859375,1266.7249755859375,1235.675048828125,1245.0,1719668
2024-08-19,1238.404052734375,1251.574951171875,1273.0,1250.2750244140625,1265.0,955402
2024-08-20,1245.998291015625,1259.25,1263.0,1249.5250244140625,1255.300048828125,969464
2024-08-21,1262.448486328125,1275.875,1277.5,1260.824951171875,1264.949951171875,1249546
2024-08-22,1262.077392578125,1275.5,1282.5250244140625,1272.5,1282.5,1269810
2024-08-23,1251.2919921875,1264.5999755859375,1275.675048828125,1260.0,1275.4749755859375,1023074
2024-08-26,1246.5179443359375,1259.7750244140625,1272.5,1253.9749755859375,1264.5999755859375,1266798
2024-08-27,1247.457763671875,1260.7249755859375,1266.4000244140625,1255.75,1264.324951171875,782130
2024-08-28,1233.1351318359375,1246.25,1259.5,1245.0,1259.5,1130322
2024-08-29,1239.0968017578125,1252.2750244140625,1259.7249755859375,1245.324951171875,1249.449951171875,1799588
2024-08-30,1237.216796875,1250.375,1258.6500244140625,1245.9000244140625,1252.2750244140625,3808974
2024-09-02,1241.7435302734375,1254.949951171875,1258.0,1248.5250244140625,1250.0,1751182
2024-09-03,1252.0589599609375,1265.375,1279.5,1251.0,1251.0,1975054
2024-09-04,1254.0379638671875,1267.375,1270.7249755859375,1256.8499755859375,1262.5250244140625,1005886
2024-09-05,1239.2698974609375,1252.449951171875,1267.5,1246.074951171875,1267.375,2238592
2024-09-06,1238.4288330078125,1251.5999755859375,1259.625,1244.0250244140625,1254.300048828125,1673400
2024-09-09,1245.132568359375,1258.375,1260.0,1244.375,1247.574951171875,1167196
2024-09-10,1254.408935546875,1267.75,1273.949951171875,1257.0,1264.5,3044078
2024-09-11,1250.1295166015625,1263.425048828125,1280.800048828125,1259.7249755859375,1273.5,1959876
2024-09-12,1250.6241455078125,1263.925048828125,1270.0,1244.0,1264.949951171875,3109758
2024-09-13,1252.3804931640625,1265.699951171875,1280.5,1264.125,1265.0,1465434
2024-09-16,1261.384765625,1274.800048828125,1277.800048828125,1250.0,1265.0,788794
2024-09-17,1260.024169921875,1273.425048828125,1292.6500244140625,1269.3499755859375,1275.574951171875,1390374
2024-09-18,1284.909423828125,1298.574951171875,1300.550048828125,1273.0,1274.9749755859375,2354058
2024-09-19,1303.2396240234375,1317.0999755859375,1338.5,1298.574951171875,1301.5,5068578
2024-09-20,1335.5706787109375,1349.7750244140625,1352.125,1315.574951171875,1322.0,4645516
2024-09-23,1348.2359619140625,1362.574951171875,1364.925048828125,1345.0,1352.574951171875,2144494
2024-09-24,1334.01220703125,1348.199951171875,1383.4000244140625,1337.0,1362.5,3080066
2024-09-25,1334.482421875,1348.675048828125,1352.300048828125,1329.5250244140625,1342.625,1437914
2024-09-26,1363.2513427734375,1377.75,1381.2249755859375,1353.9749755859375,1353.9749755859375,2317212
2024-09-27,1358.4029541015625,1372.8499755859375,1389.0,1365.5,1375.0,2194334
2024-09-30,1330.8212890625,1344.9749755859375,1370.0,1342.4000244140625,1360.0,1766384
2024-10-01,1339.28125,1353.5250244140625,1355.0,1336.449951171875,1345.0,1105518
2024-10-03,1323.3507080078125,1337.425048828125,1347.5,1325.175048828125,1342.5,1624730
2024-10-04,1285.4041748046875,1299.074951171875,1339.175048828125,1295.1500244140625,1331.5,2066068
2024-10-07,1273.3822021484375,1286.925048828125,1310.0,1283.449951171875,1302.4749755859375,2205716
2024-10-08,1277.2906494140625,1290.875,1297.0,1275.800048828125,1285.300048828125,2404340
2024-10-09,1244.761474609375,1258.0,1290.0,1234.4749755859375,1289.5,4733190
2024-10-10,1243.0052490234375,1256.2249755859375,1265.8499755859375,1253.0,1264.5,2060004
2024-10-11,1242.6837158203125,1255.9000244140625,1261.0,1248.050048828125,1260.0,1256928
2024-10-14,1237.8599853515625,1251.0250244140625,1259.8499755859375,1246.574951171875,1259.8499755859375,1340768
2024-10-15,1229.0535888671875,1242.125,1251.0250244140625,1236.0,1251.0250244140625,1590308
2024-10-16,1218.1693115234375,1231.125,1246.5250244140625,1215.7249755859375,1245.0,2473286
2024-10-17,1176.833984375,1189.3499755859375,1237.4749755859375,1182.5,1237.4749755859375,5255508
2024-10-18,1162.758544921875,1175.125,1191.824951171875,1163.050048828125,1190.0,3278370
2024-10-21,1164.935546875,1177.324951171875,1187.0,1166.5,1180.0,1497408
2024-10-22,1162.758544921875,1175.125,1192.5,1170.0250244140625,1177.25,1934262
2024-10-23,1151.330078125,1163.574951171875,1187.449951171875,1160.050048828125,1175.0250244140625,1414522
2024-10-24,1117.4405517578125,1129.324951171875,1170.0,1108.0,1169.5,5910994
2024-10-25,1118.4547119140625,1130.3499755859375,1143.25,1128.5,1134.5,2683018
2024-10-28,1124.070068359375,1136.0250244140625,1159.5,1128.0250244140625,1135.4749755859375,1751130
2024-10-29,1121.76953125,1133.699951171875,1142.9000244140625,1130.375,1140.0,1859662
2024-10-30,1126.1728515625,1138.1500244140625,1148.625,1130.0999755859375,1139.375,1787546
2024-10-31,1119.5679931640625,1131.4749755859375,1143.5,1130.0,1143.5,1319530
2024-11-01,1129.14111328125,1141.1500244140625,1146.4749755859375,1134.175048828125,1146.449951171875,243228
2024-11-04,1111.2811279296875,1123.0999755859375,1143.5,1115.449951171875,1141.5,1926320
2024-11-05,1119.3206787109375,1131.2249755859375,1133.949951171875,1118.1500244140625,1128.0,1451860
2024-11-06,1125.8265380859375,1137.800048828125,1139.8499755859375,1129.0250244140625,1134.0,1613946
2024-11-07,1119.5185546875,1131.425048828125,1142.425048828125,1120.8499755859375,1136.5,1783914
2024-11-08,1135.745849609375,1147.824951171875,1149.0,1129.4000244140625,1135.0,1669990
2024-11-11,1127.5333251953125,1139.5250244140625,1147.425048828125,1127.0999755859375,1140.0,1547190
2024-11-12,1116.228515625,1128.0999755859375,1145.2249755859375,1120.5,1145.2249755859375,2210678
2024-11-13,1105.86376953125,1117.625,1125.9749755859375,1111.0,1120.625,1526776
2024-11-14,1079.914794921875,1091.4000244140625,1122.4749755859375,1089.199951171875,1119.5250244140625,2318476
2024-11-18,1094.9547119140625,1106.5999755859375,1109.4749755859375,1084.3499755859375,1095.3499755859375,1383330
2024-11-19,1095.4248046875,1107.074951171875,1121.824951171875,1101.949951171875,1112.5,1612040
2024-11-21,1093.9652099609375,1105.5999755859375,1125.0,1093.5,1102.7750244140625,1655768
2024-11-22,1111.825439453125,1123.6500244140625,1126.425048828125,1102.0999755859375,1107.0999755859375,1543916
2024-11-25,1116.5994873046875,1128.4749755859375,1141.824951171875,1123.125,1129.2750244140625,4059604
2024-11-26,1120.7059326171875,1132.625,1143.9749755859375,1125.25,1135.0,634244
2024-11-27,1125.0101318359375,1136.9749755859375,1138.4000244140625,1125.2249755859375,1138.300048828125,874722
2024-11-28,1106.3585205078125,1118.125,1144.75,1114.0,1137.0250244140625,2492756
2024-11-29,1105.5667724609375,1117.324951171875,1131.5,1113.5,1113.5,2698320
2024-12-02,1114.076416015625,1125.925048828125,1128.5,1111.550048828125,1121.4000244140625,936544
2024-12-03,1118.949462890625,1130.8499755859375,1133.425048828125,1125.0,1131.0,1532464
2024-12-04,1117.0201416015625,1128.9000244140625,1137.5,1120.7249755859375,1130.5,1937738
2024-12-05,1120.82958984375,1132.75,1138.5,1110.5,1128.9000244140625,2375568
2024-12-06,1121.9674072265625,1133.9000244140625,1145.9749755859375,1127.550048828125,1133.2249755859375,1291202
2024-12-09,1102.6973876953125,1114.425048828125,1138.300048828125,1106.824951171875,1135.0,1939702
2024-12-10,1095.5732421875,1107.2249755859375,1120.0,1105.0,1114.5,1830596
2024-12-11,1108.733154296875,1120.5250244140625,1127.0,1111.5,1112.5,1469722
2024-12-12,1100.32275390625,1112.0250244140625,1127.0,1107.550048828125,1124.9749755859375,1931220
2024-12-13,1114.8927001953125,1126.75,1128.925048828125,1104.125,1112.5,1109322
2024-12-16,1107.5953369140625,1119.375,1128.75,1114.2750244140625,1126.75,1331372
2024-12-17,1089.8836669921875,1101.4749755859375,1116.9749755859375,1100.0,1113.0,2997812
2024-12-18,1082.5120849609375,1094.0250244140625,1106.9749755859375,1090.25,1101.4749755859375,1932332
2024-12-19,1068.83251953125,1080.199951171875,1097.125,1073.699951171875,1092.5,3107980
2024-12-20,1070.3663330078125,1081.75,1087.5,1072.699951171875,1080.0,3303524
2024-12-23,1064.47900390625,1075.800048828125,1090.0,1073.8499755859375,1085.0,877434
2024-12-24,1071.9493408203125,1083.3499755859375,1087.5,1075.8499755859375,1075.8499755859375,645132
2024-12-26,1063.6378173828125,1074.949951171875,1088.0,1073.199951171875,1079.0999755859375,1047852
2024-12-27,1071.4052734375,1082.800048828125,1084.5250244140625,1075.5,1079.5,925334
2024-12-30,1068.5850830078125,1079.949951171875,1088.5,1074.5,1087.0,2470980
2024-12-31,1073.6068115234375,1085.0250244140625,1087.2750244140625,1073.875,1077.5,1271114
2025-01-01,1073.2110595703125,1084.625,1089.625,1078.6500244140625,1085.0,908580
2025-01-02,1088.5230712890625,1100.0999755859375,1103.875,1081.574951171875,1084.5,1258328
2025-01-03,1104.6021728515625,1116.3499755859375,1118.9749755859375,1099.0250244140625,1100.0999755859375,2022900
2025-01-06,1081.0030517578125,1092.5,1122.449951171875,1085.0,1121.75,2276932
2025-01-07,1094.6826171875,1106.324951171875,1108.1500244140625,1089.949951171875,1095.0999755859375,1191638
2025-01-08,1098.26953125,1109.949951171875,1112.4749755859375,1097.2750244140625,1111.5,899000
2025-01-09,1116.154296875,1128.0250244140625,1135.9000244140625,1102.0250244140625,1107.7249755859375,2294636
2025-01-10,1112.1221923828125,1123.949951171875,1139.0,1120.625,1136.0250244140625,1619708
2025-01-13,1106.9027099609375,1118.675048828125,1130.574951171875,1110.7750244140625,1122.5,1609062
2025-01-14,1097.8489990234375,1109.5250244140625,1128.300048828125,1099.625,1125.5999755859375,1405098
2025-01-15,1088.2509765625,1099.824951171875,1110.050048828125,1086.0999755859375,1109.5250244140625,1447250
2025-01-16,1073.2357177734375,1084.6500244140625,1109.125,1078.25,1102.550048828125,2651618
2025-01-17,1096.9337158203125,1108.5999755859375,1113.175048828125,1086.2750244140625,1090.324951171875,911802
2025-01-20,1095.3504638671875,1107.0,1112.5,1101.175048828125,1109.5999755859375,802216
2025-01-21,1086.6678466796875,1098.2249755859375,1120.0,1095.7750244140625,1112.5,1528828
2025-01-22,1092.283203125,1103.9000244140625,1106.4749755859375,1097.074951171875,1098.2249755859375,896072
2025-01-23,1087.90478515625,1099.4749755859375,1104.800048828125,1082.5,1097.074951171875,992014
2025-01-24,1092.33251953125,1103.949951171875,1111.375,1095.050048828125,1101.0,1327200
2025-01-27,1075.9320068359375,1087.375,1115.949951171875,1084.300048828125,1091.0250244140625,1099972
2025-01-28,1066.80419921875,1078.1500244140625,1090.925048828125,1071.300048828125,1087.375,1442066
2025-01-29,1078.875732421875,1090.3499755859375,1092.449951171875,1065.625,1078.1500244140625,794290
2025-01-30,1097.0079345703125,1108.675048828125,1116.3499755859375,1090.3499755859375,1094.5,1149120
2025-01-31,1144.4285888671875,1156.5999755859375,1193.5,1104.75,1108.675048828125,6279774
2025-02-01,1151.3548583984375,1163.5999755859375,1187.0,1128.625,1156.5,2493130
2025-02-03,1146.3580322265625,1158.550048828125,1187.0,1155.8499755859375,1163.5999755859375,2281742
2025-02-04,1137.6258544921875,1149.7249755859375,1161.4000244140625,1141.8499755859375,1161.199951171875,2487034
2025-02-05,1112.6417236328125,1124.4749755859375,1148.949951171875,1112.625,1141.9000244140625,2950590
2025-02-06,1107.941650390625,1119.7249755859375,1134.5,1113.5,1134.5,1973914
2025-02-07,1107.891845703125,1112.550048828125,1119.0,1103.7750244140625,1117.0,1585116
2025-02-10,1105.8753662109375,1110.5250244140625,1126.25,1103.0999755859375,1117.5,1520362
2025-02-11,1093.15380859375,1097.75,1116.050048828125,1088.9749755859375,1110.5250244140625,953674
2025-02-12,1092.282470703125,1096.875,1107.0,1085.8499755859375,1107.0,1006516
2025-02-13,1084.2164306640625,1088.7750244140625,1105.0999755859375,1086.324951171875,1096.875,1022294
2025-02-14,1093.328125,1097.925048828125,1112.5,1085.0250244140625,1088.7750244140625,1921722
2025-02-17,1103.60986328125,1108.25,1110.0,1085.0,1097.925048828125,1603030
2025-02-18,1106.5474853515625,1111.199951171875,1114.75,1099.9749755859375,1108.25,906118
2025-02-19,1097.8590087890625,1102.4749755859375,1112.0,1098.7750244140625,1103.0,852958
2025-02-20,1098.7552490234375,1103.375,1107.4749755859375,1093.4000244140625,1102.4749755859375,1316934
2025-02-21,1102.8380126953125,1107.4749755859375,1109.050048828125,1094.6500244140625,1108.4749755859375,1188490
2025-02-24,1105.5516357421875,1110.199951171875,1118.925048828125,1098.0250244140625,1099.5,968084
2025-02-25,1120.48876953125,1125.199951171875,1128.199951171875,1106.925048828125,1111.2249755859375,1285668
2025-02-27,1134.3306884765625,1139.0999755859375,1140.9000244140625,1125.0,1130.0999755859375,1502006
2025-02-28,1090.240966796875,1094.824951171875,1135.0,1092.5,1130.5,3687132
2025-03-03,1088.19970703125,1092.7750244140625,1100.0,1075.4000244140625,1094.125,1043550
2025-03-04,1068.75634765625,1073.25,1082.050048828125,1059.0,1080.0,2085044
2025-03-05,1093.900634765625,1098.5,1104.675048828125,1055.0,1055.0,1693328
2025-03-06,1095.9918212890625,1100.5999755859375,1108.199951171875,1085.1500244140625,1093.5,2514922
2025-03-07,1114.538818359375,1119.2249755859375,1123.0,1095.625,1100.5,1051212
2025-03-10,1119.4930419921875,1124.199951171875,1137.0,1077.550048828125,1119.5999755859375,1013160
2025-03-11,1120.9866943359375,1125.699951171875,1136.2249755859375,1116.875,1120.4000244140625,957110
2025-03-12,1093.15380859375,1097.75,1127.050048828125,1095.824951171875,1124.5,717178
2025-03-13,1091.38623046875,1095.9749755859375,1105.875,1092.050048828125,1101.050048828125,584340
2025-03-17,1082.6231689453125,1087.175048828125,1101.675048828125,1078.0,1087.7750244140625,820010
2025-03-18,1082.6231689453125,1087.175048828125,1087.175048828125,1087.175048828125,1087.175048828125,0
2025-03-19,1087.4278564453125,1092.0,1106.699951171875,1090.074951171875,1103.25,845086
