date_,adj close_astral.ns,close_astral.ns,high_astral.ns,low_astral.ns,open_astral.ns,volume_astral.ns
2024-03-04,2087.109130859375,2097.10009765625,2119.39990234375,2071.550048828125,2115.0,763233
2024-03-05,2096.712646484375,2106.75,2143.800048828125,2088.0,2106.0,803395
2024-03-06,2083.0283203125,2093.0,2111.0,2047.6500244140625,2111.0,477261
2024-03-07,2090.243896484375,2100.25,2134.0,2080.050048828125,2080.050048828125,415811
2024-03-11,2090.990234375,2101.0,2124.949951171875,2077.300048828125,2100.25,801434
2024-03-12,2034.610107421875,2044.3499755859375,2109.699951171875,2035.550048828125,2102.0,479940
2024-03-13,1991.6160888671875,2001.1500244140625,2083.25,1975.5999755859375,2049.050048828125,1066781
2024-03-14,2006.0469970703125,2015.6500244140625,2045.75,1975.550048828125,1982.25,563858
2024-03-15,2020.527587890625,2030.199951171875,2057.39990234375,1956.800048828125,2015.0,514531
2024-03-18,1961.2115478515625,1970.5999755859375,2050.0,1944.449951171875,2035.25,1769550
2024-03-19,1942.451416015625,1951.75,2022.0,1878.5999755859375,1979.9000244140625,2131586
2024-03-20,1895.7747802734375,1904.8499755859375,1965.0,1895.8499755859375,1951.75,1106750
2024-03-21,1933.245361328125,1942.5,1950.0,1902.0,1914.5999755859375,390508
2024-03-22,1929.66259765625,1938.9000244140625,1956.75,1912.050048828125,1940.0,519482
2024-03-26,1983.4052734375,1992.9000244140625,1999.0,1925.800048828125,1925.800048828125,456184
2024-03-27,1988.58056640625,1998.0999755859375,2018.800048828125,1987.699951171875,2009.800048828125,327476
2024-03-28,1981.76318359375,1991.25,2012.050048828125,1982.0,2010.0,379847
2024-04-01,2020.030029296875,2029.699951171875,2037.800048828125,1995.0,1998.199951171875,445828
2024-04-02,2041.92529296875,2051.699951171875,2061.0,2037.0,2050.0,490877
2024-04-03,2047.9464111328125,2057.75,2065.14990234375,2028.4000244140625,2051.699951171875,290457
2024-04-04,2052.673828125,2062.5,2100.0,2051.050048828125,2094.0,379027
2024-04-05,2032.5699462890625,2042.300048828125,2067.949951171875,2035.949951171875,2062.5,301755
2024-04-08,2015.1534423828125,2024.800048828125,2058.64990234375,2001.0999755859375,2058.64990234375,670678
2024-04-09,1987.53564453125,1997.050048828125,2043.0999755859375,1990.0,2042.9000244140625,173393
2024-04-10,1985.744140625,1995.25,2014.699951171875,1990.0,2007.949951171875,180200
2024-04-12,1954.891845703125,1964.25,2022.550048828125,1960.050048828125,1990.1500244140625,413279
2024-04-15,1960.1666259765625,1969.550048828125,1976.8499755859375,1936.050048828125,1940.050048828125,570103
2024-04-16,1977.8818359375,1987.3499755859375,2003.75,1945.0,1945.0,423415
2024-04-18,1977.981201171875,1987.449951171875,2008.0,1975.050048828125,1990.0,500791
2024-04-19,1934.3900146484375,1943.6500244140625,1977.449951171875,1938.25,1975.0,494224
2024-04-22,1952.3538818359375,1961.699951171875,1981.0,1949.9000244140625,1949.9000244140625,332780
2024-04-23,1949.268798828125,1958.5999755859375,1978.300048828125,1954.0,1968.050048828125,507115
2024-04-24,1979.37451171875,1988.8499755859375,1995.0999755859375,1958.0,1966.0,165710
2024-04-25,2001.07080078125,2010.6500244140625,2032.699951171875,1986.0,2006.0,689666
2024-04-26,2030.0321044921875,2039.75,2043.199951171875,1985.5,2016.949951171875,351693
2024-04-29,2045.7071533203125,2055.5,2089.0,2040.949951171875,2057.0,639029
2024-04-30,2108.009033203125,2118.10009765625,2149.39990234375,2023.0,2023.0,1100749
2024-05-02,2053.07177734375,2062.89990234375,2142.0,2055.35009765625,2120.0,463442
2024-05-03,2059.640625,2069.5,2083.89990234375,2044.0999755859375,2078.949951171875,298394
2024-05-06,2099.449951171875,2109.5,2116.699951171875,2060.0,2063.699951171875,445527
2024-05-07,2058.74462890625,2068.60009765625,2131.0,2031.050048828125,2114.5,386392
2024-05-08,2079.29638671875,2089.25,2128.0,2050.35009765625,2060.60009765625,614527
2024-05-09,2062.178466796875,2072.050048828125,2108.0,2060.300048828125,2097.89990234375,295120
2024-05-10,2148.36572265625,2158.64990234375,2164.89990234375,2060.0,2065.25,1055032
2024-05-13,2204.99462890625,2215.550048828125,2228.0,2119.199951171875,2174.89990234375,1447510
2024-05-14,2201.013671875,2211.550048828125,2243.300048828125,2200.550048828125,2225.949951171875,733542
2024-05-15,2201.959228515625,2212.5,2237.5,2181.60009765625,2214.050048828125,532249
2024-05-16,2262.220703125,2273.050048828125,2279.0,2209.89990234375,2210.050048828125,763037
2024-05-17,2292.028076171875,2303.0,2352.0,2266.39990234375,2290.0,1246909
2024-05-21,2068.299072265625,2078.199951171875,2204.89990234375,2061.050048828125,2200.0,2005808
2024-05-22,2095.4189453125,2105.449951171875,2125.0,2078.300048828125,2086.25,996545
2024-05-23,2095.17041015625,2105.199951171875,2133.449951171875,2091.5,2115.0,561757
2024-05-24,2138.761474609375,2149.0,2165.300048828125,2112.35009765625,2118.800048828125,891219
2024-05-27,2163.891357421875,2174.25,2202.35009765625,2140.199951171875,2166.949951171875,1501537
2024-05-28,2138.413330078125,2148.64990234375,2199.0,2141.0,2175.699951171875,428424
2024-05-29,2103.97802734375,2114.050048828125,2145.0,2106.5,2142.89990234375,287874
2024-05-30,2091.5380859375,2101.550048828125,2123.0,2088.550048828125,2115.0,325338
2024-05-31,2086.8603515625,2096.85009765625,2133.89990234375,2070.0,2120.0,1720844
2024-06-03,2135.77587890625,2146.0,2179.050048828125,2118.75,2148.0,756841
2024-06-04,2002.5137939453125,2012.0999755859375,2142.050048828125,1931.4000244140625,2142.050048828125,871166
2024-06-05,2106.21728515625,2116.300048828125,2127.699951171875,1986.050048828125,2020.0,636073
2024-06-06,2139.06005859375,2149.300048828125,2184.0,2110.5,2127.949951171875,465552
2024-06-07,2148.51513671875,2158.800048828125,2170.0,2144.800048828125,2155.0,408587
2024-06-10,2150.455810546875,2160.75,2185.0,2114.64990234375,2180.0,1119452
2024-06-11,2184.393310546875,2194.85009765625,2229.550048828125,2150.0,2151.050048828125,664660
2024-06-12,2215.842529296875,2226.449951171875,2257.800048828125,2200.050048828125,2207.0,706912
2024-06-13,2225.54638671875,2236.199951171875,2248.949951171875,2222.199951171875,2240.5,292695
2024-06-14,2258.637939453125,2269.449951171875,2291.949951171875,2242.449951171875,2250.0,658492
2024-06-18,2246.446044921875,2257.199951171875,2297.800048828125,2251.0,2270.10009765625,360927
2024-06-19,2194.096923828125,2204.60009765625,2250.949951171875,2199.300048828125,2246.199951171875,193812
2024-06-20,2201.013671875,2211.550048828125,2244.89990234375,2199.050048828125,2221.14990234375,314667
2024-06-21,2262.817626953125,2273.64990234375,2300.89990234375,2228.449951171875,2247.5,842534
2024-06-24,2373.0400390625,2384.39990234375,2393.39990234375,2243.35009765625,2272.949951171875,2101515
2024-06-25,2374.0849609375,2385.449951171875,2415.0,2371.10009765625,2392.0,895010
2024-06-26,2394.537353515625,2406.0,2453.0,2390.0,2394.39990234375,1008811
2024-06-27,2406.231201171875,2417.75,2440.0,2367.5,2385.300048828125,451988
2024-06-28,2369.45751953125,2380.800048828125,2412.699951171875,2369.10009765625,2412.699951171875,333399
2024-07-01,2366.81982421875,2378.14990234375,2389.699951171875,2363.050048828125,2380.0,221539
2024-07-02,2405.23583984375,2416.75,2454.0,2371.10009765625,2371.10009765625,713240
2024-07-03,2388.66552734375,2400.10009765625,2425.0,2372.60009765625,2420.64990234375,310243
2024-07-04,2358.26123046875,2369.550048828125,2399.10009765625,2353.35009765625,2399.10009765625,322610
2024-07-05,2394.7861328125,2406.25,2433.449951171875,2369.0,2369.0,722122
2024-07-08,2319.346923828125,2330.449951171875,2414.199951171875,2307.85009765625,2414.0,871732
2024-07-09,2324.373046875,2335.5,2347.949951171875,2303.050048828125,2340.0,336505
2024-07-10,2338.306396484375,2349.5,2369.199951171875,2292.39990234375,2339.0,305366
2024-07-11,2327.30908203125,2338.449951171875,2354.14990234375,2312.550048828125,2348.14990234375,248612
2024-07-12,2291.38134765625,2302.35009765625,2346.449951171875,2285.0,2338.449951171875,214191
2024-07-15,2251.820556640625,2262.60009765625,2300.0,2242.5,2300.0,526725
2024-07-16,2256.050537109375,2266.85009765625,2285.0,2249.050048828125,2263.89990234375,210636
2024-07-18,2238.98193359375,2249.699951171875,2276.949951171875,2232.050048828125,2276.949951171875,194539
2024-07-19,2261.275146484375,2272.10009765625,2315.89990234375,2219.5,2255.64990234375,821041
2024-07-22,2249.431884765625,2260.199951171875,2314.89990234375,2226.550048828125,2271.0,875601
2024-07-23,2225.894287109375,2236.550048828125,2274.0,2178.050048828125,2274.0,413108
2024-07-24,2189.071044921875,2199.550048828125,2236.0,2194.550048828125,2236.0,234746
2024-07-25,2163.891357421875,2174.25,2197.0,2164.0,2176.0,281751
2024-07-26,2204.99462890625,2215.550048828125,2237.550048828125,2184.0,2184.0,260079
2024-07-29,2192.25537109375,2202.75,2240.050048828125,2188.0,2232.89990234375,534045
2024-07-30,2183.54736328125,2194.0,2214.0,2189.0,2209.0,382126
2024-07-31,2178.322265625,2188.75,2210.0,2179.949951171875,2210.0,502783
2024-08-01,2158.46728515625,2168.800048828125,2209.0,2157.89990234375,2205.0,330769
2024-08-02,2120.300048828125,2130.449951171875,2170.449951171875,2126.050048828125,2150.0,210897
2024-08-05,2095.46875,2105.5,2121.800048828125,2063.14990234375,2100.25,471373
2024-08-06,2080.789306640625,2090.75,2148.5,2080.75,2110.0,380127
2024-08-07,2114.8759765625,2125.0,2136.5,2098.0,2111.39990234375,227045
2024-08-08,2072.27978515625,2082.199951171875,2131.550048828125,2075.0,2125.0,183709
2024-08-09,2021.672119140625,2031.3499755859375,2097.75,2015.0,2075.10009765625,632306
2024-08-12,1928.66748046875,1937.9000244140625,2030.0,1915.550048828125,2030.0,1768080
2024-08-13,1901.2486572265625,1910.3499755859375,1959.0,1903.5,1941.0,601770
2024-08-14,1854.074462890625,1862.949951171875,1927.0,1859.0,1927.0,810952
2024-08-16,1882.7718505859375,1889.5,1911.1500244140625,1861.6500244140625,1878.0,816779
2024-08-19,1876.0460205078125,1882.75,1909.6500244140625,1871.0,1904.199951171875,1593840
2024-08-20,1889.99609375,1896.75,1910.550048828125,1882.800048828125,1882.800048828125,816174
2024-08-21,1883.519287109375,1890.25,1908.8499755859375,1879.9000244140625,1898.949951171875,673857
2024-08-22,1948.9852294921875,1955.949951171875,1961.0,1895.050048828125,1908.050048828125,1036936
2024-08-23,1939.41943359375,1946.3499755859375,1972.0,1931.6500244140625,1970.0,903580
2024-08-26,1966.921142578125,1973.949951171875,1993.0,1956.050048828125,1968.0,783184
2024-08-27,1946.1953125,1953.1500244140625,1979.949951171875,1950.0,1979.949951171875,280917
2024-08-28,1951.127685546875,1958.0999755859375,1981.75,1946.050048828125,1955.0,708790
2024-08-29,1923.9249267578125,1930.800048828125,1961.949951171875,1912.3499755859375,1958.449951171875,281376
2024-08-30,1912.515625,1919.3499755859375,1945.0,1914.0,1945.0,441021
2024-09-02,1909.67578125,1916.5,1937.699951171875,1910.0,1934.6500244140625,420363
2024-09-03,1919.1917724609375,1926.050048828125,1943.699951171875,1916.550048828125,1920.4000244140625,330865
2024-09-04,1928.9071044921875,1935.800048828125,1943.5,1910.75,1910.75,256231
2024-09-05,1926.2166748046875,1933.0999755859375,1947.0,1916.8499755859375,1947.0,368394
2024-09-06,1892.736328125,1899.5,1939.9000244140625,1896.0,1934.949951171875,312986
2024-09-09,1909.7257080078125,1916.550048828125,1923.300048828125,1877.5,1910.0,484580
2024-09-10,1935.1348876953125,1942.050048828125,1952.0,1917.0,1925.949951171875,352805
2024-09-11,1916.2523193359375,1923.0999755859375,1960.0,1914.300048828125,1952.0,335566
2024-09-12,1932.7930908203125,1939.699951171875,1948.4000244140625,1926.6500244140625,1930.0,510533
2024-09-13,1927.561767578125,1934.449951171875,1956.050048828125,1930.0,1939.949951171875,286166
2024-09-16,1897.369873046875,1904.1500244140625,1943.5,1897.550048828125,1934.449951171875,505775
2024-09-17,1902.3021240234375,1909.0999755859375,1916.449951171875,1900.5,1910.0,196810
2024-09-18,1889.6474609375,1896.4000244140625,1919.949951171875,1875.0,1909.0999755859375,273488
2024-09-19,1901.604736328125,1908.4000244140625,1919.949951171875,1880.0,1899.9000244140625,308606
2024-09-20,1921.03515625,1927.9000244140625,1942.0,1903.0,1923.0,518567
2024-09-23,1965.3768310546875,1972.4000244140625,1981.75,1939.3499755859375,1947.0,1140689
2024-09-24,2001.7965087890625,2008.949951171875,2015.949951171875,1973.949951171875,1986.5,1238922
2024-09-25,2017.7396240234375,2024.949951171875,2037.949951171875,2000.050048828125,2032.0,661747
2024-09-26,2001.3980712890625,2008.550048828125,2029.9000244140625,2000.0,2029.800048828125,317884
2024-09-27,1997.7110595703125,2004.8499755859375,2026.5,1986.1500244140625,1986.1500244140625,368524
2024-09-30,1982.4656982421875,1989.550048828125,2013.5,1972.75,2010.0,827247
2024-10-01,1967.46923828125,1974.5,2001.699951171875,1958.5,1990.0,558479
2024-10-03,1912.1170654296875,1918.949951171875,1972.0,1907.550048828125,1945.0,492776
2024-10-04,1886.408935546875,1893.1500244140625,1925.0,1878.050048828125,1921.0,544086
2024-10-07,1880.779052734375,1887.5,1907.550048828125,1849.0999755859375,1897.8499755859375,603553
2024-10-08,1892.3377685546875,1899.0999755859375,1905.949951171875,1880.5,1885.0,313473
2024-10-09,1894.9783935546875,1901.75,1922.449951171875,1895.0,1899.0999755859375,340800
2024-10-10,1892.6865234375,1899.449951171875,1915.0,1890.949951171875,1905.0,269728
2024-10-11,1890.6934814453125,1897.449951171875,1904.0,1882.0,1898.949951171875,316306
2024-10-14,1898.6153564453125,1905.4000244140625,1914.0,1884.300048828125,1895.0,551594
2024-10-15,1897.718505859375,1904.5,1917.550048828125,1893.1500244140625,1906.9000244140625,289324
2024-10-16,1887.8538818359375,1894.5999755859375,1907.0999755859375,1882.050048828125,1904.5,183555
2024-10-17,1856.1171875,1862.75,1890.5999755859375,1848.199951171875,1884.0,528719
2024-10-18,1865.0352783203125,1871.699951171875,1879.0,1843.3499755859375,1866.550048828125,313813
2024-10-21,1843.4625244140625,1850.050048828125,1898.0,1834.8499755859375,1874.8499755859375,639520
2024-10-22,1783.775634765625,1790.1500244140625,1867.75,1780.6500244140625,1861.4000244140625,540604
2024-10-23,1786.7650146484375,1793.1500244140625,1809.0,1766.550048828125,1790.1500244140625,819053
2024-10-24,1785.5693359375,1791.949951171875,1810.0,1773.449951171875,1809.050048828125,591028
2024-10-25,1792.89306640625,1799.300048828125,1820.949951171875,1753.199951171875,1800.949951171875,993364
2024-10-28,1788.8575439453125,1795.25,1814.199951171875,1790.699951171875,1801.949951171875,362060
2024-10-29,1753.6334228515625,1759.9000244140625,1806.449951171875,1740.0,1804.0,640667
2024-10-30,1740.6798095703125,1746.9000244140625,1769.949951171875,1733.3499755859375,1766.300048828125,684713
2024-10-31,1764.0462646484375,1770.3499755859375,1775.0,1740.0,1749.949951171875,514160
2024-11-01,1771.9180908203125,1778.25,1784.0999755859375,1774.050048828125,1783.800048828125,47682
2024-11-04,1744.5657958984375,1750.800048828125,1804.0,1729.0,1779.949951171875,351188
2024-11-05,1763.4482421875,1769.75,1789.3499755859375,1755.949951171875,1755.949951171875,1166407
2024-11-06,1799.220458984375,1805.6500244140625,1813.8499755859375,1768.550048828125,1770.0999755859375,730575
2024-11-07,1783.9749755859375,1790.3499755859375,1817.949951171875,1779.050048828125,1815.0,499968
2024-11-08,1782.4305419921875,1788.800048828125,1797.9000244140625,1745.0,1745.0,969790
2024-11-11,1707.4483642578125,1713.550048828125,1788.800048828125,1710.0,1788.0,806463
2024-11-12,1736.44482421875,1742.6500244140625,1751.75,1711.8499755859375,1725.0,686585
2024-11-13,1723.939453125,1730.0999755859375,1754.5999755859375,1721.300048828125,1742.6500244140625,573401
2024-11-14,1726.482666015625,1731.1500244140625,1742.25,1713.9000244140625,1726.0,342533
2024-11-18,1711.4732666015625,1716.0999755859375,1735.75,1695.5,1727.300048828125,504872
2024-11-19,1724.488037109375,1729.1500244140625,1759.6500244140625,1715.949951171875,1716.0,390428
2024-11-21,1709.2791748046875,1713.9000244140625,1730.1500244140625,1704.4000244140625,1725.0,238429
2024-11-22,1756.8505859375,1761.5999755859375,1767.199951171875,1713.550048828125,1718.949951171875,268430
2024-11-25,1777.8936767578125,1782.699951171875,1810.0,1772.550048828125,1778.199951171875,1046427
2024-11-26,1798.33837890625,1803.199951171875,1819.9000244140625,1784.3499755859375,1792.0,561727
2024-11-27,1785.822265625,1790.6500244140625,1809.75,1783.050048828125,1809.75,544003
2024-11-28,1803.57421875,1808.449951171875,1850.0,1792.949951171875,1800.0,1094202
2024-11-29,1785.672607421875,1790.5,1814.949951171875,1782.199951171875,1808.449951171875,461910
2024-12-02,1811.403076171875,1816.300048828125,1819.25,1771.25,1790.0,538271
2024-12-03,1840.7237548828125,1845.699951171875,1854.699951171875,1822.5999755859375,1828.75,624695
2024-12-04,1831.548583984375,1836.5,1858.8499755859375,1831.3499755859375,1857.75,449981
2024-12-05,1820.279052734375,1825.199951171875,1844.8499755859375,1808.5,1837.949951171875,351982
2024-12-06,1839.42724609375,1844.4000244140625,1850.0,1825.25,1834.449951171875,233858
2024-12-09,1845.560791015625,1850.550048828125,1858.800048828125,1832.0,1849.0,305785
2024-12-10,1842.169921875,1847.1500244140625,1867.0,1840.5,1859.9000244140625,256183
2024-12-11,1847.6551513671875,1852.6500244140625,1863.75,1842.9000244140625,1847.0999755859375,252022
2024-12-12,1828.4569091796875,1833.4000244140625,1857.0,1824.800048828125,1854.699951171875,510479
2024-12-13,1829.2547607421875,1834.199951171875,1838.949951171875,1788.5,1823.0,497357
2024-12-16,1847.30615234375,1852.300048828125,1856.0,1823.300048828125,1845.0,361951
2024-12-17,1823.869384765625,1828.800048828125,1864.5,1820.0,1850.0,404973
2024-12-18,1797.44091796875,1802.300048828125,1842.6500244140625,1797.050048828125,1830.0,353983
2024-12-19,1777.4947509765625,1782.300048828125,1799.050048828125,1763.949951171875,1799.050048828125,226679
2024-12-20,1729.92333984375,1734.5999755859375,1795.6500244140625,1727.75,1780.0,292728
2024-12-23,1716.7589111328125,1721.4000244140625,1746.6500244140625,1717.1500244140625,1735.0,216433
2024-12-24,1688.9342041015625,1693.5,1747.949951171875,1690.0,1728.0,234613
2024-12-26,1666.9935302734375,1671.5,1707.800048828125,1653.0999755859375,1707.800048828125,429557
2024-12-27,1649.640380859375,1654.0999755859375,1680.1500244140625,1650.0,1679.0,484231
2024-12-30,1656.2225341796875,1660.699951171875,1673.699951171875,1635.0,1665.0,367378
2024-12-31,1647.7952880859375,1652.25,1662.050048828125,1632.199951171875,1660.699951171875,424069
2025-01-01,1646.9974365234375,1651.449951171875,1657.75,1641.75,1652.050048828125,101769
2025-01-02,1642.8587646484375,1647.300048828125,1657.949951171875,1636.050048828125,1657.75,335653
2025-01-03,1617.22802734375,1621.5999755859375,1654.949951171875,1616.0,1650.0,580681
2025-01-06,1552.253662109375,1556.449951171875,1628.0,1546.699951171875,1621.0,668130
2025-01-07,1574.54345703125,1578.800048828125,1594.9000244140625,1559.0,1560.0,817396
2025-01-08,1549.0623779296875,1553.25,1588.949951171875,1533.0,1588.949951171875,621862
2025-01-09,1546.668701171875,1550.8499755859375,1558.0,1536.75,1552.0,526365
2025-01-10,1560.1822509765625,1564.4000244140625,1578.4000244140625,1546.1500244140625,1551.0,517164
2025-01-13,1467.53271484375,1471.5,1550.0,1467.1500244140625,1550.0,687728
2025-01-14,1489.473388671875,1493.5,1512.3499755859375,1476.0,1476.0,465502
2025-01-15,1472.36962890625,1476.3499755859375,1500.699951171875,1472.5999755859375,1495.5,731479
2025-01-16,1498.299560546875,1502.3499755859375,1508.949951171875,1485.3499755859375,1488.0,240961
2025-01-17,1497.4019775390625,1501.449951171875,1515.8499755859375,1492.050048828125,1504.25,443671
2025-01-20,1479.4503173828125,1483.449951171875,1512.800048828125,1481.25,1512.800048828125,413278
2025-01-21,1460.6512451171875,1464.5999755859375,1498.75,1451.0999755859375,1494.0,533853
2025-01-22,1451.4761962890625,1455.4000244140625,1468.75,1431.0999755859375,1464.75,462015
2025-01-23,1491.4678955078125,1495.5,1499.8499755859375,1447.0999755859375,1460.050048828125,686991
2025-01-24,1464.3912353515625,1468.3499755859375,1504.449951171875,1458.3499755859375,1499.9000244140625,380626
2025-01-27,1458.157958984375,1462.0999755859375,1466.449951171875,1426.3499755859375,1465.0,592839
2025-01-28,1467.2333984375,1471.199951171875,1494.199951171875,1445.550048828125,1464.949951171875,934814
2025-01-29,1470.8736572265625,1474.8499755859375,1493.800048828125,1462.6500244140625,1471.0,160914
2025-01-30,1463.792724609375,1467.75,1497.949951171875,1459.0,1480.0,253587
2025-01-31,1503.2362060546875,1507.300048828125,1531.0,1478.050048828125,1479.9000244140625,1085898
2025-02-01,1504.6822509765625,1508.75,1550.0,1451.8499755859375,1550.0,561289
2025-02-03,1490.86962890625,1494.9000244140625,1519.449951171875,1473.550048828125,1508.699951171875,335501
2025-02-04,1500.64306640625,1504.699951171875,1517.0,1492.050048828125,1495.9000244140625,665541
2025-02-05,1515.7025146484375,1519.800048828125,1532.949951171875,1496.4000244140625,1516.199951171875,1412685
2025-02-06,1474.7132568359375,1478.699951171875,1522.949951171875,1467.800048828125,1521.0,621641
2025-02-07,1468.1810302734375,1472.1500244140625,1488.699951171875,1460.300048828125,1482.1500244140625,182807
2025-02-10,1442.6500244140625,1446.550048828125,1479.4000244140625,1444.0,1472.1500244140625,235593
2025-02-11,1411.334716796875,1415.1500244140625,1449.9000244140625,1405.050048828125,1442.0,260603
2025-02-12,1390.441162109375,1394.199951171875,1429.449951171875,1376.75,1406.050048828125,364276
2025-02-13,1367.00439453125,1370.699951171875,1398.199951171875,1367.0,1383.0,274368
2025-02-14,1329.007080078125,1332.5999755859375,1375.4000244140625,1312.25,1370.0,639364
2025-02-17,1380.7672119140625,1384.5,1395.0,1305.550048828125,1321.25,1279401
2025-02-18,1359.2254638671875,1362.9000244140625,1391.949951171875,1350.1500244140625,1381.0,392266
2025-02-19,1368.001708984375,1371.699951171875,1377.25,1345.4000244140625,1350.0,289289
2025-02-20,1395.8265380859375,1399.5999755859375,1401.550048828125,1363.800048828125,1370.0,275571
2025-02-21,1383.4598388671875,1387.199951171875,1416.0,1372.1500244140625,1399.5999755859375,473757
2025-02-24,1394.6298828125,1398.4000244140625,1421.449951171875,1363.949951171875,1381.5999755859375,775950
2025-02-25,1385.703857421875,1389.449951171875,1407.949951171875,1378.0999755859375,1403.1500244140625,279242
2025-02-27,1384.3575439453125,1388.0999755859375,1399.0,1374.300048828125,1389.449951171875,534513
2025-02-28,1333.6446533203125,1337.25,1386.949951171875,1323.6500244140625,1385.0,720390
2025-03-03,1344.7147216796875,1348.3499755859375,1361.25,1328.5,1347.949951171875,482836
2025-03-04,1303.32666015625,1306.8499755859375,1346.0,1282.199951171875,1338.0,876471
2025-03-05,1314.2969970703125,1317.8499755859375,1332.949951171875,1303.949951171875,1304.25,732223
2025-03-06,1327.1121826171875,1330.699951171875,1337.550048828125,1316.1500244140625,1322.3499755859375,435999
2025-03-07,1329.05712890625,1332.6500244140625,1351.449951171875,1327.25,1327.3499755859375,333456
2025-03-10,1285.67431640625,1289.1500244140625,1337.800048828125,1280.0999755859375,1323.0,409891
2025-03-11,1283.580078125,1287.050048828125,1297.800048828125,1265.3499755859375,1267.699951171875,352119
2025-03-12,1261.6890869140625,1265.0999755859375,1296.9000244140625,1245.050048828125,1289.0,412080
2025-03-13,1234.96142578125,1238.300048828125,1271.4000244140625,1232.300048828125,1265.550048828125,518503
2025-03-17,1234.712158203125,1238.050048828125,1256.5999755859375,1234.0999755859375,1234.0999755859375,345802
2025-03-18,1234.712158203125,1238.050048828125,1238.050048828125,1238.050048828125,1238.050048828125,0
2025-03-19,1257.6002197265625,1261.0,1278.199951171875,1258.300048828125,1260.0,548789
2025-03-20,1270.8643798828125,1274.300048828125,1284.0,1252.050048828125,1270.0,698032
2025-03-21,1288.06787109375,1291.550048828125,1300.0,1267.3499755859375,1275.0,856583
2025-03-24,1311.8536376953125,1315.4000244140625,1345.9000244140625,1301.0,1301.550048828125,987825
2025-03-25,1285.375,1288.8499755859375,1325.5,1282.0,1325.0,736220
2025-03-26,1275.402099609375,1278.8499755859375,1296.75,1275.0,1291.0,458146
2025-03-27,1291.059814453125,1294.550048828125,1301.550048828125,1267.9000244140625,1276.949951171875,551070
2025-03-28,1290.760498046875,1294.25,1305.550048828125,1280.800048828125,1295.0999755859375,571535
2025-04-01,1305.9195556640625,1309.449951171875,1315.0,1281.0,1290.0,545451
2025-04-02,1337.035400390625,1340.6500244140625,1345.699951171875,1297.300048828125,1309.0,541708
