date_,adj close_oberoirlty.ns,close_oberoirlty.ns,high_oberoirlty.ns,low_oberoirlty.ns,open_oberoirlty.ns,volume_oberoirlty.ns
2024-01-16,1511.4840087890625,1527.449951171875,1573.449951171875,1518.5,1573.449951171875,616617
2024-01-17,1514.7496337890625,1530.75,1536.949951171875,1497.300048828125,1524.800048828125,598390
2024-01-18,1497.1356201171875,1512.949951171875,1530.6500244140625,1458.8499755859375,1519.6500244140625,1059339
2024-01-19,1503.1221923828125,1519.0,1526.5,1502.25,1524.0,886049
2024-01-23,1355.4322509765625,1369.75,1450.0,1353.800048828125,1445.0,2775697
2024-01-24,1290.3697509765625,1304.0,1366.949951171875,1268.1500244140625,1365.050048828125,4023141
2024-01-25,1290.3199462890625,1303.949951171875,1327.25,1287.050048828125,1310.25,1191354
2024-01-29,1294.2783203125,1307.949951171875,1314.300048828125,1276.6500244140625,1307.0,1535108
2024-01-30,1287.6978759765625,1301.300048828125,1325.5,1296.3499755859375,1320.0,934779
2024-01-31,1309.863525390625,1323.699951171875,1326.6500244140625,1297.449951171875,1302.0,451853
2024-02-01,1293.931884765625,1307.5999755859375,1329.550048828125,1291.550048828125,1324.699951171875,589255
2024-02-02,1273.6646728515625,1285.1500244140625,1324.449951171875,1277.449951171875,1315.0,692216
2024-02-05,1285.9539794921875,1297.550048828125,1308.8499755859375,1273.5999755859375,1283.0,973106
2024-02-06,1305.67578125,1317.449951171875,1335.3499755859375,1295.0,1302.0,960023
2024-02-07,1304.5859375,1316.3499755859375,1355.5,1298.0999755859375,1337.0,1218242
2024-02-08,1333.277099609375,1345.300048828125,1351.0,1311.0,1316.3499755859375,1159485
2024-02-09,1329.9569091796875,1341.949951171875,1352.5,1309.199951171875,1349.3499755859375,463883
2024-02-12,1319.4515380859375,1331.3499755859375,1359.5,1315.0,1347.9000244140625,714248
2024-02-13,1306.4193115234375,1318.199951171875,1339.9000244140625,1298.75,1330.199951171875,1171065
2024-02-14,1309.5909423828125,1321.4000244140625,1331.6500244140625,1298.0,1312.050048828125,895005
2024-02-15,1297.4998779296875,1309.199951171875,1358.5,1304.6500244140625,1330.4000244140625,399238
2024-02-16,1310.2349853515625,1322.050048828125,1330.300048828125,1301.5,1323.1500244140625,618218
2024-02-19,1287.886474609375,1299.5,1331.949951171875,1295.0999755859375,1331.949951171875,473307
2024-02-20,1297.797119140625,1309.5,1318.5,1296.0,1299.5,467576
2024-02-21,1309.541259765625,1321.3499755859375,1354.0,1302.199951171875,1311.5,945669
2024-02-22,1365.833740234375,1378.1500244140625,1384.5,1329.0,1334.5999755859375,1505899
2024-02-23,1353.89111328125,1366.0999755859375,1406.550048828125,1360.25,1378.1500244140625,1176936
2024-02-26,1362.8602294921875,1375.1500244140625,1386.9000244140625,1358.550048828125,1364.949951171875,354755
2024-02-27,1372.672119140625,1385.050048828125,1399.0,1373.0,1376.4000244140625,521454
2024-02-28,1320.83935546875,1332.75,1380.0,1327.0,1374.8499755859375,781895
2024-02-29,1332.2364501953125,1344.25,1353.550048828125,1326.9000244140625,1336.0,741320
2024-03-01,1356.02197265625,1368.25,1375.0,1345.699951171875,1351.75,324073
2024-03-04,1374.30712890625,1386.699951171875,1398.800048828125,1374.0,1378.050048828125,369567
2024-03-05,1363.9505615234375,1376.25,1391.3499755859375,1366.0,1386.050048828125,333891
2024-03-06,1342.09765625,1354.199951171875,1375.0,1334.550048828125,1370.550048828125,353081
2024-03-07,1365.0902099609375,1377.4000244140625,1383.75,1352.800048828125,1354.0,285319
2024-03-11,1346.9537353515625,1359.0999755859375,1397.699951171875,1354.1500244140625,1380.199951171875,507190
2024-03-12,1313.55517578125,1325.4000244140625,1368.050048828125,1317.5999755859375,1361.800048828125,687808
2024-03-13,1288.2335205078125,1299.8499755859375,1353.300048828125,1284.1500244140625,1321.199951171875,896681
2024-03-14,1313.7532958984375,1325.5999755859375,1334.4000244140625,1283.8499755859375,1295.0,276447
2024-03-15,1313.852294921875,1325.699951171875,1343.949951171875,1297.25,1320.5,763650
2024-03-18,1335.3087158203125,1347.3499755859375,1352.8499755859375,1314.199951171875,1320.449951171875,1237736
2024-03-19,1348.3414306640625,1360.5,1377.4000244140625,1331.1500244140625,1356.300048828125,901005
2024-03-20,1371.433349609375,1383.800048828125,1388.949951171875,1352.5,1360.5,429269
2024-03-21,1412.0169677734375,1424.75,1427.1500244140625,1386.0,1394.0,929063
2024-03-22,1433.919677734375,1446.8499755859375,1458.6500244140625,1421.5,1424.949951171875,936505
2024-03-26,1481.6888427734375,1495.050048828125,1499.5999755859375,1443.449951171875,1457.550048828125,1528134
2024-03-27,1501.410888671875,1514.949951171875,1530.0,1480.3499755859375,1500.0,1363483
2024-03-28,1462.660400390625,1475.8499755859375,1521.199951171875,1387.9000244140625,1514.949951171875,1274101
2024-04-01,1489.9146728515625,1503.3499755859375,1531.5999755859375,1471.1500244140625,1475.0,898931
2024-04-02,1540.75634765625,1554.6500244140625,1573.4000244140625,1495.050048828125,1508.0,1284154
2024-04-03,1512.3126220703125,1525.949951171875,1547.699951171875,1509.199951171875,1547.699951171875,636328
2024-04-04,1523.065673828125,1536.800048828125,1544.699951171875,1522.050048828125,1526.449951171875,444061
2024-04-05,1536.940673828125,1550.800048828125,1586.800048828125,1529.550048828125,1531.0,1526505
2024-04-08,1518.7052001953125,1532.4000244140625,1584.0,1527.25,1563.949951171875,1436333
2024-04-09,1510.8756103515625,1524.5,1552.699951171875,1518.0,1533.0,442957
2024-04-10,1504.384033203125,1517.949951171875,1533.0,1503.0,1530.1500244140625,291910
2024-04-12,1486.644287109375,1500.050048828125,1540.5,1493.0,1510.0,432038
2024-04-15,1454.9794921875,1468.0999755859375,1491.5999755859375,1448.3499755859375,1481.0999755859375,393540
2024-04-16,1447.5963134765625,1460.6500244140625,1469.050048828125,1441.75,1446.199951171875,612592
2024-04-18,1386.64599609375,1399.1500244140625,1473.449951171875,1393.5999755859375,1455.0999755859375,609447
2024-04-19,1382.18603515625,1394.6500244140625,1404.699951171875,1359.25,1385.0,532840
2024-04-22,1410.3323974609375,1423.050048828125,1461.949951171875,1395.0,1397.5,444410
2024-04-23,1460.7774658203125,1473.949951171875,1481.8499755859375,1421.8499755859375,1430.0,912714
2024-04-24,1447.5465087890625,1460.5999755859375,1490.0,1458.0,1473.949951171875,309675
2024-04-25,1461.025146484375,1474.199951171875,1479.0,1437.0,1459.0,444577
2024-04-26,1488.4281005859375,1501.8499755859375,1512.699951171875,1466.949951171875,1470.0,385359
2024-04-29,1466.07958984375,1479.300048828125,1518.0,1468.050048828125,1508.8499755859375,176547
2024-04-30,1470.0933837890625,1483.3499755859375,1502.25,1475.25,1480.050048828125,256118
2024-05-02,1515.6822509765625,1529.3499755859375,1536.5,1456.300048828125,1480.050048828125,760770
2024-05-03,1459.2906494140625,1472.449951171875,1545.0,1465.199951171875,1539.0,581620
2024-05-06,1485.3060302734375,1498.699951171875,1514.800048828125,1471.5,1482.0,707712
2024-05-07,1453.9390869140625,1467.050048828125,1546.3499755859375,1447.3499755859375,1507.9000244140625,1184544
2024-05-08,1486.0,1499.4000244140625,1514.9000244140625,1459.300048828125,1475.0,336124
2024-05-09,1445.4656982421875,1458.5,1530.0,1452.0,1505.449951171875,284342
2024-05-10,1456.515869140625,1469.6500244140625,1484.699951171875,1444.4000244140625,1474.0,222571
2024-05-13,1469.498779296875,1482.75,1487.449951171875,1445.9000244140625,1469.6500244140625,161524
2024-05-14,1505.672607421875,1519.25,1537.0,1480.199951171875,1487.0,469450
2024-05-15,1560.0821533203125,1574.1500244140625,1629.050048828125,1537.3499755859375,1585.0,5374933
2024-05-16,1695.8575439453125,1711.1500244140625,1727.949951171875,1583.25,1591.199951171875,7769100
2024-05-17,1727.2247314453125,1742.800048828125,1771.449951171875,1717.050048828125,1727.449951171875,2256273
2024-05-21,1709.48486328125,1724.9000244140625,1758.5,1718.550048828125,1750.550048828125,1585616
2024-05-22,1760.4349365234375,1774.25,1795.550048828125,1707.5999755859375,1736.3499755859375,1302543
2024-05-23,1774.1771240234375,1788.0999755859375,1811.6500244140625,1729.550048828125,1798.5,1363413
2024-05-24,1786.728515625,1800.75,1818.8499755859375,1763.5,1788.1500244140625,742683
2024-05-27,1789.804443359375,1803.8499755859375,1818.4000244140625,1791.0999755859375,1800.5,460866
2024-05-28,1818.3802490234375,1832.6500244140625,1849.0,1800.25,1803.8499755859375,920416
2024-05-29,1818.4793701171875,1832.75,1848.75,1812.5,1812.5,544131
2024-05-30,1796.352783203125,1810.449951171875,1848.800048828125,1789.75,1825.0,606755
2024-05-31,1805.4815673828125,1819.6500244140625,1868.3499755859375,1800.0,1835.0,1236595
2024-06-03,1869.280517578125,1883.949951171875,1924.949951171875,1851.0,1924.949951171875,968545
2024-06-04,1731.6607666015625,1745.25,1886.0,1601.3499755859375,1886.0,1025717
2024-06-05,1830.58447265625,1844.949951171875,1850.0,1717.050048828125,1774.800048828125,781426
2024-06-06,1889.422607421875,1904.25,1913.25,1845.1500244140625,1851.949951171875,816594
2024-06-07,1874.78759765625,1889.5,1927.949951171875,1881.949951171875,1904.25,606448
2024-06-10,1884.51123046875,1899.300048828125,1925.0,1841.5,1900.050048828125,1114143
2024-06-11,1915.7161865234375,1930.75,1952.050048828125,1901.1500244140625,1905.0,1352283
2024-06-12,1903.511962890625,1918.449951171875,1941.75,1904.5,1931.25,583698
2024-06-13,1919.833984375,1934.9000244140625,1946.3499755859375,1915.8499755859375,1930.0,1264291
2024-06-14,1892.9449462890625,1907.800048828125,1953.050048828125,1893.0,1952.550048828125,615383
2024-06-18,1898.1541748046875,1913.050048828125,1929.9000244140625,1891.1500244140625,1896.5,925700
2024-06-19,1849.337158203125,1863.8499755859375,1924.949951171875,1848.5,1920.050048828125,662962
2024-06-20,1875.035400390625,1889.75,1901.5,1862.050048828125,1871.6500244140625,632977
2024-06-21,1871.1162109375,1885.800048828125,1909.8499755859375,1875.699951171875,1896.0,597855
2024-06-24,1894.060791015625,1906.9000244140625,1913.300048828125,1850.4000244140625,1885.800048828125,1049502
2024-06-25,1816.9832763671875,1829.300048828125,1934.0,1809.300048828125,1930.5,1541211
2024-06-26,1784.404052734375,1796.5,1833.1500244140625,1791.25,1832.0,840752
2024-06-27,1747.45458984375,1759.300048828125,1817.800048828125,1751.6500244140625,1800.0,1661347
2024-06-28,1753.8609619140625,1765.75,1779.5999755859375,1750.0,1769.9000244140625,587657
2024-07-01,1762.8004150390625,1774.75,1794.8499755859375,1751.0,1792.0,764490
2024-07-02,1791.1087646484375,1803.25,1815.0,1756.1500244140625,1778.0,976825
2024-07-03,1785.8441162109375,1797.949951171875,1819.0,1791.300048828125,1810.0,464777
2024-07-04,1784.3046875,1796.4000244140625,1809.9000244140625,1779.3499755859375,1808.949951171875,299163
2024-07-05,1773.03125,1785.050048828125,1810.0,1770.8499755859375,1796.5999755859375,258341
2024-07-08,1711.647216796875,1723.25,1798.0,1715.0,1798.0,526932
2024-07-09,1706.234130859375,1717.800048828125,1737.699951171875,1700.0,1732.550048828125,625493
2024-07-10,1712.04443359375,1723.6500244140625,1762.25,1692.4000244140625,1730.0,886851
2024-07-11,1699.976318359375,1711.5,1734.949951171875,1703.550048828125,1727.449951171875,482251
2024-07-12,1686.2691650390625,1697.699951171875,1725.0,1686.800048828125,1715.0,682134
2024-07-15,1703.8004150390625,1715.3499755859375,1730.050048828125,1680.6500244140625,1714.9000244140625,700946
2024-07-16,1715.8189697265625,1727.449951171875,1745.0,1715.5,1717.5,815643
2024-07-18,1706.9788818359375,1718.550048828125,1731.449951171875,1685.199951171875,1731.449951171875,930615
2024-07-19,1660.0469970703125,1671.300048828125,1724.0999755859375,1644.0,1723.699951171875,1041722
2024-07-22,1732.257568359375,1744.0,1782.0,1682.0,1684.0,2911752
2024-07-23,1675.7406005859375,1687.0999755859375,1814.699951171875,1672.050048828125,1775.5999755859375,4512836
2024-07-24,1731.115234375,1742.8499755859375,1769.0,1690.0,1690.0,1505609
2024-07-25,1717.6068115234375,1729.25,1751.5999755859375,1711.199951171875,1730.0,957754
2024-07-26,1772.9814453125,1785.0,1802.0,1733.050048828125,1734.0,899262
2024-07-29,1781.8216552734375,1793.9000244140625,1829.8499755859375,1783.0999755859375,1792.050048828125,1190762
2024-07-30,1814.7978515625,1827.0999755859375,1839.300048828125,1792.6500244140625,1808.0,1019163
2024-07-31,1849.8604736328125,1862.4000244140625,1879.0,1830.5999755859375,1841.9000244140625,1209788
2024-08-01,1828.8800048828125,1839.300048828125,1870.0,1815.5,1865.0,739985
2024-08-02,1769.26953125,1779.3499755859375,1824.800048828125,1773.300048828125,1800.199951171875,543407
2024-08-05,1696.3350830078125,1706.0,1754.75,1687.0,1750.0,1272963
2024-08-06,1706.377685546875,1716.0999755859375,1775.0,1710.8499755859375,1730.0999755859375,1106701
2024-08-07,1761.21533203125,1771.25,1778.8499755859375,1746.199951171875,1775.0,564600
2024-08-08,1734.71630859375,1744.5999755859375,1785.949951171875,1740.800048828125,1758.5999755859375,660451
2024-08-09,1778.1192626953125,1788.25,1808.8499755859375,1769.5999755859375,1778.949951171875,798392
2024-08-12,1803.8724365234375,1814.1500244140625,1827.75,1757.800048828125,1786.5,1419019
2024-08-13,1735.3128662109375,1745.199951171875,1793.8499755859375,1735.050048828125,1793.449951171875,738068
2024-08-14,1705.7314453125,1715.449951171875,1771.0,1705.0,1755.9000244140625,651320
2024-08-16,1756.144287109375,1766.1500244140625,1770.449951171875,1724.0,1724.4000244140625,718392
2024-08-19,1756.939697265625,1766.949951171875,1780.0,1746.5,1780.0,285852
2024-08-20,1745.405517578125,1755.3499755859375,1770.300048828125,1744.449951171875,1765.300048828125,580046
2024-08-21,1734.9649658203125,1744.8499755859375,1766.449951171875,1733.3499755859375,1757.25,413365
2024-08-22,1724.2757568359375,1734.0999755859375,1756.949951171875,1722.1500244140625,1746.6500244140625,757573
