date_,adj close_oberoirlty.ns,close_oberoirlty.ns,high_oberoirlty.ns,low_oberoirlty.ns,open_oberoirlty.ns,volume_oberoirlty.ns
2024-08-23,1693.4515380859375,1703.0999755859375,1744.9000244140625,1695.5999755859375,1734.0999755859375,569967
2024-08-26,1728.8001708984375,1738.6500244140625,1746.050048828125,1699.949951171875,1708.949951171875,699817
2024-08-27,1718.3597412109375,1728.1500244140625,1747.4000244140625,1716.300048828125,1738.6500244140625,490753
2024-08-28,1701.5555419921875,1711.25,1738.9000244140625,1707.050048828125,1734.800048828125,217943
2024-08-29,1713.387939453125,1723.1500244140625,1731.4000244140625,1691.75,1709.0,788306
2024-08-30,1762.3092041015625,1772.3499755859375,1789.0,1728.4000244140625,1728.4000244140625,983157
2024-09-02,1748.438232421875,1758.4000244140625,1788.949951171875,1751.0,1780.0,306280
2024-09-03,1758.1826171875,1768.199951171875,1789.0,1752.199951171875,1755.199951171875,379376
2024-09-04,1773.4954833984375,1783.5999755859375,1790.449951171875,1743.0999755859375,1768.25,773570
2024-09-05,1780.2071533203125,1790.3499755859375,1797.5999755859375,1776.25,1791.9000244140625,517402
2024-09-06,1737.3514404296875,1747.25,1787.5,1719.050048828125,1787.5,749525
2024-09-09,1732.727783203125,1742.5999755859375,1756.449951171875,1726.0,1744.9000244140625,382054
2024-09-10,1747.891357421875,1757.8499755859375,1769.8499755859375,1732.5999755859375,1735.4000244140625,521608
2024-09-11,1741.7264404296875,1751.6500244140625,1789.300048828125,1744.699951171875,1768.5999755859375,534290
2024-09-12,1757.4866943359375,1767.5,1776.449951171875,1744.5,1762.6500244140625,560439
2024-09-13,1804.170654296875,1814.449951171875,1819.550048828125,1767.9000244140625,1778.5999755859375,1100430
2024-09-16,1791.69189453125,1801.9000244140625,1846.6500244140625,1793.5,1826.0,741473
2024-09-17,1803.82275390625,1814.0999755859375,1825.0,1799.0,1809.0,360524
2024-09-18,1798.1549072265625,1808.4000244140625,1824.1500244140625,1781.0999755859375,1824.1500244140625,450844
2024-09-19,1831.216552734375,1841.6500244140625,1863.0,1781.3499755859375,1818.0,1000198
2024-09-20,1846.3304443359375,1856.8499755859375,1872.0,1836.449951171875,1859.949951171875,1405487
2024-09-23,1888.8878173828125,1899.6500244140625,1914.0,1846.1500244140625,1864.0,876877
2024-09-24,1889.2857666015625,1900.050048828125,1926.0,1876.5999755859375,1916.699951171875,830136
2024-09-25,1930.5008544921875,1941.5,1948.0,1876.550048828125,1897.5999755859375,917710
2024-09-26,1942.134521484375,1953.199951171875,1970.0,1929.699951171875,1953.0,944208
2024-09-27,1886.103759765625,1896.8499755859375,1965.0,1888.550048828125,1964.199951171875,485248
2024-09-30,1881.4801025390625,1892.199951171875,1927.75,1875.0,1910.0,885798
2024-10-01,1877.1546630859375,1887.8499755859375,1911.949951171875,1858.3499755859375,1903.5999755859375,549915
2024-10-03,1834.7464599609375,1845.199951171875,1885.0,1826.0999755859375,1850.0,650078
2024-10-04,1798.1549072265625,1808.4000244140625,1850.9000244140625,1794.9000244140625,1841.5,806448
2024-10-07,1738.1964111328125,1748.0999755859375,1819.300048828125,1735.300048828125,1818.5999755859375,689748
2024-10-08,1749.6314697265625,1759.5999755859375,1768.0,1714.050048828125,1745.4000244140625,839438
2024-10-09,1824.25634765625,1834.6500244140625,1846.5999755859375,1761.199951171875,1774.699951171875,902414
2024-10-10,1868.603515625,1879.25,1893.5999755859375,1845.199951171875,1847.0,1183118
2024-10-11,1908.2774658203125,1919.1500244140625,1924.800048828125,1848.800048828125,1880.5999755859375,928809
2024-10-14,1986.4820556640625,1997.800048828125,2012.9000244140625,1925.0,1925.5999755859375,3256094
2024-10-15,2017.40576171875,2028.9000244140625,2040.5,1971.0,2000.0,1624002
2024-10-16,2019.0960693359375,2030.5999755859375,2054.85009765625,1987.5,2027.9000244140625,1521674
2024-10-17,1892.9149169921875,1903.699951171875,2065.199951171875,1898.9000244140625,2065.0,2310430
2024-10-18,1920.5574951171875,1931.5,1942.0,1884.25,1909.949951171875,1334918
2024-10-21,1984.2447509765625,1995.550048828125,2018.449951171875,1956.1500244140625,1980.050048828125,2700071
2024-10-22,1939.4002685546875,1950.449951171875,2008.199951171875,1929.75,1981.0,1764458
2024-10-23,1946.4600830078125,1957.550048828125,1989.699951171875,1919.0999755859375,1964.8499755859375,827994
2024-10-24,1973.655029296875,1984.9000244140625,2014.0,1930.0,1974.949951171875,1598070
2024-10-25,1930.74951171875,1941.75,1999.9000244140625,1916.449951171875,1999.9000244140625,548279
2024-10-28,1959.3367919921875,1970.5,2005.0,1931.8499755859375,1941.75,652414
2024-10-29,1973.5059814453125,1984.75,1990.0,1945.449951171875,1989.800048828125,925101
2024-10-30,1916.828857421875,1927.75,1994.5999755859375,1920.550048828125,1964.0,742659
2024-10-31,1955.657470703125,1966.800048828125,1987.5999755859375,1907.050048828125,1927.75,1337339
2024-11-01,1962.120849609375,1973.300048828125,1997.5999755859375,1961.949951171875,1979.9000244140625,51784
2024-11-04,1927.034912109375,1936.050048828125,1980.0,1913.449951171875,1972.449951171875,442708
2024-11-05,1989.3929443359375,1998.699951171875,2010.0,1917.0999755859375,1925.0,1090293
2024-11-06,2013.032470703125,2022.449951171875,2043.949951171875,2001.25,2010.0,1153566
2024-11-07,2022.7869873046875,2032.25,2089.89990234375,2021.199951171875,2037.0,2572885
2024-11-08,2007.408935546875,2016.800048828125,2072.64990234375,2006.0,2045.550048828125,1046572
2024-11-11,2003.377685546875,2012.75,2040.9000244140625,1983.300048828125,2020.5999755859375,1304658
2024-11-12,1980.3853759765625,1989.6500244140625,2044.0,1981.0,2025.5999755859375,1372529
2024-11-13,1918.17626953125,1927.1500244140625,2011.1500244140625,1911.4000244140625,1989.0,1519807
2024-11-14,1971.078857421875,1980.300048828125,2005.199951171875,1922.75,1936.0,1392570
2024-11-18,1902.4996337890625,1911.4000244140625,1989.300048828125,1905.0,1977.050048828125,1363298
2024-11-19,1923.750244140625,1932.75,1979.75,1915.5,1915.5,1173547
2024-11-21,1908.4219970703125,1917.3499755859375,1964.449951171875,1900.1500244140625,1938.0,1760308
2024-11-22,1932.807861328125,1941.8499755859375,1961.9000244140625,1891.1500244140625,1928.5999755859375,630456
2024-11-25,1937.7845458984375,1946.8499755859375,2046.75,1918.199951171875,2006.699951171875,17682166
2024-11-26,1970.0335693359375,1979.25,2004.75,1925.550048828125,1930.0,1186105
2024-11-27,1983.1722412109375,1992.449951171875,2043.0,1950.800048828125,1995.0,744669
2024-11-28,2009.8973388671875,2019.300048828125,2025.5,1972.3499755859375,1996.5999755859375,961209
2024-11-29,1998.0029296875,2007.3499755859375,2019.5,1955.5999755859375,2019.300048828125,687193
2024-12-02,2060.0126953125,2069.64990234375,2084.5,1993.9000244140625,2014.0,655348
2024-12-03,2050.75634765625,2060.35009765625,2119.25,2031.0,2091.85009765625,1059164
2024-12-04,2154.670166015625,2164.75,2177.0,2087.25,2099.949951171875,2764976
2024-12-05,2120.28076171875,2130.199951171875,2192.0,2114.050048828125,2182.0,1176853
2024-12-06,2133.31982421875,2143.300048828125,2157.449951171875,2117.0,2146.89990234375,628470
2024-12-09,2129.935546875,2139.89990234375,2177.35009765625,2132.60009765625,2147.449951171875,579295
2024-12-10,2119.832763671875,2129.75,2148.449951171875,2121.85009765625,2139.89990234375,602144
2024-12-11,2124.61083984375,2134.550048828125,2141.75,2119.0,2133.0,440634
2024-12-12,2117.94189453125,2127.85009765625,2154.64990234375,2115.85009765625,2135.300048828125,579397
2024-12-13,2107.8388671875,2117.699951171875,2139.5,2073.0,2129.60009765625,657401
2024-12-16,2243.006591796875,2253.5,2281.800048828125,2135.60009765625,2135.60009765625,3835712
2024-12-17,2304.767822265625,2315.550048828125,2341.14990234375,2241.25,2255.0,2297944
2024-12-18,2306.310791015625,2317.10009765625,2327.699951171875,2284.60009765625,2310.0,509242
2024-12-19,2276.450439453125,2287.10009765625,2309.0,2273.199951171875,2285.0,969144
2024-12-20,2237.333251953125,2247.800048828125,2337.5,2235.449951171875,2304.89990234375,1207821
2024-12-23,2251.765869140625,2262.300048828125,2290.0,2233.300048828125,2236.60009765625,517522
2024-12-24,2279.83447265625,2290.5,2322.85009765625,2241.300048828125,2290.0,1220223
2024-12-26,2311.834716796875,2322.64990234375,2329.449951171875,2268.5,2306.0,422091
2024-12-27,2305.016845703125,2315.800048828125,2343.64990234375,2282.800048828125,2343.64990234375,644394
2024-12-30,2254.90087890625,2265.449951171875,2337.699951171875,2255.699951171875,2335.0,1401095
2024-12-31,2300.73681640625,2311.5,2316.0,2260.0,2272.60009765625,586408
2025-01-01,2264.35693359375,2274.949951171875,2325.800048828125,2262.0,2321.699951171875,347770
2025-01-02,2271.622802734375,2282.25,2296.60009765625,2222.0,2292.0,616304
2025-01-03,2244.69873046875,2255.199951171875,2293.60009765625,2245.0,2280.199951171875,313276
2025-01-06,2199.16162109375,2209.449951171875,2296.800048828125,2188.050048828125,2270.0,504981
2025-01-07,2257.837158203125,2268.39990234375,2287.75,2211.0,2220.0,779322
2025-01-08,2271.772216796875,2282.39990234375,2297.800048828125,2227.550048828125,2295.0,1610259
2025-01-09,2235.939453125,2246.39990234375,2275.39990234375,2217.949951171875,2262.0,864248
2025-01-10,2118.3896484375,2128.300048828125,2252.0,2125.0,2231.0,716902
2025-01-13,2003.974853515625,2013.3499755859375,2124.0,2000.050048828125,2123.39990234375,707321
2025-01-14,1966.0523681640625,1975.25,2033.449951171875,1953.1500244140625,2013.050048828125,1212125
2025-01-15,1997.5050048828125,2006.8499755859375,2032.5,1959.050048828125,1992.1500244140625,804805
2025-01-16,1955.75048828125,1964.9000244140625,2059.14990234375,1958.0,2050.0,548785
2025-01-17,1979.6387939453125,1988.9000244140625,1997.050048828125,1937.4000244140625,1956.0,573104
2025-01-20,1993.57373046875,2002.9000244140625,2012.3499755859375,1961.050048828125,2002.0,256443
2025-01-21,1849.3980712890625,1858.050048828125,2020.0,1812.0999755859375,2011.0999755859375,3905130
2025-01-22,1754.93994140625,1763.1500244140625,1858.0,1731.5,1858.0,2879895
2025-01-23,1813.4163818359375,1821.9000244140625,1849.949951171875,1757.050048828125,1770.0,1344506
2025-01-24,1750.4913330078125,1756.75,1828.050048828125,1752.4000244140625,1825.949951171875,958625
2025-01-27,1679.046875,1685.050048828125,1782.1500244140625,1678.5999755859375,1750.0,1243015
2025-01-28,1666.9898681640625,1672.949951171875,1712.1500244140625,1645.050048828125,1700.1500244140625,1340324
2025-01-29,1712.278076171875,1718.4000244140625,1723.0,1671.949951171875,1675.0,736424
2025-01-30,1749.445068359375,1755.699951171875,1771.800048828125,1724.050048828125,1740.199951171875,1073078
2025-01-31,1806.1922607421875,1812.6500244140625,1842.949951171875,1748.25,1760.199951171875,1399801
2025-02-01,1837.6795654296875,1844.25,1853.75,1765.0,1813.449951171875,534832
2025-02-03,1797.4234619140625,1803.8499755859375,1844.4000244140625,1778.6500244140625,1840.0,668940
2025-02-04,1817.7010498046875,1824.199951171875,1836.699951171875,1798.0,1820.0,456456
2025-02-05,1821.935791015625,1828.449951171875,1850.550048828125,1810.5,1830.0,433038
2025-02-06,1791.24560546875,1797.6500244140625,1840.0,1791.4000244140625,1835.0,294141
2025-02-07,1818.3487548828125,1824.8499755859375,1842.75,1779.300048828125,1795.75,547399
2025-02-10,1802.007080078125,1808.449951171875,1820.0,1787.9000244140625,1812.0999755859375,430268
2025-02-11,1698.6766357421875,1704.75,1814.0,1693.949951171875,1809.0,719782
2025-02-12,1634.406494140625,1640.25,1717.949951171875,1621.5,1704.75,1127995
2025-02-13,1622.8477783203125,1628.6500244140625,1645.300048828125,1560.0999755859375,1640.0,1555845
2025-02-14,1565.0543212890625,1570.6500244140625,1650.0,1547.800048828125,1628.6500244140625,710925
2025-02-17,1584.58447265625,1590.25,1594.5,1536.0999755859375,1553.0999755859375,470078
2025-02-18,1584.8834228515625,1590.550048828125,1597.75,1556.0,1590.25,477597
2025-02-19,1596.4422607421875,1602.1500244140625,1636.5,1558.800048828125,1560.0,654144
2025-02-20,1611.0897216796875,1616.8499755859375,1625.25,1576.75,1602.1500244140625,438467
2025-02-21,1576.1646728515625,1581.800048828125,1657.0,1574.0,1620.0,496920
2025-02-24,1577.908447265625,1583.550048828125,1606.6500244140625,1551.0,1569.050048828125,328716
2025-02-25,1537.8515625,1543.3499755859375,1615.5,1536.050048828125,1591.9000244140625,969576
2025-02-27,1502.37841796875,1507.75,1546.75,1501.0,1543.5,1409398
2025-02-28,1479.2113037109375,1484.5,1507.75,1451.949951171875,1478.0,2237962
2025-03-03,1500.9833984375,1506.3499755859375,1514.699951171875,1454.050048828125,1486.25,476343
2025-03-04,1509.6025390625,1515.0,1528.949951171875,1476.5999755859375,1476.699951171875,612214
2025-03-05,1563.759033203125,1569.3499755859375,1572.25,1515.0,1515.0,584437
2025-03-06,1559.474365234375,1565.050048828125,1593.0999755859375,1546.5,1590.0,461985
2025-03-07,1537.65234375,1543.1500244140625,1577.0999755859375,1527.5,1571.5999755859375,419309
2025-03-10,1518.620361328125,1524.050048828125,1562.25,1512.4000244140625,1543.1500244140625,515354
2025-03-11,1575.96533203125,1581.5999755859375,1589.75,1497.1500244140625,1497.1500244140625,701768
2025-03-12,1565.203857421875,1570.800048828125,1601.0,1545.050048828125,1588.949951171875,431423
2025-03-13,1528.0367431640625,1533.5,1584.0999755859375,1529.300048828125,1579.300048828125,385694
2025-03-17,1515.033203125,1520.449951171875,1550.9000244140625,1511.0,1513.5,449201
2025-03-18,1515.033203125,1520.449951171875,1520.449951171875,1520.449951171875,1520.449951171875,0
2025-03-19,1608.4990234375,1614.25,1622.25,1555.0,1555.0,864900
2025-03-20,1636.7978515625,1642.6500244140625,1648.3499755859375,1599.75,1634.5999755859375,484328
2025-03-21,1646.6129150390625,1652.5,1704.25,1636.1500244140625,1650.0,1247467
