date_,adj close_drreddy.ns,close_drreddy.ns,high_drreddy.ns,low_drreddy.ns,open_drreddy.ns,volume_drreddy.ns
2024-01-16,1137.6353759765625,1151.6300048828125,1158.0,1141.2099609375,1158.0,1142145
2024-01-17,1116.2584228515625,1129.989990234375,1148.0,1125.4000244140625,1148.0,1778960
2024-01-18,1116.2584228515625,1129.989990234375,1133.6600341796875,1104.1300048828125,1129.489990234375,1727635
2024-01-19,1119.8641357421875,1133.6400146484375,1142.989990234375,1122.3699951171875,1135.02001953125,1641460
2024-01-23,1121.0889892578125,1134.8800048828125,1150.800048828125,1128.18994140625,1130.3800048828125,2329945
2024-01-24,1166.07568359375,1180.4200439453125,1183.0,1138.5999755859375,1141.5899658203125,5244260
2024-01-25,1156.8687744140625,1171.0999755859375,1185.0,1164.4000244140625,1180.4200439453125,2677510
2024-01-29,1154.5374755859375,1168.739990234375,1178.52001953125,1148.0400390625,1160.0,1509570
2024-01-30,1153.9940185546875,1168.18994140625,1189.800048828125,1166.199951171875,1179.7900390625,1576585
2024-01-31,1209.3531494140625,1224.22998046875,1227.5,1161.4100341796875,1165.010009765625,7857425
2024-02-01,1184.064208984375,1198.6300048828125,1229.8800048828125,1190.02001953125,1217.8900146484375,3112555
2024-02-02,1193.2215576171875,1207.9000244140625,1214.93994140625,1199.2099609375,1203.18994140625,1686230
2024-02-05,1204.0780029296875,1218.8900146484375,1227.5999755859375,1198.219970703125,1207.800048828125,2126485
2024-02-06,1218.3326416015625,1233.3199462890625,1238.0,1216.75,1217.0,2587065
2024-02-07,1220.9307861328125,1235.949951171875,1238.0,1226.1199951171875,1233.199951171875,2953275
2024-02-08,1217.0386962890625,1232.010009765625,1243.989990234375,1225.0,1243.5999755859375,1791205
2024-02-09,1216.2088623046875,1231.1700439453125,1241.0400390625,1220.8399658203125,1228.0,1238970
2024-02-12,1251.30712890625,1266.699951171875,1277.68994140625,1246.0,1246.8599853515625,4296460
2024-02-13,1251.672607421875,1267.0699462890625,1281.969970703125,1262.2099609375,1270.0,2086675
2024-02-14,1236.459716796875,1251.6700439453125,1267.989990234375,1234.02001953125,1266.010009765625,1724345
2024-02-15,1235.33349609375,1250.530029296875,1259.800048828125,1241.219970703125,1248.02001953125,1469095
2024-02-16,1248.0767822265625,1263.4300537109375,1273.1400146484375,1249.469970703125,1254.3900146484375,1275915
2024-02-19,1267.8338623046875,1283.4300537109375,1290.7900390625,1263.0,1263.4300537109375,1393520
2024-02-20,1259.7037353515625,1275.199951171875,1293.0,1268.1099853515625,1284.4000244140625,1399485
2024-02-21,1254.3990478515625,1269.8299560546875,1280.510009765625,1261.0,1277.4000244140625,995895
2024-02-22,1257.3231201171875,1272.7900390625,1275.9599609375,1246.27001953125,1275.0,1420120
2024-02-23,1272.7730712890625,1288.4300537109375,1298.81005859375,1272.5999755859375,1273.5400390625,1842255
2024-02-26,1272.4964599609375,1288.1500244140625,1298.0,1276.1300048828125,1289.010009765625,1089190
2024-02-27,1274.2449951171875,1289.9200439453125,1291.9200439453125,1277.050048828125,1283.199951171875,966475
2024-02-28,1269.9873046875,1285.6099853515625,1301.1800537109375,1278.4200439453125,1288.68994140625,1560230
2024-02-29,1269.2364501953125,1284.8499755859375,1294.5799560546875,1271.4200439453125,1276.4100341796875,5513940
2024-03-01,1223.6571044921875,1238.7099609375,1294.5999755859375,1234.4200439453125,1289.800048828125,2876430
2024-03-04,1251.6231689453125,1267.02001953125,1287.8699951171875,1247.800048828125,1248.0,2196055
2024-03-05,1245.3404541015625,1260.6600341796875,1268.4300537109375,1249.4000244140625,1266.97998046875,1040180
2024-03-06,1247.5828857421875,1262.9300537109375,1266.4000244140625,1238.0,1260.6600341796875,1207130
2024-03-07,1249.459716796875,1264.8299560546875,1273.93994140625,1261.0999755859375,1261.0999755859375,1174600
2024-03-11,1261.9659423828125,1277.489990234375,1284.719970703125,1262.0,1273.800048828125,1412365
2024-03-12,1245.11328125,1260.4300537109375,1285.5999755859375,1253.25,1277.6300048828125,1647055
2024-03-13,1245.439208984375,1260.760009765625,1270.0,1249.760009765625,1260.47998046875,1051325
2024-03-14,1243.6217041015625,1258.9200439453125,1264.030029296875,1241.780029296875,1256.4000244140625,2001060
2024-03-15,1241.705078125,1256.97998046875,1261.7099609375,1242.9000244140625,1257.02001953125,2429735
2024-03-18,1252.7987060546875,1268.2099609375,1270.97998046875,1253.6099853515625,1258.4200439453125,902465
2024-03-19,1212.0697021484375,1226.97998046875,1267.0,1224.68994140625,1267.0,1581835
2024-03-20,1205.8265380859375,1220.6600341796875,1227.6199951171875,1204.6400146484375,1224.989990234375,1385185
2024-03-21,1210.74609375,1225.6400146484375,1231.199951171875,1212.0,1225.0,1626230
2024-03-22,1225.563720703125,1240.6400146484375,1247.8800048828125,1221.010009765625,1225.800048828125,1528595
2024-03-26,1212.0599365234375,1226.969970703125,1242.2900390625,1221.2099609375,1238.0,1361275
2024-03-27,1194.13037109375,1208.8199462890625,1230.199951171875,1206.8199462890625,1230.199951171875,1452965
2024-03-28,1216.61376953125,1231.5799560546875,1241.9599609375,1215.5999755859375,1215.5999755859375,2586915
2024-04-01,1234.879150390625,1250.0699462890625,1256.489990234375,1231.5799560546875,1243.0,772020
2024-04-02,1232.3502197265625,1247.510009765625,1253.7900390625,1241.199951171875,1253.7900390625,1191030
2024-04-03,1209.9952392578125,1224.8800048828125,1253.5999755859375,1222.4000244140625,1247.510009765625,1346125
2024-04-04,1213.5712890625,1228.5,1235.0,1209.5,1231.0,1995095
2024-04-05,1220.841796875,1235.8599853515625,1261.1700439453125,1228.0,1228.5,2705055
2024-04-08,1219.9034423828125,1234.9100341796875,1245.3499755859375,1227.010009765625,1243.489990234375,1420525
2024-04-09,1218.5894775390625,1233.5799560546875,1246.0400390625,1231.0,1240.43994140625,643620
2024-04-10,1216.61376953125,1231.5799560546875,1239.97998046875,1229.0,1239.97998046875,980420
2024-04-12,1201.98388671875,1216.77001953125,1237.800048828125,1215.0,1233.780029296875,1974255
2024-04-15,1187.561279296875,1202.1700439453125,1214.6400146484375,1196.449951171875,1214.6400146484375,1349665
2024-04-16,1195.365234375,1210.0699462890625,1214.77001953125,1197.010009765625,1201.1700439453125,2041490
2024-04-18,1176.951904296875,1191.4300537109375,1225.5,1187.530029296875,1219.989990234375,2988680
2024-04-19,1174.12646484375,1188.5699462890625,1200.0,1176.1600341796875,1200.0,1713255
2024-04-22,1188.5985107421875,1203.219970703125,1212.800048828125,1190.699951171875,1195.0,1667285
2024-04-23,1175.9539794921875,1190.4200439453125,1213.0,1186.780029296875,1210.0,1494175
2024-04-24,1175.697265625,1190.1600341796875,1198.969970703125,1184.2099609375,1192.010009765625,1334935
2024-04-25,1228.6358642578125,1243.75,1252.4000244140625,1185.5999755859375,1195.010009765625,4634925
2024-04-26,1235.2249755859375,1250.4200439453125,1261.77001953125,1235.77001953125,1244.97998046875,2063090
2024-04-29,1244.1156005859375,1259.4200439453125,1265.0,1240.469970703125,1254.0,1485530
2024-04-30,1225.7811279296875,1240.8599853515625,1262.5999755859375,1237.0,1259.97998046875,1906520
2024-05-02,1242.2188720703125,1257.5,1259.9599609375,1239.050048828125,1239.050048828125,3134765
2024-05-03,1254.4781494140625,1269.9100341796875,1283.97998046875,1251.5999755859375,1259.97998046875,2906840
2024-05-06,1243.3944091796875,1258.68994140625,1276.0,1249.27001953125,1275.93994140625,2263770
2024-05-07,1236.3116455078125,1251.52001953125,1270.0,1240.0,1265.97998046875,1586770
2024-05-08,1196.5506591796875,1211.27001953125,1222.989990234375,1190.5400390625,1220.0,4940700
2024-05-09,1161.1856689453125,1175.469970703125,1214.9000244140625,1174.0,1214.9000244140625,2534535
2024-05-10,1169.8095703125,1184.199951171875,1187.0,1163.6199951171875,1175.0,1480900
2024-05-13,1167.3497314453125,1181.7099609375,1189.800048828125,1170.0999755859375,1184.199951171875,852820
2024-05-14,1159.49658203125,1173.760009765625,1189.0799560546875,1171.0,1187.780029296875,1186650
2024-05-15,1160.721435546875,1175.0,1193.3900146484375,1172.0,1177.0,1458405
2024-05-16,1155.861083984375,1170.0799560546875,1185.5999755859375,1141.800048828125,1185.5999755859375,3660485
2024-05-17,1145.8148193359375,1159.9100341796875,1171.2900390625,1158.199951171875,1170.0799560546875,3006695
2024-05-21,1141.9127197265625,1155.9599609375,1166.6600341796875,1154.5999755859375,1162.18994140625,2456865
2024-05-22,1160.2769775390625,1174.550048828125,1181.0,1158.0799560546875,1170.0,2605110
2024-05-23,1165.206298828125,1179.5400390625,1186.5999755859375,1167.0,1180.489990234375,2827915
2024-05-24,1158.8939208984375,1173.1500244140625,1181.8199462890625,1167.699951171875,1179.280029296875,2122215
2024-05-27,1160.2669677734375,1174.5400390625,1177.989990234375,1159.219970703125,1173.1500244140625,3366290
2024-05-28,1178.56201171875,1193.06005859375,1201.02001953125,1174.4300537109375,1174.4300537109375,3966010
2024-05-29,1185.5657958984375,1200.1500244140625,1203.5899658203125,1182.9200439453125,1197.0,2533990
2024-05-30,1160.4744873046875,1174.75,1195.0,1166.5999755859375,1195.0,3005220
2024-05-31,1144.29345703125,1158.3699951171875,1180.9300537109375,1150.5699462890625,1179.989990234375,5146590
2024-06-03,1142.604248046875,1156.6600341796875,1187.5799560546875,1155.4300537109375,1187.5799560546875,2087555
2024-06-04,1132.23193359375,1146.1600341796875,1165.469970703125,1120.0,1161.4000244140625,3287175
2024-06-05,1150.6749267578125,1164.8299560546875,1176.3399658203125,1145.1600341796875,1147.5799560546875,2542820
2024-06-06,1163.87255859375,1178.18994140625,1185.199951171875,1156.3199462890625,1167.0,3598380
2024-06-07,1197.5286865234375,1212.260009765625,1216.8199462890625,1175.25,1178.18994140625,3747525
2024-06-10,1206.3895263671875,1221.22998046875,1231.530029296875,1200.81005859375,1212.260009765625,3148275
2024-06-11,1193.1722412109375,1207.8499755859375,1220.050048828125,1205.5999755859375,1217.0,2581810
2024-06-12,1197.2816162109375,1212.010009765625,1217.0,1198.199951171875,1212.0,1932925
2024-06-13,1204.354736328125,1219.1700439453125,1223.97998046875,1206.300048828125,1223.97998046875,2191150
2024-06-14,1202.260498046875,1217.050048828125,1223.699951171875,1207.02001953125,1219.199951171875,1985020
2024-06-18,1183.68896484375,1198.25,1212.4000244140625,1196.0,1209.5999755859375,3076985
2024-06-19,1176.7640380859375,1191.239990234375,1199.9300537109375,1184.0,1198.3900146484375,3056645
