date_,adj close_sobha.ns,close_sobha.ns,high_sobha.ns,low_sobha.ns,open_sobha.ns,volume_sobha.ns
2024-04-22,1614.6019287109375,1620.4000244140625,1663.449951171875,1583.0,1591.8499755859375,204253
2024-04-23,1709.4613037109375,1715.5999755859375,1744.800048828125,1628.050048828125,1629.949951171875,938072
2024-04-24,1718.72802734375,1724.9000244140625,1768.6500244140625,1706.75,1731.0,384115
2024-04-25,1746.378662109375,1752.6500244140625,1767.0,1670.25,1730.0,298066
2024-04-26,1746.2791748046875,1752.550048828125,1798.9000244140625,1740.0,1763.300048828125,208088
2024-04-29,1743.7381591796875,1750.0,1767.0,1726.050048828125,1752.9000244140625,91460
2024-04-30,1770.3924560546875,1776.75,1783.800048828125,1744.0,1750.0,112461
2024-05-02,1836.505126953125,1843.0999755859375,1855.0,1757.0,1790.0,367292
2024-05-03,1849.3590087890625,1856.0,1969.050048828125,1843.0999755859375,1860.0,532571
2024-05-06,1934.353759765625,1941.300048828125,1956.0,1822.0,1859.9000244140625,378603
2024-05-07,1814.3345947265625,1820.8499755859375,1964.800048828125,1785.5,1925.050048828125,299514
2024-05-08,1813.68701171875,1820.199951171875,1870.699951171875,1802.0999755859375,1825.0,135046
2024-05-09,1751.0120849609375,1757.300048828125,1837.3499755859375,1726.4000244140625,1820.199951171875,226185
2024-05-10,1690.8779296875,1696.949951171875,1814.949951171875,1679.949951171875,1753.0,342698
2024-05-13,1634.0322265625,1639.9000244140625,1711.0999755859375,1621.0,1700.0,246797
2024-05-14,1698.00244140625,1704.0999755859375,1750.0,1632.0,1651.199951171875,310024
2024-05-15,1781.9012451171875,1788.300048828125,1802.0,1725.0,1725.0,259138
2024-05-16,1712.6995849609375,1718.8499755859375,1818.1500244140625,1702.0,1804.0,221925
2024-05-17,1855.885498046875,1862.550048828125,1894.0,1725.75,1733.5,407981
2024-05-21,1760.42822265625,1766.75,1800.0,1726.0,1800.0,443398
2024-05-22,1794.6553955078125,1801.0999755859375,1815.0,1767.949951171875,1780.800048828125,252592
2024-05-23,1878.155517578125,1884.9000244140625,1898.699951171875,1803.8499755859375,1809.0,394269
2024-05-24,1939.6845703125,1946.6500244140625,1982.25,1870.0,1885.0,364127
2024-05-27,1991.94677734375,1999.0999755859375,2093.699951171875,1967.1500244140625,1972.9000244140625,547168
2024-05-28,1899.2298583984375,1906.050048828125,2020.25,1884.300048828125,2011.0999755859375,235703
2024-05-29,1868.8887939453125,1875.5999755859375,1910.0,1864.0,1906.050048828125,80377
2024-05-30,1860.6683349609375,1867.3499755859375,1899.0,1824.0,1856.0,132042
2024-05-31,1893.0023193359375,1899.800048828125,1921.5999755859375,1851.0999755859375,1882.5999755859375,132813
2024-06-03,1930.069091796875,1937.0,1984.949951171875,1910.0,1984.949951171875,148766
2024-06-04,1799.288818359375,1805.75,1934.0,1549.5999755859375,1934.0,534344
2024-06-05,1815.879150390625,1822.4000244140625,1845.0,1703.8499755859375,1810.050048828125,198901
2024-06-06,1942.8233642578125,1949.800048828125,1975.0,1839.9000244140625,1839.9000244140625,239847
2024-06-07,2078.535888671875,2086.0,2133.0,1975.0,1984.949951171875,549486
2024-06-10,2002.0172119140625,2009.20654296875,2118.414794921875,1996.309814453125,2030.3765869140625,151828
2024-06-11,2004.1993408203125,2011.396484375,2048.869873046875,1997.283203125,2009.20654296875,105617
2024-06-12,2000.3199462890625,2007.503173828125,2025.023193359375,1975.91845703125,2011.396484375,228827
2024-06-13,2097.062744140625,2104.59326171875,2160.803466796875,2053.736572265625,2053.736572265625,794083
2024-06-14,2115.392822265625,2122.9892578125,2157.688720703125,2114.132080078125,2127.7099609375,116328
2024-06-18,2094.589599609375,2102.111328125,2154.96337890625,2087.80322265625,2144.2568359375,253544
2024-06-19,2011.4268798828125,2018.6500244140625,2094.800048828125,2001.199951171875,2075.75,355751
2024-06-20,2039.924560546875,2047.25,2075.0,2025.0,2039.0999755859375,114979
2024-06-21,2051.53271484375,2058.89990234375,2069.35009765625,2042.0,2050.0,84933
2024-06-24,1986.366943359375,1993.5,2063.5,1961.3499755859375,2063.5,162440
2024-06-25,2039.6256103515625,2046.949951171875,2058.10009765625,2001.050048828125,2017.25,213383
2024-06-26,2040.6220703125,2047.949951171875,2060.0,2020.550048828125,2046.0,122376
2024-06-27,2006.34521484375,2013.550048828125,2070.0,1990.0,2047.949951171875,91602
2024-06-28,1949.6488037109375,1956.6500244140625,2053.0,1924.5999755859375,2013.550048828125,407627
2024-07-01,1901.8702392578125,1908.699951171875,1984.800048828125,1896.050048828125,1960.0,397398
2024-07-02,1984.3741455078125,1991.5,2010.949951171875,1905.550048828125,1908.949951171875,200188
2024-07-03,1939.7841796875,1946.75,2003.0,1930.050048828125,2003.0,172903
2024-07-04,2031.5546875,2038.8499755859375,2050.0,1949.9000244140625,1949.9000244140625,191764
2024-07-05,2013.9677734375,2021.199951171875,2155.35009765625,2005.0,2050.0,242366
2024-07-08,2016.259521484375,2023.5,2074.949951171875,2009.0,2025.0,76639
2024-07-09,2001.3631591796875,2008.550048828125,2057.0,1992.5,2025.0,54975
2024-07-10,2021.2916259765625,2028.550048828125,2045.0,1985.300048828125,2008.550048828125,84188
2024-07-11,2009.48388671875,2016.699951171875,2049.0,1995.050048828125,2049.0,62792
2024-07-12,1944.865966796875,1951.8499755859375,2027.0,1940.0,2027.0,94553
2024-07-15,1880.2978515625,1887.050048828125,1979.4000244140625,1880.0,1951.8499755859375,117471
2024-07-16,1957.869384765625,1964.9000244140625,1979.75,1889.9000244140625,1889.9000244140625,192535
2024-07-18,1924.439208984375,1931.3499755859375,1979.949951171875,1892.75,1979.949951171875,160755
2024-07-19,1840.29150390625,1846.9000244140625,1934.949951171875,1825.800048828125,1934.949951171875,71963
2024-07-22,1787.929443359375,1794.3499755859375,1844.949951171875,1771.449951171875,1822.0,152793
2024-07-23,1767.65234375,1774.0,1871.0,1751.300048828125,1775.0,345550
2024-07-24,1817.9217529296875,1824.449951171875,1932.5,1774.0,1774.0,362075
2024-07-25,1855.7857666015625,1862.449951171875,1867.949951171875,1802.25,1802.25,98546
2024-07-26,1796.00390625,1799.550048828125,1832.699951171875,1778.75,1829.0,1444693
2024-07-29,1789.2672119140625,1792.800048828125,1824.0,1780.0,1808.9000244140625,222761
2024-07-30,1826.99267578125,1830.5999755859375,1838.0,1780.0,1809.0,200839
2024-07-31,1796.6524658203125,1800.199951171875,1832.0,1786.0,1830.0,286664
2024-08-01,1784.6761474609375,1788.199951171875,1800.949951171875,1775.0,1786.0,214475
2024-08-02,1728.2874755859375,1731.699951171875,1780.0,1711.0999755859375,1757.25,354620
2024-08-05,1729.6846923828125,1733.0999755859375,1777.25,1597.0,1671.800048828125,639822
2024-08-06,1746.251953125,1749.699951171875,1785.949951171875,1700.699951171875,1747.0,314105
2024-08-07,1711.72021484375,1715.0999755859375,1845.0,1705.0,1845.0,257027
2024-08-08,1688.416259765625,1691.75,1732.199951171875,1671.0999755859375,1732.199951171875,160205
2024-08-09,1705.033447265625,1708.4000244140625,1774.9000244140625,1670.0,1670.0,343972
2024-08-12,1701.390625,1704.75,1734.949951171875,1676.550048828125,1708.0,284278
2024-08-13,1693.456298828125,1696.800048828125,1730.0,1675.0,1725.699951171875,154823
2024-08-14,1691.310546875,1694.6500244140625,1708.6500244140625,1676.0,1696.800048828125,117139
2024-08-16,1715.113525390625,1718.5,1728.0,1697.6500244140625,1698.0,209452
2024-08-19,1712.5186767578125,1715.9000244140625,1738.0,1695.949951171875,1730.0,93125
2024-08-20,1697.248779296875,1700.5999755859375,1731.4000244140625,1695.0,1708.0,57792
2024-08-21,1686.1207275390625,1689.449951171875,1712.5,1681.550048828125,1712.5,198945
2024-08-22,1690.3125,1693.6500244140625,1708.949951171875,1675.3499755859375,1697.0,67009
2024-08-23,1684.6236572265625,1687.949951171875,1709.8499755859375,1679.0,1693.0,78451
2024-08-26,1710.47265625,1713.8499755859375,1749.949951171875,1681.25,1700.0,175875
2024-08-27,1709.923828125,1713.300048828125,1748.0,1703.050048828125,1725.800048828125,217781
2024-08-28,1718.80615234375,1722.199951171875,1730.0,1688.0999755859375,1713.5,75043
2024-08-29,1702.388671875,1705.75,1729.9000244140625,1691.0,1725.050048828125,178166
2024-08-30,1686.420166015625,1689.75,1720.9000244140625,1678.0,1705.0,295712
2024-09-02,1734.1759033203125,1737.5999755859375,1744.8499755859375,1685.550048828125,1690.0,311699
2024-09-03,1731.5311279296875,1734.949951171875,1786.9000244140625,1723.1500244140625,1736.0,183619
2024-09-04,1747.69921875,1751.1500244140625,1759.949951171875,1717.0,1730.050048828125,71427
2024-09-05,1718.1575927734375,1721.550048828125,1762.0,1712.0,1762.0,77000
2024-09-06,1706.780029296875,1710.1500244140625,1723.8499755859375,1681.25,1699.0,150551
2024-09-09,1660.2718505859375,1663.550048828125,1723.949951171875,1653.0,1690.5,111861
2024-09-10,1731.2816162109375,1734.699951171875,1744.949951171875,1672.949951171875,1680.199951171875,136580
2024-09-11,1769.4063720703125,1772.9000244140625,1780.0,1699.199951171875,1723.0,479405
2024-09-12,1739.016357421875,1742.449951171875,1772.0,1732.199951171875,1760.5,88053
2024-09-13,1770.4044189453125,1773.9000244140625,1832.8499755859375,1742.949951171875,1743.0,421168
2024-09-16,1773.0491943359375,1776.550048828125,1815.0,1760.0,1770.9000244140625,152244
2024-09-17,1844.557861328125,1848.199951171875,1869.699951171875,1745.0,1775.300048828125,281531
2024-09-18,1866.5145263671875,1870.199951171875,1895.0,1822.050048828125,1870.0,483259
2024-09-19,1867.412841796875,1871.0999755859375,1894.9000244140625,1810.0,1880.0,255221
2024-09-20,1983.733154296875,1987.6500244140625,2028.5,1855.0,1886.949951171875,675960
2024-09-23,2040.870361328125,2044.9000244140625,2070.0,2000.0,2000.199951171875,355606
2024-09-24,1991.5677490234375,1995.5,2044.0,1982.0,2040.0,138192
2024-09-25,2011.428466796875,2015.4000244140625,2040.0,1942.25,1985.0,173547
2024-09-26,1992.2164306640625,1996.1500244140625,2037.0,1975.0,2009.949951171875,199342
2024-09-27,1963.6728515625,1967.550048828125,2014.199951171875,1951.550048828125,1984.199951171875,181987
2024-09-30,1936.5762939453125,1940.4000244140625,1979.9000244140625,1916.300048828125,1979.9000244140625,149787
2024-10-01,1861.0753173828125,1864.75,1941.9000244140625,1850.25,1922.050048828125,182341
2024-10-03,1819.2080078125,1822.800048828125,1860.0,1760.0,1838.0999755859375,212362
2024-10-04,1787.3209228515625,1790.8499755859375,1836.800048828125,1766.300048828125,1800.0,165083
2024-10-07,1738.267822265625,1741.699951171875,1778.6500244140625,1707.4000244140625,1772.0,251452
2024-10-08,1747.49951171875,1750.949951171875,1765.5999755859375,1675.550048828125,1690.0,387209
2024-10-09,1696.5501708984375,1699.9000244140625,1769.0,1692.1500244140625,1768.0,299042
2024-10-10,1698.197021484375,1701.550048828125,1747.6500244140625,1692.4000244140625,1709.949951171875,206529
2024-10-11,1705.7320556640625,1709.0999755859375,1727.050048828125,1690.9000244140625,1694.0,99881
2024-10-14,1721.8502197265625,1725.25,1739.0,1701.0,1701.0,115403
2024-10-15,1809.8265380859375,1813.4000244140625,1822.0,1725.0,1725.0,291086
2024-10-16,1815.5152587890625,1819.0999755859375,1830.6500244140625,1785.4000244140625,1824.0,187484
2024-10-17,1753.9368896484375,1757.4000244140625,1825.0,1751.5999755859375,1820.0,76386
2024-10-18,1736.42138671875,1739.8499755859375,1754.0,1697.0,1731.0,106101
2024-10-21,1704.9337158203125,1708.300048828125,1759.8499755859375,1700.0,1726.0999755859375,105168
2024-10-22,1665.36181640625,1668.6500244140625,1709.949951171875,1643.0,1709.949951171875,211781
2024-10-23,1652.0880126953125,1655.3499755859375,1690.949951171875,1630.300048828125,1673.949951171875,176956
2024-10-24,1608.224609375,1611.4000244140625,1677.75,1600.0,1669.0,86977
2024-10-25,1546.296875,1549.3499755859375,1624.25,1532.4000244140625,1624.25,183149
2024-10-28,1537.8135986328125,1540.8499755859375,1574.449951171875,1516.050048828125,1532.050048828125,416897
2024-10-29,1548.4925537109375,1551.550048828125,1578.5999755859375,1515.0,1558.800048828125,317759
2024-10-30,1601.93701171875,1605.0999755859375,1615.0,1540.0,1545.550048828125,273699
2024-10-31,1585.2698974609375,1588.4000244140625,1617.5,1562.0,1590.0,230895
2024-11-01,1597.296142578125,1600.449951171875,1611.8499755859375,1588.199951171875,1610.0,9863
2024-11-04,1563.0638427734375,1566.1500244140625,1597.0,1543.050048828125,1575.0,203862
2024-11-05,1588.164306640625,1591.300048828125,1603.550048828125,1543.6500244140625,1573.3499755859375,120824
2024-11-06,1662.91650390625,1666.199951171875,1695.6500244140625,1591.300048828125,1607.9000244140625,354185
2024-11-07,1646.0997314453125,1649.3499755859375,1674.9000244140625,1638.3499755859375,1662.0,102623
2024-11-08,1588.5135498046875,1591.6500244140625,1658.0,1582.25,1658.0,81440
2024-11-11,1611.368408203125,1614.550048828125,1628.0,1566.9000244140625,1590.449951171875,88386
2024-11-12,1594.1524658203125,1597.300048828125,1655.550048828125,1590.0,1604.699951171875,97003
2024-11-13,1543.751953125,1546.800048828125,1603.699951171875,1533.050048828125,1603.699951171875,182042
2024-11-14,1531.027099609375,1534.050048828125,1573.449951171875,1490.0,1565.449951171875,107231
2024-11-18,1519.0506591796875,1522.050048828125,1633.9000244140625,1504.699951171875,1575.949951171875,219474
2024-11-19,1529.9290771484375,1532.949951171875,1606.0,1525.0,1530.050048828125,221191
2024-11-21,1513.960693359375,1516.949951171875,1549.0999755859375,1503.0999755859375,1536.8499755859375,134338
2024-11-22,1626.08935546875,1629.300048828125,1644.9000244140625,1526.5999755859375,1559.050048828125,1023102
2024-11-25,1602.6356201171875,1605.800048828125,1668.050048828125,1593.0,1662.5999755859375,396052
2024-11-26,1618.4544677734375,1621.6500244140625,1655.949951171875,1606.0,1619.800048828125,188084
2024-11-27,1649.642822265625,1652.9000244140625,1659.9000244140625,1617.0,1634.949951171875,105822
2024-11-28,1645.75048828125,1649.0,1675.0,1643.050048828125,1655.0,85222
2024-11-29,1665.760986328125,1669.050048828125,1676.75,1636.9000244140625,1649.0,86443
2024-12-02,1650.890380859375,1654.1500244140625,1686.0,1639.699951171875,1661.8499755859375,115712
2024-12-03,1689.0150146484375,1692.3499755859375,1699.199951171875,1656.050048828125,1662.0,141365
2024-12-04,1692.0091552734375,1695.3499755859375,1718.8499755859375,1673.050048828125,1698.0,147218
2024-12-05,1667.307861328125,1670.5999755859375,1706.949951171875,1663.0,1695.3499755859375,74203
2024-12-06,1651.0899658203125,1654.3499755859375,1681.4000244140625,1645.0,1681.4000244140625,123866
2024-12-09,1677.837158203125,1681.1500244140625,1699.9000244140625,1651.6500244140625,1656.449951171875,113185
2024-12-10,1647.147705078125,1650.4000244140625,1673.050048828125,1626.5999755859375,1673.0,291511
2024-12-11,1621.5982666015625,1624.800048828125,1657.449951171875,1611.1500244140625,1657.449951171875,139890
2024-12-12,1618.5042724609375,1621.699951171875,1636.949951171875,1612.800048828125,1630.0,140790
2024-12-13,1580.7288818359375,1583.8499755859375,1627.949951171875,1552.5999755859375,1621.949951171875,238537
2024-12-16,1587.3157958984375,1590.449951171875,1613.5,1585.0,1589.9000244140625,264823
2024-12-17,1617.0072021484375,1620.199951171875,1674.699951171875,1591.050048828125,1600.3499755859375,882915
2024-12-18,1615.9593505859375,1619.1500244140625,1648.949951171875,1602.199951171875,1628.8499755859375,183271
2024-12-19,1607.02685546875,1610.199951171875,1618.0,1577.5999755859375,1590.0,114089
2024-12-20,1538.5123291015625,1541.550048828125,1629.949951171875,1532.0,1614.0,209914
2024-12-23,1578.9822998046875,1582.0999755859375,1588.449951171875,1531.800048828125,1542.050048828125,175461
2024-12-24,1599.6416015625,1602.800048828125,1612.8499755859375,1551.0,1580.0,104527
2024-12-26,1590.609375,1593.75,1618.75,1572.050048828125,1602.800048828125,63945
2024-12-27,1599.0926513671875,1602.25,1607.5999755859375,1565.0999755859375,1593.75,109747
2024-12-30,1548.692138671875,1551.75,1574.75,1540.0,1552.050048828125,268330
2024-12-31,1573.5928955078125,1576.699951171875,1586.5999755859375,1531.75,1551.75,104633
2025-01-01,1569.75048828125,1572.8499755859375,1583.25,1560.949951171875,1560.949951171875,40749
2025-01-02,1544.2509765625,1547.300048828125,1580.949951171875,1538.25,1580.0,116615
2025-01-03,1542.6041259765625,1545.6500244140625,1563.699951171875,1538.0,1563.699951171875,86359
2025-01-06,1476.933837890625,1479.8499755859375,1550.0,1462.699951171875,1550.0,183868
2025-01-07,1510.3677978515625,1513.3499755859375,1518.0,1469.1500244140625,1497.8499755859375,106415
2025-01-08,1433.22021484375,1436.050048828125,1507.5,1416.0999755859375,1488.0,470750
2025-01-09,1380.8236083984375,1383.550048828125,1431.449951171875,1379.8499755859375,1426.0,342820
2025-01-10,1368.0987548828125,1370.800048828125,1388.449951171875,1317.0,1383.550048828125,329735
2025-01-13,1270.4415283203125,1272.949951171875,1354.0,1265.0,1349.8499755859375,226466
2025-01-14,1295.442138671875,1298.0,1316.5999755859375,1268.449951171875,1273.050048828125,175525
2025-01-15,1305.0732421875,1307.6500244140625,1339.0,1299.0999755859375,1317.5,118499
2025-01-16,1288.0567626953125,1290.5999755859375,1342.0,1285.449951171875,1321.9000244140625,122793
2025-01-17,1295.8912353515625,1298.449951171875,1311.3499755859375,1282.0,1294.5,223885
2025-01-20,1318.796142578125,1321.4000244140625,1324.8499755859375,1281.0,1300.0,102860
2025-01-21,1279.9727783203125,1282.5,1333.5999755859375,1277.550048828125,1333.5999755859375,122731
2025-01-22,1218.6937255859375,1221.0999755859375,1314.0,1202.0,1314.0,399842
2025-01-23,1219.5919189453125,1222.0,1243.3499755859375,1202.800048828125,1215.0,312927
2025-01-24,1134.2603759765625,1136.5,1251.0,1127.050048828125,1218.0,494354
2025-01-27,1191.6470947265625,1194.0,1250.949951171875,1108.199951171875,1131.5,4109367
2025-01-28,1277.777099609375,1280.300048828125,1316.699951171875,1162.949951171875,1188.050048828125,1626327
2025-01-29,1291.899169921875,1294.449951171875,1315.0,1235.0,1255.050048828125,956541
2025-01-30,1296.9891357421875,1299.550048828125,1336.449951171875,1277.1500244140625,1282.0,565787
2025-01-31,1323.1875,1325.800048828125,1368.4000244140625,1285.0,1299.5999755859375,310768
2025-02-01,1373.188720703125,1375.9000244140625,1387.449951171875,1323.4000244140625,1330.0,316770
2025-02-03,1341.9503173828125,1344.5999755859375,1391.800048828125,1339.0,1384.949951171875,275387
2025-02-04,1387.66015625,1390.4000244140625,1403.8499755859375,1350.949951171875,1350.949951171875,305149
2025-02-05,1321.98974609375,1324.5999755859375,1403.699951171875,1311.25,1402.5999755859375,541950
2025-02-06,1308.8157958984375,1311.4000244140625,1338.0,1295.1500244140625,1317.550048828125,312147
2025-02-07,1284.613525390625,1287.1500244140625,1335.0,1282.0,1322.300048828125,378057
2025-02-10,1199.9805908203125,1202.3499755859375,1297.550048828125,1193.050048828125,1287.1500244140625,447567
2025-02-11,1136.805419921875,1139.050048828125,1210.550048828125,1131.0,1205.949951171875,620958
2025-02-12,1139.350341796875,1141.5999755859375,1185.949951171875,1096.8499755859375,1143.5999755859375,846298
2025-02-13,1150.877685546875,1153.1500244140625,1172.949951171875,1140.699951171875,1154.0,272181
2025-02-14,1158.6622314453125,1160.949951171875,1177.4000244140625,1122.0,1147.449951171875,375573
2025-02-17,1142.6937255859375,1144.949951171875,1184.6500244140625,1117.0,1159.050048828125,451985
2025-02-18,1168.542724609375,1170.8499755859375,1190.050048828125,1108.5,1149.949951171875,303709
2025-02-19,1201.3779296875,1203.75,1220.800048828125,1155.050048828125,1170.949951171875,359635
2025-02-20,1195.0404052734375,1197.4000244140625,1214.949951171875,1185.800048828125,1200.0,193099
2025-02-21,1189.0023193359375,1191.3499755859375,1215.0,1179.050048828125,1203.699951171875,266728
2025-02-24,1184.3614501953125,1186.699951171875,1210.0,1166.449951171875,1200.0,250009
2025-02-25,1185.658935546875,1188.0,1203.3499755859375,1170.0999755859375,1175.300048828125,221086
2025-02-27,1194.59130859375,1196.949951171875,1203.0,1185.0,1203.0,238274
2025-02-28,1198.234130859375,1200.5999755859375,1219.5999755859375,1155.550048828125,1190.3499755859375,329762
2025-03-03,1187.3555908203125,1189.699951171875,1208.0,1143.5,1200.5999755859375,292193
2025-03-04,1189.60107421875,1191.949951171875,1207.0999755859375,1170.0,1185.0,143256
2025-03-05,1196.8367919921875,1199.199951171875,1213.550048828125,1175.0,1175.0,145218
2025-03-06,1208.962890625,1211.3499755859375,1227.449951171875,1193.050048828125,1204.0,179725
2025-03-07,1239.40283203125,1241.8499755859375,1271.9000244140625,1210.4000244140625,1220.0,547323
2025-03-10,1205.320068359375,1207.699951171875,1258.949951171875,1200.0,1250.0,179261
2025-03-11,1222.28662109375,1224.699951171875,1229.550048828125,1175.3499755859375,1190.0,157675
2025-03-12,1214.75146484375,1217.1500244140625,1234.449951171875,1199.0,1226.9000244140625,80932
2025-03-13,1201.1783447265625,1203.550048828125,1224.3499755859375,1190.0999755859375,1224.0,73736
2025-03-17,1221.0889892578125,1223.5,1229.0,1194.5999755859375,1211.949951171875,150177
2025-03-18,1221.0889892578125,1223.5,1223.5,1223.5,1223.5,0
2025-03-19,1238.6044921875,1241.050048828125,1249.6500244140625,1223.4000244140625,1232.0,271602
2025-03-20,1242.9957275390625,1245.449951171875,1267.8499755859375,1238.0,1254.949951171875,172325
2025-03-21,1269.1441650390625,1271.6500244140625,1286.0,1239.050048828125,1259.0999755859375,513395
2025-03-24,1257.167724609375,1259.6500244140625,1288.3499755859375,1251.0,1288.0,273381
2025-03-25,1244.1434326171875,1246.5999755859375,1264.949951171875,1231.0,1260.0,118352
2025-03-26,1201.4776611328125,1203.8499755859375,1256.699951171875,1194.5,1241.0,293503
