date_,adj close_irfc.ns,close_irfc.ns,high_irfc.ns,low_irfc.ns,open_irfc.ns,volume_irfc.ns
2024-10-21,141.80873107910156,144.69000244140625,149.0,144.0,148.0,10148561
2024-10-22,134.93832397460938,137.67999267578125,144.69000244140625,136.50999450683594,144.1999969482422,21418863
2024-10-23,136.6436767578125,139.4199981689453,141.3699951171875,133.39999389648438,137.99000549316406,26287104
2024-10-24,136.2614288330078,139.02999877929688,140.85000610351562,137.4600067138672,139.0,12496782
2024-10-25,131.75302124023438,134.42999267578125,139.27999877929688,132.8000030517578,138.3300018310547,18714548
2024-10-28,140.62281799316406,143.47999572753906,145.3699951171875,134.0800018310547,134.42999267578125,32085342
2024-10-29,140.67181396484375,143.52999877929688,145.08999633789062,140.72999572753906,144.6999969482422,17495826
2024-10-30,152.4524688720703,155.5500030517578,158.0,142.1999969482422,143.60000610351562,94008988
2024-10-31,152.8542938232422,155.9600067138672,159.89999389648438,152.7100067138672,155.39999389648438,55531774
2024-11-01,154.96148681640625,158.11000061035156,161.0,156.10000610351562,157.14999389648438,10418053
2024-11-04,150.1884765625,153.24000549316406,159.24000549316406,151.7100067138672,159.0,31327165
2024-11-05,148.42431640625,151.44000244140625,153.1199951171875,148.61000061035156,153.0,29226153
2024-11-06,150.94313049316406,154.00999450683594,154.88999938964844,151.80999755859375,153.0,18123332
2024-11-07,150.83531188964844,153.89999389648438,157.22000122070312,152.86000061035156,155.0,19226279
2024-11-08,145.58204650878906,148.5399932861328,152.75,147.0,152.0,14681163
2024-11-11,144.46475219726562,147.39999389648438,151.1999969482422,145.32000732421875,147.50999450683594,18847259
2024-11-12,143.2034149169922,145.32000732421875,150.25,144.61000061035156,148.0,13172317
2024-11-13,137.58641052246094,139.6199951171875,145.89999389648438,139.3000030517578,144.6999969482422,16372099
2024-11-14,137.62583923339844,139.66000366210938,142.22999572753906,139.5,140.99000549316406,14794085
2024-11-18,136.27578735351562,138.2899932861328,141.3000030517578,137.8000030517578,140.97999572753906,13930322
2024-11-19,143.0654296875,145.17999267578125,146.9600067138672,139.8300018310547,140.3000030517578,36796687
2024-11-21,139.6065673828125,141.6699981689453,145.69000244140625,140.75,145.2100067138672,20058952
2024-11-22,140.07955932617188,142.14999389648438,143.2899932861328,139.63999938964844,141.6699981689453,13970799
2024-11-25,144.17898559570312,146.30999755859375,150.6999969482422,145.64999389648438,149.0,23570160
2024-11-26,144.55345153808594,146.69000244140625,147.5,145.0500030517578,146.30999755859375,13248817
2024-11-27,148.29811096191406,150.49000549316406,151.6999969482422,145.83999633789062,146.69000244140625,22054792
2024-11-28,151.16571044921875,153.39999389648438,155.64999389648438,150.5500030517578,151.27999877929688,26332388
2024-11-29,147.1648406982422,149.33999633789062,152.99000549316406,148.8000030517578,152.99000549316406,18576066
2024-12-02,145.1348419189453,147.27999877929688,150.2100067138672,147.00999450683594,148.80999755859375,16680269
2024-12-03,146.0414581298828,148.1999969482422,149.25999450683594,147.52000427246094,148.0,12159196
2024-12-04,148.84994506835938,151.0500030517578,152.89999389648438,148.7100067138672,149.0,21984506
2024-12-05,148.6429901123047,150.83999633789062,152.0,149.7100067138672,151.0500030517578,11514970
2024-12-06,155.69871520996094,158.0,159.63999938964844,150.5500030517578,150.83999633789062,62323577
2024-12-09,156.88124084472656,159.1999969482422,160.9499969482422,157.75,159.39999389648438,29324888
2024-12-10,154.56546020507812,156.85000610351562,159.92999267578125,155.3000030517578,159.63999938964844,16690253
2024-12-11,162.50807189941406,164.91000366210938,165.99000549316406,156.5500030517578,156.85000610351562,86849772
2024-12-12,160.3598175048828,162.72999572753906,166.89999389648438,161.36000061035156,164.89999389648438,39528508
2024-12-13,156.99949645996094,159.32000732421875,161.8300018310547,156.08999633789062,161.5,27371411
2024-12-16,156.62503051757812,158.94000244140625,162.8000030517578,158.5,160.0,19179446
2024-12-17,154.37823486328125,156.66000366210938,160.3300018310547,156.0,158.75,18045496
2024-12-18,151.116455078125,153.35000610351562,156.8800048828125,153.0500030517578,156.0,13692945
2024-12-19,150.61386108398438,152.83999633789062,153.49000549316406,148.10000610351562,148.5,15016841
2024-12-20,146.24839782714844,148.41000366210938,154.19000244140625,148.0,152.19000244140625,16336702
2024-12-23,145.63742065429688,147.7899932861328,150.27999877929688,146.89999389648438,149.0,14758199
2024-12-24,145.70640563964844,147.86000061035156,149.7100067138672,146.61000061035156,147.7899932861328,11854675
2024-12-26,144.7505340576172,146.88999938964844,149.5,145.52000427246094,148.0,11467576
2024-12-27,144.09030151367188,146.22000122070312,147.77999877929688,145.89999389648438,146.88999938964844,8487014
2024-12-30,151.116455078125,153.35000610351562,158.0,144.6999969482422,146.0500030517578,40675811
2024-12-31,146.86920166015625,149.0399932861328,150.69000244140625,145.69000244140625,149.99000549316406,41308416
2025-01-01,148.16014099121094,150.35000610351562,152.88999938964844,148.3699951171875,149.6999969482422,19810452
2025-01-02,149.82553100585938,152.0399932861328,152.47000122070312,150.0,150.64999389648438,14368318
2025-01-03,151.46133422851562,153.6999969482422,156.8000030517578,152.83999633789062,153.39999389648438,20331510
2025-01-06,143.30194091796875,145.4199981689453,153.89999389648438,144.8000030517578,153.88999938964844,21684925
2025-01-07,143.87350463867188,146.0,147.77999877929688,144.8000030517578,146.1999969482422,13305286
2025-01-08,141.6759796142578,143.77000427246094,146.5,142.0,146.1999969482422,16306841
2025-01-09,138.41419982910156,140.4600067138672,144.25,140.0500030517578,144.0,12452173
2025-01-10,133.73336791992188,135.7100067138672,140.39999389648438,135.25,139.7100067138672,21705766
2025-01-13,126.56925964355469,128.44000244140625,135.77000427246094,127.70999908447266,134.0,30293364
2025-01-14,133.57571411132812,135.5500030517578,136.5,129.72000122070312,130.0,30467846
2025-01-15,135.55642700195312,137.55999755859375,140.5,134.80999755859375,140.5,34455125
2025-01-16,140.89749145507812,142.97999572753906,145.75,139.1999969482422,140.0,45555802
2025-01-17,144.06072998046875,146.19000244140625,146.89999389648438,141.89999389648438,142.97999572753906,30934225
2025-01-20,144.56329345703125,146.6999969482422,148.6199951171875,144.82000732421875,147.4600067138672,32579099
2025-01-21,140.31607055664062,142.38999938964844,146.60000610351562,141.36000061035156,146.60000610351562,21897756
2025-01-22,138.20724487304688,140.25,142.75,136.7100067138672,142.5,19198201
2025-01-23,139.31092834472656,141.3699951171875,144.39999389648438,138.11000061035156,139.0,17671282
2025-01-24,138.6309814453125,140.67999267578125,143.17999267578125,139.0,141.60000610351562,15843304
2025-01-27,135.05386352539062,137.0500030517578,139.19000244140625,135.80999755859375,139.0,15984361
2025-01-28,135.81265258789062,137.82000732421875,140.19000244140625,134.72000122070312,138.0,23224966
2025-01-29,139.66567993164062,141.72999572753906,142.25,138.4499969482422,138.6999969482422,19560159
2025-01-30,146.07101440429688,148.22999572753906,149.1999969482422,141.85000610351562,142.8000030517578,40194969
2025-01-31,148.74154663085938,150.94000244140625,152.57000732421875,146.25999450683594,149.17999267578125,50647026
2025-02-01,139.1631317138672,141.22000122070312,155.52000427246094,139.14999389648438,151.89999389648438,76893891
2025-02-03,134.84690856933594,136.83999633789062,139.24000549316406,133.4499969482422,137.33999633789062,36236290
2025-02-04,135.83233642578125,137.83999633789062,140.1999969482422,136.10000610351562,140.0,21695745
2025-02-05,135.92103576660156,137.92999267578125,140.10000610351562,137.5,137.97999572753906,13087044
2025-02-06,134.32464599609375,136.30999755859375,138.6999969482422,135.60000610351562,137.92999267578125,11527600
2025-02-07,131.486572265625,133.42999267578125,136.1999969482422,133.0,135.99000549316406,16860473
2025-02-10,129.14125061035156,131.0500030517578,134.5,130.6199951171875,133.5,13464523
2025-02-11,124.41116333007812,126.25,131.64999389648438,125.5,131.33999633789062,20569801
2025-02-12,123.52426147460938,125.3499984741211,127.0999984741211,119.29000091552734,126.0,36495363
2025-02-13,124.72650146484375,126.56999969482422,128.8000030517578,125.3499984741211,125.5999984741211,15469045
2025-02-14,119.97669982910156,121.75,127.94999694824219,121.0,127.19999694824219,18631299
2025-02-17,120.00626373291016,121.77999877929688,122.83000183105469,117.87999725341797,120.72000122070312,22536906
2025-02-18,117.53282165527344,119.2699966430664,122.19000244140625,117.8499984741211,121.80000305175781,17608523
2025-02-19,122.45999145507812,124.2699966430664,125.83999633789062,117.20999908447266,118.19999694824219,33285812
2025-02-20,122.96257019042969,124.77999877929688,125.9800033569336,122.4000015258789,123.69000244140625,13856925
2025-02-21,123.28776550292969,125.11000061035156,127.5999984741211,123.73999786376953,124.80000305175781,25318595
2025-02-24,121.6716537475586,123.47000122070312,125.1500015258789,122.5,124.38999938964844,13838044
2025-02-25,121.46470642089844,123.26000213623047,125.37000274658203,122.80999755859375,123.4000015258789,13266198
2025-02-27,118.60694122314453,120.36000061035156,124.0,119.5,123.5,18748431
2025-02-28,110.78258514404297,112.41999816894531,119.43000030517578,111.69999694824219,118.98999786376953,28927630
2025-03-03,109.51138305664062,111.12999725341797,115.86000061035156,108.04000091552734,112.98999786376953,42918659
2025-03-04,112.92098236083984,114.58999633789062,115.3499984741211,110.0,111.19999694824219,42337061
2025-03-05,116.0152587890625,117.7300033569336,118.33000183105469,114.66000366210938,115.0999984741211,21555437
2025-03-06,118.8335952758789,120.58999633789062,121.37999725341797,118.80000305175781,119.51000213623047,23206624
2025-03-07,121.62237548828125,123.41999816894531,124.98999786376953,119.9000015258789,120.98999786376953,31222210
2025-03-10,118.00582885742188,119.75,125.41999816894531,118.44999694824219,124.0999984741211,21456437
2025-03-11,117.56238555908203,119.30000305175781,120.5999984741211,116.56999969482422,118.0,17046285
2025-03-12,117.4638442993164,119.19999694824219,121.19999694824219,118.0199966430664,120.19999694824219,13097183
2025-03-13,115.97583770751953,117.69000244140625,120.0,117.0,119.44000244140625,11472966
2025-03-17,117.04010772705078,118.7699966430664,119.72000122070312,117.61000061035156,118.01000213623047,13318439
2025-03-18,117.04010772705078,118.7699966430664,118.7699966430664,118.7699966430664,118.7699966430664,0
2025-03-19,126.24406433105469,128.11000061035156,128.5,122.25,122.5,28681078
2025-03-20,126.64810180664062,128.52000427246094,131.85000610351562,128.0,130.5,28721000
2025-03-21,128.57180786132812,129.66000366210938,130.60000610351562,127.0,128.0,18904126
2025-03-24,131.68545532226562,132.8000030517578,134.60000610351562,130.5,130.6999969482422,25775174
2025-03-25,128.32391357421875,129.41000366210938,134.3800048828125,128.86000061035156,134.10000610351562,24206199
2025-03-26,127.31246948242188,128.38999938964844,131.33999633789062,127.05000305175781,129.9499969482422,23494814
