date_,adj close_irfc.ns,close_irfc.ns,high_irfc.ns,low_irfc.ns,open_irfc.ns,volume_irfc.ns
2024-01-16,138.48622131347656,141.85000610351562,146.8000030517578,136.14999389648438,138.60000610351562,492705331
2024-01-17,145.56430053710938,149.10000610351562,150.6999969482422,133.0500030517578,138.0,336463589
2024-01-18,142.78187561035156,146.25,155.0,136.3000030517578,153.0,272134347
2024-01-19,156.4498748779297,160.25,160.85000610351562,149.1999969482422,149.5,266085180
2024-01-23,157.47499084472656,161.3000030517578,192.8000030517578,158.75,185.8000030517578,269108130
2024-01-24,167.82362365722656,171.89999389648438,173.3000030517578,151.0,165.0,198113352
2024-01-25,169.7273712158203,173.85000610351562,178.3000030517578,171.5,174.75,100074798
2024-01-29,166.7985076904297,170.85000610351562,178.3000030517578,169.3000030517578,177.3000030517578,74341987
2024-01-30,162.69810485839844,166.64999389648438,172.14999389648438,164.14999389648438,171.39999389648438,69398771
2024-01-31,170.9965362548828,175.14999389648438,176.8000030517578,166.0,167.85000610351562,84194726
2024-02-01,165.87103271484375,169.89999389648438,183.25,168.1999969482422,180.0,165894732
2024-02-02,164.94358825683594,168.9499969482422,175.0,167.10000610351562,172.6999969482422,61739734
2024-02-05,156.74276733398438,160.5500030517578,170.1999969482422,160.0,170.14999389648438,68987316
2024-02-06,157.08447265625,160.89999389648438,164.1999969482422,152.10000610351562,161.39999389648438,81434112
2024-02-07,158.64654541015625,162.5,165.89999389648438,159.64999389648438,164.5,36816341
2024-02-08,158.10955810546875,161.9499969482422,164.39999389648438,160.6999969482422,164.39999389648438,34218693
2024-02-09,150.05520629882812,153.6999969482422,162.0,149.14999389648438,162.0,64801528
2024-02-12,129.79725646972656,132.9499969482422,151.0500030517578,130.1999969482422,150.64999389648438,128716009
2024-02-13,149.81112670898438,153.4499969482422,156.3000030517578,127.6500015258789,132.0,240631230
2024-02-14,150.64097595214844,154.3000030517578,157.39999389648438,145.5,153.39999389648438,152849830
2024-02-15,155.1318817138672,158.89999389648438,161.5,154.89999389648438,156.3000030517578,77035160
2024-02-16,151.76368713378906,155.4499969482422,161.39999389648438,155.0,159.75,41902227
2024-02-19,154.8878173828125,158.64999389648438,164.35000610351562,154.35000610351562,156.0,87423359
2024-02-20,154.74136352539062,158.5,160.75,157.14999389648438,159.64999389648438,35987220
2024-02-21,150.54335021972656,154.1999969482422,160.39999389648438,153.39999389648438,158.85000610351562,35706625
2024-02-22,148.5907745361328,152.1999969482422,155.85000610351562,149.1999969482422,154.10000610351562,39315419
2024-02-23,149.5670623779297,153.1999969482422,156.39999389648438,152.6999969482422,153.6999969482422,34425812
2024-02-26,148.6884002685547,152.3000030517578,156.39999389648438,151.75,154.3000030517578,35557532
2024-02-27,148.0050048828125,151.60000610351562,156.64999389648438,151.0,152.89999389648438,43995103
2024-02-28,143.90460205078125,147.39999389648438,153.39999389648438,145.5,152.85000610351562,39947465
2024-02-29,143.27001953125,146.75,150.25,140.8000030517578,146.0,63490121
2024-03-01,143.90460205078125,147.39999389648438,151.39999389648438,146.5500030517578,148.0,30685800
2024-03-04,142.0984649658203,145.5500030517578,149.5,144.64999389648438,149.39999389648438,22040025
2024-03-05,141.6103515625,145.0500030517578,148.39999389648438,143.8000030517578,144.89999389648438,23046386
2024-03-06,137.168212890625,140.5,145.6999969482422,140.0,145.1999969482422,26188126
2024-03-07,140.29234313964844,143.6999969482422,144.39999389648438,139.64999389648438,141.35000610351562,24018294
2024-03-11,137.75401306152344,141.10000610351562,147.25,140.0500030517578,144.14999389648438,24321115
2024-03-12,133.5071563720703,136.75,142.39999389648438,135.64999389648438,141.8000030517578,34760039
2024-03-13,121.30358123779297,124.25,138.8000030517578,123.0,136.75,88853047
2024-03-14,136.9241485595703,140.25,142.5,116.6500015258789,120.9000015258789,194522257
2024-03-15,133.70240783691406,136.9499969482422,145.85000610351562,133.5,140.6999969482422,122337843
2024-03-18,131.7498321533203,134.9499969482422,139.60000610351562,132.85000610351562,138.35000610351562,56717160
2024-03-19,131.99391174316406,135.1999969482422,137.39999389648438,133.10000610351562,134.5,46347136
2024-03-20,130.0413360595703,133.1999969482422,138.1999969482422,132.85000610351562,136.1999969482422,39345072
2024-03-21,132.042724609375,135.25,137.64999389648438,134.8000030517578,137.0,35779582
2024-03-22,137.60755920410156,140.9499969482422,145.1999969482422,135.0,135.9499969482422,112209659
2024-03-26,142.2449188232422,145.6999969482422,148.6999969482422,140.9499969482422,142.39999389648438,120887716
2024-03-27,139.4625244140625,142.85000610351562,150.9499969482422,141.60000610351562,147.5,89910843
2024-03-28,138.974365234375,142.35000610351562,147.8000030517578,141.3000030517578,144.9499969482422,50962525
2024-04-01,141.3662567138672,144.8000030517578,146.75,143.85000610351562,145.1999969482422,47979360
2024-04-02,142.63543701171875,146.10000610351562,148.14999389648438,144.3000030517578,146.0500030517578,59236883
2024-04-03,141.85440063476562,145.3000030517578,147.8000030517578,144.5,145.0,42670072
2024-04-04,140.34115600585938,143.75,148.3000030517578,143.5,147.0,38590096
2024-04-05,144.34393310546875,147.85000610351562,149.39999389648438,142.8000030517578,144.0,81853830
2024-04-08,144.00222778320312,147.5,152.5,147.0,150.0,57797243
2024-04-09,143.7093505859375,147.1999969482422,149.35000610351562,145.60000610351562,148.5500030517578,38718449
2024-04-10,143.22119140625,146.6999969482422,148.5500030517578,146.5,147.6999969482422,20413452
2024-04-12,141.85440063476562,145.3000030517578,147.6999969482422,145.0,146.6999969482422,27108905
2024-04-15,136.9241485595703,140.25,142.0,135.3000030517578,138.10000610351562,49605843
2024-04-16,138.3397674560547,141.6999969482422,142.60000610351562,138.10000610351562,139.8000030517578,25012121
2024-04-18,138.58384704589844,141.9499969482422,145.4499969482422,141.60000610351562,143.39999389648438,24827547
2024-04-19,137.6563720703125,141.0,142.25,137.5,140.0,28016383
2024-04-22,140.682861328125,144.10000610351562,145.0,142.39999389648438,143.0,23609150
2024-04-23,144.24630737304688,147.75,148.1999969482422,143.60000610351562,144.75,41842082
2024-04-24,145.46664428710938,149.0,150.4499969482422,147.5,149.0,44593104
2024-04-25,146.68699645996094,150.25,152.0,147.25,149.0,43990323
2024-04-26,154.30206298828125,158.0500030517578,159.0,149.60000610351562,151.0,131170998
2024-04-29,157.08447265625,160.89999389648438,164.1999969482422,159.60000610351562,161.5,67507054
2024-04-30,153.52102661132812,157.25,161.85000610351562,156.60000610351562,161.6999969482422,49152158
2024-05-02,155.1318817138672,158.89999389648438,161.1999969482422,156.1999969482422,158.39999389648438,37976109
2024-05-03,153.27694702148438,157.0,160.5,155.14999389648438,159.8000030517578,31288231
2024-05-06,151.95895385742188,155.64999389648438,158.1999969482422,151.5,157.8000030517578,40457121
2024-05-07,146.2476806640625,149.8000030517578,155.10000610351562,148.5,154.4499969482422,29872858
2024-05-08,148.63958740234375,152.25,153.75,146.3000030517578,149.0,25210562
2024-05-09,143.5629119873047,147.0500030517578,152.89999389648438,146.14999389648438,152.0,21064246
2024-05-10,144.5391845703125,148.0500030517578,149.5500030517578,142.4499969482422,147.75,27205055
2024-05-13,142.44017028808594,145.89999389648438,148.4499969482422,143.10000610351562,148.0500030517578,20343612
2024-05-14,153.56983947753906,157.3000030517578,158.0,147.0,147.0,65039211
2024-05-15,151.76368713378906,155.4499969482422,159.8000030517578,155.0,158.89999389648438,45470586
2024-05-16,153.91151428222656,157.64999389648438,159.5,155.60000610351562,156.89999389648438,44997396
2024-05-17,164.99237060546875,169.0,170.5,157.10000610351562,158.4499969482422,189723845
2024-05-21,175.194580078125,179.4499969482422,182.0,176.0,176.75,165354884
2024-05-22,171.4846954345703,175.64999389648438,183.6999969482422,173.0,181.0,93399530
2024-05-23,182.077392578125,186.5,191.64999389648438,175.89999389648438,177.0,215698925
2024-05-24,179.6366729736328,184.0,190.8000030517578,182.75,188.8000030517578,87948476
2024-05-27,180.1736297607422,184.5500030517578,192.8000030517578,184.0,187.0,87126920
2024-05-28,175.97560119628906,180.25,187.75,177.5,186.0,79904182
2024-05-29,176.0244140625,180.3000030517578,181.75,175.3000030517578,178.5,54953818
2024-05-30,172.41217041015625,176.60000610351562,182.10000610351562,175.8000030517578,180.3000030517578,43583688
2024-05-31,173.58370971679688,177.8000030517578,179.85000610351562,172.10000610351562,179.0,56435354
2024-06-03,184.4692840576172,188.9499969482422,200.0,186.3000030517578,200.0,112293004
2024-06-04,161.03842163085938,164.9499969482422,189.0,151.1999969482422,189.0,198103673
2024-06-05,162.5028533935547,166.4499969482422,175.0,153.10000610351562,168.0,114119168
2024-06-06,168.9463348388672,173.0500030517578,177.89999389648438,167.8000030517578,172.0,70250205
2024-06-07,169.48330688476562,173.60000610351562,176.4499969482422,170.10000610351562,173.0,45402104
2024-06-10,168.90728759765625,173.00999450683594,179.3000030517578,172.0,176.5500030517578,47647958
2024-06-11,172.02162170410156,176.1999969482422,178.0,173.66000366210938,175.39999389648438,66680300
2024-06-12,173.476318359375,177.69000244140625,178.89999389648438,176.2100067138672,176.9499969482422,46384387
2024-06-13,170.97702026367188,175.1300048828125,178.9499969482422,174.5500030517578,178.6999969482422,31750295
2024-06-14,170.65484619140625,174.8000030517578,176.60000610351562,173.1999969482422,175.6999969482422,28398761
2024-06-18,171.5432891845703,175.7100067138672,178.60000610351562,175.0500030517578,176.0,38754538
2024-06-19,169.1123046875,173.22000122070312,176.19000244140625,171.3300018310547,176.17999267578125,26756319
2024-06-20,168.21412658691406,172.3000030517578,174.17999267578125,171.6999969482422,173.19000244140625,17539484
2024-06-21,172.13882446289062,176.32000732421875,180.5,171.60000610351562,172.39999389648438,96727451
2024-06-24,172.67575073242188,176.8699951171875,180.99000549316406,174.3300018310547,176.0,50588329
2024-06-25,171.44561767578125,175.61000061035156,178.60000610351562,175.0800018310547,177.60000610351562,23352075
2024-06-26,170.88914489746094,175.0399932861328,177.25,174.1999969482422,175.69000244140625,22765762
2024-06-27,169.06349182128906,173.1699981689453,177.8000030517578,172.5,175.5,27461491
2024-06-28,169.68833923339844,173.80999755859375,175.9499969482422,173.0,174.1999969482422,23860432
2024-07-01,167.68695068359375,171.75999450683594,173.7899932861328,171.5,173.7899932861328,26142598
2024-07-02,167.89193725585938,171.97000122070312,173.25,170.00999450683594,172.5,19310733
2024-07-03,172.29501342773438,176.47999572753906,178.0,172.50999450683594,172.8000030517578,34748569
2024-07-04,173.505615234375,177.72000122070312,180.1999969482422,176.5,177.85000610351562,35385014
2024-07-05,183.766357421875,188.22999572753906,191.5,178.10000610351562,178.55999755859375,224563674
2024-07-08,197.22935485839844,202.02000427246094,206.0,193.5,193.5,260960455
2024-07-09,191.20567321777344,195.85000610351562,213.24000549316406,192.1999969482422,209.8000030517578,152536043
2024-07-10,198.87928771972656,203.7100067138672,205.0,193.8000030517578,197.67999267578125,171789924
2024-07-11,201.095458984375,205.97999572753906,209.10000610351562,201.02000427246094,207.39999389648438,121502241
2024-07-12,212.27391052246094,217.42999267578125,224.39999389648438,204.39999389648438,206.0,300609460
2024-07-15,211.1902618408203,216.32000732421875,229.0,214.52999877929688,220.39999389648438,167338162
2024-07-16,207.080078125,212.11000061035156,221.3000030517578,211.32000732421875,218.39999389648438,86369570
2024-07-18,200.9392547607422,205.82000732421875,212.0,201.10000610351562,212.0,94398777
2024-07-19,200.8904266357422,205.77000427246094,211.47999572753906,200.6999969482422,201.1199951171875,124381385
2024-07-22,199.72866821289062,204.5800018310547,209.1999969482422,201.60000610351562,205.77000427246094,72152927
2024-07-23,189.5362091064453,194.13999938964844,209.0,164.14999389648438,207.0,167582146
2024-07-24,187.71058654785156,192.27000427246094,199.89999389648438,191.24000549316406,194.39999389648438,65395254
2024-07-25,179.20712280273438,183.55999755859375,191.39999389648438,183.0,190.0,73915719
2024-07-26,179.08995056152344,183.44000244140625,187.89999389648438,182.8000030517578,184.75,50538191
2024-07-29,190.63941955566406,195.27000427246094,197.5,184.63999938964844,185.9199981689453,109648645
2024-07-30,190.82493591308594,195.4600067138672,198.3000030517578,193.5,196.8000030517578,58191861
2024-07-31,189.05783081054688,193.64999389648438,196.35000610351562,193.1999969482422,195.83999633789062,27603203
2024-08-01,185.27960205078125,189.77999877929688,195.64999389648438,187.67999267578125,194.64999389648438,35027956
2024-08-02,187.76914978027344,192.3300018310547,193.39999389648438,184.5800018310547,186.5,41362024
2024-08-05,175.12623596191406,179.3800048828125,185.60000610351562,178.0,180.02999877929688,84910762
2024-08-06,172.1778564453125,176.36000061035156,187.0,175.1300048828125,182.0,49560277
2024-08-07,178.08438110351562,182.41000366210938,183.0,177.0500030517578,181.6999969482422,46932256
2024-08-08,176.62969970703125,180.9199981689453,184.5,180.02999877929688,182.89999389648438,38021940
2024-08-09,175.52651977539062,179.7899932861328,182.38999938964844,179.0,182.08999633789062,27492189
2024-08-12,180.1833953857422,184.55999755859375,187.4499969482422,179.8000030517578,180.0,64022633
2024-08-13,177.3424072265625,181.64999389648438,189.4499969482422,180.0,186.5,45899363
2024-08-14,174.81381225585938,179.05999755859375,183.3000030517578,176.6999969482422,182.86000061035156,28173960
2024-08-16,174.53070068359375,178.77000427246094,182.25,178.35000610351562,181.0,19956147
2024-08-19,175.89749145507812,180.1699981689453,181.8000030517578,179.67999267578125,181.10000610351562,17803897
2024-08-20,175.64366149902344,179.91000366210938,181.0,178.1999969482422,181.0,15629517
2024-08-21,176.2489776611328,180.52999877929688,181.39999389648438,178.6999969482422,179.00999450683594,15731941
2024-08-22,177.826904296875,181.44000244140625,181.97999572753906,179.9499969482422,181.0,14101752
2024-08-23,179.75767517089844,183.41000366210938,187.3300018310547,180.0,181.0,31152412
2024-08-26,177.44467163085938,181.0500030517578,184.1999969482422,180.6999969482422,184.0,14596223
2024-08-27,177.2486572265625,180.85000610351562,183.27000427246094,180.25,181.0500030517578,12765877
2024-08-28,177.35647583007812,180.9600067138672,183.0,180.5,181.3000030517578,13132709
2024-08-29,176.35678100585938,179.94000244140625,181.77999877929688,179.10000610351562,181.3000030517578,12705236
2024-08-30,175.0630645751953,178.6199951171875,181.4499969482422,178.0,180.3699951171875,15512791
2024-09-02,174.00454711914062,177.5399932861328,180.25,176.60000610351562,178.85000610351562,15070147
2024-09-03,174.90626525878906,178.4600067138672,179.1699981689453,177.08999633789062,178.0,10416245
2024-09-04,172.51483154296875,176.02000427246094,178.0,175.60000610351562,176.5,12223757
2024-09-05,170.02540588378906,173.47999572753906,176.85000610351562,173.0,176.6999969482422,15774279
2024-09-06,166.46771240234375,169.85000610351562,174.1699981689453,168.10000610351562,173.47999572753906,21770999
2024-09-09,164.9779815673828,168.3300018310547,170.0,165.11000061035156,169.83999633789062,20754357
2024-09-10,166.36968994140625,169.75,171.83999633789062,168.85000610351562,169.0,15088916
2024-09-11,162.57676696777344,165.8800048828125,170.4499969482422,165.10000610351562,170.4499969482422,11765516
2024-09-12,163.69407653808594,167.02000427246094,168.5500030517578,163.52000427246094,166.5800018310547,19024067
2024-09-13,163.9194793701172,167.25,170.66000366210938,165.97000122070312,167.99000549316406,15434229
2024-09-16,160.6949920654297,163.9600067138672,167.4499969482422,163.67999267578125,167.25,14572347
2024-09-17,157.40191650390625,160.60000610351562,164.32000732421875,160.1999969482422,164.0,20564052
2024-09-18,155.40252685546875,158.55999755859375,164.47999572753906,158.0,161.11000061035156,23122350
2024-09-19,152.15843200683594,155.25,161.0,151.6999969482422,159.4499969482422,39913910
2024-09-20,158.21536254882812,161.42999267578125,163.3000030517578,154.5800018310547,156.0,51104236
2024-09-23,156.3826141357422,159.55999755859375,163.0,158.14999389648438,163.0,19794141
2024-09-24,155.5789337158203,158.74000549316406,160.39999389648438,158.0,160.0,14786775
2024-09-25,153.81478881835938,156.94000244140625,158.6999969482422,156.3699951171875,158.6999969482422,10610463
2024-09-26,153.7265625,156.85000610351562,159.5399932861328,154.8300018310547,156.89999389648438,16974098
2024-09-27,153.68736267089844,156.80999755859375,158.83999633789062,156.16000366210938,156.85000610351562,13164782
2024-09-30,155.55934143066406,158.72000122070312,159.3000030517578,154.8000030517578,156.6999969482422,17775338
2024-10-01,152.24664306640625,155.33999633789062,158.6999969482422,155.0,158.6999969482422,17263625
2024-10-03,148.5811309814453,151.60000610351562,153.33999633789062,151.0,153.0,18663724
2024-10-04,149.04176330566406,152.07000732421875,153.44000244140625,146.8800048828125,151.60000610351562,29051138
2024-10-07,141.4755096435547,144.35000610351562,153.4499969482422,143.1999969482422,152.07000732421875,35658511
2024-10-08,148.79673767089844,151.82000732421875,152.5,141.50999450683594,144.35000610351562,43656448
2024-10-09,150.42367553710938,153.47999572753906,155.69000244140625,153.0,154.6199951171875,23776424
2024-10-10,148.41448974609375,151.42999267578125,154.39999389648438,151.05999755859375,154.1999969482422,10797567
2024-10-11,149.3651885986328,152.39999389648438,155.24000549316406,150.39999389648438,151.1999969482422,16029678
2024-10-14,148.3361053466797,151.35000610351562,154.14999389648438,151.00999450683594,153.5,9810920
2024-10-15,148.09107971191406,151.10000610351562,152.14999389648438,150.11000061035156,151.8699951171875,8339050
2024-10-16,147.75784301757812,150.75999450683594,152.75,150.5,151.0,12674832
2024-10-17,146.1505126953125,149.1199951171875,154.5,148.50999450683594,151.4600067138672,20798933
2024-10-18,144.7391815185547,147.67999267578125,148.39999389648438,145.32000732421875,148.0,11316090
