date_,adj close_shreecem.ns,close_shreecem.ns,high_shreecem.ns,low_shreecem.ns,open_shreecem.ns,volume_shreecem.ns
2025-06-03,29234.908203125,29375.0,29635.0,29250.0,29400.0,26184
2025-06-04,29299.59765625,29440.0,29700.0,29215.0,29350.0,16028
2025-06-05,29374.2421875,29515.0,29615.0,29340.0,29460.0,27504
2025-06-06,29458.8359375,29600.0,29840.0,29450.0,29695.0,28546
2025-06-09,29682.76171875,29825.0,29890.0,29345.0,29700.0,26404
2025-06-10,29682.76171875,29825.0,30145.0,29735.0,30000.0,22926
2025-06-11,29687.73828125,29830.0,30200.0,29655.0,29950.0,35659
2025-06-12,29548.40625,29690.0,30045.0,29530.0,29985.0,36013
2025-06-13,29468.7890625,29610.0,29695.0,29240.0,29590.0,16460
2025-06-16,29662.857421875,29805.0,29905.0,29545.0,29700.0,19409
2025-06-17,29478.740234375,29620.0,29900.0,29505.0,29850.0,17595
2025-06-18,29165.2421875,29305.0,29780.0,29225.0,29780.0,13011
2025-06-19,29170.21875,29310.0,29470.0,29095.0,29470.0,15605
2025-06-20,28737.29296875,28875.0,29555.0,28590.0,29420.0,296684
2025-06-23,28428.7734375,28565.0,28915.0,28450.0,28755.0,35494
2025-06-24,28369.056640625,28505.0,28770.0,28355.0,28735.0,79141
2025-06-25,28936.33984375,29075.0,29185.0,28475.0,28645.0,92269
2025-06-26,29961.427734375,30105.0,30150.0,29130.0,29130.0,98924
2025-06-27,30882.015625,31030.0,31280.0,30000.0,30005.0,218128
2025-06-30,30882.015625,31030.0,31125.0,30595.0,30895.0,42009
2025-07-01,31036.275390625,31185.0,31650.0,31105.0,31105.0,46618
2025-07-02,31489.10546875,31640.0,31700.0,31030.0,31435.0,20945
2025-07-03,31270.15625,31420.0,31885.0,31340.0,31640.0,26592
2025-07-04,31165.658203125,31315.0,31575.0,31175.0,31550.0,12514
2025-07-07,30956.658203125,31105.0,31385.0,30825.0,31315.0,15768
2025-07-08,31150.728515625,31300.0,31350.0,30955.0,31270.0,27148
2025-07-09,31464.224609375,31615.0,31675.0,31150.0,31260.0,25101
2025-07-10,31026.32421875,31175.0,31660.0,30970.0,31610.0,31524
2025-07-11,31061.15625,31210.0,31570.0,31060.0,31330.0,26485
2025-07-14,30951.681640625,31100.0,31470.0,30895.0,31210.0,24794
2025-07-15,30931.77734375,31080.0,31195.0,30830.0,31150.0,13064
2025-07-16,30807.373046875,30955.0,31190.0,30600.0,31190.0,15939
2025-07-17,30697.8984375,30845.0,31000.0,30700.0,31000.0,10121
2025-07-18,30643.162109375,30790.0,31090.0,30725.0,30895.0,21051
2025-07-21,31445.88671875,31535.0,31595.0,30880.0,30900.0,48993
2025-07-22,32253.59765625,32345.0,32490.0,31500.0,31535.0,59832
2025-07-23,32024.248046875,32115.0,32490.0,31555.0,32490.0,34639
2025-07-24,31655.29296875,31745.0,32270.0,31665.0,32115.0,20833
2025-07-25,30862.5390625,30950.0,31745.0,30770.0,31745.0,16681
2025-07-28,30608.259765625,30695.0,31505.0,30455.0,31080.0,27460
2025-07-29,30324.06640625,30410.0,30710.0,30110.0,30695.0,20699
2025-07-30,30503.556640625,30590.0,30780.0,30225.0,30500.0,18682
2025-07-31,30722.935546875,30810.0,31020.0,30390.0,30400.0,15010
2025-08-01,30588.31640625,30675.0,31035.0,30540.0,30990.0,29448
2025-08-04,30558.40234375,30645.0,31110.0,30120.0,30725.0,91108
2025-08-05,30119.64453125,30205.0,30880.0,30000.0,30880.0,38269
2025-08-06,30483.61328125,30570.0,30675.0,30100.0,30300.0,45369
2025-08-07,30568.373046875,30655.0,30710.0,30180.0,30300.0,13398
2025-08-08,30329.05078125,30415.0,30935.0,30330.0,30560.0,14155
2025-08-11,30553.416015625,30640.0,30845.0,30350.0,30435.0,18515
2025-08-12,30324.06640625,30410.0,30700.0,30355.0,30640.0,19839
2025-08-13,30324.06640625,30410.0,30735.0,30250.0,30450.0,47546
2025-08-14,30314.09375,30400.0,30610.0,30230.0,30610.0,34703
2025-08-18,31251.4375,31340.0,31920.0,30755.0,31000.0,40018
2025-08-19,30817.666015625,30905.0,31600.0,30640.0,31495.0,44452
2025-08-20,30603.275390625,30690.0,31225.0,30620.0,31025.0,29464
2025-08-21,30518.515625,30605.0,30950.0,30400.0,30790.0,12148
2025-08-22,29920.2109375,30005.0,30800.0,29910.0,30800.0,23082
2025-08-25,29930.181640625,30015.0,30380.0,29940.0,30150.0,36110
2025-08-26,30024.9140625,30110.0,30500.0,29680.0,30000.0,27970
2025-08-28,29591.142578125,29675.0,30155.0,29630.0,30150.0,32689
2025-08-29,29192.2734375,29275.0,29930.0,29210.0,29795.0,63260
2025-09-01,29785.591796875,29870.0,29975.0,29305.0,29350.0,37442
2025-09-02,29910.23828125,29995.0,30155.0,29745.0,29900.0,23155
2025-09-03,29855.39453125,29940.0,30275.0,29880.0,30100.0,23539
2025-09-04,29860.37890625,29945.0,30750.0,29845.0,30380.0,25439
2025-09-05,29955.111328125,30040.0,30100.0,29670.0,30100.0,16653
2025-09-08,30398.853515625,30485.0,30655.0,29995.0,30000.0,12239
2025-09-09,30104.6875,30190.0,30660.0,30115.0,30500.0,22879
2025-09-10,29805.53515625,29890.0,30520.0,29750.0,30300.0,34161
2025-09-11,29745.705078125,29830.0,30100.0,29625.0,29925.0,20878
2025-09-12,29496.412109375,29580.0,29935.0,29500.0,29850.0,21104
2025-09-15,29192.2734375,29275.0,29800.0,29230.0,29800.0,25565
2025-09-16,29491.42578125,29575.0,29900.0,29430.0,29500.0,40795
2025-09-17,29601.115234375,29685.0,30190.0,29540.0,29780.0,47492
2025-09-18,29875.337890625,29960.0,30025.0,29650.0,29880.0,36221
2025-09-19,29795.5625,29880.0,30145.0,29685.0,30145.0,62728
2025-09-22,29621.05859375,29705.0,30000.0,29650.0,30000.0,42575
2025-09-23,29705.818359375,29790.0,30115.0,29690.0,29895.0,33031
2025-09-24,29566.212890625,29650.0,30000.0,29555.0,30000.0,35863
2025-09-25,29431.595703125,29515.0,29915.0,29430.0,29705.0,31286
2025-09-26,28828.3046875,28910.0,29635.0,28795.0,29515.0,20857
2025-09-29,29650.97265625,29735.0,30110.0,28720.0,28910.0,143519
2025-09-30,29182.30078125,29265.0,29705.0,29130.0,29600.0,29375
2025-10-01,29212.216796875,29295.0,29455.0,28930.0,29265.0,26328
2025-10-03,29097.541015625,29180.0,29375.0,28990.0,29300.0,13811
2025-10-06,29212.216796875,29295.0,29370.0,28905.0,29000.0,12202
2025-10-07,29446.552734375,29530.0,29750.0,29355.0,29370.0,13596
2025-10-08,29202.244140625,29285.0,29690.0,29170.0,29675.0,10980
2025-10-09,29401.6796875,29485.0,29720.0,29295.0,29350.0,22117
2025-10-10,29361.79296875,29445.0,29705.0,29345.0,29470.0,17432
2025-10-13,29531.3125,29615.0,29670.0,29270.0,29425.0,13296
2025-10-14,29531.3125,29615.0,29745.0,29450.0,29640.0,15385
2025-10-15,29855.39453125,29940.0,30100.0,29535.0,29625.0,15822
2025-10-16,29925.1953125,30010.0,30285.0,29940.0,29985.0,12514
2025-10-17,29606.099609375,29690.0,30040.0,29550.0,29975.0,16520
2025-10-20,28798.388671875,28880.0,29840.0,28765.0,29835.0,23281
2025-10-21,28868.19140625,28950.0,29085.0,28755.0,29045.0,1726
2025-10-23,28888.134765625,28970.0,29350.0,28850.0,29025.0,48966
2025-10-24,28623.884765625,28705.0,29110.0,28525.0,29100.0,25030
2025-10-27,28509.208984375,28590.0,28930.0,28520.0,28845.0,36230
2025-10-28,28504.22265625,28585.0,28780.0,28300.0,28780.0,34211
2025-10-29,29127.45703125,29210.0,29425.0,28450.0,28585.0,79429
2025-10-30,28658.78515625,28740.0,29200.0,28680.0,29200.0,22402
2025-10-31,28230.0,28310.0,28740.0,28260.0,28730.0,24223
2025-11-03,27975.0,27975.0,28395.0,27860.0,28310.0,12006
2025-11-04,27600.0,27600.0,28095.0,27540.0,28095.0,12031
2025-11-06,27450.0,27450.0,27690.0,27400.0,27620.0,15109
2025-11-07,27375.0,27375.0,27760.0,27210.0,27400.0,23046
2025-11-10,27090.0,27090.0,27535.0,27035.0,27400.0,32166
2025-11-11,27035.0,27035.0,27250.0,26915.0,27250.0,19431
2025-11-12,27095.0,27095.0,27245.0,26970.0,27245.0,24395
2025-11-13,26995.0,26995.0,27275.0,26950.0,27200.0,14547
2025-11-14,26700.0,26700.0,27090.0,26610.0,26955.0,18167
2025-11-17,26680.0,26680.0,26820.0,26610.0,26820.0,20761
2025-11-18,26420.0,26420.0,26760.0,26300.0,26690.0,36817
2025-11-19,26510.0,26510.0,26630.0,26405.0,26495.0,12630
2025-11-20,26480.0,26480.0,26620.0,26395.0,26520.0,15461
2025-11-21,26480.0,26480.0,26750.0,26420.0,26505.0,15422
2025-11-24,26490.0,26490.0,26540.0,26325.0,26490.0,23404
2025-11-25,26455.0,26455.0,26505.0,26360.0,26490.0,35989
2025-11-26,26935.0,26935.0,26975.0,26480.0,26655.0,16119
2025-11-27,26755.0,26755.0,26945.0,26615.0,26935.0,25657
2025-11-28,26400.0,26400.0,26865.0,26325.0,26780.0,15137
2025-12-01,26415.0,26415.0,26565.0,26320.0,26550.0,16587
2025-12-02,26545.0,26545.0,26645.0,26165.0,26250.0,34844
2025-12-03,26300.0,26300.0,26685.0,26115.0,26645.0,36102
2025-12-04,26450.0,26450.0,26490.0,26180.0,26270.0,9275
2025-12-05,26075.0,26075.0,26455.0,26015.0,26450.0,30319
2025-12-08,26135.0,26135.0,26365.0,26000.0,26000.0,48562
2025-12-09,26100.0,26100.0,26350.0,25750.0,26135.0,117831
2025-12-10,25885.0,25885.0,26095.0,25645.0,26000.0,32453
2025-12-11,26080.0,26080.0,26350.0,25740.0,25745.0,46366
2025-12-12,26285.0,26285.0,26460.0,26100.0,26100.0,23933
2025-12-15,26625.0,26625.0,26720.0,26025.0,26285.0,66214
2025-12-16,25990.0,25990.0,26700.0,25915.0,26680.0,30430
2025-12-17,26045.0,26045.0,26185.0,25900.0,25990.0,64316
2025-12-18,25645.0,25645.0,26090.0,25535.0,26045.0,23636
2025-12-19,25600.0,25600.0,25715.0,25360.0,25490.0,47019
2025-12-22,25710.0,25710.0,25850.0,25605.0,25850.0,13917
2025-12-23,25940.0,25940.0,26150.0,25600.0,25710.0,46538
2025-12-24,26145.0,26145.0,26190.0,25850.0,25945.0,18508
2025-12-26,26420.0,26420.0,26490.0,26070.0,26140.0,46123
2025-12-29,26275.0,26275.0,26450.0,26170.0,26450.0,57381
2025-12-30,26340.0,26340.0,26405.0,26090.0,26275.0,137300
2025-12-31,26575.0,26575.0,26635.0,26270.0,26400.0,24906
2026-01-01,26835.0,26835.0,26865.0,26425.0,26600.0,9497
2026-01-02,27045.0,27045.0,27095.0,26705.0,26775.0,36285
2026-01-05,27645.0,27645.0,27690.0,27070.0,27070.0,23089
2026-01-06,27670.0,27670.0,28090.0,27545.0,27670.0,35574
2026-01-07,27320.0,27320.0,27665.0,27205.0,27560.0,22391
2026-01-08,26850.0,26850.0,27360.0,26780.0,27330.0,17963
2026-01-09,26950.0,26950.0,27085.0,26670.0,26850.0,33316
2026-01-12,27165.0,27165.0,27245.0,26685.0,26965.0,22728
2026-01-13,27155.0,27155.0,27400.0,26920.0,27180.0,16064
2026-01-14,27550.0,27550.0,27670.0,26930.0,26945.0,37405
2026-01-16,27840.0,27840.0,27900.0,27370.0,27550.0,32929
