date_,adj close_shreecem.ns,close_shreecem.ns,high_shreecem.ns,low_shreecem.ns,open_shreecem.ns,volume_shreecem.ns
2024-08-01,27586.603515625,27768.5,27899.80078125,27488.05078125,27825.0,29621
2024-08-02,27116.55078125,27295.349609375,27796.0,27052.599609375,27555.55078125,39746
2024-08-05,26659.01953125,26834.80078125,27049.900390625,26376.05078125,27000.0,75142
2024-08-06,25930.373046875,26101.349609375,27092.599609375,26010.0,26945.0,155613
2024-08-07,24934.19140625,25098.599609375,26694.94921875,24966.0,26100.0,325580
2024-08-08,23985.248046875,24143.400390625,25050.0,24027.44921875,25050.0,251869
2024-08-09,24137.443359375,24296.599609375,24575.0,23850.0,24519.80078125,100935
2024-08-12,24248.462890625,24408.349609375,24456.400390625,24008.44921875,24310.0,96808
2024-08-13,24047.388671875,24205.94921875,24509.25,24140.05078125,24500.0,41826
2024-08-14,24179.515625,24338.94921875,24464.94921875,24011.099609375,24209.44921875,51638
2024-08-16,24481.42578125,24642.849609375,24700.05078125,24279.75,24375.0,39023
2024-08-19,24686.17578125,24848.94921875,24965.900390625,24699.0,24830.30078125,28455
2024-08-20,24568.552734375,24730.55078125,24960.0,24600.0,24960.0,24733
2024-08-21,24645.544921875,24808.05078125,24892.44921875,24672.5,24757.69921875,11582
2024-08-22,24848.5546875,25012.400390625,25224.94921875,24800.44921875,24850.0,25066
2024-08-23,24544.21484375,24706.05078125,25100.0,24637.900390625,25082.400390625,28796
2024-08-26,24743.298828125,24906.44921875,24933.80078125,24602.19921875,24751.0,16730
2024-08-27,24650.66015625,24813.19921875,25049.75,24730.05078125,24906.44921875,23212
2024-08-28,24530.453125,24692.19921875,24900.0,24605.650390625,24820.0,20949
2024-08-29,24658.7578125,24821.349609375,24889.599609375,24540.05078125,24705.55078125,41631
2024-08-30,25315.080078125,25482.0,25561.900390625,24810.0,24811.0,83409
2024-09-02,25260.73828125,25427.30078125,25749.900390625,25260.0,25590.0,60617
2024-09-03,25340.51171875,25507.599609375,25702.349609375,25355.0,25428.0,45076
2024-09-04,25601.9375,25770.75,25866.0,25355.349609375,25400.0,46475
2024-09-05,25494.150390625,25662.25,26280.0,25627.650390625,25770.75,45730
2024-09-06,25442.685546875,25610.44921875,25888.0,25281.05078125,25888.0,36981
2024-09-09,25629.60546875,25798.599609375,25850.94921875,25313.30078125,25552.0,21329
2024-09-10,25556.638671875,25725.150390625,25948.0,25651.05078125,25948.0,18493
2024-09-11,25446.314453125,25614.099609375,25849.900390625,25543.05078125,25725.0,30919
2024-09-12,25849.20703125,26019.650390625,26079.599609375,25623.05078125,25651.0,20307
2024-09-13,25713.55078125,25883.099609375,26144.69921875,25814.69921875,26079.94921875,22521
2024-09-16,25451.578125,25619.400390625,26050.0,25507.69921875,26001.0,18917
2024-09-17,25270.47265625,25437.099609375,25677.599609375,25400.0,25600.0,13175
2024-09-18,24912.38671875,25076.650390625,25496.650390625,24909.099609375,25450.0,28048
2024-09-19,24768.384765625,24931.69921875,25327.25,24690.69921875,25111.0,20392
2024-09-20,24977.0078125,25141.69921875,25272.19921875,24751.0,25000.0,36895
2024-09-23,25788.060546875,25958.099609375,26096.94921875,24952.150390625,25222.0,33984
2024-09-24,25741.916015625,25911.650390625,26200.0,25771.19921875,25958.94921875,23216
2024-09-25,25733.96875,25903.650390625,26053.94921875,25705.400390625,25911.650390625,22774
2024-09-26,25951.98046875,26123.099609375,26195.099609375,25763.5,25900.05078125,24898
2024-09-27,26075.9609375,26247.900390625,26550.0,25942.69921875,26125.0,64958
2024-09-30,26136.564453125,26308.900390625,26448.25,25907.69921875,26149.0,36112
2024-10-01,26349.509765625,26523.25,26580.80078125,26199.30078125,26392.5,27911
2024-10-03,26087.1875,26259.19921875,26698.900390625,25950.30078125,26387.849609375,29136
2024-10-04,25863.662109375,26034.19921875,26500.0,25865.0,26370.099609375,35441
2024-10-07,25210.220703125,25376.44921875,26168.0,25240.55078125,26034.19921875,29707
2024-10-08,25415.3203125,25582.900390625,25639.55078125,25117.900390625,25305.0,26091
2024-10-09,24811.451171875,24975.05078125,25580.94921875,24856.400390625,25580.94921875,55676
2024-10-10,24480.3828125,24641.80078125,25196.900390625,24600.0,25099.94921875,34741
2024-10-11,24177.630859375,24337.05078125,24657.650390625,24219.94921875,24551.0,16368
2024-10-14,24411.23828125,24572.19921875,24598.0,24145.0,24435.0,15627
2024-10-15,24556.580078125,24718.5,24966.75,24581.0,24651.0,25592
2024-10-16,24279.458984375,24439.55078125,24731.0,24262.55078125,24731.0,14359
2024-10-17,24086.28125,24245.099609375,24543.19921875,24050.0,24501.0,18593
2024-10-18,24165.908203125,24325.25,24375.0,24088.05078125,24201.0,6317
2024-10-21,24138.5859375,24297.75,24432.69921875,23999.849609375,24320.400390625,29725
2024-10-22,24274.341796875,24434.400390625,24848.0,24220.0,24220.0,59982
2024-10-23,24548.38671875,24710.25,24844.0,24350.0,24434.400390625,38391
2024-10-24,24901.109375,25065.30078125,25365.400390625,24600.0,24637.599609375,71701
2024-10-25,24793.3203125,24956.80078125,25182.0,24719.599609375,25170.0,34088
2024-10-28,24892.017578125,25056.150390625,25250.0,24956.849609375,24963.0,15081
2024-10-29,25165.8125,25331.75,25385.30078125,24986.099609375,25194.0,13388
2024-10-30,25185.28515625,25351.349609375,25508.400390625,25020.05078125,25100.0,24313
2024-10-31,24907.9140625,25072.150390625,25555.0,24970.599609375,25346.5,44337
2024-11-01,25075.708984375,25241.05078125,25351.0,25083.25,25349.0,609
2024-11-04,24702.419921875,24865.30078125,25400.0,24765.19921875,25241.05078125,12419
2024-11-05,24534.12890625,24695.900390625,25000.0,24601.0,24870.0,8774
2024-11-06,24845.326171875,25009.150390625,25100.0,24697.0,24697.0,6207
2024-11-07,24616.3359375,24778.650390625,25198.0,24706.400390625,25029.5,13470
2024-11-08,24372.294921875,24533.0,24849.05078125,24245.5,24714.94921875,17563
2024-11-11,24258.298828125,24418.25,24562.0,24130.05078125,24500.0,25414
2024-11-12,24213.146484375,24372.80078125,24470.849609375,23500.0,23500.0,84516
2024-11-13,23891.6640625,24049.19921875,24300.19921875,23925.599609375,24300.19921875,34750
2024-11-14,23933.88671875,24091.69921875,24238.349609375,23670.05078125,24049.19921875,40911
2024-11-18,23778.263671875,23935.05078125,24182.400390625,23836.849609375,23984.900390625,8464
2024-11-19,23948.439453125,24106.349609375,24356.75,23850.099609375,23935.0,61232
2024-11-21,23895.2890625,24052.849609375,24439.5,23821.099609375,23939.94921875,18469
2024-11-22,24632.33203125,24794.75,24822.0,24043.650390625,24155.0,13881
2024-11-25,25300.4765625,25467.30078125,25763.0,24962.44921875,24972.30078125,55793
2024-11-26,24817.015625,24980.650390625,25582.05078125,24925.80078125,25501.0,13259
2024-11-27,25255.32421875,25421.849609375,25578.599609375,24803.0,25000.05078125,22143
2024-11-28,25378.263671875,25545.599609375,25660.150390625,25245.80078125,25401.25,25103
2024-11-29,25905.634765625,26076.44921875,26330.0,25563.349609375,25660.0,71555
2024-12-02,26608.55078125,26784.0,27055.0,26000.0,26000.0,38030
2024-12-03,26981.443359375,27159.349609375,27395.0,26784.0,26784.0,31134
2024-12-04,27224.390625,27403.900390625,27521.0,27000.25,27000.25,64106
2024-12-05,26433.703125,26608.0,27510.0,26515.69921875,27510.0,23411
2024-12-06,26899.283203125,27076.650390625,27141.349609375,26515.150390625,26607.0,40294
2024-12-09,26536.27734375,26711.25,27097.0,26453.05078125,27076.0,24896
2024-12-10,26941.654296875,27119.30078125,27196.0,26600.0,26818.05078125,15924
2024-12-11,27126.634765625,27305.5,27551.5,26943.69921875,27200.0,27741
2024-12-12,27050.388671875,27228.75,27373.55078125,27127.400390625,27300.0,7755
2024-12-13,27410.7109375,27591.44921875,27687.94921875,27094.349609375,27200.0,20464
2024-12-16,27907.236328125,28091.25,28115.0,27502.0,27502.0,37442
2024-12-17,28166.478515625,28352.19921875,28494.900390625,27960.599609375,28110.0,46165
2024-12-18,27725.982421875,27908.80078125,28381.44921875,27851.0,28320.0,12410
2024-12-19,27436.193359375,27617.099609375,27896.94921875,27433.400390625,27548.94921875,8746
2024-12-20,26886.220703125,27063.5,27786.0,27000.0,27701.0,21938
2024-12-23,27021.728515625,27199.900390625,27383.94921875,26940.599609375,27131.150390625,57436
2024-12-24,26532.751953125,26707.69921875,27378.80078125,26627.69921875,27186.099609375,58697
2024-12-26,26170.142578125,26342.69921875,26870.900390625,26236.80078125,26774.349609375,39157
2024-12-27,25878.365234375,26049.0,26440.849609375,25864.650390625,26355.0,15086
2024-12-30,25621.41015625,25790.349609375,26449.0,25545.400390625,25990.0,98314
2024-12-31,25525.890625,25694.19921875,26050.0,25637.25,25710.05078125,9098
2025-01-01,25337.18359375,25504.25,25899.900390625,25176.099609375,25710.349609375,16145
2025-01-02,26515.06640625,26689.900390625,26750.94921875,25587.69921875,25764.19921875,41231
2025-01-03,25925.306640625,26096.25,26955.0,26001.0,26850.94921875,27472
2025-01-06,25738.884765625,25908.599609375,26327.94921875,25780.75,26121.0,32735
2025-01-07,25833.5625,26003.900390625,26300.0,25782.599609375,25999.900390625,20692
2025-01-08,25856.955078125,26027.44921875,26249.94921875,25798.55078125,26130.0,18111
2025-01-09,25791.73828125,25961.80078125,26072.0,25670.05078125,26000.0,26639
2025-01-10,25569.701171875,25738.30078125,26061.75,25550.05078125,25950.0,29569
2025-01-13,24711.560546875,24874.5,25499.900390625,24817.80078125,25427.599609375,39339
2025-01-14,24965.583984375,25130.19921875,25301.0,24870.05078125,24874.5,12486
2025-01-15,25128.908203125,25294.599609375,25383.69921875,25068.30078125,25280.19921875,35010
2025-01-16,25250.951171875,25417.44921875,25794.0,25305.0,25350.0,14703
2025-01-17,25149.619140625,25315.44921875,25637.94921875,25205.5,25350.0,21618
2025-01-20,24981.28125,25146.0,25315.44921875,24967.55078125,25315.44921875,15923
2025-01-21,24922.41796875,25086.75,25550.0,25010.099609375,25107.599609375,15268
2025-01-22,25126.87109375,25292.55078125,25428.0,25025.400390625,25105.099609375,27398
2025-01-23,25756.966796875,25926.80078125,26025.0,25182.19921875,25200.0,58591
2025-01-24,25614.255859375,25783.150390625,26393.400390625,25646.80078125,25926.80078125,31358
2025-01-27,24966.77734375,25131.400390625,25744.5,24862.55078125,25600.0,42809
2025-01-28,25862.470703125,26033.0,26290.25,25069.94921875,25150.0,33890
2025-01-29,26476.76953125,26651.349609375,27074.30078125,25896.0,26033.0,37297
2025-01-30,26654.74609375,26830.5,27374.0,26550.94921875,26670.0,32714
2025-01-31,27613.822265625,27795.900390625,28000.0,26682.650390625,27124.0,48056
2025-02-01,27184.50390625,27363.75,27943.849609375,26419.75,27918.94921875,30109
2025-02-03,27374.84765625,27555.349609375,27723.44921875,26856.55078125,27000.0,31317
2025-02-04,27750.423828125,27933.400390625,28029.849609375,27349.75,27600.0,22726
2025-02-05,28266.6484375,28402.099609375,28598.44921875,27735.19921875,27899.0,28456
2025-02-06,27689.86328125,27822.55078125,28401.80078125,27731.69921875,28401.80078125,14552
2025-02-07,28114.37890625,28249.099609375,28430.0,27867.349609375,27900.0,70630
2025-02-10,27910.306640625,28044.05078125,28500.0,27935.849609375,28308.0,13510
2025-02-11,27856.263671875,27989.75,28445.400390625,27785.44921875,28150.0,69686
2025-02-12,28100.396484375,28235.05078125,28350.0,27352.400390625,27800.0,18436
2025-02-13,28090.39453125,28225.0,28750.0,28113.25,28300.30078125,22179
2025-02-14,28419.865234375,28556.05078125,28748.30078125,27911.0,28500.0,64359
2025-02-17,28174.142578125,28309.150390625,28500.0,28118.150390625,28490.0,33067
2025-02-18,28225.943359375,28361.19921875,28447.599609375,28007.650390625,28330.0,22494
2025-02-19,28518.4921875,28655.150390625,28800.0,28260.650390625,28351.0,15671
2025-02-20,28360.84765625,28496.75,28900.0,28288.099609375,28650.0,23853
2025-02-21,28270.23046875,28405.69921875,28592.80078125,28179.44921875,28407.599609375,13779
2025-02-24,28157.470703125,28292.400390625,28474.849609375,28186.150390625,28301.0,11442
2025-02-25,28062.97265625,28197.44921875,28589.0,28029.0,28244.0,31625
2025-02-27,28171.40625,28306.400390625,28510.0,27741.55078125,28101.0,53283
2025-02-28,27153.880859375,27284.0,28172.0,27002.19921875,28108.349609375,71987
2025-03-03,27546.8984375,27678.900390625,27808.650390625,27270.0,27284.0,39731
2025-03-04,27232.8515625,27363.349609375,27625.099609375,27151.05078125,27362.5,74924
2025-03-05,28021.173828125,28155.44921875,28231.099609375,27159.5,27440.0,30701
2025-03-06,27927.921875,28061.75,28548.0,27974.650390625,28200.0,22246
2025-03-07,27851.736328125,27985.19921875,28477.0,27900.05078125,28061.75,15712
2025-03-10,27750.669921875,27883.650390625,28351.0,27780.900390625,27985.19921875,15735
2025-03-11,27803.765625,27937.0,28190.900390625,27581.44921875,27581.44921875,13576
2025-03-12,27399.703125,27531.0,28200.0,27251.05078125,28100.0,30641
2025-03-13,27364.0234375,27495.150390625,27737.55078125,27400.0,27737.55078125,17124
2025-03-17,27602.33203125,27734.599609375,28031.599609375,27373.349609375,27495.150390625,54828
2025-03-18,27602.33203125,27734.599609375,27734.599609375,27734.599609375,27734.599609375,0
2025-03-19,28391.798828125,28527.849609375,28691.099609375,27755.0,27850.0,35602
2025-03-20,28492.31640625,28628.849609375,28799.900390625,28177.650390625,28744.0,25300
2025-03-21,28849.158203125,28987.400390625,29320.0,28642.099609375,28799.0,63982
2025-03-24,29302.236328125,29442.650390625,29644.599609375,28931.0,29050.0,20004
2025-03-25,29403.154296875,29544.05078125,30175.0,29447.900390625,29700.0,79264
2025-03-26,29788.35546875,29931.099609375,30032.900390625,29451.0,29555.099609375,24799
2025-03-27,30002.6796875,30146.44921875,30498.0,29731.099609375,29931.099609375,71437
2025-03-28,30357.478515625,30502.94921875,31237.94921875,30438.55078125,30700.0,58593
2025-04-01,30102.154296875,30246.400390625,30609.44921875,30057.150390625,30546.150390625,19571
2025-04-02,30129.025390625,30273.400390625,30499.0,30037.05078125,30498.80078125,52150
2025-04-03,30754.626953125,30902.0,31139.94921875,29900.05078125,30000.0,26224
2025-04-04,30548.1171875,30694.5,31000.0,30513.5,30902.0,14821
2025-04-07,29609.6640625,29751.55078125,30247.900390625,29390.0,29600.30078125,54086
2025-04-08,30288.0625,30433.19921875,30594.94921875,30165.80078125,30247.0,42775
2025-04-09,30225.412109375,30370.25,30638.05078125,30128.94921875,30409.05078125,39073
2025-04-11,29964.36328125,30107.94921875,30709.94921875,29755.0,30638.0,32572
2025-04-15,30976.5625,31125.0,31245.0,30155.0,31000.0,39498
2025-04-16,30653.11328125,30800.0,31290.0,30590.0,31000.0,25525
2025-04-17,30852.158203125,31000.0,31090.0,30525.0,30795.0,36538
2025-04-21,31006.419921875,31155.0,31415.0,30720.0,31000.0,28359
2025-04-22,30762.587890625,30910.0,31385.0,30800.0,31290.0,45981
2025-04-23,30220.1875,30365.0,31135.0,30280.0,30910.0,27170
2025-04-24,30558.564453125,30705.0,30850.0,30260.0,30535.0,55566
2025-04-25,30394.353515625,30540.0,30990.0,29955.0,30990.0,26946
2025-04-28,30255.021484375,30400.0,30830.0,30330.0,30540.0,22491
2025-04-29,29881.80859375,30025.0,30780.0,29690.0,30780.0,25432
2025-04-30,29568.310546875,29710.0,30430.0,29540.0,30190.0,22258
2025-05-02,29140.361328125,29280.0,29825.0,28980.0,29710.0,17300
2025-05-05,29329.45703125,29470.0,29625.0,29335.0,29340.0,14607
2025-05-06,29344.384765625,29485.0,29925.0,29370.0,29620.0,28266
2025-05-07,29428.978515625,29570.0,29620.0,29035.0,29035.0,11379
2025-05-08,29269.740234375,29410.0,29750.0,29100.0,29695.0,44201
2025-05-09,29090.599609375,29230.0,29580.0,28720.0,29075.0,24760
2025-05-12,29991.283203125,30135.0,30240.0,29610.0,29610.0,13032
2025-05-13,30001.236328125,30145.0,30445.0,29650.0,30210.0,39445
2025-05-14,30473.970703125,30620.0,30910.0,30110.0,30295.0,98120
2025-05-15,31250.251953125,31400.0,31835.0,30895.0,30990.0,172193
2025-05-16,31464.224609375,31615.0,31720.0,31005.0,31400.0,34222
2025-05-19,31449.296875,31600.0,31650.0,31190.0,31615.0,28500
2025-05-20,31374.654296875,31525.0,31920.0,31310.0,31310.0,29706
2025-05-21,31339.822265625,31490.0,31800.0,31385.0,31500.0,31519
2025-05-22,31260.203125,31410.0,31650.0,31305.0,31490.0,34673
2025-05-23,31344.798828125,31495.0,31820.0,31390.0,31430.0,19027
2025-05-26,30951.681640625,31100.0,31695.0,31000.0,31495.0,15503
2025-05-27,30802.3984375,30950.0,31330.0,30760.0,31330.0,37923
2025-05-28,29752.4296875,29895.0,31230.0,29825.0,31230.0,34686
2025-05-29,29772.333984375,29915.0,30020.0,29615.0,29900.0,50069
2025-05-30,29453.859375,29595.0,30075.0,29480.0,29950.0,65782
2025-06-02,29269.740234375,29410.0,29785.0,29190.0,29785.0,25260
