date_,adj close_havells.ns,close_havells.ns,high_havells.ns,low_havells.ns,open_havells.ns,volume_havells.ns
2024-02-28,1519.67822265625,1534.3499755859375,1550.0,1471.199951171875,1479.0,6273879
2024-02-29,1516.70703125,1531.3499755859375,1540.3499755859375,1511.0,1532.050048828125,1253651
2024-03-01,1501.1075439453125,1515.5999755859375,1536.199951171875,1506.0,1528.949951171875,802788
2024-03-04,1539.0908203125,1553.949951171875,1588.0,1532.0,1588.0,1390941
2024-03-05,1525.4228515625,1540.1500244140625,1558.0,1526.0,1558.0,1243789
2024-03-06,1503.1873779296875,1517.699951171875,1571.0,1508.0,1570.0,1660233
2024-03-07,1528.3941650390625,1543.1500244140625,1562.800048828125,1515.050048828125,1518.0,1462696
2024-03-11,1527.70068359375,1542.449951171875,1561.3499755859375,1533.1500244140625,1543.1500244140625,766416
2024-03-12,1487.6375732421875,1502.0,1550.0,1498.6500244140625,1537.0,565010
2024-03-13,1459.954833984375,1474.050048828125,1544.1500244140625,1464.050048828125,1508.050048828125,1611966
2024-03-14,1502.444580078125,1516.949951171875,1524.699951171875,1458.050048828125,1474.050048828125,848225
2024-03-15,1468.1259765625,1482.300048828125,1520.300048828125,1476.050048828125,1514.8499755859375,1050296
2024-03-18,1487.291015625,1501.6500244140625,1505.5999755859375,1470.800048828125,1482.3499755859375,392071
2024-03-19,1443.3155517578125,1457.25,1500.0,1450.0,1500.0,563152
2024-03-20,1447.2276611328125,1461.199951171875,1465.949951171875,1435.050048828125,1460.0,487253
2024-03-21,1470.8497314453125,1485.050048828125,1491.550048828125,1465.4000244140625,1467.5,434617
2024-03-22,1455.20068359375,1469.25,1494.699951171875,1465.050048828125,1485.0,416340
2024-03-26,1473.325927734375,1487.550048828125,1495.949951171875,1449.0,1450.0,764041
2024-03-27,1474.1676025390625,1488.4000244140625,1505.0,1479.4000244140625,1488.0999755859375,973040
2024-03-28,1500.5133056640625,1515.0,1525.0,1480.5999755859375,1488.4000244140625,924279
2024-04-01,1499.9683837890625,1514.449951171875,1539.0,1510.75,1529.0,1111418
2024-04-02,1529.384521484375,1544.1500244140625,1558.199951171875,1516.75,1520.050048828125,3136602
2024-04-03,1535.7232666015625,1550.550048828125,1561.9000244140625,1522.0,1550.0,1132164
2024-04-04,1524.0361328125,1538.75,1559.949951171875,1532.5999755859375,1559.9000244140625,797587
2024-04-05,1535.277587890625,1550.0999755859375,1553.0,1532.3499755859375,1539.0,786786
2024-04-08,1515.518310546875,1530.1500244140625,1582.0,1525.949951171875,1563.0,1851259
2024-04-09,1498.235107421875,1512.699951171875,1537.199951171875,1506.9000244140625,1534.0,1062855
2024-04-10,1486.9443359375,1501.300048828125,1520.0,1495.5,1516.0,1384698
2024-04-12,1496.204833984375,1510.6500244140625,1537.550048828125,1488.3499755859375,1500.5999755859375,1466807
2024-04-15,1487.241455078125,1501.5999755859375,1519.0,1476.0,1490.0,900584
2024-04-16,1467.8287353515625,1482.0,1506.0,1473.449951171875,1497.0,1521805
2024-04-18,1479.4168701171875,1493.699951171875,1530.0,1485.949951171875,1500.0,1182191
2024-04-19,1487.34033203125,1501.699951171875,1516.199951171875,1453.949951171875,1472.25,628014
2024-04-22,1535.92138671875,1550.75,1563.5999755859375,1507.0,1517.050048828125,1567505
2024-04-23,1533.148193359375,1547.949951171875,1561.800048828125,1540.0,1553.8499755859375,966466
2024-04-24,1553.10546875,1568.0999755859375,1578.9000244140625,1547.9000244140625,1547.949951171875,1214213
2024-04-25,1545.67724609375,1560.5999755859375,1574.9000244140625,1553.199951171875,1569.0,1076657
2024-04-26,1624.3675537109375,1640.050048828125,1652.699951171875,1568.25,1568.699951171875,4166048
2024-04-29,1628.725341796875,1644.449951171875,1660.5,1631.449951171875,1656.5,1115405
2024-04-30,1648.0885009765625,1664.0,1688.0,1625.5,1625.5,2511176
2024-05-02,1651.7037353515625,1667.6500244140625,1706.8499755859375,1650.050048828125,1686.0,2985962
2024-05-03,1647.642822265625,1663.550048828125,1699.75,1648.550048828125,1678.050048828125,1770873
2024-05-06,1659.181396484375,1675.199951171875,1694.0,1666.699951171875,1669.949951171875,1372662
2024-05-07,1656.952880859375,1672.949951171875,1703.0,1662.0,1678.0,1702335
2024-05-08,1674.97900390625,1691.1500244140625,1699.0,1656.199951171875,1670.949951171875,1420666
2024-05-09,1657.5472412109375,1673.550048828125,1705.0,1665.75,1692.0,1304325
2024-05-10,1670.620849609375,1686.75,1695.0,1661.199951171875,1675.0,802843
2024-05-13,1686.121337890625,1702.4000244140625,1714.9000244140625,1675.5999755859375,1689.8499755859375,1539023
2024-05-14,1712.5660400390625,1729.0999755859375,1744.449951171875,1703.0,1703.0,1980463
2024-05-15,1737.37646484375,1754.1500244140625,1757.199951171875,1730.0,1740.0,1043231
2024-05-16,1760.7012939453125,1777.699951171875,1785.0,1752.199951171875,1756.0,1134916
2024-05-17,1796.3074951171875,1813.6500244140625,1820.0,1777.25,1790.0,1217585
2024-05-21,1848.998779296875,1866.8499755859375,1874.5999755859375,1822.800048828125,1825.0,2054011
2024-05-22,1825.327392578125,1842.949951171875,1876.4000244140625,1832.300048828125,1876.4000244140625,1042740
2024-05-23,1836.4202880859375,1854.1500244140625,1857.449951171875,1824.0,1839.1500244140625,1157389
2024-05-24,1871.7789306640625,1889.8499755859375,1925.0,1843.75,1851.0,1864447
2024-05-27,1869.2532958984375,1887.300048828125,1919.5,1870.050048828125,1899.0,998013
2024-05-28,1867.718017578125,1885.75,1907.0,1876.1500244140625,1890.6500244140625,1180720
2024-05-29,1875.4434814453125,1893.550048828125,1909.800048828125,1869.300048828125,1889.5,831300
2024-05-30,1842.80859375,1860.5999755859375,1904.800048828125,1854.4000244140625,1892.4000244140625,1204505
2024-05-31,1895.173583984375,1907.300048828125,1950.050048828125,1856.0999755859375,1872.550048828125,2634560
2024-06-03,1867.3516845703125,1879.300048828125,1985.4000244140625,1866.6500244140625,1980.0,1184715
2024-06-04,1761.7274169921875,1773.0,1877.949951171875,1711.25,1874.0,1810438
2024-06-05,1781.401611328125,1792.800048828125,1817.0,1750.0,1774.050048828125,1855495
2024-06-06,1828.0032958984375,1839.699951171875,1875.0,1810.0,1810.0,2087804
2024-06-07,1843.5538330078125,1855.3499755859375,1861.800048828125,1823.449951171875,1840.4000244140625,1165761
2024-06-10,1845.0443115234375,1856.8499755859375,1885.9000244140625,1846.550048828125,1860.0,790525
2024-06-11,1821.1968994140625,1832.8499755859375,1870.8499755859375,1826.0,1860.0,1206884
2024-06-12,1818.613525390625,1830.25,1849.699951171875,1820.0,1836.0,704224
2024-06-13,1826.81103515625,1838.5,1853.050048828125,1832.300048828125,1851.0,1607614
2024-06-14,1827.8046875,1839.5,1873.0,1835.300048828125,1864.949951171875,2791525
2024-06-18,1816.576416015625,1828.199951171875,1853.550048828125,1824.0,1831.5,3521095
2024-06-19,1804.1063232421875,1815.6500244140625,1840.0,1807.199951171875,1836.199951171875,1261356
2024-06-20,1806.739501953125,1818.300048828125,1825.9000244140625,1805.6500244140625,1818.050048828125,1036750
2024-06-21,1875.0523681640625,1887.050048828125,1924.9000244140625,1818.050048828125,1832.550048828125,3596315
2024-06-24,1899.694580078125,1911.8499755859375,1935.0,1883.5,1891.0,2485454
2024-06-25,1904.662841796875,1916.8499755859375,1968.949951171875,1911.3499755859375,1915.0,1895230
2024-06-26,1906.1036376953125,1918.300048828125,1945.3499755859375,1901.199951171875,1901.199951171875,1011884
2024-06-27,1841.06982421875,1852.8499755859375,1918.300048828125,1844.4000244140625,1915.4000244140625,2145795
2024-06-28,1810.8133544921875,1822.4000244140625,1869.449951171875,1812.5999755859375,1863.0,1799112
2024-07-01,1812.3038330078125,1823.9000244140625,1874.0,1817.0,1821.550048828125,1346860
2024-07-02,1803.162353515625,1814.699951171875,1831.949951171875,1806.75,1830.0,1235074
2024-07-03,1866.9541015625,1878.9000244140625,1884.0,1814.699951171875,1814.699951171875,1890144
2024-07-04,1870.630615234375,1882.5999755859375,1908.9000244140625,1875.0999755859375,1887.5,738610
2024-07-05,1881.6103515625,1893.6500244140625,1904.25,1874.0,1882.3499755859375,474114
2024-07-08,1874.2076416015625,1886.199951171875,1904.800048828125,1866.6500244140625,1904.800048828125,625411
2024-07-09,1908.8363037109375,1921.050048828125,1938.9000244140625,1866.0,1897.0,1106006
2024-07-10,1917.1827392578125,1929.449951171875,1945.0,1898.4000244140625,1934.949951171875,692263
2024-07-11,1907.792724609375,1920.0,1949.699951171875,1915.199951171875,1946.0,584446
2024-07-12,1896.316162109375,1908.449951171875,1929.0,1897.8499755859375,1920.1500244140625,525200
2024-07-15,1879.6727294921875,1891.699951171875,1939.0999755859375,1881.5,1913.0,483219
2024-07-16,1863.4764404296875,1875.4000244140625,1910.0,1870.0,1896.0,1213886
2024-07-18,1850.8074951171875,1862.6500244140625,1915.800048828125,1821.050048828125,1880.0,3379348
2024-07-19,1757.2559814453125,1768.5,1894.0,1765.0,1870.0,1992696
2024-07-22,1757.4547119140625,1768.699951171875,1784.949951171875,1740.550048828125,1768.0,1315829
2024-07-23,1750.946533203125,1762.1500244140625,1774.949951171875,1687.550048828125,1772.949951171875,1604569
2024-07-24,1780.3582763671875,1791.75,1799.449951171875,1753.25,1762.0,852488
2024-07-25,1815.1854248046875,1826.800048828125,1840.0,1774.699951171875,1786.0,1449713
2024-07-26,1826.9600830078125,1838.6500244140625,1856.800048828125,1826.050048828125,1846.0,814890
2024-07-29,1825.9166259765625,1837.5999755859375,1862.6500244140625,1832.0999755859375,1855.0,838188
2024-07-30,1804.25537109375,1815.800048828125,1844.6500244140625,1812.0,1837.5999755859375,875642
2024-07-31,1838.0888671875,1849.8499755859375,1857.5999755859375,1819.0999755859375,1823.0,831749
2024-08-01,1826.3638916015625,1838.050048828125,1865.0,1822.449951171875,1857.5,504762
2024-08-02,1807.9317626953125,1819.5,1839.0,1807.4000244140625,1822.0,670205
2024-08-05,1772.9556884765625,1784.300048828125,1806.199951171875,1765.0999755859375,1765.0999755859375,970438
2024-08-06,1778.07275390625,1789.449951171875,1812.0,1781.550048828125,1783.0,656243
2024-08-07,1812.7509765625,1824.3499755859375,1829.25,1793.449951171875,1805.0,352266
2024-08-08,1774.1976318359375,1785.550048828125,1832.9000244140625,1781.800048828125,1825.0,811391
2024-08-09,1787.9595947265625,1799.4000244140625,1807.550048828125,1791.0,1803.0,789272
2024-08-12,1798.5419921875,1810.050048828125,1821.4000244140625,1790.550048828125,1791.0,618188
2024-08-13,1813.943359375,1825.550048828125,1844.949951171875,1803.800048828125,1815.0,810978
2024-08-14,1834.213623046875,1845.949951171875,1851.1500244140625,1808.0,1831.0,648490
2024-08-16,1864.5196533203125,1876.449951171875,1890.9000244140625,1852.5,1871.0,1620998
2024-08-19,1869.8853759765625,1881.8499755859375,1897.300048828125,1870.0,1886.0,622654
2024-08-20,1877.6854248046875,1889.699951171875,1902.550048828125,1866.0,1888.9000244140625,964261
2024-08-21,1908.33935546875,1920.550048828125,1925.0,1882.449951171875,1890.0,948150
2024-08-22,1883.59765625,1895.6500244140625,1924.0,1893.550048828125,1924.0,767704
2024-08-23,1872.6676025390625,1884.6500244140625,1908.0,1877.0,1895.6500244140625,543897
2024-08-26,1899.9429931640625,1912.0999755859375,1916.3499755859375,1880.3499755859375,1882.0999755859375,580249
2024-08-27,1883.1505126953125,1895.199951171875,1957.449951171875,1891.9000244140625,1919.9000244140625,1032266
2024-08-28,1878.5797119140625,1890.5999755859375,1905.8499755859375,1878.0,1899.0,766452
2024-08-29,1881.212890625,1893.25,1902.0,1863.550048828125,1893.0,636198
2024-08-30,1887.2740478515625,1899.3499755859375,1921.5,1888.0,1888.0,1562361
2024-09-02,1873.412841796875,1885.4000244140625,1920.0,1880.0999755859375,1920.0,663594
2024-09-03,1889.8575439453125,1901.949951171875,1910.0,1882.0,1890.0,593605
2024-09-04,1889.211669921875,1901.300048828125,1916.0,1878.5,1897.949951171875,573554
2024-09-05,1867.5006103515625,1879.449951171875,1916.0,1860.0,1916.0,544961
2024-09-06,1860.44580078125,1872.3499755859375,1888.449951171875,1860.199951171875,1877.0999755859375,788707
2024-09-09,1880.368408203125,1892.4000244140625,1900.0,1859.050048828125,1872.3499755859375,422565
2024-09-10,1910.227294921875,1922.449951171875,1942.0,1894.0999755859375,1894.0999755859375,1335774
2024-09-11,1945.15380859375,1957.5999755859375,1968.0,1924.949951171875,1925.0,1175514
2024-09-12,1983.70703125,1996.4000244140625,2000.949951171875,1970.300048828125,1975.9000244140625,1824365
2024-09-13,1975.41015625,1988.050048828125,2023.0,1974.0,2001.0,1147593
2024-09-16,1977.2484130859375,1989.9000244140625,2008.949951171875,1984.5,1987.75,324013
2024-09-17,1993.7926025390625,2006.550048828125,2009.949951171875,1973.0,1995.0,596475
2024-09-18,1975.1617431640625,1987.800048828125,2008.75,1977.0999755859375,2008.75,427477
2024-09-19,1985.89306640625,1998.5999755859375,2002.0,1967.5999755859375,1987.800048828125,757558
2024-09-20,2035.0784912109375,2048.10009765625,2058.85009765625,1990.0,2000.0,1360503
2024-09-23,2069.16015625,2082.39990234375,2106.0,2051.0,2057.0,1311899
2024-09-24,2055.000732421875,2068.14990234375,2087.0,2054.050048828125,2087.0,1097815
2024-09-25,2048.49267578125,2061.60009765625,2072.949951171875,2034.699951171875,2062.0,676261
2024-09-26,2009.1939697265625,2022.050048828125,2061.60009765625,1991.8499755859375,2061.60009765625,1227890
2024-09-27,2018.38525390625,2031.300048828125,2037.0,2000.550048828125,2037.0,1325848
2024-09-30,2000.1021728515625,2012.9000244140625,2060.0,2007.449951171875,2035.0,749912
2024-10-01,1987.08544921875,1999.800048828125,2065.39990234375,1970.550048828125,2020.0,860908
2024-10-03,1960.3565673828125,1972.9000244140625,2009.949951171875,1919.550048828125,1959.0,1327472
2024-10-04,1922.15087890625,1934.449951171875,1983.550048828125,1928.9000244140625,1968.949951171875,1379482
2024-10-07,1902.4271240234375,1914.5999755859375,1950.0,1900.949951171875,1944.0,731944
2024-10-08,1936.0618896484375,1948.449951171875,1954.699951171875,1910.0,1914.0,1086748
2024-10-09,1916.4375,1928.699951171875,1971.800048828125,1920.300048828125,1934.0999755859375,1281595
2024-10-10,1925.9764404296875,1938.300048828125,1959.3499755859375,1930.300048828125,1941.0,517804
2024-10-11,1926.1751708984375,1938.5,1947.0,1928.5,1944.449951171875,329385
2024-10-14,1927.9140625,1940.25,1960.0,1933.3499755859375,1939.1500244140625,505739
2024-10-15,1922.3992919921875,1934.699951171875,1951.9000244140625,1921.5999755859375,1951.9000244140625,484293
2024-10-16,1926.97021484375,1939.300048828125,1970.0,1914.949951171875,1934.050048828125,646184
2024-10-17,1794.070556640625,1805.550048828125,1946.050048828125,1785.800048828125,1945.0,3142978
2024-10-18,1837.939697265625,1849.699951171875,1865.0,1763.6500244140625,1805.550048828125,2638593
2024-10-21,1801.1749267578125,1812.699951171875,1865.0,1801.699951171875,1855.0,920339
2024-10-22,1759.5413818359375,1770.800048828125,1819.449951171875,1761.5,1812.699951171875,1400528
2024-10-23,1738.6749267578125,1749.800048828125,1776.75,1746.5,1775.0,1457260
2024-10-24,1712.343505859375,1723.300048828125,1759.0,1705.050048828125,1758.800048828125,1229222
2024-10-25,1684.173583984375,1694.949951171875,1730.3499755859375,1677.0999755859375,1723.5,720139
2024-10-28,1657.79248046875,1668.4000244140625,1709.6500244140625,1661.0999755859375,1705.0,694254
2024-10-29,1661.5682373046875,1672.199951171875,1683.050048828125,1646.300048828125,1677.9000244140625,1036926
2024-10-30,1651.9300537109375,1662.5,1685.0,1650.199951171875,1674.0,1154994
2024-10-31,1627.9832763671875,1638.4000244140625,1679.0999755859375,1632.5999755859375,1662.5,1787940
2024-11-01,1636.8267822265625,1647.300048828125,1656.5,1642.699951171875,1655.0,64766
2024-11-04,1617.947509765625,1628.300048828125,1652.9000244140625,1606.5,1652.9000244140625,854857
2024-11-05,1623.1640625,1633.550048828125,1640.800048828125,1590.0,1625.0,1191485
2024-11-06,1664.4996337890625,1675.1500244140625,1684.9000244140625,1635.1500244140625,1648.0,980220
2024-11-07,1655.4573974609375,1666.050048828125,1700.050048828125,1645.550048828125,1700.0,944499
2024-11-08,1650.091796875,1660.6500244140625,1671.449951171875,1645.199951171875,1662.0,743428
2024-11-11,1631.3118896484375,1641.75,1665.550048828125,1632.0,1655.0,511576
2024-11-12,1593.205810546875,1603.4000244140625,1655.449951171875,1599.3499755859375,1643.949951171875,538309
2024-11-13,1603.837646484375,1614.0999755859375,1622.0,1586.75,1600.0,723526
2024-11-14,1608.5574951171875,1618.8499755859375,1637.25,1597.550048828125,1615.0,717761
2024-11-18,1608.7562255859375,1619.050048828125,1634.300048828125,1601.699951171875,1619.0,458137
2024-11-19,1622.3194580078125,1632.699951171875,1663.949951171875,1618.4000244140625,1622.949951171875,575229
2024-11-21,1625.69775390625,1636.0999755859375,1639.449951171875,1611.4000244140625,1624.949951171875,739900
2024-11-22,1655.2091064453125,1665.800048828125,1676.0,1631.550048828125,1636.5,740554
2024-11-25,1697.289794921875,1708.1500244140625,1728.0,1686.699951171875,1689.9000244140625,2342379
2024-11-26,1700.3203125,1711.199951171875,1726.949951171875,1686.9000244140625,1708.0,941525
2024-11-27,1717.7587890625,1728.75,1733.9000244140625,1692.9000244140625,1712.300048828125,1127424
2024-11-28,1706.6796875,1717.5999755859375,1742.4000244140625,1707.9000244140625,1737.0,886719
2024-11-29,1707.0771484375,1718.0,1727.949951171875,1702.199951171875,1717.5999755859375,640326
2024-12-02,1728.2913818359375,1739.3499755859375,1741.3499755859375,1709.050048828125,1726.9000244140625,512799
2024-12-03,1746.02783203125,1757.199951171875,1760.699951171875,1738.699951171875,1739.25,891519
2024-12-04,1721.6339111328125,1732.6500244140625,1763.9000244140625,1719.3499755859375,1763.9000244140625,603018
2024-12-05,1735.594482421875,1746.699951171875,1750.0999755859375,1715.0,1734.0,961207
2024-12-06,1727.6951904296875,1738.75,1772.0,1735.699951171875,1750.550048828125,698889
2024-12-09,1693.861572265625,1704.699951171875,1737.949951171875,1701.4000244140625,1730.0999755859375,805098
2024-12-10,1698.13427734375,1709.0,1718.949951171875,1699.949951171875,1704.800048828125,1160263
2024-12-11,1741.109375,1752.25,1759.9000244140625,1705.949951171875,1713.949951171875,540835
2024-12-12,1746.7730712890625,1757.949951171875,1764.550048828125,1737.25,1759.949951171875,713475
2024-12-13,1746.673828125,1757.8499755859375,1782.6500244140625,1740.4000244140625,1764.800048828125,900553
2024-12-16,1757.55419921875,1768.800048828125,1775.0,1756.5,1757.8499755859375,620774
2024-12-17,1721.3856201171875,1732.4000244140625,1771.199951171875,1720.0,1768.0,756251
2024-12-18,1686.26025390625,1697.050048828125,1734.800048828125,1690.949951171875,1725.0,704084
2024-12-19,1682.3851318359375,1693.1500244140625,1715.199951171875,1675.1500244140625,1684.0,997730
2024-12-20,1646.8624267578125,1657.4000244140625,1712.9000244140625,1650.0,1693.1500244140625,735134
2024-12-23,1650.2904052734375,1660.8499755859375,1681.5,1653.4000244140625,1668.050048828125,281353
2024-12-24,1663.5059814453125,1674.1500244140625,1691.0,1655.699951171875,1661.0,409597
2024-12-26,1665.7415771484375,1676.4000244140625,1682.6500244140625,1656.699951171875,1673.050048828125,255748
2024-12-27,1639.41015625,1649.9000244140625,1689.6500244140625,1646.1500244140625,1670.550048828125,548906
2024-12-30,1640.40380859375,1650.9000244140625,1663.0,1633.4000244140625,1646.25,2215585
2024-12-31,1664.4498291015625,1675.0999755859375,1686.449951171875,1647.0,1649.0,614282
2025-01-01,1669.41796875,1680.0999755859375,1686.0,1666.550048828125,1676.5999755859375,353971
2025-01-02,1690.5826416015625,1701.4000244140625,1705.0,1669.550048828125,1683.9000244140625,707455
2025-01-03,1689.1915283203125,1700.0,1721.199951171875,1690.300048828125,1715.0,482170
2025-01-06,1635.6839599609375,1646.1500244140625,1704.699951171875,1639.1500244140625,1701.0,442325
2025-01-07,1625.648193359375,1636.050048828125,1665.9000244140625,1626.4000244140625,1647.5,527750
2025-01-08,1633.2493896484375,1643.699951171875,1649.199951171875,1613.550048828125,1635.550048828125,704620
2025-01-09,1619.8353271484375,1630.199951171875,1648.5,1616.050048828125,1643.699951171875,1034497
2025-01-10,1590.0758056640625,1600.25,1643.699951171875,1591.0,1630.199951171875,936502
2025-01-13,1522.3094482421875,1532.050048828125,1588.949951171875,1521.25,1580.199951171875,1242457
2025-01-14,1515.30419921875,1525.0,1555.550048828125,1507.5999755859375,1535.0,2260391
2025-01-15,1517.24169921875,1526.949951171875,1539.199951171875,1506.699951171875,1529.0,1668330
2025-01-16,1548.3427734375,1558.25,1571.949951171875,1525.1500244140625,1534.8499755859375,1557265
2025-01-17,1564.1912841796875,1574.199951171875,1616.25,1534.0,1539.949951171875,4102106
2025-01-20,1590.9202880859375,1601.0999755859375,1624.949951171875,1576.0,1600.0,1349467
2025-01-21,1566.5264892578125,1576.550048828125,1615.0,1571.0,1609.0,1195387
2025-01-22,1547.6988525390625,1553.6500244140625,1576.5,1535.550048828125,1574.949951171875,820772
2025-01-23,1589.1893310546875,1595.300048828125,1605.0,1538.699951171875,1548.0999755859375,872416
2025-01-24,1517.365478515625,1523.199951171875,1605.949951171875,1517.550048828125,1595.300048828125,999025
2025-01-27,1500.0322265625,1505.800048828125,1523.199951171875,1491.5,1520.300048828125,912320
2025-01-28,1487.0321044921875,1492.75,1518.0,1481.449951171875,1507.199951171875,612261
2025-01-29,1522.3463134765625,1528.199951171875,1531.6500244140625,1483.9000244140625,1492.0,569570
2025-01-30,1538.0858154296875,1544.0,1550.25,1521.949951171875,1535.0,597904
2025-01-31,1560.20068359375,1566.199951171875,1569.4000244140625,1528.1500244140625,1545.0,632351
2025-02-01,1649.85595703125,1656.199951171875,1669.949951171875,1540.9000244140625,1574.4000244140625,1523321
2025-02-03,1653.7908935546875,1660.1500244140625,1712.8499755859375,1635.1500244140625,1645.0,1872505
2025-02-04,1620.120361328125,1626.3499755859375,1675.25,1619.449951171875,1673.0,492523
2025-02-05,1601.7410888671875,1607.9000244140625,1645.0,1605.1500244140625,1626.3499755859375,606325
2025-02-06,1596.5609130859375,1602.699951171875,1617.0,1596.1500244140625,1608.800048828125,288020
2025-02-07,1607.917236328125,1614.0999755859375,1625.0,1596.75,1607.699951171875,422760
2025-02-10,1591.7794189453125,1597.9000244140625,1630.0,1585.9000244140625,1617.0,533472
2025-02-11,1542.618408203125,1548.550048828125,1599.9000244140625,1535.050048828125,1597.0999755859375,566945
2025-02-12,1523.0933837890625,1528.949951171875,1550.5999755859375,1509.3499755859375,1550.550048828125,289847
2025-02-13,1516.718017578125,1522.550048828125,1550.0,1508.0,1528.9000244140625,598449
2025-02-14,1492.5111083984375,1498.25,1557.0999755859375,1490.0,1522.0,896376
2025-02-17,1526.6796875,1532.550048828125,1535.3499755859375,1475.050048828125,1495.0,473270
2025-02-18,1505.162353515625,1510.949951171875,1534.949951171875,1493.9000244140625,1527.300048828125,773114
2025-02-19,1509.844482421875,1515.6500244140625,1521.0,1496.199951171875,1510.949951171875,904580
2025-02-20,1522.695068359375,1528.550048828125,1535.0,1488.25,1508.050048828125,941417
2025-02-21,1514.4766845703125,1520.300048828125,1545.0,1498.449951171875,1527.800048828125,393223
2025-02-24,1517.016845703125,1522.8499755859375,1527.300048828125,1492.300048828125,1509.949951171875,570593
2025-02-25,1541.970947265625,1547.9000244140625,1552.6500244140625,1510.0,1529.25,550271
2025-02-27,1445.6910400390625,1451.25,1476.0,1402.199951171875,1472.0,6037735
2025-02-28,1416.3538818359375,1421.800048828125,1463.949951171875,1403.0999755859375,1438.0,1845171
2025-03-03,1423.8251953125,1429.300048828125,1443.0,1381.300048828125,1438.0,1035355
2025-03-04,1401.710205078125,1407.0999755859375,1428.4000244140625,1394.1500244140625,1405.0,710232
2025-03-05,1437.671875,1443.199951171875,1457.949951171875,1406.75,1409.949951171875,768353
2025-03-06,1445.1929931640625,1450.75,1478.0999755859375,1446.0,1457.0,1036317
2025-03-07,1454.95556640625,1460.550048828125,1469.5,1441.050048828125,1450.75,527443
2025-03-10,1463.47265625,1469.0999755859375,1498.1500244140625,1463.949951171875,1470.0,1125377
2025-03-11,1464.4190673828125,1470.050048828125,1477.0,1448.300048828125,1459.0999755859375,494941
2025-03-12,1474.380859375,1480.050048828125,1486.4000244140625,1452.0999755859375,1476.0,722230
2025-03-13,1453.062744140625,1458.6500244140625,1493.449951171875,1449.550048828125,1490.050048828125,964862
2025-03-17,1456.54931640625,1462.1500244140625,1466.6500244140625,1435.0,1450.0,723248
2025-03-18,1456.54931640625,1462.1500244140625,1462.1500244140625,1462.1500244140625,1462.1500244140625,0
2025-03-19,1551.9822998046875,1557.949951171875,1567.050048828125,1513.550048828125,1519.9000244140625,1120632
2025-03-20,1495.59912109375,1501.3499755859375,1520.0,1471.050048828125,1520.0,3969488
