date_,adj close_asahiindia.ns,close_asahiindia.ns,high_asahiindia.ns,low_asahiindia.ns,open_asahiindia.ns,volume_asahiindia.ns
2024-04-02,559.9501342773438,563.0,572.7000122070312,550.0,550.0,204697
2024-04-03,556.2205200195312,559.25,564.6500244140625,555.0,564.6500244140625,57945
2024-04-04,564.5252075195312,567.5999755859375,575.0,555.0,555.0,199669
2024-04-05,592.3238525390625,595.5499877929688,617.0,572.4500122070312,573.0,3804993
2024-04-08,595.755126953125,599.0,605.4000244140625,587.5499877929688,599.4000244140625,185490
2024-04-09,591.2298583984375,594.4500122070312,611.0999755859375,590.1500244140625,599.0,155506
2024-04-10,596.3518676757812,599.5999755859375,603.0,589.0,597.5,129362
2024-04-12,584.5661010742188,587.75,601.6500244140625,585.0,597.8499755859375,91249
2024-04-15,583.7207641601562,586.9000244140625,596.5499877929688,566.1500244140625,575.0999755859375,136355
2024-04-16,581.9304809570312,585.0999755859375,592.0,581.7999877929688,585.7999877929688,73828
2024-04-18,572.2332763671875,575.3499755859375,590.9000244140625,573.0499877929688,586.8499755859375,61419
2024-04-19,572.3824462890625,575.5,580.0,562.7999877929688,575.3499755859375,70908
2024-04-22,574.5208129882812,577.6500244140625,584.8499755859375,571.5,579.8499755859375,52413
2024-04-23,600.5789184570312,603.8499755859375,614.9500122070312,573.2000122070312,578.9500122070312,249643
2024-04-24,600.2307739257812,603.5,618.7000122070312,600.5,610.9000244140625,283879
2024-04-25,595.0092163085938,598.25,606.4000244140625,593.7000122070312,603.5,69976
2024-04-26,603.6621704101562,606.9500122070312,611.25,594.4500122070312,603.4500122070312,145135
2024-04-29,601.1756591796875,604.4500122070312,617.9500122070312,601.25,611.0,88203
2024-04-30,598.390869140625,601.6500244140625,609.4500122070312,595.0,604.4500122070312,93639
2024-05-02,602.7669677734375,606.0499877929688,610.0,597.8499755859375,598.0499877929688,71497
2024-05-03,599.7335205078125,603.0,611.2999877929688,596.9000244140625,610.0,72701
2024-05-06,636.7319946289062,640.2000122070312,660.0,599.2999877929688,600.0999755859375,2640895
2024-05-07,619.7743530273438,623.1500244140625,647.0999755859375,621.0,646.0,338340
2024-05-08,625.2445678710938,628.6500244140625,638.0,613.4000244140625,621.8499755859375,167976
2024-05-09,610.6739501953125,614.0,645.0,606.25,635.7000122070312,236602
2024-05-10,604.8555908203125,608.1500244140625,618.9500122070312,602.8499755859375,617.5,193665
2024-05-13,585.3617553710938,588.5499877929688,613.7000122070312,584.0999755859375,613.7000122070312,179836
2024-05-14,599.8827514648438,603.1500244140625,611.0,590.0,592.0,143323
2024-05-15,610.3755493164062,613.7000122070312,627.0,594.9500122070312,605.0,414032
2024-05-16,602.9659423828125,606.25,620.0,600.75,614.9000244140625,88838
2024-05-17,604.4080810546875,607.7000122070312,614.0,602.8499755859375,606.3499755859375,68765
2024-05-21,595.456787109375,598.7000122070312,610.0,596.0999755859375,607.0,54904
2024-05-22,591.876220703125,595.0999755859375,602.2999877929688,591.0499877929688,594.0,43319
2024-05-23,589.2903442382812,592.5,598.8499755859375,591.1500244140625,594.0,41780
2024-05-24,600.8773193359375,604.1500244140625,621.9000244140625,591.0,592.5,105365
2024-05-27,589.5390014648438,592.75,609.4500122070312,591.0,604.1500244140625,68841
2024-05-28,579.5932006835938,582.75,595.9500122070312,575.9000244140625,590.0,62868
2024-05-29,585.3120727539062,588.5,590.2999877929688,576.7000122070312,578.7000122070312,39306
2024-05-30,588.1466064453125,591.3499755859375,599.9500122070312,584.5,588.5,81811
2024-05-31,584.9141845703125,588.0999755859375,604.2000122070312,582.3499755859375,592.9000244140625,78609
2024-06-03,591.1303100585938,594.3499755859375,598.0,582.0999755859375,598.0,90832
2024-06-04,572.2332763671875,575.3499755859375,596.9500122070312,540.0,594.3499755859375,130383
2024-06-05,577.3056640625,580.4500122070312,585.0,557.9000244140625,582.0,69204
2024-06-06,589.2406616210938,592.4500122070312,600.9000244140625,582.0,582.0,73662
2024-06-07,598.689208984375,601.9500122070312,615.4000244140625,592.5499877929688,598.0,96172
2024-06-10,601.72265625,605.0,612.4500122070312,602.0999755859375,605.75,54728
2024-06-11,613.3593139648438,616.7000122070312,633.9500122070312,603.0,605.0,364717
2024-06-12,614.0555419921875,617.4000244140625,624.0499877929688,614.0,624.0,76358
2024-06-13,613.7073364257812,617.0499877929688,623.0,609.8499755859375,619.9000244140625,86723
2024-06-14,616.7408447265625,620.0999755859375,628.2999877929688,615.6500244140625,622.5499877929688,115320
2024-06-18,665.9230346679688,669.5499877929688,673.4500122070312,620.0,625.5499877929688,1881722
2024-06-19,665.8732299804688,669.5,690.0,654.0,679.0,817671
2024-06-20,673.5812377929688,677.25,685.0,660.5499877929688,672.0,252028
2024-06-21,674.227783203125,677.9000244140625,689.9500122070312,672.9500122070312,677.0,278017
2024-06-24,705.0100708007812,708.8499755859375,718.0,679.9500122070312,680.0,1137767
2024-06-25,697.6004638671875,701.4000244140625,722.0,697.0,715.0,246219
2024-06-26,680.8417358398438,684.5499877929688,708.25,681.5999755859375,707.5,185036
2024-06-27,672.8353271484375,676.5,697.0,672.5,691.4000244140625,176211
2024-06-28,667.3651123046875,671.0,684.7999877929688,667.6500244140625,670.0999755859375,97446
2024-07-01,683.7757568359375,687.5,699.0499877929688,674.5,678.0,230029
2024-07-02,678.5045166015625,682.2000122070312,692.9000244140625,680.0,692.0,75652
2024-07-03,695.9594116210938,699.75,701.5,679.0999755859375,688.2000122070312,287364
2024-07-04,684.7703247070312,688.5,706.4500122070312,683.0,701.0,127778
2024-07-05,686.7097778320312,690.4500122070312,698.7999877929688,679.9000244140625,694.0,97620
2024-07-08,669.4537353515625,673.0999755859375,694.0,668.1500244140625,694.0,99331
2024-07-09,672.5369873046875,676.2000122070312,694.0,672.0,677.9500122070312,124421
2024-07-10,660.6517333984375,664.25,681.4500122070312,654.0,678.7000122070312,108221
2024-07-11,660.999755859375,664.5999755859375,672.3499755859375,659.9500122070312,670.0,86225
2024-07-12,649.7113037109375,653.25,670.0,645.5499877929688,670.0,213047
2024-07-15,646.0313110351562,649.5499877929688,659.7999877929688,648.0499877929688,654.9500122070312,81603
2024-07-16,643.2464599609375,646.75,659.4000244140625,645.25,649.9000244140625,80080
2024-07-18,632.753662109375,636.2000122070312,652.2000122070312,635.0,647.9500122070312,63557
2024-07-19,614.1549682617188,617.5,640.0,615.0499877929688,640.0,140847
2024-07-22,640.0140991210938,643.5,661.4000244140625,608.0,614.0,391497
2024-07-23,691.4340209960938,695.2000122070312,704.75,642.9000244140625,643.5,1999669
2024-07-24,688.5497436523438,692.2999877929688,704.9500122070312,682.0999755859375,690.1500244140625,347611
2024-07-25,671.8904418945312,675.5499877929688,692.0,672.2000122070312,692.0,103329
2024-07-26,678.7531127929688,682.4500122070312,698.7999877929688,670.0,675.0,140037
2024-07-29,674.7747802734375,678.4500122070312,705.0,675.5499877929688,694.0,132954
2024-07-30,670.5477905273438,674.2000122070312,686.0,670.0,686.0,77663
2024-07-31,662.7901000976562,666.4000244140625,680.5,651.1500244140625,680.5,321502
2024-08-01,653.2420043945312,656.7999877929688,678.0,652.9500122070312,662.0,123695
2024-08-02,637.7762451171875,641.25,653.9000244140625,639.4500122070312,648.0499877929688,70703
2024-08-05,606.6458129882812,609.9500122070312,638.0,607.0,638.0,129344
2024-08-06,626.8358764648438,630.25,638.0,606.2999877929688,606.2999877929688,125530
2024-08-07,638.7708740234375,642.25,645.9500122070312,621.5,631.7000122070312,106924
2024-08-08,637.9752197265625,641.4500122070312,656.2999877929688,638.0,646.0,93920
2024-08-09,633.2012939453125,636.6500244140625,647.9500122070312,635.0,644.6500244140625,30160
2024-08-12,628.6261596679688,632.0499877929688,640.0,630.1500244140625,631.0,49942
2024-08-13,613.0609741210938,616.4000244140625,636.5499877929688,615.5999755859375,636.5499877929688,41201
2024-08-14,610.226318359375,613.5499877929688,622.0,607.9500122070312,622.0,40623
2024-08-16,634.9915161132812,638.4500122070312,640.9500122070312,616.5,621.0,69900
2024-08-19,641.0087280273438,644.5,646.0,634.0,646.0,63527
2024-08-20,642.1524658203125,645.6500244140625,651.0,635.0,644.5,54805
2024-08-21,653.49072265625,657.0499877929688,658.4000244140625,645.0,650.0,63651
2024-08-22,652.9436645507812,656.5,666.0,654.0,660.0,81228
2024-08-23,649.0648193359375,652.5999755859375,660.0,648.0,655.0,77308
2024-08-26,660.999755859375,664.5999755859375,668.0,653.9500122070312,657.9500122070312,68987
2024-08-27,651.402099609375,654.9500122070312,669.7999877929688,652.5,669.7999877929688,66120
2024-08-28,638.732177734375,640.25,661.4500122070312,638.0,661.4500122070312,74819
2024-08-29,640.2785034179688,641.7999877929688,648.7999877929688,632.0,640.25,75335
2024-08-30,632.7962646484375,634.2999877929688,646.0,628.0,646.0,71358
2024-09-02,631.2499389648438,632.75,643.9500122070312,625.2999877929688,635.0,86088
2024-09-03,654.9436645507812,656.5,670.9000244140625,634.75,636.0,251879
2024-09-04,676.6919555664062,678.2999877929688,688.0,652.0,656.5,597149
2024-09-05,682.6278686523438,684.25,699.0,680.0,688.0,317963
2024-09-06,684.5732421875,686.2000122070312,696.0,674.1500244140625,684.0,126349
2024-09-09,699.637451171875,701.2999877929688,707.0,664.75,687.9500122070312,171730
2024-09-10,703.7776489257812,705.4500122070312,721.5999755859375,694.0999755859375,712.0,430872
2024-09-11,689.5115356445312,691.1500244140625,719.2000122070312,686.0,714.0,295264
2024-09-12,676.8416137695312,678.4500122070312,693.0,675.0499877929688,691.75,81455
2024-09-13,683.2264404296875,684.8499755859375,688.9500122070312,673.2000122070312,680.5999755859375,52383
2024-09-16,681.72998046875,683.3499755859375,694.0,678.0,691.9000244140625,56044
2024-09-17,664.3214111328125,665.9000244140625,686.0999755859375,662.2000122070312,685.3499755859375,78498
2024-09-18,672.0031127929688,673.5999755859375,686.0499877929688,664.0,668.2000122070312,95209
2024-09-19,706.7705078125,708.4500122070312,720.4500122070312,671.0499877929688,675.0,634022
2024-09-20,775.7066650390625,777.5499877929688,797.4500122070312,712.1500244140625,718.7999877929688,6307629
2024-09-23,818.7045288085938,820.6500244140625,833.9500122070312,777.5499877929688,777.5499877929688,3462434
2024-09-24,806.5833129882812,808.5,816.0,794.5,811.0,600032
2024-09-25,793.9133911132812,795.7999877929688,806.25,788.75,804.1500244140625,255377
2024-09-26,780.4454345703125,782.2999877929688,813.9500122070312,776.0499877929688,796.0,309703
2024-09-27,759.2457885742188,761.0499877929688,796.5,753.5999755859375,786.7000122070312,317076
2024-09-30,787.5784912109375,789.4500122070312,796.0,753.5499877929688,762.5,358345
2024-10-01,771.7660522460938,773.5999755859375,808.7999877929688,768.5,795.0,385569
2024-10-03,750.4168090820312,752.2000122070312,767.7999877929688,742.5,754.5,177705
2024-10-04,767.0272827148438,768.8499755859375,794.0,736.0,756.0,609186
2024-10-07,724.677978515625,726.4000244140625,780.3499755859375,720.2999877929688,780.3499755859375,249466
2024-10-08,747.6234741210938,749.4000244140625,757.8499755859375,726.4000244140625,731.7999877929688,248895
2024-10-09,743.0343017578125,744.7999877929688,761.6500244140625,726.9500122070312,759.0,132371
2024-10-10,742.5853881835938,744.3499755859375,758.2999877929688,741.5999755859375,744.0,68780
2024-10-11,733.7564086914062,735.5,748.2999877929688,723.25,744.0,128007
2024-10-14,726.623291015625,728.3499755859375,743.2999877929688,721.5999755859375,740.0,81910
2024-10-15,728.7183837890625,730.4500122070312,738.5999755859375,725.75,731.0999755859375,107416
2024-10-16,737.3478393554688,739.0999755859375,754.0,721.4000244140625,731.2000122070312,258047
2024-10-17,710.4118041992188,712.0999755859375,750.5499877929688,705.5499877929688,745.0,172125
2024-10-18,712.2575073242188,713.9500122070312,717.3499755859375,690.5999755859375,706.1500244140625,104102
2024-10-21,704.2265625,705.9000244140625,744.75,702.0,714.4500122070312,288089
2024-10-22,678.6373901367188,680.25,710.0,676.5999755859375,709.75,113712
2024-10-23,693.5519409179688,695.2000122070312,701.75,663.7000122070312,682.0,112035
2024-10-24,708.8655395507812,710.5499877929688,719.0,683.0999755859375,687.0,154049
2024-10-25,673.1005249023438,674.7000122070312,711.1500244140625,663.5999755859375,710.0,153411
2024-10-28,680.2335205078125,681.8499755859375,685.5499877929688,657.6500244140625,678.0,81629
2024-10-29,692.654052734375,694.2999877929688,698.0,669.25,678.0,141727
2024-10-30,702.181396484375,703.8499755859375,708.7999877929688,686.0,686.0,51016
2024-10-31,748.5213012695312,750.2999877929688,755.0,700.7000122070312,708.0,573414
2024-11-01,749.6685791015625,751.4500122070312,763.7999877929688,735.0999755859375,756.4000244140625,55698
2024-11-04,720.0888671875,721.7999877929688,754.0,715.9500122070312,754.0,185874
2024-11-05,707.1695556640625,708.8499755859375,727.2999877929688,707.0,717.0,105895
2024-11-06,710.4118041992188,712.0999755859375,718.0,705.0,711.7999877929688,127130
2024-11-07,705.2740478515625,706.9500122070312,727.9000244140625,702.0,714.7999877929688,107067
2024-11-08,695.34765625,697.0,716.2000122070312,694.5999755859375,706.9500122070312,78348
2024-11-11,689.4616088867188,691.0999755859375,699.5,688.2000122070312,694.5999755859375,47169
2024-11-12,679.335693359375,680.9500122070312,708.7000122070312,678.0,693.0,91510
2024-11-13,655.69189453125,657.25,683.0499877929688,651.2000122070312,680.9500122070312,95773
2024-11-14,664.072021484375,665.6500244140625,670.9500122070312,654.2000122070312,654.2000122070312,52612
2024-11-18,649.3569946289062,650.9000244140625,663.8499755859375,642.4500122070312,662.0,109885
2024-11-19,654.9436645507812,656.5,663.9500122070312,638.0,641.7999877929688,73932
2024-11-21,653.6966552734375,655.25,662.0,643.5499877929688,655.4000244140625,53935
2024-11-22,644.26904296875,645.7999877929688,655.7000122070312,636.4000244140625,650.5,66956
2024-11-25,660.13134765625,661.7000122070312,668.2000122070312,646.0,646.0,78248
2024-11-26,662.0767211914062,663.6500244140625,666.3499755859375,657.3499755859375,658.0,43710
2024-11-27,676.1931762695312,677.7999877929688,681.25,660.7999877929688,665.5499877929688,69901
2024-11-28,675.843994140625,677.4500122070312,688.5999755859375,672.5499877929688,677.7999877929688,91255
2024-11-29,682.97705078125,684.5999755859375,690.25,678.0,678.0,72939
2024-12-02,681.8297729492188,683.4500122070312,689.7999877929688,678.0,684.25,43042
2024-12-03,691.2573852539062,692.9000244140625,707.4500122070312,675.5499877929688,683.7000122070312,124989
2024-12-04,712.1576538085938,713.8499755859375,721.4000244140625,686.0,686.0,114530
2024-12-05,721.6851196289062,723.4000244140625,732.75,715.7000122070312,718.1500244140625,165742
2024-12-06,747.3740234375,749.1500244140625,779.9000244140625,721.5499877929688,726.7999877929688,1419750
2024-12-09,749.3193969726562,751.0999755859375,767.5,740.0,742.8499755859375,233584
2024-12-10,789.3243408203125,791.2000122070312,797.9000244140625,749.0999755859375,751.0999755859375,442104
2024-12-11,771.4168701171875,773.25,803.9000244140625,770.0499877929688,797.0,190507
2024-12-12,763.385986328125,765.2000122070312,781.7999877929688,757.75,773.25,64312
2024-12-13,762.1888427734375,764.0,768.9000244140625,745.25,759.0,72473
2024-12-16,761.4406127929688,763.25,773.9500122070312,752.3499755859375,752.3499755859375,58529
2024-12-17,743.732666015625,745.5,763.25,732.5,732.5,124308
2024-12-18,748.62109375,750.4000244140625,753.0,736.5499877929688,740.0,49489
2024-12-19,758.2980346679688,760.0999755859375,764.0,734.2000122070312,737.0,86408
2024-12-20,755.2053833007812,757.0,767.4500122070312,751.5499877929688,764.0,108468
2024-12-23,750.7659301757812,752.5499877929688,762.0,741.2000122070312,758.9000244140625,69035
2024-12-24,744.5806274414062,746.3499755859375,755.5999755859375,739.0,753.0999755859375,41950
2024-12-26,745.4286499023438,747.2000122070312,752.0,734.2000122070312,747.0,51348
2024-12-27,745.4286499023438,747.2000122070312,754.9500122070312,740.0999755859375,750.8499755859375,40406
2024-12-30,756.5521850585938,758.3499755859375,772.7000122070312,742.3499755859375,750.3499755859375,141486
2024-12-31,760.8919067382812,762.7000122070312,768.9500122070312,748.4000244140625,756.4000244140625,88526
2025-01-01,753.1602783203125,754.9500122070312,769.7000122070312,751.2000122070312,764.0499877929688,38714
2025-01-02,750.86572265625,752.6500244140625,766.0,750.0499877929688,754.9500122070312,31914
2025-01-03,728.518798828125,730.25,797.0,720.4000244140625,756.0,1002566
2025-01-06,691.2573852539062,692.9000244140625,734.7999877929688,689.9500122070312,734.7999877929688,163342
2025-01-07,698.6398315429688,700.2999877929688,707.7000122070312,690.0499877929688,695.0,105540
2025-01-08,692.205078125,693.8499755859375,700.3499755859375,682.75,695.1500244140625,42445
2025-01-09,690.8084716796875,692.4500122070312,695.1500244140625,682.0499877929688,691.0,44473
2025-01-10,671.7037963867188,673.2999877929688,695.0,669.0,695.0,74821
2025-01-13,645.1669311523438,646.7000122070312,669.7000122070312,638.0,666.2999877929688,78331
2025-01-14,641.42578125,642.9500122070312,658.4500122070312,639.0,641.0,132368
2025-01-15,653.9959106445312,655.5499877929688,658.5999755859375,642.0499877929688,642.9500122070312,69275
2025-01-16,658.6348876953125,660.2000122070312,670.3499755859375,650.0999755859375,655.5,61804
2025-01-17,648.4091796875,649.9500122070312,665.5499877929688,646.0,660.0499877929688,42991
2025-01-20,653.4970703125,655.0499877929688,659.0,646.0,657.0,37983
2025-01-21,638.5326538085938,640.0499877929688,661.75,635.5499877929688,655.0,39072
2025-01-22,640.5278930664062,642.0499877929688,644.6500244140625,630.0999755859375,640.0499877929688,35114
2025-01-23,651.0528564453125,652.5999755859375,654.0,635.75,643.5499877929688,75779
2025-01-24,648.9578857421875,650.5,658.9000244140625,647.2999877929688,652.5999755859375,95570
2025-01-27,624.765380859375,626.25,647.8499755859375,614.2000122070312,647.8499755859375,103187
2025-01-28,619.677490234375,621.1500244140625,632.2000122070312,605.4000244140625,626.2999877929688,80453
2025-01-29,634.9910888671875,636.5,668.9500122070312,615.25,620.0,362549
2025-01-30,647.311767578125,648.8499755859375,654.0,631.0999755859375,640.0,97049
2025-01-31,674.7965087890625,676.4000244140625,685.0,647.0,648.1500244140625,77691
2025-02-01,656.8890380859375,658.4500122070312,683.4000244140625,655.0,680.5999755859375,73067
2025-02-03,663.8724365234375,665.4500122070312,686.0,651.0,655.0,139161
2025-02-04,665.0696411132812,666.6500244140625,673.9000244140625,659.7000122070312,661.0,49049
2025-02-05,661.4781494140625,663.0499877929688,671.0,660.0499877929688,671.0,37010
2025-02-06,666.4163818359375,668.0,669.8499755859375,658.5,662.0499877929688,48497
2025-02-07,664.0220947265625,665.5999755859375,670.0,658.0499877929688,670.0,25989
2025-02-10,663.3237915039062,664.9000244140625,671.7000122070312,649.7000122070312,652.0499877929688,103632
2025-02-11,642.523193359375,644.0499877929688,662.0,636.2999877929688,661.0,49052
2025-02-12,627.6585083007812,629.1500244140625,648.0,621.0,646.0,95129
2025-02-13,639.8794555664062,641.4000244140625,651.25,626.0499877929688,629.0,89900
2025-02-14,632.3473510742188,633.8499755859375,647.5,622.25,641.8499755859375,106185
2025-02-17,647.8605346679688,649.4000244140625,652.7999877929688,619.0999755859375,621.0,86646
2025-02-18,665.81787109375,667.4000244140625,677.0999755859375,631.3499755859375,650.0,271915
2025-02-19,682.029296875,683.6500244140625,685.3499755859375,656.7999877929688,664.0,134306
2025-02-20,712.307373046875,714.0,727.0,674.75,682.0,365803
2025-02-21,671.7037963867188,673.2999877929688,725.5,652.2000122070312,717.7999877929688,528020
2025-02-24,681.6801147460938,683.2999877929688,696.5,660.0,661.0,393251
2025-02-25,675.9935913085938,677.5999755859375,691.9500122070312,674.2000122070312,679.9000244140625,62230
2025-02-27,655.5921630859375,657.1500244140625,676.6500244140625,654.0,670.0,62282
2025-02-28,614.2404174804688,615.7000122070312,652.5499877929688,608.7999877929688,650.0,316822
2025-03-03,602.3187255859375,603.75,622.5,590.0,616.0,103261
2025-03-04,602.0194702148438,603.4500122070312,615.9500122070312,588.0499877929688,601.0499877929688,73937
2025-03-05,615.2879028320312,616.75,620.0999755859375,601.7000122070312,601.7999877929688,47156
2025-03-06,632.5967407226562,634.0999755859375,637.25,619.9500122070312,620.0999755859375,44242
2025-03-07,631.0504150390625,632.5499877929688,672.2999877929688,626.1500244140625,640.3499755859375,396995
2025-03-10,605.6109008789062,607.0499877929688,638.9000244140625,602.9000244140625,632.7999877929688,81079
2025-03-11,602.7177734375,604.1500244140625,612.4000244140625,598.0499877929688,607.0499877929688,50890
2025-03-12,593.5894775390625,595.0,608.4500122070312,585.5499877929688,601.5499877929688,69048
2025-03-13,583.4136352539062,584.7999877929688,598.9500122070312,581.5499877929688,598.9000244140625,35811
2025-03-17,577.9765625,579.3499755859375,589.9500122070312,576.7999877929688,588.0499877929688,46686
2025-03-18,577.9765625,579.3499755859375,579.3499755859375,579.3499755859375,579.3499755859375,0
2025-03-19,609.701171875,611.1500244140625,614.2000122070312,605.2000122070312,605.9000244140625,50220
2025-03-20,620.026611328125,621.5,629.6500244140625,612.2000122070312,615.0,74093
2025-03-21,626.3117065429688,627.7999877929688,631.7000122070312,618.0,625.0999755859375,82517
2025-03-24,633.0955810546875,634.5999755859375,638.0,626.1500244140625,626.1500244140625,70975
2025-03-25,627.5088500976562,629.0,639.5499877929688,620.0499877929688,638.0,100426
2025-03-26,611.3970947265625,612.8499755859375,630.0,610.0499877929688,630.0,52048
2025-03-27,600.7225341796875,602.1500244140625,614.2999877929688,599.3499755859375,606.0,118150
2025-03-28,600.6227416992188,602.0499877929688,611.6500244140625,595.7999877929688,605.0,76384
2025-04-01,602.6678466796875,604.0999755859375,608.0,596.0,598.0,34587
2025-04-02,616.7344970703125,618.2000122070312,622.9500122070312,600.0,609.25,57976
2025-04-03,619.9268798828125,621.4000244140625,628.8499755859375,606.0,614.0,47091
2025-04-04,612.5942993164062,614.0499877929688,638.0,606.5,623.0999755859375,302468
2025-04-07,619.9268798828125,621.4000244140625,627.0,578.6500244140625,597.0,184235
2025-04-08,617.781982421875,619.25,630.0,615.5999755859375,630.0,29859
2025-04-09,618.28076171875,619.75,624.5,610.0,624.5,33467
2025-04-11,661.1788330078125,662.75,667.0,621.7999877929688,622.0,346310
2025-04-15,670.5565795898438,672.1500244140625,678.0,662.75,666.0,90555
2025-04-16,665.8677368164062,667.4500122070312,675.9500122070312,661.2999877929688,672.1500244140625,28516
2025-04-17,665.368896484375,666.9500122070312,673.0,656.0499877929688,662.0999755859375,32364
2025-04-21,669.65869140625,671.25,675.0,659.25,668.2000122070312,50649
2025-04-22,713.604248046875,715.2999877929688,742.4000244140625,669.0,677.1500244140625,4635706
2025-04-23,703.92724609375,705.5999755859375,716.9500122070312,700.0,705.0999755859375,248336
2025-04-24,700.1861572265625,701.8499755859375,714.2999877929688,696.5499877929688,698.0,99599
2025-04-25,703.0792846679688,704.75,714.9000244140625,687.7999877929688,708.5999755859375,389978
2025-04-28,726.12451171875,727.8499755859375,738.4000244140625,698.0499877929688,703.7000122070312,293327
2025-04-29,741.8870849609375,743.6500244140625,748.7000122070312,720.0,727.8499755859375,208336
2025-04-30,732.1602172851562,733.9000244140625,748.2999877929688,728.0999755859375,743.6500244140625,158309
2025-05-02,725.027099609375,726.75,737.0,718.4500122070312,737.0,87680
2025-05-05,734.9535522460938,736.7000122070312,740.0,728.7999877929688,739.8499755859375,68085
