date_,adj close_asahiindia.ns,close_asahiindia.ns,high_asahiindia.ns,low_asahiindia.ns,open_asahiindia.ns,volume_asahiindia.ns
2025-05-06,724.6280517578125,726.3499755859375,749.7000122070312,720.0499877929688,736.5999755859375,86819
2025-05-07,750.1175537109375,751.9000244140625,754.5,703.0999755859375,703.0999755859375,143764
2025-05-08,721.6351318359375,723.3499755859375,754.9000244140625,720.5,752.0,57649
2025-05-09,710.8607788085938,712.5499877929688,719.8499755859375,702.0499877929688,705.0,72065
2025-05-12,740.4404907226562,742.2000122070312,748.0499877929688,723.0,723.0,66726
2025-05-13,747.3740234375,749.1500244140625,752.4000244140625,736.2999877929688,742.0,45383
2025-05-14,768.8729248046875,770.7000122070312,780.5999755859375,743.0499877929688,752.7999877929688,242306
2025-05-15,757.1009521484375,758.9000244140625,779.9000244140625,756.0999755859375,779.9000244140625,60622
2025-05-16,749.0200805664062,750.7999877929688,763.0,745.0999755859375,763.0,49680
2025-05-19,742.6851806640625,744.4500122070312,756.7000122070312,725.5999755859375,750.0,136071
2025-05-20,733.3074340820312,735.0499877929688,752.6500244140625,734.0,745.0499877929688,31498
2025-05-21,727.3216552734375,729.0499877929688,762.0,722.7999877929688,736.0,172870
2025-05-22,709.314453125,711.0,735.7999877929688,705.2000122070312,727.0,121426
2025-05-23,710.8607788085938,712.5499877929688,721.0,703.0,703.0,108031
2025-05-26,726.8727416992188,728.5999755859375,733.0499877929688,711.25,718.2999877929688,79100
2025-05-27,741.0390625,742.7999877929688,750.9000244140625,717.0,732.0999755859375,149810
2025-05-28,720.0888671875,721.7999877929688,747.1500244140625,718.75,746.4000244140625,80346
2025-05-29,763.5855102539062,765.4000244140625,779.0,720.2999877929688,722.0,1282272
2025-05-30,746.4761352539062,748.25,773.5,741.0,765.4000244140625,222047
2025-06-02,749.1697387695312,750.9500122070312,754.7999877929688,742.0,744.5499877929688,42250
2025-06-03,729.5164794921875,731.25,753.0,726.0499877929688,753.0,105116
2025-06-04,729.2171630859375,730.9500122070312,739.9500122070312,728.0,728.0,43267
2025-06-05,731.661376953125,733.4000244140625,738.3499755859375,729.0,730.9500122070312,35140
2025-06-06,740.68994140625,742.4500122070312,759.4000244140625,725.0,739.0,183077
2025-06-09,736.3502197265625,738.0999755859375,747.0,734.0,741.0,99322
2025-06-10,737.1483764648438,738.9000244140625,752.4000244140625,729.9000244140625,742.0,139053
2025-06-11,759.6448974609375,761.4500122070312,771.5499877929688,738.7999877929688,739.7999877929688,365699
2025-06-12,747.1744995117188,748.9500122070312,770.8499755859375,740.0999755859375,761.4500122070312,139609
2025-06-13,738.9939575195312,740.75,743.7999877929688,724.0499877929688,734.0,41177
2025-06-16,743.7825317382812,745.5499877929688,750.4000244140625,725.0,741.0499877929688,102098
2025-06-17,748.471435546875,750.25,766.5,740.25,746.0,155000
2025-06-18,769.4714965820312,771.2999877929688,774.7999877929688,744.9500122070312,753.5499877929688,278995
2025-06-19,736.6994018554688,738.4500122070312,820.0,730.5999755859375,776.0,7683233
2025-06-20,709.314453125,711.0,752.0,704.2000122070312,740.0,1582856
2025-06-23,698.1409912109375,699.7999877929688,710.5,695.5,701.0,430397
2025-06-24,689.96044921875,691.5999755859375,705.25,688.2999877929688,702.1500244140625,313011
2025-06-25,697.093505859375,698.75,715.7999877929688,690.0,691.5999755859375,296197
2025-06-26,717.1458129882812,718.8499755859375,727.0,700.7000122070312,700.7000122070312,636985
2025-06-27,731.7611083984375,733.5,738.2999877929688,720.2000122070312,725.7999877929688,267392
2025-06-30,757.350341796875,759.1500244140625,761.7999877929688,735.0,741.0,420220
2025-07-01,804.3885498046875,806.2999877929688,832.0,762.0999755859375,764.7999877929688,9895723
2025-07-02,828.5810546875,830.5499877929688,842.0,775.0999755859375,805.7000122070312,3932562
2025-07-03,833.1202392578125,835.0999755859375,851.9500122070312,821.0,829.0,2198312
2025-07-04,845.8400268554688,847.8499755859375,854.7999877929688,820.2000122070312,832.0999755859375,1164317
2025-07-07,813.2674560546875,815.2000122070312,845.1500244140625,812.0,844.0,441758
2025-07-08,811.77099609375,813.7000122070312,828.5,805.2000122070312,811.0,203668
2025-07-09,808.3790283203125,810.2999877929688,817.5999755859375,805.25,810.0999755859375,153842
2025-07-10,811.5216064453125,813.4500122070312,816.5,801.0499877929688,812.7999877929688,121287
2025-07-11,849.680908203125,851.7000122070312,864.7000122070312,813.25,814.0,1632023
2025-07-14,833.8684692382812,835.8499755859375,859.9500122070312,829.3499755859375,855.0,502765
2025-07-15,841.7996215820312,843.7999877929688,856.2000122070312,836.0999755859375,840.5,305180
2025-07-16,848.6832885742188,850.7000122070312,859.9000244140625,838.0499877929688,843.0,228062
2025-07-17,870.9802856445312,873.0499877929688,876.4000244140625,847.9000244140625,853.7999877929688,851198
2025-07-18,840.00390625,842.0,873.6500244140625,838.0,873.0499877929688,314240
2025-07-21,831.5739135742188,833.5499877929688,847.0,829.4500122070312,842.0,122252
2025-07-22,839.205810546875,841.2000122070312,847.0,830.8499755859375,840.0,139073
2025-07-23,851.9754638671875,854.0,856.7999877929688,831.9000244140625,841.2000122070312,188262
2025-07-24,846.189208984375,848.2000122070312,859.75,839.1500244140625,854.9000244140625,120137
2025-07-25,834.3173828125,836.2999877929688,848.7000122070312,830.2000122070312,848.0,127132
2025-07-28,831.7235717773438,833.7000122070312,843.5,825.0,836.9500122070312,104423
2025-07-29,829.8280639648438,831.7999877929688,835.9000244140625,819.9500122070312,820.0,92033
2025-07-30,847.0870361328125,849.0999755859375,857.0,811.0,838.0,770479
2025-07-31,838.0585327148438,840.0499877929688,850.2999877929688,825.0,830.0,136231
2025-08-01,812.868408203125,814.7999877929688,848.7999877929688,810.0,840.5,87435
2025-08-04,828.2318725585938,830.2000122070312,832.9500122070312,808.5999755859375,814.7000122070312,284277
2025-08-05,837.5596923828125,839.5499877929688,852.25,820.7000122070312,832.9500122070312,356858
2025-08-06,826.037109375,828.0,847.6500244140625,815.4000244140625,842.0,79013
2025-08-07,833.8684692382812,835.8499755859375,841.0,810.0,828.0,135012
2025-08-08,824.0418090820312,826.0,835.25,820.25,830.0,83100
2025-08-11,818.3553466796875,820.2999877929688,836.5999755859375,815.5,826.0,51402
2025-08-12,816.1605224609375,818.0999755859375,828.9000244140625,814.0999755859375,818.0,34393
2025-08-13,819.851806640625,821.7999877929688,828.0,812.1500244140625,821.9500122070312,83823
2025-08-14,835.0157470703125,837.0,845.0,810.0,828.0,122266
2025-08-18,865.842529296875,867.9000244140625,876.4000244140625,840.0,845.0,365265
2025-08-19,870.2819213867188,872.3499755859375,875.0999755859375,861.7999877929688,870.0,171090
2025-08-20,871.4791259765625,873.5499877929688,875.1500244140625,864.0999755859375,871.9500122070312,159745
2025-08-21,857.8615112304688,859.9000244140625,901.0,855.5499877929688,870.0,764848
2025-08-22,880.7570190429688,882.8499755859375,887.5499877929688,858.9500122070312,859.0,258286
2025-08-25,882.353271484375,884.4500122070312,895.5999755859375,873.25,888.0,200737
2025-08-26,871.3793334960938,873.4500122070312,887.7999877929688,867.1500244140625,880.0,161688
2025-08-28,865.7926025390625,867.8499755859375,874.0,847.4500122070312,862.2999877929688,157391
2025-08-29,834.3173828125,836.2999877929688,872.5499877929688,832.8499755859375,869.5,228009
2025-09-01,856.9137573242188,858.9500122070312,870.9500122070312,838.4000244140625,838.4000244140625,560877
2025-09-02,841.6500244140625,843.6500244140625,867.8499755859375,838.2999877929688,867.8499755859375,88304
2025-09-03,836.2999877929688,836.2999877929688,853.5999755859375,834.0499877929688,844.0999755859375,83032
2025-09-04,815.4000244140625,815.4000244140625,849.0999755859375,810.9500122070312,840.9500122070312,108664
2025-09-05,810.25,810.25,820.4000244140625,805.5499877929688,816.8499755859375,71476
2025-09-08,834.25,834.25,840.0,806.3499755859375,812.9000244140625,107181
2025-09-09,875.7000122070312,875.7000122070312,884.0,826.7999877929688,834.0,824961
2025-09-10,859.0999755859375,859.0999755859375,885.0,855.3499755859375,876.8499755859375,339708
2025-09-11,862.1500244140625,862.1500244140625,866.4500122070312,847.0999755859375,859.9500122070312,97059
2025-09-12,846.9000244140625,846.9000244140625,865.75,845.1500244140625,861.8499755859375,77193
2025-09-15,893.7999877929688,893.7999877929688,899.0,851.0,865.0,605645
2025-09-16,887.75,887.75,906.9500122070312,876.0,904.9000244140625,354849
2025-09-17,901.3499755859375,901.3499755859375,905.0,883.25,885.0,282292
2025-09-18,916.75,916.75,922.2999877929688,898.5499877929688,901.0499877929688,407030
2025-09-19,878.5999755859375,878.5999755859375,916.0499877929688,871.0999755859375,916.0499877929688,553300
2025-09-22,885.1500244140625,885.1500244140625,890.7999877929688,876.5499877929688,882.9500122070312,117339
2025-09-23,916.25,916.25,920.9500122070312,882.6500244140625,884.0999755859375,484489
2025-09-24,913.5,913.5,932.7999877929688,907.7999877929688,916.25,320075
2025-09-25,909.6500244140625,909.6500244140625,933.0,906.25,909.5,217562
2025-09-26,906.7000122070312,906.7000122070312,926.5,886.1500244140625,913.5,398234
2025-09-29,875.2000122070312,875.2000122070312,904.2000122070312,865.8499755859375,895.5999755859375,369113
2025-09-30,855.7000122070312,855.7000122070312,895.0,840.0,877.7000122070312,356907
2025-10-01,868.5,868.5,880.0,856.9000244140625,865.4500122070312,207586
2025-10-03,895.5999755859375,895.5999755859375,898.0,870.0,876.2000122070312,173597
2025-10-06,878.5999755859375,878.5999755859375,905.5,875.0999755859375,903.7000122070312,86980
2025-10-07,872.3499755859375,872.3499755859375,887.6500244140625,870.0,885.3499755859375,61382
2025-10-08,867.0499877929688,867.0499877929688,877.5999755859375,862.0,875.0,45155
2025-10-09,865.5,865.5,874.5999755859375,863.0,871.9000244140625,44576
2025-10-10,899.9500122070312,899.9500122070312,910.9500122070312,866.4500122070312,867.9500122070312,379623
2025-10-13,899.1500244140625,899.1500244140625,908.0,879.9500122070312,895.0,188755
2025-10-14,899.8499755859375,899.8499755859375,907.5999755859375,891.25,905.0,89500
2025-10-15,901.7999877929688,901.7999877929688,910.75,879.7999877929688,899.8499755859375,177732
2025-10-16,913.7000122070312,913.7000122070312,951.0,899.5499877929688,903.8499755859375,1198454
2025-10-17,941.2999877929688,941.2999877929688,947.4000244140625,909.0499877929688,913.75,441464
2025-10-20,926.5999755859375,926.5999755859375,943.0,923.8499755859375,940.0,157821
2025-10-21,938.9000244140625,938.9000244140625,945.0,929.0,929.9500122070312,28365
2025-10-23,935.1500244140625,935.1500244140625,942.9000244140625,924.0,934.0,91815
2025-10-24,944.7000122070312,944.7000122070312,950.0,925.0999755859375,935.1500244140625,154922
2025-10-27,953.4500122070312,953.4500122070312,956.0,935.2000122070312,950.0,210579
2025-10-28,933.1500244140625,933.1500244140625,959.7000122070312,930.0,955.0,83052
2025-10-29,944.5,944.5,948.0,927.5499877929688,938.0,45587
2025-10-30,939.7000122070312,939.7000122070312,944.9000244140625,930.0499877929688,939.75,101861
2025-10-31,922.9000244140625,922.9000244140625,950.0,910.0999755859375,943.9500122070312,115812
2025-11-03,929.75,929.75,938.0,919.0,927.5,116127
2025-11-04,956.75,956.75,960.5,926.4500122070312,932.0,368252
2025-11-06,921.0,921.0,928.0,876.5,915.5,788812
2025-11-07,934.7999877929688,934.7999877929688,943.4500122070312,900.0,914.9500122070312,134790
2025-11-10,946.0999755859375,946.0999755859375,949.0,923.25,925.0,98879
2025-11-11,967.8499755859375,967.8499755859375,970.0,939.0,941.4000244140625,219092
2025-11-12,969.5499877929688,969.5499877929688,980.7999877929688,958.5,965.0,173571
2025-11-13,971.1500244140625,971.1500244140625,985.5999755859375,961.2999877929688,970.0,143184
2025-11-14,969.3499755859375,969.3499755859375,974.0,965.0,965.0,83068
2025-11-17,998.5,998.5,1005.0,968.0499877929688,972.7000122070312,202100
2025-11-18,1001.5,1001.5,1012.5,981.5499877929688,1002.0999755859375,116509
2025-11-19,987.4000244140625,987.4000244140625,998.9000244140625,983.6500244140625,997.0,54856
2025-11-20,997.3499755859375,997.3499755859375,1002.0,990.0999755859375,993.9000244140625,85031
2025-11-21,983.3499755859375,983.3499755859375,1001.5999755859375,976.7999877929688,997.0,40995
2025-11-24,1052.6500244140625,1052.6500244140625,1074.0,980.0,984.9000244140625,4789005
2025-11-25,1029.25,1029.25,1047.0,1020.0999755859375,1047.0,342840
2025-11-26,1028.300048828125,1028.300048828125,1036.699951171875,1005.0,1027.5999755859375,151901
2025-11-27,1024.0999755859375,1024.0999755859375,1034.3499755859375,1019.2000122070312,1030.949951171875,73037
2025-11-28,1020.7000122070312,1020.7000122070312,1033.0,1017.0,1025.0,69822
2025-12-01,1057.9000244140625,1057.9000244140625,1074.0,1025.800048828125,1031.0,442667
2025-12-02,1066.4000244140625,1066.4000244140625,1073.4000244140625,1050.0,1060.0999755859375,252376
2025-12-03,1043.300048828125,1043.300048828125,1071.5,1030.0999755859375,1066.800048828125,73620
2025-12-04,1051.9000244140625,1051.9000244140625,1055.0,1032.0999755859375,1037.5,64866
2025-12-05,1027.0999755859375,1027.0999755859375,1055.4000244140625,1017.4000244140625,1052.0,97560
2025-12-08,1028.300048828125,1028.300048828125,1055.0,1014.0999755859375,1032.0,123766
2025-12-09,1005.4000244140625,1005.4000244140625,1031.0,989.7999877929688,1028.300048828125,187471
2025-12-10,994.2000122070312,994.2000122070312,1021.5999755859375,986.7999877929688,1000.0,69457
2025-12-11,998.7999877929688,998.7999877929688,1004.9000244140625,982.5,1000.0,68850
2025-12-12,996.2000122070312,996.2000122070312,1017.5,992.0,1000.9000244140625,179756
2025-12-15,1009.7000122070312,1009.7000122070312,1011.9000244140625,999.2000122070312,999.2000122070312,60966
2025-12-16,990.5,990.5,1010.0,986.0999755859375,1010.0,64813
2025-12-17,993.7000122070312,993.7000122070312,1009.5999755859375,990.0999755859375,991.9000244140625,67341
2025-12-18,982.0999755859375,982.0999755859375,1002.9000244140625,955.5999755859375,1002.9000244140625,135261
2025-12-19,1008.7000122070312,1008.7000122070312,1017.5999755859375,975.0,983.9000244140625,760159
2025-12-22,1007.9000244140625,1007.9000244140625,1010.5,992.9000244140625,1007.7000122070312,97033
2025-12-23,986.2999877929688,986.2999877929688,1015.7999877929688,978.4000244140625,1015.7999877929688,84583
2025-12-24,969.9000244140625,969.9000244140625,990.0999755859375,966.0,990.0,47997
2025-12-25,969.9000244140625,969.9000244140625,969.9000244140625,969.9000244140625,969.9000244140625,0
2025-12-26,995.5,995.5,1002.7999877929688,962.7999877929688,973.0,108886
2025-12-29,963.9000244140625,963.9000244140625,988.0,945.0999755859375,988.0,321334
2025-12-30,1037.5999755859375,1037.5999755859375,1069.0,945.0,967.9000244140625,1175718
2025-12-31,1015.0,1015.0,1032.5,992.4000244140625,1031.0999755859375,305535
2026-01-01,997.5999755859375,997.5999755859375,1018.9000244140625,992.5,1008.0,62796
2026-01-02,992.0999755859375,992.0999755859375,1004.9000244140625,988.5999755859375,999.0,54590
2026-01-05,972.0999755859375,972.0999755859375,995.7999877929688,968.0,992.0999755859375,84077
2026-01-06,969.5,969.5,981.2999877929688,965.7999877929688,980.0,48670
2026-01-07,1007.7000122070312,1007.7000122070312,1020.0,963.0,974.0,268710
2026-01-08,976.0999755859375,976.0999755859375,1002.7000122070312,967.7000122070312,1000.0,88277
2026-01-09,949.0999755859375,949.0999755859375,979.9000244140625,940.0,976.0999755859375,55729
2026-01-12,921.4000244140625,921.4000244140625,943.9000244140625,911.0,943.9000244140625,139861
2026-01-13,959.0999755859375,959.0999755859375,964.0,918.0,930.0,83575
2026-01-14,951.5,951.5,958.0,931.0,958.0,82754
2026-01-15,951.5,951.5,951.5,951.5,951.5,0
2026-01-16,947.2999877929688,947.2999877929688,957.2999877929688,934.5999755859375,951.5,51977
