date_,adj close_cgpower.ns,close_cgpower.ns,high_cgpower.ns,low_cgpower.ns,open_cgpower.ns,volume_cgpower.ns
2024-03-20,501.2525329589844,502.25,517.0,473.20001220703125,482.1000061035156,16844599
2024-03-21,540.3248291015625,541.4000244140625,549.9500122070312,510.0,510.0,18510964
2024-03-22,534.8856201171875,535.9500122070312,541.4000244140625,520.2000122070312,541.4000244140625,8796374
2024-03-26,541.0233764648438,542.0999755859375,547.7000122070312,526.5,528.0,5369829
2024-03-27,547.4107055664062,548.5,556.4000244140625,536.5499877929688,544.5,4958340
2024-03-28,539.8258056640625,540.9000244140625,555.25,535.0,551.0499877929688,4052946
2024-04-01,513.2286987304688,514.25,555.2999877929688,511.1000061035156,546.0499877929688,6477381
2024-04-02,516.92138671875,517.9500122070312,528.5,515.25,519.2999877929688,3787240
2024-04-03,509.3364562988281,510.3500061035156,519.0,509.5,518.7999877929688,2877622
2024-04-04,509.6358642578125,510.6499938964844,520.8499755859375,505.54998779296875,514.0,3619172
2024-04-05,513.4283447265625,514.4500122070312,518.7000122070312,509.54998779296875,510.5,2064465
2024-04-08,503.597900390625,504.6000061035156,518.7000122070312,501.25,518.0499877929688,3541840
2024-04-09,500.7535400390625,501.75,508.8999938964844,497.3999938964844,505.8999938964844,1885154
2024-04-10,503.098876953125,504.1000061035156,505.6499938964844,494.20001220703125,502.0,2919655
2024-04-12,493.2684326171875,494.25,506.79998779296875,492.0,504.0,1982902
2024-04-15,493.7175598144531,494.70001220703125,499.6000061035156,479.25,482.0,1940291
2024-04-16,516.6220092773438,517.6500244140625,519.2999877929688,490.04998779296875,493.0,5834847
2024-04-18,527.9993286132812,529.0499877929688,530.25,520.0,523.0,4305864
2024-04-19,532.8397216796875,533.9000244140625,536.4000244140625,511.54998779296875,523.0,3562646
2024-04-22,531.14306640625,532.2000122070312,538.0,530.0,538.0,1992375
2024-04-23,533.0892333984375,534.1500244140625,544.0,531.5499877929688,535.0,2590484
2024-04-24,544.217041015625,545.2999877929688,548.0,533.1500244140625,536.0,2946108
2024-04-25,541.173095703125,542.25,548.2000122070312,536.5,545.0,1195547
2024-04-26,556.4926147460938,557.5999755859375,564.0,539.4500122070312,545.0,3578376
2024-04-29,557.9397583007812,559.0499877929688,565.5,548.0999755859375,563.3499755859375,2976092
2024-04-30,552.8499145507812,553.9500122070312,564.0,552.2000122070312,556.0,1654871
2024-05-02,547.9595947265625,549.0499877929688,556.6500244140625,548.0999755859375,553.5999755859375,1200681
2024-05-03,547.111328125,548.2000122070312,556.1500244140625,546.0499877929688,552.0,994167
2024-05-06,545.2150268554688,546.2999877929688,554.75,536.4000244140625,553.0,4109243
2024-05-07,569.5167236328125,570.6500244140625,585.0,530.6500244140625,540.0,14506616
2024-05-08,580.7942504882812,581.9500122070312,583.9500122070312,559.0499877929688,572.0,5160508
2024-05-09,581.1435546875,582.2999877929688,584.4500122070312,575.0,583.9000244140625,2396291
2024-05-10,578.84814453125,580.0,584.0,570.0,582.2999877929688,1955716
2024-05-13,584.5867309570312,585.75,601.0,572.5999755859375,580.0,5188849
2024-05-14,607.4911499023438,608.7000122070312,612.0,573.7000122070312,591.0,3691480
2024-05-15,640.2260131835938,641.5,649.5,606.5499877929688,612.0,9424318
2024-05-16,628.4993286132812,629.75,648.0,621.3499755859375,637.0,7097061
2024-05-17,653.2500610351562,654.5499877929688,669.0,633.4000244140625,634.75,5858292
2024-05-21,641.7230224609375,643.0,668.0,639.0,665.0,11191214
2024-05-22,639.77685546875,641.0499877929688,657.4500122070312,630.4000244140625,647.0,2386416
2024-05-23,634.8367309570312,636.0999755859375,646.0,622.0499877929688,644.0,2336190
2024-05-24,645.9146728515625,647.2000122070312,654.4500122070312,631.3499755859375,633.0,1394593
2024-05-27,649.7071533203125,651.0,654.4500122070312,638.0999755859375,654.4500122070312,2357207
2024-05-28,628.199951171875,629.4500122070312,653.7999877929688,627.0499877929688,653.4500122070312,2171889
2024-05-29,630.9444580078125,632.2000122070312,638.4000244140625,618.2000122070312,626.0,2639836
2024-05-30,646.1143188476562,647.4000244140625,664.2000122070312,644.0,647.0,6363514
2024-05-31,642.172119140625,643.4500122070312,659.9500122070312,638.0999755859375,657.0,5482268
2024-06-03,684.8871459960938,686.25,700.0,661.7999877929688,700.0,5283814
2024-06-04,625.7548217773438,627.0,686.25,549.0,686.25,9807581
2024-06-05,626.4035034179688,627.6500244140625,664.0,570.25,649.0,10674892
2024-06-06,654.8968505859375,656.2000122070312,670.0,640.2999877929688,645.0,4395241
2024-06-07,662.232177734375,663.5499877929688,666.2000122070312,647.3499755859375,655.0,2428883
2024-06-10,653.44970703125,654.75,669.0,652.0,667.0,1557726
2024-06-11,660.685302734375,662.0,667.4000244140625,653.4000244140625,656.0,2360936
2024-06-12,664.8270874023438,666.1500244140625,680.4500122070312,663.5999755859375,666.7999877929688,2019240
2024-06-13,666.4238891601562,667.75,677.7999877929688,662.7999877929688,675.75,1171905
2024-06-14,687.4320678710938,688.7999877929688,694.7000122070312,663.5499877929688,669.0,4289392
2024-06-18,684.6376342773438,686.0,698.4000244140625,683.2999877929688,694.0,2788650
2024-06-19,674.1085815429688,675.4500122070312,688.9000244140625,673.0,686.9000244140625,1401771
2024-06-20,678.5996704101562,679.9500122070312,686.0,668.0499877929688,675.9000244140625,1820440
2024-06-21,678.9489135742188,680.2999877929688,690.75,672.8499755859375,684.5,2205201
2024-06-24,700.3563232421875,701.75,735.0,671.7000122070312,675.1500244140625,7158076
2024-06-25,690.7254638671875,692.0999755859375,733.0,686.5,708.0,5884793
2024-06-26,683.9390258789062,685.2999877929688,706.9500122070312,684.0,699.0,2320809
2024-06-27,696.3643188476562,697.75,701.0,680.2999877929688,680.2999877929688,2733855
2024-06-28,703.3004760742188,704.7000122070312,709.0,690.0999755859375,702.0,2196512
2024-07-01,720.1669311523438,721.5999755859375,723.8499755859375,696.2999877929688,708.0,1915569
2024-07-02,718.7198486328125,720.1500244140625,728.0,712.0999755859375,725.0,1660573
2024-07-03,718.8695068359375,720.2999877929688,728.0,714.7999877929688,726.5999755859375,1350593
2024-07-04,721.1150512695312,722.5499877929688,734.0,718.0,724.9000244140625,1192287
2024-07-05,770.6664428710938,772.2000122070312,782.3499755859375,721.8499755859375,724.7999877929688,8003162
2024-07-08,766.9737548828125,768.5,783.75,765.4500122070312,782.4000244140625,2440823
2024-07-09,756.2950439453125,757.7999877929688,774.8499755859375,750.8499755859375,774.8499755859375,1994568
2024-07-10,740.5762939453125,742.0499877929688,760.0,723.0,760.0,3242224
2024-07-11,743.7200927734375,745.2000122070312,752.0,732.3499755859375,748.0,1647188
2024-07-12,725.2069091796875,726.6500244140625,751.0,716.9000244140625,750.0,2471254
2024-07-15,725.5062866210938,726.9500122070312,737.7999877929688,723.2000122070312,732.0,1566739
2024-07-16,729.1490478515625,730.5999755859375,734.9000244140625,725.5499877929688,729.0,1275289
2024-07-18,687.9310302734375,689.2999877929688,730.4000244140625,685.9000244140625,730.0,6154982
2024-07-19,674.3082275390625,675.6500244140625,690.0,651.3499755859375,690.0,5600493
2024-07-22,688.3801879882812,689.75,693.25,665.0,675.0,2223120
2024-07-23,675.0567016601562,676.4000244140625,702.0,645.0,700.9500122070312,2264066
2024-07-24,695.715576171875,697.0999755859375,709.0,657.0,682.0,6275338
2024-07-25,727.1530151367188,728.5999755859375,742.0,699.0,700.0,8677549
2024-07-26,730.8955688476562,732.3499755859375,735.5999755859375,718.4000244140625,733.0,4022039
2024-07-29,739.5783081054688,741.0499877929688,747.5,735.25,736.0999755859375,1630355
2024-07-30,738.0812377929688,739.5499877929688,750.7000122070312,738.0,744.0,1001868
2024-07-31,734.538330078125,736.0,741.5999755859375,729.0,739.0,1704764
2024-08-01,727.1530151367188,728.5999755859375,741.0,721.2000122070312,740.0,1258090
2024-08-02,730.197021484375,731.6500244140625,748.4000244140625,706.2000122070312,720.0,2535475
2024-08-05,689.877197265625,691.25,709.4500122070312,683.6500244140625,690.75,3220792
2024-08-06,667.2222900390625,668.5499877929688,707.7000122070312,665.5499877929688,694.4500122070312,2812030
2024-08-07,684.43798828125,685.7999877929688,690.0,673.75,685.0,1867055
2024-08-08,677.30224609375,678.6500244140625,689.75,673.4500122070312,685.7999877929688,2573333
2024-08-09,711.7836303710938,713.2000122070312,724.0,683.0,685.0,3437452
2024-08-12,704.4481811523438,705.8499755859375,716.75,696.4500122070312,711.0,1304253
2024-08-13,691.52392578125,692.9000244140625,712.9000244140625,685.75,708.0,1124143
2024-08-14,704.9971313476562,706.4000244140625,709.0,685.5,696.3499755859375,1520350
2024-08-16,714.0291748046875,715.4500122070312,717.5,695.1500244140625,706.4000244140625,1588399
2024-08-19,709.1388549804688,710.5499877929688,725.0,705.6500244140625,722.0,1266637
2024-08-20,734.0892333984375,735.5499877929688,747.5,711.0499877929688,711.0499877929688,3718828
2024-08-21,732.5422973632812,734.0,738.2000122070312,723.2000122070312,737.1500244140625,1290276
2024-08-22,739.1791381835938,740.6500244140625,745.0,733.5499877929688,740.0,1265141
2024-08-23,748.7101440429688,750.2000122070312,758.7999877929688,735.4000244140625,743.0,3048725
2024-08-26,736.584228515625,738.0499877929688,764.9000244140625,735.1500244140625,755.4500122070312,1509572
2024-08-27,728.3506469726562,729.7999877929688,742.7000122070312,728.25,742.7000122070312,1015056
2024-08-28,710.3863525390625,711.7999877929688,730.8499755859375,707.0999755859375,729.7999877929688,1546800
2024-08-29,699.408203125,700.7999877929688,723.7999877929688,699.0,713.6500244140625,1447106
2024-08-30,694.717529296875,696.0999755859375,713.1500244140625,691.5,707.0,3214857
2024-09-02,682.2423706054688,683.5999755859375,705.0,680.0,699.0,1373960
2024-09-03,688.0308837890625,689.4000244140625,695.6500244140625,681.5,688.0,1953579
2024-09-04,687.581787109375,688.9500122070312,693.9000244140625,677.7000122070312,683.9500122070312,2436611
2024-09-05,686.1346435546875,687.5,691.4500122070312,683.2999877929688,688.9500122070312,1130884
2024-09-06,672.2123413085938,673.5499877929688,691.0,671.0499877929688,686.9500122070312,1260824
2024-09-09,662.8310546875,664.1500244140625,679.0,658.75,675.9000244140625,1478094
2024-09-10,663.2800903320312,664.5999755859375,679.0,663.0,665.6500244140625,1391056
2024-09-11,688.3801879882812,689.75,696.0,663.25,669.0,3423525
2024-09-12,727.7019653320312,729.1500244140625,739.0,692.5999755859375,698.0,9996859
2024-09-13,712.2826538085938,713.7000122070312,737.6500244140625,711.5499877929688,729.1500244140625,3410744
2024-09-16,712.7816162109375,714.2000122070312,728.7000122070312,711.5499877929688,717.9500122070312,1459014
2024-09-17,729.6480102539062,731.0999755859375,738.0,715.4500122070312,716.7999877929688,3096426
2024-09-18,741.77392578125,743.25,745.7000122070312,727.5999755859375,734.4500122070312,2499151
2024-09-19,734.4884643554688,735.9500122070312,747.2999877929688,718.6500244140625,746.2999877929688,2433983
2024-09-20,745.0174560546875,746.5,752.0,726.0999755859375,732.0,3126501
2024-09-23,772.4129638671875,773.9500122070312,776.5,743.0999755859375,749.25,4213992
2024-09-24,780.2972412109375,781.8499755859375,788.9500122070312,766.0999755859375,776.0,3856352
2024-09-25,774.3091430664062,775.8499755859375,814.4000244140625,770.0,782.9500122070312,6162900
2024-09-26,770.5665893554688,772.0999755859375,777.5,758.0,775.0,1642171
2024-09-27,760.2371826171875,761.75,773.6500244140625,757.0,771.0,1488749
2024-09-30,757.5425415039062,759.0499877929688,771.9500122070312,754.75,765.9000244140625,1506127
2024-10-01,749.8079223632812,751.2999877929688,763.0499877929688,745.9000244140625,763.0499877929688,1212072
2024-10-03,736.93359375,738.4000244140625,756.4500122070312,728.0499877929688,735.0,1879280
2024-10-04,717.3225708007812,718.75,742.9000244140625,715.75,738.0999755859375,2998570
2024-10-07,757.6423950195312,759.1500244140625,762.0,709.0499877929688,718.0,8376857
2024-10-08,778.8501586914062,780.4000244140625,790.0,748.3499755859375,758.9500122070312,4757051
2024-10-09,801.904296875,803.5,809.5999755859375,781.4000244140625,783.2999877929688,4717387
2024-10-10,840.0783081054688,841.75,844.9500122070312,802.9500122070312,803.5,6650932
2024-10-11,856.4457397460938,858.1500244140625,874.7000122070312,836.5,840.0,6773282
2024-10-14,853.6013793945312,855.2999877929688,866.1500244140625,840.0,858.1500244140625,3408737
2024-10-15,831.0463256835938,832.7000122070312,856.8499755859375,825.0499877929688,855.2999877929688,3830155
2024-10-16,833.0422973632812,834.7000122070312,853.9000244140625,830.0499877929688,832.5499877929688,2414944
2024-10-17,835.537353515625,837.2000122070312,852.5,825.2000122070312,836.0999755859375,2461780
2024-10-18,817.3734741210938,819.0,836.0,815.0,834.0,2979794
2024-10-21,774.0596313476562,775.5999755859375,857.7000122070312,762.8499755859375,825.0,10109948
2024-10-22,753.7001953125,755.2000122070312,822.0999755859375,750.6500244140625,776.0999755859375,11958818
2024-10-23,739.0294189453125,740.5,759.6500244140625,733.0,758.9000244140625,2452458
2024-10-24,732.3427124023438,733.7999877929688,748.2999877929688,723.0999755859375,741.25,2290664
2024-10-25,742.0234375,743.5,747.0,714.2999877929688,734.0,3594228
2024-10-28,710.4862060546875,711.9000244140625,748.0,709.2000122070312,745.9500122070312,3290963
2024-10-29,716.4243774414062,717.8499755859375,724.3499755859375,698.25,716.0,3823376
2024-10-30,712.6818237304688,714.0999755859375,732.5,709.0999755859375,716.8499755859375,2399686
2024-10-31,703.0010986328125,704.4000244140625,721.9500122070312,701.5499877929688,717.7999877929688,2093639
2024-11-01,719.1688842773438,720.5999755859375,726.0,711.9000244140625,715.0,461391
2024-11-04,714.4283447265625,715.8499755859375,723.25,709.0,721.0,1947195
2024-11-05,703.4501953125,704.8499755859375,717.4000244140625,702.6500244140625,717.4000244140625,1991555
2024-11-06,724.0592041015625,725.5,735.75,709.25,712.0,2696878
2024-11-07,725.5562133789062,727.0,750.0,723.0499877929688,750.0,3441825
2024-11-08,714.8275756835938,716.25,731.0,710.9000244140625,731.0,1292110
2024-11-11,726.0552368164062,727.5,729.7000122070312,703.5999755859375,711.0,1731899
2024-11-12,711.2846069335938,712.7000122070312,734.4000244140625,710.2000122070312,727.0,1268095
2024-11-13,687.6815795898438,689.0499877929688,710.7999877929688,681.0999755859375,710.0,1978434
2024-11-14,693.7195434570312,695.0999755859375,708.0,691.75,698.0,1602611
2024-11-18,701.4042358398438,702.7999877929688,718.2000122070312,696.6500244140625,700.0,1565505
2024-11-19,716.8734741210938,718.2999877929688,726.7000122070312,693.0499877929688,702.5,2910502
2024-11-21,709.8873901367188,711.2999877929688,728.7000122070312,706.5,718.2999877929688,1738362
2024-11-22,728.6001586914062,730.0499877929688,735.0,708.0499877929688,712.0,1923796
2024-11-25,735.2369384765625,736.7000122070312,764.0,725.7000122070312,746.5999755859375,5905652
2024-11-26,733.9894409179688,735.4500122070312,753.4500122070312,730.25,739.0,1986333
2024-11-27,762.7821044921875,764.2999877929688,767.9000244140625,738.0999755859375,742.8499755859375,3306762
2024-11-28,750.9556884765625,752.4500122070312,771.0,750.9500122070312,769.5499877929688,1734776
2024-11-29,730.7957763671875,732.25,757.0,729.0,757.0,2022242
2024-12-02,753.7001953125,755.2000122070312,759.9000244140625,730.0499877929688,736.5999755859375,2228868
2024-12-03,759.7880859375,761.2999877929688,763.5,755.0,762.9500122070312,1551300
2024-12-04,750.7061767578125,752.2000122070312,771.0499877929688,750.5999755859375,761.2999877929688,2265081
2024-12-05,767.8220825195312,769.3499755859375,779.0,753.75,755.5499877929688,3588545
2024-12-06,780.9459838867188,782.5,785.5,765.2000122070312,773.9500122070312,2435865
2024-12-09,791.9241333007812,793.5,811.4000244140625,782.2999877929688,787.9500122070312,5209060
2024-12-10,795.6168212890625,797.2000122070312,800.0,777.7999877929688,793.5,2422138
2024-12-11,781.5447387695312,783.0999755859375,797.0,781.0,796.9500122070312,1167468
2024-12-12,781.5947265625,783.1500244140625,787.75,772.5499877929688,783.4000244140625,2128708
2024-12-13,767.4727783203125,769.0,784.8499755859375,761.0,783.1500244140625,1802966
2024-12-16,769.4189453125,770.9500122070312,775.5999755859375,758.7000122070312,769.6500244140625,2469222
2024-12-17,769.2692260742188,770.7999877929688,783.0,764.0999755859375,770.0,2167652
2024-12-18,765.2771606445312,766.7999877929688,770.0,753.5,770.0,2047739
2024-12-19,763.1314697265625,764.6500244140625,766.0,745.7999877929688,750.0499877929688,1129629
2024-12-20,728.6001586914062,730.0499877929688,774.9000244140625,724.75,764.6500244140625,2609704
2024-12-23,726.1549682617188,727.5999755859375,738.4500122070312,717.0,731.0,1507454
2024-12-24,712.2826538085938,713.7000122070312,727.2000122070312,709.2000122070312,725.0,1648927
2024-12-26,742.27294921875,743.75,747.5,710.0999755859375,718.0,4641557
2024-12-27,746.7639770507812,748.25,752.9000244140625,743.0,745.25,1670505
2024-12-30,734.3886108398438,735.8499755859375,749.9500122070312,732.0,748.2999877929688,2025031
2024-12-31,726.55419921875,728.0,742.2999877929688,721.6500244140625,731.0,2175765
2025-01-01,739.5283813476562,741.0,744.2000122070312,722.5999755859375,727.0,1120881
2025-01-02,746.5145263671875,748.0,751.0,741.9500122070312,741.9500122070312,1504109
2025-01-03,735.286865234375,736.75,753.7000122070312,732.5499877929688,747.9000244140625,1114505
2025-01-06,712.8814086914062,714.2999877929688,740.5999755859375,711.0499877929688,737.0,1800577
2025-01-07,716.5740966796875,718.0,728.6500244140625,709.9500122070312,720.0,1289563
2025-01-08,693.2205200195312,694.5999755859375,721.9500122070312,678.25,719.7000122070312,3279556
2025-01-09,676.80322265625,678.1500244140625,696.7999877929688,673.0,694.5,1387356
2025-01-10,648.9087524414062,650.2000122070312,678.0,648.0,677.8499755859375,2087043
2025-01-13,613.87841796875,615.0999755859375,643.5999755859375,608.2000122070312,635.0,7709813
2025-01-14,638.8787231445312,640.1500244140625,650.0,606.0,606.0,7807377
2025-01-15,609.0879516601562,610.2999877929688,644.0999755859375,608.3499755859375,643.1500244140625,5275014
2025-01-16,625.7548217773438,627.0,633.0,615.0499877929688,616.4500122070312,4214089
2025-01-17,647.86083984375,649.1500244140625,652.2000122070312,619.9500122070312,625.0,3742975
2025-01-20,682.6416015625,684.0,686.75,647.7999877929688,650.5,4386737
2025-01-21,656.7431030273438,658.0499877929688,683.0,653.8499755859375,683.0,2831678
2025-01-22,635.9844360351562,637.25,666.2999877929688,614.9500122070312,663.5999755859375,9176460
2025-01-23,626.6530151367188,627.9000244140625,647.3499755859375,623.7000122070312,635.0,2723623
2025-01-24,619.3175659179688,620.5499877929688,640.7999877929688,617.0999755859375,632.9500122070312,3027288
2025-01-27,594.2674560546875,595.4500122070312,617.9500122070312,587.9500122070312,617.9500122070312,4511585
2025-01-28,573.8081665039062,574.9500122070312,602.7000122070312,517.75,599.0,22929049
2025-01-29,624.5072631835938,625.75,630.0,574.9500122070312,574.9500122070312,11394085
2025-01-30,619.3674926757812,620.5999755859375,632.7999877929688,613.8499755859375,626.0499877929688,3481632
2025-01-31,633.5891723632812,634.8499755859375,645.0,619.0,623.7000122070312,2550206
2025-02-01,610.7846069335938,612.0,647.0,597.3499755859375,639.0,2701115
2025-02-03,584.3372192382812,585.5,609.9500122070312,575.5,609.9500122070312,4695680
2025-02-04,602.6507568359375,603.8499755859375,608.7999877929688,591.7999877929688,591.7999877929688,3824032
2025-02-05,628.349609375,629.5999755859375,630.9000244140625,603.0,607.2000122070312,3310308
2025-02-06,613.4293212890625,614.6500244140625,632.7999877929688,608.8499755859375,632.0,1563407
2025-02-07,616.2237548828125,617.4500122070312,624.9500122070312,610.4500122070312,617.0,1384156
2025-02-10,590.8242797851562,592.0,616.5,583.75,616.5,4093785
2025-02-11,586.832275390625,588.0,592.2999877929688,573.5,592.0,2902387
2025-02-12,575.6046142578125,576.75,585.9500122070312,561.0,584.0,2821502
2025-02-13,578.34912109375,579.5,594.5999755859375,575.3499755859375,583.0,1632132
2025-02-14,551.2530517578125,552.3499755859375,583.9500122070312,548.6500244140625,581.9000244140625,3352198
2025-02-17,581.8421630859375,583.0,587.0,537.0999755859375,545.0499877929688,4714045
2025-02-18,577.6006469726562,578.75,589.1500244140625,569.0499877929688,586.0,2217415
2025-02-19,583.039794921875,584.2000122070312,595.2999877929688,564.5499877929688,571.0,1964251
2025-02-20,594.6167602539062,595.7999877929688,598.7999877929688,572.5499877929688,584.2000122070312,2044206
2025-02-21,588.7783813476562,589.9500122070312,600.0999755859375,581.5,594.0,1720514
2025-02-24,601.303466796875,602.5,605.7999877929688,570.25,577.0,3126346
2025-02-25,597.3114013671875,598.5,611.6500244140625,595.6500244140625,600.7000122070312,3637028
2025-02-27,579.1974487304688,580.3499755859375,598.1500244140625,575.0,598.0,10087384
2025-02-28,571.4628295898438,572.5999755859375,591.9500122070312,563.25,576.0,8538196
2025-03-03,585.5348510742188,586.7000122070312,589.75,548.1500244140625,570.0999755859375,8035267
2025-03-04,602.1018676757812,603.2999877929688,607.2999877929688,569.0999755859375,578.0,3140173
2025-03-05,611.6828002929688,612.9000244140625,615.8499755859375,598.2999877929688,598.2999877929688,2801610
2025-03-06,626.8526000976562,628.0999755859375,631.5,615.9500122070312,617.6500244140625,2970429
2025-03-07,628.7987060546875,630.0499877929688,632.75,620.0999755859375,628.2000122070312,2350526
2025-03-10,595.61474609375,596.7999877929688,645.0,590.0,635.0,3889248
2025-03-11,606.9422607421875,608.1500244140625,613.0,583.0499877929688,590.0,2092189
2025-03-12,607.1917724609375,608.4000244140625,620.5,594.5499877929688,612.5,2390745
2025-03-13,597.91015625,599.0999755859375,614.9500122070312,595.0,610.0999755859375,1390950
2025-03-17,608.8883666992188,610.0999755859375,618.1500244140625,594.0999755859375,601.0,3660246
2025-03-18,608.8883666992188,610.0999755859375,610.0999755859375,610.0999755859375,610.0999755859375,0
2025-03-19,661.982666015625,663.2999877929688,666.25,633.2999877929688,639.4500122070312,3345438
2025-03-20,653.2999877929688,654.5999755859375,669.7999877929688,647.6500244140625,669.0,2309340
2025-03-21,641.25,641.25,658.9500122070312,631.6500244140625,658.9500122070312,3885409
2025-03-24,632.9000244140625,632.9000244140625,653.0,631.2000122070312,644.0499877929688,4241713
2025-03-25,626.9000244140625,626.9000244140625,652.5499877929688,625.0499877929688,640.0,3652822
2025-03-26,635.7999877929688,635.7999877929688,648.0,626.0499877929688,626.9000244140625,4273715
2025-03-27,637.1500244140625,637.1500244140625,642.7000122070312,627.2000122070312,636.0,14138019
2025-03-28,638.5,638.5,648.0,630.0499877929688,634.0,2705597
2025-04-01,615.0,615.0,646.0,610.25,636.6500244140625,3111743
2025-04-02,623.5999755859375,623.5999755859375,628.0499877929688,606.75,610.0,2398461
2025-04-03,615.9500122070312,615.9500122070312,626.4000244140625,607.75,618.0,2331069
2025-04-04,575.2000122070312,575.2000122070312,619.1500244140625,570.75,612.5499877929688,4572903
2025-04-07,540.5,540.5,555.4000244140625,517.7000122070312,520.0,4729481
2025-04-08,549.4000244140625,549.4000244140625,562.5,538.2000122070312,556.0,2806157
2025-04-09,551.0,551.0,555.0,537.5999755859375,550.0,2178868
2025-04-11,572.4000244140625,572.4000244140625,575.0,550.2000122070312,555.0499877929688,3044863
2025-04-15,589.25,589.25,591.0,580.0,589.9000244140625,2132994
2025-04-16,598.75,598.75,599.9000244140625,587.0,593.0,1731321
2025-04-17,619.8499755859375,619.8499755859375,622.9500122070312,596.1500244140625,598.0,3434021
2025-04-21,650.5999755859375,650.5999755859375,652.5499877929688,624.5499877929688,628.4500122070312,3396337
2025-04-22,645.2999877929688,645.2999877929688,653.8499755859375,636.0,652.0,2100885
2025-04-23,660.1500244140625,660.1500244140625,662.0,644.5,649.0499877929688,2495549
2025-04-24,646.0,646.0,663.1500244140625,641.9500122070312,660.5,1828242
2025-04-25,633.0999755859375,633.0999755859375,649.3499755859375,617.7000122070312,649.0,3224438
2025-04-28,633.5999755859375,633.5999755859375,641.0,625.1500244140625,626.0,1823889
