date_,adj close_ambujacem.ns,close_ambujacem.ns,high_ambujacem.ns,low_ambujacem.ns,open_ambujacem.ns,volume_ambujacem.ns
2024-03-20,572.5194702148438,576.3499755859375,587.5,566.5999755859375,581.3499755859375,1678012
2024-03-21,583.29736328125,587.2000122070312,590.9000244140625,580.0,580.0,1977799
2024-03-22,585.43310546875,589.3499755859375,594.7000122070312,581.5499877929688,588.0,1818091
2024-03-26,591.09521484375,595.0499877929688,600.4000244140625,586.5,589.3499755859375,2175165
2024-03-27,597.5023803710938,601.5,610.0,596.9500122070312,598.0,5070366
2024-03-28,608.2802124023438,612.3499755859375,617.0,602.25,607.5,3861492
2024-04-01,617.3694458007812,621.5,626.6500244140625,613.2999877929688,619.4000244140625,3976554
2024-04-02,630.4817504882812,634.7000122070312,637.0999755859375,619.6500244140625,622.0,4503263
2024-04-03,630.7300415039062,634.9500122070312,640.2999877929688,626.5,632.0,4389047
2024-04-04,620.5481567382812,624.7000122070312,640.7999877929688,623.5999755859375,640.0,2100754
2024-04-05,623.0315551757812,627.2000122070312,633.25,618.2000122070312,624.75,2386291
2024-04-08,626.3592529296875,630.5499877929688,634.5,622.0999755859375,627.2000122070312,2965491
2024-04-09,618.958740234375,623.0999755859375,633.9500122070312,618.5499877929688,631.4000244140625,2431726
2024-04-10,621.4918823242188,625.6500244140625,628.75,620.4000244140625,620.4000244140625,1293786
2024-04-12,604.803466796875,608.8499755859375,630.2999877929688,605.5999755859375,623.5,4161320
2024-04-15,602.8167724609375,606.8499755859375,615.5999755859375,593.4500122070312,600.0,2647237
2024-04-16,613.4456787109375,617.5499877929688,622.0,601.25,604.9500122070312,1983635
2024-04-18,611.1609497070312,615.25,637.7999877929688,611.0,637.7999877929688,4944023
2024-04-19,605.5982055664062,609.6500244140625,614.1500244140625,601.0499877929688,612.0,2001911
2024-04-22,612.2039794921875,616.2999877929688,621.0999755859375,613.0999755859375,616.0,1566507
2024-04-23,632.3193969726562,636.5499877929688,639.0,618.75,621.25,3751042
2024-04-24,640.1668701171875,644.4500122070312,646.7999877929688,635.0999755859375,641.0,4701815
2024-04-25,634.107421875,638.3499755859375,649.0,629.2000122070312,644.0,3367321
2024-04-26,628.1472778320312,632.3499755859375,642.0,630.0999755859375,642.0,1663147
2024-04-29,625.4652709960938,629.6500244140625,638.2999877929688,625.0999755859375,638.0,2217374
2024-04-30,615.7800903320312,619.9000244140625,634.0,616.25,634.0,5514688
2024-05-02,621.5415649414062,625.7000122070312,630.9000244140625,609.1500244140625,615.0,6286712
2024-05-03,618.3131103515625,622.4500122070312,634.4500122070312,616.2999877929688,629.5,2566478
2024-05-06,603.4127807617188,607.4500122070312,625.75,599.8499755859375,625.0499877929688,3525659
2024-05-07,590.0025634765625,593.9500122070312,612.2000122070312,588.7999877929688,610.7000122070312,2548462
2024-05-08,590.5985107421875,594.5499877929688,601.0,588.0,590.9500122070312,2526772
2024-05-09,570.4830932617188,574.2999877929688,596.1500244140625,572.0,596.0,2481928
2024-05-10,577.9332885742188,581.7999877929688,586.0,573.2999877929688,576.0,3039660
2024-05-13,584.2907104492188,588.2000122070312,591.75,569.4000244140625,584.0499877929688,2203837
2024-05-14,606.14453125,610.2000122070312,616.9500122070312,587.0,587.0999755859375,3537595
2024-05-15,609.1742553710938,613.25,618.25,609.9000244140625,612.0,1479399
2024-05-16,611.3099975585938,615.4000244140625,616.4500122070312,606.2000122070312,613.0999755859375,2013842
2024-05-17,616.57470703125,620.7000122070312,622.1500244140625,611.1500244140625,616.0,2065379
2024-05-21,627.5016479492188,631.7000122070312,634.75,613.2999877929688,620.9000244140625,3811359
2024-05-22,628.8426513671875,633.0499877929688,635.75,621.6500244140625,631.7000122070312,2209062
2024-05-23,642.2033081054688,646.5,648.2999877929688,626.5999755859375,635.0,4718924
2024-05-24,631.0776977539062,635.2999877929688,656.9500122070312,627.3499755859375,648.0,4865705
2024-05-27,628.2963256835938,632.5,638.7000122070312,626.5999755859375,638.7000122070312,1632214
2024-05-28,625.4652709960938,629.6500244140625,636.5,627.0,633.9000244140625,2482711
2024-05-29,625.9122924804688,630.0999755859375,633.5,620.4000244140625,626.5499877929688,1702062
2024-05-30,615.0350952148438,619.1500244140625,630.9500122070312,616.3499755859375,628.9500122070312,2485481
2024-05-31,629.8359985351562,634.0499877929688,639.8499755859375,622.6500244140625,625.0,3662225
2024-06-03,666.3417358398438,670.7999877929688,676.6500244140625,653.4500122070312,668.0,11189978
2024-06-04,552.9007568359375,556.5999755859375,670.9500122070312,518.3499755859375,670.7999877929688,20044195
2024-06-05,594.9196166992188,598.9000244140625,601.8499755859375,550.25,575.0,6564509
2024-06-06,605.9955444335938,610.0499877929688,622.25,603.75,608.0,3774112
2024-06-07,617.1707153320312,621.2999877929688,624.0,607.2999877929688,610.0499877929688,3023546
2024-06-10,636.0941162109375,640.3499755859375,643.0499877929688,624.0,626.0,4340712
2024-06-11,635.4981079101562,639.75,650.0,637.5999755859375,645.9000244140625,2706589
2024-06-12,664.2557373046875,668.7000122070312,675.75,638.0,644.75,5320428
2024-06-13,660.0836181640625,664.5,680.4500122070312,654.6500244140625,678.7000122070312,8012245
2024-06-14,674.7300415039062,677.2000122070312,689.0,672.2000122070312,689.0,15699653
2024-06-18,671.6412963867188,674.0999755859375,682.9500122070312,670.2999877929688,682.9500122070312,2670571
2024-06-19,664.367919921875,666.7999877929688,675.2999877929688,654.2999877929688,674.6500244140625,3104511
2024-06-20,656.7459106445312,659.1500244140625,669.5,657.0499877929688,666.0,2840525
2024-06-21,655.0520629882812,657.4500122070312,667.9500122070312,653.0,659.1500244140625,3723454
2024-06-24,655.3509521484375,657.75,662.4500122070312,643.25,655.0499877929688,2151184
2024-06-25,646.43359375,648.7999877929688,666.5499877929688,644.0,662.4000244140625,2786086
2024-06-26,654.6535034179688,657.0499877929688,665.9000244140625,648.0499877929688,648.7999877929688,4247865
2024-06-27,658.2404174804688,660.6500244140625,678.1500244140625,652.4500122070312,658.0,6564930
2024-06-28,667.8053588867188,670.25,674.9500122070312,660.0,666.0,3948035
2024-07-01,692.465087890625,695.0,701.7999877929688,664.0499877929688,668.0,6820204
2024-07-02,689.8247680664062,692.3499755859375,706.9500122070312,679.2999877929688,696.9500122070312,5783589
2024-07-03,690.1735229492188,692.7000122070312,699.4000244140625,687.6500244140625,695.0,1357858
2024-07-04,679.6121215820312,682.0999755859375,694.6500244140625,671.75,693.2999877929688,4072206
2024-07-05,683.4979248046875,686.0,691.0,677.0,682.0999755859375,4592446
2024-07-08,681.056884765625,683.5499877929688,688.5499877929688,679.2000122070312,686.4500122070312,2099399
2024-07-09,675.1784057617188,677.6500244140625,688.0,671.4000244140625,682.0,2756185
2024-07-10,662.5745239257812,665.0,681.6500244140625,656.2000122070312,680.0,7590766
2024-07-11,676.6729125976562,679.1500244140625,687.9500122070312,672.5999755859375,680.0,6139579
2024-07-12,674.0325927734375,676.5,682.4500122070312,673.75,680.5,1807744
2024-07-15,681.7045288085938,684.2000122070312,690.4500122070312,681.5,686.5499877929688,2184021
2024-07-16,682.8502807617188,685.3499755859375,692.0,683.25,689.4500122070312,2484802
2024-07-18,687.732421875,690.25,692.4500122070312,679.0,685.3499755859375,3034365
2024-07-19,675.427490234375,677.9000244140625,692.4500122070312,670.4000244140625,691.0499877929688,2613915
2024-07-22,684.5938720703125,687.0999755859375,688.5999755859375,673.75,677.8499755859375,3014997
2024-07-23,688.828369140625,691.3499755859375,695.0,662.5999755859375,688.0,4681258
2024-07-24,679.9110717773438,682.4000244140625,693.0,680.0999755859375,691.3499755859375,1157565
2024-07-25,673.434814453125,675.9000244140625,685.0,672.5,678.0999755859375,1226783
2024-07-26,683.896484375,686.4000244140625,691.4500122070312,676.0499877929688,676.0499877929688,1914855
2024-07-29,677.370361328125,679.8499755859375,693.5,671.0,692.0,3176753
2024-07-30,671.9900512695312,674.4500122070312,681.0499877929688,671.2000122070312,679.8499755859375,1526425
2024-07-31,677.4700317382812,679.9500122070312,686.6500244140625,672.3499755859375,677.75,5007055
2024-08-01,661.5781860351562,664.0,681.0,655.0,680.0,7613696
2024-08-02,650.4190063476562,652.7999877929688,662.2999877929688,648.5999755859375,661.0,3552731
2024-08-05,633.8297729492188,636.1500244140625,650.5499877929688,633.75,647.0,3071394
2024-08-06,623.2684326171875,625.5499877929688,649.0,622.9500122070312,638.0999755859375,2519055
2024-08-07,640.9536743164062,643.2999877929688,648.0,633.5499877929688,634.0,2259244
2024-08-08,636.1712036132812,638.5,645.25,637.0999755859375,644.9500122070312,1121594
2024-08-09,629.6948852539062,632.0,645.5,630.0999755859375,645.0,2605583
2024-08-12,633.13232421875,635.4500122070312,641.0,617.75,621.0999755859375,3209718
2024-08-13,622.1226196289062,624.4000244140625,638.9500122070312,622.0999755859375,635.2999877929688,1379099
2024-08-14,620.927001953125,623.2000122070312,628.9000244140625,617.5,626.5,930171
2024-08-16,638.1638793945312,640.5,641.9500122070312,623.4500122070312,625.0,958226
2024-08-19,631.388671875,633.7000122070312,643.6500244140625,632.2000122070312,643.0,938492
2024-08-20,624.1651611328125,626.4500122070312,639.4500122070312,624.6500244140625,636.0,1390850
2024-08-21,626.9548950195312,629.25,631.75,624.7999877929688,627.0,1038309
2024-08-22,629.49560546875,631.7999877929688,639.5,622.4500122070312,629.4500122070312,5299763
2024-08-23,631.2890014648438,633.5999755859375,660.0,631.5999755859375,656.0,14351644
2024-08-26,625.3607788085938,627.6500244140625,639.9000244140625,625.4000244140625,638.9500122070312,3688932
2024-08-27,622.1724243164062,624.4500122070312,629.8499755859375,622.0499877929688,628.7999877929688,2374774
2024-08-28,614.1517944335938,616.4000244140625,627.25,615.0999755859375,626.0499877929688,2570418
2024-08-29,610.2659912109375,612.5,619.0,600.7000122070312,617.7000122070312,6301579
2024-08-30,614.7993774414062,617.0499877929688,621.6500244140625,609.4000244140625,612.6500244140625,3540177
2024-09-02,618.13720703125,620.4000244140625,624.2000122070312,616.2999877929688,620.0,2224671
2024-09-03,615.5466918945312,617.7999877929688,622.5,614.1500244140625,622.25,2546441
2024-09-04,624.812744140625,627.0999755859375,629.0,612.5999755859375,615.0,2347174
2024-09-05,629.54541015625,631.8499755859375,636.75,627.4000244140625,628.9500122070312,2834101
2024-09-06,620.976806640625,623.25,631.0,620.2999877929688,627.0,2085086
2024-09-09,627.8516845703125,630.1500244140625,631.5,614.75,622.9000244140625,1675042
2024-09-10,624.762939453125,627.0499877929688,631.0,623.7000122070312,630.1500244140625,1466555
2024-09-11,620.7277221679688,623.0,632.0,620.6500244140625,627.0,1659410
2024-09-12,625.8589477539062,628.1500244140625,629.7000122070312,620.5999755859375,626.0999755859375,1052634
2024-09-13,627.3035888671875,629.5999755859375,635.75,625.5,628.1500244140625,1898585
2024-09-16,625.0120239257812,627.2999877929688,633.8499755859375,626.25,631.0,737033
2024-09-17,620.7277221679688,623.0,627.4000244140625,620.7000122070312,625.9500122070312,1091216
2024-09-18,617.8382568359375,620.0999755859375,626.0,615.0,623.0,736543
2024-09-19,606.1809692382812,608.4000244140625,624.0,598.0,624.0,2512582
2024-09-20,614.3012084960938,616.5499877929688,618.7999877929688,607.0499877929688,611.0,1799104
2024-09-23,619.7811889648438,622.0499877929688,624.0,617.0999755859375,620.0,1601273
2024-09-24,616.0448608398438,618.2999877929688,623.9000244140625,615.9000244140625,620.0,1309122
2024-09-25,613.8030395507812,616.0499877929688,619.5999755859375,610.0,618.2999877929688,1456337
2024-09-26,622.869873046875,625.1500244140625,627.0499877929688,610.8499755859375,616.0499877929688,1936586
2024-09-27,631.6876220703125,634.0,636.4500122070312,623.1500244140625,625.0,3874843
2024-09-30,630.2428588867188,632.5499877929688,643.2999877929688,628.0499877929688,634.0,4215188
2024-10-01,630.1432495117188,632.4500122070312,634.75,623.0,630.2000122070312,1508022
2024-10-03,615.197998046875,617.4500122070312,633.0,613.0499877929688,623.0,1552493
2024-10-04,608.4725952148438,610.7000122070312,622.0,604.5999755859375,615.4500122070312,1538542
2024-10-07,588.19677734375,590.3499755859375,619.3499755859375,586.6500244140625,615.0,3195158
2024-10-08,604.1882934570312,606.4000244140625,610.4000244140625,584.4500122070312,588.7000122070312,3481559
2024-10-09,605.7326049804688,607.9500122070312,617.4000244140625,605.75,610.0,3148946
2024-10-10,583.1154174804688,585.25,613.4500122070312,582.0,610.7999877929688,6417410
2024-10-11,583.0656127929688,585.2000122070312,592.7999877929688,583.0499877929688,588.9500122070312,1939238
2024-10-14,586.7521362304688,588.9000244140625,590.7999877929688,583.4000244140625,587.9500122070312,1202564
2024-10-15,588.19677734375,590.3499755859375,597.0,586.5499877929688,590.2000122070312,1805205
2024-10-16,586.9015502929688,589.0499877929688,594.4500122070312,576.4000244140625,590.3499755859375,20191089
2024-10-17,569.1664428710938,571.25,595.7999877929688,569.2999877929688,588.0,3483057
2024-10-18,571.8566284179688,573.9500122070312,577.4000244140625,558.9500122070312,571.5,5208678
2024-10-21,569.8141479492188,571.9000244140625,577.9000244140625,566.2999877929688,574.2999877929688,3650658
2024-10-22,556.4629516601562,558.5,583.25,556.0999755859375,569.0,5527745
2024-10-23,553.8226318359375,555.8499755859375,564.5499877929688,551.7000122070312,561.0,4336713
2024-10-24,556.8615112304688,558.9000244140625,562.5499877929688,553.5,557.0,1330005
2024-10-25,550.6841430664062,552.7000122070312,561.0,545.2000122070312,556.0499877929688,1607719
2024-10-28,567.3232421875,569.4000244140625,582.25,547.0499877929688,552.7000122070312,6419282
2024-10-29,572.9027709960938,575.0,576.25,566.6500244140625,570.0,2417223
2024-10-30,577.5856323242188,579.7000122070312,585.75,570.4500122070312,574.9000244140625,2364199
2024-10-31,578.4325561523438,580.5499877929688,586.7999877929688,574.3499755859375,579.7000122070312,2016146
2024-11-01,580.3256225585938,582.4500122070312,585.5,580.0499877929688,582.9500122070312,216563
2024-11-04,569.31591796875,571.4000244140625,580.7000122070312,566.0,579.9500122070312,1059806
2024-11-05,569.9137573242188,572.0,575.0,565.3499755859375,571.0,625470
2024-11-06,580.52490234375,582.6500244140625,585.0,572.0,572.0,1682970
2024-11-07,568.6184692382812,570.7000122070312,585.0499877929688,569.4000244140625,584.2000122070312,822608
2024-11-08,562.8396606445312,564.9000244140625,574.7000122070312,561.5,574.7000122070312,901220
2024-11-11,558.3560791015625,560.4000244140625,567.7999877929688,558.5499877929688,564.0,745179
2024-11-12,554.5698852539062,556.5999755859375,565.5,554.5,561.9500122070312,761972
2024-11-13,543.3609008789062,545.3499755859375,558.25,541.25,554.0,838603
2024-11-14,542.5140380859375,544.5,552.2999877929688,541.0499877929688,545.3499755859375,1535042
2024-11-18,548.5419311523438,550.5499877929688,555.0,537.9000244140625,541.0,1707792
2024-11-19,547.5455932617188,549.5499877929688,560.3499755859375,546.9000244140625,551.0499877929688,1267125
2024-11-21,482.3841552734375,484.1499938964844,500.0,453.04998779296875,494.6000061035156,38274180
2024-11-22,498.0268859863281,499.8500061035156,514.8499755859375,477.1499938964844,477.1499938964844,11645446
2024-11-25,503.1083068847656,504.95001220703125,514.2999877929688,503.20001220703125,513.5,5805213
2024-11-26,491.8993225097656,493.70001220703125,508.29998779296875,491.70001220703125,507.29998779296875,4602794
2024-11-27,513.1216430664062,515.0,523.5,489.04998779296875,497.0,8458453
2024-11-28,511.12890625,513.0,522.5499877929688,510.6499938964844,518.5,6194006
2024-11-29,529.5614624023438,531.5,535.7000122070312,513.5,515.5,6608627
2024-12-02,536.8347778320312,538.7999877929688,541.0,530.0499877929688,532.0,3153526
2024-12-03,564.4835815429688,566.5499877929688,571.9500122070312,539.0,541.0999755859375,5596923
2024-12-04,562.640380859375,564.7000122070312,572.7000122070312,560.4000244140625,572.7000122070312,1530852
2024-12-05,569.0169677734375,571.0999755859375,573.3499755859375,563.4000244140625,569.0,3051624
2024-12-06,563.2381591796875,565.2999877929688,573.5499877929688,564.5,571.7000122070312,855417
2024-12-09,569.2162475585938,571.2999877929688,576.75,565.0,568.0,1156965
2024-12-10,571.4082641601562,573.5,574.5499877929688,566.0999755859375,571.75,1086901
2024-12-11,576.3402099609375,578.4500122070312,584.2000122070312,575.4500122070312,578.0,2670785
2024-12-12,569.6646118164062,571.75,579.7000122070312,570.2000122070312,578.0,2304456
2024-12-13,570.6610107421875,572.75,574.9500122070312,564.0499877929688,570.0,2266790
2024-12-16,574.845703125,576.9500122070312,578.75,571.8499755859375,573.25,1121729
2024-12-17,569.0169677734375,571.0999755859375,578.5,569.5499877929688,576.0,1085240
2024-12-18,562.4909057617188,564.5499877929688,579.0,563.0999755859375,577.0,1635003
2024-12-19,561.2454223632812,563.2999877929688,564.4000244140625,553.6500244140625,555.75,1365391
2024-12-20,546.79833984375,548.7999877929688,569.5999755859375,547.0,563.5,2113009
2024-12-23,548.6416015625,550.6500244140625,554.5,547.25,551.0,832775
2024-12-24,541.119140625,543.0999755859375,557.0,542.0,552.0,978111
2024-12-26,546.79833984375,548.7999877929688,550.75,540.4000244140625,544.0,1688865
2024-12-27,545.9514770507812,547.9500122070312,553.4500122070312,546.5,550.0,1167271
2024-12-30,542.6136474609375,544.5999755859375,558.9000244140625,541.4500122070312,548.0,3433945
2024-12-31,533.8457641601562,535.7999877929688,549.0499877929688,533.5,545.9500122070312,1065733
2025-01-01,536.635498046875,538.5999755859375,542.0,530.5499877929688,537.0,844154
2025-01-02,547.844482421875,549.8499755859375,550.7000122070312,538.5,544.0,2762768
2025-01-03,546.69873046875,548.7000122070312,553.7000122070312,546.0499877929688,551.7999877929688,2142459
2025-01-06,527.96728515625,529.9000244140625,548.0,526.0999755859375,547.6500244140625,3644057
2025-01-07,533.7959594726562,535.75,539.7000122070312,525.2999877929688,532.6500244140625,758887
2025-01-08,536.0875244140625,538.0499877929688,540.5499877929688,530.25,537.0,1397351
2025-01-09,523.334228515625,525.25,539.9000244140625,522.1500244140625,539.0,1332797
2025-01-10,509.38531494140625,511.25,523.9500122070312,508.45001220703125,522.0999755859375,1984355
2025-01-13,491.4011535644531,493.20001220703125,514.0,491.20001220703125,504.0,2284737
2025-01-14,513.4703369140625,515.3499755859375,517.4000244140625,494.1000061035156,494.1000061035156,1755495
2025-01-15,517.4059448242188,519.2999877929688,524.9000244140625,512.75,518.0,1765699
2025-01-16,538.179931640625,540.1500244140625,543.0999755859375,528.2000122070312,534.0,4303187
2025-01-17,534.2941284179688,536.25,542.6500244140625,530.2000122070312,542.0,964325
2025-01-20,533.3973999023438,535.3499755859375,539.0999755859375,530.0,538.75,669217
2025-01-21,529.810546875,531.75,548.6500244140625,530.5499877929688,535.3499755859375,2560552
2025-01-22,534.6926879882812,536.6500244140625,538.6500244140625,526.4000244140625,533.75,1658282
2025-01-23,546.79833984375,548.7999877929688,552.0,530.75,535.7999877929688,1841473
2025-01-24,549.7874145507812,551.7999877929688,561.9000244140625,547.0,551.9000244140625,3859868
2025-01-27,532.9490966796875,534.9000244140625,552.2000122070312,533.3499755859375,548.75,1868811
2025-01-28,541.1690063476562,543.1500244140625,550.9500122070312,526.1500244140625,539.9000244140625,1310270
2025-01-29,520.1956787109375,522.0999755859375,551.0999755859375,518.0,543.0,11092387
2025-01-30,507.6914978027344,509.54998779296875,528.2999877929688,497.1000061035156,528.2999877929688,10002380
2025-01-31,510.92962646484375,512.7999877929688,518.2999877929688,509.54998779296875,511.0,2315032
2025-02-01,499.6708679199219,501.5,517.7000122070312,487.0,516.0,5527354
2025-02-03,493.3440246582031,495.1499938964844,500.0,486.54998779296875,500.0,4400205
2025-02-04,511.8263854980469,513.7000122070312,514.75,497.5,498.20001220703125,3229502
2025-02-05,519.8967895507812,521.7999877929688,526.3499755859375,512.25,516.9000244140625,1748997
2025-02-06,512.2747802734375,514.1500244140625,524.4500122070312,512.0,521.5,745901
2025-02-07,510.87982177734375,512.75,522.4500122070312,507.29998779296875,514.1500244140625,2084178
2025-02-10,504.9017028808594,506.75,519.9500122070312,504.04998779296875,517.0,2018861
2025-02-11,498.0766906738281,499.8999938964844,512.0999755859375,493.3500061035156,508.0,2784189
2025-02-12,499.2723388671875,501.1000061035156,505.6000061035156,481.29998779296875,502.0,1909072
2025-02-13,500.6672058105469,502.5,510.54998779296875,500.04998779296875,505.0,1036149
2025-02-14,487.7146301269531,489.5,508.1499938964844,483.79998779296875,502.75,2619355
2025-02-17,486.5190124511719,488.29998779296875,490.6499938964844,479.20001220703125,488.0,2529934
2025-02-18,484.97467041015625,486.75,493.45001220703125,474.1000061035156,491.8999938964844,2265606
2025-02-19,478.1496276855469,479.8999938964844,490.3999938964844,474.04998779296875,478.04998779296875,1721933
2025-02-20,481.0888977050781,482.8500061035156,484.29998779296875,477.6000061035156,480.04998779296875,1676642
2025-02-21,480.1921691894531,481.95001220703125,486.5,476.0,483.1000061035156,3329038
2025-02-24,468.6842956542969,470.3999938964844,478.8999938964844,469.0,477.0,2118594
2025-02-25,467.5384826660156,469.25,473.8500061035156,466.70001220703125,472.0,3465845
2025-02-27,468.08648681640625,469.79998779296875,472.8500061035156,459.1499938964844,470.0,4261863
2025-02-28,463.2541809082031,464.95001220703125,468.6499938964844,458.0,467.8999938964844,3502154
2025-03-03,470.0791931152344,471.79998779296875,474.1000061035156,455.0,465.0,2019207
2025-03-04,473.26751708984375,475.0,480.8500061035156,465.6499938964844,469.8999938964844,1247846
2025-03-05,489.3088073730469,491.1000061035156,493.0,474.0,474.04998779296875,2223913
2025-03-06,496.6817932128906,498.5,500.6499938964844,487.0,491.1499938964844,3280234
2025-03-07,497.97705078125,499.79998779296875,505.3999938964844,491.95001220703125,497.5,1851476
2025-03-10,487.81427001953125,489.6000061035156,508.0,486.8999938964844,498.0,1626327
2025-03-11,493.7425537109375,495.54998779296875,497.04998779296875,480.1000061035156,485.0,1903051
2025-03-12,487.4157409667969,489.20001220703125,501.95001220703125,485.3999938964844,495.54998779296875,2004582
2025-03-13,484.0281066894531,485.79998779296875,493.6000061035156,484.3999938964844,491.8999938964844,1626551
2025-03-17,488.76080322265625,490.54998779296875,494.75,486.1000061035156,488.0,2759538
2025-03-18,488.76080322265625,490.54998779296875,490.54998779296875,490.54998779296875,490.54998779296875,0
2025-03-19,505.20062255859375,507.04998779296875,508.75,498.0,498.0,1284144
2025-03-20,502.85919189453125,504.70001220703125,512.4500122070312,503.3999938964844,508.0,1239801
2025-03-21,512.6234741210938,514.5,517.0,505.0,505.0,4271244
2025-03-24,517.4059448242188,519.2999877929688,522.0,510.54998779296875,516.9000244140625,2892707
2025-03-25,518.6513671875,520.5499877929688,538.6500244140625,518.1500244140625,530.0,6690237
2025-03-26,530.5079956054688,532.4500122070312,537.7000122070312,519.5499877929688,522.0,4409160
2025-03-27,540.8201904296875,542.7999877929688,545.2999877929688,526.2000122070312,530.0499877929688,3250046
2025-03-28,536.3864135742188,538.3499755859375,552.0,536.2999877929688,544.9000244140625,1557007
2025-04-01,527.96728515625,529.9000244140625,542.8499755859375,529.2000122070312,538.0,953159
2025-04-02,532.1021118164062,534.0499877929688,536.5499877929688,524.3499755859375,527.5999755859375,1395075
2025-04-03,538.7279052734375,540.7000122070312,544.2000122070312,530.5,530.6500244140625,857218
2025-04-04,526.2734985351562,528.2000122070312,543.9500122070312,525.5999755859375,540.5999755859375,1254580
2025-04-07,523.284423828125,525.2000122070312,532.0,480.3500061035156,495.0,3055609
2025-04-08,534.8421020507812,536.7999877929688,539.0999755859375,527.4500122070312,535.0,1899103
2025-04-09,545.802001953125,547.7999877929688,552.2999877929688,531.1500244140625,536.7999877929688,4262270
2025-04-11,546.64892578125,548.6500244140625,556.7999877929688,544.0,553.75,3541770
2025-04-15,556.0145874023438,558.0499877929688,559.2000122070312,550.25,555.0,2937116
2025-04-16,563.6865234375,565.75,566.5,552.4000244140625,559.9500122070312,3073452
