date_,adj close_abb.ns,close_abb.ns,high_abb.ns,low_abb.ns,open_abb.ns,volume_abb.ns
2024-05-31,8240.5205078125,8317.9501953125,8351.0,8166.89990234375,8328.0,516112
2024-06-03,8646.7529296875,8728.0,8765.0,8395.25,8500.5,537121
2024-06-04,7595.3818359375,7666.75,8750.0,6982.39990234375,8750.0,1346607
2024-06-05,7739.97314453125,7812.7001953125,7899.9501953125,7238.14990234375,7850.0,1097810
2024-06-06,7913.14599609375,7987.5,8144.7001953125,7801.0498046875,7801.0498046875,483840
2024-06-07,7998.09765625,8073.25,8101.2001953125,7920.0,8049.9501953125,323673
2024-06-10,7986.9033203125,8061.9501953125,8200.0,7994.2998046875,8178.0498046875,271789
2024-06-11,8019.89306640625,8095.25,8334.400390625,8072.10009765625,8145.0,434290
2024-06-12,8203.9130859375,8281.0,8325.0,8120.0,8120.14990234375,436181
2024-06-13,8367.9716796875,8446.599609375,8489.900390625,8305.0498046875,8350.0,386195
2024-06-14,8936.03515625,9020.0,9145.0,8453.0498046875,8506.650390625,1242412
2024-06-18,8784.458984375,8867.0,9149.9501953125,8801.099609375,9149.9501953125,517839
2024-06-19,8464.4658203125,8544.0,8913.75,8521.0,8904.0,601292
2024-06-20,8459.8095703125,8539.2998046875,8665.599609375,8385.599609375,8600.0,409555
2024-06-21,8321.2119140625,8399.400390625,8640.5,8355.0,8590.0,318529
2024-06-24,8386.4990234375,8465.2998046875,8565.349609375,8250.75,8389.0498046875,435447
2024-06-25,8321.4599609375,8399.650390625,8597.849609375,8385.0498046875,8494.9501953125,244800
2024-06-26,8312.740234375,8390.849609375,8435.0,8235.7001953125,8426.0,336425
2024-06-27,8562.59375,8643.0498046875,8690.849609375,8327.5498046875,8380.5,654170
2024-06-28,8411.8603515625,8490.900390625,8720.150390625,8437.0,8720.0,400414
2024-07-01,8507.4619140625,8587.400390625,8645.849609375,8461.349609375,8490.900390625,251582
2024-07-02,8434.943359375,8514.2001953125,8670.0,8414.0498046875,8589.9501953125,240074
2024-07-03,8537.6279296875,8617.849609375,8642.7001953125,8530.0,8536.0,235527
2024-07-04,8634.666015625,8715.7998046875,8808.7001953125,8580.150390625,8680.0,329126
2024-07-05,8598.60546875,8679.400390625,8715.9501953125,8604.4501953125,8715.9501953125,222477
2024-07-08,8479.87109375,8559.5498046875,8700.0,8492.0,8700.0,161299
2024-07-09,8511.02734375,8591.0,8714.9501953125,8567.150390625,8615.0,195613
2024-07-10,8463.326171875,8542.849609375,8624.9501953125,8381.599609375,8624.9501953125,178905
2024-07-11,8379.216796875,8457.9501953125,8590.0,8427.0,8585.0498046875,134239
2024-07-12,8132.83154296875,8209.25,8500.0,8191.0,8400.0,406193
2024-07-15,8174.341796875,8251.150390625,8265.0,8114.75,8210.2998046875,279190
2024-07-16,8155.6669921875,8232.2998046875,8299.9501953125,8184.9501953125,8289.0,212920
2024-07-18,7819.67431640625,7893.14990234375,8249.900390625,7713.35009765625,8234.7001953125,715249
2024-07-19,7549.5625,7620.5,7909.7001953125,7600.0,7900.0,355166
2024-07-22,7645.11474609375,7716.9501953125,7759.85009765625,7425.0,7525.14990234375,363722
2024-07-23,7433.20556640625,7503.0498046875,7812.0498046875,7053.2001953125,7766.9501953125,714300
2024-07-24,7452.57421875,7522.60009765625,7637.9501953125,7435.0,7549.9501953125,388681
2024-07-25,7552.83154296875,7623.7998046875,7766.0,7410.0498046875,7450.0,304924
2024-07-26,7778.1640625,7851.25,7870.0,7649.35009765625,7698.9501953125,237187
2024-07-29,7900.06884765625,7974.2998046875,7994.5,7812.0498046875,7899.0,207473
2024-07-30,7770.4375,7843.4501953125,8049.0,7830.0,7990.0,136915
2024-07-31,7823.34033203125,7896.85009765625,7948.0,7790.0,7798.2001953125,274082
2024-08-01,7697.47216796875,7769.7998046875,7948.0,7735.0,7896.85009765625,143518
2024-08-02,7508.25048828125,7578.7998046875,7779.9501953125,7547.5498046875,7695.0498046875,195829
2024-08-05,7396.20361328125,7465.7001953125,7597.89990234375,7236.7998046875,7402.10009765625,335130
2024-08-06,7396.20361328125,7465.7001953125,7650.0,7428.0,7446.75,271285
2024-08-07,7797.1357421875,7870.39990234375,7915.0,7470.35009765625,7556.0,470318
2024-08-08,7868.3662109375,7942.2998046875,8154.0,7776.0,7881.0,630662
2024-08-09,7897.8896484375,7972.10009765625,8263.75,7921.0,8150.0,1288936
2024-08-12,7603.25830078125,7674.7001953125,7989.9501953125,7630.85009765625,7989.9501953125,499233
2024-08-13,7474.56689453125,7544.7998046875,7788.75,7525.0,7788.75,485092
2024-08-14,7684.74267578125,7756.9501953125,7815.0,7451.0,7600.0,505429
2024-08-16,7837.556640625,7911.2001953125,7925.0,7724.35009765625,7841.0,383686
2024-08-19,7749.78125,7822.60009765625,7984.39990234375,7808.9501953125,7954.9501953125,140445
2024-08-20,7728.13427734375,7800.75,7881.0,7735.5498046875,7868.9501953125,180753
2024-08-21,7847.8095703125,7921.5498046875,7930.0,7765.7998046875,7825.0,139006
2024-08-22,7786.38720703125,7859.5498046875,7950.0,7830.60009765625,7950.0,112842
2024-08-23,7733.67041015625,7795.75,7914.60009765625,7768.89990234375,7859.7998046875,141683
2024-08-26,7728.36279296875,7790.39990234375,7832.60009765625,7700.0,7820.0,186052
2024-08-27,7843.98486328125,7906.9501953125,8024.25,7828.7001953125,7828.7001953125,465311
2024-08-28,7875.18408203125,7938.39990234375,7955.9501953125,7845.0498046875,7929.9501953125,153307
2024-08-29,7813.77685546875,7876.5,8014.4501953125,7789.2998046875,7953.5,261097
2024-08-30,7872.85302734375,7936.0498046875,7960.0,7843.2998046875,7931.64990234375,328066
2024-09-02,7637.9384765625,7699.25,7947.35009765625,7636.64990234375,7945.0,278992
2024-09-03,7706.0419921875,7767.89990234375,7828.7998046875,7680.7001953125,7748.64990234375,199718
2024-09-04,7578.21826171875,7639.0498046875,7765.0,7575.0,7754.89990234375,301420
2024-09-05,7589.18017578125,7650.10009765625,7678.0,7611.39990234375,7655.0,165098
2024-09-06,7456.54443359375,7516.39990234375,7650.0,7500.0498046875,7650.0,170226
2024-09-09,7540.3720703125,7600.89990234375,7630.0,7431.5498046875,7500.0,197525
2024-09-10,7475.69140625,7535.7001953125,7640.85009765625,7510.0,7600.89990234375,175153
2024-09-11,7508.6767578125,7568.9501953125,7654.89990234375,7532.5498046875,7559.89990234375,137928
2024-09-12,7658.7216796875,7720.2001953125,7756.0,7615.0498046875,7622.10009765625,267442
2024-09-13,7623.20654296875,7684.39990234375,7869.89990234375,7652.2998046875,7774.25,282303
2024-09-16,7703.36328125,7765.2001953125,7897.0,7699.10009765625,7730.0,355094
2024-09-17,7810.94970703125,7873.64990234375,7883.64990234375,7762.5498046875,7819.5,157996
2024-09-18,7723.25390625,7785.25,7917.5,7760.0,7873.64990234375,164835
2024-09-19,7442.9541015625,7502.7001953125,7832.85009765625,7350.0498046875,7830.0,438617
2024-09-20,7634.466796875,7695.75,7769.7998046875,7516.60009765625,7560.0,474901
2024-09-23,7876.423828125,7939.64990234375,7959.0,7750.0,7750.0,267031
2024-09-24,8013.87109375,8078.2001953125,8100.0,7870.0,7870.0,333336
2024-09-25,8113.2236328125,8178.35009765625,8194.599609375,7992.4501953125,8099.0,302067
2024-09-26,8006.1328125,8070.39990234375,8214.0,7962.5498046875,8214.0,231382
2024-09-27,8068.68115234375,8133.4501953125,8187.25,8065.0,8090.0,339640
2024-09-30,7990.85595703125,8055.0,8196.0,7975.0,7975.0,266470
2024-10-01,8202.2578125,8268.099609375,8303.25,8085.0498046875,8100.0,368953
2024-10-03,8045.71484375,8110.2998046875,8260.0,8045.7998046875,8201.0,320792
2024-10-04,7867.248046875,7930.39990234375,8104.2001953125,7880.0,8090.0498046875,305714
2024-10-07,7696.51806640625,7758.2998046875,8060.0,7672.14990234375,7903.0,193223
2024-10-08,8089.7119140625,8154.64990234375,8177.0,7745.0498046875,7769.9501953125,190857
2024-10-09,8390.6962890625,8458.0498046875,8579.7998046875,8080.7998046875,8152.75,567692
2024-10-10,8442.5302734375,8510.2998046875,8619.7001953125,8444.0,8499.0,321074
2024-10-11,8485.5849609375,8553.7001953125,8608.0,8421.349609375,8505.349609375,226675
2024-10-14,8502.2509765625,8570.5,8689.0,8539.25,8592.599609375,181469
2024-10-15,8579.4306640625,8648.2998046875,8678.0,8545.0,8620.0,192358
2024-10-16,8699.517578125,8769.349609375,8940.599609375,8617.5,8680.0,660651
2024-10-17,8621.4931640625,8690.7001953125,8815.0,8420.0498046875,8775.0,407941
2024-10-18,8713.05859375,8783.0,8850.0,8560.0498046875,8669.0498046875,197602
2024-10-21,8213.7666015625,8279.7001953125,8871.2998046875,8260.0,8830.099609375,337458
2024-10-22,8112.42919921875,8177.5498046875,8378.0,8155.0498046875,8271.25,267921
2024-10-23,7642.4521484375,7703.7998046875,8199.900390625,7620.25,8150.0498046875,553732
2024-10-24,7587.19580078125,7648.10009765625,7905.0,7581.25,7775.0,482630
2024-10-25,7461.7529296875,7521.64990234375,7737.35009765625,7415.10009765625,7716.7001953125,287311
2024-10-28,7280.50830078125,7338.9501953125,7587.7001953125,7317.0,7520.0,497757
2024-10-29,7432.8349609375,7492.5,7507.9501953125,7200.0498046875,7339.5,352099
2024-10-30,7367.75732421875,7426.89990234375,7531.2998046875,7390.0,7503.4501953125,262509
2024-10-31,7370.28759765625,7429.4501953125,7479.85009765625,7318.0498046875,7460.0,520624
2024-11-01,7371.2294921875,7430.39990234375,7500.0,7384.0,7474.0,39200
2024-11-04,7302.2333984375,7360.85009765625,7452.0,7261.0,7444.0,331535
2024-11-05,7076.048828125,7132.85009765625,7438.5,6935.0,7400.9501953125,2177411
2024-11-06,7107.0,7164.0498046875,7197.9501953125,7037.10009765625,7150.0,658234
2024-11-07,6944.00927734375,6999.75,7240.5498046875,6975.10009765625,7190.0,418991
2024-11-08,6989.34521484375,7045.4501953125,7118.89990234375,6949.0,7030.0498046875,565723
2024-11-11,7180.1630859375,7237.7998046875,7268.14990234375,6995.35009765625,7040.0,408263
2024-11-12,6908.79150390625,6964.25,7308.75,6935.25,7296.0498046875,547081
2024-11-13,6747.833984375,6802.0,6999.0,6782.0,6940.0,509564
2024-11-14,6626.9541015625,6680.14990234375,6834.14990234375,6629.85009765625,6808.0,599381
2024-11-18,6573.1357421875,6625.89990234375,6745.4501953125,6605.0,6700.35009765625,327357
2024-11-19,6648.2333984375,6701.60009765625,6788.39990234375,6626.2998046875,6672.25,415057
2024-11-21,6706.9619140625,6760.7998046875,6830.0,6615.5,6701.60009765625,337186
2024-11-22,6849.666015625,6904.64990234375,6939.0,6761.10009765625,6774.9501953125,254886
2024-11-25,7202.0380859375,7259.85009765625,7299.9501953125,7051.0,7090.0,745341
2024-11-26,7271.33154296875,7329.7001953125,7390.0,7250.4501953125,7300.0,456499
2024-11-27,7436.505859375,7496.2001953125,7540.10009765625,7316.5,7329.7001953125,475285
2024-11-28,7335.962890625,7394.85009765625,7520.0,7340.7001953125,7520.0,358113
2024-11-29,7362.15234375,7421.25,7471.9501953125,7375.0,7435.0,191937
2024-12-02,7431.09912109375,7490.75,7508.9501953125,7340.0498046875,7378.0,353136
2024-12-03,7477.52587890625,7537.5498046875,7635.0,7480.0498046875,7533.0,339612
2024-12-04,7603.16796875,7664.2001953125,7722.5,7575.0,7575.0,395551
2024-12-05,7428.767578125,7488.39990234375,7682.0,7420.0,7650.0,424954
2024-12-06,7492.2578125,7552.39990234375,7574.0,7490.0,7540.0,228818
2024-12-09,7509.4697265625,7569.75,7640.0,7532.5498046875,7575.9501953125,209644
2024-12-10,7631.98681640625,7693.25,7710.0,7570.2001953125,7636.0,265407
2024-12-11,7667.20361328125,7728.75,7787.0,7650.0,7703.0,173332
2024-12-12,7596.07421875,7657.0498046875,7755.0,7634.25,7744.0,118184
2024-12-13,7641.9072265625,7703.25,7718.60009765625,7561.35009765625,7615.0,132883
2024-12-16,7827.51708984375,7890.35009765625,7943.75,7689.2998046875,7703.25,340801
2024-12-17,7755.19775390625,7817.4501953125,7960.0,7781.0,7890.35009765625,213086
2024-12-18,7596.173828125,7657.14990234375,7814.75,7620.5,7812.0498046875,201768
2024-12-19,7293.3544921875,7351.89990234375,7620.0,7335.10009765625,7620.0,233391
2024-12-20,6866.13427734375,6921.25,7407.4501953125,6886.0,7359.7998046875,557249
2024-12-23,6903.7822265625,6959.2001953125,7056.0,6893.0,6966.0,167980
2024-12-24,6823.42724609375,6878.2001953125,7015.9501953125,6841.85009765625,7007.89990234375,159850
2024-12-26,6889.99267578125,6945.2998046875,6955.4501953125,6843.0498046875,6880.0,119925
2024-12-27,6792.3759765625,6846.89990234375,7006.9501953125,6822.0498046875,6968.7998046875,155724
2024-12-30,6648.58056640625,6701.9501953125,6885.35009765625,6668.10009765625,6812.0,901044
2024-12-31,6857.2060546875,6912.25,6948.39990234375,6701.9501953125,6701.9501953125,362642
2025-01-01,6873.27685546875,6928.4501953125,6947.7001953125,6846.25,6912.0,74460
2025-01-02,6836.8193359375,6891.7001953125,6937.89990234375,6795.0,6910.5,323524
2025-01-03,6745.99853515625,6800.14990234375,6931.89990234375,6767.0,6900.0,149381
2025-01-06,6567.58056640625,6620.2998046875,6826.9501953125,6573.7998046875,6800.0498046875,208851
2025-01-07,6652.796875,6706.2001953125,6741.89990234375,6627.64990234375,6627.64990234375,207775
2025-01-08,6603.98876953125,6657.0,6717.9501953125,6567.4501953125,6699.9501953125,162710
2025-01-09,6430.82861328125,6482.4501953125,6692.0,6457.5,6638.0,193962
2025-01-10,6364.56005859375,6415.64990234375,6545.9501953125,6363.0,6480.0,259956
2025-01-13,6060.6005859375,6109.25,6383.89990234375,6080.0,6352.0,389091
2025-01-14,6097.65283203125,6146.60009765625,6255.39990234375,6061.0498046875,6134.9501953125,254776
2025-01-15,6144.427734375,6193.75,6229.9501953125,6106.7001953125,6190.4501953125,252993
2025-01-16,6258.015625,6308.25,6353.0498046875,6220.2001953125,6238.10009765625,170841
2025-01-17,6475.51953125,6527.5,6553.7001953125,6251.64990234375,6300.0,385172
2025-01-20,6473.28759765625,6525.25,6579.64990234375,6455.0498046875,6547.5498046875,131130
2025-01-21,6231.18115234375,6281.2001953125,6542.2001953125,6263.39990234375,6525.25,337700
2025-01-22,6229.6435546875,6279.64990234375,6340.0,6114.0,6323.64990234375,303115
2025-01-23,6279.84033203125,6330.25,6488.9501953125,6260.2001953125,6279.64990234375,243034
2025-01-24,6129.69580078125,6178.89990234375,6379.89990234375,6152.2998046875,6360.0,145838
2025-01-27,6034.8564453125,6083.2998046875,6177.7998046875,6009.0,6100.0,241956
2025-01-28,5951.1787109375,5998.9501953125,6184.75,5909.39990234375,6100.0,270318
2025-01-29,6062.18798828125,6110.85009765625,6139.2001953125,6015.0,6015.0,119869
2025-01-30,5673.80517578125,5719.35009765625,6133.9501953125,5678.0,6125.0,854672
2025-01-31,5827.86865234375,5874.64990234375,5947.85009765625,5710.10009765625,5740.0,511763
2025-02-01,5455.70556640625,5499.5,5943.39990234375,5405.0,5920.0,510445
2025-02-03,5155.96240234375,5197.35009765625,5499.0,5105.5,5480.10009765625,1444875
2025-02-04,5584.72021484375,5629.5498046875,5650.0,5265.0,5271.35009765625,1337087
2025-02-05,5699.20166015625,5744.9501953125,5805.5498046875,5640.0498046875,5676.0,699315
2025-02-06,5636.1572265625,5681.39990234375,5874.35009765625,5642.25,5794.9501953125,384010
2025-02-07,5640.47265625,5685.75,5758.85009765625,5601.0498046875,5712.7998046875,284417
2025-02-10,5536.06103515625,5580.5,5724.2998046875,5558.5,5674.9501953125,376402
2025-02-11,5393.5546875,5436.85009765625,5596.0,5408.64990234375,5596.0,350160
2025-02-12,5406.15380859375,5449.5498046875,5510.0,5226.2998046875,5423.0,348968
2025-02-13,5399.40771484375,5442.75,5569.0,5403.89990234375,5450.10009765625,297830
2025-02-14,5221.8330078125,5263.75,5495.9501953125,5223.0,5455.0,296054
2025-02-17,5200.15673828125,5241.89990234375,5275.9501953125,5142.0,5263.0,252290
2025-02-18,5101.1025390625,5142.0498046875,5515.0,5093.0,5440.0,3924895
2025-02-19,5083.04736328125,5123.85009765625,5193.9501953125,5019.75,5089.9501953125,938108
2025-02-20,5302.0888671875,5344.64990234375,5356.0,5072.0,5100.0,757479
2025-02-21,5249.26318359375,5291.39990234375,5365.9501953125,5185.0498046875,5327.0,597090
2025-02-24,5347.02880859375,5389.9501953125,5409.0,5194.89990234375,5248.2001953125,557026
2025-02-25,5259.580078125,5301.7998046875,5391.89990234375,5241.4501953125,5389.0,415818
2025-02-27,5103.7314453125,5144.7001953125,5317.7001953125,5105.2001953125,5301.7998046875,541660
2025-02-28,4896.09814453125,4935.39990234375,5119.0,4918.0,5110.0,784607
2025-03-03,5047.7802734375,5088.2998046875,5145.0,4890.0,4954.7998046875,558162
2025-03-04,5150.0595703125,5191.39990234375,5212.0,5000.0,5000.0,506485
2025-03-05,5269.99609375,5312.2998046875,5356.0,5100.0,5100.0,445752
2025-03-06,5327.2373046875,5370.0,5432.0,5283.60009765625,5342.0,532908
2025-03-07,5284.13330078125,5326.5498046875,5370.0498046875,5280.0,5370.0,482112
2025-03-10,5119.20654296875,5160.2998046875,5410.75,5139.64990234375,5328.0,342786
2025-03-11,5088.4541015625,5129.2998046875,5182.0,5080.0,5100.0,549888
2025-03-12,5098.771484375,5139.7001953125,5178.60009765625,5035.0,5154.35009765625,222937
2025-03-13,5077.78955078125,5118.5498046875,5304.7001953125,5111.0,5152.0,367022
2025-03-17,5146.33935546875,5187.64990234375,5218.4501953125,5101.0,5160.0,276511
2025-03-18,5146.33935546875,5187.64990234375,5187.64990234375,5187.64990234375,5187.64990234375,0
2025-03-19,5431.99658203125,5475.60009765625,5512.7998046875,5346.75,5432.60009765625,580679
2025-03-20,5417.21484375,5460.7001953125,5505.60009765625,5340.64990234375,5500.0,442929
2025-03-21,5414.04052734375,5457.5,5572.64990234375,5433.39990234375,5469.9501953125,685475
2025-03-24,5488.14599609375,5532.2001953125,5598.0,5471.14990234375,5471.14990234375,310148
2025-03-25,5371.03564453125,5414.14990234375,5594.9501953125,5397.5,5593.0,265207
2025-03-26,5479.71337890625,5523.7001953125,5622.85009765625,5407.5498046875,5454.2001953125,729146
2025-03-27,5496.23095703125,5540.35009765625,5578.4501953125,5445.0498046875,5485.0,403518
2025-03-28,5502.083984375,5546.25,5625.0,5503.75,5559.9501953125,420034
2025-04-01,5356.1552734375,5399.14990234375,5548.0,5373.0,5539.5,380081
2025-04-02,5270.83984375,5313.14990234375,5431.89990234375,5211.10009765625,5425.2001953125,682715
2025-04-03,5284.876953125,5327.2998046875,5354.14990234375,5242.7001953125,5250.0,224578
2025-04-04,5055.31982421875,5095.89990234375,5331.0498046875,5075.7001953125,5325.0,457097
2025-04-07,4924.02392578125,4963.5498046875,5022.35009765625,4684.4501953125,4684.4501953125,765239
2025-04-08,5024.0703125,5064.39990234375,5119.9501953125,4970.0,5041.0498046875,304029
2025-04-09,4996.095703125,5036.2001953125,5090.89990234375,4970.0,5074.0,353532
2025-04-11,5102.34228515625,5143.2998046875,5173.9501953125,5052.0498046875,5149.5,416323
2025-04-15,5204.72021484375,5246.5,5288.5,5158.5,5220.0,334196
2025-04-16,5336.66162109375,5379.5,5457.5,5252.5,5280.0,566818
2025-04-17,5527.13232421875,5571.5,5645.0,5294.5,5422.5,1143784
2025-04-21,5584.1748046875,5629.0,5699.0,5519.0,5678.5,684672
2025-04-22,5637.24853515625,5682.5,5704.0,5591.5,5649.0,325345
2025-04-23,5667.505859375,5713.0,5792.0,5609.0,5715.0,376059
2025-04-24,5643.201171875,5688.5,5733.0,5621.5,5720.0,374809
2025-04-25,5455.20947265625,5499.0,5708.5,5385.0,5698.0,638225
2025-04-28,5491.91552734375,5536.0,5558.5,5459.0,5499.0,205197
