date_,adj close_icicibank.ns,close_icicibank.ns,high_icicibank.ns,low_icicibank.ns,open_icicibank.ns,volume_icicibank.ns
2024-04-26,1090.032958984375,1107.9000244140625,1120.0,1102.75,1112.1500244140625,14190059
2024-04-29,1141.4403076171875,1160.1500244140625,1163.449951171875,1107.9000244140625,1108.0,28578063
2024-04-30,1131.8475341796875,1150.4000244140625,1169.550048828125,1146.75,1159.949951171875,29568491
2024-05-02,1121.0740966796875,1139.449951171875,1155.5,1133.25,1143.0,25118334
2024-05-03,1123.63232421875,1142.050048828125,1157.4000244140625,1135.449951171875,1141.300048828125,19933604
2024-05-06,1127.813720703125,1146.300048828125,1158.449951171875,1138.0999755859375,1141.550048828125,14970524
2024-05-07,1113.6458740234375,1131.9000244140625,1152.75,1126.300048828125,1147.949951171875,15097728
2024-05-08,1104.8895263671875,1123.0,1132.0,1116.050048828125,1126.550048828125,19913090
2024-05-09,1097.7071533203125,1115.699951171875,1128.8499755859375,1110.0,1120.550048828125,12229853
2024-05-10,1099.035400390625,1117.050048828125,1128.9000244140625,1112.050048828125,1118.0,8573656
2024-05-13,1109.808837890625,1128.0,1130.6500244140625,1106.699951171875,1112.4000244140625,9707983
2024-05-14,1102.47900390625,1120.550048828125,1127.9000244140625,1118.550048828125,1125.9000244140625,8944262
2024-05-15,1106.2176513671875,1124.3499755859375,1127.800048828125,1113.5,1122.0999755859375,10743423
2024-05-16,1112.8096923828125,1131.050048828125,1136.550048828125,1112.800048828125,1133.0,14265565
2024-05-17,1112.2684326171875,1130.5,1144.0,1120.5999755859375,1131.050048828125,8641784
2024-05-21,1102.8724365234375,1120.949951171875,1133.800048828125,1116.25,1122.199951171875,10452900
2024-05-22,1093.1812744140625,1111.0999755859375,1125.9000244140625,1098.0999755859375,1125.0,17527411
2024-05-23,1116.2039794921875,1134.5,1137.0,1111.4000244140625,1115.550048828125,13787687
2024-05-24,1113.695068359375,1131.949951171875,1135.0,1124.1500244140625,1130.0,6312670
2024-05-27,1111.579833984375,1129.800048828125,1147.800048828125,1121.550048828125,1131.9000244140625,11599857
2024-05-28,1108.775634765625,1126.949951171875,1135.199951171875,1125.0,1132.5,9311718
2024-05-29,1084.2281494140625,1102.0,1123.550048828125,1098.5,1115.050048828125,19268547
2024-05-30,1095.7393798828125,1113.699951171875,1121.0,1096.9000244140625,1097.0,15255387
2024-05-31,1102.970947265625,1121.050048828125,1130.5999755859375,1111.25,1118.0,26197718
2024-06-03,1141.292724609375,1160.0,1173.0,1136.300048828125,1170.0,25699977
2024-06-04,1054.170654296875,1071.449951171875,1159.4000244140625,1053.550048828125,1157.9000244140625,43476837
2024-06-05,1090.7708740234375,1108.6500244140625,1123.25,1051.050048828125,1085.0,42172104
2024-06-06,1092.49267578125,1110.4000244140625,1118.0,1096.5999755859375,1118.0,18574162
2024-06-07,1103.6103515625,1121.699951171875,1128.300048828125,1103.5999755859375,1110.4000244140625,17197635
2024-06-10,1105.676513671875,1123.800048828125,1133.199951171875,1115.0999755859375,1116.0,10851455
2024-06-11,1100.1668701171875,1118.199951171875,1129.050048828125,1111.0,1119.75,12250002
2024-06-12,1101.4951171875,1119.550048828125,1133.4000244140625,1112.0,1121.0,16096514
2024-06-13,1089.49169921875,1107.3499755859375,1123.199951171875,1105.0,1122.199951171875,12494254
2024-06-14,1087.8192138671875,1105.6500244140625,1114.0,1099.449951171875,1114.0,11377979
2024-06-18,1104.7418212890625,1122.8499755859375,1135.050048828125,1101.199951171875,1113.949951171875,18306176
2024-06-19,1125.993408203125,1144.449951171875,1165.550048828125,1126.1500244140625,1127.949951171875,34309514
2024-06-20,1138.144287109375,1156.800048828125,1160.0,1135.5,1154.050048828125,15475933
2024-06-21,1139.9644775390625,1158.6500244140625,1169.9000244140625,1150.6500244140625,1163.550048828125,69259425
2024-06-24,1151.229736328125,1170.0999755859375,1175.6500244140625,1152.6500244140625,1154.6500244140625,12210295
2024-06-25,1178.630615234375,1197.949951171875,1206.0,1167.6500244140625,1170.25,27309845
2024-06-26,1198.357421875,1218.0,1222.8499755859375,1193.8499755859375,1202.0,25403461
2024-06-27,1200.2266845703125,1219.9000244140625,1235.0,1209.0999755859375,1228.3499755859375,20516632
2024-06-28,1180.254150390625,1199.5999755859375,1227.0,1196.3499755859375,1227.0,12507092
2024-07-01,1192.3065185546875,1211.8499755859375,1215.3499755859375,1192.050048828125,1199.5999755859375,8636894
2024-07-02,1171.399169921875,1190.5999755859375,1217.0,1185.550048828125,1217.0,16153925
2024-07-03,1182.2218017578125,1201.5999755859375,1215.8499755859375,1179.449951171875,1196.8499755859375,22330897
2024-07-04,1213.115478515625,1233.0,1234.949951171875,1214.300048828125,1229.0,15275791
2024-07-05,1213.509033203125,1233.4000244140625,1242.5999755859375,1220.8499755859375,1225.0,9535575
2024-07-08,1215.1324462890625,1235.050048828125,1239.5,1216.9000244140625,1228.9000244140625,6617190
2024-07-09,1228.1195068359375,1248.25,1250.199951171875,1229.300048828125,1234.949951171875,13366874
2024-07-10,1223.15087890625,1243.199951171875,1252.75,1236.3499755859375,1252.75,18226503
2024-07-11,1218.4775390625,1238.449951171875,1257.800048828125,1225.050048828125,1246.3499755859375,11307116
2024-07-12,1213.01708984375,1232.9000244140625,1252.9000244140625,1230.0999755859375,1235.9000244140625,12208290
2024-07-15,1210.1146240234375,1229.949951171875,1238.449951171875,1224.050048828125,1233.0999755859375,15612671
2024-07-16,1219.9041748046875,1239.9000244140625,1245.0,1229.0,1230.0,12320605
2024-07-18,1230.1365966796875,1250.300048828125,1256.449951171875,1231.699951171875,1234.9000244140625,10999632
2024-07-19,1228.5130615234375,1248.6500244140625,1250.5,1240.25,1244.0,7958817
2024-07-22,1221.1341552734375,1241.1500244140625,1245.300048828125,1232.9000244140625,1240.0,9958965
2024-07-23,1206.96630859375,1226.75,1248.6500244140625,1212.5,1241.1500244140625,19369832
2024-07-24,1203.2767333984375,1223.0,1233.6500244140625,1202.050048828125,1225.0,20122521
2024-07-25,1178.58154296875,1197.9000244140625,1218.25,1190.5999755859375,1205.5,14154461
2024-07-26,1187.7314453125,1207.199951171875,1220.0,1185.949951171875,1190.0,19309265
2024-07-29,1193.142822265625,1212.699951171875,1242.75,1204.1500244140625,1215.1500244140625,28458261
2024-07-30,1189.9451904296875,1209.449951171875,1230.8499755859375,1204.4000244140625,1213.0,23972277
2024-07-31,1195.307373046875,1214.9000244140625,1224.6500244140625,1211.0,1219.0,22297629
2024-08-01,1190.584716796875,1210.0999755859375,1222.6500244140625,1206.9000244140625,1212.5,8725046
2024-08-02,1177.2532958984375,1196.550048828125,1201.6500244140625,1190.0999755859375,1197.0,10735395
2024-08-05,1153.689453125,1172.5999755859375,1188.9000244140625,1167.0,1182.0,14306771
2024-08-06,1148.0322265625,1166.8499755859375,1187.699951171875,1161.5,1175.0,13575619
2024-08-07,1153.5418701171875,1172.449951171875,1179.800048828125,1161.5999755859375,1178.949951171875,15753644
2024-08-08,1145.8184814453125,1164.5999755859375,1174.4000244140625,1158.9000244140625,1166.949951171875,10806438
2024-08-09,1152.70556640625,1171.5999755859375,1180.949951171875,1169.0,1176.550048828125,8687307
2024-08-12,1163.8199462890625,1172.800048828125,1178.25,1156.0,1171.0,10860455
2024-08-13,1159.4039306640625,1168.3499755859375,1189.25,1163.5999755859375,1183.199951171875,13117927
2024-08-14,1152.7552490234375,1161.6500244140625,1170.050048828125,1153.0,1167.0,13431801
2024-08-16,1178.1591796875,1187.25,1193.0,1165.6500244140625,1170.0,10961370
2024-08-19,1166.8961181640625,1175.9000244140625,1195.75,1173.300048828125,1191.0,6686394
2024-08-20,1170.4189453125,1179.449951171875,1189.800048828125,1170.0,1174.199951171875,10427061
2024-08-21,1165.8541259765625,1174.8499755859375,1178.6500244140625,1165.0999755859375,1177.0,17234142
2024-08-22,1181.979736328125,1191.0999755859375,1192.5999755859375,1176.5999755859375,1182.0,8564142
2024-08-23,1194.2847900390625,1203.5,1205.0,1188.550048828125,1193.0,7518309
2024-08-26,1204.009765625,1213.300048828125,1214.949951171875,1201.050048828125,1205.550048828125,10920226
2024-08-27,1216.9598388671875,1226.3499755859375,1232.5,1208.9000244140625,1213.300048828125,16295325
2024-08-28,1214.47900390625,1223.8499755859375,1226.4000244140625,1217.300048828125,1222.6500244140625,12291305
2024-08-29,1212.5439453125,1221.9000244140625,1235.0,1217.0,1218.949951171875,10806748
2024-08-30,1219.7879638671875,1229.199951171875,1235.550048828125,1218.9000244140625,1230.0,21211148
2024-09-02,1220.5322265625,1229.949951171875,1239.199951171875,1222.5,1239.0,12516759
2024-09-03,1238.1463623046875,1247.699951171875,1250.949951171875,1220.4000244140625,1227.199951171875,19114907
2024-09-04,1226.88330078125,1236.3499755859375,1243.699951171875,1232.800048828125,1239.8499755859375,13505843
2024-09-05,1226.486328125,1235.949951171875,1244.8499755859375,1231.300048828125,1238.0,9142811
2024-09-06,1198.899169921875,1208.1500244140625,1233.9000244140625,1205.0,1225.949951171875,10170479
2024-09-09,1225.5435791015625,1235.0,1238.300048828125,1200.449951171875,1202.9000244140625,13863250
2024-09-10,1227.8260498046875,1237.300048828125,1241.3499755859375,1227.0,1236.949951171875,15545130
2024-09-11,1226.88330078125,1236.3499755859375,1239.300048828125,1226.4000244140625,1231.5,11993242
2024-09-12,1242.5623779296875,1252.1500244140625,1257.0,1226.3499755859375,1238.0,15376442
2024-09-13,1240.7760009765625,1250.3499755859375,1255.949951171875,1242.050048828125,1252.0,9877288
2024-09-16,1253.1802978515625,1262.8499755859375,1265.5999755859375,1244.699951171875,1251.0,8973335
2024-09-17,1258.39013671875,1268.0999755859375,1272.25,1258.4000244140625,1259.949951171875,11513121
2024-09-18,1278.485107421875,1288.3499755859375,1295.3499755859375,1262.0,1262.0,12466597
2024-09-19,1282.107177734375,1292.0,1300.0,1285.3499755859375,1288.3499755859375,13172268
2024-09-20,1328.201416015625,1338.449951171875,1362.3499755859375,1291.550048828125,1295.0,73257767
2024-09-23,1311.7781982421875,1321.9000244140625,1331.800048828125,1308.5,1331.0,11380409
2024-09-24,1308.50341796875,1318.5999755859375,1331.4000244140625,1315.449951171875,1321.0,13886037
2024-09-25,1313.7132568359375,1323.8499755859375,1327.75,1310.0999755859375,1310.75,8728019
2024-09-26,1318.87353515625,1329.050048828125,1333.3499755859375,1316.9000244140625,1320.0,11100869
2024-09-27,1296.5953369140625,1306.5999755859375,1333.0,1303.8499755859375,1333.0,17117379
2024-09-30,1263.252685546875,1273.0,1296.800048828125,1270.9000244140625,1292.0999755859375,12622212
2024-10-01,1264.6419677734375,1274.4000244140625,1280.25,1267.5999755859375,1269.800048828125,10972413
2024-10-03,1246.7301025390625,1256.3499755859375,1265.75,1248.1500244140625,1253.5999755859375,17648551
2024-10-04,1230.2572021484375,1239.75,1264.4000244140625,1236.199951171875,1247.0999755859375,13488887
2024-10-07,1224.4520263671875,1233.9000244140625,1262.949951171875,1225.0,1241.550048828125,20667247
2024-10-08,1227.13134765625,1236.5999755859375,1247.800048828125,1229.75,1241.0,12219259
2024-10-09,1234.62353515625,1244.1500244140625,1265.0999755859375,1232.6500244140625,1243.050048828125,14765997
2024-10-10,1233.978515625,1243.5,1254.699951171875,1238.0,1246.75,9118195
2024-10-11,1213.635498046875,1223.0,1240.800048828125,1222.0,1237.0,8472512
2024-10-14,1222.3184814453125,1231.75,1237.9000244140625,1217.4000244140625,1221.0,11833929
2024-10-15,1245.8865966796875,1255.5,1258.300048828125,1235.4000244140625,1238.949951171875,11657338
2024-10-16,1233.6312255859375,1243.1500244140625,1254.949951171875,1241.5999755859375,1248.5,7869727
2024-10-17,1221.8223876953125,1231.25,1256.949951171875,1224.4000244140625,1249.449951171875,8459497
2024-10-18,1254.8177490234375,1264.5,1268.9000244140625,1225.25,1227.949951171875,11018126
2024-10-21,1249.4095458984375,1259.050048828125,1272.3499755859375,1250.550048828125,1264.5,7742775
2024-10-22,1257.7947998046875,1267.5,1284.9000244140625,1259.75,1266.5999755859375,20090801
2024-10-23,1242.0164794921875,1251.5999755859375,1267.949951171875,1243.050048828125,1261.0,14055447
2024-10-24,1243.15771484375,1252.75,1260.449951171875,1241.050048828125,1250.25,12223031
2024-10-25,1245.8370361328125,1255.449951171875,1268.9000244140625,1234.199951171875,1247.25,13546055
2024-10-28,1282.95068359375,1292.8499755859375,1307.800048828125,1280.5999755859375,1285.5,24096412
2024-10-29,1321.6519775390625,1331.8499755859375,1335.3499755859375,1299.25,1301.3499755859375,20656117
2024-10-30,1302.1029052734375,1312.1500244140625,1330.9000244140625,1305.5999755859375,1324.0,15055031
2024-10-31,1282.355224609375,1292.25,1318.949951171875,1288.550048828125,1307.25,23497314
2024-11-01,1281.90869140625,1291.800048828125,1296.199951171875,1286.25,1289.949951171875,1007022
2024-11-04,1267.42041015625,1277.199951171875,1291.800048828125,1270.050048828125,1290.0999755859375,14309121
2024-11-05,1286.7711181640625,1296.699951171875,1301.300048828125,1263.0999755859375,1273.0,16431920
2024-11-06,1292.3779296875,1302.3499755859375,1315.0,1292.699951171875,1300.25,12037405
2024-11-07,1268.908935546875,1278.699951171875,1302.800048828125,1275.25,1297.1500244140625,9909035
2024-11-08,1249.2109375,1258.8499755859375,1275.0,1252.699951171875,1270.0,11195808
2024-11-11,1259.5810546875,1269.300048828125,1275.9000244140625,1246.6500244140625,1262.0,8387780
2024-11-12,1260.8709716796875,1270.5999755859375,1295.0,1264.5,1276.1500244140625,13486168
2024-11-13,1244.100341796875,1253.699951171875,1276.25,1250.0,1270.5999755859375,12260404
2024-11-14,1247.325439453125,1256.949951171875,1267.699951171875,1243.050048828125,1253.75,9506892
2024-11-18,1243.852294921875,1253.449951171875,1262.5999755859375,1249.4000244140625,1260.0,6195554
2024-11-19,1239.53564453125,1249.0999755859375,1261.0,1240.8499755859375,1257.050048828125,11537317
2024-11-21,1240.974609375,1250.550048828125,1256.9000244140625,1232.550048828125,1248.550048828125,9593870
2024-11-22,1268.2640380859375,1278.050048828125,1281.4000244140625,1256.0,1258.0,11604338
2024-11-25,1290.9886474609375,1300.949951171875,1311.199951171875,1290.0,1296.0,22717581
2024-11-26,1294.9580078125,1304.949951171875,1314.25,1302.449951171875,1310.5999755859375,7646955
2024-11-27,1290.740478515625,1300.699951171875,1310.8499755859375,1297.8499755859375,1298.5,21938082
2024-11-28,1276.5003662109375,1286.3499755859375,1310.5,1282.300048828125,1301.050048828125,22803745
2024-11-29,1290.1451416015625,1300.0999755859375,1303.25,1283.0999755859375,1283.0999755859375,11397228
2024-12-02,1294.6602783203125,1304.6500244140625,1310.550048828125,1289.1500244140625,1299.9000244140625,9626400
2024-12-03,1298.381591796875,1308.4000244140625,1312.800048828125,1296.0999755859375,1303.949951171875,11509276
2024-12-04,1305.9730224609375,1316.050048828125,1320.0,1301.699951171875,1302.5999755859375,11570281
2024-12-05,1326.2664794921875,1336.5,1342.9000244140625,1308.5999755859375,1316.25,19210697
2024-12-06,1318.5758056640625,1328.75,1347.0999755859375,1326.699951171875,1342.5,8942672
2024-12-09,1312.1751708984375,1322.300048828125,1329.050048828125,1320.25,1322.0999755859375,8000764
2024-12-10,1320.2626953125,1330.449951171875,1332.0,1315.25,1319.0,8218214
2024-12-11,1317.3353271484375,1327.5,1331.25,1316.0,1324.699951171875,8138066
2024-12-12,1319.0718994140625,1329.25,1338.75,1321.550048828125,1321.550048828125,9076896
2024-12-13,1334.6021728515625,1344.9000244140625,1347.1500244140625,1313.5,1325.3499755859375,13536684
2024-12-16,1335.7928466796875,1346.0999755859375,1350.449951171875,1340.050048828125,1344.9000244140625,9071006
2024-12-17,1323.5374755859375,1333.75,1348.0999755859375,1326.050048828125,1342.0,9879257
2024-12-18,1304.087646484375,1314.1500244140625,1334.949951171875,1307.449951171875,1325.25,8510595
2024-12-19,1277.0462646484375,1286.9000244140625,1303.0,1284.449951171875,1286.0,11517304
2024-12-20,1278.5347900390625,1288.4000244140625,1297.75,1272.4000244140625,1283.949951171875,58491181
2024-12-23,1286.8704833984375,1296.800048828125,1307.0,1287.050048828125,1294.6500244140625,6827512
2024-12-24,1287.3170166015625,1297.25,1304.5,1290.25,1296.800048828125,7138516
2024-12-26,1287.4161376953125,1297.3499755859375,1312.75,1289.199951171875,1307.0,7338444
2024-12-27,1297.5382080078125,1307.550048828125,1315.949951171875,1298.550048828125,1298.550048828125,4756066
2024-12-30,1284.7369384765625,1294.6500244140625,1326.5,1289.449951171875,1304.949951171875,14207425
2024-12-31,1271.83642578125,1281.6500244140625,1289.949951171875,1280.0999755859375,1286.9000244140625,8449607
2025-01-01,1273.8211669921875,1283.6500244140625,1293.0,1267.0999755859375,1281.6500244140625,4705399
2025-01-02,1280.7178955078125,1290.5999755859375,1293.4000244140625,1278.4000244140625,1285.0999755859375,7433222
2025-01-03,1255.363525390625,1265.050048828125,1288.0,1262.25,1286.199951171875,11194997
2025-01-06,1254.4207763671875,1264.0999755859375,1277.75,1257.0,1268.050048828125,7504047
2025-01-07,1269.454833984375,1279.25,1288.949951171875,1266.5,1266.5,7539758
2025-01-08,1254.073486328125,1263.75,1285.0,1252.3499755859375,1280.550048828125,7566309
2025-01-09,1252.73388671875,1262.4000244140625,1264.75,1248.0999755859375,1258.0,8684920
2025-01-10,1240.2799072265625,1249.8499755859375,1264.949951171875,1243.0999755859375,1259.0,7854524
2025-01-13,1220.3338623046875,1229.75,1243.949951171875,1224.9000244140625,1234.9000244140625,9669336
2025-01-14,1230.8031005859375,1240.300048828125,1244.8499755859375,1227.449951171875,1233.3499755859375,10342698
2025-01-15,1228.7686767578125,1238.25,1244.4000244140625,1230.0,1234.0,5355382
2025-01-16,1239.53564453125,1249.0999755859375,1255.5,1239.6500244140625,1245.0999755859375,11895924
2025-01-17,1216.066650390625,1225.449951171875,1249.0,1218.0,1243.3499755859375,9790533
2025-01-20,1223.50927734375,1232.949951171875,1241.75,1215.25,1223.9000244140625,7676418
2025-01-21,1186.9910888671875,1196.1500244140625,1238.949951171875,1192.699951171875,1236.949951171875,20520898
2025-01-22,1191.258056640625,1200.449951171875,1207.5,1191.800048828125,1201.0,10377123
2025-01-23,1192.5482177734375,1201.75,1207.9000244140625,1186.0,1197.25,8770650
2025-01-24,1199.941162109375,1209.199951171875,1218.0,1202.0,1203.0999755859375,9216792
2025-01-27,1218.547607421875,1227.949951171875,1234.6500244140625,1193.0999755859375,1195.0,16164687
2025-01-28,1237.3525390625,1246.9000244140625,1264.0,1236.0,1247.3499755859375,18066499
2025-01-29,1242.066162109375,1251.6500244140625,1255.800048828125,1243.050048828125,1252.0,7666777
2025-01-30,1245.98583984375,1255.5999755859375,1259.8499755859375,1239.5,1250.0,11921041
2025-01-31,1243.2073974609375,1252.800048828125,1256.0,1239.0999755859375,1254.5,10195417
2025-02-01,1245.936279296875,1255.550048828125,1261.3499755859375,1233.800048828125,1251.1500244140625,3011914
2025-02-03,1243.40576171875,1253.0,1260.0,1237.800048828125,1246.8499755859375,6176831
2025-02-04,1258.4893798828125,1268.199951171875,1280.5,1260.0,1262.800048828125,14839077
2025-02-05,1257.9931640625,1267.699951171875,1277.75,1265.1500244140625,1270.199951171875,6840709
2025-02-06,1262.6572265625,1272.4000244140625,1279.0,1263.199951171875,1275.0,8396554
2025-02-07,1247.2760009765625,1256.9000244140625,1275.0,1249.550048828125,1272.0,7382039
2025-02-10,1252.9322509765625,1262.5999755859375,1265.0,1249.3499755859375,1257.199951171875,5740361
2025-02-11,1243.15771484375,1252.75,1261.8499755859375,1248.4000244140625,1255.8499755859375,6586627
2025-02-12,1242.2149658203125,1251.800048828125,1269.75,1244.6500244140625,1257.199951171875,8809352
2025-02-13,1239.337158203125,1248.9000244140625,1266.0,1245.9000244140625,1252.550048828125,7263785
2025-02-14,1250.451416015625,1260.0999755859375,1263.5,1244.449951171875,1252.0999755859375,10368438
2025-02-17,1241.5699462890625,1251.1500244140625,1258.1500244140625,1233.25,1251.1500244140625,8386151
2025-02-18,1233.531982421875,1243.050048828125,1257.5999755859375,1237.050048828125,1252.9000244140625,8135042
2025-02-19,1251.9896240234375,1261.6500244140625,1264.449951171875,1230.25,1234.8499755859375,10683412
2025-02-20,1240.379150390625,1249.949951171875,1264.0,1246.75,1255.3499755859375,8398849
2025-02-21,1223.50927734375,1232.949951171875,1244.699951171875,1224.550048828125,1241.0999755859375,7786428
2025-02-24,1209.0211181640625,1218.3499755859375,1231.9000244140625,1210.25,1226.699951171875,11522480
2025-02-25,1214.7767333984375,1224.1500244140625,1231.6500244140625,1221.0,1226.5999755859375,11059417
2025-02-27,1213.0897216796875,1222.449951171875,1234.8499755859375,1218.449951171875,1225.1500244140625,12008162
2025-02-28,1194.8802490234375,1204.0999755859375,1225.0,1200.0999755859375,1216.0,20215075
2025-03-03,1196.964111328125,1206.199951171875,1217.0,1204.1500244140625,1210.5,8158881
2025-03-04,1201.1319580078125,1210.4000244140625,1216.6500244140625,1206.25,1207.1500244140625,9574490
2025-03-05,1206.391357421875,1215.699951171875,1225.949951171875,1211.300048828125,1217.0,9052846
2025-03-06,1208.7235107421875,1218.050048828125,1227.949951171875,1209.0,1227.949951171875,11949475
2025-03-07,1205.250244140625,1214.550048828125,1217.8499755859375,1206.300048828125,1211.0999755859375,6620284
