date_,adj close_coalindia.ns,close_coalindia.ns,high_coalindia.ns,low_coalindia.ns,open_coalindia.ns,volume_coalindia.ns
2024-03-07,408.5382385253906,458.6000061035156,465.3999938964844,456.04998779296875,461.6000061035156,9680802
2024-03-11,404.351318359375,453.8999938964844,462.8500061035156,452.3999938964844,461.0,7824738
2024-03-12,400.2534484863281,449.29998779296875,455.79998779296875,446.70001220703125,453.8999938964844,8409613
2024-03-13,371.52386474609375,417.04998779296875,449.8999938964844,410.0,449.29998779296875,17803423
2024-03-14,381.0113830566406,427.70001220703125,428.8500061035156,412.20001220703125,419.0,20478918
2024-03-15,369.9204406738281,415.25,428.04998779296875,401.20001220703125,427.70001220703125,25435001
2024-03-18,375.79998779296875,421.8500061035156,423.5,413.54998779296875,416.0,9803914
2024-03-19,373.30560302734375,419.04998779296875,424.6000061035156,414.0,417.0,8373676
2024-03-20,373.7064514160156,419.5,422.79998779296875,412.70001220703125,419.79998779296875,6950340
2024-03-21,384.8865051269531,432.04998779296875,433.54998779296875,423.1499938964844,424.0,9911230
2024-03-22,384.7974548339844,431.95001220703125,436.20001220703125,428.29998779296875,430.8999938964844,9172888
2024-03-26,388.3608093261719,435.95001220703125,440.95001220703125,430.8999938964844,433.79998779296875,9389403
2024-03-27,382.5703125,429.45001220703125,439.79998779296875,426.04998779296875,439.79998779296875,17985246
2024-03-28,386.7127380371094,434.1000061035156,438.45001220703125,430.0,430.0,10332853
2024-04-01,393.79486083984375,442.04998779296875,443.79998779296875,434.79998779296875,436.70001220703125,7256592
2024-04-02,394.8193664550781,443.20001220703125,448.29998779296875,436.04998779296875,442.04998779296875,11530800
2024-04-03,396.8682556152344,445.5,447.0,440.8999938964844,443.20001220703125,6972648
2024-04-04,399.8525695800781,448.8500061035156,453.5,442.54998779296875,450.0,14743020
2024-04-05,398.1600036621094,446.95001220703125,448.8500061035156,444.0,448.75,4820138
2024-04-08,398.56085205078125,447.3999938964844,450.45001220703125,444.54998779296875,449.0,3980972
2024-04-09,391.8350524902344,439.8500061035156,450.29998779296875,437.25,448.70001220703125,8005012
2024-04-10,406.5339050292969,456.3500061035156,458.6000061035156,442.1000061035156,442.54998779296875,15825331
2024-04-12,405.8657531738281,455.6000061035156,463.45001220703125,452.54998779296875,455.0,11259294
2024-04-15,401.76788330078125,451.0,455.79998779296875,441.1000061035156,448.95001220703125,7680715
2024-04-16,403.7277526855469,453.20001220703125,456.3999938964844,446.3500061035156,449.0,4996845
2024-04-18,390.7214660644531,438.6000061035156,456.79998779296875,435.1499938964844,454.95001220703125,10945138
2024-04-19,387.78167724609375,435.29998779296875,438.6000061035156,428.04998779296875,436.0,7628287
2024-04-22,394.5966491699219,442.95001220703125,444.5,438.0,440.8999938964844,6396926
2024-04-23,392.81494140625,440.95001220703125,445.75,439.25,445.75,5390120
2024-04-24,395.3984069824219,443.8500061035156,448.70001220703125,441.1499938964844,441.54998779296875,6538090
2024-04-25,403.05963134765625,452.45001220703125,454.0,441.75,443.0,10858594
2024-04-26,406.0439147949219,455.79998779296875,460.45001220703125,452.20001220703125,454.0,7209435
2024-04-29,403.7722473144531,453.25,458.70001220703125,450.54998779296875,458.70001220703125,5305655
2024-04-30,404.7076416015625,454.29998779296875,458.3999938964844,452.04998779296875,456.3999938964844,6021793
2024-05-02,404.351318359375,453.8999938964844,459.54998779296875,449.3999938964844,457.54998779296875,14980896
2024-05-03,422.79168701171875,474.6000061035156,475.79998779296875,449.3999938964844,457.8999938964844,51071947
2024-05-06,410.3199157714844,460.6000061035156,481.45001220703125,444.04998779296875,479.0,36408390
2024-05-07,406.2220458984375,456.0,469.5,452.8500061035156,463.0,13728379
2024-05-08,413.7496032714844,464.45001220703125,471.3999938964844,455.1000061035156,456.70001220703125,16978094
2024-05-09,395.08660888671875,443.5,467.70001220703125,441.3500061035156,465.3500061035156,15601338
2024-05-10,400.342529296875,449.3999938964844,451.1499938964844,440.25,447.20001220703125,9190621
2024-05-13,395.5320129394531,444.0,451.79998779296875,434.70001220703125,451.25,11107909
2024-05-14,399.718994140625,448.70001220703125,450.6499938964844,445.1000061035156,446.70001220703125,6592194
2024-05-15,416.77850341796875,467.8500061035156,470.0,449.5,450.0,23543942
2024-05-16,417.17938232421875,468.29998779296875,475.0,457.8500061035156,468.6499938964844,17232651
2024-05-17,418.91650390625,470.25,473.70001220703125,466.79998779296875,469.04998779296875,10625019
2024-05-21,437.089599609375,490.6499938964844,493.8999938964844,469.70001220703125,469.70001220703125,27356982
2024-05-22,446.933349609375,501.70001220703125,507.3500061035156,491.6000061035156,494.5,28346931
2024-05-23,443.0137023925781,497.29998779296875,503.79998779296875,492.1000061035156,503.3999938964844,14378840
2024-05-24,446.30975341796875,501.0,505.3999938964844,489.1499938964844,495.95001220703125,12190536
2024-05-27,440.4748229980469,494.45001220703125,503.0,490.75,502.95001220703125,8811105
2024-05-28,434.4171142578125,487.6499938964844,496.20001220703125,484.1000061035156,496.0,8165238
2024-05-29,433.3481140136719,486.45001220703125,491.8999938964844,482.1000061035156,482.1000061035156,8014727
2024-05-30,429.5174865722656,482.1499938964844,487.95001220703125,479.5,486.0,7725080
2024-05-31,437.57958984375,491.20001220703125,493.1000061035156,479.0,484.3999938964844,11223848
2024-06-03,456.4207763671875,512.3499755859375,527.4000244140625,505.54998779296875,515.0,24416215
2024-06-04,393.6612243652344,441.8999938964844,512.4000244140625,410.79998779296875,512.3499755859375,48046493
2024-06-05,410.275390625,460.54998779296875,462.8500061035156,425.1000061035156,452.0,18966089
2024-06-06,421.3218078613281,472.95001220703125,484.3999938964844,464.6499938964844,470.0,21757857
2024-06-07,426.8449401855469,479.1499938964844,481.29998779296875,467.6000061035156,473.0,8317343
2024-06-10,425.5532531738281,477.70001220703125,488.0,475.5,485.0,10958537
2024-06-11,424.3506164550781,476.3500061035156,483.5,475.20001220703125,482.0,11169021
2024-06-12,435.3525085449219,488.70001220703125,494.29998779296875,479.3500061035156,481.0,15412796
2024-06-13,434.6398010253906,487.8999938964844,493.8999938964844,483.5,493.8999938964844,7438571
2024-06-14,433.79351806640625,486.95001220703125,492.3999938964844,485.25,487.8999938964844,5974636
2024-06-18,435.66424560546875,489.04998779296875,492.8999938964844,485.20001220703125,492.0,6946544
2024-06-19,425.7760009765625,477.95001220703125,491.20001220703125,476.5,489.3999938964844,8962510
2024-06-20,430.4083251953125,483.1499938964844,487.3999938964844,471.54998779296875,481.04998779296875,7864157
2024-06-21,427.7803649902344,480.20001220703125,491.3999938964844,479.0,483.1499938964844,10340882
2024-06-24,421.98992919921875,473.70001220703125,480.04998779296875,472.0,480.0,11124175
2024-06-25,418.02569580078125,469.25,477.95001220703125,465.29998779296875,475.8999938964844,7951999
2024-06-26,417.58026123046875,468.75,471.8500061035156,465.04998779296875,470.25,6655899
2024-06-27,416.0657653808594,467.04998779296875,469.0,461.5,468.75,14857335
2024-06-28,421.49993896484375,473.1499938964844,476.0,468.0,470.0,8302706
2024-07-01,422.96978759765625,474.79998779296875,476.29998779296875,471.25,473.3500061035156,8579861
2024-07-02,426.8004150390625,479.1000061035156,485.0,473.3500061035156,478.0,14629287
2024-07-03,432.0118103027344,484.95001220703125,487.6499938964844,479.3999938964844,481.8999938964844,7244652
2024-07-04,436.10968017578125,489.54998779296875,492.79998779296875,485.29998779296875,488.75,7796954
2024-07-05,437.8468017578125,491.5,493.29998779296875,486.8999938964844,489.5,5754517
2024-07-08,439.4503173828125,493.29998779296875,496.0,487.20001220703125,492.70001220703125,7477292
2024-07-09,439.895751953125,493.79998779296875,496.95001220703125,491.1000061035156,496.95001220703125,6444684
2024-07-10,437.1786804199219,490.75,494.8999938964844,480.54998779296875,493.79998779296875,5981477
2024-07-11,445.4635009765625,500.04998779296875,506.0,488.54998779296875,492.0,20146927
2024-07-12,442.03375244140625,496.20001220703125,508.6000061035156,495.5,504.0,8198389
2024-07-15,443.41455078125,497.75,503.6000061035156,492.54998779296875,500.0,7106020
2024-07-16,456.5098571777344,512.4500122070312,518.4000244140625,498.0,498.0,23169665
2024-07-18,450.0958557128906,505.25,515.7999877929688,501.25,515.3499755859375,12540956
2024-07-19,434.7288818359375,488.0,506.3999938964844,486.75,505.29998779296875,9971704
2024-07-22,437.57958984375,491.20001220703125,496.0,483.54998779296875,488.0,7281653
2024-07-23,433.83807373046875,487.0,495.79998779296875,464.54998779296875,494.0,11311831
2024-07-24,439.895751953125,493.79998779296875,499.3999938964844,485.1000061035156,486.70001220703125,6823248
2024-07-25,440.07391357421875,494.0,503.54998779296875,484.0,491.0,10281157
2024-07-26,454.1936950683594,509.8500061035156,511.70001220703125,498.25,498.25,20437968
2024-07-29,456.24261474609375,512.1500244140625,515.7000122070312,507.5,514.5,7259754
2024-07-30,462.6566162109375,519.3499755859375,525.5999755859375,509.95001220703125,512.1500244140625,13197520
2024-07-31,465.195556640625,522.2000122070312,525.4000244140625,510.5,523.4500122070312,11972565
2024-08-01,481.4088134765625,540.4000244140625,542.25,528.0,535.0,34763894
2024-08-02,467.24444580078125,524.5,537.2000122070312,522.2999877929688,534.0,10985150
2024-08-05,451.47662353515625,506.79998779296875,515.0,497.54998779296875,515.0,11835031
2024-08-06,445.0625915527344,499.6000061035156,517.2000122070312,498.0,508.1000061035156,7142269
2024-08-07,473.4803771972656,531.5,532.7999877929688,507.70001220703125,507.70001220703125,18293730
2024-08-08,466.30908203125,523.4500122070312,535.0,521.25,534.0,13624148
2024-08-09,471.9659118652344,529.7999877929688,531.3499755859375,521.8499755859375,530.0,6468264
2024-08-12,466.7544860839844,523.9500122070312,530.5,523.2999877929688,529.0,5238736
2024-08-13,464.794677734375,521.75,529.9000244140625,520.0,525.0,5201294
2024-08-14,449.60589599609375,504.70001220703125,527.9000244140625,499.04998779296875,522.9000244140625,14766889
2024-08-16,460.9427490234375,512.2999877929688,515.75,502.5,507.70001220703125,7313429
2024-08-19,469.67034912109375,522.0,523.4500122070312,513.1500244140625,513.7999877929688,10737456
2024-08-20,472.00970458984375,524.5999755859375,528.4500122070312,521.0499877929688,524.3499755859375,8191127
2024-08-21,478.8477783203125,532.2000122070312,535.25,524.4000244140625,526.5,9067794
2024-08-22,475.8336181640625,528.8499755859375,535.4500122070312,526.7999877929688,534.0,8531700
2024-08-23,484.83111572265625,538.8499755859375,541.1500244140625,528.8499755859375,528.9500122070312,12566904
2024-08-26,484.1563720703125,538.0999755859375,543.5499877929688,534.7000122070312,542.0,7193307
2024-08-27,478.1280517578125,531.4000244140625,541.7000122070312,530.0,539.0999755859375,7865530
2024-08-28,473.5842590332031,526.3499755859375,535.5499877929688,525.4500122070312,533.9000244140625,6066259
2024-08-29,474.6639404296875,527.5499877929688,530.0,516.0999755859375,526.3499755859375,9147836
2024-08-30,472.3246154785156,524.9500122070312,537.0,522.0,530.0,30921282
2024-09-02,468.6355895996094,520.8499755859375,529.0,517.6500244140625,527.0,6370038
2024-09-03,467.51092529296875,519.5999755859375,523.5999755859375,518.25,521.0,5526155
2024-09-04,453.15985107421875,503.6499938964844,516.8499755859375,500.54998779296875,516.8499755859375,16783593
2024-09-05,447.17657470703125,497.0,507.5,495.1499938964844,507.5,10830621
2024-09-06,439.5736389160156,488.54998779296875,499.0,481.04998779296875,499.0,13110103
2024-09-09,435.88470458984375,484.45001220703125,488.5,478.04998779296875,488.0,10189742
2024-09-10,441.8680114746094,491.1000061035156,492.0,481.79998779296875,487.29998779296875,9809547
2024-09-11,435.434814453125,483.95001220703125,493.54998779296875,481.95001220703125,492.8500061035156,8134497
2024-09-12,445.9618835449219,495.6499938964844,497.25,482.25,487.0,12058489
2024-09-13,441.1032409667969,490.25,497.8500061035156,489.5,497.0,8093877
2024-09-16,443.802490234375,493.25,494.8999938964844,487.3500061035156,492.5,5244657
2024-09-17,439.5286560058594,488.5,494.79998779296875,487.6499938964844,493.25,5063902
2024-09-18,438.2690124511719,487.1000061035156,493.6000061035156,486.1499938964844,489.79998779296875,6527832
2024-09-19,430.03631591796875,477.95001220703125,491.6000061035156,476.25,489.0,10014450
2024-09-20,441.73309326171875,490.95001220703125,498.0,480.29998779296875,480.95001220703125,12982128
2024-09-23,450.4156799316406,500.6000061035156,502.5,490.5,493.5,6123879
2024-09-24,453.74468994140625,504.29998779296875,506.6499938964844,501.54998779296875,505.0,7306001
2024-09-25,454.64447021484375,505.29998779296875,507.0,502.0,506.5,5059851
2024-09-26,455.7691955566406,506.54998779296875,507.45001220703125,500.04998779296875,506.0,6877039
2024-09-27,464.3617858886719,516.0999755859375,517.8499755859375,504.8999938964844,506.54998779296875,15443031
2024-09-30,459.0082702636719,510.1499938964844,513.4500122070312,502.5,513.0,8881502
2024-10-01,457.5237121582031,508.5,516.0,506.1499938964844,512.0,4743517
2024-10-03,451.990234375,502.3500061035156,509.8999938964844,499.5,499.5,11285134
2024-10-04,447.35650634765625,497.20001220703125,504.6499938964844,494.04998779296875,499.6000061035156,7170285
2024-10-07,432.2856750488281,480.45001220703125,500.54998779296875,475.3500061035156,498.1000061035156,8940891
2024-10-08,442.5428161621094,491.8500061035156,492.75,476.45001220703125,480.79998779296875,6049075
2024-10-09,438.1340637207031,486.95001220703125,496.0,485.6499938964844,492.0,6874313
2024-10-10,439.16876220703125,488.1000061035156,493.95001220703125,486.04998779296875,488.70001220703125,4700891
2024-10-11,443.5325622558594,492.95001220703125,493.8999938964844,487.45001220703125,487.5,4364566
2024-10-14,448.3462219238281,498.29998779296875,502.45001220703125,492.95001220703125,494.95001220703125,5369297
2024-10-15,444.8822021484375,494.45001220703125,499.3500061035156,490.04998779296875,498.29998779296875,4279311
2024-10-16,446.0518798828125,495.75,499.3999938964844,492.8999938964844,495.0,8000451
2024-10-17,440.7882995605469,489.8999938964844,497.25,487.20001220703125,495.75,4334990
2024-10-18,442.8577575683594,492.20001220703125,493.75,483.3500061035156,488.0,4573163
2024-10-21,436.73944091796875,485.3999938964844,494.75,482.3500061035156,492.0,4737527
2024-10-22,421.3986511230469,468.3500061035156,487.5,467.20001220703125,485.0,8671135
2024-10-23,426.5722351074219,474.1000061035156,476.04998779296875,458.95001220703125,468.3500061035156,10686743
2024-10-24,429.4064636230469,477.25,483.79998779296875,473.04998779296875,474.1000061035156,5045880
2024-10-25,414.8755187988281,461.1000061035156,479.04998779296875,459.0,478.1000061035156,10330954
2024-10-28,397.3753356933594,441.6499938964844,458.0,435.25,452.0,21378247
2024-10-29,400.88433837890625,445.54998779296875,446.6000061035156,438.79998779296875,444.20001220703125,7680865
2024-10-30,404.1234130859375,449.1499938964844,455.79998779296875,445.0,448.0,7818123
2024-10-31,406.7327575683594,452.04998779296875,454.5,443.20001220703125,452.0,8475238
2024-11-01,408.6221923828125,454.1499938964844,459.54998779296875,452.3500061035156,454.6499938964844,3095957
2024-11-04,398.8598937988281,443.29998779296875,458.1499938964844,435.5,458.0,15720990
2024-11-05,405.7166748046875,434.8999938964844,436.25,427.0,429.1000061035156,10186343
2024-11-06,406.55633544921875,435.79998779296875,438.8999938964844,431.20001220703125,437.79998779296875,9130749
2024-11-07,406.1365051269531,435.3500061035156,440.3500061035156,434.6499938964844,437.79998779296875,5861077
2024-11-08,395.5947570800781,424.04998779296875,436.0,421.25,435.3500061035156,9934413
2024-11-11,393.2625427246094,421.54998779296875,425.75,417.3500061035156,423.0,7201246
2024-11-12,386.2657775878906,414.04998779296875,424.79998779296875,412.79998779296875,422.5,6564348
2024-11-13,379.5956115722656,406.8999938964844,415.5,405.70001220703125,414.0,7170870
2024-11-14,382.25433349609375,409.75,413.3500061035156,402.6000061035156,407.20001220703125,8776485
2024-11-18,385.61279296875,413.3500061035156,418.5,411.0,413.95001220703125,7352509
2024-11-19,384.5865783691406,412.25,422.0,410.70001220703125,415.95001220703125,6291292
2024-11-21,378.7559814453125,406.0,413.8999938964844,404.1499938964844,413.04998779296875,14141967
2024-11-22,386.2657775878906,414.04998779296875,415.75,406.3999938964844,407.3999938964844,8155453
2024-11-25,389.4376525878906,417.45001220703125,427.45001220703125,415.70001220703125,421.0,10903727
2024-11-26,383.8869323730469,411.5,420.0,409.70001220703125,418.45001220703125,5798977
2024-11-27,389.15777587890625,417.1499938964844,421.0,412.70001220703125,420.0,9219932
2024-11-28,387.338623046875,415.20001220703125,424.8999938964844,413.5,420.0,7788912
2024-11-29,388.4580993652344,416.3999938964844,418.0,411.0,415.29998779296875,7057742
2024-12-02,393.4024658203125,421.70001220703125,423.3999938964844,416.79998779296875,418.3999938964844,6404844
2024-12-03,393.775634765625,422.1000061035156,425.5,419.3500061035156,425.0,7928558
2024-12-04,388.69134521484375,416.6499938964844,425.8999938964844,415.0,422.1000061035156,6836472
2024-12-05,390.3238830566406,418.3999938964844,421.25,412.0,418.1499938964844,9500273
2024-12-06,389.15777587890625,417.1499938964844,421.5,416.3999938964844,420.0,4252732
2024-12-09,386.2191467285156,414.0,420.95001220703125,412.5,418.0,6662023
2024-12-10,386.2657775878906,414.04998779296875,417.20001220703125,411.5,415.5,6035289
2024-12-11,388.9712219238281,416.95001220703125,419.6499938964844,415.54998779296875,416.0,5353413
2024-12-12,381.6479797363281,409.1000061035156,417.8500061035156,407.1000061035156,416.5,9409378
2024-12-13,382.7674255371094,410.29998779296875,411.25,402.0,409.1000061035156,9439175
2024-12-16,382.90740966796875,410.45001220703125,412.8500061035156,406.5,410.5,5434635
2024-12-17,375.864013671875,402.8999938964844,410.95001220703125,402.0,410.45001220703125,5070262
2024-12-18,369.2404479980469,395.79998779296875,404.79998779296875,394.54998779296875,403.5,7176597
2024-12-19,365.6487731933594,391.95001220703125,394.5,387.0,390.95001220703125,5745829
2024-12-20,356.366455078125,382.0,393.70001220703125,380.5,393.0,7923854
2024-12-23,357.2527160644531,382.95001220703125,388.6000061035156,382.3999938964844,386.0,5163415
2024-12-24,358.6986999511719,384.5,386.75,381.3999938964844,384.8500061035156,4242999
2024-12-26,360.6578063964844,386.6000061035156,390.29998779296875,385.04998779296875,386.3999938964844,4190081
2024-12-27,354.9671325683594,380.5,388.45001220703125,379.54998779296875,387.5,5909271
2024-12-30,352.54156494140625,377.8999938964844,382.29998779296875,375.70001220703125,380.5,22328728
2024-12-31,358.3722229003906,384.1499938964844,384.70001220703125,376.1000061035156,377.8999938964844,7686615
2025-01-01,360.4712219238281,386.3999938964844,388.1499938964844,382.5,383.54998779296875,3584876
2025-01-02,366.5816955566406,392.95001220703125,393.95001220703125,384.04998779296875,388.3999938964844,7538972
2025-01-03,367.2347106933594,393.6499938964844,399.29998779296875,389.5,393.0,7122319
2025-01-06,353.3345642089844,378.75,394.04998779296875,377.1499938964844,394.04998779296875,8774141
2025-01-07,354.3140869140625,379.79998779296875,384.25,376.5,380.54998779296875,6542121
2025-01-08,354.82720947265625,380.3500061035156,382.04998779296875,376.0,380.04998779296875,7407778
2025-01-09,347.2240905761719,372.20001220703125,381.54998779296875,370.79998779296875,381.54998779296875,6247612
2025-01-10,343.7723693847656,368.5,373.20001220703125,364.70001220703125,371.3999938964844,4893721
2025-01-13,338.5481262207031,362.8999938964844,370.3999938964844,361.25,366.1000061035156,8661589
2025-01-14,344.4720458984375,369.25,374.0,363.0,365.0,5698113
2025-01-15,349.4630432128906,374.6000061035156,381.45001220703125,369.29998779296875,371.8999938964844,11117714
2025-01-16,353.4278564453125,378.8500061035156,381.5,374.79998779296875,378.45001220703125,6923722
2025-01-17,361.6372985839844,387.6499938964844,389.29998779296875,378.54998779296875,380.0,8380692
2025-01-20,361.0776062011719,387.04998779296875,391.0,382.6499938964844,389.6000061035156,14597375
2025-01-21,355.9466552734375,381.54998779296875,389.6499938964844,381.0,388.0,20854879
2025-01-22,353.7543640136719,379.20001220703125,383.8999938964844,374.6499938964844,381.5,10653690
2025-01-23,359.9114685058594,385.79998779296875,388.20001220703125,376.20001220703125,377.5,5844752
2025-01-24,357.3459777832031,383.04998779296875,392.25,381.70001220703125,386.04998779296875,5351964
2025-01-27,350.535888671875,375.75,383.0,372.75,380.8999938964844,6645109
2025-01-28,345.7781066894531,370.6499938964844,377.6000061035156,367.75,376.0,10866038
2025-01-29,353.9875793457031,379.45001220703125,385.0,370.79998779296875,372.5,6680927
2025-01-30,359.2117614746094,385.04998779296875,387.3500061035156,380.3999938964844,381.70001220703125,6300164
2025-01-31,374.784423828125,395.8999938964844,396.95001220703125,374.6499938964844,379.5,10339434
2025-02-01,364.7497863769531,385.29998779296875,399.45001220703125,379.04998779296875,395.8999938964844,7015540
2025-02-03,354.0524597167969,374.0,384.1499938964844,366.5,384.0,7689700
2025-02-04,356.46649169921875,376.54998779296875,380.70001220703125,374.8999938964844,377.5,4649921
2025-02-05,362.43048095703125,382.8500061035156,385.1000061035156,377.8999938964844,378.0,5914200
2025-02-06,359.35382080078125,379.6000061035156,384.6499938964844,377.20001220703125,382.79998779296875,4652107
2025-02-07,358.0758361816406,378.25,383.0,376.0,379.5,3006598
2025-02-10,350.7391662597656,370.5,379.8500061035156,369.0,377.0,3380494
2025-02-11,339.8525085449219,359.0,370.5,357.5,370.0,6803431
2025-02-12,341.1305236816406,360.3500061035156,361.79998779296875,351.54998779296875,359.8999938964844,4565992
2025-02-13,342.3611755371094,361.6499938964844,367.54998779296875,358.6000061035156,362.0,3712240
2025-02-14,335.3085632324219,354.20001220703125,365.0,350.5,363.8999938964844,4464446
2025-02-17,340.89385986328125,360.1000061035156,362.0,349.25,354.20001220703125,6017586
2025-02-18,341.84051513671875,361.1000061035156,362.3500061035156,353.79998779296875,360.25,3843725
2025-02-19,342.9765319824219,362.29998779296875,365.29998779296875,358.0,360.0,3097726
2025-02-20,348.3251647949219,367.95001220703125,369.45001220703125,360.0,360.0,4624287
2025-02-21,350.218505859375,369.95001220703125,371.20001220703125,365.29998779296875,367.54998779296875,5235241
2025-02-24,345.3431701660156,364.79998779296875,368.5,361.1499938964844,368.04998779296875,4533486
2025-02-25,341.8878479003906,361.1499938964844,365.3999938964844,358.70001220703125,364.0,4525493
2025-02-27,344.4438781738281,363.8500061035156,367.79998779296875,356.1499938964844,359.0,6196610
2025-02-28,349.6505126953125,369.3500061035156,375.75,365.29998779296875,366.79998779296875,21899478
2025-03-03,341.1305236816406,360.3500061035156,371.0,352.3999938964844,370.0,12675744
2025-03-04,344.4438781738281,363.8500061035156,366.5,352.6000061035156,356.1000061035156,5535218
2025-03-05,348.6091613769531,368.25,368.8999938964844,362.04998779296875,362.04998779296875,5730797
2025-03-06,362.1938171386719,382.6000061035156,384.1499938964844,368.1000061035156,370.04998779296875,11247215
2025-03-07,360.3478088378906,380.6499938964844,389.6000061035156,379.3999938964844,382.6000061035156,8321771
2025-03-10,355.14117431640625,375.1499938964844,386.6000061035156,374.04998779296875,380.70001220703125,5541001
2025-03-11,358.8331604003906,379.04998779296875,380.0,368.0,371.0,5340552
2025-03-12,360.3951416015625,380.70001220703125,382.8500061035156,373.79998779296875,379.54998779296875,3951912
2025-03-13,358.1231384277344,378.29998779296875,383.0,377.3500061035156,381.5,3918004
2025-03-17,365.17578125,385.75,387.04998779296875,379.04998779296875,380.20001220703125,5456361
2025-03-18,365.17578125,385.75,385.75,385.75,385.75,0
2025-03-19,374.73712158203125,395.8500061035156,398.04998779296875,388.79998779296875,390.04998779296875,5827114
2025-03-20,375.2577819824219,396.3999938964844,398.1000061035156,392.04998779296875,397.70001220703125,7025398
2025-03-21,383.7777404785156,405.3999938964844,411.1000061035156,395.1000061035156,396.3999938964844,16564019
2025-03-24,384.34576416015625,406.0,411.79998779296875,405.04998779296875,407.95001220703125,5260300
2025-03-25,377.0564270019531,398.29998779296875,408.25,397.1000061035156,408.0,5636291
2025-03-26,373.74310302734375,394.79998779296875,402.45001220703125,393.1499938964844,398.5,5025274
2025-03-27,375.6838073730469,396.8500061035156,399.6499938964844,392.04998779296875,393.25,7697174
2025-03-28,376.9617614746094,398.20001220703125,401.8999938964844,393.5,397.0,6923988
2025-04-01,376.4411315917969,397.6499938964844,402.54998779296875,395.04998779296875,397.79998779296875,4332950
2025-04-02,376.299072265625,397.5,401.6000061035156,391.5,401.6000061035156,4197123
2025-04-03,375.8730773925781,397.04998779296875,400.0,393.20001220703125,395.0,4970602
2025-04-04,364.51312255859375,385.04998779296875,396.0,382.6000061035156,396.0,6718760
2025-04-07,357.3658142089844,377.5,379.3999938964844,356.0,358.8500061035156,10202400
2025-04-08,362.43048095703125,382.8500061035156,385.5,376.6499938964844,385.0,3577328
