date_,adj close_forcemot.ns,close_forcemot.ns,high_forcemot.ns,low_forcemot.ns,open_forcemot.ns,volume_forcemot.ns
2025-05-30,12621.634765625,12649.5,12725.0,12346.0,12350.0,131424
2025-06-02,11607.3740234375,11633.0,12742.0,11580.0,12742.0,137214
2025-06-03,11985.5390625,12012.0,12150.0,11620.0,11633.0,118801
2025-06-04,12305.83203125,12333.0,12471.0,11930.0,12012.0,90201
2025-06-05,12726.90234375,12755.0,12835.0,12366.0,12687.0,136582
2025-06-06,12474.4599609375,12502.0,12893.0,12332.0,12770.0,87209
2025-06-09,12135.208984375,12162.0,12599.0,12097.0,12498.0,61539
2025-06-10,12205.0546875,12232.0,12724.0,12170.0,12277.0,108778
2025-06-11,12079.33203125,12106.0,12470.0,12035.0,12250.0,56028
2025-06-12,12817.7021484375,12846.0,13155.0,12060.0,12199.0,214664
2025-06-13,13321.58984375,13351.0,13595.0,12400.0,12403.0,244154
2025-06-16,13930.24609375,13961.0,14100.0,13253.0,13500.0,182963
2025-06-17,13986.1220703125,14017.0,14494.0,13822.0,13950.0,200878
2025-06-18,13903.3056640625,13934.0,14310.0,13624.0,14049.0,160227
2025-06-19,13674.8095703125,13705.0,14081.0,13620.0,13970.0,102737
2025-06-20,14230.5830078125,14262.0,14330.0,13535.0,13712.0,145513
2025-06-23,14301.4267578125,14333.0,14520.0,14100.0,14179.0,107611
2025-06-24,13687.78125,13718.0,14589.0,13627.0,14405.0,124911
2025-06-25,13856.4091796875,13887.0,14021.0,13640.0,13924.0,91243
2025-06-26,14081.9111328125,14113.0,14374.0,13850.0,14000.0,114914
2025-06-27,14468.05859375,14500.0,14575.0,14125.0,14205.0,108436
2025-06-30,16041.5849609375,16077.0,16300.0,14572.0,14610.0,335356
2025-07-01,14703.5380859375,14736.0,16228.0,14573.0,16150.0,286115
2025-07-02,14551.873046875,14584.0,15195.0,14505.0,14907.0,149464
2025-07-03,14382.248046875,14414.0,14825.0,14300.0,14675.0,134832
2025-07-04,14310.40625,14342.0,14572.0,14261.0,14572.0,72382
2025-07-07,14807.3095703125,14840.0,14959.0,14177.0,14341.0,137377
2025-07-08,15200.44140625,15234.0,15300.0,14701.0,14840.0,116537
2025-07-09,16682.169921875,16719.0,17039.0,15176.0,15308.0,605703
2025-07-10,16579.396484375,16616.0,16950.0,16481.0,16690.0,180576
2025-07-11,16384.826171875,16421.0,16840.0,16158.0,16601.0,123528
2025-07-14,16646.25,16683.0,16800.0,16390.0,16421.0,82706
2025-07-15,16732.060546875,16769.0,17080.0,16525.0,16772.0,96254
2025-07-16,16798.912109375,16836.0,17260.0,16673.0,16848.0,125227
2025-07-17,16804.8984375,16842.0,17625.0,16705.0,17000.0,225940
2025-07-18,16580.39453125,16617.0,17199.0,16550.0,16948.0,109888
2025-07-21,17170.09375,17208.0,17286.0,16289.0,16617.0,141242
2025-07-22,17468.43359375,17507.0,17660.0,17263.0,17300.0,136522
2025-07-23,17102.2421875,17140.0,17613.0,17056.0,17600.0,110365
2025-07-24,19106.81640625,19149.0,20500.0,17225.0,17475.0,1238416
2025-07-25,17830.634765625,17870.0,19469.0,16500.0,19300.0,986594
2025-07-28,18187.845703125,18228.0,18393.0,17401.0,17500.0,182928
2025-07-29,17832.630859375,17872.0,18497.0,17653.0,18208.0,128891
2025-07-30,17631.076171875,17670.0,18242.0,17577.0,17958.0,72710
2025-07-31,16906.673828125,16944.0,17743.0,16845.0,17550.0,78609
2025-08-01,16672.19140625,16709.0,17199.0,16509.0,17010.0,69846
2025-08-04,16975.5234375,17013.0,17250.0,16621.0,16707.0,63873
2025-08-05,17789.724609375,17829.0,17899.0,16900.0,17126.0,98993
2025-08-06,18123.986328125,18164.0,18355.0,17758.0,17900.0,126558
2025-08-07,18055.138671875,18095.0,18200.0,17744.0,18000.0,70754
2025-08-08,17764.779296875,17804.0,18318.0,17650.0,18150.0,56109
2025-08-11,18499.158203125,18540.0,18650.0,17831.0,17831.0,97721
2025-08-12,18877.32421875,18919.0,18974.0,18600.0,18681.0,79064
2025-08-13,20002.83984375,20047.0,20400.0,18744.0,19000.0,178996
2025-08-14,19629.662109375,19673.0,20155.0,19200.0,20047.0,99302
2025-08-18,19903.05859375,19947.0,20450.0,19700.0,20139.0,100364
2025-08-19,20823.029296875,20869.0,21184.0,20031.0,20079.0,110159
2025-08-20,20570.5859375,20616.0,21118.0,20549.0,21059.0,86038
2025-08-21,21848.763671875,21897.0,21990.0,20640.0,20680.0,154598
2025-08-22,20169.470703125,20214.0,21969.0,19981.0,21881.0,212903
2025-08-25,20127.564453125,20172.0,20599.0,20050.0,20506.0,86667
2025-08-26,19908.048828125,19952.0,20294.0,19559.0,20200.0,72783
2025-08-28,19342.296875,19385.0,20044.0,19325.0,19952.0,73517
2025-08-29,19434.095703125,19477.0,20200.0,19418.0,19418.0,102576
2025-09-01,19049.943359375,19092.0,19800.0,18761.0,19585.0,87509
2025-09-02,19454.05078125,19497.0,19561.0,18950.0,19292.0,83786
2025-09-03,19741.416015625,19785.0,20129.0,19455.0,19589.0,85761
2025-09-04,18046.158203125,18086.0,20240.0,17904.0,20240.0,229916
2025-09-05,17685.955078125,17725.0,18780.0,17641.0,18225.0,176945
2025-09-08,16992.484375,17030.0,17999.0,16565.0,17813.0,187023
2025-09-09,18118.0,18158.0,18350.0,16919.0,17247.0,160232
2025-09-10,18362.0,18362.0,18597.0,17923.0,18290.0,116634
2025-09-11,18021.0,18021.0,18450.0,17916.0,18400.0,68747
2025-09-12,18391.0,18391.0,18510.0,17850.0,18080.0,71274
2025-09-15,18780.0,18780.0,18888.0,18300.0,18447.0,57361
2025-09-16,19734.0,19734.0,20000.0,18816.0,18850.0,185890
2025-09-17,19850.0,19850.0,19945.0,19361.0,19734.0,100224
2025-09-18,18941.0,18941.0,20010.0,18765.0,19850.0,106888
2025-09-19,18589.0,18589.0,19422.0,18079.0,18941.0,364042
2025-09-22,18196.0,18196.0,18670.0,18110.0,18589.0,65478
2025-09-23,18111.0,18111.0,18399.0,17850.0,18200.0,68311
2025-09-24,18041.0,18041.0,18426.0,17961.0,18178.0,40434
2025-09-25,17760.0,17760.0,18254.0,17680.0,18077.0,42631
2025-09-26,17372.0,17372.0,17960.0,17325.0,17835.0,48251
2025-09-29,16954.0,16954.0,17550.0,16650.0,17469.0,127418
2025-09-30,16795.0,16795.0,17197.0,16651.0,16964.0,81000
2025-10-01,16854.0,16854.0,17112.0,16530.0,16745.0,74596
2025-10-03,16807.0,16807.0,17199.0,16623.0,16938.0,61144
2025-10-06,16333.0,16333.0,16807.0,16250.0,16807.0,62312
2025-10-07,15913.0,15913.0,16565.0,15833.0,16399.0,79769
2025-10-08,15748.0,15748.0,16079.0,15558.0,15980.0,74838
2025-10-09,15303.0,15303.0,15760.0,15215.0,15748.0,77398
2025-10-10,15781.0,15781.0,15999.0,14911.0,15279.0,184429
2025-10-13,16134.0,16134.0,16247.0,15500.0,15650.0,94339
2025-10-14,16616.0,16616.0,16800.0,15982.0,16134.0,157404
2025-10-15,16609.0,16609.0,16880.0,16537.0,16722.0,63470
2025-10-16,16623.0,16623.0,16879.0,16520.0,16550.0,37333
2025-10-17,17565.0,17565.0,17830.0,16624.0,16704.0,266924
2025-10-20,17533.0,17533.0,17850.0,17362.0,17799.0,76472
2025-10-21,17568.0,17568.0,17832.0,17401.0,17700.0,16367
2025-10-23,16675.0,16675.0,17623.0,16399.0,17600.0,73271
2025-10-24,16343.0,16343.0,17000.0,16251.0,16609.0,110737
2025-10-27,16283.0,16283.0,16800.0,16236.0,16380.0,71104
2025-10-28,16432.0,16432.0,16490.0,16109.0,16283.0,50328
2025-10-29,16648.0,16648.0,16810.0,16356.0,16451.0,50982
2025-10-30,17098.0,17098.0,17275.0,16575.0,16648.0,58146
2025-10-31,17654.0,17654.0,17870.0,17130.0,17150.0,131811
2025-11-03,18442.0,18442.0,18573.0,17744.0,17860.0,135515
2025-11-04,18279.0,18279.0,18720.0,18030.0,18573.0,86272
2025-11-05,18279.0,18279.0,18279.0,18279.0,18279.0,0
2025-11-06,17883.0,17883.0,18735.0,17800.0,18480.0,97877
2025-11-07,18194.0,18194.0,18495.0,17621.0,17949.0,96666
2025-11-10,18178.0,18178.0,19100.0,18000.0,19096.0,133034
2025-11-11,17555.0,17555.0,18299.0,17451.0,18199.0,67913
2025-11-12,17471.0,17471.0,17950.0,17400.0,17580.0,67069
2025-11-13,17102.0,17102.0,17625.0,17050.0,17471.0,51831
2025-11-14,17650.0,17650.0,17728.0,17083.0,17102.0,60849
2025-11-17,17574.0,17574.0,17874.0,17525.0,17733.0,32995
2025-11-18,17440.0,17440.0,17789.0,17275.0,17543.0,37534
2025-11-19,17618.0,17618.0,17841.0,17411.0,17450.0,48878
2025-11-20,17508.0,17508.0,17790.0,17451.0,17690.0,28035
2025-11-21,16901.0,16901.0,17517.0,16820.0,17500.0,41924
2025-11-24,16731.0,16731.0,17000.0,16612.0,16949.0,34929
2025-11-25,16795.0,16795.0,16870.0,16561.0,16731.0,27405
2025-11-26,16959.0,16959.0,17175.0,16800.0,16839.0,32371
2025-11-27,17248.0,17248.0,17472.0,16851.0,17079.0,51267
2025-11-28,17818.0,17818.0,17929.0,17180.0,17293.0,99428
2025-12-01,18231.0,18231.0,18294.0,17818.0,17818.0,79511
2025-12-02,17882.0,17882.0,18650.0,17801.0,18460.0,80361
2025-12-03,17583.0,17583.0,17952.0,17450.0,17882.0,30019
2025-12-04,17568.0,17568.0,17990.0,17489.0,17583.0,46492
2025-12-05,17167.0,17167.0,17699.0,17070.0,17599.0,35751
2025-12-08,17205.0,17205.0,17425.0,17033.0,17194.0,33340
2025-12-09,17112.0,17112.0,17600.0,16907.0,17200.0,42456
2025-12-10,16732.0,16732.0,17229.0,16590.0,17112.0,23216
2025-12-11,16978.0,16978.0,17025.0,16419.0,16732.0,36189
2025-12-12,17415.0,17415.0,17555.0,17020.0,17020.0,42146
2025-12-15,17301.0,17301.0,17450.0,17140.0,17415.0,24766
2025-12-16,17330.0,17330.0,17550.0,17227.0,17279.0,25508
2025-12-17,17067.0,17067.0,17423.0,17018.0,17370.0,18923
2025-12-18,17304.0,17304.0,17390.0,16773.0,17067.0,31640
2025-12-19,17801.0,17801.0,18244.0,17286.0,17304.0,114591
2025-12-22,18364.0,18364.0,18645.0,18104.0,18238.0,73614
2025-12-23,18453.0,18453.0,18520.0,18140.0,18369.0,38147
2025-12-24,18365.0,18365.0,18550.0,18300.0,18510.0,25651
2025-12-25,18365.0,18365.0,18365.0,18365.0,18365.0,0
2025-12-26,18472.0,18472.0,18575.0,18300.0,18385.0,26054
2025-12-29,18951.0,18951.0,19300.0,18330.0,18515.0,124109
2025-12-30,19845.0,19845.0,19999.0,18773.0,18952.0,142882
2025-12-31,20566.0,20566.0,20974.0,19700.0,19948.0,222407
2026-01-01,20860.0,20860.0,20895.0,20455.0,20695.0,63443
2026-01-02,21230.0,21230.0,21915.0,20275.0,21040.0,309491
2026-01-05,21030.0,21030.0,21490.0,20870.0,21340.0,51262
2026-01-06,20895.0,20895.0,21080.0,20525.0,21080.0,46340
2026-01-07,20655.0,20655.0,21010.0,20570.0,20805.0,48218
2026-01-08,20020.0,20020.0,20630.0,19600.0,20580.0,51590
2026-01-09,18710.0,18710.0,19985.0,18505.0,19985.0,113465
2026-01-12,19900.0,19900.0,20060.0,18155.0,18710.0,147991
2026-01-13,20095.0,20095.0,20370.0,19830.0,19995.0,76380
2026-01-14,20495.0,20495.0,20590.0,19950.0,20095.0,53127
2026-01-16,20565.0,20565.0,20710.0,20155.0,20555.0,38474
