date_,adj close_3mindia.ns,close_3mindia.ns,high_3mindia.ns,low_3mindia.ns,open_3mindia.ns,volume_3mindia.ns
2025-06-06,28864.1796875,29360.0,29700.0,29270.0,29630.0,2253
2025-06-09,28928.08203125,29425.0,29770.0,29270.0,29475.0,2622
2025-06-10,28928.08203125,29425.0,29680.0,29315.0,29600.0,2705
2025-06-11,28829.771484375,29325.0,29645.0,29250.0,29645.0,2791
2025-06-12,28736.375,29230.0,29550.0,29130.0,29495.0,3134
2025-06-13,28652.810546875,29145.0,29350.0,28935.0,29195.0,2947
2025-06-16,28652.810546875,29145.0,29400.0,28900.0,29400.0,1475
2025-06-17,28480.765625,28970.0,29315.0,28900.0,29240.0,1917
2025-06-18,28682.3046875,29175.0,29300.0,28855.0,28970.0,1676
2025-06-19,28387.37109375,28875.0,29155.0,28725.0,29090.0,1639
2025-06-20,28008.873046875,28490.0,28925.0,28455.0,28805.0,4717
2025-06-23,27910.560546875,28390.0,28615.0,28305.0,28490.0,1614
2025-06-24,27935.138671875,28415.0,28640.0,28275.0,28505.0,2042
2025-06-25,28018.703125,28500.0,28635.0,28440.0,28550.0,4266
2025-06-26,28121.9296875,28605.0,28740.0,28540.0,28695.0,1983
2025-06-27,28166.169921875,28650.0,28865.0,28500.0,28865.0,2909
2025-06-30,28018.703125,28500.0,29000.0,28420.0,28705.0,4282
2025-07-01,28205.494140625,28690.0,28755.0,28565.0,28605.0,1832
2025-07-02,27930.22265625,28410.0,28800.0,28380.0,28690.0,3740
2025-07-03,28234.98828125,28720.0,28820.0,28450.0,28500.0,4459
2025-07-04,28456.1875,28945.0,29445.0,28720.0,28800.0,8344
2025-07-07,28760.953125,29255.0,29495.0,28950.0,29055.0,6007
2025-07-08,29016.5625,29515.0,29740.0,29235.0,29270.0,6575
2025-07-09,28996.900390625,29495.0,29725.0,29420.0,29680.0,4536
2025-07-10,29237.76171875,29740.0,29850.0,29425.0,29550.0,4017
2025-07-11,29198.4375,29700.0,29970.0,29560.0,29855.0,2991
2025-07-14,29188.607421875,29690.0,29850.0,29310.0,29615.0,2818
2025-07-15,29257.42578125,29760.0,30195.0,29705.0,29725.0,3238
2025-07-16,29552.359375,30060.0,30200.0,28925.0,29850.0,7832
2025-07-17,29493.37109375,30000.0,30260.0,29870.0,30180.0,3549
2025-07-18,29395.060546875,29900.0,30135.0,29715.0,30100.0,3384
2025-07-21,29699.826171875,30210.0,30335.0,29660.0,29895.0,6562
2025-07-22,30702.599609375,31230.0,31950.0,30215.0,30215.0,22307
2025-07-23,30992.619140625,31525.0,31695.0,30905.0,31250.0,13387
2025-07-24,31145.0,31680.0,32090.0,31310.0,31670.0,14336
2025-07-25,31230.0,31230.0,31500.0,30610.0,31215.0,8420
2025-07-28,30950.0,30950.0,31800.0,30705.0,31230.0,6406
2025-07-29,30915.0,30915.0,31140.0,30500.0,31050.0,4674
2025-07-30,30955.0,30955.0,31495.0,30825.0,31000.0,13836
2025-07-31,30755.0,30755.0,31150.0,30375.0,30850.0,5096
2025-08-01,30905.0,30905.0,31900.0,30520.0,30985.0,20155
2025-08-04,30560.0,30560.0,30900.0,30350.0,30800.0,11132
2025-08-05,30835.0,30835.0,30995.0,30250.0,30590.0,5770
2025-08-06,30885.0,30885.0,31105.0,30535.0,31105.0,4292
2025-08-07,32000.0,32000.0,32195.0,30015.0,30555.0,23886
2025-08-08,31615.0,31615.0,32095.0,31220.0,32000.0,11161
2025-08-11,31305.0,31305.0,31855.0,31150.0,31855.0,3440
2025-08-12,31025.0,31025.0,31450.0,30510.0,31450.0,6426
2025-08-13,30495.0,30495.0,31305.0,30280.0,31075.0,6160
2025-08-14,30350.0,30350.0,30685.0,30150.0,30600.0,4228
2025-08-18,30405.0,30405.0,30900.0,30230.0,30495.0,10234
2025-08-19,31160.0,31160.0,31455.0,30175.0,30450.0,8806
2025-08-20,30905.0,30905.0,31560.0,30830.0,31170.0,7302
2025-08-21,30875.0,30875.0,31205.0,30750.0,31205.0,3316
2025-08-22,30550.0,30550.0,31050.0,30425.0,31050.0,3867
2025-08-25,30520.0,30520.0,30900.0,30215.0,30550.0,3636
2025-08-26,30415.0,30415.0,30800.0,30230.0,30310.0,4152
2025-08-28,30475.0,30475.0,30865.0,30100.0,30600.0,4436
2025-08-29,30760.0,30760.0,30950.0,30245.0,30400.0,4061
2025-09-01,31295.0,31295.0,31400.0,30510.0,30510.0,3358
2025-09-02,31090.0,31090.0,31590.0,30930.0,31315.0,3206
2025-09-03,30980.0,30980.0,31540.0,30850.0,31400.0,3207
2025-09-04,30455.0,30455.0,31410.0,30260.0,31205.0,7942
2025-09-05,30385.0,30385.0,30680.0,30010.0,30500.0,3107
2025-09-08,30835.0,30835.0,30960.0,30305.0,30305.0,9815
2025-09-09,30830.0,30830.0,31590.0,30705.0,30840.0,10275
2025-09-10,30565.0,30565.0,31115.0,30400.0,31090.0,4067
2025-09-11,30970.0,30970.0,31135.0,30565.0,30870.0,5513
2025-09-12,30715.0,30715.0,31070.0,30630.0,30875.0,2204
2025-09-15,30575.0,30575.0,31035.0,30500.0,30965.0,2503
2025-09-16,30585.0,30585.0,30865.0,30410.0,30865.0,3191
2025-09-17,30255.0,30255.0,30760.0,30155.0,30600.0,4368
2025-09-18,30375.0,30375.0,30575.0,30200.0,30575.0,3958
2025-09-19,29915.0,29915.0,30520.0,29745.0,30500.0,5608
2025-09-22,29975.0,29975.0,30135.0,29725.0,29830.0,2008
2025-09-23,29835.0,29835.0,30085.0,29780.0,30000.0,3373
2025-09-24,29375.0,29375.0,29985.0,29280.0,29950.0,6646
2025-09-25,28920.0,28920.0,29545.0,28790.0,29520.0,5293
2025-09-26,29150.0,29150.0,29265.0,28805.0,28995.0,2975
2025-09-29,28835.0,28835.0,29165.0,28765.0,29150.0,4581
2025-09-30,29445.0,29445.0,29675.0,28860.0,29140.0,6987
2025-10-01,29135.0,29135.0,29300.0,28975.0,29255.0,2660
2025-10-03,29135.0,29135.0,29400.0,28855.0,29400.0,3059
2025-10-06,29325.0,29325.0,29480.0,29015.0,29190.0,1555
2025-10-07,29110.0,29110.0,29365.0,29015.0,29350.0,2405
2025-10-08,29200.0,29200.0,29305.0,28910.0,29305.0,1592
2025-10-09,29265.0,29265.0,29370.0,28995.0,29205.0,1835
2025-10-10,29590.0,29590.0,29670.0,29230.0,29270.0,2220
2025-10-13,28930.0,28930.0,29635.0,28845.0,29495.0,4194
2025-10-14,29100.0,29100.0,29350.0,28960.0,29040.0,2303
2025-10-15,29305.0,29305.0,29390.0,28990.0,29100.0,5824
2025-10-16,29395.0,29395.0,29500.0,29110.0,29420.0,1748
2025-10-17,29565.0,29565.0,29665.0,29200.0,29200.0,2867
2025-10-20,29675.0,29675.0,29900.0,29380.0,29565.0,2021
2025-10-21,29790.0,29790.0,29940.0,29710.0,29940.0,453
2025-10-23,29735.0,29735.0,30090.0,29555.0,30000.0,2559
2025-10-24,29735.0,29735.0,29900.0,29510.0,29900.0,1728
2025-10-27,30015.0,30015.0,30170.0,29800.0,29815.0,4273
2025-10-28,29545.0,29545.0,30250.0,29470.0,29930.0,1555
2025-10-29,29765.0,29765.0,29835.0,29400.0,29590.0,1532
2025-10-30,29865.0,29865.0,30020.0,29465.0,29870.0,1760
2025-10-31,29560.0,29560.0,29965.0,29380.0,29705.0,5604
2025-11-03,30700.0,30700.0,31085.0,29490.0,29595.0,26118
2025-11-04,35885.0,35885.0,36480.0,32610.0,33060.0,222196
2025-11-05,35885.0,35885.0,35885.0,35885.0,35885.0,0
2025-11-06,35790.0,35790.0,37000.0,35480.0,35700.0,53590
2025-11-07,35580.0,35580.0,36000.0,34910.0,35500.0,31552
2025-11-10,36025.0,36025.0,36425.0,35060.0,35060.0,30571
2025-11-11,36035.0,36035.0,36600.0,35565.0,36000.0,10630
2025-11-12,36005.0,36005.0,36315.0,35845.0,36100.0,7814
2025-11-13,36075.0,36075.0,36435.0,35905.0,36200.0,7754
2025-11-14,35910.0,35910.0,36210.0,35565.0,36175.0,5710
2025-11-17,36130.0,36130.0,36570.0,35820.0,35840.0,6424
2025-11-18,36090.0,36090.0,36400.0,35950.0,36400.0,5299
2025-11-19,35970.0,35970.0,36220.0,35750.0,36100.0,3435
2025-11-20,35685.0,35685.0,36240.0,35495.0,36240.0,3044
2025-11-21,35455.0,35455.0,35760.0,35160.0,35755.0,8367
2025-11-24,35350.0,35350.0,35745.0,34990.0,35455.0,6396
2025-11-25,35290.0,35290.0,35440.0,34865.0,35100.0,6685
2025-11-26,35520.0,35520.0,35750.0,35255.0,35300.0,4581
2025-11-27,35030.0,35030.0,35815.0,34955.0,35815.0,2707
2025-11-28,34840.0,34840.0,35240.0,34735.0,34960.0,2167
2025-12-01,34815.0,34815.0,35175.0,34700.0,35175.0,1715
2025-12-02,34750.0,34750.0,35020.0,34565.0,34815.0,2126
2025-12-03,34760.0,34760.0,34870.0,34635.0,34750.0,1329
2025-12-04,34750.0,34750.0,35125.0,34350.0,34760.0,4288
2025-12-05,34125.0,34125.0,34970.0,33490.0,34770.0,1840
2025-12-08,34915.0,34915.0,35175.0,33890.0,34130.0,12250
2025-12-09,34495.0,34495.0,34745.0,34155.0,34650.0,3747
2025-12-10,34585.0,34585.0,35000.0,34215.0,34495.0,2616
2025-12-11,34480.0,34480.0,34750.0,33950.0,34440.0,3725
2025-12-12,35465.0,35465.0,35540.0,34475.0,34735.0,5706
2025-12-15,35565.0,35565.0,35810.0,35195.0,35465.0,2096
2025-12-16,35370.0,35370.0,35545.0,35155.0,35300.0,1870
2025-12-17,35130.0,35130.0,35865.0,35010.0,35205.0,2460
2025-12-18,35015.0,35015.0,35295.0,34780.0,35295.0,1746
2025-12-19,34875.0,34875.0,35590.0,34705.0,35025.0,3857
2025-12-22,35435.0,35435.0,35690.0,35075.0,35300.0,2391
2025-12-23,35010.0,35010.0,35845.0,34880.0,35300.0,2339
2025-12-24,34575.0,34575.0,35370.0,34400.0,35010.0,1768
2025-12-26,34575.0,34575.0,34910.0,34490.0,34780.0,1658
2025-12-29,34315.0,34315.0,34700.0,34100.0,34600.0,1335
2025-12-30,35290.0,35290.0,35950.0,34175.0,34495.0,16030
2025-12-31,35115.0,35115.0,35230.0,34835.0,35015.0,2603
2026-01-01,36000.0,36000.0,36065.0,34750.0,35185.0,4965
2026-01-02,36170.0,36170.0,37305.0,35530.0,36070.0,8030
2026-01-05,36385.0,36385.0,36725.0,36200.0,36360.0,3130
2026-01-06,35020.0,35020.0,36355.0,34920.0,36355.0,4644
2026-01-07,34875.0,34875.0,35010.0,34350.0,34900.0,2869
2026-01-08,34830.0,34830.0,35255.0,34680.0,34875.0,2631
2026-01-09,34135.0,34135.0,35215.0,34000.0,34250.0,6219
2026-01-12,34830.0,34830.0,35625.0,33675.0,34135.0,3455
2026-01-13,34995.0,34995.0,35215.0,34155.0,34830.0,5361
2026-01-14,35435.0,35435.0,35580.0,34490.0,34985.0,3033
2026-01-16,35250.0,35250.0,35620.0,34780.0,35435.0,3650
