date_,adj close_hindpetro.ns,close_hindpetro.ns,high_hindpetro.ns,low_hindpetro.ns,open_hindpetro.ns,volume_hindpetro.ns
2024-01-16,274.9742431640625,301.8666687011719,306.26666259765625,298.70001220703125,299.6000061035156,11116167
2024-01-17,272.72735595703125,299.3999938964844,305.8333435058594,297.3666687011719,300.6666564941406,12987159
2024-01-18,276.0673828125,303.0666809082031,308.0,292.9333190917969,299.3333435058594,9661435
2024-01-19,282.8385314941406,310.5,312.3666687011719,302.0,305.73333740234375,5983177
2024-01-23,267.47442626953125,293.6333312988281,318.0,291.3333435058594,317.8666687011719,13018228
2024-01-24,274.82244873046875,301.70001220703125,304.5,294.0,296.6666564941406,9089022
2024-01-25,261.4927673339844,287.0666809082031,304.9666748046875,277.6666564941406,304.0,26530120
2024-01-29,274.6706237792969,301.5333251953125,305.76666259765625,286.76666259765625,288.6666564941406,20708088
2024-01-30,286.4518127441406,314.4666748046875,323.5333251953125,303.1666564941406,304.1666564941406,25892997
2024-01-31,281.3203125,308.8333435058594,318.3666687011719,306.73333740234375,316.26666259765625,9025434
2024-02-01,282.8688659667969,310.5333251953125,313.5666809082031,304.0,311.9666748046875,7832593
2024-02-02,296.8665466308594,325.8999938964844,333.8666687011719,313.9666748046875,315.3333435058594,28635609
2024-02-05,308.7388000488281,338.9333190917969,344.8999938964844,326.6666564941406,331.3333435058594,27456336
2024-02-06,325.3781433105469,357.20001220703125,360.6666564941406,336.76666259765625,343.3333435058594,28853269
2024-02-07,327.1274719238281,349.0666809082031,355.1666564941406,344.1000061035156,349.3333435058594,17541222
2024-02-08,328.09588623046875,350.1000061035156,358.9333190917969,346.73333740234375,349.20001220703125,19069318
2024-02-09,318.755615234375,340.1333312988281,350.9666748046875,326.20001220703125,350.6666564941406,14684275
2024-02-12,313.570068359375,334.6000061035156,340.1333312988281,324.6000061035156,338.0666809082031,14235303
2024-02-13,313.4138488769531,334.4333190917969,338.5,328.26666259765625,335.3333435058594,7641726
2024-02-14,339.43536376953125,362.20001220703125,366.0,327.70001220703125,330.0,21203626
2024-02-15,359.2404479980469,383.3333435058594,386.4666748046875,358.3666687011719,365.8666687011719,26550160
2024-02-16,353.43011474609375,377.1333312988281,396.5333251953125,372.5666809082031,385.3333435058594,22269525
2024-02-19,346.55767822265625,369.79998779296875,379.73333740234375,368.3666687011719,378.0,15202254
2024-02-20,351.80572509765625,375.3999938964844,378.3333435058594,359.26666259765625,369.79998779296875,13374787
2024-02-21,339.40411376953125,362.1666564941406,379.3333435058594,354.6666564941406,376.0,9993580
2024-02-22,336.81134033203125,359.3999938964844,366.70001220703125,352.3999938964844,362.0,9478065
2024-02-23,329.6265563964844,351.73333740234375,359.6333312988281,348.0666809082031,357.3333435058594,8613265
2024-02-26,338.4045104980469,361.1000061035156,362.3333435058594,340.6666564941406,351.73333740234375,24162310
2024-02-27,331.03228759765625,353.23333740234375,365.0,348.3666687011719,361.20001220703125,12715461
2024-02-28,316.88128662109375,338.1333312988281,353.4666748046875,336.29998779296875,353.23333740234375,16233910
2024-02-29,318.25579833984375,339.6000061035156,343.3333435058594,334.70001220703125,336.70001220703125,14603767
2024-03-01,323.09771728515625,344.76666259765625,350.6666564941406,343.5333251953125,344.0,10267491
2024-03-04,328.06463623046875,350.0666809082031,351.9333190917969,343.70001220703125,344.6666564941406,12281475
2024-03-05,329.90765380859375,352.0333251953125,354.29998779296875,347.70001220703125,350.6666564941406,7153845
2024-03-06,323.12896728515625,344.79998779296875,353.20001220703125,336.1333312988281,351.0,11296345
2024-03-07,317.6935119628906,339.0,345.6666564941406,335.6000061035156,343.79998779296875,6370131
2024-03-11,319.7864990234375,341.23333740234375,348.0,331.6333312988281,337.3333435058594,13126309
2024-03-12,321.3171691894531,342.8666687011719,347.6333312988281,338.1666564941406,341.3333435058594,9137031
2024-03-13,302.32427978515625,322.6000061035156,344.6666564941406,319.0666809082031,343.0666809082031,11735005
2024-03-14,312.4454650878906,333.3999938964844,336.6666564941406,320.3999938964844,323.3333435058594,11317566
2024-03-15,292.92156982421875,312.5666809082031,326.5666809082031,300.76666259765625,326.5666809082031,47569515
2024-03-18,288.11083984375,307.4333190917969,316.5333251953125,306.23333740234375,312.6000061035156,12216913
2024-03-19,278.3332214355469,297.0,305.29998779296875,295.3666687011719,304.6000061035156,9912508
2024-03-20,283.4250793457031,302.4333190917969,304.1000061035156,297.20001220703125,299.3333435058594,10448274
2024-03-21,295.2019348144531,315.0,315.9333190917969,305.6333312988281,306.9666748046875,7801534
2024-03-22,295.79547119140625,315.6333312988281,322.4333190917969,313.79998779296875,316.1333312988281,7611103
2024-03-26,295.2644348144531,315.0666809082031,318.5333251953125,309.0,312.6000061035156,9326937
2024-03-27,294.3272705078125,314.0666809082031,322.79998779296875,312.70001220703125,318.0,6988608
2024-03-28,297.1699523925781,317.1000061035156,319.5666809082031,313.3999938964844,316.70001220703125,7216713
2024-04-01,292.89031982421875,312.5333251953125,319.0,311.1000061035156,317.3666687011719,9094608
2024-04-02,301.26214599609375,321.4666748046875,323.1333312988281,311.6666564941406,313.5333251953125,7687869
2024-04-03,296.4826965332031,316.3666687011719,322.0,315.0333251953125,319.23333740234375,7073593
2024-04-04,288.36077880859375,307.70001220703125,320.0,306.6666564941406,316.6666564941406,10008145
2024-04-05,288.14208984375,307.4666748046875,308.6000061035156,299.5,304.6666564941406,11510322
2024-04-08,289.2041931152344,308.6000061035156,314.4333190917969,303.73333740234375,310.0,9532318
2024-04-09,286.67388916015625,305.8999938964844,309.9333190917969,304.26666259765625,309.29998779296875,5474667
2024-04-10,304.5422058105469,324.9666748046875,326.0,306.3333435058594,306.3333435058594,21499953
2024-04-12,298.7943420410156,318.8333435058594,324.8999938964844,317.8333435058594,324.6666564941406,10106094
2024-04-15,292.0468444824219,311.6333312988281,318.1666564941406,305.5333251953125,314.6666564941406,15292357
2024-04-16,292.7341003417969,312.3666687011719,319.9666748046875,305.6666564941406,308.3333435058594,10663104
2024-04-18,298.2008361816406,318.20001220703125,329.3333435058594,316.0333251953125,319.5,19510576
2024-04-19,298.8880310058594,318.9333190917969,320.3333435058594,305.1666564941406,311.26666259765625,15891541
2024-04-22,307.4161071777344,328.0333251953125,334.0,324.0666809082031,324.6666564941406,16166055
2024-04-23,301.824462890625,322.0666809082031,330.6666564941406,321.0666809082031,330.0,7308573
2024-04-24,304.51092529296875,324.9333190917969,326.8999938964844,319.5,323.6000061035156,6410241
2024-04-25,306.88507080078125,327.4666748046875,328.79998779296875,322.6666564941406,324.6666564941406,5505240
2024-04-26,306.8226013183594,327.3999938964844,331.6666564941406,323.6333312988281,326.6666564941406,5441872
2024-04-29,315.9129333496094,337.1000061035156,340.6000061035156,328.0666809082031,329.6000061035156,13011373
2024-04-30,309.5090637207031,330.26666259765625,343.70001220703125,327.1666564941406,340.26666259765625,9751020
2024-05-02,333.3126525878906,355.6666564941406,357.8333435058594,336.3333435058594,338.0,32543125
2024-05-03,333.6875305175781,356.0666809082031,360.6000061035156,352.73333740234375,360.0,8668201
2024-05-06,321.0047912597656,342.5333251953125,358.73333740234375,341.76666259765625,358.73333740234375,6891571
2024-05-07,321.1609802246094,342.70001220703125,356.4666748046875,340.0,351.8999938964844,19101259
2024-05-08,326.8775634765625,348.79998779296875,353.3333435058594,343.0,346.0333251953125,9974296
2024-05-09,313.00775146484375,334.0,352.0,331.29998779296875,351.9333190917969,16768836
2024-05-10,313.35137939453125,334.3666687011719,342.9333190917969,326.73333740234375,340.0,11140683
2024-05-13,312.4766845703125,333.4333190917969,338.6666564941406,316.8999938964844,337.9333190917969,17016712
2024-05-14,308.1970520019531,328.8666687011719,336.6666564941406,326.70001220703125,333.3333435058594,5985654
2024-05-15,316.5689392089844,337.79998779296875,339.8666687011719,330.9666748046875,331.3333435058594,5723607
2024-05-16,311.69573974609375,332.6000061035156,342.0,326.8666687011719,341.3333435058594,9257388
2024-05-17,316.7251281738281,337.9666748046875,341.0666809082031,331.1000061035156,333.3999938964844,7424826
2024-05-21,329.157958984375,351.23333740234375,353.9333190917969,334.4666748046875,339.4666748046875,15917613
2024-05-22,331.34466552734375,353.5666809082031,357.3333435058594,344.73333740234375,352.0,10313953
2024-05-23,334.5309753417969,356.9666748046875,363.1333312988281,353.1333312988281,355.3333435058594,9477853
2024-05-24,339.5290832519531,362.29998779296875,366.8999938964844,352.0666809082031,358.6666564941406,10199689
2024-05-27,348.08837890625,371.4333190917969,376.0,355.0,362.1666564941406,16476420
2024-05-28,341.6845397949219,364.6000061035156,373.0,360.70001220703125,371.3333435058594,9185272
2024-05-29,335.9366760253906,358.4666748046875,364.23333740234375,355.9666748046875,360.0,5454598
2024-05-30,333.9061584472656,356.29998779296875,361.76666259765625,353.6000061035156,359.0666809082031,6371389
2024-05-31,335.7179870605469,358.23333740234375,363.1333312988281,355.0,362.0,11794999
2024-06-03,363.86370849609375,388.26666259765625,396.5333251953125,380.0666809082031,383.3333435058594,29299819
2024-06-04,309.1029968261719,329.8333435058594,389.6666564941406,312.0666809082031,389.5,23688403
2024-06-05,315.66302490234375,336.8333435058594,341.26666259765625,308.0,340.6666564941406,16559896
2024-06-06,322.09814453125,343.70001220703125,357.0666809082031,338.70001220703125,340.3333435058594,14369308
2024-06-07,327.28369140625,349.23333740234375,351.1666564941406,336.9333190917969,342.0,12447922
2024-06-10,326.0966491699219,347.9666748046875,354.6666564941406,344.5333251953125,353.3333435058594,11322130
2024-06-11,327.40863037109375,349.3666687011719,355.0,344.1666564941406,350.4333190917969,10079643
2024-06-12,328.5956726074219,350.6333312988281,358.5666809082031,349.73333740234375,353.0,9350832
2024-06-13,330.0951232910156,352.23333740234375,354.8666687011719,349.6666564941406,354.1333312988281,7163401
2024-06-14,335.06201171875,357.5333251953125,362.5,353.3333435058594,356.0,11446402
2024-06-18,331.21966552734375,353.4333190917969,361.4666748046875,351.6333312988281,361.26666259765625,10276386
2024-06-19,322.06689453125,343.6666564941406,355.79998779296875,342.1666564941406,355.3666687011719,9794068
2024-06-20,327.2524719238281,349.20001220703125,350.3999938964844,342.6666564941406,346.6666564941406,6873147
2024-06-21,319.42724609375,340.8500061035156,352.54998779296875,336.0,350.29998779296875,13108523
2024-06-24,316.70953369140625,337.95001220703125,344.8500061035156,335.29998779296875,341.29998779296875,8084076
2024-06-25,313.61688232421875,334.6499938964844,340.1499938964844,331.25,338.0,3115862
2024-06-26,312.4923400878906,333.45001220703125,337.45001220703125,332.3500061035156,335.6499938964844,2687005
2024-06-27,311.8363037109375,332.75,336.20001220703125,327.0,334.0,8129031
2024-06-28,311.2272033691406,332.1000061035156,339.45001220703125,331.5,334.25,4752345
2024-07-01,310.4774475097656,331.29998779296875,334.3999938964844,329.5,331.29998779296875,4841697
2024-07-02,307.6659851074219,328.29998779296875,333.04998779296875,324.25,330.79998779296875,4430500
2024-07-03,309.0248718261719,329.75,330.5,325.29998779296875,328.6000061035156,4393135
2024-07-04,309.0248718261719,329.75,334.54998779296875,328.6000061035156,331.0,3575516
2024-07-05,311.5552062988281,332.45001220703125,334.20001220703125,327.5,328.5,7702282
2024-07-08,307.2911682128906,327.8999938964844,336.20001220703125,326.1499938964844,332.54998779296875,9973397
2024-07-09,309.9620361328125,330.75,333.3500061035156,326.79998779296875,328.3999938964844,4313809
2024-07-10,314.0854797363281,335.1499938964844,337.1000061035156,323.0,332.0,6833051
2024-07-11,328.0489807128906,350.04998779296875,353.1499938964844,338.0,339.6000061035156,17148192
2024-07-12,320.6455383300781,342.1499938964844,353.8999938964844,341.20001220703125,353.8999938964844,8624668
2024-07-15,326.1747131347656,348.04998779296875,350.29998779296875,341.3999938964844,344.75,7249546
