date_,adj close_hindpetro.ns,close_hindpetro.ns,high_hindpetro.ns,low_hindpetro.ns,open_hindpetro.ns,volume_hindpetro.ns
2024-07-16,335.686767578125,358.20001220703125,361.0,347.6000061035156,348.04998779296875,14079381
2024-07-18,335.1713562011719,357.6499938964844,365.0,354.70001220703125,358.75,10408667
2024-07-19,320.1769714355469,341.6499938964844,358.8999938964844,340.6000061035156,358.6000061035156,10763075
2024-07-22,324.9095458984375,346.70001220703125,354.79998779296875,337.79998779296875,341.8500061035156,13506968
2024-07-23,324.72210693359375,346.5,348.70001220703125,329.5,348.3500061035156,9389682
2024-07-24,331.6101989746094,353.8500061035156,356.3500061035156,344.1000061035156,347.0,8207636
2024-07-25,350.2594299316406,373.75,376.8999938964844,347.1499938964844,350.0,20611250
2024-07-26,352.8834533691406,376.54998779296875,379.5,370.20001220703125,379.3999938964844,9301896
2024-07-29,357.1006164550781,381.04998779296875,389.29998779296875,378.79998779296875,386.0,14114983
2024-07-30,370.876708984375,395.75,401.75,370.1000061035156,375.1499938964844,35730279
2024-07-31,367.5966796875,392.25,406.6000061035156,391.04998779296875,399.79998779296875,17127806
2024-08-01,366.80010986328125,391.3999938964844,393.5,384.75,392.45001220703125,8840248
2024-08-02,364.78521728515625,389.25,398.5,383.8500061035156,390.20001220703125,12474802
2024-08-05,364.31671142578125,388.75,392.6499938964844,377.04998779296875,387.0,14077705
2024-08-06,361.9269714355469,386.20001220703125,400.04998779296875,384.29998779296875,394.0,10419295
2024-08-07,371.8606872558594,396.79998779296875,403.5,388.20001220703125,394.0,17004585
2024-08-08,364.6915283203125,389.1499938964844,399.0,383.25,399.0,14723158
2024-08-09,363.2449035644531,376.6499938964844,385.79998779296875,374.04998779296875,380.29998779296875,9753610
2024-08-12,366.1864013671875,379.70001220703125,383.5,370.5,375.0,10370149
2024-08-13,358.133544921875,371.3500061035156,377.6000061035156,363.95001220703125,377.0,14426819
2024-08-14,359.8212890625,373.1000061035156,377.3999938964844,368.45001220703125,371.8500061035156,5776570
2024-08-16,366.3310241699219,379.8500061035156,382.0,373.6499938964844,376.6000061035156,7276293
2024-08-19,373.5640869140625,387.3500061035156,394.8500061035156,383.54998779296875,385.0,13213008
2024-08-20,382.3884582519531,396.5,404.79998779296875,391.1000061035156,391.1000061035156,16300789
2024-08-21,392.9969482421875,407.5,411.79998779296875,394.0,396.3999938964844,14427485
2024-08-22,392.03253173828125,406.5,414.6499938964844,403.3500061035156,413.0,9217776
2024-08-23,391.068115234375,405.5,413.75,404.0,406.3999938964844,8131913
2024-08-26,390.6341247558594,405.04998779296875,408.79998779296875,400.29998779296875,408.1000061035156,6084146
2024-08-27,389.9590759277344,404.3500061035156,411.3999938964844,397.29998779296875,401.8999938964844,7476660
2024-08-28,392.1289978027344,406.6000061035156,411.3999938964844,402.95001220703125,407.25,6224089
2024-08-29,401.0497741699219,415.8500061035156,417.5,402.45001220703125,407.04998779296875,9653177
2024-08-30,404.1358642578125,419.04998779296875,425.25,415.75,421.3999938964844,16999644
2024-09-02,412.6227111816406,427.8500061035156,438.0,421.1000061035156,425.0,18305095
2024-09-03,410.7420959472656,425.8999938964844,430.70001220703125,424.75,428.8500061035156,5140913
2024-09-04,429.2587890625,445.1000061035156,447.6000061035156,428.1499938964844,433.5,26837682
2024-09-05,432.5377502441406,448.5,457.1499938964844,444.04998779296875,446.29998779296875,12007469
2024-09-06,418.9395446777344,434.3999938964844,451.8500061035156,432.70001220703125,448.79998779296875,8950512
2024-09-09,406.4022216796875,421.3999938964844,434.45001220703125,420.1000061035156,434.3999938964844,8907889
2024-09-10,406.3540344238281,421.3500061035156,424.3999938964844,417.1499938964844,424.3999938964844,5944511
2024-09-11,394.8775634765625,409.45001220703125,435.95001220703125,407.54998779296875,429.20001220703125,12529867
2024-09-12,398.6869812011719,413.3999938964844,417.6499938964844,410.0,415.0,8007169
2024-09-13,396.2759704589844,410.8999938964844,417.8999938964844,406.70001220703125,413.45001220703125,9258252
2024-09-16,395.6008605957031,410.20001220703125,413.79998779296875,405.79998779296875,411.0,4415935
2024-09-17,394.1542663574219,408.70001220703125,412.5,406.04998779296875,410.5,3296568
2024-09-18,392.94873046875,407.45001220703125,410.8500061035156,405.0,406.54998779296875,2255708
2024-09-19,383.8832702636719,398.04998779296875,408.70001220703125,392.0,408.0,4541604
2024-09-20,384.5583801269531,398.75,403.29998779296875,394.3999938964844,398.04998779296875,9159103
2024-09-23,389.0910949707031,403.45001220703125,408.95001220703125,396.6499938964844,399.5,4899097
2024-09-24,402.30352783203125,417.1499938964844,419.3999938964844,402.6499938964844,402.8999938964844,9274367
2024-09-25,402.54461669921875,417.3999938964844,419.04998779296875,407.6000061035156,417.1499938964844,4872324
2024-09-26,406.9327087402344,421.95001220703125,424.04998779296875,408.6000061035156,418.20001220703125,6065915
2024-09-27,422.3632507324219,437.95001220703125,439.79998779296875,421.20001220703125,424.0,12190119
2024-09-30,424.87066650390625,440.54998779296875,446.95001220703125,430.5,436.0,7949959
2024-10-01,429.06585693359375,444.8999938964844,446.04998779296875,438.45001220703125,440.0,5525180
2024-10-03,400.2782287597656,415.04998779296875,432.6499938964844,413.0,429.0,14169317
2024-10-04,392.4183044433594,406.8999938964844,413.75,395.1000061035156,407.0,12354340
2024-10-07,379.639892578125,393.6499938964844,409.3500061035156,390.95001220703125,407.20001220703125,5679436
2024-10-08,376.36090087890625,390.25,395.0,381.5,388.0,12815777
2024-10-09,380.79718017578125,394.8500061035156,413.0,393.25,400.0,11902837
2024-10-10,378.5307922363281,392.5,404.0,392.0,397.5,3363159
2024-10-11,381.4240417480469,395.5,397.04998779296875,387.3999938964844,392.0,2978692
2024-10-14,391.40570068359375,405.8500061035156,407.8999938964844,396.04998779296875,397.5,6151692
2024-10-15,407.8488464355469,422.8999938964844,426.8999938964844,412.25,414.0,16856309
2024-10-16,419.1806640625,434.6499938964844,438.3500061035156,425.1499938964844,427.0,16355809
2024-10-17,417.92694091796875,433.3500061035156,439.0,428.25,431.95001220703125,11762175
2024-10-18,416.2392578125,431.6000061035156,435.29998779296875,422.6499938964844,430.3999938964844,4941502
2024-10-21,400.3746643066406,415.1499938964844,436.29998779296875,413.8500061035156,433.0,9263679
2024-10-22,387.7891540527344,402.1000061035156,416.6000061035156,400.5,414.1000061035156,5951071
2024-10-23,383.6903991699219,397.8500061035156,403.29998779296875,394.20001220703125,402.1000061035156,3779746
2024-10-24,390.3448486328125,404.75,405.3999938964844,393.45001220703125,396.0,7703516
2024-10-25,359.1461486816406,372.3999938964844,406.0,370.6499938964844,406.0,8522829
2024-10-28,369.6582336425781,383.29998779296875,393.79998779296875,379.0,380.0,12990859
2024-10-29,374.6731872558594,388.5,389.8500061035156,375.5,384.95001220703125,5115112
2024-10-30,364.2093200683594,377.6499938964844,389.45001220703125,376.70001220703125,388.5,5110158
2024-10-31,367.3436584472656,380.8999938964844,382.45001220703125,374.0,377.0,6864561
2024-11-01,367.4400939941406,381.0,383.29998779296875,380.0,380.8999938964844,505687
2024-11-04,355.3849792480469,368.5,382.0,363.6499938964844,382.0,8846874
2024-11-05,361.50897216796875,374.8500061035156,376.5,362.25,365.0,8163853
2024-11-06,377.662841796875,391.6000061035156,393.95001220703125,377.1499938964844,379.8500061035156,8284664
2024-11-07,382.3884582519531,396.5,400.0,385.3500061035156,390.8500061035156,5850910
2024-11-08,369.4171447753906,383.04998779296875,395.8500061035156,380.29998779296875,395.8500061035156,5067482
2024-11-11,367.3918762207031,380.95001220703125,387.79998779296875,375.1499938964844,383.0,6123412
2024-11-12,362.1840515136719,375.54998779296875,390.0,374.04998779296875,384.1000061035156,6589595
2024-11-13,358.1817626953125,371.3999938964844,377.8999938964844,367.75,375.0,4346895
2024-11-14,359.1461486816406,372.3999938964844,379.29998779296875,365.45001220703125,372.5,5809877
2024-11-18,354.2276916503906,367.29998779296875,375.75,366.3999938964844,372.3999938964844,5010823
2024-11-19,349.2609558105469,362.1499938964844,374.79998779296875,360.20001220703125,366.0,2933169
2024-11-21,347.283935546875,360.1000061035156,363.6000061035156,354.8999938964844,362.1499938964844,4403773
2024-11-22,347.8625793457031,360.70001220703125,365.29998779296875,358.6000061035156,362.0,2571975
2024-11-25,363.43780517578125,376.8500061035156,384.6499938964844,367.95001220703125,368.95001220703125,9614696
2024-11-26,366.0899353027344,379.6000061035156,389.70001220703125,378.0,382.1000061035156,3574299
2024-11-27,366.6203308105469,380.1499938964844,386.0,375.79998779296875,385.8999938964844,6106128
2024-11-28,366.4756774902344,380.0,386.25,377.25,381.8999938964844,5435933
2024-11-29,369.4653625488281,383.1000061035156,385.0,376.3999938964844,381.45001220703125,4384830
2024-12-02,367.3918762207031,380.95001220703125,384.0,379.20001220703125,383.1000061035156,2355565
2024-12-03,370.8637390136719,384.54998779296875,387.6000061035156,382.54998779296875,385.0,5317630
2024-12-04,373.8534240722656,387.6499938964844,391.6499938964844,382.70001220703125,384.0,3476461
2024-12-05,377.855712890625,391.79998779296875,393.1000061035156,384.5,390.5,3583458
2024-12-06,384.99237060546875,399.20001220703125,402.25,392.04998779296875,393.8500061035156,8107943
2024-12-09,385.4745788574219,399.70001220703125,404.45001220703125,397.6499938964844,399.04998779296875,4763280
2024-12-10,390.4894714355469,404.8999938964844,406.3500061035156,397.25,400.0,6662197
2024-12-11,395.5044250488281,410.1000061035156,412.3500061035156,404.45001220703125,404.8999938964844,8783167
2024-12-12,397.0474853515625,411.70001220703125,414.0,406.04998779296875,410.0,4832913
2024-12-13,400.2782287597656,415.04998779296875,418.04998779296875,409.45001220703125,411.70001220703125,7106881
2024-12-16,392.6112060546875,407.1000061035156,419.0,400.29998779296875,414.8999938964844,7360302
2024-12-17,392.6112060546875,407.1000061035156,409.79998779296875,404.6000061035156,408.0,3735357
2024-12-18,383.8832702636719,398.04998779296875,409.0,396.95001220703125,406.0,4286929
2024-12-19,392.9005126953125,407.3999938964844,411.0,388.8500061035156,392.0,7226543
2024-12-20,385.28167724609375,399.5,413.5,397.95001220703125,409.0,8035990
2024-12-23,389.2357482910156,403.6000061035156,411.45001220703125,399.29998779296875,400.04998779296875,3951645
2024-12-24,398.15655517578125,412.8500061035156,417.95001220703125,401.6000061035156,404.0,6334203
2024-12-26,404.3769836425781,419.29998779296875,421.5,408.79998779296875,412.8500061035156,6201557
2024-12-27,396.08306884765625,410.70001220703125,420.3999938964844,409.1000061035156,420.3999938964844,3440755
2024-12-30,391.3574523925781,405.79998779296875,410.3999938964844,400.8999938964844,409.0,6858610
2024-12-31,394.20245361328125,408.75,410.6000061035156,402.6499938964844,405.79998779296875,3103194
2025-01-01,397.67437744140625,412.3500061035156,414.0,404.70001220703125,410.0,2185656
2025-01-02,398.01190185546875,412.70001220703125,415.79998779296875,404.5,412.25,2391474
2025-01-03,398.34942626953125,413.04998779296875,417.1000061035156,407.70001220703125,413.5,4037493
2025-01-06,375.107177734375,388.95001220703125,414.0,388.0,413.04998779296875,5016149
2025-01-07,372.4550476074219,386.20001220703125,397.6000061035156,385.1499938964844,391.8999938964844,3195402
2025-01-08,377.4217529296875,391.3500061035156,394.70001220703125,381.70001220703125,386.5,3631344
2025-01-09,371.1048278808594,384.79998779296875,393.0,383.45001220703125,393.0,2525567
2025-01-10,374.6249694824219,388.45001220703125,392.79998779296875,379.54998779296875,387.54998779296875,3504508
2025-01-13,351.430908203125,364.3999938964844,376.54998779296875,360.1499938964844,376.54998779296875,13439614
2025-01-14,359.9659118652344,373.25,375.95001220703125,363.8500061035156,365.0,3392260
2025-01-15,350.3218078613281,363.25,379.45001220703125,360.6000061035156,377.5,4162695
2025-01-16,345.4515686035156,358.20001220703125,365.54998779296875,357.3999938964844,364.0,5072603
2025-01-17,346.1266174316406,358.8999938964844,363.20001220703125,355.20001220703125,358.3500061035156,3122954
2025-01-20,347.5250244140625,360.3500061035156,363.3999938964844,353.3500061035156,360.0,6963879
2025-01-21,356.78338623046875,369.95001220703125,372.3999938964844,358.0,363.0,12344913
2025-01-22,356.92803955078125,370.1000061035156,374.70001220703125,363.20001220703125,373.79998779296875,6676035
2025-01-23,349.2127685546875,362.1000061035156,373.79998779296875,359.8500061035156,373.0,5143368
2025-01-24,340.2919921875,352.8500061035156,379.95001220703125,351.25,374.20001220703125,18088473
2025-01-27,333.6375427246094,345.95001220703125,350.8999938964844,343.3500061035156,350.3999938964844,4454025
2025-01-28,337.0611877441406,349.5,351.75,341.45001220703125,350.0,5097372
2025-01-29,332.96246337890625,345.25,352.25,343.70001220703125,350.8500061035156,3747258
2025-01-30,339.0864562988281,351.6000061035156,354.1000061035156,346.0,348.95001220703125,4412278
2025-01-31,345.4997863769531,358.25,359.45001220703125,349.3999938964844,351.0,2019592
2025-02-01,332.5766906738281,344.8500061035156,358.8999938964844,333.1000061035156,358.25,7985220
2025-02-03,313.3367004394531,324.8999938964844,333.29998779296875,318.70001220703125,330.0,26282943
2025-02-04,321.82354736328125,333.70001220703125,334.8500061035156,327.1499938964844,328.5,7377189
2025-02-05,330.6960754394531,342.8999938964844,349.6499938964844,340.1000061035156,342.1000061035156,7113783
2025-02-06,330.88897705078125,343.1000061035156,349.1499938964844,340.6000061035156,348.6000061035156,3123836
2025-02-07,330.3103332519531,342.5,346.70001220703125,339.54998779296875,345.0,1712683
2025-02-10,326.2597961425781,338.29998779296875,344.0,335.04998779296875,343.0,1957224
2025-02-11,318.25518798828125,330.0,338.29998779296875,328.25,338.29998779296875,1562978
2025-02-12,312.4205322265625,323.95001220703125,330.29998779296875,318.6499938964844,330.0,3179345
2025-02-13,308.7557678222656,320.1499938964844,333.79998779296875,319.20001220703125,328.0,9771116
2025-02-14,301.2333679199219,312.3500061035156,323.45001220703125,304.3999938964844,323.0,9525190
2025-02-17,306.7787170410156,318.1000061035156,320.3999938964844,303.25,312.6499938964844,4591304
2025-02-18,308.5628967285156,319.95001220703125,320.70001220703125,312.3999938964844,319.0,1673581
2025-02-19,313.0473937988281,324.6000061035156,326.3999938964844,316.6499938964844,318.95001220703125,2325236
2025-02-20,319.89471435546875,331.70001220703125,332.20001220703125,321.25,323.79998779296875,1771611
2025-02-21,311.50433349609375,323.0,331.0,321.8999938964844,331.0,2193356
2025-02-24,307.9360046386719,319.29998779296875,325.5,317.6499938964844,320.8999938964844,3307496
2025-02-25,298.8223571777344,309.8500061035156,320.25,309.3500061035156,319.29998779296875,4356438
2025-02-27,296.0737609863281,307.0,312.79998779296875,302.29998779296875,311.0,4865436
2025-02-28,283.29534912109375,293.75,306.0,292.45001220703125,305.0,6517549
2025-03-03,287.2012023925781,297.79998779296875,298.8999938964844,287.54998779296875,295.0,3792065
2025-03-04,303.98193359375,315.20001220703125,316.3999938964844,290.1000061035156,294.1000061035156,7276713
2025-03-05,314.5422058105469,326.1499938964844,334.5,314.04998779296875,314.04998779296875,12406494
2025-03-06,327.07952880859375,339.1499938964844,342.3999938964844,331.79998779296875,334.70001220703125,12790937
2025-03-07,320.6180114746094,332.45001220703125,339.04998779296875,330.1499938964844,338.8999938964844,3825464
2025-03-10,314.20465087890625,325.79998779296875,344.0,324.25,336.5,7154245
2025-03-11,317.96588134765625,329.70001220703125,333.8999938964844,320.5,324.0,6272107
2025-03-12,315.69952392578125,327.3500061035156,343.0,325.79998779296875,334.54998779296875,8497676
2025-03-13,312.179443359375,323.70001220703125,328.3999938964844,323.0,327.3500061035156,4696394
2025-03-17,313.9153747558594,325.5,330.3999938964844,323.70001220703125,325.8500061035156,5417463
2025-03-18,313.9153747558594,325.5,325.5,325.5,325.5,0
2025-03-19,316.3263854980469,328.0,330.3999938964844,324.1000061035156,326.0,5942282
2025-03-20,324.57208251953125,336.54998779296875,339.5,327.04998779296875,330.79998779296875,4833173
2025-03-21,344.2460632324219,356.95001220703125,360.20001220703125,334.1000061035156,336.0,15733590
2025-03-24,349.0198669433594,361.8999938964844,372.0,354.29998779296875,371.0,9399628
2025-03-25,348.5859069824219,361.45001220703125,365.0,352.70001220703125,359.04998779296875,6724910
2025-03-26,339.37579345703125,351.8999938964844,364.5,351.04998779296875,360.1499938964844,4094188
