date_,adj close_jmfinancil.ns,close_jmfinancil.ns,high_jmfinancil.ns,low_jmfinancil.ns,open_jmfinancil.ns,volume_jmfinancil.ns
2024-01-16,101.68083190917969,107.3499984741211,110.69999694824219,101.0,101.94999694824219,53705327
2024-01-17,98.12887573242188,103.5999984741211,107.69999694824219,103.0999984741211,106.0,9932138
2024-01-18,97.70263671875,103.1500015258789,106.25,99.0999984741211,103.25,9884198
2024-01-19,103.4331283569336,109.19999694824219,112.0999984741211,104.0,104.0,25544892
2024-01-23,100.59156036376953,106.19999694824219,112.0,104.25,111.0,10338292
2024-01-24,104.33296966552734,110.1500015258789,111.6500015258789,104.0999984741211,105.55000305175781,5839590
2024-01-25,107.41133880615234,113.4000015258789,114.69999694824219,109.0999984741211,111.0,12565965
2024-01-29,105.51696014404297,111.4000015258789,114.8499984741211,111.0,114.19999694824219,4746136
2024-01-30,103.62257385253906,109.4000015258789,114.44999694824219,109.0,111.6500015258789,4834806
2024-01-31,106.08526611328125,112.0,113.8499984741211,108.75,110.0999984741211,7377181
2024-02-01,104.99600219726562,110.8499984741211,113.69999694824219,109.5,112.5,3484143
2024-02-02,105.80110931396484,111.69999694824219,114.30000305175781,110.80000305175781,111.5,4393272
2024-02-05,102.15443420410156,107.8499984741211,113.19999694824219,104.0999984741211,112.0,3786110
2024-02-06,101.72820281982422,107.4000015258789,109.30000305175781,106.0999984741211,109.0,3190663
2024-02-07,103.33841705322266,109.0999984741211,111.75,107.9000015258789,108.05000305175781,3672913
2024-02-08,101.87027740478516,107.55000305175781,109.8499984741211,107.05000305175781,109.5999984741211,2577272
2024-02-09,98.31831359863281,103.80000305175781,108.0999984741211,100.8499984741211,108.0999984741211,5322870
2024-02-12,92.68253326416016,97.8499984741211,105.75,96.3499984741211,104.4000015258789,4030887
2024-02-13,93.67708587646484,98.9000015258789,103.69999694824219,97.8499984741211,102.0,8673227
2024-02-14,97.84471893310547,103.30000305175781,104.4000015258789,97.0999984741211,97.94999694824219,7859986
2024-02-15,97.6552734375,103.0999984741211,105.4000015258789,102.80000305175781,103.5999984741211,2786098
2024-02-16,98.0341567993164,103.5,105.9000015258789,103.0999984741211,103.75,2812065
2024-02-19,96.94489288330078,102.3499984741211,104.69999694824219,101.8499984741211,103.8499984741211,1692113
2024-02-20,95.52410125732422,100.8499984741211,103.4000015258789,100.44999694824219,102.80000305175781,1983028
2024-02-21,97.32376861572266,102.75,106.0,101.3499984741211,101.44999694824219,8696895
2024-02-22,98.55510711669922,104.05000305175781,104.5,101.0999984741211,103.1500015258789,3180984
2024-02-23,97.60791778564453,103.05000305175781,105.4000015258789,102.1500015258789,104.1500015258789,2720384
2024-02-26,95.66618347167969,101.0,106.5,100.30000305175781,103.1500015258789,4879713
2024-02-27,96.13977813720703,101.5,104.4000015258789,100.5999984741211,101.75,2727427
2024-02-28,91.7353515625,96.8499984741211,102.69999694824219,96.25,101.94999694824219,4139492
2024-02-29,91.21439361572266,96.30000305175781,97.3499984741211,94.5,97.0999984741211,3418298
2024-03-01,94.15068054199219,99.4000015258789,100.69999694824219,96.9000015258789,96.9000015258789,3523113
2024-03-04,92.30364990234375,97.44999694824219,99.9000015258789,97.0,99.75,1224054
2024-03-05,90.4092788696289,95.44999694824219,98.1500015258789,94.5999984741211,97.44999694824219,2844794
2024-03-06,80.98473358154297,85.5,87.1500015258789,76.4000015258789,78.94999694824219,88801484
2024-03-07,83.30535125732422,87.94999694824219,88.80000305175781,84.1500015258789,86.0999984741211,25404275
2024-03-11,75.11216735839844,79.30000305175781,82.0,78.69999694824219,81.5,18038451
2024-03-12,75.06480407714844,79.25,81.5,77.4000015258789,79.4000015258789,11739043
2024-03-13,69.33429718017578,73.19999694824219,80.44999694824219,71.75,79.5,7627932
2024-03-14,72.69683074951172,76.75,78.0999984741211,71.75,73.0,4965976
2024-03-15,71.60755157470703,75.5999984741211,78.4000015258789,73.75,76.05000305175781,4187643
2024-03-18,72.83890533447266,76.9000015258789,77.44999694824219,75.0,76.0,3722135
2024-03-19,70.28147888183594,74.19999694824219,77.1500015258789,73.8499984741211,76.94999694824219,3044766
2024-03-20,68.33975219726562,72.1500015258789,75.0,71.5,75.0,4235030
2024-03-21,69.90262603759766,73.80000305175781,74.8499984741211,73.25,73.5,2465501
2024-03-22,70.186767578125,74.0999984741211,75.75,73.80000305175781,74.19999694824219,6203990
2024-03-26,68.15030670166016,71.94999694824219,72.8499984741211,71.0,72.0,7034378
2024-03-27,74.44912719726562,78.5999984741211,79.8499984741211,71.5,72.0,24820588
2024-03-28,70.75508117675781,74.69999694824219,79.44999694824219,74.05000305175781,79.0,6241988
2024-04-01,75.82255554199219,80.05000305175781,80.5999984741211,75.5,75.55000305175781,6452243
2024-04-02,75.91726684570312,80.1500015258789,81.0,78.19999694824219,80.0999984741211,5321929
2024-04-03,76.86446380615234,81.1500015258789,81.8499984741211,79.30000305175781,80.0,3620319
2024-04-04,73.92817687988281,78.05000305175781,82.25,77.55000305175781,82.0,6720802
2024-04-05,76.76974487304688,81.05000305175781,82.19999694824219,78.1500015258789,78.1500015258789,7946314
2024-04-08,78.09580993652344,82.44999694824219,83.25,81.5999984741211,82.0,5046800
2024-04-09,77.29069519042969,81.5999984741211,83.55000305175781,81.0,83.3499984741211,2362081
2024-04-10,78.04845428466797,82.4000015258789,83.6500015258789,81.9000015258789,82.1500015258789,3471533
2024-04-12,78.23788452148438,82.5999984741211,84.19999694824219,82.19999694824219,82.69999694824219,2628406
2024-04-15,75.82255554199219,80.05000305175781,81.19999694824219,78.80000305175781,79.5999984741211,3085035
2024-04-16,77.5748519897461,81.9000015258789,82.80000305175781,77.3499984741211,77.55000305175781,3275771
