date_,adj close_tiindia.ns,close_tiindia.ns,high_tiindia.ns,low_tiindia.ns,open_tiindia.ns,volume_tiindia.ns
2024-03-28,3730.8134765625,3736.60009765625,3827.949951171875,3706.0,3825.0,318097
2024-04-01,3718.6318359375,3724.39990234375,3818.949951171875,3700.0,3817.949951171875,103499
2024-04-02,3763.961669921875,3769.800048828125,3797.0,3715.5,3724.89990234375,78110
2024-04-03,3692.47265625,3698.199951171875,3764.050048828125,3680.0,3764.050048828125,114581
2024-04-04,3591.728759765625,3597.300048828125,3713.800048828125,3590.0,3708.39990234375,384075
2024-04-05,3607.90380859375,3613.5,3656.300048828125,3594.25,3600.0,306851
2024-04-08,3544.25244140625,3549.75,3620.75,3545.0,3620.0,111150
2024-04-09,3486.69189453125,3492.10009765625,3634.699951171875,3484.0,3549.75,133179
2024-04-10,3562.224609375,3567.75,3599.14990234375,3499.0,3510.5,74915
2024-04-12,3520.4892578125,3525.949951171875,3570.0,3516.0,3567.75,102025
2024-04-15,3484.494873046875,3489.89990234375,3539.449951171875,3465.0,3500.0,201810
2024-04-16,3516.14599609375,3521.60009765625,3545.0,3470.0,3490.85009765625,277306
2024-04-18,3511.154052734375,3516.60009765625,3563.449951171875,3495.64990234375,3550.0,259184
2024-04-19,3491.03515625,3496.449951171875,3505.0,3457.199951171875,3500.10009765625,158811
2024-04-22,3541.75634765625,3547.25,3565.5,3473.5,3500.0,252210
2024-04-23,3576.15283203125,3581.699951171875,3610.0,3534.5,3553.35009765625,113333
2024-04-24,3601.81298828125,3607.39990234375,3628.0,3576.85009765625,3584.949951171875,90029
2024-04-25,3568.315185546875,3573.85009765625,3615.85009765625,3561.0,3602.39990234375,82363
2024-04-26,3618.3876953125,3624.0,3659.0,3535.0,3596.0,160742
2024-04-29,3701.858154296875,3707.60009765625,3724.0,3612.050048828125,3643.0,341548
2024-04-30,3736.803955078125,3742.60009765625,3760.0,3665.0,3719.949951171875,191950
2024-05-02,3785.12890625,3791.0,3795.85009765625,3726.0,3760.0,388320
2024-05-03,3813.53466796875,3819.449951171875,3825.800048828125,3753.0,3804.949951171875,178775
2024-05-06,4007.184326171875,4013.39990234375,4030.0,3809.050048828125,3821.0,619349
2024-05-07,3995.65234375,4001.85009765625,4023.0,3891.300048828125,4023.0,273348
2024-05-08,4004.3388671875,4010.550048828125,4088.699951171875,3855.0,3975.0,361740
2024-05-09,3942.2353515625,3948.35009765625,4009.0,3863.0,3988.0,130267
2024-05-10,4063.646728515625,4069.949951171875,4162.5,3870.300048828125,3930.10009765625,162588
2024-05-13,3929.005615234375,3935.10009765625,4090.0,3900.0,4090.0,239543
2024-05-14,3751.73095703125,3757.550048828125,3934.0,3750.0,3861.0,312749
2024-05-15,3780.935546875,3786.800048828125,3812.300048828125,3706.25,3743.050048828125,325002
2024-05-16,3759.26904296875,3765.10009765625,3819.5,3685.949951171875,3798.0,472768
2024-05-17,3798.95751953125,3804.85009765625,3827.64990234375,3744.800048828125,3794.5,275537
2024-05-21,3674.15087890625,3679.85009765625,3795.10009765625,3665.0,3795.10009765625,386526
2024-05-22,3694.020263671875,3699.75,3709.800048828125,3620.0,3679.89990234375,415146
2024-05-23,3818.7265625,3824.64990234375,3841.35009765625,3697.10009765625,3725.0,136090
2024-05-24,3819.27587890625,3825.199951171875,3874.449951171875,3754.0,3801.449951171875,107199
2024-05-27,3801.403564453125,3807.300048828125,3868.0,3782.199951171875,3825.199951171875,146473
2024-05-28,3800.10546875,3806.0,3849.699951171875,3725.35009765625,3800.0,179124
2024-05-29,3715.2373046875,3721.0,3804.5,3687.60009765625,3775.89990234375,152631
2024-05-30,3694.2197265625,3699.949951171875,3729.0,3665.0,3715.35009765625,158635
2024-05-31,3571.310791015625,3576.85009765625,3764.300048828125,3500.0,3500.0,780952
2024-06-03,3829.3603515625,3835.300048828125,3880.0,3640.0,3699.60009765625,266777
2024-06-04,3762.314208984375,3768.14990234375,3883.949951171875,3515.050048828125,3849.0,399473
2024-06-05,3709.046875,3714.800048828125,3810.25,3556.300048828125,3768.0,365664
2024-06-06,3855.519775390625,3861.5,3904.25,3742.199951171875,3770.0,167098
2024-06-07,3924.662109375,3930.75,3955.39990234375,3850.050048828125,3869.35009765625,241815
2024-06-10,3953.417724609375,3959.550048828125,4004.10009765625,3929.199951171875,3935.0,245880
2024-06-11,4058.25537109375,4064.550048828125,4090.39990234375,3965.0,3975.0,244267
2024-06-12,4079.122802734375,4085.449951171875,4264.5498046875,4052.0,4149.0,358711
2024-06-13,4230.43798828125,4237.0,4250.0,4085.0,4105.0,188561
2024-06-14,4300.32958984375,4307.0,4320.0,4180.0498046875,4230.0,458806
2024-06-18,4356.4921875,4363.25,4400.0,4253.0,4329.0,404976
2024-06-19,4351.1005859375,4357.85009765625,4395.85009765625,4287.5498046875,4350.0,283012
2024-06-20,4206.87451171875,4213.39990234375,4344.14990234375,4172.0,4335.10009765625,184232
2024-06-21,3977.0810546875,3983.25,4223.9501953125,3925.14990234375,4223.9501953125,1366218
2024-06-24,4281.5087890625,4288.14990234375,4358.35009765625,3955.0,3990.0,743284
2024-06-25,4199.18701171875,4205.7001953125,4243.4501953125,4160.0,4230.0,243966
2024-06-26,4226.19482421875,4232.75,4259.0,4150.0,4172.0498046875,370385
2024-06-27,4197.2890625,4203.7998046875,4257.4501953125,4142.0,4241.0,142381
2024-06-28,4252.65380859375,4259.25,4283.7998046875,4172.60009765625,4203.7998046875,157558
2024-07-01,4228.541015625,4235.10009765625,4258.9501953125,4175.4501953125,4250.0,192829
2024-07-02,4107.87841796875,4114.25,4240.60009765625,4087.14990234375,4235.14990234375,195465
2024-07-03,4194.84375,4201.35009765625,4230.0,4116.75,4165.2001953125,348476
2024-07-04,4320.19873046875,4326.89990234375,4424.89990234375,4160.0,4209.0,132102
2024-07-05,4225.24560546875,4231.7998046875,4300.0,4171.0,4299.89990234375,230894
2024-07-08,4322.54541015625,4329.25,4405.0,4171.10009765625,4254.0,271201
2024-07-09,4404.86767578125,4411.7001953125,4540.0498046875,4256.0,4339.7998046875,328072
2024-07-10,4521.63671875,4528.64990234375,4681.7001953125,4262.0,4414.7998046875,331361
2024-07-11,4242.1201171875,4248.7001953125,4590.0,4224.0,4590.0,1852939
2024-07-12,4147.267578125,4153.7001953125,4267.35009765625,4110.0,4248.7001953125,298485
2024-07-15,4072.932373046875,4079.25,4160.75,4059.14990234375,4160.0,336535
2024-07-16,4088.857666015625,4095.199951171875,4144.64990234375,4065.0,4086.0,202389
2024-07-18,4086.86083984375,4093.199951171875,4155.0,3982.0,4094.800048828125,507647
2024-07-19,3996.15185546875,4002.35009765625,4095.800048828125,3980.0,4090.0,131625
2024-07-22,4113.2197265625,4119.60009765625,4154.7998046875,3954.60009765625,3990.0,123802
2024-07-23,4008.843994140625,4013.60009765625,4191.85009765625,3942.050048828125,4140.0,167080
2024-07-24,3950.712646484375,3955.39990234375,4060.0,3941.0,4027.0,208599
2024-07-25,4025.224365234375,4030.0,4077.0,3911.14990234375,3940.10009765625,216651
2024-07-26,4158.01708984375,4162.9501953125,4185.0,4050.0,4050.0,222412
2024-07-29,4153.6220703125,4158.5498046875,4210.0,4069.14990234375,4175.0,611339
2024-07-30,4178.94189453125,4183.89990234375,4238.25,4125.75,4148.0498046875,446528
2024-07-31,4133.6455078125,4138.5498046875,4220.0,4121.2998046875,4220.0,140938
2024-08-01,4085.003662109375,4089.85009765625,4171.14990234375,4035.14990234375,4168.0,278189
2024-08-02,4045.400390625,4050.199951171875,4131.0,4001.10009765625,4089.0,115859
2024-08-05,4001.502685546875,4006.25,4108.89990234375,3859.5,3966.75,454469
2024-08-06,4025.374267578125,4030.14990234375,4110.0,3906.0,4045.0,145164
2024-08-07,4094.842041015625,4099.7001953125,4129.89990234375,4015.14990234375,4059.89990234375,119984
2024-08-08,4003.05078125,4007.800048828125,4110.85009765625,3980.050048828125,4108.0,126117
2024-08-09,4002.4013671875,4007.14990234375,4054.89990234375,3985.0,4015.10009765625,69435
2024-08-12,3913.556884765625,3918.199951171875,4012.89990234375,3901.300048828125,4007.5,176234
2024-08-13,3969.24072265625,3973.949951171875,4045.5,3926.14990234375,3949.449951171875,114377
2024-08-14,3918.900634765625,3923.550048828125,3994.75,3900.0,3994.75,114387
2024-08-16,4006.49658203125,4011.25,4029.949951171875,3944.199951171875,3944.199951171875,195302
2024-08-19,3979.079345703125,3983.800048828125,4059.64990234375,3965.0,4011.25,95473
2024-08-20,4108.67529296875,4113.5498046875,4128.0,3983.800048828125,4012.550048828125,170631
2024-08-21,4045.999755859375,4050.800048828125,4129.0,4035.0,4129.0,78249
2024-08-22,4132.896484375,4137.7998046875,4148.89990234375,4061.550048828125,4068.25,191312
2024-08-23,4059.58349609375,4064.39990234375,4160.0,4050.0,4160.0,84451
2024-08-26,4115.2177734375,4120.10009765625,4151.0,4027.550048828125,4070.0,190639
2024-08-27,4153.7216796875,4158.64990234375,4185.0,4106.10009765625,4139.0,128102
2024-08-28,4149.27783203125,4154.2001953125,4197.0,4085.14990234375,4167.10009765625,98361
2024-08-29,3999.8046875,4004.550048828125,4163.2001953125,3993.050048828125,4154.0,151641
2024-08-30,4026.0234375,4030.800048828125,4058.0,3985.10009765625,4050.0,318567
2024-09-02,4095.34130859375,4100.2001953125,4117.0,4022.0,4058.0,100956
2024-09-03,4080.708740234375,4085.550048828125,4168.85009765625,4061.14990234375,4112.0,150483
2024-09-04,4116.666015625,4121.5498046875,4136.0498046875,4052.050048828125,4075.0,110233
2024-09-05,4067.72412109375,4072.550048828125,4145.0,4055.199951171875,4135.0,538640
2024-09-06,3907.763671875,3912.39990234375,4142.0,3892.050048828125,4081.89990234375,249776
2024-09-09,3892.232177734375,3896.85009765625,3986.0,3871.60009765625,3932.699951171875,165481
2024-09-10,3917.052490234375,3921.699951171875,3974.800048828125,3900.0,3909.64990234375,159258
2024-09-11,3915.005126953125,3919.64990234375,3954.39990234375,3882.25,3905.0,137869
2024-09-12,3940.375244140625,3945.050048828125,3967.0,3916.10009765625,3932.449951171875,399505
2024-09-13,4092.994140625,4097.85009765625,4141.9501953125,3962.14990234375,3978.949951171875,844762
2024-09-16,4042.30419921875,4047.10009765625,4132.4501953125,4018.300048828125,4099.7998046875,341445
2024-09-17,4130.7490234375,4135.64990234375,4166.7998046875,4047.10009765625,4077.699951171875,522747
2024-09-18,4018.23291015625,4023.0,4139.0,4003.25,4135.64990234375,223898
2024-09-19,3974.684326171875,3979.39990234375,4049.14990234375,3939.60009765625,4035.050048828125,270143
2024-09-20,4286.86376953125,4291.9501953125,4450.64990234375,3981.14990234375,4019.0,1412283
2024-09-23,4278.17431640625,4283.25,4293.0,4186.0498046875,4186.0498046875,184617
2024-09-24,4237.0732421875,4242.10009765625,4366.64990234375,4229.9501953125,4282.89990234375,412068
2024-09-25,4141.3369140625,4146.25,4304.9501953125,4132.0,4256.0,156165
2024-09-26,4111.671875,4116.5498046875,4182.0,4082.0,4182.0,284015
2024-09-27,4142.0361328125,4146.9501953125,4206.9501953125,4110.25,4124.7001953125,225368
2024-09-30,4330.91162109375,4336.0498046875,4406.0,4147.5498046875,4159.0,565035
2024-10-01,4335.45654296875,4340.60009765625,4400.0,4246.5498046875,4306.0,234612
2024-10-03,4183.8359375,4188.7998046875,4295.2001953125,4152.0,4250.10009765625,189719
2024-10-04,4073.567138671875,4078.39990234375,4178.0498046875,4042.800048828125,4178.0498046875,126615
2024-10-07,4017.833251953125,4022.60009765625,4127.64990234375,3927.0,4127.64990234375,279013
2024-10-08,4050.94384765625,4055.75,4080.0,3965.300048828125,4022.60009765625,189063
2024-10-09,4178.89208984375,4183.85009765625,4310.7001953125,4086.10009765625,4114.0,349776
2024-10-10,4121.3603515625,4126.25,4242.9501953125,4112.0,4205.85009765625,126312
2024-10-11,4220.642578125,4225.64990234375,4259.14990234375,4087.64990234375,4148.0,148639
2024-10-14,4223.63916015625,4228.64990234375,4277.0,4167.0498046875,4239.9501953125,111051
2024-10-15,4321.82275390625,4326.9501953125,4336.0,4161.5498046875,4220.10009765625,240756
2024-10-16,4505.4541015625,4510.7998046875,4536.0,4291.4501953125,4320.75,446074
2024-10-17,4456.0634765625,4461.35009765625,4510.0,4400.0,4500.2001953125,156590
2024-10-18,4483.43115234375,4488.75,4517.0,4400.35009765625,4420.7998046875,89545
2024-10-21,4382.25146484375,4387.4501953125,4525.2998046875,4367.4501953125,4489.0,123752
2024-10-22,4481.03369140625,4486.35009765625,4522.0,4352.0,4352.0,655536
2024-10-23,4629.4580078125,4634.9501953125,4810.7998046875,4434.7998046875,4441.14990234375,495897
2024-10-24,4711.0107421875,4716.60009765625,4755.0498046875,4466.0,4522.0,248778
2024-10-25,4622.26611328125,4627.75,4771.14990234375,4545.0,4730.0,99429
2024-10-28,4645.8876953125,4651.39990234375,4737.64990234375,4595.0,4616.0,127536
2024-10-29,4557.892578125,4563.2998046875,4660.5498046875,4472.0,4651.39990234375,194923
2024-10-30,4458.1611328125,4463.4501953125,4540.85009765625,4430.0,4500.0,200908
2024-10-31,4476.63916015625,4481.9501953125,4534.75,4367.5,4460.0,118786
2024-11-01,4468.59814453125,4473.89990234375,4540.0,4436.0,4540.0,6218
2024-11-04,4341.798828125,4346.9501953125,4515.0,4311.0,4449.7001953125,219687
2024-11-05,4178.34228515625,4183.2998046875,4299.9501953125,4106.9501953125,4265.0,250851
2024-11-06,4091.945068359375,4096.7998046875,4217.39990234375,4080.0,4186.7001953125,168718
2024-11-07,3977.48095703125,3982.199951171875,4118.0,3970.0,4118.0,181372
2024-11-08,3885.939697265625,3890.550048828125,3983.949951171875,3866.0,3983.949951171875,144356
2024-11-11,3615.909912109375,3620.199951171875,3888.050048828125,3580.199951171875,3888.050048828125,1295931
2024-11-12,3557.5791015625,3561.800048828125,3695.25,3540.10009765625,3624.85009765625,132038
2024-11-13,3443.564453125,3447.64990234375,3585.0,3433.0,3562.14990234375,149985
2024-11-14,3436.4228515625,3440.5,3542.699951171875,3361.60009765625,3466.199951171875,208267
2024-11-18,3426.534912109375,3430.60009765625,3482.0,3370.0,3460.0,411614
2024-11-19,3607.020751953125,3611.300048828125,3668.75,3415.0,3434.10009765625,276375
2024-11-21,3539.40087890625,3543.60009765625,3670.0,3525.0,3586.39990234375,255107
2024-11-22,3470.28271484375,3474.39990234375,3575.0,3464.85009765625,3562.300048828125,162265
2024-11-25,3391.276611328125,3395.300048828125,3535.699951171875,3373.5,3504.25,524735
2024-11-26,3425.136474609375,3429.199951171875,3524.75,3415.0,3415.0,312154
2024-11-27,3385.1337890625,3389.14990234375,3464.699951171875,3334.300048828125,3464.699951171875,550815
2024-11-28,3574.658935546875,3578.89990234375,3634.0,3355.0,3405.0,1015319
2024-11-29,3586.295166015625,3590.550048828125,3649.0,3549.050048828125,3580.0,353301
2024-12-02,3537.65283203125,3541.85009765625,3629.0,3500.0,3590.0,297429
2024-12-03,3615.85986328125,3620.14990234375,3709.0,3578.10009765625,3578.10009765625,442558
2024-12-04,3655.313232421875,3659.64990234375,3675.300048828125,3610.050048828125,3649.0,292573
2024-12-05,3750.600341796875,3755.050048828125,3766.5,3658.699951171875,3690.0,303481
2024-12-06,3675.788818359375,3680.14990234375,3767.0,3670.35009765625,3767.0,221982
2024-12-09,3705.75341796875,3710.14990234375,3798.0,3673.550048828125,3699.5,339027
2024-12-10,3694.266845703125,3698.64990234375,3745.0,3663.199951171875,3745.0,142835
2024-12-11,3675.8388671875,3680.199951171875,3739.050048828125,3659.25,3698.699951171875,196346
2024-12-12,3654.913818359375,3659.25,3709.0,3651.0,3705.0,123884
2024-12-13,3649.3203125,3653.64990234375,3673.949951171875,3564.89990234375,3648.0,101918
2024-12-16,3749.251708984375,3753.699951171875,3769.800048828125,3625.25,3650.0,229967
2024-12-17,3700.80908203125,3705.199951171875,3779.550048828125,3672.10009765625,3740.0,292669
2024-12-18,3744.607421875,3749.050048828125,3757.75,3656.35009765625,3705.199951171875,158703
2024-12-19,3786.906982421875,3791.39990234375,3799.0,3672.199951171875,3700.10009765625,170455
2024-12-20,3614.8115234375,3619.10009765625,3825.0,3592.85009765625,3791.39990234375,385690
2024-12-23,3616.709228515625,3621.0,3670.5,3602.10009765625,3610.050048828125,72563
2024-12-24,3574.908447265625,3579.14990234375,3624.949951171875,3568.25,3620.0,102134
2024-12-26,3632.590087890625,3636.89990234375,3652.449951171875,3514.300048828125,3579.14990234375,177832
2024-12-27,3585.246337890625,3589.5,3648.85009765625,3586.0,3644.89990234375,95149
2024-12-30,3536.454345703125,3540.64990234375,3611.300048828125,3521.050048828125,3575.0,125646
2024-12-31,3572.011962890625,3576.25,3604.60009765625,3489.25,3535.0,160932
2025-01-01,3575.65771484375,3579.89990234375,3587.35009765625,3526.35009765625,3556.25,54944
2025-01-02,3668.09814453125,3672.449951171875,3688.0,3552.0,3552.0,386164
2025-01-03,3605.372314453125,3609.64990234375,3693.60009765625,3595.0,3672.050048828125,125052
2025-01-06,3485.46484375,3489.60009765625,3609.64990234375,3472.10009765625,3602.0,203051
2025-01-07,3469.583740234375,3473.699951171875,3516.35009765625,3450.0,3492.0,192699
2025-01-08,3517.7763671875,3521.949951171875,3530.0,3425.0,3504.89990234375,198255
2025-01-09,3564.071533203125,3568.300048828125,3673.64990234375,3500.0,3504.35009765625,303185
2025-01-10,3450.406494140625,3454.5,3568.35009765625,3442.35009765625,3550.0,117121
2025-01-13,3227.0712890625,3230.89990234375,3448.300048828125,3219.449951171875,3406.10009765625,247531
2025-01-14,3317.364501953125,3321.300048828125,3366.949951171875,3270.39990234375,3280.39990234375,217620
2025-01-15,3293.89208984375,3297.800048828125,3330.75,3253.199951171875,3319.0,159381
2025-01-16,3318.11328125,3322.050048828125,3388.949951171875,3303.5,3340.0,118505
2025-01-17,3404.760498046875,3408.800048828125,3427.949951171875,3315.25,3321.0,216890
2025-01-20,3434.375244140625,3438.449951171875,3481.14990234375,3339.25,3402.25,239574
2025-01-21,3376.244384765625,3380.25,3485.0,3348.199951171875,3428.10009765625,104395
2025-01-22,3230.11767578125,3233.949951171875,3392.5,3204.050048828125,3380.25,215740
2025-01-23,3359.7138671875,3363.699951171875,3385.60009765625,3220.0,3220.14990234375,161532
2025-01-24,3228.31982421875,3232.14990234375,3385.949951171875,3218.0,3356.10009765625,140970
2025-01-27,3201.252197265625,3205.050048828125,3232.699951171875,3178.85009765625,3224.050048828125,188365
2025-01-28,3134.5810546875,3138.300048828125,3214.199951171875,3069.0,3205.050048828125,364806
2025-01-29,3195.658447265625,3199.449951171875,3275.0,3125.0,3125.0,332823
2025-01-30,3284.653076171875,3288.550048828125,3304.800048828125,3191.0,3200.0,530165
2025-01-31,3318.163330078125,3322.10009765625,3354.0,3269.14990234375,3308.39990234375,239709
2025-02-01,3171.23779296875,3175.0,3341.85009765625,3139.949951171875,3322.10009765625,86192
2025-02-03,3041.19189453125,3044.800048828125,3203.050048828125,2982.25,3175.0,683442
2025-02-04,3088.935302734375,3092.60009765625,3180.0,3071.35009765625,3089.14990234375,370784
2025-02-05,2978.965576171875,2982.5,3097.35009765625,2972.14990234375,3090.0,309813
2025-02-06,2962.635009765625,2966.14990234375,3015.5,2955.0,3012.35009765625,137426
2025-02-07,2908.36279296875,2909.85009765625,2970.0,2890.0,2967.14990234375,230951
2025-02-10,2866.73388671875,2868.199951171875,2950.85009765625,2855.0,2909.85009765625,191328
2025-02-11,2738.199951171875,2739.60009765625,2875.050048828125,2718.60009765625,2875.0,303930
2025-02-12,2681.22900390625,2682.60009765625,2753.449951171875,2632.10009765625,2739.60009765625,381123
2025-02-13,2711.913330078125,2713.300048828125,2751.0,2680.0,2680.0,231612
2025-02-14,2579.18115234375,2580.5,2744.0,2555.0,2744.0,287747
2025-02-17,2602.269287109375,2603.60009765625,2612.949951171875,2513.5,2540.050048828125,558105
2025-02-18,2608.56591796875,2609.89990234375,2636.0,2589.0,2601.0,263849
2025-02-19,2676.63134765625,2678.0,2693.60009765625,2585.699951171875,2600.0,223287
2025-02-20,2761.48779296875,2762.89990234375,2784.0,2645.050048828125,2645.050048828125,291099
2025-02-21,2684.27734375,2685.64990234375,2797.14990234375,2673.0,2732.0,150504
2025-02-24,2661.339111328125,2662.699951171875,2686.699951171875,2600.0,2660.0,221148
2025-02-25,2594.123291015625,2595.449951171875,2673.300048828125,2581.60009765625,2630.0,211611
2025-02-27,2542.5,2543.800048828125,2603.949951171875,2519.300048828125,2590.050048828125,249191
2025-02-28,2460.891357421875,2462.14990234375,2539.0,2407.10009765625,2516.39990234375,572222
2025-03-03,2638.750732421875,2640.10009765625,2658.35009765625,2419.35009765625,2462.14990234375,1304481
2025-03-04,2717.310302734375,2718.699951171875,2760.0,2580.0,2600.0,748292
2025-03-05,2696.0712890625,2697.449951171875,2729.0,2660.25,2678.0,326866
2025-03-06,2648.79541015625,2650.14990234375,2710.949951171875,2615.0,2705.050048828125,814424
2025-03-07,2700.419189453125,2701.800048828125,2717.0,2642.050048828125,2650.14990234375,273725
2025-03-10,2713.212646484375,2714.60009765625,2757.0,2684.949951171875,2706.0,749279
2025-03-11,2880.576904296875,2882.050048828125,2929.0,2691.14990234375,2700.0,2398652
2025-03-12,2916.45849609375,2917.949951171875,2928.0,2848.949951171875,2885.0,252547
2025-03-13,2925.05419921875,2926.550048828125,2964.550048828125,2890.14990234375,2915.5,375430
2025-03-17,2832.3017578125,2833.75,2917.0,2815.0,2897.0,368854
2025-03-18,2832.3017578125,2833.75,2833.75,2833.75,2833.75,0
2025-03-19,2857.9384765625,2859.39990234375,2903.85009765625,2848.550048828125,2871.85009765625,459454
2025-03-20,2889.822265625,2891.300048828125,2967.5,2861.949951171875,2861.949951171875,521867
2025-03-21,2870.681884765625,2872.14990234375,2922.449951171875,2863.60009765625,2909.0,375417
2025-03-24,2853.240966796875,2854.699951171875,2899.699951171875,2845.10009765625,2879.949951171875,245341
2025-03-25,2770.98291015625,2772.39990234375,2896.64990234375,2763.800048828125,2896.64990234375,529116
2025-03-26,2709.314453125,2710.699951171875,2785.0,2692.300048828125,2768.0,1089026
2025-03-27,2760.48828125,2761.89990234375,2784.199951171875,2676.5,2701.0,734224
2025-03-28,2767.9345703125,2769.35009765625,2823.300048828125,2748.0,2756.0,171678
2025-04-01,2692.77294921875,2694.14990234375,2786.35009765625,2683.949951171875,2760.0,183941
2025-04-02,2731.1533203125,2732.550048828125,2749.0,2652.64990234375,2699.5,143638
2025-04-03,2698.27001953125,2699.64990234375,2732.550048828125,2686.199951171875,2716.39990234375,171681
2025-04-04,2635.902099609375,2637.25,2686.75,2618.550048828125,2686.199951171875,220889
2025-04-07,2577.6318359375,2578.949951171875,2595.699951171875,2490.050048828125,2501.0,241065
2025-04-08,2567.787109375,2569.10009765625,2626.35009765625,2550.10009765625,2613.0,209712
2025-04-09,2498.772216796875,2500.050048828125,2609.949951171875,2486.75,2571.949951171875,514081
2025-04-11,2508.417236328125,2509.699951171875,2596.64990234375,2500.0,2555.050048828125,489493
2025-04-15,2569.385986328125,2570.699951171875,2593.0,2509.39990234375,2583.89990234375,391824
2025-04-16,2502.320556640625,2503.60009765625,2588.0,2497.60009765625,2588.0,881781
2025-04-17,2494.5244140625,2495.800048828125,2534.0,2463.10009765625,2515.0,777246
2025-04-21,2591.974609375,2593.300048828125,2601.0,2485.5,2510.0,674424
