date_,adj close_nuvama.ns,close_nuvama.ns,high_nuvama.ns,low_nuvama.ns,open_nuvama.ns,volume_nuvama.ns
2024-03-01,670.4840087890625,829.239990234375,855.22998046875,827.1699829101562,830.0,114915
2024-03-04,712.3346557617188,881.0,885.97998046875,823.2999877929688,823.2999877929688,333530
2024-03-05,688.1669921875,851.1099853515625,892.0,842.8699951171875,892.0,289270
2024-03-06,660.482177734375,816.8699951171875,839.7999877929688,804.3599853515625,836.0,337430
2024-03-07,660.6116333007812,817.030029296875,840.3099975585938,809.9400024414062,814.8800048828125,204510
2024-03-11,642.8153686523438,795.02001953125,829.3599853515625,780.0,829.2899780273438,356860
2024-03-12,622.7874145507812,770.25,817.02001953125,764.4099731445312,801.5,500355
2024-03-13,616.0198974609375,761.8800048828125,785.989990234375,752.1599731445312,780.0,544605
2024-03-14,647.0521240234375,800.260009765625,801.989990234375,756.9299926757812,762.969970703125,259785
2024-03-15,680.0330200195312,841.0499877929688,874.9400024414062,794.0,806.0,2246805
2024-03-18,668.94775390625,827.3400268554688,847.5599975585938,808.5,836.9000244140625,238630
2024-03-19,647.0036010742188,800.2000122070312,837.6099853515625,789.8699951171875,826.010009765625,159865
2024-03-20,669.1175537109375,827.5499877929688,838.0,794.989990234375,801.0,268190
2024-03-21,688.8137817382812,851.9099731445312,859.4000244140625,830.0,831.7999877929688,297335
2024-03-22,683.9464111328125,845.8900146484375,857.8400268554688,836.4400024414062,857.5800170898438,138515
2024-03-26,663.9913330078125,821.2100219726562,853.8900146484375,818.1599731445312,850.0,143815
2024-03-27,762.2304077148438,942.7100219726562,969.7999877929688,830.0,858.0,1641600
2024-03-28,755.4628295898438,934.3400268554688,959.7999877929688,925.2000122070312,948.0,364465
2024-04-01,748.3799438476562,925.5800170898438,995.9600219726562,919.1199951171875,949.4000244140625,287550
2024-04-02,778.8623657226562,963.280029296875,994.989990234375,940.4000244140625,940.4000244140625,672790
2024-04-03,788.9692993164062,975.780029296875,999.0,965.0800170898438,984.0,519300
2024-04-04,800.6205444335938,990.1900024414062,1000.2000122070312,972.9099731445312,982.0,456815
2024-04-05,801.9222412109375,991.7999877929688,1000.2000122070312,980.2100219726562,990.0,144600
2024-04-08,816.2579345703125,1009.530029296875,1033.0,995.3300170898438,1004.0,218990
2024-04-09,840.5548706054688,1039.5799560546875,1076.0,1019.4199829101562,1032.239990234375,656795
2024-04-10,832.1298217773438,1029.1600341796875,1060.0,1008.0,1060.0,281300
2024-04-12,875.5894775390625,1082.9100341796875,1095.0,1024.0,1035.449951171875,734960
2024-04-15,855.5859375,1058.1700439453125,1080.3299560546875,1031.699951171875,1040.0,399220
2024-04-16,840.773193359375,1039.8499755859375,1063.949951171875,1032.010009765625,1050.0,159865
2024-04-18,854.6722412109375,1057.0400390625,1068.8599853515625,1042.1400146484375,1056.800048828125,161840
2024-04-19,856.685546875,1059.530029296875,1069.52001953125,1040.0,1063.0,130025
2024-04-22,849.739990234375,1050.93994140625,1088.800048828125,1047.6300048828125,1077.5999755859375,106550
2024-04-23,840.85400390625,1039.949951171875,1060.47998046875,1036.0,1059.97998046875,167730
2024-04-24,870.9888305664062,1077.219970703125,1094.93994140625,1050.7900390625,1061.199951171875,431145
2024-04-25,881.8719482421875,1090.6800537109375,1100.0,1077.8800048828125,1099.800048828125,226490
2024-04-26,864.95703125,1069.760009765625,1090.6800537109375,1050.0,1076.0,144900
2024-04-29,852.0363159179688,1053.780029296875,1075.489990234375,1050.31005859375,1070.0,79470
2024-04-30,845.268798828125,1045.4100341796875,1064.010009765625,1035.02001953125,1053.760009765625,102440
2024-05-02,857.445556640625,1060.469970703125,1065.199951171875,1030.199951171875,1034.4100341796875,133345
2024-05-03,846.4168701171875,1046.8299560546875,1076.97998046875,1034.199951171875,1076.97998046875,126265
2024-05-06,874.9102783203125,1082.0699462890625,1085.27001953125,1051.9200439453125,1076.800048828125,388345
2024-05-07,848.2846069335938,1049.1400146484375,1088.1400146484375,1025.510009765625,1082.9100341796875,205400
2024-05-08,845.51123046875,1045.7099609375,1072.0,1035.8399658203125,1053.8199462890625,114210
2024-05-09,814.2445678710938,1007.0399780273438,1067.5999755859375,1000.47998046875,1067.5999755859375,151635
2024-05-10,813.8402709960938,1006.5399780273438,1039.9000244140625,994.0,1039.9000244140625,250795
2024-05-13,831.4344482421875,1028.300048828125,1056.0,976.2100219726562,1020.0999755859375,691665
2024-05-14,812.489990234375,1004.8699951171875,1034.7099609375,998.02001953125,1023.969970703125,313440
2024-05-15,791.5404663085938,978.9600219726562,1016.010009765625,971.8499755859375,1009.9600219726562,185210
2024-05-16,771.73095703125,954.4600219726562,999.5,948.0,982.9199829101562,351625
2024-05-17,772.709228515625,955.6699829101562,995.0,950.4299926757812,958.0,492085
2024-05-21,748.848876953125,926.1599731445312,994.010009765625,916.2000122070312,993.989990234375,618415
2024-05-22,779.3717041015625,963.9099731445312,975.7999877929688,930.030029296875,940.9000244140625,666565
2024-05-23,788.5084228515625,975.2100219726562,978.0,955.52001953125,976.2000122070312,175080
2024-05-24,770.105712890625,952.4500122070312,975.1099853515625,950.2000122070312,975.1099853515625,134745
2024-05-27,785.96142578125,972.0599975585938,976.3699951171875,943.0,952.7999877929688,194730
2024-05-28,815.7242431640625,1008.8699951171875,1019.0,979.7999877929688,980.0900268554688,732685
2024-05-29,819.59716796875,1013.6599731445312,1027.199951171875,1004.6699829101562,1008.7999877929688,200690
2024-05-30,777.3988647460938,961.469970703125,1003.989990234375,958.7999877929688,1000.0800170898438,338470
2024-05-31,782.6786499023438,968.0,977.280029296875,953.0900268554688,971.0800170898438,212795
2024-06-03,814.179931640625,1006.9600219726562,1020.0,966.8300170898438,1016.3599853515625,364470
2024-06-04,713.1431884765625,882.0,1000.010009765625,824.0,1000.010009765625,671445
2024-06-05,754.2338256835938,932.8200073242188,948.3300170898438,870.0,908.989990234375,381710
2024-06-06,793.0361938476562,980.8099975585938,988.3099975585938,955.47998046875,957.3499755859375,220440
2024-06-07,841.031982421875,1040.1700439453125,1050.0,968.0499877929688,980.8099975585938,561910
2024-06-10,819.1848754882812,1013.1500244140625,1043.9300537109375,1005.260009765625,1041.4000244140625,204255
2024-06-11,820.8180541992188,1015.1699829101562,1028.510009765625,992.010009765625,1006.010009765625,169495
2024-06-12,822.677734375,1017.469970703125,1035.0,1008.6699829101562,1015.0,132165
2024-06-13,822.6373291015625,1017.4199829101562,1020.0,1000.1099853515625,1017.010009765625,244635
2024-06-14,819.5729370117188,1013.6300048828125,1030.3199462890625,1006.0,1017.4199829101562,134665
2024-06-18,821.3840942382812,1015.8699951171875,1037.8699951171875,1004.0,1017.989990234375,133980
2024-06-19,845.3658447265625,1045.530029296875,1066.5899658203125,1013.719970703125,1020.2100219726562,485270
2024-06-20,849.8290405273438,1051.050048828125,1070.0,1031.1600341796875,1048.0,340740
2024-06-21,824.5294189453125,1019.760009765625,1054.97998046875,1005.030029296875,1054.97998046875,288075
2024-06-24,804.9219970703125,995.510009765625,1025.0,984.219970703125,1024.97998046875,246045
2024-06-25,808.293701171875,999.6799926757812,1030.0,990.3099975585938,1000.0,246845
2024-06-26,794.7584228515625,982.9400024414062,1004.260009765625,958.0,1000.0,272405
2024-06-27,796.3270874023438,984.8800048828125,1004.0,977.1599731445312,984.8699951171875,125655
2024-06-28,801.3239135742188,991.0599975585938,1024.0,983.6400146484375,996.3599853515625,249750
2024-07-01,803.6282958984375,993.9099731445312,1030.0,990.4000244140625,1010.0,240995
2024-07-02,817.5515747070312,1011.1300048828125,1029.3900146484375,974.1500244140625,979.3800048828125,421390
2024-07-03,807.0889282226562,998.1900024414062,1024.0,995.0,1020.0,231785
2024-07-04,782.0318603515625,967.2000122070312,1005.2000122070312,960.0,999.2000122070312,301810
2024-07-05,771.2861328125,953.9099731445312,971.9400024414062,946.0,966.0,294975
2024-07-08,762.5376586914062,943.0900268554688,966.0,935.0,953.989990234375,177290
2024-07-09,792.3651733398438,979.97998046875,984.8800048828125,936.72998046875,942.0,406080
2024-07-10,785.3226928710938,971.27001953125,990.0,946.2000122070312,989.7999877929688,261765
2024-07-11,771.6419677734375,954.3499755859375,975.0,951.5,969.989990234375,208730
2024-07-12,776.8167114257812,960.75,971.1400146484375,945.5499877929688,967.4500122070312,314475
2024-07-15,776.1456298828125,959.9199829101562,970.0,940.0,970.0,162285
2024-07-16,798.679931640625,987.7899780273438,990.0999755859375,954.72998046875,960.8800048828125,277055
2024-07-18,796.003662109375,984.47998046875,996.0,971.0,986.0,175420
2024-07-19,776.525634765625,960.3900146484375,993.5999755859375,945.010009765625,990.0,203480
2024-07-22,767.0978393554688,948.72998046875,964.4600219726562,930.8300170898438,955.0,225180
2024-07-23,791.7344970703125,979.2000122070312,984.3400268554688,920.0,960.0,297680
2024-07-24,850.8316040039062,1052.2900390625,1059.989990234375,974.239990234375,979.2000122070312,1104200
2024-07-25,897.1939697265625,1109.6300048828125,1128.5999755859375,1040.0,1050.0,1044510
2024-07-26,922.2752685546875,1140.6500244140625,1150.0,1085.1400146484375,1125.0,728885
2024-07-29,971.8799438476562,1202.0,1227.5899658203125,1144.0,1170.0,1563125
2024-07-30,1024.9453125,1267.6300048828125,1287.800048828125,1204.489990234375,1217.0,1288615
2024-07-31,1025.56787109375,1268.4000244140625,1298.0,1247.5999755859375,1259.3499755859375,727370
2024-08-01,1074.5499267578125,1328.97998046875,1343.800048828125,1266.0,1268.010009765625,829360
2024-08-02,1037.2757568359375,1282.8800048828125,1327.0,1280.0,1327.0,393960
2024-08-05,955.4259643554688,1181.6500244140625,1276.0,1151.739990234375,1272.989990234375,779715
2024-08-06,940.59716796875,1163.31005859375,1259.800048828125,1160.0,1233.989990234375,426740
2024-08-07,1060.84423828125,1220.1099853515625,1229.800048828125,1175.3299560546875,1179.7900390625,268980
2024-08-08,1071.5994873046875,1232.47998046875,1241.97998046875,1192.0,1228.0,216540
2024-08-09,1100.4918212890625,1265.7099609375,1302.4000244140625,1243.27001953125,1248.050048828125,578025
2024-08-12,1069.57373046875,1230.1500244140625,1290.760009765625,1227.0,1255.0,338715
2024-08-13,1069.5650634765625,1230.1400146484375,1254.0,1224.0,1246.0,189090
2024-08-14,1063.130859375,1222.739990234375,1242.780029296875,1194.77001953125,1240.0,224325
2024-08-16,1069.1822509765625,1229.699951171875,1240.4000244140625,1210.030029296875,1222.739990234375,282610
2024-08-19,1132.53173828125,1302.56005859375,1310.0999755859375,1234.219970703125,1249.8699951171875,660300
2024-08-20,1136.2965087890625,1306.8900146484375,1379.77001953125,1295.0,1319.800048828125,826990
2024-08-21,1087.884521484375,1251.2099609375,1313.0,1234.0,1313.0,5461340
2024-08-22,1079.685546875,1241.780029296875,1255.4000244140625,1234.199951171875,1252.0899658203125,595940
2024-08-23,1098.5791015625,1263.510009765625,1271.800048828125,1237.010009765625,1248.0,598625
2024-08-26,1097.26611328125,1262.0,1272.5999755859375,1240.219970703125,1262.3299560546875,567260
2024-08-27,1160.4676513671875,1334.68994140625,1338.800048828125,1264.0,1270.06005859375,1038495
2024-08-28,1121.5069580078125,1289.8800048828125,1359.8800048828125,1283.469970703125,1340.0,489625
2024-08-29,1119.7767333984375,1287.8900146484375,1314.5999755859375,1283.0,1292.6199951171875,303480
2024-08-30,1121.037353515625,1289.3399658203125,1326.0,1279.800048828125,1320.0,240145
2024-09-02,1121.4547119140625,1289.8199462890625,1347.280029296875,1283.6800537109375,1298.8699951171875,936005
2024-09-03,1177.5875244140625,1354.3800048828125,1363.0,1290.6099853515625,1300.0,739765
2024-09-04,1158.7808837890625,1332.75,1375.0,1320.3299560546875,1348.0,502775
2024-09-05,1153.58154296875,1326.77001953125,1358.9599609375,1316.530029296875,1338.010009765625,356255
2024-09-06,1138.73095703125,1309.68994140625,1334.0,1294.9599609375,1326.5999755859375,294270
2024-09-09,1174.5443115234375,1350.8800048828125,1362.5899658203125,1288.0,1319.8900146484375,526135
2024-09-10,1166.62353515625,1341.77001953125,1362.1700439453125,1328.0,1350.8800048828125,327650
2024-09-11,1186.5775146484375,1364.719970703125,1397.0,1332.010009765625,1350.0,640530
2024-09-12,1193.7333984375,1372.949951171875,1399.5699462890625,1363.27001953125,1370.5999755859375,356660
2024-09-13,1210.218505859375,1391.9100341796875,1410.4000244140625,1367.52001953125,1378.0,292670
2024-09-16,1157.6766357421875,1331.47998046875,1404.780029296875,1320.93994140625,1404.77001953125,312170
2024-09-17,1156.781005859375,1330.449951171875,1344.7900390625,1314.5999755859375,1334.97998046875,225060
2024-09-18,1161.2587890625,1335.5999755859375,1359.4000244140625,1315.0799560546875,1331.989990234375,220985
2024-09-19,1142.852294921875,1314.4300537109375,1355.0,1297.0,1349.0,278015
2024-09-20,1208.1578369140625,1389.5400390625,1399.8800048828125,1315.0,1319.989990234375,674840
2024-09-23,1197.3851318359375,1377.1500244140625,1403.0,1370.0,1389.5400390625,344995
2024-09-24,1182.6129150390625,1360.1600341796875,1420.0,1336.4599609375,1382.0,530605
2024-09-25,1173.9007568359375,1350.1400146484375,1371.5899658203125,1340.010009765625,1363.989990234375,158760
2024-09-26,1179.674072265625,1356.780029296875,1377.1600341796875,1322.199951171875,1355.72998046875,483505
2024-09-27,1189.890380859375,1368.530029296875,1414.800048828125,1362.010009765625,1380.5899658203125,1520020
2024-09-30,1175.3876953125,1351.8499755859375,1400.0,1341.0,1376.0,479715
2024-10-01,1133.7923583984375,1304.010009765625,1353.800048828125,1300.02001953125,1353.800048828125,1277395
2024-10-03,1072.738525390625,1233.7900390625,1294.800048828125,1226.4100341796875,1294.800048828125,1466730
2024-10-04,1025.2569580078125,1179.1800537109375,1240.0,1169.989990234375,1240.0,1819725
2024-10-07,1052.0626220703125,1210.010009765625,1237.5999755859375,1170.1099853515625,1199.800048828125,1517590
2024-10-08,1100.1527099609375,1265.3199462890625,1274.8900146484375,1198.7099609375,1220.0,752750
2024-10-09,1106.6998291015625,1272.8499755859375,1286.0,1244.4000244140625,1259.18994140625,476140
2024-10-10,1108.6126708984375,1275.050048828125,1293.989990234375,1270.4000244140625,1282.6500244140625,226270
2024-10-11,1163.5716552734375,1338.260009765625,1349.5999755859375,1271.0,1271.0,847630
2024-10-14,1185.221435546875,1363.1600341796875,1376.199951171875,1325.7099609375,1345.800048828125,615330
2024-10-15,1201.9931640625,1382.449951171875,1393.989990234375,1358.0400390625,1374.6500244140625,747655
2024-10-16,1275.80224609375,1467.3399658203125,1479.0999755859375,1372.010009765625,1382.449951171875,1487710
2024-10-17,1249.4053955078125,1436.97998046875,1466.199951171875,1402.0,1466.0,654105
2024-10-18,1239.6673583984375,1425.780029296875,1445.3900146484375,1375.8900146484375,1426.02001953125,510635
2024-10-21,1214.3658447265625,1396.6800537109375,1446.699951171875,1380.0,1431.800048828125,366955
2024-10-22,1151.616455078125,1324.510009765625,1443.800048828125,1307.0,1390.199951171875,1366195
2024-10-23,1193.0899658203125,1372.2099609375,1398.0,1311.4100341796875,1338.800048828125,875010
2024-10-24,1203.1409912109375,1383.77001953125,1398.6400146484375,1341.3599853515625,1379.989990234375,634960
2024-10-25,1161.510986328125,1335.8900146484375,1392.5999755859375,1296.3900146484375,1383.77001953125,953015
2024-10-28,1140.34814453125,1311.550048828125,1375.699951171875,1304.0,1370.0,1060540
2024-10-29,1140.939453125,1312.22998046875,1349.989990234375,1304.4200439453125,1318.0,640965
2024-10-30,1165.5714111328125,1340.56005859375,1359.97998046875,1322.199951171875,1322.3299560546875,484045
2024-10-31,1215.5396728515625,1398.030029296875,1405.0,1336.0,1348.0,584845
2024-11-01,1233.502685546875,1418.68994140625,1424.800048828125,1404.0,1410.0,168815
2024-11-04,1216.687255859375,1399.3499755859375,1434.97998046875,1386.5,1430.3900146484375,571830
2024-11-05,1225.329833984375,1409.2900390625,1424.550048828125,1378.0,1399.3499755859375,431565
2024-11-06,1281.766845703125,1474.199951171875,1492.0,1409.2900390625,1419.9599609375,872870
2024-11-07,1343.1575927734375,1478.7900390625,1497.949951171875,1448.2099609375,1471.0,484905
2024-11-08,1270.3497314453125,1398.6300048828125,1478.7900390625,1379.9000244140625,1478.7900390625,498720
2024-11-11,1237.68798828125,1362.6700439453125,1403.5799560546875,1354.0,1400.0,392800
2024-11-12,1194.4991455078125,1315.1199951171875,1376.6099853515625,1308.0,1363.010009765625,382055
2024-11-13,1155.4521484375,1272.1300048828125,1315.0,1254.6099853515625,1315.0,751190
2024-11-14,1222.11083984375,1345.52001953125,1352.0,1274.0,1276.1300048828125,697265
2024-11-18,1200.021484375,1321.199951171875,1365.93994140625,1302.199951171875,1347.97998046875,385105
2024-11-19,1200.993408203125,1322.27001953125,1339.780029296875,1307.6500244140625,1323.7900390625,191005
2024-11-21,1176.369873046875,1295.1600341796875,1314.989990234375,1270.0,1286.0,508915
2024-11-22,1178.059326171875,1297.02001953125,1317.0,1291.969970703125,1299.989990234375,210925
2024-11-25,1199.848876953125,1321.010009765625,1333.739990234375,1296.0,1314.0,848405
2024-11-26,1186.033935546875,1305.800048828125,1343.97998046875,1301.0,1316.8900146484375,232625
2024-11-27,1200.784423828125,1322.0400390625,1339.199951171875,1298.0,1314.5999755859375,281485
2024-11-28,1198.8590087890625,1319.9200439453125,1360.0,1312.510009765625,1329.0,170600
2024-11-29,1192.6099853515625,1313.0400390625,1333.5,1295.199951171875,1328.4000244140625,365065
2024-12-02,1213.56396484375,1336.1099853515625,1342.989990234375,1311.5999755859375,1318.030029296875,297000
2024-12-03,1220.1944580078125,1343.4100341796875,1353.9599609375,1331.3699951171875,1341.5899658203125,259750
2024-12-04,1224.7176513671875,1348.3900146484375,1370.0400390625,1341.9100341796875,1347.5999755859375,406990
2024-12-05,1243.63720703125,1369.219970703125,1404.989990234375,1338.4000244140625,1353.5699462890625,603740
2024-12-06,1276.6986083984375,1405.6199951171875,1421.0,1360.02001953125,1373.989990234375,391355
2024-12-09,1261.1851806640625,1388.5400390625,1422.199951171875,1381.4000244140625,1404.0,323370
2024-12-10,1337.217529296875,1472.25,1495.0,1388.010009765625,1392.0,1629565
2024-12-11,1325.609619140625,1459.469970703125,1529.5999755859375,1452.3699951171875,1483.5999755859375,1206950
2024-12-12,1261.675537109375,1389.0799560546875,1425.050048828125,1365.0,1409.469970703125,26977865
2024-12-13,1254.4456787109375,1381.1199951171875,1390.6600341796875,1367.5999755859375,1376.0,3145640
2024-12-16,1265.6356201171875,1393.43994140625,1398.5999755859375,1371.0400390625,1381.4000244140625,949125
2024-12-17,1250.8306884765625,1377.1400146484375,1399.5999755859375,1365.199951171875,1393.43994140625,570305
2024-12-18,1247.9697265625,1373.989990234375,1391.8900146484375,1369.489990234375,1376.800048828125,530150
2024-12-19,1248.160400390625,1374.199951171875,1384.8800048828125,1355.550048828125,1364.800048828125,664870
2024-12-20,1244.4727783203125,1370.1400146484375,1387.800048828125,1360.0,1374.199951171875,1739185
2024-12-23,1241.048583984375,1366.3699951171875,1379.0,1350.0,1364.800048828125,380285
2024-12-24,1243.7008056640625,1369.2900390625,1378.0,1357.7099609375,1373.5400390625,291815
2024-12-26,1244.2547607421875,1369.9000244140625,1380.8800048828125,1360.0,1364.02001953125,454540
2024-12-27,1242.837890625,1368.3399658203125,1376.800048828125,1364.81005859375,1370.6400146484375,207005
2024-12-30,1248.10595703125,1374.1400146484375,1378.8800048828125,1361.7099609375,1370.93994140625,359755
2024-12-31,1257.851806640625,1384.8699951171875,1388.800048828125,1364.4000244140625,1373.93994140625,314260
2025-01-01,1269.7139892578125,1397.9300537109375,1416.77001953125,1386.260009765625,1387.739990234375,417640
2025-01-02,1312.076171875,1444.5699462890625,1454.800048828125,1399.52001953125,1403.4000244140625,961970
2025-01-03,1273.77392578125,1402.4000244140625,1460.0,1394.6500244140625,1448.010009765625,347925
2025-01-06,1236.0711669921875,1360.8900146484375,1418.0699462890625,1354.4599609375,1412.4000244140625,1479200
2025-01-07,1252.111572265625,1378.550048828125,1382.5999755859375,1363.5999755859375,1365.0,208990
2025-01-08,1211.6202392578125,1333.969970703125,1383.0,1320.199951171875,1383.0,647160
2025-01-09,1202.473876953125,1323.9000244140625,1344.7900390625,1320.5999755859375,1336.6700439453125,178915
2025-01-10,1208.859130859375,1330.9300537109375,1349.5899658203125,1299.7900390625,1325.800048828125,837685
2025-01-13,1109.502197265625,1221.5400390625,1345.800048828125,1204.469970703125,1331.81005859375,1148080
2025-01-14,1119.466064453125,1232.510009765625,1255.0,1202.6700439453125,1233.93994140625,462170
2025-01-15,1125.7967529296875,1239.47998046875,1283.5999755859375,1230.5999755859375,1237.5999755859375,587200
2025-01-16,1103.453125,1214.8800048828125,1279.6600341796875,1211.510009765625,1260.0,373480
2025-01-17,1100.0106201171875,1211.0899658203125,1232.0,1186.9599609375,1214.8800048828125,532050
2025-01-20,1121.52783203125,1234.780029296875,1251.989990234375,1204.469970703125,1211.0899658203125,264610
2025-01-21,1059.274169921875,1166.239990234375,1243.199951171875,1160.77001953125,1234.22998046875,561390
2025-01-22,1006.839111328125,1108.510009765625,1179.010009765625,1089.3299560546875,1171.219970703125,1052695
2025-01-23,1028.8741455078125,1132.77001953125,1149.800048828125,1108.5400390625,1112.0,694530
2025-01-24,1017.0845947265625,1119.7900390625,1154.0,1105.97998046875,1135.0,419255
2025-01-27,930.0802612304688,1024.0,1105.800048828125,1000.22998046875,1105.800048828125,1003060
2025-01-28,942.4965209960938,1037.6700439453125,1059.0,994.1400146484375,1010.0,1036105
2025-01-29,1001.6890869140625,1102.8399658203125,1109.5999755859375,1007.6099853515625,1023.989990234375,797915
2025-01-30,971.6976318359375,1069.8199462890625,1113.3900146484375,1051.280029296875,1104.800048828125,415860
2025-01-31,1016.4124755859375,1119.050048828125,1128.75,1074.0,1074.0,436700
2025-02-01,990.0086669921875,1089.97998046875,1124.5,1057.6600341796875,1110.0,612160
2025-02-03,928.0184326171875,1021.72998046875,1080.0,1015.4600219726562,1080.0,643215
2025-02-04,1034.5325927734375,1139.0,1167.7099609375,1032.0,1032.0,3129410
2025-02-05,1089.5291748046875,1199.550048828125,1210.0,1137.8199462890625,1140.0,991135
2025-02-06,1072.816650390625,1181.1500244140625,1198.0,1156.489990234375,1195.800048828125,565510
2025-02-07,1032.7523193359375,1137.0400390625,1179.97998046875,1129.4300537109375,1179.97998046875,410395
2025-02-10,1024.8594970703125,1128.3499755859375,1135.0,1094.6199951171875,1135.0,361285
2025-02-11,994.5773315429688,1095.010009765625,1129.989990234375,1084.5999755859375,1129.989990234375,315005
2025-02-12,983.4326782226562,1082.739990234375,1095.8599853515625,1048.510009765625,1094.010009765625,391935
2025-02-13,999.5455932617188,1100.47998046875,1122.300048828125,1085.050048828125,1094.7099609375,310355
2025-02-14,960.5531616210938,1057.550048828125,1115.0,1042.010009765625,1105.0,301510
2025-02-17,963.7501831054688,1061.0699462890625,1070.1600341796875,1022.6699829101562,1057.550048828125,413590
2025-02-18,958.2915649414062,1055.06005859375,1075.6300048828125,1037.6400146484375,1071.800048828125,400640
2025-02-19,996.9842529296875,1097.6600341796875,1107.5799560546875,1040.0,1051.5999755859375,378160
2025-02-20,1026.185546875,1129.81005859375,1138.0,1081.0,1086.6199951171875,275105
2025-02-21,1020.1546020507812,1123.1700439453125,1147.9599609375,1102.2099609375,1125.81005859375,210710
2025-02-24,986.8114624023438,1086.4599609375,1116.0,1077.6500244140625,1114.97998046875,644410
2025-02-25,1013.2334594726562,1115.550048828125,1123.0,1080.760009765625,1084.0,261495
2025-02-27,974.8131103515625,1073.25,1129.800048828125,1052.219970703125,1104.8399658203125,490415
2025-02-28,981.0348510742188,1080.0999755859375,1097.3699951171875,1030.0999755859375,1063.6099853515625,763585
2025-03-03,925.4752197265625,1018.9299926757812,1096.800048828125,1002.2100219726562,1091.030029296875,525915
2025-03-04,938.5635986328125,1033.3399658203125,1048.5,980.0,980.0,376640
2025-03-05,972.7239990234375,1070.949951171875,1078.1800537109375,1031.6500244140625,1043.1099853515625,332630
2025-03-06,995.994140625,1096.5699462890625,1107.969970703125,1071.030029296875,1075.0,510625
2025-03-07,992.35205078125,1092.56005859375,1111.31005859375,1080.0,1096.5699462890625,372315
2025-03-10,1004.4957885742188,1105.9300537109375,1143.5999755859375,1091.800048828125,1095.800048828125,647790
2025-03-11,932.151123046875,1026.280029296875,1093.97998046875,1021.0,1093.97998046875,748950
2025-03-12,940.8524169921875,1035.8599853515625,1060.0899658203125,1029.469970703125,1029.97998046875,513205
2025-03-13,918.1273193359375,1010.8400268554688,1039.4000244140625,1005.0,1038.3599853515625,470575
2025-03-17,972.1881713867188,1070.3599853515625,1088.969970703125,1011.1799926757812,1011.4400024414062,782000
2025-03-18,995.8125,1096.3699951171875,1103.699951171875,1062.0,1067.199951171875,1233605
2025-03-19,1023.24267578125,1126.5699462890625,1144.31005859375,1100.4000244140625,1100.4000244140625,944100
2025-03-20,1089.074951171875,1199.050048828125,1209.989990234375,1125.8499755859375,1130.0,950070
