date_,adj close_muthootfin.ns,close_muthootfin.ns,high_muthootfin.ns,low_muthootfin.ns,open_muthootfin.ns,volume_muthootfin.ns
2024-05-16,1652.203857421875,1696.75,1710.449951171875,1674.0,1674.0,657004
2024-05-17,1635.4554443359375,1679.550048828125,1708.9000244140625,1670.050048828125,1708.9000244140625,269108
2024-05-21,1658.67919921875,1703.4000244140625,1721.75,1674.050048828125,1716.0,393037
2024-05-22,1663.3045654296875,1708.1500244140625,1715.3499755859375,1683.25,1692.1500244140625,299569
2024-05-23,1673.431640625,1718.550048828125,1722.25,1695.3499755859375,1717.9000244140625,327316
2024-05-24,1650.4510498046875,1694.949951171875,1720.0,1681.25,1720.0,308953
2024-05-27,1663.4019775390625,1708.25,1721.0,1682.0,1705.0,1013504
2024-05-28,1699.5765380859375,1745.4000244140625,1763.0,1708.4000244140625,1713.5999755859375,1527315
2024-05-29,1693.2471923828125,1738.9000244140625,1753.3499755859375,1726.949951171875,1751.3499755859375,378282
2024-05-30,1630.0511474609375,1674.0,1741.699951171875,1666.0,1735.0,449890
2024-05-31,1663.0966796875,1683.449951171875,1744.5999755859375,1674.75,1701.0,2333675
2024-06-03,1685.07763671875,1705.699951171875,1767.050048828125,1696.9000244140625,1702.0,760677
2024-06-04,1626.791015625,1646.699951171875,1718.949951171875,1579.0999755859375,1715.0,1010052
2024-06-05,1726.22412109375,1747.3499755859375,1754.9000244140625,1646.0,1662.0,472585
2024-06-06,1732.0528564453125,1753.25,1810.949951171875,1740.0,1740.0,610386
2024-06-07,1751.7122802734375,1773.1500244140625,1786.800048828125,1739.050048828125,1756.5999755859375,432111
2024-06-10,1738.1285400390625,1759.4000244140625,1789.4000244140625,1742.800048828125,1777.3499755859375,605852
2024-06-11,1735.5599365234375,1756.800048828125,1762.0,1730.0,1761.0,622637
2024-06-12,1757.442138671875,1778.949951171875,1800.9000244140625,1757.0999755859375,1757.0999755859375,1269416
2024-06-13,1771.02587890625,1792.699951171875,1805.0,1785.550048828125,1795.75,441208
2024-06-14,1748.600341796875,1770.0,1802.0,1764.25,1792.699951171875,517872
2024-06-18,1727.557861328125,1748.699951171875,1781.800048828125,1742.0,1773.800048828125,269465
2024-06-19,1719.4075927734375,1740.449951171875,1769.75,1736.300048828125,1763.199951171875,248556
2024-06-20,1721.185791015625,1742.25,1770.25,1734.199951171875,1744.050048828125,500674
2024-06-21,1696.5869140625,1717.3499755859375,1757.75,1712.050048828125,1745.550048828125,395822
2024-06-24,1710.66455078125,1731.5999755859375,1748.0999755859375,1702.050048828125,1725.0,574432
2024-06-25,1759.269775390625,1780.800048828125,1789.0,1730.1500244140625,1741.0,838901
2024-06-26,1753.93505859375,1775.4000244140625,1808.0,1765.0,1780.800048828125,545369
2024-06-27,1807.1834716796875,1829.300048828125,1848.800048828125,1765.449951171875,1778.050048828125,1705527
2024-06-28,1774.1378173828125,1795.8499755859375,1856.8499755859375,1792.0,1831.5,612710
2024-07-01,1766.9754638671875,1788.5999755859375,1819.8499755859375,1782.3499755859375,1808.9000244140625,626549
2024-07-02,1775.27392578125,1797.0,1805.949951171875,1756.0,1793.8499755859375,676981
2024-07-03,1769.642822265625,1791.300048828125,1809.800048828125,1785.25,1800.300048828125,230765
2024-07-04,1782.3375244140625,1804.1500244140625,1820.0,1778.050048828125,1793.9000244140625,544984
2024-07-05,1788.70947265625,1810.5999755859375,1816.5,1791.0,1808.800048828125,112079
2024-07-08,1762.8262939453125,1784.4000244140625,1818.4000244140625,1770.0,1818.4000244140625,163632
2024-07-09,1785.1529541015625,1807.0,1810.5,1775.75,1785.0,364828
2024-07-10,1801.6510009765625,1823.699951171875,1834.0,1787.6500244140625,1813.0,645190
2024-07-11,1809.751953125,1831.9000244140625,1843.1500244140625,1823.199951171875,1824.0999755859375,315839
2024-07-12,1824.42236328125,1846.75,1864.699951171875,1823.5999755859375,1837.199951171875,658785
2024-07-15,1813.9505615234375,1836.1500244140625,1855.949951171875,1829.25,1855.949951171875,200141
2024-07-16,1812.46875,1834.6500244140625,1868.4000244140625,1830.0,1832.0,373096
2024-07-18,1825.8055419921875,1848.1500244140625,1885.949951171875,1825.800048828125,1862.1500244140625,1628821
2024-07-19,1818.9888916015625,1841.25,1850.0,1811.449951171875,1850.0,350796
2024-07-22,1790.1419677734375,1812.050048828125,1838.949951171875,1801.550048828125,1830.300048828125,911815
2024-07-23,1712.986083984375,1733.949951171875,1825.949951171875,1664.5999755859375,1825.0,1576637
2024-07-24,1721.5810546875,1742.6500244140625,1759.9000244140625,1716.050048828125,1735.0999755859375,649123
2024-07-25,1721.432861328125,1742.5,1749.949951171875,1711.300048828125,1730.0,220022
2024-07-26,1761.6407470703125,1783.199951171875,1794.4000244140625,1741.449951171875,1750.0,633110
2024-07-29,1759.516845703125,1781.050048828125,1813.800048828125,1774.550048828125,1795.0,980140
2024-07-30,1786.5361328125,1808.4000244140625,1830.800048828125,1766.550048828125,1783.0,853262
2024-07-31,1815.876953125,1838.0999755859375,1847.1500244140625,1796.75,1808.4000244140625,424820
2024-08-01,1841.8095703125,1864.3499755859375,1876.0,1831.699951171875,1850.0,590106
2024-08-02,1854.9488525390625,1877.6500244140625,1895.0,1842.6500244140625,1850.0,686110
2024-08-05,1802.095703125,1824.1500244140625,1869.449951171875,1803.050048828125,1864.050048828125,721723
2024-08-06,1766.333251953125,1787.949951171875,1840.0,1670.0,1830.949951171875,828312
2024-08-07,1832.9678955078125,1855.4000244140625,1858.5,1792.5,1812.449951171875,536312
2024-08-08,1825.706787109375,1848.050048828125,1863.0999755859375,1828.5,1842.199951171875,570449
2024-08-09,1856.47998046875,1879.199951171875,1884.0,1847.550048828125,1850.25,402019
2024-08-12,1867.248291015625,1890.0999755859375,1904.25,1866.199951171875,1879.199951171875,320451
2024-08-13,1830.695556640625,1853.0999755859375,1904.949951171875,1842.75,1900.0,950346
2024-08-14,1794.4886474609375,1816.449951171875,1900.050048828125,1785.1500244140625,1900.0,1740368
2024-08-16,1811.777099609375,1833.949951171875,1880.0,1795.0,1816.449951171875,350869
2024-08-19,1818.0997314453125,1840.3499755859375,1860.8499755859375,1832.25,1833.0,212058
2024-08-20,1852.6273193359375,1875.300048828125,1878.0,1833.75,1840.3499755859375,758672
2024-08-21,1892.390625,1915.550048828125,1948.9000244140625,1880.0,1900.0,1417791
2024-08-22,1904.8875732421875,1928.199951171875,1932.199951171875,1901.9000244140625,1919.1500244140625,442710
2024-08-23,1877.8189697265625,1900.800048828125,1932.4000244140625,1896.25,1924.050048828125,268498
2024-08-26,1912.84033203125,1936.25,1944.0,1903.75,1909.949951171875,213897
2024-08-27,1962.23583984375,1986.25,2001.5999755859375,1921.5,1940.9000244140625,803610
2024-08-28,1934.7718505859375,1958.449951171875,1988.449951171875,1927.0,1985.0,383583
2024-08-29,1949.886962890625,1973.75,1980.0,1950.0999755859375,1972.5999755859375,199579
2024-08-30,1942.0823974609375,1965.8499755859375,1988.75,1960.050048828125,1974.050048828125,398548
2024-09-02,1941.2427978515625,1965.0,1979.0,1957.199951171875,1972.0,177607
2024-09-03,1954.6290283203125,1978.550048828125,1989.699951171875,1942.5999755859375,1988.800048828125,1107585
2024-09-04,1934.327392578125,1958.0,1988.0,1949.949951171875,1950.0,309329
2024-09-05,1965.1995849609375,1989.25,2012.0999755859375,1953.25,1960.0,531077
2024-09-06,1952.6531982421875,1976.550048828125,2004.0,1965.5,2004.0,418731
2024-09-09,1965.2490234375,1989.300048828125,1994.5,1966.5,1977.449951171875,489447
2024-09-10,1936.0562744140625,1959.75,2001.449951171875,1951.0999755859375,1993.0,550436
2024-09-11,1925.041015625,1948.5999755859375,1979.9000244140625,1943.0,1959.0,287550
2024-09-12,1962.384033203125,1986.4000244140625,1990.25,1956.8499755859375,1966.550048828125,175461
2024-09-13,1988.7119140625,2013.050048828125,2078.75,2000.0,2035.0,2042604
2024-09-16,1989.255126953125,2013.5999755859375,2032.699951171875,2004.0,2025.0,597148
2024-09-17,1999.3812255859375,2023.8499755859375,2039.9000244140625,1991.449951171875,2019.050048828125,680183
2024-09-18,1992.614013671875,2017.0,2043.5,2006.300048828125,2033.0,258606
2024-09-19,2010.8409423828125,2035.449951171875,2060.0,2009.1500244140625,2029.9000244140625,568103
2024-09-20,1965.5947265625,1989.6500244140625,2015.0999755859375,1927.1500244140625,2001.0,1609685
2024-09-23,2000.4185791015625,2024.9000244140625,2033.3499755859375,1986.25,2004.0,497938
2024-09-24,1966.9283447265625,1991.0,2030.0,1986.050048828125,2020.800048828125,504707
2024-09-25,2017.904541015625,2042.5999755859375,2045.0,1986.199951171875,2014.449951171875,778581
2024-09-26,2022.745361328125,2047.5,2059.0,2012.4000244140625,2042.5999755859375,371331
2024-09-27,2032.871337890625,2057.75,2069.800048828125,2032.199951171875,2035.0999755859375,497651
2024-09-30,2007.2845458984375,2031.8499755859375,2065.0,2025.050048828125,2051.0,452799
2024-10-01,1932.2528076171875,1955.9000244140625,2009.449951171875,1951.4000244140625,1999.0,1481783
2024-10-03,1940.3043212890625,1964.050048828125,1974.5,1931.0,1940.0,692362
2024-10-04,1907.0115966796875,1930.3499755859375,1980.0,1910.75,1980.0,645007
2024-10-07,1859.2462158203125,1882.0,1945.4000244140625,1871.0999755859375,1945.050048828125,763109
2024-10-08,1861.271484375,1884.050048828125,1904.449951171875,1868.050048828125,1888.0,481031
2024-10-09,1910.3211669921875,1933.699951171875,1955.0,1890.25,1895.0,586719
2024-10-10,1919.9039306640625,1943.4000244140625,1968.449951171875,1928.050048828125,1942.3499755859375,265399
2024-10-11,1921.9290771484375,1945.449951171875,1967.0,1931.449951171875,1936.4000244140625,266597
2024-10-14,1926.3746337890625,1949.949951171875,1959.1500244140625,1937.9000244140625,1943.0999755859375,172629
2024-10-15,1933.2900390625,1956.949951171875,1974.0,1943.5999755859375,1949.949951171875,189573
2024-10-16,1933.1419677734375,1956.800048828125,1973.0,1940.6500244140625,1968.699951171875,262413
2024-10-17,1931.80810546875,1955.449951171875,1996.449951171875,1939.9000244140625,1968.0,406410
2024-10-18,1944.9473876953125,1968.75,1983.949951171875,1923.699951171875,1950.0,565171
2024-10-21,1921.4844970703125,1945.0,1988.449951171875,1940.8499755859375,1968.75,153127
2024-10-22,1887.401611328125,1910.5,1962.449951171875,1900.800048828125,1940.0,357684
2024-10-23,1901.7757568359375,1925.050048828125,1956.6500244140625,1890.050048828125,1900.0,505143
2024-10-24,1906.8140869140625,1930.1500244140625,1951.949951171875,1919.0999755859375,1937.0,401045
2024-10-25,1900.2939453125,1923.550048828125,1947.0,1895.0999755859375,1932.3499755859375,452701
2024-10-28,1902.81298828125,1926.0999755859375,1948.949951171875,1907.0999755859375,1935.0,157044
2024-10-29,1936.64892578125,1960.3499755859375,1970.699951171875,1901.6500244140625,1926.0999755859375,999517
2024-10-30,1944.700439453125,1968.5,2003.0,1957.5,1974.0,549677
2024-10-31,1907.1104736328125,1930.449951171875,1976.0999755859375,1909.3499755859375,1965.0,464639
2024-11-01,1908.0982666015625,1931.449951171875,1962.0,1926.9000244140625,1962.0,26412
2024-11-04,1878.06591796875,1901.050048828125,1940.0,1891.050048828125,1932.0999755859375,170366
2024-11-05,1890.2171630859375,1913.3499755859375,1926.800048828125,1847.0,1872.25,511354
2024-11-06,1871.00244140625,1893.9000244140625,1962.449951171875,1888.6500244140625,1901.199951171875,348733
2024-11-07,1801.7991943359375,1823.8499755859375,1890.0,1789.949951171875,1890.0,680859
2024-11-08,1782.732666015625,1804.550048828125,1845.050048828125,1787.0,1830.0,155826
2024-11-11,1795.1802978515625,1817.1500244140625,1823.0,1775.0,1803.0,300918
2024-11-12,1771.02587890625,1792.699951171875,1830.0,1783.050048828125,1817.1500244140625,300260
2024-11-13,1748.896728515625,1770.300048828125,1803.800048828125,1761.050048828125,1788.0,194824
2024-11-14,1754.379638671875,1775.8499755859375,1790.0,1756.050048828125,1770.300048828125,329256
2024-11-18,1862.8521728515625,1885.6500244140625,1925.0,1846.050048828125,1866.0,3587575
2024-11-19,1873.521484375,1896.449951171875,1912.949951171875,1875.0,1886.0,758238
2024-11-21,1876.5841064453125,1899.550048828125,1914.25,1873.9000244140625,1900.0,685006
2024-11-22,1904.0479736328125,1927.3499755859375,1934.0,1902.949951171875,1911.0,663522
2024-11-25,1908.9381103515625,1932.300048828125,1952.0,1922.1500244140625,1945.0,578112
2024-11-26,1928.202392578125,1951.800048828125,1975.0,1922.3499755859375,1939.550048828125,975300
2024-11-27,1916.940185546875,1940.4000244140625,1956.8499755859375,1916.25,1940.0999755859375,285351
2024-11-28,1888.8341064453125,1911.949951171875,1951.0999755859375,1895.0,1951.0999755859375,442414
2024-11-29,1893.87255859375,1917.050048828125,1924.25,1903.0,1917.8499755859375,648060
2024-12-02,1912.1488037109375,1935.550048828125,1943.75,1910.0999755859375,1917.050048828125,416898
2024-12-03,1909.43212890625,1932.800048828125,1946.1500244140625,1927.3499755859375,1935.8499755859375,276132
2024-12-04,1924.250732421875,1947.800048828125,1953.800048828125,1924.75,1942.25,349574
2024-12-05,1914.1246337890625,1937.550048828125,1970.0,1922.5999755859375,1959.9000244140625,350822
2024-12-06,1927.9554443359375,1951.550048828125,1965.4000244140625,1930.0999755859375,1932.949951171875,437620
2024-12-09,1967.224853515625,1991.300048828125,2000.1500244140625,1936.0,1939.949951171875,1030309
2024-12-10,2008.6676025390625,2033.25,2054.64990234375,1995.0999755859375,2000.0,1017512
2024-12-11,2039.539794921875,2064.5,2069.0,2028.3499755859375,2029.8499755859375,519979
2024-12-12,2101.6298828125,2127.35009765625,2132.89990234375,2057.0,2062.0,1360458
2024-12-13,2067.547119140625,2092.85009765625,2124.949951171875,2055.050048828125,2124.949951171875,327431
2024-12-16,2093.578369140625,2119.199951171875,2124.5,2093.949951171875,2095.25,246083
2024-12-17,2079.451171875,2104.89990234375,2128.85009765625,2087.449951171875,2128.85009765625,392484
2024-12-18,2089.1328125,2114.699951171875,2127.0,2094.64990234375,2104.5,475986
2024-12-19,2111.01513671875,2136.85009765625,2148.89990234375,2072.89990234375,2083.25,545143
2024-12-20,2050.554931640625,2075.64990234375,2154.0,2070.75,2154.0,414899
2024-12-23,2042.552978515625,2067.550048828125,2098.89990234375,2058.5,2076.10009765625,408710
2024-12-24,2010.396484375,2035.0,2067.60009765625,2027.199951171875,2060.0,335157
2024-12-26,2037.56396484375,2062.5,2090.0,2020.050048828125,2035.0,222471
2024-12-27,2044.5782470703125,2069.60009765625,2075.0,2042.1500244140625,2075.0,285101
2024-12-30,2076.092529296875,2101.5,2131.0,2050.0,2050.0,489358
2024-12-31,2110.323486328125,2136.14990234375,2161.75,2096.89990234375,2107.0,918815
2025-01-01,2188.26953125,2215.050048828125,2220.25,2131.0,2131.0,1001913
2025-01-02,2229.613525390625,2256.89990234375,2268.0,2200.0,2201.85009765625,727623
2025-01-03,2210.201171875,2237.25,2275.0,2228.14990234375,2250.0,1661048
2025-01-06,2159.373291015625,2185.800048828125,2256.5,2164.10009765625,2226.10009765625,454156
2025-01-07,2182.44091796875,2209.14990234375,2221.75,2184.75,2200.0,315147
2025-01-08,2152.85302734375,2179.199951171875,2216.35009765625,2160.14990234375,2210.0,284401
2025-01-09,2109.286376953125,2135.10009765625,2248.449951171875,2129.0,2180.35009765625,238684
2025-01-10,2110.71875,2136.550048828125,2150.35009765625,2099.050048828125,2137.89990234375,434479
2025-01-13,2071.15283203125,2096.5,2136.550048828125,2087.300048828125,2136.550048828125,473794
2025-01-14,2098.17236328125,2123.85009765625,2147.300048828125,2104.949951171875,2109.949951171875,312670
2025-01-15,2153.19873046875,2179.550048828125,2195.64990234375,2115.949951171875,2129.949951171875,325597
2025-01-16,2153.643310546875,2180.0,2216.0,2174.0,2183.949951171875,348613
2025-01-17,2123.611083984375,2149.60009765625,2195.0,2143.0,2190.0,164362
2025-01-20,2116.30029296875,2142.199951171875,2174.800048828125,2131.25,2150.14990234375,227843
2025-01-21,2138.874267578125,2165.050048828125,2183.0,2130.0,2150.0,212025
2025-01-22,2170.88232421875,2197.449951171875,2204.5,2141.199951171875,2165.050048828125,649820
2025-01-23,2168.560791015625,2195.10009765625,2224.0,2176.89990234375,2205.0,640641
2025-01-24,2147.123046875,2173.39990234375,2202.85009765625,2162.300048828125,2191.0,209999
2025-01-27,2113.13916015625,2139.0,2186.0,2124.699951171875,2172.0,390826
2025-01-28,2110.076416015625,2135.89990234375,2171.300048828125,2098.0,2131.10009765625,312942
2025-01-29,2183.87353515625,2210.60009765625,2223.449951171875,2125.10009765625,2135.800048828125,518813
2025-01-30,2182.934814453125,2209.64990234375,2232.699951171875,2187.5,2232.699951171875,377592
2025-01-31,2231.49072265625,2258.800048828125,2269.25,2206.550048828125,2215.0,509537
2025-02-01,2156.063720703125,2182.449951171875,2275.0,2155.550048828125,2260.0,200225
2025-02-03,2146.1845703125,2172.449951171875,2181.85009765625,2132.449951171875,2163.0,323920
2025-02-04,2211.929931640625,2239.0,2247.10009765625,2169.949951171875,2172.449951171875,513536
2025-02-05,2238.751708984375,2266.14990234375,2308.949951171875,2239.14990234375,2261.39990234375,546000
2025-02-06,2206.595458984375,2233.60009765625,2279.949951171875,2229.199951171875,2267.0,331713
2025-02-07,2217.4130859375,2244.550048828125,2264.449951171875,2225.89990234375,2233.60009765625,560151
2025-02-10,2175.229248046875,2201.85009765625,2264.64990234375,2192.64990234375,2250.0,320583
2025-02-11,2161.744140625,2188.199951171875,2253.550048828125,2158.0,2249.800048828125,642555
2025-02-12,2156.458984375,2182.85009765625,2214.300048828125,2131.0,2196.0,345842
2025-02-13,2289.77734375,2317.800048828125,2334.800048828125,2227.0,2248.800048828125,4108598
2025-02-14,2227.6376953125,2254.89990234375,2330.89990234375,2210.10009765625,2327.0,1321117
2025-02-17,2216.770751953125,2243.89990234375,2266.10009765625,2202.60009765625,2255.25,594759
2025-02-18,2217.363525390625,2244.5,2252.25,2209.199951171875,2237.300048828125,553596
2025-02-19,2236.8251953125,2264.199951171875,2271.699951171875,2218.800048828125,2247.25,514370
2025-02-20,2248.729736328125,2276.25,2304.949951171875,2248.449951171875,2264.0,813091
2025-02-21,2185.35546875,2212.10009765625,2289.64990234375,2181.10009765625,2280.75,586551
2025-02-24,2162.090087890625,2188.550048828125,2211.60009765625,2147.050048828125,2200.14990234375,557806
2025-02-25,2156.85400390625,2183.25,2230.75,2159.25,2210.300048828125,672944
2025-02-27,2181.94677734375,2208.64990234375,2255.0,2195.0,2217.64990234375,1302048
2025-02-28,2107.01416015625,2132.800048828125,2205.10009765625,2120.25,2205.10009765625,844753
2025-03-03,2120.350830078125,2146.300048828125,2160.699951171875,2114.449951171875,2132.35009765625,292700
2025-03-04,2125.73486328125,2151.75,2158.75,2118.89990234375,2143.25,618729
2025-03-05,2100.197265625,2125.89990234375,2164.949951171875,2107.10009765625,2151.75,521020
2025-03-06,2150.531494140625,2176.85009765625,2186.14990234375,2132.25,2144.800048828125,810783
2025-03-07,2153.099853515625,2179.449951171875,2185.5,2150.25,2165.25,472598
2025-03-10,2158.187744140625,2184.60009765625,2229.5,2168.10009765625,2169.449951171875,602812
2025-03-11,2158.187744140625,2184.60009765625,2196.800048828125,2154.85009765625,2174.39990234375,369344
2025-03-12,2182.292724609375,2209.0,2217.0,2182.300048828125,2205.0,400262
2025-03-13,2169.795654296875,2196.35009765625,2204.949951171875,2155.550048828125,2204.949951171875,448206
2025-03-17,2262.510986328125,2290.199951171875,2308.0,2232.0,2232.0,1684308
2025-03-18,2262.510986328125,2290.199951171875,2290.199951171875,2290.199951171875,2290.199951171875,0
2025-03-19,2387.234619140625,2416.449951171875,2424.0,2312.5,2335.0,1242059
2025-03-20,2346.038818359375,2374.75,2435.39990234375,2368.0,2425.35009765625,1048487
2025-03-21,2328.1083984375,2356.60009765625,2400.0,2341.89990234375,2395.0,917706
2025-03-24,2324.107177734375,2352.550048828125,2386.0,2346.60009765625,2375.0,503852
2025-03-25,2317.093017578125,2345.449951171875,2388.10009765625,2313.0,2388.10009765625,463040
2025-03-26,2285.578857421875,2313.550048828125,2367.199951171875,2299.949951171875,2355.39990234375,329877
2025-03-27,2309.63427734375,2337.89990234375,2357.89990234375,2299.0,2313.5,1195890
