date_,adj close_muthootfin.ns,close_muthootfin.ns,high_muthootfin.ns,low_muthootfin.ns,open_muthootfin.ns,volume_muthootfin.ns
2025-03-28,2354.090087890625,2382.89990234375,2400.949951171875,2332.050048828125,2360.0,972236
2025-04-01,2310.5234375,2338.800048828125,2389.75,2326.449951171875,2382.89990234375,525365
2025-04-02,2314.47509765625,2342.800048828125,2356.25,2309.0,2338.800048828125,541167
2025-04-03,2341.59326171875,2370.25,2393.699951171875,2310.25,2325.0,737548
2025-04-04,2319.90869140625,2348.300048828125,2374.25,2335.5,2367.0,308590
2025-04-07,2227.045166015625,2254.300048828125,2307.85009765625,2150.0,2150.0,679275
2025-04-08,2264.931396484375,2292.64990234375,2323.949951171875,2246.199951171875,2314.050048828125,881984
2025-04-09,2114.07763671875,2139.949951171875,2307.550048828125,2011.25,2307.550048828125,5887072
2025-04-11,1992.614013671875,2017.0,2103.800048828125,1965.0,2099.14990234375,3912506
2025-04-15,2026.2030029296875,2051.0,2060.0,2005.5,2045.0,1955402
2025-04-16,2055.5439453125,2080.699951171875,2090.0,2042.0999755859375,2060.0,947851
2025-04-17,2086.0703125,2111.60009765625,2136.0,2080.89990234375,2081.0,1289031
2025-04-21,2176.9580078125,2203.60009765625,2211.0,2134.89990234375,2134.89990234375,1434482
2025-04-22,2245.22265625,2272.699951171875,2304.0,2227.0,2240.0,1302934
2025-04-23,2164.905517578125,2191.39990234375,2286.89990234375,2174.300048828125,2280.0,1113969
2025-04-24,2124.5,2150.5,2222.699951171875,2145.0,2208.89990234375,809887
2025-04-25,2093.199951171875,2093.199951171875,2166.800048828125,2076.0,2150.0,704651
2025-04-28,2133.39990234375,2133.39990234375,2138.0,2055.800048828125,2094.0,667666
2025-04-29,2152.300048828125,2152.300048828125,2162.5,2121.800048828125,2133.5,479766
2025-04-30,2169.89990234375,2169.89990234375,2189.800048828125,2147.300048828125,2155.0,455012
2025-05-02,2169.39990234375,2169.39990234375,2177.89990234375,2126.60009765625,2169.10009765625,642076
2025-05-05,2203.60009765625,2203.60009765625,2222.199951171875,2172.0,2181.300048828125,351108
2025-05-06,2248.199951171875,2248.199951171875,2255.39990234375,2212.199951171875,2221.39990234375,723267
2025-05-07,2308.39990234375,2308.39990234375,2340.60009765625,2221.699951171875,2225.0,1555943
2025-05-08,2221.89990234375,2221.89990234375,2315.5,2203.10009765625,2306.10009765625,695573
2025-05-09,2229.60009765625,2229.60009765625,2236.300048828125,2145.0,2145.0,434822
2025-05-12,2256.39990234375,2256.39990234375,2299.0,2235.10009765625,2264.89990234375,428237
2025-05-13,2216.5,2216.5,2266.199951171875,2200.0,2256.39990234375,1064119
2025-05-14,2259.89990234375,2259.89990234375,2269.5,2211.39990234375,2224.5,381840
2025-05-15,2104.10009765625,2104.10009765625,2275.0,2085.0,2275.0,5206760
2025-05-16,2104.800048828125,2104.800048828125,2126.5,2080.60009765625,2125.0,1618006
2025-05-19,2085.10009765625,2085.10009765625,2103.0,2083.5,2095.0,882488
2025-05-20,2030.699951171875,2030.699951171875,2094.0,2027.0,2090.0,1077938
2025-05-21,2089.60009765625,2089.60009765625,2092.60009765625,2028.0999755859375,2031.699951171875,839425
2025-05-22,2096.5,2096.5,2112.0,2059.0,2094.0,854820
2025-05-23,2090.0,2090.0,2108.0,2080.0,2097.0,252058
2025-05-26,2095.0,2095.0,2115.0,2083.0,2088.89990234375,386078
2025-05-27,2062.60009765625,2062.60009765625,2108.0,2059.0,2096.0,460653
2025-05-28,2092.39990234375,2092.39990234375,2106.0,2060.0,2068.89990234375,603063
2025-05-29,2065.199951171875,2065.199951171875,2101.699951171875,2058.5,2094.0,436101
2025-05-30,2215.39990234375,2215.39990234375,2243.0,2068.0,2073.0,4946342
2025-06-02,2222.300048828125,2222.300048828125,2229.5,2189.39990234375,2208.0,550551
2025-06-03,2234.39990234375,2234.39990234375,2250.0,2211.0,2215.0,523617
2025-06-04,2272.300048828125,2272.300048828125,2289.89990234375,2222.800048828125,2234.300048828125,773777
2025-06-05,2294.60009765625,2294.60009765625,2307.800048828125,2267.60009765625,2272.300048828125,323620
2025-06-06,2446.199951171875,2446.199951171875,2470.0,2283.0,2303.89990234375,2308405
2025-06-09,2539.89990234375,2539.89990234375,2548.0,2461.10009765625,2475.0,1858820
2025-06-10,2553.60009765625,2553.60009765625,2572.89990234375,2525.0,2535.0,747211
2025-06-11,2538.60009765625,2538.60009765625,2565.0,2522.5,2555.10009765625,397673
2025-06-12,2555.0,2555.0,2598.0,2530.10009765625,2538.60009765625,761780
2025-06-13,2598.699951171875,2598.699951171875,2606.0,2502.39990234375,2510.60009765625,1003551
2025-06-16,2633.300048828125,2633.300048828125,2645.199951171875,2597.0,2603.0,904097
2025-06-17,2645.699951171875,2645.699951171875,2654.800048828125,2592.60009765625,2620.0,817018
2025-06-18,2634.39990234375,2634.39990234375,2652.10009765625,2618.0,2618.0,356587
2025-06-19,2637.10009765625,2637.10009765625,2669.89990234375,2625.5,2631.0,842436
2025-06-20,2606.39990234375,2606.39990234375,2639.0,2581.0,2630.0,635147
2025-06-23,2601.699951171875,2601.699951171875,2633.5,2576.0,2585.0,412498
2025-06-24,2566.0,2566.0,2634.60009765625,2530.5,2632.0,797919
2025-06-25,2574.0,2574.0,2590.0,2534.10009765625,2580.0,434487
2025-06-26,2583.199951171875,2583.199951171875,2593.699951171875,2543.199951171875,2574.0,479575
2025-06-27,2570.699951171875,2570.699951171875,2589.199951171875,2516.0,2578.0,1837904
2025-06-30,2623.89990234375,2623.89990234375,2657.0,2565.699951171875,2570.699951171875,618395
2025-07-01,2641.89990234375,2641.89990234375,2648.5,2587.10009765625,2625.0,459021
2025-07-02,2625.39990234375,2625.39990234375,2660.0,2605.10009765625,2645.0,357095
2025-07-03,2635.10009765625,2635.10009765625,2658.0,2617.0,2623.0,383639
2025-07-04,2662.800048828125,2662.800048828125,2670.0,2616.10009765625,2640.0,284105
2025-07-07,2660.60009765625,2660.60009765625,2691.60009765625,2645.800048828125,2662.800048828125,489509
2025-07-08,2649.800048828125,2649.800048828125,2671.89990234375,2628.39990234375,2660.0,464677
2025-07-09,2645.60009765625,2645.60009765625,2661.89990234375,2625.0,2660.0,402766
2025-07-10,2644.800048828125,2644.800048828125,2660.800048828125,2620.199951171875,2651.0,231200
2025-07-11,2640.60009765625,2640.60009765625,2656.5,2588.199951171875,2648.89990234375,391105
2025-07-14,2665.39990234375,2665.39990234375,2682.39990234375,2614.199951171875,2663.89990234375,393965
2025-07-15,2655.5,2655.5,2677.10009765625,2638.60009765625,2660.0,309635
2025-07-16,2650.199951171875,2650.199951171875,2655.10009765625,2632.699951171875,2655.10009765625,245451
2025-07-17,2660.0,2660.0,2664.0,2627.199951171875,2653.0,220480
2025-07-18,2660.0,2660.0,2674.0,2640.0,2655.10009765625,208268
2025-07-21,2683.199951171875,2683.199951171875,2702.89990234375,2645.0,2660.0,388402
2025-07-22,2674.300048828125,2674.300048828125,2696.0,2652.60009765625,2683.199951171875,307737
2025-07-23,2690.0,2690.0,2695.39990234375,2658.10009765625,2693.89990234375,328123
2025-07-24,2662.199951171875,2662.199951171875,2718.0,2645.0,2690.0,332080
2025-07-25,2660.60009765625,2660.60009765625,2695.5,2640.0,2680.0,248220
2025-07-28,2648.0,2648.0,2687.699951171875,2618.39990234375,2660.0,263831
2025-07-29,2617.10009765625,2617.10009765625,2649.89990234375,2582.39990234375,2647.0,320111
2025-07-30,2633.199951171875,2633.199951171875,2637.0,2587.0,2629.0,686131
2025-07-31,2612.300048828125,2612.300048828125,2639.89990234375,2595.0,2600.800048828125,622451
2025-08-01,2592.699951171875,2592.699951171875,2630.89990234375,2582.39990234375,2612.300048828125,210510
2025-08-04,2665.800048828125,2665.800048828125,2670.199951171875,2548.0,2592.0,1053175
2025-08-05,2641.5,2641.5,2677.0,2616.0,2670.0,293862
2025-08-06,2624.699951171875,2624.699951171875,2655.800048828125,2613.10009765625,2635.10009765625,340219
2025-08-07,2634.60009765625,2634.60009765625,2655.0,2595.39990234375,2625.0,196791
2025-08-08,2617.800048828125,2617.800048828125,2664.699951171875,2595.0,2641.0,223811
2025-08-11,2589.800048828125,2589.800048828125,2626.39990234375,2560.0,2605.199951171875,439383
2025-08-12,2533.199951171875,2533.199951171875,2596.89990234375,2510.0,2592.39990234375,261504
2025-08-13,2509.89990234375,2509.89990234375,2549.89990234375,2476.60009765625,2522.0,487954
2025-08-14,2757.39990234375,2757.39990234375,2800.0,2671.300048828125,2730.0,8765092
2025-08-18,2768.300048828125,2768.300048828125,2807.0,2755.60009765625,2800.0,760570
2025-08-19,2747.199951171875,2747.199951171875,2794.89990234375,2731.10009765625,2775.0,381133
2025-08-20,2683.89990234375,2683.89990234375,2754.39990234375,2656.89990234375,2754.39990234375,632863
2025-08-21,2675.800048828125,2675.800048828125,2701.699951171875,2649.10009765625,2697.89990234375,439025
2025-08-22,2680.60009765625,2680.60009765625,2695.0,2670.0,2684.0,294041
2025-08-25,2693.699951171875,2693.699951171875,2716.39990234375,2680.699951171875,2695.0,368961
2025-08-26,2673.10009765625,2673.10009765625,2699.10009765625,2659.199951171875,2693.699951171875,383881
2025-08-28,2644.800048828125,2644.800048828125,2694.39990234375,2635.199951171875,2694.39990234375,408579
2025-08-29,2637.800048828125,2637.800048828125,2676.0,2604.199951171875,2650.0,494826
2025-09-01,2710.0,2710.0,2727.0,2651.199951171875,2664.10009765625,1352162
2025-09-02,2698.699951171875,2698.699951171875,2768.0,2686.5,2732.60009765625,497354
2025-09-03,2783.60009765625,2783.60009765625,2800.0,2709.5,2709.5,1097610
2025-09-04,2826.300048828125,2826.300048828125,2835.0,2788.39990234375,2795.0,874540
2025-09-05,2837.89990234375,2837.89990234375,2874.89990234375,2830.0,2835.0,464545
2025-09-08,2900.89990234375,2900.89990234375,2933.60009765625,2839.89990234375,2844.199951171875,566051
2025-09-09,2942.39990234375,2942.39990234375,2945.39990234375,2914.699951171875,2918.0,558569
2025-09-10,2898.10009765625,2898.10009765625,2954.699951171875,2876.10009765625,2950.0,388493
2025-09-11,2877.39990234375,2877.39990234375,2919.699951171875,2871.0,2909.89990234375,292701
2025-09-12,2926.199951171875,2926.199951171875,2929.0,2883.39990234375,2899.0,219036
2025-09-15,2937.0,2937.0,2945.0,2906.0,2935.0,162815
2025-09-16,2988.39990234375,2988.39990234375,2996.89990234375,2940.0,2950.89990234375,329547
2025-09-17,2942.10009765625,2942.10009765625,2990.89990234375,2932.0,2975.10009765625,355490
2025-09-18,2957.60009765625,2957.60009765625,2962.39990234375,2915.5,2955.5,295424
2025-09-19,2934.89990234375,2934.89990234375,2990.0,2918.0,2975.0,423706
2025-09-22,3047.60009765625,3047.60009765625,3061.89990234375,2935.300048828125,2946.0,915253
2025-09-23,3060.800048828125,3060.800048828125,3078.10009765625,3031.10009765625,3070.0,576185
2025-09-24,3088.300048828125,3088.300048828125,3100.800048828125,3043.10009765625,3049.89990234375,546580
2025-09-25,3051.60009765625,3051.60009765625,3078.0,3038.0,3078.0,458349
2025-09-26,3020.300048828125,3020.300048828125,3071.0,3002.0,3045.0,456328
2025-09-29,3064.699951171875,3064.699951171875,3077.39990234375,3013.0,3029.60009765625,455979
2025-09-30,3077.10009765625,3077.10009765625,3117.89990234375,3053.5,3079.89990234375,609599
2025-10-01,3144.5,3144.5,3147.60009765625,3076.0,3100.0,393081
2025-10-03,3167.60009765625,3167.60009765625,3175.89990234375,3106.10009765625,3150.0,548299
2025-10-06,3227.699951171875,3227.699951171875,3235.0,3152.300048828125,3172.800048828125,412347
2025-10-07,3242.60009765625,3242.60009765625,3257.89990234375,3210.0,3226.0,450418
2025-10-08,3263.10009765625,3263.10009765625,3274.10009765625,3220.0,3248.0,326225
2025-10-09,3249.5,3249.5,3268.10009765625,3234.10009765625,3250.0,366182
2025-10-10,3156.89990234375,3156.89990234375,3240.0,3150.5,3233.0,542445
2025-10-13,3214.0,3214.0,3219.699951171875,3132.800048828125,3145.89990234375,327232
2025-10-14,3218.300048828125,3218.300048828125,3285.0,3209.0,3236.0,524878
2025-10-15,3260.300048828125,3260.300048828125,3277.5,3232.60009765625,3239.0,529423
2025-10-16,3268.5,3268.5,3279.800048828125,3252.10009765625,3265.0,234148
2025-10-17,3334.5,3334.5,3377.89990234375,3277.89990234375,3286.39990234375,1123086
2025-10-20,3322.199951171875,3322.199951171875,3343.199951171875,3282.0,3332.800048828125,375687
2025-10-21,3274.699951171875,3274.699951171875,3322.199951171875,3265.10009765625,3312.10009765625,131496
2025-10-23,3182.10009765625,3182.10009765625,3252.0,3107.0,3251.10009765625,1744380
2025-10-24,3163.10009765625,3163.10009765625,3238.0,3146.800048828125,3196.89990234375,611149
2025-10-27,3145.89990234375,3145.89990234375,3186.800048828125,3129.10009765625,3169.0,468730
2025-10-28,3182.0,3182.0,3235.0,3089.60009765625,3120.0,1227792
2025-10-29,3183.199951171875,3183.199951171875,3192.89990234375,3145.0,3160.0,470760
2025-10-30,3191.39990234375,3191.39990234375,3199.0,3143.60009765625,3190.0,361330
2025-10-31,3178.699951171875,3178.699951171875,3245.0,3173.0,3195.0,462972
2025-11-03,3190.60009765625,3190.60009765625,3220.0,3170.800048828125,3180.60009765625,287912
2025-11-04,3188.300048828125,3188.300048828125,3206.800048828125,3165.0,3180.0,633624
2025-11-05,3188.300048828125,3188.300048828125,3188.300048828125,3188.300048828125,3188.300048828125,0
2025-11-06,3183.800048828125,3183.800048828125,3228.0,3164.89990234375,3188.300048828125,375247
2025-11-07,3230.0,3230.0,3238.39990234375,3145.199951171875,3161.0,397869
2025-11-10,3328.199951171875,3328.199951171875,3335.0,3220.300048828125,3245.0,452157
2025-11-11,3389.300048828125,3389.300048828125,3398.0,3316.60009765625,3350.0,468605
2025-11-12,3324.89990234375,3324.89990234375,3389.300048828125,3305.0,3389.300048828125,349779
2025-11-13,3393.10009765625,3393.10009765625,3406.800048828125,3307.199951171875,3325.0,509408
2025-11-14,3725.60009765625,3725.60009765625,3755.0,3580.0,3650.0,4743416
2025-11-17,3760.5,3760.5,3767.800048828125,3701.0,3725.60009765625,1176503
2025-11-18,3695.89990234375,3695.89990234375,3748.10009765625,3680.10009765625,3680.10009765625,525413
2025-11-19,3701.699951171875,3701.699951171875,3709.800048828125,3676.5,3692.10009765625,314805
2025-11-20,3697.5,3697.5,3726.300048828125,3692.60009765625,3709.199951171875,307177
2025-11-21,3636.0,3636.0,3698.0,3630.60009765625,3693.0,290515
2025-11-24,3614.39990234375,3614.39990234375,3650.0,3594.39990234375,3636.0,489543
2025-11-25,3681.39990234375,3681.39990234375,3697.89990234375,3625.0,3638.0,639146
2025-11-26,3725.60009765625,3725.60009765625,3735.0,3690.0,3709.89990234375,334780
2025-11-27,3760.5,3760.5,3773.89990234375,3725.60009765625,3725.60009765625,382058
2025-11-28,3744.199951171875,3744.199951171875,3772.5,3731.5,3765.0,356642
2025-12-01,3811.10009765625,3811.10009765625,3833.0,3770.0,3779.0,453900
2025-12-02,3779.89990234375,3779.89990234375,3827.39990234375,3765.199951171875,3800.0,353585
2025-12-03,3763.39990234375,3763.39990234375,3795.0,3709.199951171875,3795.0,287386
2025-12-04,3702.0,3702.0,3778.5,3688.300048828125,3770.0,330361
2025-12-05,3800.10009765625,3800.10009765625,3807.0,3702.0,3702.0,328682
2025-12-08,3775.699951171875,3775.699951171875,3818.0,3753.0,3799.10009765625,452775
2025-12-09,3742.10009765625,3742.10009765625,3767.60009765625,3712.0,3753.10009765625,668721
2025-12-10,3745.800048828125,3745.800048828125,3792.0,3735.60009765625,3768.5,270109
2025-12-11,3734.199951171875,3734.199951171875,3784.39990234375,3726.0,3760.0,219811
2025-12-12,3837.60009765625,3837.60009765625,3848.10009765625,3751.10009765625,3765.0,437084
2025-12-15,3856.39990234375,3856.39990234375,3868.0,3802.60009765625,3837.39990234375,295860
2025-12-16,3847.0,3847.0,3855.5,3818.800048828125,3849.10009765625,176630
2025-12-17,3766.5,3766.5,3867.0,3756.5,3853.0,283613
2025-12-18,3749.89990234375,3749.89990234375,3784.89990234375,3724.10009765625,3784.89990234375,345092
2025-12-19,3781.199951171875,3781.199951171875,3790.0,3722.0,3749.5,429282
2025-12-22,3790.39990234375,3790.39990234375,3799.10009765625,3750.0,3781.199951171875,278670
2025-12-23,3808.199951171875,3808.199951171875,3819.89990234375,3770.0,3801.199951171875,290999
2025-12-24,3804.699951171875,3804.699951171875,3890.0,3790.0,3820.0,622859
2025-12-25,3804.699951171875,3804.699951171875,3804.699951171875,3804.699951171875,3804.699951171875,0
2025-12-26,3797.0,3797.0,3845.0,3785.0,3824.0,218879
2025-12-29,3736.5,3736.5,3826.89990234375,3725.60009765625,3812.0,228650
2025-12-30,3799.10009765625,3799.10009765625,3819.0,3690.10009765625,3710.0,1688316
2025-12-31,3811.699951171875,3811.699951171875,3859.0,3780.699951171875,3799.10009765625,334171
2026-01-01,3839.0,3839.0,3844.89990234375,3766.5,3801.5,200637
2026-01-02,3820.800048828125,3820.800048828125,3884.800048828125,3797.699951171875,3835.0,394926
2026-01-05,3921.0,3921.0,3930.0,3839.89990234375,3849.0,828263
2026-01-06,3940.699951171875,3940.699951171875,3995.0,3915.10009765625,3950.0,620673
2026-01-07,3960.10009765625,3960.10009765625,3994.0,3917.39990234375,3959.0,485501
2026-01-08,3853.800048828125,3853.800048828125,3954.699951171875,3806.699951171875,3950.0,619124
2026-01-09,3821.0,3821.0,3885.0,3795.10009765625,3850.0,430996
2026-01-12,3909.0,3909.0,3917.5,3840.5,3855.5,492060
2026-01-13,3926.300048828125,3926.300048828125,3947.0,3885.0,3900.10009765625,333979
2026-01-14,3938.10009765625,3938.10009765625,3954.300048828125,3888.0,3936.0,291366
2026-01-16,3936.10009765625,3936.10009765625,3969.800048828125,3905.0,3905.0,254955
