date_,adj close_iex.ns,close_iex.ns,high_iex.ns,low_iex.ns,open_iex.ns,volume_iex.ns
2024-02-27,141.47518920898438,145.1999969482422,149.6999969482422,144.6999969482422,148.10000610351562,9776911
2024-02-28,137.28549194335938,140.89999389648438,145.89999389648438,140.0,145.89999389648438,8428285
2024-02-29,138.50344848632812,142.14999389648438,142.89999389648438,139.0,141.25,4964250
2024-03-01,140.64700317382812,144.35000610351562,145.35000610351562,142.5500030517578,143.14999389648438,4504563
2024-03-04,149.61099243164062,153.5500030517578,158.39999389648438,152.75,153.85000610351562,35459341
2024-03-05,145.90847778320312,149.75,155.0,149.10000610351562,155.0,12167686
2024-03-06,143.81362915039062,147.60000610351562,154.39999389648438,145.4499969482422,154.39999389648438,10674957
2024-03-07,144.05722045898438,147.85000610351562,150.25,147.14999389648438,147.60000610351562,6250481
2024-03-11,139.916259765625,143.60000610351562,148.4499969482422,142.9499969482422,148.1999969482422,8683757
2024-03-12,137.3829345703125,141.0,143.8000030517578,140.10000610351562,143.60000610351562,9100792
2024-03-13,129.68560791015625,133.10000610351562,141.5,131.60000610351562,141.0,11182822
2024-03-14,133.68040466308594,137.1999969482422,137.60000610351562,130.1999969482422,132.0,7822805
2024-03-15,133.3394012451172,136.85000610351562,138.25,133.39999389648438,137.64999389648438,6291607
2024-03-18,132.9496612548828,136.4499969482422,137.64999389648438,135.25,136.9499969482422,5440299
2024-03-19,131.0496826171875,134.5,137.10000610351562,133.85000610351562,136.5500030517578,5216404
2024-03-20,130.3189239501953,133.75,135.64999389648438,131.8000030517578,134.0,5374377
2024-03-21,132.4624786376953,135.9499969482422,136.35000610351562,134.8000030517578,135.25,5608993
2024-03-22,132.3650665283203,135.85000610351562,137.35000610351562,134.5500030517578,135.39999389648438,5944397
2024-03-26,130.61123657226562,134.0500030517578,136.64999389648438,133.5,135.8000030517578,8512425
2024-03-27,130.12405395507812,133.5500030517578,135.60000610351562,133.14999389648438,134.89999389648438,8884368
2024-03-28,130.90354919433594,134.35000610351562,135.5500030517578,134.0,134.0,7320353
2024-04-01,136.70089721679688,140.3000030517578,140.85000610351562,135.14999389648438,135.1999969482422,7437392
2024-04-02,138.74700927734375,142.39999389648438,143.0,139.85000610351562,140.64999389648438,6313419
2024-04-03,140.15982055664062,143.85000610351562,144.6999969482422,142.60000610351562,144.0,8179541
2024-04-04,141.08546447753906,144.8000030517578,147.8000030517578,144.5500030517578,145.85000610351562,10581111
2024-04-05,141.71878051757812,145.4499969482422,146.5,142.10000610351562,144.4499969482422,9754641
2024-04-08,141.7675018310547,145.5,147.39999389648438,144.64999389648438,146.0,5519683
2024-04-09,144.1546630859375,147.9499969482422,149.39999389648438,146.0500030517578,146.6999969482422,11157683
2024-04-10,146.59051513671875,150.4499969482422,152.0,146.35000610351562,146.35000610351562,14450765
2024-04-12,147.95460510253906,151.85000610351562,154.60000610351562,149.0500030517578,149.8000030517578,14590281
2024-04-15,142.74185180664062,146.5,150.0,145.3000030517578,149.0500030517578,10539167
2024-04-16,144.39822387695312,148.1999969482422,149.39999389648438,144.9499969482422,146.0,7918449
2024-04-18,141.23159790039062,144.9499969482422,150.0,144.39999389648438,148.1999969482422,7490930
2024-04-19,143.8623504638672,147.64999389648438,148.8000030517578,142.5,143.0,9692709
2024-04-22,145.0802764892578,148.89999389648438,149.8000030517578,147.25,147.64999389648438,5002481
2024-04-23,149.17254638671875,153.10000610351562,154.0500030517578,149.6999969482422,150.0,14225923
2024-04-24,149.90330505371094,153.85000610351562,155.5,152.39999389648438,154.0,8587421
2024-04-25,155.26222229003906,159.35000610351562,159.75,152.64999389648438,153.0,22174713
2024-04-26,154.77503967285156,158.85000610351562,160.5,156.39999389648438,160.1999969482422,12153652
2024-04-29,151.31610107421875,155.3000030517578,161.35000610351562,154.75,160.0,17265414
2024-04-30,152.2904510498047,156.3000030517578,157.10000610351562,155.6999969482422,156.10000610351562,5676131
2024-05-02,152.19300842285156,156.1999969482422,159.8000030517578,155.25,157.14999389648438,12625295
2024-05-03,153.50839233398438,157.5500030517578,160.39999389648438,154.6999969482422,158.14999389648438,16483488
2024-05-06,149.02639770507812,152.9499969482422,159.75,150.4499969482422,159.39999389648438,10326368
2024-05-07,144.88540649414062,148.6999969482422,153.75,147.3000030517578,152.3000030517578,8024021
2024-05-08,143.71620178222656,147.5,151.0,147.1999969482422,148.75,6327855
2024-05-09,139.1367645263672,142.8000030517578,149.3000030517578,142.10000610351562,148.25,8013843
2024-05-10,141.3290557861328,145.0500030517578,146.0,140.75,143.10000610351562,8379083
2024-05-13,141.3777618408203,145.10000610351562,145.6999969482422,142.5,145.0500030517578,4407501
2024-05-14,141.13418579101562,144.85000610351562,146.3000030517578,143.89999389648438,145.85000610351562,4465125
2024-05-15,141.8162078857422,145.5500030517578,147.85000610351562,144.60000610351562,146.0,12640662
2024-05-16,144.203369140625,148.0,151.3000030517578,147.0,147.5500030517578,14910087
2024-05-17,147.51614379882812,151.39999389648438,151.85000610351562,146.5,148.39999389648438,8896137
2024-05-21,156.333984375,160.4499969482422,166.39999389648438,158.35000610351562,158.35000610351562,44874163
2024-05-22,150.53662109375,154.5,161.89999389648438,152.39999389648438,161.5500030517578,19979093
2024-05-23,151.7545623779297,155.75,156.60000610351562,152.35000610351562,155.6999969482422,8716554
2024-05-24,153.7032470703125,157.75,159.14999389648438,154.39999389648438,155.75,12481445
2024-05-27,156.67501831054688,160.8000030517578,163.9499969482422,158.1999969482422,158.39999389648438,23829842
2024-05-28,153.11863708496094,157.14999389648438,162.0,156.75,161.5,9300395
2024-05-29,152.77761840820312,156.8000030517578,158.3000030517578,154.64999389648438,157.0,5583572
2024-05-30,150.34176635742188,154.3000030517578,157.5,153.5500030517578,156.3000030517578,6451946
2024-05-31,150.68612670898438,153.14999389648438,155.64999389648438,152.5,155.0,5722784
2024-06-03,155.26132202148438,157.8000030517578,160.39999389648438,154.85000610351562,159.75,12225688
2024-06-04,142.8148193359375,145.14999389648438,157.8000030517578,134.14999389648438,157.8000030517578,21683927
2024-06-05,154.42498779296875,156.9499969482422,158.8000030517578,145.14999389648438,145.14999389648438,16873385
2024-06-06,159.93490600585938,162.5500030517578,167.5,160.60000610351562,161.8000030517578,33813919
2024-06-07,160.86961364746094,163.5,165.10000610351562,161.6999969482422,163.8000030517578,14464021
2024-06-10,162.7685546875,165.42999267578125,167.5,163.1999969482422,164.4499969482422,13700748
2024-06-11,165.9662628173828,168.67999267578125,171.8000030517578,164.8000030517578,165.89999389648438,31422594
2024-06-12,170.8169708251953,173.61000061035156,174.60000610351562,168.1999969482422,169.6999969482422,25586903
2024-06-13,175.38230895996094,178.25,181.75,174.66000366210938,175.6999969482422,58082920
2024-06-14,176.77947998046875,179.6699981689453,182.5500030517578,176.0,179.14999389648438,20595360
2024-06-18,182.8797149658203,185.8699951171875,187.39999389648438,180.4600067138672,181.3000030517578,37756106
2024-06-19,178.3340606689453,181.25,187.13999938964844,180.8000030517578,186.64999389648438,17822528
2024-06-20,178.07823181152344,180.99000549316406,183.39999389648438,180.24000549316406,182.3000030517578,9283078
2024-06-21,178.83584594726562,181.75999450683594,184.3000030517578,178.6999969482422,180.99000549316406,15300459
2024-06-24,179.75088500976562,182.69000244140625,184.6999969482422,179.1999969482422,181.3000030517578,11413171
2024-06-25,176.5826873779297,179.47000122070312,184.9499969482422,177.91000366210938,182.99000549316406,10883214
2024-06-26,175.80538940429688,178.67999267578125,180.77999877929688,176.8000030517578,180.0,11367721
2024-06-27,176.93690490722656,179.8300018310547,182.72999572753906,177.5500030517578,178.39999389648438,13412203
2024-06-28,177.63546752929688,180.5399932861328,183.5,179.63999938964844,180.39999389648438,11880778
2024-07-01,186.2938995361328,189.33999633789062,190.0,181.0,181.99000549316406,35117376
2024-07-02,182.0729217529297,185.0500030517578,191.1999969482422,182.0,191.0,20172441
2024-07-03,182.30905151367188,185.2899932861328,189.6999969482422,184.5,189.0,15575143
2024-07-04,180.6855926513672,183.63999938964844,186.60000610351562,182.8000030517578,186.19000244140625,9952987
2024-07-05,181.38418579101562,184.35000610351562,186.17999267578125,182.0,183.0,7403916
2024-07-08,178.7276153564453,181.64999389648438,185.49000549316406,180.36000061035156,185.0,8737011
2024-07-09,180.42979431152344,183.3800048828125,185.39999389648438,181.64999389648438,182.0,10668839
2024-07-10,173.28659057617188,176.1199951171875,182.9499969482422,170.47000122070312,182.9499969482422,31541545
2024-07-11,174.2213134765625,177.07000732421875,178.8699951171875,176.00999450683594,178.1999969482422,6941666
2024-07-12,174.28033447265625,177.1300048828125,180.0,176.66000366210938,178.0,7366030
2024-07-15,175.35279846191406,178.22000122070312,179.14999389648438,174.16000366210938,178.25,7613554
2024-07-16,174.48695373535156,177.33999633789062,182.3699951171875,177.0,178.9499969482422,11969269
2024-07-18,170.76776123046875,173.55999755859375,177.08999633789062,172.5,177.00999450683594,7781301
2024-07-19,166.35000610351562,169.07000732421875,173.38999938964844,168.5,172.9499969482422,10733712
2024-07-22,168.7802734375,171.5399932861328,172.86000061035156,166.39999389648438,168.0,10982909
2024-07-23,165.53335571289062,168.24000549316406,172.35000610351562,159.35000610351562,172.0,13090043
2024-07-24,171.62376403808594,174.42999267578125,175.13999938964844,168.2100067138672,169.10000610351562,11178623
2024-07-25,173.2669219970703,176.10000610351562,178.63999938964844,171.77000427246094,174.5,14791706
2024-07-26,173.81790161132812,176.66000366210938,177.9499969482422,175.61000061035156,177.8000030517578,4893874
2024-07-29,184.03089904785156,187.0399932861328,190.38999938964844,178.0500030517578,178.5,40759273
2024-07-30,185.82162475585938,188.86000061035156,192.14999389648438,187.0500030517578,187.9499969482422,17126857
2024-07-31,189.0193328857422,192.11000061035156,194.3000030517578,188.91000366210938,188.91000366210938,16154061
2024-08-01,187.36634826660156,190.42999267578125,193.5,187.5500030517578,192.89999389648438,13153852
2024-08-02,192.17770385742188,195.32000732421875,197.8000030517578,184.3000030517578,186.0,33779275
2024-08-05,185.2804718017578,188.30999755859375,197.2899932861328,185.32000732421875,192.88999938964844,33410920
2024-08-06,186.854736328125,189.91000366210938,196.63999938964844,189.27000427246094,190.10000610351562,18912678
2024-08-07,194.68667602539062,197.8699951171875,199.75,191.0500030517578,193.50999450683594,16334341
2024-08-08,190.50503540039062,193.6199951171875,200.89999389648438,193.0800018310547,200.25,16338322
2024-08-09,189.57032775878906,192.6699981689453,197.6999969482422,192.38999938964844,196.25,7520604
2024-08-12,191.31185913085938,194.44000244140625,195.6199951171875,189.00999450683594,190.0,9168119
2024-08-13,184.9361114501953,187.9600067138672,195.0,187.0500030517578,195.0,8495576
2024-08-14,182.82069396972656,185.80999755859375,188.60000610351562,184.41000366210938,188.60000610351562,6590045
2024-08-16,191.6857452392578,194.82000732421875,195.5,187.0,187.0,14692697
2024-08-19,193.16160583496094,196.32000732421875,198.1699981689453,195.00999450683594,196.39999389648438,6305026
2024-08-20,192.17770385742188,195.32000732421875,197.25,193.4199981689453,196.88999938964844,3969340
2024-08-21,193.0927276611328,196.25,197.60000610351562,194.10000610351562,195.25,5334593
2024-08-22,192.4040069580078,195.5500030517578,200.69000244140625,195.02000427246094,196.75,18387252
2024-08-23,185.9298553466797,188.97000122070312,196.0,188.25,195.1999969482422,13452198
2024-08-26,185.91017150878906,188.9499969482422,190.9600067138672,186.3000030517578,190.75999450683594,9531606
2024-08-27,192.41383361816406,195.55999755859375,195.99000549316406,189.4499969482422,190.27999877929688,19944502
2024-08-28,200.23593139648438,203.50999450683594,205.44000244140625,194.75,196.39999389648438,53994365
2024-08-29,202.40054321289062,205.7100067138672,206.35000610351562,199.2899932861328,203.47999572753906,27970653
2024-08-30,200.35400390625,203.6300048828125,208.75999450683594,202.89999389648438,206.35000610351562,15630541
2024-09-02,200.13754272460938,203.41000366210938,206.0,201.75,206.0,7970314
2024-09-03,202.54812622070312,205.86000061035156,207.8000030517578,203.4199981689453,204.0500030517578,10928702
2024-09-04,203.522216796875,206.85000610351562,208.60000610351562,203.5500030517578,205.82000732421875,18267154
2024-09-05,205.97213745117188,209.33999633789062,211.25,206.60000610351562,207.1999969482422,18412659
2024-09-06,204.61434936523438,207.9600067138672,212.5,206.1999969482422,209.32000732421875,16850599
2024-09-09,210.08489990234375,213.52000427246094,213.94000244140625,207.85000610351562,207.99000549316406,18544014
2024-09-10,211.15736389160156,214.61000061035156,217.3000030517578,212.60000610351562,214.10000610351562,14229854
2024-09-11,208.4417724609375,211.85000610351562,216.60000610351562,210.8800048828125,214.75,8310394
2024-09-12,213.03663635253906,216.52000427246094,219.60000610351562,214.25,215.0500030517578,17156414
2024-09-13,215.5456085205078,219.07000732421875,220.6999969482422,216.05999755859375,216.75,9475492
2024-09-16,217.3756866455078,220.92999267578125,222.27000427246094,216.44000244140625,219.50999450683594,9019252
2024-09-17,218.330078125,221.89999389648438,226.27999877929688,219.60000610351562,222.0500030517578,16758314
2024-09-18,224.40081787109375,228.07000732421875,229.10000610351562,220.75999450683594,221.99000549316406,24545474
2024-09-19,221.78359985351562,225.41000366210938,230.2899932861328,221.57000732421875,228.25,13100758
2024-09-20,227.6280517578125,231.35000610351562,233.27000427246094,226.00999450683594,226.4499969482422,21702823
2024-09-23,235.51901245117188,239.3699951171875,240.25,231.1999969482422,231.85000610351562,17229006
2024-09-24,208.20562744140625,211.61000061035156,244.39999389648438,209.0500030517578,240.5,121892360
2024-09-25,199.26187133789062,202.52000427246094,210.27999877929688,199.5,209.0,71971589
2024-09-26,205.3031005859375,208.66000366210938,210.75,202.69000244140625,202.6999969482422,61377352
2024-09-27,202.93185424804688,206.25,213.60000610351562,203.64999389648438,209.77000427246094,37092117
2024-09-30,200.99354553222656,204.27999877929688,207.3800048828125,202.66000366210938,206.0,21703577
2024-10-01,204.9882354736328,208.33999633789062,209.60000610351562,202.85000610351562,204.27999877929688,12907273
2024-10-03,205.62777709960938,208.99000549316406,211.6999969482422,204.19000244140625,205.0,18521611
2024-10-04,204.60450744628906,207.9499969482422,211.0,205.60000610351562,207.5,14318574
2024-10-07,195.7689666748047,198.97000122070312,212.38999938964844,197.1999969482422,208.8000030517578,18012330
2024-10-08,201.29856872558594,204.58999633789062,205.39999389648438,197.5,198.0,9840977
2024-10-09,200.1965789794922,203.47000122070312,209.0,202.9199981689453,206.0,10228772
2024-10-10,199.11427307128906,202.3699951171875,205.89999389648438,200.97999572753906,205.8000030517578,6936763
2024-10-11,201.29856872558594,204.58999633789062,205.25,202.19000244140625,203.5,5203315
2024-10-14,193.0238494873047,196.17999267578125,204.16000366210938,192.05999755859375,203.99000549316406,24232368
2024-10-15,188.51754760742188,191.60000610351562,196.17999267578125,189.3000030517578,196.17999267578125,16202650
2024-10-16,191.5184783935547,194.64999389648438,195.49000549316406,190.0,191.0,9816205
2024-10-17,188.08462524414062,191.16000366210938,194.8000030517578,188.00999450683594,194.64999389648438,8275172
2024-10-18,187.88783264160156,190.9600067138672,192.5,186.7100067138672,188.5,5227032
2024-10-21,184.0997772216797,187.11000061035156,191.75,186.50999450683594,190.9600067138672,4088919
2024-10-22,176.27767944335938,179.16000366210938,187.82000732421875,178.27000427246094,187.10000610351562,8543480
2024-10-23,179.87879943847656,182.82000732421875,184.0,176.8300018310547,179.16000366210938,7669712
2024-10-24,181.4530487060547,184.4199981689453,186.10000610351562,181.63999938964844,183.10000610351562,5256532
2024-10-25,177.8519287109375,180.75999450683594,189.9499969482422,176.10000610351562,189.9499969482422,14268725
2024-10-28,179.50491333007812,182.44000244140625,183.89999389648438,178.3699951171875,180.75,10510684
2024-10-29,176.9959259033203,179.88999938964844,183.1199951171875,177.36000061035156,182.44000244140625,4995779
2024-10-30,173.4440155029297,176.27999877929688,180.82000732421875,175.7899932861328,179.88999938964844,7662753
2024-10-31,174.9001922607422,177.75999450683594,179.5,174.82000732421875,177.0,8074955
2024-11-01,176.46463012695312,179.35000610351562,180.0,178.0,179.1300048828125,1352003
2024-11-04,170.25613403320312,173.0399932861328,179.3000030517578,171.66000366210938,179.3000030517578,7269202
2024-11-05,170.36436462402344,173.14999389648438,173.99000549316406,169.69000244140625,173.8000030517578,6910677
2024-11-06,174.51646423339844,177.3699951171875,177.9499969482422,173.86000061035156,175.47000122070312,6112577
2024-11-07,171.2105255126953,174.00999450683594,178.89999389648438,173.57000732421875,177.3699951171875,4871088
2024-11-08,168.31784057617188,171.07000732421875,174.47999572753906,170.52999877929688,173.9499969482422,4425844
2024-11-11,166.655029296875,169.3800048828125,172.8000030517578,168.63999938964844,170.24000549316406,3778397
2024-11-12,163.55569458007812,166.22999572753906,171.3000030517578,165.5,170.99000549316406,5484152
2024-11-13,160.10215759277344,162.72000122070312,166.27000427246094,162.0,166.0,4718700
2024-11-14,158.91162109375,161.50999450683594,164.1999969482422,161.10000610351562,162.0,3791381
2024-11-18,158.72470092773438,161.32000732421875,163.22999572753906,159.39999389648438,162.5,3637405
2024-11-19,159.87586975097656,162.49000549316406,165.75999450683594,161.5,162.0,4422526
2024-11-21,158.73452758789062,161.3300018310547,162.5,159.11000061035156,162.49000549316406,3609853
2024-11-22,160.4858856201172,163.11000061035156,163.50999450683594,160.52999877929688,161.5,3107987
2024-11-25,163.78199768066406,166.4600067138672,167.08999633789062,165.1999969482422,165.89999389648438,3632299
2024-11-26,163.4573211669922,166.1300048828125,168.19000244140625,165.69000244140625,166.0,2920537
2024-11-27,168.94754028320312,171.7100067138672,172.88999938964844,166.3300018310547,167.0,6853687
2024-11-28,172.08621215820312,174.89999389648438,176.5,171.6999969482422,173.0500030517578,7619020
2024-11-29,173.35546875,176.19000244140625,177.91000366210938,173.2899932861328,176.0,4495599
2024-12-02,175.3232879638672,178.19000244140625,179.07000732421875,173.67999267578125,175.5,6077950
2024-12-03,175.2347412109375,178.10000610351562,180.47999572753906,177.74000549316406,179.0,4605350
2024-12-04,175.30360412597656,178.1699981689453,183.35000610351562,176.60000610351562,181.52000427246094,13542803
2024-12-05,175.28392028808594,178.14999389648438,180.1999969482422,176.32000732421875,178.5,3986795
2024-12-06,181.984375,184.9600067138672,185.7899932861328,177.6999969482422,178.14999389648438,10846115
2024-12-09,181.167724609375,184.1300048828125,187.0,183.52000427246094,184.9600067138672,7095677
2024-12-10,183.13555908203125,186.1300048828125,187.97999572753906,184.16000366210938,185.14999389648438,8010978
2024-12-11,187.21878051757812,190.27999877929688,192.60000610351562,185.86000061035156,186.4199981689453,10775090
2024-12-12,185.5756378173828,188.61000061035156,191.94000244140625,187.5,190.89999389648438,5391760
2024-12-13,186.3824462890625,189.42999267578125,190.2899932861328,185.8300018310547,188.0,5140628
2024-12-16,186.657958984375,189.7100067138672,191.3800048828125,187.1999969482422,188.6999969482422,3001411
2024-12-17,182.79116821289062,185.77999877929688,189.64999389648438,185.47999572753906,189.64999389648438,3347746
2024-12-18,180.20347595214844,183.14999389648438,185.38999938964844,182.72999572753906,185.00999450683594,3205376
2024-12-19,181.954833984375,184.92999267578125,185.3000030517578,178.0,178.0,3096075
2024-12-20,174.59518432617188,177.4499969482422,187.27000427246094,175.5500030517578,185.00999450683594,4996095
2024-12-23,174.28033447265625,177.1300048828125,179.5,176.0500030517578,179.0,2893710
2024-12-24,174.3000030517578,177.14999389648438,181.61000061035156,175.2899932861328,176.11000061035156,3291216
2024-12-26,177.2714385986328,180.1699981689453,180.8000030517578,176.25,177.1999969482422,3991756
2024-12-27,177.7141876220703,180.6199951171875,182.42999267578125,179.0,179.00999450683594,2376338
2024-12-30,175.96282958984375,178.83999633789062,183.92999267578125,178.1999969482422,180.6300048828125,4605770
2024-12-31,178.85552978515625,181.77999877929688,182.74000549316406,177.77999877929688,178.82000732421875,3167459
2025-01-01,177.3206329345703,180.22000122070312,182.5,179.69000244140625,182.5,2520879
2025-01-02,178.2750244140625,181.19000244140625,181.5500030517578,177.05999755859375,180.5399932861328,2814817
2025-01-03,174.172119140625,177.02000427246094,182.6300048828125,175.89999389648438,181.35000610351562,2591349
2025-01-06,170.83663940429688,173.6300048828125,179.82000732421875,173.0,179.5,7309023
2025-01-07,170.93502807617188,173.72999572753906,175.1999969482422,169.05999755859375,173.97999572753906,6044285
2025-01-08,171.08262634277344,173.8800048828125,174.3000030517578,170.11000061035156,173.0500030517578,4180288
2025-01-09,170.25613403320312,173.0399932861328,178.9499969482422,172.5,174.3000030517578,5301026
2025-01-10,165.48416137695312,168.19000244140625,173.42999267578125,167.89999389648438,172.5,3624984
2025-01-13,158.28192138671875,160.8699951171875,167.60000610351562,159.80999755859375,165.0,4566001
2025-01-14,164.1460418701172,166.8300018310547,167.67999267578125,163.24000549316406,163.24000549316406,3706333
2025-01-15,165.0709228515625,167.77000427246094,169.64999389648438,164.88999938964844,167.92999267578125,2994810
2025-01-16,168.2587890625,171.00999450683594,172.10000610351562,168.1999969482422,169.0,2620632
2025-01-17,169.92160034179688,172.6999969482422,173.72000122070312,170.0,171.0,2523552
2025-01-20,170.1970977783203,172.97999572753906,174.35000610351562,170.4499969482422,174.35000610351562,2373321
2025-01-21,167.45199584960938,170.19000244140625,174.25,169.08999633789062,172.97999572753906,3252863
2025-01-22,165.4743194580078,168.17999267578125,170.10000610351562,164.5,170.00999450683594,3562943
2025-01-23,164.75607299804688,167.4499969482422,168.47000122070312,166.5399932861328,167.80999755859375,2492263
2025-01-24,166.6058349609375,169.3300018310547,174.72000122070312,168.58999633789062,171.99000549316406,21794352
2025-01-27,160.8597869873047,163.49000549316406,168.5,162.1199951171875,168.5,4840856
2025-01-28,164.51992797851562,167.2100067138672,169.49000549316406,160.2100067138672,164.69000244140625,4533409
2025-01-29,176.1891326904297,179.07000732421875,179.88999938964844,167.3000030517578,167.3000030517578,12670335
2025-01-30,172.46994018554688,175.2899932861328,179.44000244140625,173.0500030517578,179.0,5780293
2025-01-31,173.27378845214844,174.60000610351562,177.39999389648438,173.1999969482422,174.5500030517578,4274131
2025-02-01,167.08119201660156,168.36000061035156,175.5500030517578,166.27999877929688,175.0,4720491
2025-02-03,168.39114379882812,169.67999267578125,172.8000030517578,166.02000427246094,167.1999969482422,6074009
2025-02-04,172.1226043701172,173.44000244140625,174.89999389648438,169.66000366210938,171.0,3247453
2025-02-05,178.30528259277344,179.6699981689453,181.5399932861328,176.39999389648438,177.25,8492785
2025-02-06,181.4412841796875,182.8300018310547,183.75,179.9499969482422,180.64999389648438,6134942
2025-02-07,180.8557586669922,182.24000549316406,185.14999389648438,180.11000061035156,183.08999633789062,4238355
2025-02-10,175.4471435546875,176.7899932861328,183.14999389648438,176.2100067138672,183.0,3518273
2025-02-11,170.0782470703125,171.3800048828125,177.89999389648438,169.8699951171875,177.66000366210938,4954937
2025-02-12,170.50497436523438,171.80999755859375,173.4199981689453,166.2100067138672,170.0,3679502
2025-02-13,168.311767578125,169.60000610351562,173.60000610351562,169.0500030517578,172.14999389648438,2939542
2025-02-14,162.68482971191406,163.92999267578125,170.97000122070312,161.94000244140625,170.14999389648438,3587242
2025-02-17,165.93992614746094,167.2100067138672,167.5,159.75999450683594,161.5,4352960
2025-02-18,163.3795166015625,164.6300048828125,167.4199981689453,161.50999450683594,167.0,4345661
2025-02-19,168.16290283203125,169.4499969482422,170.3300018310547,163.17999267578125,164.0,4175975
2025-02-20,168.44078063964844,169.72999572753906,170.47000122070312,165.3699951171875,170.0800018310547,4748425
2025-02-21,167.63693237304688,168.9199981689453,172.19000244140625,166.33999633789062,169.0,4103115
2025-02-24,162.9825439453125,164.22999572753906,167.82000732421875,163.5,166.5,3427628
2025-02-25,164.977294921875,166.24000549316406,167.60000610351562,161.6999969482422,164.0,4040595
2025-02-27,155.7479248046875,156.94000244140625,165.89999389648438,153.4600067138672,165.50999450683594,9872288
2025-02-28,154.74559020996094,155.92999267578125,162.49000549316406,154.5,156.1699981689453,17438779
2025-03-03,153.5150146484375,154.69000244140625,157.82000732421875,152.0,156.27999877929688,4800862
2025-03-04,151.6592254638672,152.82000732421875,155.7899932861328,151.0,154.69000244140625,6105064
2025-03-05,157.0479736328125,158.25,159.0,152.25,153.0500030517578,5232895
2025-03-06,162.0596160888672,163.3000030517578,165.5,160.74000549316406,162.0,5308139
2025-03-07,162.68482971191406,163.92999267578125,164.75,162.0,163.25999450683594,3941272
2025-03-10,157.85182189941406,159.05999755859375,164.99000549316406,158.0,164.0,4310024
2025-03-11,156.7899627685547,157.99000549316406,159.39999389648438,155.14999389648438,157.10000610351562,2734358
2025-03-12,155.3013458251953,156.49000549316406,159.74000549316406,154.61000061035156,158.24000549316406,3303576
2025-03-13,152.3936004638672,153.55999755859375,157.39999389648438,153.22999572753906,157.10000610351562,2171253
2025-03-17,161.4344024658203,162.6699981689453,163.22000122070312,153.36000061035156,153.6999969482422,16416328
2025-03-18,161.4344024658203,162.6699981689453,162.6699981689453,162.6699981689453,162.6699981689453,0
2025-03-19,166.68423461914062,167.9600067138672,169.0,162.3300018310547,163.3300018310547,4509322
2025-03-20,166.30711364746094,167.5800018310547,169.10000610351562,165.6999969482422,168.0,3327739
