date_,adj close_ltfoods.ns,close_ltfoods.ns,high_ltfoods.ns,low_ltfoods.ns,open_ltfoods.ns,volume_ltfoods.ns
2024-06-21,266.8361511230469,269.3999938964844,271.45001220703125,265.32000732421875,269.0,1017084
2024-06-24,266.08343505859375,268.6400146484375,275.0,265.8299865722656,274.79998779296875,712255
2024-06-25,260.9229736328125,263.42999267578125,272.0,262.1000061035156,268.6400146484375,611566
2024-06-26,255.1187286376953,257.57000732421875,264.1300048828125,255.14999389648438,261.20001220703125,928434
2024-06-27,253.672607421875,256.1099853515625,264.0,254.35000610351562,257.5,578017
2024-06-28,253.8013916015625,256.239990234375,260.5,255.2100067138672,256.3399963378906,631044
2024-07-01,259.70465087890625,262.20001220703125,265.95001220703125,256.25,259.45001220703125,744169
2024-07-02,260.89324951171875,263.3999938964844,266.8500061035156,259.1000061035156,263.45001220703125,758166
2024-07-03,252.5731964111328,255.0,264.70001220703125,253.75,263.25,890687
2024-07-04,250.3446044921875,252.75,257.75,252.0500030517578,257.75,518920
2024-07-05,256.9313049316406,259.3999938964844,260.0,244.85000610351562,252.0,1895692
2024-07-08,256.1389465332031,258.6000061035156,265.3999938964844,257.0,261.20001220703125,909828
2024-07-09,271.4914245605469,274.1000061035156,296.0,270.5,296.0,10847800
2024-07-10,271.8381042480469,274.45001220703125,280.5,270.04998779296875,274.95001220703125,2843479
2024-07-11,277.83050537109375,280.5,282.54998779296875,270.29998779296875,272.45001220703125,1228836
2024-07-12,283.9219665527344,286.6499938964844,297.5,285.0,295.0,4624456
2024-07-15,289.71630859375,292.5,295.0,283.95001220703125,287.8500061035156,1882594
2024-07-16,289.5677490234375,292.3500061035156,295.25,288.6000061035156,293.04998779296875,884259
2024-07-18,289.5182189941406,292.29998779296875,298.0,290.29998779296875,292.3500061035156,1917010
2024-07-19,282.4362487792969,285.1499938964844,293.3999938964844,281.45001220703125,291.04998779296875,1100887
2024-07-22,282.5353088378906,285.25,287.45001220703125,280.1000061035156,281.5,508850
2024-07-23,292.4896545410156,295.29998779296875,301.25,264.54998779296875,287.54998779296875,1545648
2024-07-24,288.08203125,290.8500061035156,296.5,290.0,292.1000061035156,492523
2024-07-25,287.2895812988281,290.04998779296875,295.5,283.8999938964844,290.0,1616975
2024-07-26,285.0610046386719,287.79998779296875,295.0,285.3500061035156,294.5,533830
2024-07-29,283.3276672363281,286.04998779296875,291.5,284.29998779296875,289.1000061035156,518170
2024-07-30,289.71630859375,292.5,299.0,285.25,286.04998779296875,1514860
2024-07-31,290.11248779296875,292.8999938964844,295.0,289.0,294.45001220703125,581150
2024-08-01,304.0287780761719,306.95001220703125,312.5,289.0,293.70001220703125,3436418
2024-08-02,304.9202575683594,307.8500061035156,315.6000061035156,302.0,304.0,1941722
2024-08-05,292.5391540527344,295.3500061035156,305.0,290.3500061035156,302.1000061035156,1555091
2024-08-06,295.1188049316406,297.45001220703125,300.79998779296875,293.3500061035156,295.0,800711
2024-08-07,301.27020263671875,303.6499938964844,311.79998779296875,294.95001220703125,300.5,1449675
2024-08-08,304.9908447265625,307.3999938964844,317.3999938964844,303.75,304.0,1362259
2024-08-09,306.1814270019531,308.6000061035156,313.5,305.20001220703125,313.0,634600
2024-08-12,303.2545471191406,305.6499938964844,311.70001220703125,303.0,306.8999938964844,537489
2024-08-13,301.61749267578125,304.0,313.6499938964844,301.25,307.25,600708
2024-08-14,310.6461486816406,313.1000061035156,314.6499938964844,301.45001220703125,304.0,967807
2024-08-16,327.8601989746094,330.45001220703125,332.5,315.0,315.6499938964844,2260791
2024-08-19,336.4424133300781,339.1000061035156,342.0,325.79998779296875,330.70001220703125,1319862
2024-08-20,337.6826171875,340.3500061035156,341.95001220703125,333.0,339.8500061035156,902281
2024-08-21,350.7295227050781,353.5,354.6000061035156,338.3500061035156,339.0,1254112
2024-08-22,343.0898742675781,345.79998779296875,359.6000061035156,344.0,354.04998779296875,971908
2024-08-23,359.90704345703125,362.75,364.0,345.79998779296875,347.8999938964844,2538273
2024-08-26,368.2908020019531,371.20001220703125,376.75,361.25,362.75,1565305
2024-08-28,368.8861083984375,371.79998779296875,379.8999938964844,370.29998779296875,373.54998779296875,530548
2024-08-29,366.951416015625,369.8500061035156,376.3999938964844,366.1000061035156,371.6000061035156,681903
2024-08-30,376.4265441894531,379.3999938964844,379.95001220703125,368.0,370.0,1587107
2024-09-02,381.8338317871094,384.8500061035156,389.95001220703125,379.54998779296875,382.79998779296875,1152835
2024-09-03,401.52825927734375,404.70001220703125,410.0,384.1000061035156,385.04998779296875,2654474
2024-09-04,394.5830993652344,397.70001220703125,407.6499938964844,392.1499938964844,405.0,1488568
2024-09-05,413.1365661621094,416.3999938964844,418.70001220703125,396.95001220703125,398.0,1982378
2024-09-06,398.1548767089844,401.29998779296875,418.1000061035156,397.0,418.1000061035156,2645037
2024-09-09,385.75286865234375,388.79998779296875,402.0,384.04998779296875,402.0,1152714
2024-09-10,400.4864807128906,403.6499938964844,405.0,392.0,393.1499938964844,1410895
2024-09-11,407.2331848144531,410.45001220703125,415.0,401.20001220703125,412.8500061035156,1692214
2024-09-12,398.5021667480469,401.6499938964844,414.5,397.75,414.04998779296875,742540
2024-09-13,404.4055480957031,407.6000061035156,408.8500061035156,400.6000061035156,404.5,606205
2024-09-16,430.7474365234375,434.1499938964844,447.54998779296875,423.04998779296875,427.0,5188737
2024-09-17,437.509765625,439.95001220703125,447.95001220703125,432.0,434.8999938964844,2648585
2024-09-18,417.7201232910156,420.04998779296875,444.29998779296875,416.8999938964844,441.0,2347064
2024-09-19,424.18408203125,426.54998779296875,431.95001220703125,410.54998779296875,420.04998779296875,1847623
2024-09-20,430.05133056640625,432.45001220703125,439.0,411.1499938964844,429.6000061035156,5169061
2024-09-23,429.9518737792969,432.3500061035156,436.5,429.95001220703125,430.0,661459
2024-09-24,430.846923828125,433.25,440.0,431.0,431.0,581414
2024-09-25,417.3223571777344,419.6499938964844,442.3999938964844,417.8999938964844,434.6000061035156,1513570
2024-09-26,401.6596984863281,403.8999938964844,420.6000061035156,402.5,420.0,800222
2024-09-27,393.3063049316406,395.5,410.54998779296875,393.04998779296875,399.0,706480
2024-09-30,396.33935546875,398.54998779296875,412.3500061035156,396.0,404.79998779296875,1228681
2024-10-01,396.8863525390625,399.1000061035156,405.3500061035156,397.20001220703125,401.8500061035156,438095
2024-10-03,391.9140930175781,394.1000061035156,402.5,390.3500061035156,395.1499938964844,553597
2024-10-04,390.2732238769531,392.45001220703125,400.6000061035156,382.1000061035156,394.1000061035156,592596
2024-10-07,380.2292175292969,382.3500061035156,400.6000061035156,372.0,400.6000061035156,1127063
2024-10-08,394.2012634277344,396.3999938964844,398.0,374.54998779296875,375.0,824176
2024-10-09,397.13494873046875,399.3500061035156,409.0,396.5,396.95001220703125,847812
2024-10-10,397.2840881347656,399.5,405.25,396.3500061035156,401.70001220703125,283767
2024-10-11,399.9691467285156,402.20001220703125,405.70001220703125,397.79998779296875,398.29998779296875,337189
2024-10-14,397.4830017089844,399.70001220703125,401.5,386.0,389.79998779296875,707528
2024-10-15,413.1456604003906,415.45001220703125,417.0,398.5,400.6499938964844,890701
2024-10-16,418.4659729003906,420.79998779296875,423.79998779296875,408.29998779296875,414.6499938964844,688178
2024-10-17,415.03509521484375,417.3500061035156,427.79998779296875,411.75,420.5,879587
2024-10-18,416.72564697265625,419.04998779296875,421.1000061035156,410.0,417.5,934061
2024-10-21,410.4109191894531,412.70001220703125,425.0,407.29998779296875,420.8999938964844,1333871
2024-10-22,408.1733703613281,410.45001220703125,412.70001220703125,401.6499938964844,408.95001220703125,895017
2024-10-23,403.9966735839844,406.25,415.25,390.3500061035156,415.25,959925
2024-10-24,350.2464599609375,352.20001220703125,414.95001220703125,343.29998779296875,410.1499938964844,4009945
2024-10-25,348.9039611816406,350.8500061035156,373.29998779296875,338.0,352.20001220703125,2608941
2024-10-28,368.49468994140625,370.54998779296875,374.95001220703125,344.95001220703125,350.8500061035156,1659922
2024-10-29,374.0138854980469,376.1000061035156,380.0,366.04998779296875,369.0,1894222
2024-10-31,388.03570556640625,390.20001220703125,394.1499938964844,378.04998779296875,378.95001220703125,510928
2024-11-01,396.43878173828125,398.6499938964844,405.0,394.79998779296875,397.54998779296875,158310
2024-11-04,397.3835754394531,399.6000061035156,400.0,387.79998779296875,398.6499938964844,576560
2024-11-06,394.151611328125,396.3500061035156,400.0,384.04998779296875,384.04998779296875,1207441
2024-11-07,387.9362487792969,390.1000061035156,406.8500061035156,386.20001220703125,400.25,1046367
2024-11-08,380.2789306640625,382.3999938964844,392.95001220703125,378.1000061035156,390.04998779296875,533056
2024-11-11,369.0913391113281,371.1499938964844,383.45001220703125,370.0,381.5,415733
2024-11-12,356.26287841796875,358.25,380.0,356.0,372.1499938964844,856664
2024-11-13,363.4726867675781,365.5,371.95001220703125,353.04998779296875,359.70001220703125,927633
2024-11-14,353.2298278808594,355.20001220703125,369.75,354.0,366.5,895400
2024-11-18,341.445556640625,343.3500061035156,355.3999938964844,340.70001220703125,355.20001220703125,875979
2024-11-19,338.66107177734375,340.54998779296875,354.3500061035156,337.79998779296875,344.6000061035156,808162
2024-11-21,349.10284423828125,351.04998779296875,353.3500061035156,332.20001220703125,336.6000061035156,1121455
2024-11-22,346.5669860839844,348.5,352.45001220703125,346.1000061035156,351.45001220703125,327925
2024-11-25,352.682861328125,354.6499938964844,356.5,348.1000061035156,349.95001220703125,613382
2024-11-26,360.3401794433594,362.3500061035156,375.0,355.79998779296875,367.95001220703125,1124287
2024-11-27,379.38397216796875,381.5,384.6499938964844,362.3500061035156,365.0,884470
2024-11-28,389.12957763671875,391.29998779296875,395.95001220703125,379.3500061035156,382.8999938964844,1008182
2024-11-29,394.8974304199219,397.1000061035156,399.75,384.5,393.0,694348
2024-12-02,399.57135009765625,401.79998779296875,407.25,391.1000061035156,397.1000061035156,833225
2024-12-03,411.2064514160156,413.5,415.0,397.79998779296875,401.79998779296875,655366
2024-12-04,418.1178894042969,420.45001220703125,426.0,410.29998779296875,416.3999938964844,1387314
2024-12-05,424.7807312011719,427.1499938964844,428.45001220703125,422.5,422.70001220703125,510307
2024-12-06,425.6757507324219,428.04998779296875,430.70001220703125,420.8999938964844,427.0,612751
2024-12-09,439.1506042480469,441.6000061035156,442.79998779296875,428.0,429.45001220703125,766165
2024-12-10,437.0622253417969,439.5,451.6000061035156,435.0,442.25,847136
2024-12-11,424.88018798828125,427.25,439.5,422.8500061035156,439.5,718282
2024-12-12,432.7363586425781,435.1499938964844,439.75,425.29998779296875,426.79998779296875,587346
2024-12-13,429.1065979003906,431.5,445.0,428.0,434.0,957784
2024-12-16,415.432861328125,417.75,432.79998779296875,416.29998779296875,431.5,400446
2024-12-17,427.8138427734375,430.20001220703125,432.0,419.20001220703125,421.20001220703125,670810
2024-12-18,422.6923828125,425.04998779296875,427.6499938964844,415.20001220703125,427.3999938964844,472356
2024-12-19,416.3775939941406,418.70001220703125,424.5,413.1000061035156,416.5,350980
2024-12-20,409.9136962890625,412.20001220703125,422.0,408.25,418.75,557623
2024-12-23,399.91937255859375,402.1499938964844,419.1499938964844,398.1000061035156,415.95001220703125,490862
2024-12-24,401.4608154296875,403.70001220703125,408.45001220703125,399.20001220703125,401.95001220703125,339376
2024-12-26,398.1293640136719,400.3500061035156,404.8999938964844,397.0,404.0,254276
2024-12-27,400.5160827636719,402.75,407.0,399.0,399.0,292500
2024-12-30,419.5598449707031,421.8999938964844,423.6000061035156,403.45001220703125,403.45001220703125,886084
2024-12-31,416.7754211425781,419.1000061035156,424.75,411.6499938964844,422.0,385764
2025-01-01,429.85247802734375,432.25,437.5,420.04998779296875,422.1000061035156,951725
2025-01-02,428.26129150390625,430.6499938964844,441.75,427.5,434.3999938964844,512094
2025-01-03,428.758544921875,431.1499938964844,434.8999938964844,428.0,430.54998779296875,366248
2025-01-06,404.4939270019531,406.75,430.6000061035156,401.3500061035156,430.6000061035156,702781
2025-01-07,424.4823913574219,426.8500061035156,433.5,406.0,406.75,898168
2025-01-08,414.28924560546875,416.6000061035156,428.8500061035156,413.1499938964844,428.5,318575
2025-01-09,407.42755126953125,409.70001220703125,419.6499938964844,408.1000061035156,419.6499938964844,287255
2025-01-10,400.5160827636719,402.75,409.45001220703125,387.54998779296875,407.5,1162553
2025-01-13,383.90869140625,386.04998779296875,414.1499938964844,383.04998779296875,403.0,748544
2025-01-14,386.444580078125,388.6000061035156,396.0,380.3500061035156,393.0,329325
2025-01-15,398.3282775878906,400.54998779296875,403.5,388.04998779296875,388.04998779296875,424506
2025-01-16,398.72607421875,400.95001220703125,407.0,400.0,405.8999938964844,205782
2025-01-17,393.5549011230469,395.75,401.3999938964844,394.3500061035156,400.0,141783
2025-01-20,396.43878173828125,398.6499938964844,400.0,389.0,396.0,265443
2025-01-21,385.2015075683594,387.3500061035156,402.8999938964844,385.5,396.5,334630
2025-01-22,388.5329284667969,390.70001220703125,392.95001220703125,378.8500061035156,388.3500061035156,350241
2025-01-23,398.3282775878906,400.54998779296875,402.95001220703125,386.0,390.20001220703125,234514
2025-01-24,397.13494873046875,399.3500061035156,406.8500061035156,395.45001220703125,402.20001220703125,550779
2025-01-27,368.2460632324219,370.29998779296875,397.3999938964844,362.1000061035156,396.5,1553935
2025-01-28,354.8209533691406,356.79998779296875,374.25,326.04998779296875,370.29998779296875,1308928
2025-01-29,369.6383056640625,371.70001220703125,373.95001220703125,356.70001220703125,360.3500061035156,457540
2025-01-30,366.80413818359375,368.8500061035156,376.8500061035156,354.8999938964844,373.0,433642
2025-01-31,387.9362487792969,390.1000061035156,392.5,365.54998779296875,368.8999938964844,562633
2025-02-01,383.162841796875,385.29998779296875,393.95001220703125,378.75,385.1499938964844,314698
2025-02-03,369.1908264160156,371.25,393.0,366.5,385.29998779296875,513321
2025-02-04,383.18170166015625,384.79998779296875,386.20001220703125,373.1499938964844,376.29998779296875,487360
2025-02-05,392.59197998046875,394.25,397.0,382.0,385.3500061035156,372637
2025-02-06,399.3135681152344,401.0,402.6499938964844,386.25,394.0,353364
2025-02-07,398.71612548828125,400.3999938964844,404.95001220703125,390.70001220703125,400.04998779296875,328887
2025-02-10,395.0814514160156,396.75,411.3999938964844,386.6000061035156,400.0,656909
2025-02-11,380.14453125,381.75,397.5,378.1499938964844,395.1499938964844,405082
2025-02-12,389.5050048828125,391.1499938964844,397.6000061035156,371.79998779296875,381.70001220703125,584996
2025-02-13,391.8451232910156,393.5,406.25,391.0,392.0,573578
2025-02-14,385.02392578125,386.6499938964844,399.20001220703125,382.04998779296875,394.6499938964844,584236
2025-02-17,375.0162048339844,376.6000061035156,387.95001220703125,367.04998779296875,383.29998779296875,567174
2025-02-18,360.5273742675781,362.04998779296875,385.0,359.04998779296875,376.6000061035156,442554
2025-02-19,383.8787841796875,385.5,387.0,358.5,362.0,477046
2025-02-20,380.2939147949219,381.8999938964844,389.8500061035156,378.54998779296875,381.0,416005
2025-02-21,374.6676940917969,376.25,389.79998779296875,372.20001220703125,383.95001220703125,384878
2025-02-24,366.352783203125,367.8999938964844,375.45001220703125,360.04998779296875,374.0,342254
2025-02-25,355.6977844238281,357.20001220703125,371.70001220703125,355.04998779296875,368.6499938964844,386428
2025-02-27,352.0133361816406,353.5,358.95001220703125,348.1000061035156,356.75,345999
2025-02-28,338.12200927734375,339.54998779296875,350.8500061035156,329.54998779296875,348.54998779296875,1389102
2025-03-03,332.9438781738281,334.3500061035156,340.75,316.0,335.0,1100357
2025-03-04,318.1563415527344,319.5,334.5,318.0,327.8999938964844,922846
2025-03-05,335.8316955566406,337.25,339.3999938964844,321.3500061035156,322.54998779296875,910533
2025-03-06,348.3786926269531,349.8500061035156,357.79998779296875,338.0,338.0,782328
2025-03-07,348.5778503417969,350.04998779296875,356.5,349.0,350.29998779296875,374629
2025-03-10,347.6318664550781,349.1000061035156,362.75,345.54998779296875,352.8500061035156,704181
2025-03-11,342.9516296386719,344.3999938964844,349.20001220703125,337.04998779296875,337.04998779296875,330700
2025-03-12,340.3127746582031,341.75,348.0,340.54998779296875,344.8500061035156,240666
2025-03-13,333.1430358886719,334.54998779296875,344.04998779296875,330.0,344.0,350927
2025-03-17,340.1634216308594,341.6000061035156,347.79998779296875,334.54998779296875,335.0,437763
2025-03-18,355.8969421386719,357.3999938964844,358.75,343.20001220703125,344.8999938964844,463408
2025-03-19,370.28619384765625,371.8500061035156,374.95001220703125,358.3500061035156,361.0,600842
2025-03-20,374.2693786621094,375.8500061035156,381.95001220703125,373.0,374.45001220703125,528138
2025-03-21,379.6964111328125,381.29998779296875,385.0,372.1499938964844,378.8999938964844,332710
2025-03-24,388.11090087890625,389.75,393.8500061035156,384.25,384.70001220703125,423621
2025-03-25,370.3359680175781,371.8999938964844,393.79998779296875,369.8500061035156,389.75,484223
2025-03-26,363.2160339355469,364.75,381.0,364.0,373.0,350616
2025-03-27,375.1655578613281,376.75,388.0,358.1499938964844,366.54998779296875,1533872
2025-03-28,379.397705078125,381.0,396.0,377.8500061035156,380.3999938964844,1072820
2025-04-01,360.87591552734375,362.3999938964844,388.6000061035156,361.1499938964844,382.75,1006477
2025-04-02,368.3443908691406,369.8999938964844,373.25,345.45001220703125,362.8999938964844,1226158
2025-04-03,365.1080322265625,366.6499938964844,368.1000061035156,358.8500061035156,361.0,584824
2025-04-04,351.2664794921875,352.75,368.20001220703125,349.79998779296875,365.0,641588
2025-04-07,335.4333801269531,336.8500061035156,341.0,288.25,293.79998779296875,688475
2025-04-08,339.56591796875,341.0,352.79998779296875,340.1000061035156,342.79998779296875,309490
2025-04-09,319.9985656738281,321.3500061035156,333.0,308.0,333.0,3656454
2025-04-11,352.8597717285156,354.3500061035156,356.70001220703125,333.0,350.5,3522923
2025-04-15,358.9839172363281,360.5,363.3999938964844,354.25,356.70001220703125,834614
2025-04-16,349.8724060058594,351.3500061035156,364.3500061035156,350.20001220703125,360.5,490902
2025-04-17,355.7475891113281,357.25,361.0,350.0,350.20001220703125,723388
2025-04-21,355.8969421386719,357.3999938964844,362.8999938964844,347.04998779296875,360.0,1024151
2025-04-22,359.6809997558594,361.20001220703125,367.75,357.3999938964844,357.3999938964844,860246
2025-04-23,366.6017150878906,368.1499938964844,374.95001220703125,361.75,365.8500061035156,667323
