date_,adj close_happstmnds.ns,close_happstmnds.ns,high_happstmnds.ns,low_happstmnds.ns,open_happstmnds.ns,volume_happstmnds.ns
2024-07-02,819.108642578125,830.9500122070312,839.9500122070312,829.2999877929688,837.0,1267114
2024-07-03,813.9827270507812,825.75,836.9000244140625,824.1500244140625,836.0,476253
2024-07-04,820.4886474609375,832.3499755859375,849.4000244140625,828.0,829.0,1313065
2024-07-05,814.869873046875,826.6500244140625,834.5999755859375,824.0999755859375,828.5999755859375,648646
2024-07-08,810.4340209960938,822.1500244140625,833.7999877929688,820.0,833.7999877929688,550059
2024-07-09,809.7439575195312,821.4500122070312,826.25,820.0,822.0,413086
2024-07-10,802.350830078125,813.9500122070312,824.0,808.0,821.4500122070312,526498
2024-07-11,801.463623046875,813.0499877929688,822.0,812.0,819.6500244140625,357886
2024-07-12,818.61572265625,830.4500122070312,837.3499755859375,816.2999877929688,823.75,1767594
2024-07-15,813.8840942382812,825.6500244140625,838.0,822.2000122070312,837.0,595772
2024-07-16,816.2991943359375,828.0999755859375,837.7999877929688,819.2999877929688,825.6500244140625,983564
2024-07-18,816.594970703125,828.4000244140625,831.9500122070312,817.0,824.0,973743
2024-07-19,803.2379760742188,814.8499755859375,834.5,811.7999877929688,832.0999755859375,743275
2024-07-22,793.6762084960938,805.1500244140625,814.0,803.2000122070312,808.0,388451
2024-07-23,800.8229370117188,812.4000244140625,819.9500122070312,791.0,814.0,925403
2024-07-24,816.052734375,827.8499755859375,834.0,808.9500122070312,812.9500122070312,865522
2024-07-25,805.3573608398438,817.0,822.75,815.0,820.0,289210
2024-07-26,806.8360595703125,818.5,826.0,815.0999755859375,819.9000244140625,420767
2024-07-29,802.9423217773438,814.5499877929688,827.4500122070312,812.0,824.9000244140625,423513
2024-07-30,805.3573608398438,817.0,822.7000122070312,811.0999755859375,814.8499755859375,373989
2024-07-31,801.6607666015625,813.25,821.9500122070312,812.5999755859375,818.4500122070312,358022
2024-08-01,801.2664794921875,812.8499755859375,823.7000122070312,810.0,819.7000122070312,481848
2024-08-02,794.51416015625,806.0,810.7000122070312,805.4500122070312,808.7999877929688,392389
2024-08-05,762.9701538085938,774.0,800.0,772.7999877929688,790.0,885200
2024-08-06,766.3217163085938,777.4000244140625,793.2999877929688,775.0,780.9000244140625,325265
2024-08-07,767.01171875,778.0999755859375,786.0,775.0499877929688,781.0,368621
2024-08-08,766.2230834960938,777.2999877929688,784.5,775.1500244140625,778.0999755859375,354572
2024-08-09,765.3359985351562,776.4000244140625,789.0,775.0499877929688,787.0,275622
2024-08-12,761.6394653320312,772.6500244140625,777.75,767.1500244140625,776.4000244140625,440268
2024-08-13,743.8959350585938,754.6500244140625,767.0,751.0,765.0,1356106
2024-08-14,740.6922607421875,751.4000244140625,761.8499755859375,749.0999755859375,754.7999877929688,422076
2024-08-16,755.1827392578125,766.0999755859375,774.5999755859375,761.0,762.0,465241
2024-08-19,762.2308349609375,773.25,776.0,764.6500244140625,771.0,356096
2024-08-20,775.0949096679688,786.2999877929688,796.0,776.0499877929688,778.0,665457
2024-08-21,789.9796752929688,801.4000244140625,804.2000122070312,786.3499755859375,787.6500244140625,725735
2024-08-22,785.4452514648438,796.7999877929688,806.9000244140625,795.0,806.9000244140625,332339
2024-08-23,778.4957275390625,789.75,801.0,787.75,800.0,285729
2024-08-26,792.6905517578125,804.1500244140625,809.9000244140625,790.3499755859375,790.3499755859375,734111
2024-08-27,794.51416015625,806.0,813.5,804.0499877929688,805.0,391253
2024-08-28,800.8229370117188,812.4000244140625,829.9000244140625,806.0,806.0499877929688,1256177
2024-08-29,791.8526000976562,803.2999877929688,815.6500244140625,801.0499877929688,812.5,354867
2024-08-30,800.724365234375,812.2999877929688,814.5,802.4000244140625,809.9500122070312,472644
2024-09-02,799.5907592773438,811.1500244140625,825.7999877929688,810.0,812.2999877929688,535637
2024-09-03,798.358642578125,809.9000244140625,817.9000244140625,807.0,817.9000244140625,304308
2024-09-04,789.9303588867188,801.3499755859375,809.9000244140625,792.0,799.7999877929688,388952
2024-09-05,790.1275024414062,801.5499877929688,813.3499755859375,800.0999755859375,804.9500122070312,293157
2024-09-06,794.7113037109375,806.2000122070312,824.0,803.2999877929688,809.0,733840
2024-09-09,786.3324584960938,797.7000122070312,805.0,794.5999755859375,800.0,325918
2024-09-10,801.02001953125,812.5999755859375,814.7999877929688,802.0999755859375,802.0999755859375,444063
2024-09-11,798.1121215820312,809.6500244140625,819.0,808.0,815.0,436996
2024-09-12,810.779052734375,822.5,833.0,808.1500244140625,816.0,1690180
2024-09-13,809.1032104492188,820.7999877929688,826.7999877929688,820.0,824.0,393345
2024-09-16,796.2392578125,807.75,824.9500122070312,806.1500244140625,822.9500122070312,287038
2024-09-17,791.8032836914062,803.25,807.0,801.25,807.0,267127
2024-09-18,781.7487182617188,793.0499877929688,803.9000244140625,791.0,801.5,402022
2024-09-19,780.9107666015625,792.2000122070312,802.7000122070312,779.0,800.9000244140625,402679
2024-09-20,788.599609375,800.0,804.0999755859375,789.0,793.8499755859375,318033
2024-09-23,782.3894653320312,793.7000122070312,805.9500122070312,791.5499877929688,800.25,295744
2024-09-24,782.1429443359375,793.4500122070312,803.7999877929688,791.7000122070312,793.7000122070312,454926
2024-09-25,780.27001953125,791.5499877929688,797.1500244140625,788.5999755859375,795.5999755859375,414072
2024-09-26,787.2689208984375,798.6500244140625,802.4500122070312,787.5,788.0,330868
2024-09-27,787.515380859375,798.9000244140625,810.0,793.2999877929688,804.4500122070312,749414
2024-09-30,796.8799438476562,808.4000244140625,812.5499877929688,792.1500244140625,794.7000122070312,685396
2024-10-01,793.9719848632812,805.4500122070312,813.4000244140625,801.5499877929688,805.1500244140625,219279
2024-10-03,786.0366821289062,797.4000244140625,804.0,793.0,801.5,396633
2024-10-04,789.1910400390625,800.5999755859375,809.9500122070312,785.0999755859375,792.0,515176
2024-10-07,786.2830810546875,797.6500244140625,807.4000244140625,778.2999877929688,800.9500122070312,581210
2024-10-08,786.480224609375,797.8499755859375,800.4000244140625,788.0999755859375,796.9000244140625,225786
2024-10-09,793.5776977539062,805.0499877929688,809.0,799.8499755859375,799.9000244140625,301849
2024-10-10,797.6685791015625,809.2000122070312,812.0,801.0,807.1500244140625,310197
2024-10-11,789.3389892578125,800.75,810.0,800.0,810.0,168667
2024-10-14,794.1198120117188,805.5999755859375,807.4500122070312,796.0999755859375,800.0,220769
2024-10-15,784.2623291015625,795.5999755859375,808.8499755859375,793.3499755859375,802.0499877929688,204663
2024-10-16,789.3882446289062,800.7999877929688,805.7000122070312,795.0499877929688,795.5999755859375,198548
2024-10-17,790.9655151367188,802.4000244140625,809.7999877929688,796.6500244140625,800.9000244140625,353903
2024-10-18,784.903076171875,796.25,804.7000122070312,794.0,800.0,234601
2024-10-21,777.1156616210938,788.3499755859375,799.0,785.0,797.0,422301
2024-10-22,763.3151245117188,774.3499755859375,798.2000122070312,771.2000122070312,788.9500122070312,315641
2024-10-23,766.1245727539062,777.2000122070312,787.5999755859375,761.9500122070312,774.2999877929688,301753
2024-10-24,764.103759765625,775.1500244140625,785.7999877929688,771.1500244140625,780.0499877929688,877232
2024-10-25,757.7456665039062,768.7000122070312,782.0,753.5999755859375,776.0,478173
2024-10-28,755.9713745117188,766.9000244140625,774.0,758.0,772.9500122070312,341387
2024-10-29,751.4368286132812,762.2999877929688,777.5499877929688,761.0499877929688,775.0,683660
2024-10-30,757.94287109375,768.9000244140625,774.0,762.2999877929688,762.2999877929688,289192
2024-10-31,753.7040405273438,764.5999755859375,775.7000122070312,760.0,770.0,204207
2024-11-01,758.1893310546875,769.1500244140625,775.75,768.0,775.0,60123
2024-11-04,746.3602905273438,757.1500244140625,770.2999877929688,755.75,769.2000122070312,167442
2024-11-05,752.6690673828125,763.5499877929688,767.9500122070312,754.25,757.0,526973
2024-11-06,773.4190673828125,784.5999755859375,786.9500122070312,766.0,766.0,382402
2024-11-07,781.8965454101562,793.2000122070312,795.0,780.0,786.9500122070312,248652
2024-11-08,759.2243041992188,770.2000122070312,794.7999877929688,768.0499877929688,790.0499877929688,228201
2024-11-11,751.7819213867188,762.6500244140625,770.2000122070312,762.0999755859375,770.2000122070312,328969
2024-11-12,746.3109130859375,757.0999755859375,770.0,755.5,765.0499877929688,223724
2024-11-13,739.164306640625,749.8499755859375,764.0999755859375,741.4000244140625,741.4000244140625,984270
2024-11-14,725.3145141601562,735.7999877929688,758.5999755859375,732.0,744.5,503025
2024-11-18,713.1897583007812,723.5,744.0,721.2000122070312,736.2000122070312,996368
2024-11-19,726.0045776367188,736.5,747.5,723.4500122070312,723.5,401917
2024-11-21,709.9368286132812,720.2000122070312,736.5,718.0,736.0,215158
2024-11-22,711.0704345703125,721.3499755859375,726.1500244140625,718.0,718.0,210945
2024-11-25,712.8447875976562,723.1500244140625,735.7000122070312,721.3499755859375,735.0,228576
2024-11-26,716.689208984375,727.0499877929688,734.0,724.0,727.0499877929688,173857
2024-11-27,722.178955078125,730.0999755859375,737.0499877929688,725.0,732.7999877929688,818891
2024-11-28,717.0848999023438,724.9500122070312,734.9000244140625,723.2000122070312,734.9000244140625,273673
2024-11-29,715.4527587890625,723.2999877929688,731.0,721.5999755859375,729.9500122070312,209753
2024-12-02,762.0418090820312,770.4000244140625,775.25,721.3499755859375,726.9000244140625,3993483
2024-12-03,745.4240112304688,753.5999755859375,787.6500244140625,751.75,771.0,1001210
2024-12-04,741.3684692382812,749.5,759.8499755859375,746.7000122070312,755.0999755859375,317607
2024-12-05,752.2491455078125,760.5,772.0,751.5,751.5,546906
2024-12-06,749.6773681640625,757.9000244140625,766.9000244140625,755.7999877929688,760.5,239511
2024-12-09,753.831787109375,762.0999755859375,771.9000244140625,758.0,760.1500244140625,348424
2024-12-10,753.23828125,761.5,777.75,757.2000122070312,763.0,735186
2024-12-11,751.4578857421875,759.7000122070312,768.0,758.0999755859375,763.0,157136
2024-12-12,740.9727783203125,749.0999755859375,765.0,746.0,763.0,235825
2024-12-13,737.31298828125,745.4000244140625,749.9000244140625,736.4000244140625,748.4500122070312,180268
2024-12-16,735.334716796875,743.4000244140625,753.0,741.4000244140625,745.4000244140625,198563
2024-12-17,732.5650634765625,740.5999755859375,749.9500122070312,738.4500122070312,744.0,180157
2024-12-18,724.0089111328125,731.9500122070312,744.5999755859375,731.0,739.4500122070312,160179
2024-12-19,717.6288452148438,725.5,729.5999755859375,722.5499877929688,725.0,174207
2024-12-20,692.65283203125,700.25,735.1500244140625,691.8499755859375,731.2000122070312,696095
2024-12-23,692.1088256835938,699.7000122070312,712.7000122070312,696.2999877929688,706.5999755859375,224588
2024-12-24,693.1968994140625,700.7999877929688,706.7000122070312,696.3499755859375,699.7000122070312,159055
2024-12-26,694.6805419921875,702.2999877929688,718.1500244140625,700.0,700.7999877929688,325165
2024-12-27,692.8506469726562,700.4500122070312,704.75,700.0499877929688,703.4500122070312,115248
2024-12-30,741.5663452148438,749.7000122070312,773.7999877929688,696.0499877929688,700.7999877929688,7580212
2024-12-31,726.778564453125,734.75,745.4000244140625,730.0,740.0,520969
2025-01-01,717.1837768554688,725.0499877929688,738.1500244140625,723.0499877929688,734.7000122070312,269205
2025-01-02,717.233154296875,725.0999755859375,732.4500122070312,722.4500122070312,730.1500244140625,193246
2025-01-03,730.0921630859375,738.0999755859375,747.0,723.0999755859375,725.0499877929688,695023
2025-01-06,704.374267578125,712.0999755859375,739.7999877929688,707.0,738.0999755859375,328121
2025-01-07,716.2935791015625,724.1500244140625,725.9500122070312,714.4000244140625,714.4000244140625,250079
2025-01-08,709.8145751953125,717.5999755859375,728.0999755859375,712.4500122070312,721.0499877929688,201581
2025-01-09,700.4176635742188,708.0999755859375,722.8499755859375,705.0999755859375,717.5999755859375,138563
2025-01-10,698.9834594726562,706.6500244140625,717.0,700.3499755859375,707.5499877929688,325317
2025-01-13,710.704833984375,718.5,734.9000244140625,700.0,702.9000244140625,1800365
2025-01-14,704.9677734375,712.7000122070312,726.0,710.2000122070312,712.0,333900
2025-01-15,716.2440795898438,724.0999755859375,732.9000244140625,714.1500244140625,715.5499877929688,273047
2025-01-16,714.4635620117188,722.2999877929688,745.0,720.0,745.0,302633
2025-01-17,711.4466552734375,719.25,727.8499755859375,715.7999877929688,725.0,740829
2025-01-20,713.029296875,720.8499755859375,730.7000122070312,717.4000244140625,720.0,724624
2025-01-21,709.5672607421875,717.3499755859375,729.9000244140625,716.0,724.9000244140625,183957
2025-01-22,708.1824951171875,715.9500122070312,719.9000244140625,708.0,715.3499755859375,156970
2025-01-23,708.3308715820312,716.0999755859375,728.7000122070312,713.8499755859375,715.5,547241
2025-01-24,699.428466796875,707.0999755859375,718.0999755859375,703.5999755859375,717.9000244140625,155418
2025-01-27,681.0303344726562,688.5,712.9000244140625,685.0,701.0,342987
2025-01-28,664.511474609375,671.7999877929688,696.9500122070312,665.5,688.0,552014
2025-01-29,689.0424194335938,696.5999755859375,700.0,672.5999755859375,672.5999755859375,279869
2025-01-30,684.7890625,692.2999877929688,705.0,688.0,696.0999755859375,118025
2025-01-31,681.1292114257812,688.5999755859375,701.9500122070312,685.1500244140625,685.1500244140625,289670
2025-02-01,688.7456665039062,696.2999877929688,711.4500122070312,691.0499877929688,699.1500244140625,177800
2025-02-03,707.0449829101562,714.7999877929688,727.0,700.0,700.0,1162748
2025-02-04,700.8133544921875,708.5,723.75,697.5,720.7000122070312,228279
2025-02-05,692.5044555664062,700.0999755859375,704.0,695.0,701.0,375205
2025-02-06,681.426025390625,688.9000244140625,707.0499877929688,684.0,701.0,298650
2025-02-07,673.4632568359375,680.8499755859375,692.3499755859375,678.5,688.9000244140625,194723
2025-02-10,658.42822265625,665.6500244140625,682.9500122070312,664.0,680.7999877929688,249998
2025-02-11,697.4501953125,705.0999755859375,773.7000122070312,654.8499755859375,668.0,2767999
2025-02-12,686.8168334960938,694.3499755859375,706.3499755859375,685.8499755859375,691.0499877929688,1241315
2025-02-13,688.3994750976562,695.9500122070312,707.4000244140625,693.5999755859375,695.0,598937
2025-02-14,685.5309448242188,693.0499877929688,706.4500122070312,688.0,696.2999877929688,724614
2025-02-17,669.3583374023438,676.7000122070312,692.7000122070312,670.25,683.0,295956
2025-02-18,662.8299560546875,670.0999755859375,685.9000244140625,664.5999755859375,676.7000122070312,245317
2025-02-19,662.7804565429688,670.0499877929688,679.5,667.5999755859375,670.0,214178
2025-02-20,669.6055908203125,676.9500122070312,692.1500244140625,668.75,670.0,282455
2025-02-21,665.2039184570312,672.5,695.0,666.5499877929688,676.9500122070312,240038
2025-02-24,713.6722412109375,721.5,735.0,660.0499877929688,668.0999755859375,3998864
2025-02-25,708.3803100585938,716.1500244140625,724.0999755859375,701.25,707.0999755859375,1253083
2025-02-27,692.5538940429688,700.1500244140625,714.6500244140625,697.9000244140625,707.0,734521
2025-02-28,678.8541259765625,686.2999877929688,724.0999755859375,677.0,700.0,3282559
2025-03-03,677.172607421875,684.5999755859375,702.4500122070312,665.4000244140625,685.9500122070312,520083
2025-03-04,666.3414306640625,673.6500244140625,686.5,670.0,670.0,302674
2025-03-05,694.5322265625,702.1500244140625,705.7999877929688,672.0999755859375,673.6500244140625,624427
2025-03-06,688.0038452148438,695.5499877929688,714.2999877929688,694.2000122070312,702.1500244140625,1093977
2025-03-07,687.9049682617188,695.4500122070312,709.8499755859375,692.0,695.5499877929688,311858
2025-03-10,688.448974609375,696.0,708.0,690.0,699.9500122070312,327019
2025-03-11,688.3500366210938,695.9000244140625,700.0,670.0,685.4500122070312,361731
2025-03-12,678.013427734375,685.4500122070312,700.0,683.0,688.25,289370
2025-03-13,661.6923828125,668.9500122070312,693.75,666.0,693.75,265666
2025-03-17,636.9636840820312,643.9500122070312,668.7000122070312,640.0,665.5999755859375,779066
2025-03-18,636.9636840820312,643.9500122070312,643.9500122070312,643.9500122070312,643.9500122070312,0
2025-03-19,634.4413452148438,641.4000244140625,648.9500122070312,640.4000244140625,645.0499877929688,382512
2025-03-20,637.6561279296875,644.6500244140625,659.0,642.75,647.0,504710
2025-03-21,649.1796264648438,656.2999877929688,662.4000244140625,645.6500244140625,647.7999877929688,596027
2025-03-24,639.78271484375,646.7999877929688,664.9500122070312,645.0499877929688,651.0,623891
2025-03-25,630.9298095703125,637.8499755859375,657.8499755859375,635.0499877929688,651.0999755859375,611670
2025-03-26,616.5377197265625,623.2999877929688,641.9500122070312,620.0,641.9500122070312,658060
2025-03-27,603.9754638671875,610.5999755859375,629.5,609.0,623.25,697999
2025-03-28,590.2262573242188,596.7000122070312,620.7000122070312,590.0,612.9000244140625,971680
2025-04-01,585.8245239257812,592.25,602.0,588.0499877929688,590.0,441996
2025-04-02,600.513427734375,607.0999755859375,610.9000244140625,586.0,592.25,961852
2025-04-03,590.2262573242188,596.7000122070312,606.0,593.2999877929688,600.0,415474
2025-04-04,579.8896484375,586.25,596.0,579.5,595.0,375755
2025-04-07,542.4008178710938,548.3499755859375,554.8499755859375,519.2999877929688,529.8499755859375,518220
2025-04-08,542.6975708007812,548.6500244140625,567.0,544.0,562.9500122070312,283483
2025-04-09,537.25732421875,543.1500244140625,548.4500122070312,534.0499877929688,547.0499877929688,225947
2025-04-11,554.4190673828125,560.5,569.0,548.5,560.0,368175
2025-04-15,566.5855102539062,572.7999877929688,574.3499755859375,565.1500244140625,565.9000244140625,225658
2025-04-16,571.6302490234375,577.9000244140625,579.7999877929688,572.25,577.9000244140625,158202
2025-04-17,570.5421142578125,576.7999877929688,579.4000244140625,570.6500244140625,577.0499877929688,154302
2025-04-21,576.7243041992188,583.0499877929688,586.2999877929688,576.0499877929688,580.0,265669
2025-04-22,579.1477661132812,585.5,590.9000244140625,581.25,585.0,152818
2025-04-23,589.3360595703125,595.7999877929688,605.6500244140625,592.75,600.2000122070312,477047
2025-04-24,593.4410400390625,599.9500122070312,605.6500244140625,595.7999877929688,600.0,567103
2025-04-25,579.1477661132812,585.5,602.0,580.0,601.4500122070312,283004
2025-04-28,578.01025390625,584.3499755859375,588.2000122070312,574.1500244140625,575.9000244140625,178422
2025-04-29,579.0488891601562,585.4000244140625,595.0,581.9500122070312,584.3499755859375,173431
