date_,adj close_grasim.ns,close_grasim.ns,high_grasim.ns,low_grasim.ns,open_grasim.ns,volume_grasim.ns
2024-08-01,2746.416748046875,2767.0,2788.64990234375,2753.60009765625,2781.949951171875,383675
2024-08-02,2686.664794921875,2706.800048828125,2757.10009765625,2701.0,2749.5,401105
2024-08-05,2592.81787109375,2612.25,2678.949951171875,2587.75,2655.14990234375,1049292
2024-08-06,2611.001708984375,2620.5,2679.39990234375,2610.0,2627.0,813893
2024-08-07,2627.49169921875,2637.050048828125,2659.39990234375,2632.25,2650.0,551368
2024-08-08,2535.426513671875,2544.64990234375,2633.800048828125,2531.10009765625,2623.25,1199236
2024-08-09,2563.4248046875,2572.75,2638.949951171875,2540.050048828125,2556.10009765625,2677777
2024-08-12,2561.78076171875,2571.10009765625,2621.0,2555.050048828125,2570.0,1827230
2024-08-13,2510.11865234375,2519.25,2579.39990234375,2512.14990234375,2572.0,784848
2024-08-14,2503.29345703125,2512.39990234375,2534.5,2505.050048828125,2524.0,286936
2024-08-16,2590.9248046875,2600.35009765625,2608.0,2512.39990234375,2512.39990234375,725887
2024-08-19,2588.981689453125,2598.39990234375,2635.14990234375,2557.050048828125,2619.800048828125,682028
2024-08-20,2627.142822265625,2636.699951171875,2648.89990234375,2589.050048828125,2608.0,685479
2024-08-21,2675.11865234375,2684.85009765625,2692.050048828125,2625.14990234375,2640.050048828125,857604
2024-08-22,2745.16357421875,2755.14990234375,2772.949951171875,2691.050048828125,2694.449951171875,2065301
2024-08-23,2738.587646484375,2748.550048828125,2780.89990234375,2706.949951171875,2771.39990234375,1101735
2024-08-26,2726.680908203125,2736.60009765625,2763.199951171875,2712.800048828125,2752.0,597542
2024-08-27,2690.11376953125,2699.89990234375,2747.949951171875,2697.050048828125,2741.449951171875,1450595
2024-08-28,2705.707275390625,2715.550048828125,2722.550048828125,2683.0,2698.5,981745
2024-08-29,2666.499755859375,2676.199951171875,2719.0,2640.050048828125,2714.89990234375,941802
2024-08-30,2689.06787109375,2698.85009765625,2708.89990234375,2676.199951171875,2676.199951171875,994826
2024-09-02,2681.046875,2690.800048828125,2729.64990234375,2675.550048828125,2706.75,720118
2024-09-03,2697.038818359375,2706.85009765625,2710.0,2680.10009765625,2680.10009765625,522391
2024-09-04,2747.654541015625,2757.64990234375,2763.949951171875,2687.25,2695.0,1119041
2024-09-05,2731.662841796875,2741.60009765625,2774.0,2735.300048828125,2774.0,472385
2024-09-06,2683.089599609375,2692.85009765625,2744.60009765625,2674.050048828125,2740.0,555331
2024-09-09,2700.526123046875,2710.35009765625,2715.39990234375,2673.89990234375,2689.949951171875,267477
2024-09-10,2692.75439453125,2702.550048828125,2715.14990234375,2677.0,2700.0,431289
2024-09-11,2671.431640625,2681.14990234375,2729.5,2674.10009765625,2710.0,347845
2024-09-12,2747.106689453125,2757.10009765625,2765.0,2678.75,2690.60009765625,939815
2024-09-13,2774.2578125,2784.35009765625,2799.0,2748.199951171875,2760.10009765625,634726
2024-09-16,2755.27685546875,2765.300048828125,2819.050048828125,2757.300048828125,2802.800048828125,431468
2024-09-17,2744.86474609375,2754.85009765625,2777.300048828125,2730.0,2769.0,253234
2024-09-18,2712.831298828125,2722.699951171875,2777.0,2715.0,2754.85009765625,332947
2024-09-19,2729.022216796875,2738.949951171875,2775.0,2722.300048828125,2743.0,452713
2024-09-20,2668.54248046875,2678.25,2755.699951171875,2664.199951171875,2745.0,2755774
2024-09-23,2657.2333984375,2666.89990234375,2705.0,2665.0,2705.0,678018
2024-09-24,2609.80615234375,2619.300048828125,2695.0,2610.0,2676.35009765625,1457923
2024-09-25,2652.351318359375,2662.0,2666.0,2583.949951171875,2619.300048828125,883336
2024-09-26,2735.8974609375,2745.85009765625,2750.0,2656.199951171875,2674.0,1117471
2024-09-27,2773.06201171875,2783.14990234375,2807.0,2745.85009765625,2745.85009765625,1416974
2024-09-30,2785.417236328125,2795.550048828125,2824.0,2765.0,2784.0,890000
2024-10-01,2790.996826171875,2801.14990234375,2813.64990234375,2755.0,2794.050048828125,442630
2024-10-03,2756.123779296875,2766.14990234375,2833.0,2752.10009765625,2789.0,972732
2024-10-04,2735.150146484375,2745.10009765625,2788.800048828125,2731.0,2766.14990234375,708378
2024-10-07,2710.63916015625,2720.5,2769.949951171875,2700.0,2760.0,689611
2024-10-08,2728.27490234375,2738.199951171875,2745.14990234375,2705.199951171875,2715.25,553985
2024-10-09,2705.906494140625,2715.75,2754.0,2710.0,2754.0,600020
2024-10-10,2712.58203125,2722.449951171875,2739.449951171875,2711.10009765625,2717.949951171875,387246
2024-10-11,2715.6708984375,2725.550048828125,2731.699951171875,2685.5,2722.449951171875,209760
2024-10-14,2717.015869140625,2726.89990234375,2737.550048828125,2702.300048828125,2737.550048828125,232099
2024-10-15,2725.8837890625,2735.800048828125,2747.949951171875,2700.699951171875,2725.0,491010
2024-10-16,2754.081298828125,2764.10009765625,2784.0,2725.0,2725.10009765625,756373
2024-10-17,2696.04248046875,2705.85009765625,2789.800048828125,2686.050048828125,2784.0,529505
2024-10-18,2750.942626953125,2760.949951171875,2766.0,2674.64990234375,2700.0,345996
2024-10-21,2708.3974609375,2718.25,2765.39990234375,2712.0,2760.0,322456
2024-10-22,2645.7255859375,2655.35009765625,2746.14990234375,2646.35009765625,2718.10009765625,377094
2024-10-23,2623.655517578125,2633.199951171875,2676.699951171875,2625.949951171875,2650.0,944905
2024-10-24,2657.0341796875,2666.699951171875,2695.949951171875,2616.10009765625,2644.89990234375,844303
2024-10-25,2605.720947265625,2615.199951171875,2675.050048828125,2600.0,2665.10009765625,656546
2024-10-28,2637.355712890625,2646.949951171875,2665.949951171875,2594.300048828125,2600.0,763794
2024-10-29,2676.26416015625,2686.0,2690.0,2650.0,2660.0,611947
2024-10-30,2662.863037109375,2672.550048828125,2708.60009765625,2666.050048828125,2691.64990234375,469403
2024-10-31,2686.07861328125,2695.85009765625,2704.0,2644.449951171875,2675.0,321800
2024-11-01,2689.117431640625,2698.89990234375,2719.0,2673.0,2719.0,62294
2024-11-04,2581.210205078125,2590.60009765625,2700.0,2578.050048828125,2696.64990234375,477329
2024-11-05,2641.34130859375,2650.949951171875,2661.39990234375,2587.60009765625,2590.60009765625,896947
2024-11-06,2636.359375,2645.949951171875,2667.550048828125,2619.550048828125,2650.949951171875,455842
2024-11-07,2553.4111328125,2562.699951171875,2662.949951171875,2551.75,2631.14990234375,481689
2024-11-08,2535.6259765625,2544.85009765625,2581.699951171875,2540.0,2565.0,558297
2024-11-11,2510.36767578125,2519.5,2553.85009765625,2506.050048828125,2528.050048828125,354984
2024-11-12,2512.0615234375,2521.199951171875,2546.25,2510.0,2523.25,520250
2024-11-13,2493.827880859375,2502.89990234375,2534.64990234375,2472.050048828125,2521.199951171875,1449201
2024-11-14,2514.801513671875,2523.949951171875,2539.0,2490.050048828125,2502.89990234375,581846
2024-11-18,2508.026123046875,2517.14990234375,2552.800048828125,2479.050048828125,2497.0,1436348
2024-11-19,2499.058837890625,2508.14990234375,2552.0,2500.0,2517.14990234375,424096
2024-11-21,2525.662353515625,2534.85009765625,2555.64990234375,2480.14990234375,2491.10009765625,686930
2024-11-22,2589.230712890625,2598.64990234375,2609.89990234375,2534.85009765625,2540.39990234375,828921
2024-11-25,2620.26806640625,2629.800048828125,2654.0,2600.35009765625,2615.0,967944
2024-11-26,2607.713623046875,2617.199951171875,2639.699951171875,2602.449951171875,2629.800048828125,256368
2024-11-27,2612.396484375,2621.89990234375,2649.449951171875,2595.0,2619.800048828125,348482
2024-11-28,2561.133056640625,2570.449951171875,2635.949951171875,2554.050048828125,2622.0,1057792
2024-11-29,2596.80322265625,2606.25,2630.449951171875,2559.0,2565.0,650252
2024-12-02,2683.786865234375,2693.550048828125,2709.0,2591.75,2605.85009765625,1103892
2024-12-03,2704.162841796875,2714.0,2728.949951171875,2683.0,2693.050048828125,522667
2024-12-04,2707.450927734375,2717.300048828125,2724.449951171875,2695.10009765625,2708.300048828125,572817
2024-12-05,2696.989013671875,2706.800048828125,2733.75,2669.39990234375,2733.0,714805
2024-12-06,2692.1064453125,2701.89990234375,2720.0,2693.35009765625,2714.89990234375,342192
2024-12-09,2671.680908203125,2681.39990234375,2714.050048828125,2669.0,2701.89990234375,387874
2024-12-10,2645.675537109375,2655.300048828125,2708.0,2641.10009765625,2702.89990234375,637387
2024-12-11,2661.069580078125,2670.75,2699.89990234375,2661.10009765625,2666.0,319450
2024-12-12,2650.408447265625,2660.050048828125,2683.0,2639.0,2683.0,376376
2024-12-13,2682.93994140625,2692.699951171875,2700.0,2620.5,2641.0,412267
2024-12-16,2675.417236328125,2685.14990234375,2718.0,2672.25,2680.10009765625,329525
2024-12-17,2590.277099609375,2599.699951171875,2685.0,2595.35009765625,2685.0,887083
2024-12-18,2584.7470703125,2594.14990234375,2617.89990234375,2576.25,2607.0,369646
2024-12-19,2529.846923828125,2539.050048828125,2594.0,2527.25,2570.0,510040
2024-12-20,2479.679443359375,2488.699951171875,2563.199951171875,2479.75,2530.0,734974
2024-12-23,2517.04345703125,2526.199951171875,2553.699951171875,2495.0,2495.699951171875,347378
2024-12-24,2492.78173828125,2501.85009765625,2542.39990234375,2495.0,2515.0,364336
2024-12-26,2473.053466796875,2482.050048828125,2518.25,2472.5,2500.25,559646
2024-12-27,2471.309814453125,2480.300048828125,2520.60009765625,2474.89990234375,2482.050048828125,428996
2024-12-30,2434.643310546875,2443.5,2490.0,2436.0,2489.0,763318
2024-12-31,2433.84619140625,2442.699951171875,2447.0,2413.10009765625,2430.0,530535
2025-01-01,2433.298095703125,2442.14990234375,2473.85009765625,2425.949951171875,2440.0,487637
2025-01-02,2534.72900390625,2543.949951171875,2559.5,2445.0,2445.0,970593
2025-01-03,2500.902099609375,2510.0,2553.89990234375,2501.10009765625,2541.199951171875,595091
2025-01-06,2451.631591796875,2460.550048828125,2527.949951171875,2445.75,2517.0,393162
2025-01-07,2458.30712890625,2467.25,2497.0,2456.60009765625,2460.60009765625,495162
2025-01-08,2426.92138671875,2435.75,2476.35009765625,2433.14990234375,2468.85009765625,543301
2025-01-09,2401.6630859375,2410.39990234375,2438.800048828125,2396.39990234375,2435.050048828125,766796
2025-01-10,2355.53125,2364.10009765625,2424.89990234375,2352.199951171875,2400.0,413994
2025-01-13,2279.856201171875,2288.14990234375,2348.199951171875,2276.949951171875,2329.949951171875,422845
2025-01-14,2302.22509765625,2310.60009765625,2330.449951171875,2294.14990234375,2308.0,865382
2025-01-15,2309.14990234375,2317.550048828125,2349.75,2296.75,2326.89990234375,583299
2025-01-16,2342.179443359375,2350.699951171875,2359.75,2313.14990234375,2330.0,1395232
2025-01-17,2367.238525390625,2375.85009765625,2387.25,2348.64990234375,2363.10009765625,443089
2025-01-20,2393.293701171875,2402.0,2410.64990234375,2373.0,2380.050048828125,681711
2025-01-21,2358.918701171875,2367.5,2426.5,2361.64990234375,2404.89990234375,316019
2025-01-22,2379.49365234375,2388.14990234375,2396.449951171875,2370.300048828125,2380.949951171875,336546
2025-01-23,2452.229248046875,2461.14990234375,2475.75,2365.39990234375,2388.0,596720
2025-01-24,2481.721923828125,2490.75,2514.050048828125,2453.449951171875,2466.35009765625,1510105
2025-01-27,2449.140625,2458.050048828125,2484.39990234375,2430.39990234375,2475.5,458264
2025-01-28,2402.56005859375,2411.300048828125,2459.949951171875,2399.800048828125,2458.0,740041
2025-01-29,2444.75634765625,2453.64990234375,2464.0,2397.0,2403.0,200039
2025-01-30,2482.66845703125,2491.699951171875,2508.550048828125,2446.5,2458.699951171875,397046
2025-01-31,2499.756591796875,2508.85009765625,2518.300048828125,2475.800048828125,2491.699951171875,431982
2025-02-01,2431.9033203125,2440.75,2514.050048828125,2429.39990234375,2500.0,432668
2025-02-03,2464.683837890625,2473.64990234375,2479.75,2418.0,2418.0,427217
2025-02-04,2475.69384765625,2484.699951171875,2491.800048828125,2446.5,2465.0,337002
2025-02-05,2480.974609375,2490.0,2499.89990234375,2474.300048828125,2499.0,464164
2025-02-06,2489.942138671875,2499.0,2508.300048828125,2475.89990234375,2499.0,595946
2025-02-07,2478.58349609375,2487.60009765625,2522.75,2466.449951171875,2504.0,738201
2025-02-10,2464.285400390625,2473.25,2491.0,2438.10009765625,2485.0,717668
2025-02-11,2482.41943359375,2491.449951171875,2542.0,2456.050048828125,2460.0,1710410
2025-02-12,2475.94287109375,2484.949951171875,2498.89990234375,2433.75,2479.0,454023
2025-02-13,2481.074462890625,2490.10009765625,2532.949951171875,2474.14990234375,2481.0,708830
2025-02-14,2422.487548828125,2431.300048828125,2507.75,2405.5,2499.0,677910
2025-02-17,2454.919677734375,2463.85009765625,2471.14990234375,2405.550048828125,2431.300048828125,646841
2025-02-18,2454.271728515625,2463.199951171875,2482.949951171875,2412.800048828125,2480.0,596040
2025-02-19,2454.271728515625,2463.199951171875,2481.5,2446.300048828125,2448.0,289053
2025-02-20,2444.80615234375,2453.699951171875,2477.949951171875,2443.25,2451.0,427274
2025-02-21,2422.238525390625,2431.050048828125,2453.35009765625,2401.050048828125,2440.0,504415
2025-02-24,2385.023681640625,2393.699951171875,2420.0,2381.0,2412.0,543080
2025-02-25,2370.676025390625,2379.300048828125,2403.5,2367.10009765625,2392.0,497013
2025-02-27,2331.468505859375,2339.949951171875,2379.300048828125,2317.10009765625,2373.0,1045684
2025-02-28,2298.2890625,2306.64990234375,2361.75,2301.64990234375,2347.14990234375,1153007
2025-03-03,2368.83251953125,2377.449951171875,2382.89990234375,2317.89990234375,2328.5,790068
2025-03-04,2385.97021484375,2394.64990234375,2404.199951171875,2351.60009765625,2356.0,521061
2025-03-05,2382.981201171875,2391.64990234375,2408.949951171875,2376.35009765625,2404.0,755361
2025-03-06,2384.973876953125,2393.64990234375,2415.0,2353.5,2401.64990234375,754593
2025-03-07,2398.524658203125,2407.25,2415.0,2380.0,2380.0,317388
2025-03-10,2375.30908203125,2383.949951171875,2425.0,2373.300048828125,2407.25,650796
2025-03-11,2404.8017578125,2413.550048828125,2425.0,2363.949951171875,2372.0,445250
2025-03-12,2390.204833984375,2398.89990234375,2438.89990234375,2367.60009765625,2413.550048828125,561893
2025-03-13,2361.60888671875,2370.199951171875,2411.800048828125,2363.300048828125,2402.0,479648
2025-03-17,2390.6533203125,2399.35009765625,2404.5,2370.85009765625,2381.75,646714
2025-03-18,2390.6533203125,2399.35009765625,2399.35009765625,2399.35009765625,2399.35009765625,0
2025-03-19,2449.289794921875,2458.199951171875,2464.60009765625,2426.0,2426.0,415476
2025-03-20,2459.203857421875,2468.14990234375,2477.199951171875,2448.10009765625,2464.800048828125,317002
2025-03-21,2460.44921875,2469.39990234375,2514.75,2459.449951171875,2479.89990234375,1372022
2025-03-24,2504.090576171875,2513.199951171875,2544.0,2475.0,2478.64990234375,594207
2025-03-25,2560.13671875,2569.449951171875,2595.89990234375,2520.0,2529.75,993289
2025-03-26,2572.24267578125,2581.60009765625,2602.89990234375,2560.0,2582.949951171875,555486
2025-03-27,2609.208251953125,2618.699951171875,2628.949951171875,2575.0,2584.0,1246219
2025-03-28,2601.685546875,2611.14990234375,2637.64990234375,2599.35009765625,2614.949951171875,435022
2025-04-01,2609.507080078125,2619.0,2632.0,2596.199951171875,2611.39990234375,317974
2025-04-02,2607.01611328125,2616.5,2633.39990234375,2601.050048828125,2619.0,413523
2025-04-03,2642.287841796875,2651.89990234375,2664.0,2595.10009765625,2595.10009765625,298330
2025-04-04,2607.41455078125,2616.89990234375,2651.89990234375,2610.10009765625,2635.10009765625,290533
2025-04-07,2500.005615234375,2509.10009765625,2560.0,2465.5,2550.0,974267
2025-04-08,2580.662109375,2590.050048828125,2600.0,2534.14990234375,2550.0,1296141
2025-04-09,2548.479248046875,2557.75,2586.75,2529.449951171875,2562.5,494024
