date_,adj close_grasim.ns,close_grasim.ns,high_grasim.ns,low_grasim.ns,open_grasim.ns,volume_grasim.ns
2024-01-16,2099.46533203125,2115.199951171875,2119.800048828125,2090.10009765625,2092.550048828125,457403
2024-01-17,2052.467529296875,2067.85009765625,2115.199951171875,2056.0,2112.60009765625,733818
2024-01-18,2038.3731689453125,2053.64990234375,2069.0,2036.199951171875,2067.0,877519
2024-01-19,2065.71826171875,2081.199951171875,2094.0,2052.35009765625,2056.449951171875,456698
2024-01-23,2034.3533935546875,2049.60009765625,2086.39990234375,2032.5,2078.10009765625,938057
2024-01-24,2055.891845703125,2071.300048828125,2080.75,2016.550048828125,2069.0,604130
2024-01-25,2061.05322265625,2076.5,2087.35009765625,2052.14990234375,2079.949951171875,467209
2024-01-29,2088.844970703125,2104.5,2125.0,2077.75,2080.0,795647
2024-01-30,2110.333740234375,2126.14990234375,2139.0,2106.0,2115.0,852171
2024-01-31,2158.820556640625,2175.0,2182.050048828125,2115.449951171875,2126.5,910709
2024-02-01,2112.765869140625,2128.60009765625,2178.89990234375,2111.449951171875,2175.0,638710
2024-02-02,2123.534912109375,2139.449951171875,2169.89990234375,2130.5,2147.949951171875,330557
2024-02-05,2074.20458984375,2089.75,2147.300048828125,2081.0,2130.10009765625,949717
2024-02-06,2050.63134765625,2066.0,2097.949951171875,2061.0,2082.0,581483
2024-02-07,2095.79296875,2111.5,2120.0,2063.0,2079.0,1133609
2024-02-08,2041.9962158203125,2057.300048828125,2125.0,2048.0,2123.0,1387156
2024-02-09,2152.368896484375,2168.5,2182.0,2046.9000244140625,2057.25,2010089
2024-02-12,2131.37646484375,2147.35009765625,2199.0,2138.10009765625,2175.0,1229133
2024-02-13,2048.794921875,2064.14990234375,2173.89990234375,2053.949951171875,2173.89990234375,985312
2024-02-14,2064.328857421875,2079.800048828125,2085.0,2027.5,2054.0,605147
2024-02-15,2069.29150390625,2084.800048828125,2103.64990234375,2072.800048828125,2085.699951171875,506068
2024-02-16,2089.986328125,2105.64990234375,2119.0,2086.85009765625,2091.39990234375,403756
2024-02-19,2152.468017578125,2168.60009765625,2190.0,2102.199951171875,2107.449951171875,1167037
2024-02-20,2175.942138671875,2192.25,2222.0,2161.10009765625,2169.0,1710394
2024-02-21,2177.67919921875,2194.0,2222.0,2180.050048828125,2200.0,765529
2024-02-22,2184.825439453125,2201.199951171875,2244.0,2113.199951171875,2234.0,3428899
2024-02-23,2178.076171875,2194.39990234375,2236.699951171875,2182.60009765625,2234.0,1646510
2024-02-26,2170.632080078125,2186.89990234375,2211.300048828125,2174.800048828125,2204.10009765625,905237
2024-02-27,2188.39892578125,2204.800048828125,2214.0,2190.199951171875,2190.199951171875,674507
2024-02-28,2169.73876953125,2186.0,2218.89990234375,2173.25,2202.0,1197381
2024-02-29,2175.098388671875,2191.39990234375,2206.0,2157.800048828125,2186.0,1499473
2024-03-01,2238.1259765625,2254.89990234375,2259.39990234375,2196.75,2209.0,826009
2024-03-04,2217.530517578125,2234.14990234375,2260.0,2226.300048828125,2245.0,423656
2024-03-05,2214.900146484375,2231.5,2251.89990234375,2220.449951171875,2230.10009765625,401260
2024-03-06,2219.863037109375,2236.5,2252.949951171875,2196.60009765625,2237.89990234375,678808
2024-03-07,2211.525634765625,2228.10009765625,2250.35009765625,2208.0,2239.0,519779
2024-03-11,2220.160888671875,2236.800048828125,2270.550048828125,2225.5,2230.0,599546
2024-03-12,2167.753662109375,2184.0,2246.949951171875,2172.85009765625,2236.0,891725
2024-03-13,2133.11328125,2149.10009765625,2203.050048828125,2137.300048828125,2194.0,881145
2024-03-14,2180.16064453125,2196.5,2204.89990234375,2128.60009765625,2149.89990234375,1097271
2024-03-15,2180.75634765625,2197.10009765625,2208.89990234375,2165.050048828125,2185.10009765625,2630480
2024-03-18,2186.711669921875,2203.10009765625,2214.0,2170.0,2181.0,508214
2024-03-19,2157.62939453125,2173.800048828125,2206.10009765625,2163.85009765625,2199.0,660181
2024-03-20,2151.37646484375,2167.5,2196.14990234375,2131.0,2175.5,655682
2024-03-21,2189.143310546875,2205.550048828125,2211.300048828125,2175.300048828125,2188.0,880687
2024-03-22,2207.009521484375,2223.550048828125,2234.0,2194.449951171875,2200.0,551648
2024-03-26,2223.38671875,2240.050048828125,2242.10009765625,2201.64990234375,2215.0,731877
2024-03-27,2190.929931640625,2207.35009765625,2251.949951171875,2198.699951171875,2240.0,1033992
2024-03-28,2270.28515625,2287.300048828125,2309.199951171875,2210.0,2210.0,1786120
2024-04-01,2275.49609375,2292.550048828125,2319.199951171875,2289.050048828125,2300.0,288891
2024-04-02,2289.143798828125,2306.300048828125,2316.0,2275.0,2297.0,446163
2024-04-03,2288.300048828125,2305.449951171875,2316.14990234375,2288.050048828125,2303.60009765625,303529
2024-04-04,2260.905517578125,2277.85009765625,2323.75,2249.5,2309.5,814966
2024-04-05,2220.9052734375,2237.550048828125,2277.10009765625,2233.5,2275.050048828125,454995
2024-04-08,2263.83349609375,2280.800048828125,2288.449951171875,2235.0,2247.0,278448
2024-04-09,2284.18115234375,2301.300048828125,2312.35009765625,2281.949951171875,2296.949951171875,388155
2024-04-10,2289.193603515625,2306.35009765625,2314.89990234375,2291.550048828125,2309.949951171875,513499
2024-04-12,2237.282470703125,2254.050048828125,2307.0,2249.300048828125,2297.0,635489
2024-04-15,2220.75634765625,2237.39990234375,2253.39990234375,2224.800048828125,2239.0,415064
2024-04-16,2226.26513671875,2242.949951171875,2249.25,2221.10009765625,2229.0,558075
2024-04-18,2209.490966796875,2226.050048828125,2300.85009765625,2219.449951171875,2245.050048828125,987066
2024-04-19,2256.240234375,2273.14990234375,2290.75,2201.35009765625,2220.0,1061064
2024-04-22,2263.58544921875,2280.550048828125,2286.85009765625,2266.050048828125,2275.0,445671
2024-04-23,2352.5185546875,2370.14990234375,2376.0,2278.39990234375,2278.449951171875,1823447
2024-04-24,2320.35986328125,2337.75,2384.300048828125,2333.0,2378.0,1021874
2024-04-25,2349.8388671875,2367.449951171875,2376.050048828125,2334.199951171875,2349.0,1621547
2024-04-26,2325.02490234375,2342.449951171875,2379.300048828125,2330.050048828125,2366.949951171875,405679
2024-04-29,2368.846435546875,2386.60009765625,2392.800048828125,2309.60009765625,2355.0,616995
2024-04-30,2393.7099609375,2411.64990234375,2438.449951171875,2374.10009765625,2405.0,1041175
2024-05-02,2419.21923828125,2437.35009765625,2452.0,2401.050048828125,2410.0,1466226
2024-05-03,2462.891845703125,2481.35009765625,2487.0,2438.800048828125,2442.0,1192695
2024-05-06,2435.05029296875,2453.300048828125,2489.75,2441.199951171875,2489.0,606833
2024-05-07,2402.990478515625,2421.0,2468.699951171875,2403.10009765625,2460.0,438590
2024-05-08,2359.665283203125,2377.35009765625,2424.14990234375,2370.89990234375,2404.0,462790
2024-05-09,2336.191162109375,2353.699951171875,2393.39990234375,2345.050048828125,2375.449951171875,557056
2024-05-10,2359.466552734375,2377.14990234375,2382.699951171875,2322.0,2359.949951171875,890719
2024-05-13,2367.456787109375,2385.199951171875,2393.0,2347.050048828125,2377.89990234375,511264
2024-05-14,2354.404541015625,2372.050048828125,2396.85009765625,2362.10009765625,2383.449951171875,421260
2024-05-15,2352.072021484375,2369.699951171875,2403.949951171875,2366.199951171875,2386.949951171875,404095
2024-05-16,2354.95068359375,2372.60009765625,2386.0,2310.199951171875,2382.0,1181205
2024-05-17,2405.62060546875,2423.64990234375,2433.64990234375,2374.0,2374.0,1184234
2024-05-21,2428.44970703125,2446.64990234375,2449.949951171875,2406.39990234375,2430.10009765625,555489
2024-05-22,2418.52392578125,2436.64990234375,2463.050048828125,2418.300048828125,2455.949951171875,722345
2024-05-23,2435.546630859375,2453.800048828125,2461.89990234375,2395.64990234375,2442.0,1091448
2024-05-24,2422.841796875,2441.0,2474.800048828125,2431.60009765625,2449.75,483000
2024-05-27,2372.8662109375,2390.64990234375,2455.699951171875,2385.949951171875,2441.050048828125,888793
2024-05-28,2422.196533203125,2440.35009765625,2469.949951171875,2392.699951171875,2398.89990234375,874384
2024-05-29,2382.742431640625,2400.60009765625,2460.0,2393.25,2440.0,1084966
2024-05-30,2327.754150390625,2345.199951171875,2406.60009765625,2328.0,2404.0,826458
2024-05-31,2299.019775390625,2316.25,2362.0,2295.949951171875,2342.949951171875,1644820
2024-06-03,2351.1787109375,2368.800048828125,2405.199951171875,2362.300048828125,2400.0,807692
2024-06-04,2239.614990234375,2256.39990234375,2365.199951171875,2171.60009765625,2336.050048828125,1543389
2024-06-05,2287.70458984375,2304.85009765625,2313.75,2182.14990234375,2258.39990234375,1996915
2024-06-06,2317.382080078125,2334.75,2353.0,2293.10009765625,2306.050048828125,834320
2024-06-07,2362.146728515625,2379.85009765625,2383.449951171875,2311.199951171875,2311.199951171875,471524
2024-06-10,2428.5986328125,2446.800048828125,2472.0,2375.300048828125,2381.10009765625,980297
2024-06-11,2438.623291015625,2456.89990234375,2482.0,2426.35009765625,2449.89990234375,531924
2024-06-12,2431.923583984375,2450.14990234375,2476.85009765625,2430.0,2430.0,463980
2024-06-13,2439.764892578125,2458.050048828125,2475.550048828125,2430.0,2441.050048828125,512510
2024-06-14,2452.817138671875,2471.199951171875,2523.699951171875,2450.0,2458.050048828125,1542911
2024-06-18,2439.268798828125,2457.550048828125,2487.449951171875,2445.0,2471.0,467553
2024-06-19,2428.946044921875,2447.14990234375,2460.85009765625,2412.0,2458.0,668976
2024-06-20,2480.2119140625,2498.800048828125,2504.0,2432.5,2447.10009765625,1008266
2024-06-21,2447.8046875,2466.14990234375,2515.60009765625,2450.60009765625,2499.0,2867672
2024-06-24,2496.390625,2515.10009765625,2521.75,2443.10009765625,2463.89990234375,724085
2024-06-25,2498.2265625,2516.949951171875,2529.85009765625,2495.0,2520.0,792404
2024-06-26,2533.26416015625,2552.25,2564.0,2509.050048828125,2518.800048828125,1387150
2024-06-27,2617.9794921875,2637.60009765625,2654.64990234375,2552.25,2554.89990234375,4849907
2024-06-28,2650.5849609375,2670.449951171875,2678.949951171875,2587.199951171875,2635.949951171875,1495266
2024-07-01,2706.11865234375,2726.39990234375,2743.89990234375,2662.050048828125,2666.199951171875,1098168
2024-07-02,2722.545654296875,2742.949951171875,2762.699951171875,2717.0,2717.0,942834
2024-07-03,2721.9501953125,2742.35009765625,2761.39990234375,2730.64990234375,2750.75,537119
2024-07-04,2714.506103515625,2734.85009765625,2752.75,2717.050048828125,2748.0,446631
2024-07-05,2727.55810546875,2748.0,2755.699951171875,2720.39990234375,2730.0,372709
2024-07-08,2721.75146484375,2742.14990234375,2754.949951171875,2713.85009765625,2751.699951171875,333988
2024-07-09,2741.25537109375,2761.800048828125,2785.949951171875,2718.89990234375,2735.10009765625,451862
2024-07-10,2781.304931640625,2802.14990234375,2812.25,2741.0,2781.0,1128000
2024-07-11,2780.75927734375,2801.60009765625,2837.0,2791.25,2825.0,1679101
2024-07-12,2822.595703125,2843.75,2850.0,2801.60009765625,2807.0,1457604
2024-07-15,2782.893310546875,2803.75,2852.949951171875,2786.0,2850.0,1333353
2024-07-16,2806.31787109375,2827.35009765625,2844.75,2810.300048828125,2818.0,756629
2024-07-18,2771.0322265625,2791.800048828125,2845.800048828125,2777.0,2810.0,1181529
2024-07-19,2722.59521484375,2743.0,2789.949951171875,2734.5,2786.0,424329
2024-07-22,2790.63525390625,2811.550048828125,2822.0,2702.0,2702.0,1248824
2024-07-23,2802.0498046875,2823.050048828125,2850.949951171875,2774.050048828125,2811.0,1046046
2024-07-24,2786.019775390625,2806.89990234375,2830.0,2775.0,2830.0,2880833
2024-07-25,2776.739501953125,2797.550048828125,2825.0,2771.550048828125,2805.0,550900
2024-07-26,2822.149169921875,2843.300048828125,2877.75,2808.5,2824.949951171875,701236
2024-07-29,2807.161376953125,2828.199951171875,2865.0,2820.0,2859.89990234375,501949
2024-07-30,2770.138916015625,2790.89990234375,2830.0,2782.85009765625,2828.199951171875,721728
2024-07-31,2756.09423828125,2776.75,2798.75,2761.550048828125,2790.89990234375,662086
