date_,adj close_caplipoint.ns,close_caplipoint.ns,high_caplipoint.ns,low_caplipoint.ns,open_caplipoint.ns,volume_caplipoint.ns
2024-03-21,1259.4744873046875,1267.0,1285.0,1259.25,1285.0,66563
2024-03-22,1261.1644287109375,1268.699951171875,1289.9000244140625,1263.0,1270.0,125971
2024-03-26,1248.6890869140625,1256.1500244140625,1294.0,1249.0,1284.25,87883
2024-03-27,1255.5977783203125,1263.0999755859375,1289.3499755859375,1240.0,1255.0,227619
2024-03-28,1307.537353515625,1315.3499755859375,1329.949951171875,1257.1500244140625,1274.0,276479
2024-04-01,1363.6024169921875,1371.75,1409.9000244140625,1341.699951171875,1349.800048828125,262186
2024-04-02,1305.1514892578125,1312.949951171875,1375.0,1301.300048828125,1375.0,379987
2024-04-03,1307.5870361328125,1315.4000244140625,1321.25,1302.5,1305.0,134018
2024-04-04,1296.45361328125,1304.199951171875,1342.0,1300.0,1322.3499755859375,112418
2024-04-05,1273.2921142578125,1280.9000244140625,1314.199951171875,1270.1500244140625,1307.5999755859375,204451
2024-04-08,1289.4454345703125,1297.1500244140625,1309.449951171875,1284.550048828125,1289.6500244140625,92386
2024-04-09,1283.8289794921875,1291.5,1315.0,1288.75,1303.5999755859375,41251
2024-04-10,1304.754150390625,1312.550048828125,1317.800048828125,1279.5999755859375,1294.9000244140625,82452
2024-04-12,1285.5189208984375,1293.199951171875,1325.0,1290.0,1314.0,70151
2024-04-15,1292.875,1300.5999755859375,1315.25,1253.25,1267.449951171875,78919
2024-04-16,1308.3822021484375,1316.199951171875,1329.0,1286.0,1300.0,128852
2024-04-18,1308.6805419921875,1316.5,1345.4000244140625,1307.6500244140625,1320.0,102719
2024-04-19,1303.9090576171875,1311.699951171875,1318.0,1290.0,1318.0,72593
2024-04-22,1329.9534912109375,1337.9000244140625,1344.949951171875,1315.0,1334.300048828125,74419
2024-04-23,1326.7724609375,1334.699951171875,1354.949951171875,1329.050048828125,1337.9000244140625,64347
2024-04-24,1328.064697265625,1336.0,1354.3499755859375,1325.0,1342.0,50158
2024-04-25,1349.089111328125,1357.1500244140625,1372.699951171875,1325.0,1339.0,91456
2024-04-26,1347.448974609375,1355.5,1367.25,1337.0,1361.0,72784
2024-04-29,1337.50830078125,1345.5,1367.5,1342.300048828125,1355.5,40318
2024-04-30,1348.3931884765625,1356.449951171875,1363.449951171875,1345.4000244140625,1347.0,37391
2024-05-02,1324.486083984375,1332.4000244140625,1363.8499755859375,1330.0,1360.449951171875,38493
2024-05-03,1291.0360107421875,1298.75,1339.4000244140625,1292.949951171875,1332.4000244140625,91978
2024-05-06,1301.3740234375,1309.1500244140625,1327.449951171875,1275.0,1300.0,160269
2024-05-07,1285.171142578125,1292.8499755859375,1324.4000244140625,1270.5,1306.800048828125,112253
2024-05-08,1291.0855712890625,1298.800048828125,1305.0,1270.050048828125,1291.0,30475
2024-05-09,1264.8424072265625,1272.4000244140625,1311.550048828125,1265.0,1301.6500244140625,46328
2024-05-10,1273.7891845703125,1281.4000244140625,1287.0,1255.699951171875,1268.949951171875,34324
2024-05-13,1297.9942626953125,1305.75,1316.5,1267.699951171875,1281.4000244140625,54752
2024-05-14,1321.50390625,1329.4000244140625,1334.6500244140625,1301.199951171875,1301.199951171875,39092
2024-05-15,1341.33544921875,1349.3499755859375,1354.5,1323.4000244140625,1335.0,58307
2024-05-16,1355.6995849609375,1363.800048828125,1390.0,1342.0,1354.0,194634
2024-05-17,1333.333251953125,1341.300048828125,1390.0,1330.1500244140625,1390.0,135116
2024-05-21,1282.984130859375,1290.6500244140625,1314.949951171875,1281.5999755859375,1312.0,110742
2024-05-22,1285.5189208984375,1293.199951171875,1300.5999755859375,1275.0,1298.0999755859375,60864
2024-05-23,1301.3740234375,1309.1500244140625,1325.0,1294.1500244140625,1299.699951171875,66575
2024-05-24,1295.608642578125,1303.3499755859375,1339.0,1299.050048828125,1314.949951171875,80792
2024-05-27,1286.4136962890625,1294.0999755859375,1328.25,1291.050048828125,1306.4000244140625,93856
2024-05-28,1282.3876953125,1290.050048828125,1302.050048828125,1286.0999755859375,1299.0,37507
2024-05-29,1299.0382080078125,1306.800048828125,1320.699951171875,1280.0,1290.050048828125,80869
2024-05-30,1283.7794189453125,1291.449951171875,1309.5999755859375,1290.0,1309.5999755859375,30037
2024-05-31,1285.1240234375,1290.300048828125,1304.300048828125,1287.9000244140625,1302.1500244140625,60469
2024-06-03,1280.39306640625,1285.550048828125,1325.0,1281.699951171875,1325.0,69461
2024-06-04,1235.4241943359375,1240.4000244140625,1295.449951171875,1225.0,1280.050048828125,110213
2024-06-05,1282.8829345703125,1288.050048828125,1310.0,1233.699951171875,1240.050048828125,84820
2024-06-06,1298.32080078125,1303.550048828125,1320.300048828125,1298.0,1320.300048828125,55602
2024-06-07,1360.0721435546875,1365.550048828125,1375.0,1295.199951171875,1304.4000244140625,147023
2024-06-10,1469.979248046875,1475.9000244140625,1543.0999755859375,1370.0,1375.0,947654
2024-06-11,1452.8980712890625,1458.75,1482.0,1440.0,1475.0,106410
2024-06-12,1455.9857177734375,1461.8499755859375,1477.9000244140625,1440.5999755859375,1459.4000244140625,69335
2024-06-13,1392.491455078125,1398.0999755859375,1471.8499755859375,1390.449951171875,1465.5,374765
2024-06-14,1376.3565673828125,1381.9000244140625,1406.0,1377.699951171875,1405.0999755859375,91250
2024-06-18,1393.7862548828125,1399.4000244140625,1407.050048828125,1370.0,1384.8499755859375,114835
2024-06-19,1396.1767578125,1401.800048828125,1406.9000244140625,1379.1500244140625,1405.0,63956
2024-06-20,1414.950927734375,1420.6500244140625,1423.5999755859375,1395.800048828125,1406.0,76628
2024-06-21,1417.9388427734375,1423.6500244140625,1434.0,1410.0,1434.0,85378
2024-06-24,1415.150146484375,1420.8499755859375,1439.550048828125,1397.5,1423.6500244140625,68792
2024-06-25,1396.923583984375,1402.550048828125,1436.0,1399.0,1424.3499755859375,53936
2024-06-26,1374.8126220703125,1380.3499755859375,1407.550048828125,1365.0,1402.550048828125,62732
2024-06-27,1472.27001953125,1478.199951171875,1485.0,1378.449951171875,1380.0,581647
2024-06-28,1466.6925048828125,1472.5999755859375,1515.4000244140625,1451.8499755859375,1495.0,250941
2024-07-01,1446.5238037109375,1452.3499755859375,1506.0,1440.550048828125,1472.25,315263
2024-07-02,1444.183349609375,1450.0,1478.949951171875,1447.0,1461.949951171875,125382
2024-07-03,1423.7655029296875,1429.5,1458.0,1423.699951171875,1451.050048828125,139105
2024-07-04,1425.4088134765625,1431.1500244140625,1449.0,1421.5999755859375,1449.0,118767
2024-07-05,1450.3582763671875,1456.199951171875,1465.949951171875,1422.0999755859375,1430.0,127153
2024-07-08,1415.598388671875,1421.300048828125,1463.0,1409.9000244140625,1463.0,118649
2024-07-09,1503.295166015625,1509.3499755859375,1537.949951171875,1408.0,1427.0,713068
2024-07-10,1529.09130859375,1535.25,1560.0,1482.8499755859375,1513.949951171875,485012
2024-07-11,1511.0140380859375,1517.0999755859375,1551.5999755859375,1508.0999755859375,1540.0,144076
2024-07-12,1513.1055908203125,1519.199951171875,1537.550048828125,1505.0,1517.0,88827
2024-07-15,1513.2550048828125,1519.3499755859375,1534.0,1496.1500244140625,1520.050048828125,122520
2024-07-16,1527.7467041015625,1533.9000244140625,1594.0,1510.4000244140625,1522.0,410908
2024-07-18,1522.119384765625,1528.25,1550.0,1503.5999755859375,1527.0,101742
2024-07-19,1491.64208984375,1497.6500244140625,1523.0,1461.0999755859375,1523.0,224986
2024-07-22,1471.473388671875,1477.4000244140625,1509.449951171875,1465.0,1497.6500244140625,52403
2024-07-23,1474.1624755859375,1480.0999755859375,1492.0999755859375,1422.1500244140625,1480.0,77727
2024-07-24,1514.6495361328125,1520.75,1525.0,1471.4000244140625,1475.0,72407
2024-07-25,1499.4605712890625,1505.5,1520.0,1500.0,1519.8499755859375,58637
2024-07-26,1521.272705078125,1527.4000244140625,1558.0999755859375,1505.5,1506.949951171875,57517
2024-07-29,1551.75,1558.0,1564.0,1528.050048828125,1542.0,83472
2024-07-30,1548.1146240234375,1554.3499755859375,1592.0,1535.199951171875,1560.050048828125,174625
2024-07-31,1567.7357177734375,1574.050048828125,1600.949951171875,1550.0999755859375,1557.449951171875,101926
2024-08-01,1577.4962158203125,1583.8499755859375,1610.0,1565.0,1582.3499755859375,96973
2024-08-02,1632.773681640625,1639.3499755859375,1655.0,1543.8499755859375,1580.0,330143
2024-08-05,1539.4495849609375,1545.6500244140625,1639.300048828125,1531.550048828125,1639.300048828125,216246
2024-08-06,1535.465576171875,1541.6500244140625,1590.0,1525.75,1553.4000244140625,92911
2024-08-07,1574.45849609375,1580.800048828125,1638.0,1510.0,1545.0,453801
2024-08-08,1475.7559814453125,1481.699951171875,1613.6500244140625,1468.0,1591.6500244140625,312147
2024-08-09,1494.5802001953125,1500.5999755859375,1509.0,1452.0,1482.0,221469
2024-08-12,1550.7041015625,1556.949951171875,1570.0,1514.300048828125,1520.050048828125,162990
2024-08-13,1565.8433837890625,1572.1500244140625,1594.0,1542.199951171875,1569.3499755859375,118567
2024-08-14,1553.243896484375,1559.5,1595.0,1535.0,1595.0,65689
2024-08-16,1579.1396484375,1585.5,1598.0,1563.050048828125,1572.800048828125,70156
2024-08-19,1838.5447998046875,1845.949951171875,1900.0,1605.0,1605.5,5685435
2024-08-20,1770.867431640625,1778.0,1815.550048828125,1752.800048828125,1815.550048828125,757169
2024-08-21,1754.6826171875,1761.75,1809.6500244140625,1736.0,1770.1500244140625,469509
2024-08-22,1767.1822509765625,1774.300048828125,1790.5999755859375,1755.0,1763.0999755859375,167013
2024-08-23,1741.7347412109375,1748.75,1778.0,1742.0,1778.0,84646
2024-08-26,1834.4114990234375,1841.800048828125,1960.0,1767.550048828125,1773.9000244140625,3380750
2024-08-27,1949.3485107421875,1957.199951171875,1984.9000244140625,1823.300048828125,1823.300048828125,613443
2024-08-28,1840.387451171875,1847.800048828125,1957.199951171875,1831.199951171875,1952.0,313661
2024-08-29,1787.25146484375,1794.449951171875,1863.0,1782.550048828125,1839.949951171875,237846
2024-08-30,1897.3580322265625,1905.0,1919.5999755859375,1810.300048828125,1811.5,489755
2024-09-02,1877.3387451171875,1884.9000244140625,1936.550048828125,1870.0,1924.699951171875,203797
2024-09-03,1925.8431396484375,1933.5999755859375,1950.0,1874.1500244140625,1890.699951171875,279064
2024-09-04,1960.9517822265625,1968.8499755859375,1996.0,1891.449951171875,1910.0,381304
2024-09-05,2111.09716796875,2119.60009765625,2158.800048828125,1972.0,1972.0,3934615
2024-09-06,1996.110107421875,2004.1500244140625,2144.0,1987.1500244140625,2085.0,667963
2024-09-09,2002.086181640625,2010.1500244140625,2038.050048828125,1954.8499755859375,2019.800048828125,358441
2024-09-10,2006.269287109375,2014.3499755859375,2050.0,1997.449951171875,2010.1500244140625,176209
2024-09-11,1957.1171875,1965.0,2027.3499755859375,1957.1500244140625,2020.0,147535
2024-09-12,1957.9638671875,1965.8499755859375,2020.0,1955.050048828125,1975.0,171784
2024-09-13,1921.7098388671875,1929.449951171875,1975.050048828125,1924.0,1975.0,124894
2024-09-16,1950.9422607421875,1958.800048828125,1969.449951171875,1905.0,1929.449951171875,124957
2024-09-17,1999.7952880859375,2007.8499755859375,2025.0,1925.550048828125,1970.449951171875,151555
2024-09-18,1957.6153564453125,1965.5,2024.3499755859375,1952.0,2024.3499755859375,117080
2024-09-19,1910.654296875,1918.3499755859375,1981.0,1905.5999755859375,1980.800048828125,83491
2024-09-20,1931.8192138671875,1939.5999755859375,1957.949951171875,1925.8499755859375,1930.0,115011
2024-09-23,1898.56005859375,1903.75,1949.949951171875,1888.0,1939.0,124834
2024-09-24,1930.2735595703125,1935.550048828125,1948.0,1890.0,1915.0,148105
2024-09-25,1950.9171142578125,1956.25,1978.4000244140625,1908.050048828125,1928.0,139797
2024-09-26,1913.0206298828125,1918.25,1960.949951171875,1909.949951171875,1956.25,72758
2024-09-27,1907.1865234375,1912.4000244140625,1926.0,1903.050048828125,1903.050048828125,53396
2024-09-30,1892.77587890625,1897.949951171875,1938.3499755859375,1875.0,1912.4000244140625,104694
2024-10-01,2072.534423828125,2078.199951171875,2109.949951171875,1899.5999755859375,1900.0,2084096
2024-10-03,1995.9937744140625,2001.449951171875,2049.89990234375,1990.0,2019.0,187530
2024-10-04,1963.881591796875,1969.25,2019.949951171875,1930.0,2005.0,129658
2024-10-07,1921.846435546875,1927.0999755859375,1987.75,1905.0,1979.0999755859375,169453
2024-10-08,1919.8519287109375,1925.0999755859375,1938.8499755859375,1826.300048828125,1898.199951171875,582892
2024-10-09,1898.610107421875,1903.800048828125,1975.4000244140625,1895.0,1960.0,150793
2024-10-10,1882.7034912109375,1887.8499755859375,1923.0,1881.0,1923.0,72003
2024-10-11,1901.2528076171875,1906.449951171875,1912.449951171875,1880.0,1887.8499755859375,80915
2024-10-14,1900.90380859375,1906.0999755859375,1945.0,1900.0,1906.449951171875,68893
2024-10-15,1917.6080322265625,1922.8499755859375,1931.550048828125,1897.6500244140625,1916.199951171875,60202
2024-10-16,1904.493896484375,1909.699951171875,1934.25,1894.0,1933.050048828125,56403
2024-10-17,1868.0435791015625,1873.1500244140625,1948.4000244140625,1857.8499755859375,1918.300048828125,51893
2024-10-18,1921.64697265625,1926.9000244140625,1934.0,1833.199951171875,1888.0,275868
2024-10-21,1892.7261962890625,1897.9000244140625,1944.75,1858.199951171875,1938.0,137594
2024-10-22,1867.9937744140625,1873.0999755859375,1938.0,1860.3499755859375,1885.0999755859375,186360
2024-10-23,1824.21337890625,1829.199951171875,1883.699951171875,1821.050048828125,1860.0,88276
2024-10-24,1859.3671875,1864.449951171875,1871.0,1825.0,1835.6500244140625,51516
2024-10-25,1785.8182373046875,1790.699951171875,1864.449951171875,1780.050048828125,1864.449951171875,88353
2024-10-28,1800.0294189453125,1804.949951171875,1841.550048828125,1784.199951171875,1794.199951171875,66754
2024-10-29,1863.9049072265625,1869.0,1880.0,1790.0,1804.949951171875,112589
2024-10-30,1974.1036376953125,1979.5,1998.8499755859375,1860.0,1865.699951171875,268354
2024-10-31,2029.8511962890625,2035.4000244140625,2047.300048828125,1960.0,1975.050048828125,182651
2024-11-01,2019.230224609375,2024.75,2058.949951171875,2005.5,2044.949951171875,23597
2024-11-04,1964.43017578125,1969.800048828125,2010.8499755859375,1953.4000244140625,2005.6500244140625,61053
2024-11-05,2016.1885986328125,2021.699951171875,2038.050048828125,1951.050048828125,1969.449951171875,78444
2024-11-06,2089.687744140625,2095.39990234375,2124.0,1993.0,2020.800048828125,129730
2024-11-07,2115.915771484375,2121.699951171875,2176.75,2043.199951171875,2085.10009765625,348917
2024-11-08,2006.3155517578125,2011.800048828125,2118.050048828125,2000.0,2118.050048828125,127535
2024-11-11,2006.7144775390625,2012.199951171875,2070.949951171875,1990.0,2000.0,102328
2024-11-12,2005.4180908203125,2010.9000244140625,2061.0,2002.300048828125,2007.699951171875,67150
2024-11-13,1948.673095703125,1954.0,2009.5,1951.0,2001.4000244140625,79100
2024-11-14,1946.1800537109375,1951.5,2009.0,1914.550048828125,1953.699951171875,116252
2024-11-18,1983.328369140625,1988.75,2014.0,1958.5,1958.5,75496
2024-11-19,1946.8282470703125,1952.1500244140625,2001.050048828125,1942.800048828125,1990.0,55774
2024-11-21,1937.5037841796875,1942.800048828125,1973.75,1923.050048828125,1950.0,64660
2024-11-22,1958.396484375,1963.75,1982.0,1935.0,1945.8499755859375,60778
2024-11-25,1971.1617431640625,1976.550048828125,2012.0,1945.0,1981.0,65855
2024-11-26,2108.18701171875,2113.949951171875,2139.0,1977.550048828125,1982.300048828125,458043
2024-11-27,2076.922607421875,2082.60009765625,2134.949951171875,2072.199951171875,2134.949951171875,82180
2024-11-28,2101.605224609375,2107.35009765625,2195.0,2076.050048828125,2091.14990234375,257648
2024-11-29,2190.362548828125,2196.35009765625,2200.0,2099.89990234375,2100.0,261254
2024-12-02,2229.9541015625,2236.050048828125,2303.0,2205.0,2216.0,575540
2024-12-03,2306.09619140625,2312.39990234375,2353.85009765625,2215.39990234375,2239.0,462926
2024-12-04,2356.0595703125,2362.5,2398.0,2308.050048828125,2312.39990234375,379294
2024-12-05,2374.010498046875,2380.5,2490.0,2300.39990234375,2364.14990234375,548056
2024-12-06,2348.23095703125,2354.64990234375,2429.550048828125,2345.050048828125,2376.85009765625,201865
2024-12-09,2379.395751953125,2385.89990234375,2418.0,2340.0,2363.199951171875,139725
2024-12-10,2377.85009765625,2384.35009765625,2409.10009765625,2342.0,2388.949951171875,76389
2024-12-11,2462.917236328125,2469.64990234375,2484.64990234375,2380.199951171875,2398.800048828125,259089
2024-12-12,2431.80224609375,2438.449951171875,2469.800048828125,2428.0,2468.0,68326
2024-12-13,2439.88037109375,2446.550048828125,2458.449951171875,2363.89990234375,2438.89990234375,98942
2024-12-16,2414.6494140625,2421.25,2461.949951171875,2403.10009765625,2446.60009765625,111349
2024-12-17,2429.6083984375,2436.25,2539.85009765625,2418.0,2434.449951171875,417831
2024-12-18,2389.9169921875,2396.449951171875,2447.60009765625,2376.10009765625,2443.949951171875,73000
2024-12-19,2387.07470703125,2393.60009765625,2415.0,2311.550048828125,2370.050048828125,95543
2024-12-20,2305.148681640625,2311.449951171875,2408.0,2292.5,2393.0,69711
2024-12-23,2411.05908203125,2417.64990234375,2438.0,2324.39990234375,2355.0,310863
2024-12-24,2390.614990234375,2397.14990234375,2439.25,2375.449951171875,2439.0,110794
2024-12-26,2392.559814453125,2399.10009765625,2412.949951171875,2373.050048828125,2410.0,71633
2024-12-27,2593.061767578125,2600.14990234375,2641.0,2381.14990234375,2400.0,840106
2024-12-30,2531.180908203125,2538.10009765625,2608.949951171875,2452.0,2600.14990234375,484329
2024-12-31,2493.832763671875,2500.64990234375,2533.0,2464.0,2533.0,108505
2025-01-01,2505.451171875,2512.300048828125,2528.0,2466.0,2515.0,157454
2025-01-02,2552.7216796875,2559.699951171875,2625.949951171875,2492.35009765625,2524.949951171875,305917
2025-01-03,2530.63232421875,2537.550048828125,2607.050048828125,2521.0,2550.0,182816
2025-01-06,2501.412353515625,2508.25,2579.949951171875,2486.60009765625,2579.64990234375,149710
2025-01-07,2543.84619140625,2550.800048828125,2594.949951171875,2515.0,2594.949951171875,243741
2025-01-08,2576.207763671875,2583.25,2601.0,2472.25,2550.75,193723
2025-01-09,2470.74609375,2477.5,2602.0,2468.0,2602.0,160902
2025-01-10,2366.580810546875,2373.050048828125,2463.64990234375,2350.0,2454.0,161508
2025-01-13,2252.741943359375,2258.89990234375,2404.949951171875,2239.050048828125,2335.5,153178
2025-01-14,2327.138671875,2333.5,2357.449951171875,2232.0,2245.0,160961
2025-01-15,2226.713134765625,2232.800048828125,2348.64990234375,2215.050048828125,2342.35009765625,120317
2025-01-16,2237.832763671875,2243.949951171875,2297.949951171875,2207.0,2284.949951171875,104812
2025-01-17,2200.235595703125,2206.25,2246.0,2182.699951171875,2243.949951171875,107646
2025-01-20,2203.72607421875,2209.75,2227.800048828125,2166.0,2210.0,108370
2025-01-21,2189.265380859375,2195.25,2239.85009765625,2183.949951171875,2223.300048828125,78548
2025-01-22,2171.414306640625,2177.35009765625,2200.0,2116.85009765625,2185.0,91673
2025-01-23,2209.0615234375,2215.10009765625,2247.949951171875,2155.0,2155.0,125515
2025-01-24,2140.099609375,2145.949951171875,2231.75,2133.550048828125,2225.050048828125,140951
2025-01-27,1894.0224609375,1899.199951171875,2085.050048828125,1844.0999755859375,2085.0,482636
2025-01-28,1893.773193359375,1898.949951171875,1915.4000244140625,1785.050048828125,1899.199951171875,300170
2025-01-29,1996.29296875,2001.75,2020.0,1876.8499755859375,1876.8499755859375,171109
2025-01-30,2025.413330078125,2030.949951171875,2049.89990234375,1995.050048828125,2010.75,112335
2025-01-31,2068.695068359375,2074.35009765625,2089.85009765625,2024.0,2042.5,136728
2025-02-01,2077.072265625,2082.75,2115.0,2036.949951171875,2093.949951171875,102495
2025-02-03,2026.2611083984375,2031.800048828125,2055.89990234375,1953.0,2010.0,183471
2025-02-04,2101.15625,2106.89990234375,2173.60009765625,2045.6500244140625,2089.949951171875,316729
2025-02-05,2192.955322265625,2198.949951171875,2227.800048828125,2112.0,2127.75,156568
2025-02-06,2171.115234375,2177.050048828125,2246.10009765625,2155.10009765625,2225.0,87931
2025-02-07,2211.205322265625,2217.25,2249.85009765625,2146.0,2182.14990234375,143161
2025-02-10,2114.2705078125,2120.050048828125,2236.85009765625,2065.75,2225.0,189147
2025-02-11,2030.8983154296875,2036.449951171875,2132.10009765625,2023.25,2120.949951171875,97212
2025-02-12,2056.87744140625,2062.5,2097.60009765625,2022.050048828125,2045.0,212339
2025-02-13,2011.651123046875,2017.1500244140625,2078.85009765625,2003.0,2078.449951171875,86699
2025-02-14,1910.7269287109375,1915.949951171875,2034.0,1891.0,2034.0,106042
2025-02-17,1981.682861328125,1987.0999755859375,2019.0,1895.0,1895.0,229102
2025-02-18,1927.2816162109375,1932.550048828125,1994.0999755859375,1914.050048828125,1987.0999755859375,94560
2025-02-19,2018.781494140625,2024.300048828125,2037.25,1913.5,1917.050048828125,213193
2025-02-20,2044.062255859375,2049.64990234375,2066.0,2007.050048828125,2027.949951171875,63836
2025-02-21,2024.3162841796875,2029.8499755859375,2099.699951171875,2023.050048828125,2049.64990234375,90880
2025-02-24,1969.5162353515625,1974.9000244140625,2035.0,1963.0,2029.800048828125,77830
2025-02-25,1961.98681640625,1967.3499755859375,1999.800048828125,1955.0,1974.9000244140625,69140
2025-02-27,1916.9598388671875,1922.199951171875,2023.3499755859375,1908.0,1982.25,100620
2025-02-28,1817.53173828125,1822.5,1915.0999755859375,1806.050048828125,1915.0999755859375,121213
2025-03-03,1718.3028564453125,1723.0,1834.8499755859375,1681.0,1822.5,273639
2025-03-04,1805.0157470703125,1809.949951171875,1825.0,1606.0,1606.0,462595
2025-03-05,1840.61865234375,1845.6500244140625,1867.0,1789.3499755859375,1800.0,101765
2025-03-06,1928.378662109375,1933.6500244140625,1959.0,1860.0,1860.0,201782
2025-03-07,1937.453857421875,1942.75,1968.800048828125,1913.0999755859375,1949.199951171875,98236
2025-03-10,1902.4495849609375,1907.6500244140625,1963.449951171875,1889.0,1923.300048828125,81325
2025-03-11,1905.9898681640625,1911.199951171875,1923.949951171875,1855.75,1889.5,77312
2025-03-12,1850.0926513671875,1855.1500244140625,1925.449951171875,1845.050048828125,1901.050048828125,58985
2025-03-13,1836.9285888671875,1841.949951171875,1894.0,1828.5,1864.300048828125,67810
2025-03-17,1844.2586669921875,1849.300048828125,1896.699951171875,1831.050048828125,1841.949951171875,86503
2025-03-18,1844.2586669921875,1849.300048828125,1849.300048828125,1849.300048828125,1849.300048828125,0
2025-03-19,1926.9324951171875,1932.199951171875,1937.8499755859375,1902.5,1915.199951171875,93802
2025-03-20,1953.0113525390625,1958.3499755859375,1989.0,1931.550048828125,1948.949951171875,103916
2025-03-21,1992.802490234375,1998.25,2050.85009765625,1886.8499755859375,1961.5,1080180
2025-03-24,2045.7578125,2051.35009765625,2085.0,2008.199951171875,2034.0,133083
2025-03-25,2050.6943359375,2056.300048828125,2081.75,2028.0999755859375,2060.0,107331
2025-03-26,1985.2232666015625,1990.6500244140625,2065.0,1985.0,2065.0,57863
2025-03-27,2004.6202392578125,2010.0999755859375,2027.949951171875,1922.0,1980.25,63631
2025-03-28,1994.348388671875,1999.800048828125,2040.050048828125,1984.6500244140625,2039.0,65258
2025-04-01,1972.3084716796875,1977.699951171875,2002.9000244140625,1962.5,1994.25,41608
