date_,adj close_ucobank.ns,close_ucobank.ns,high_ucobank.ns,low_ucobank.ns,open_ucobank.ns,volume_ucobank.ns
2024-01-16,41.187034606933594,41.95000076293945,43.0,41.400001525878906,41.79999923706055,29996129
2024-01-17,40.15613555908203,40.900001525878906,41.79999923706055,40.599998474121094,41.04999923706055,16691879
2024-01-18,40.647037506103516,41.400001525878906,42.25,39.20000076293945,40.75,32142637
2024-01-19,40.74522018432617,41.5,42.099998474121094,41.150001525878906,41.900001525878906,14879619
2024-01-23,40.99067306518555,41.75,44.25,41.349998474121094,43.79999923706055,42159975
2024-01-24,41.92339324951172,42.70000076293945,43.599998474121094,40.849998474121094,41.70000076293945,35928040
2024-01-25,40.45067596435547,41.20000076293945,42.5,40.849998474121094,42.29999923706055,25855430
2024-01-29,41.874305725097656,42.650001525878906,43.900001525878906,41.29999923706055,41.70000076293945,35608209
2024-01-30,42.95429992675781,43.75,44.95000076293945,42.29999923706055,42.95000076293945,46398613
2024-01-31,45.65428161621094,46.5,49.5,43.70000076293945,44.04999923706055,156641592
2024-02-01,48.01063537597656,48.900001525878906,49.849998474121094,46.25,47.20000076293945,96347496
2024-02-02,49.63062286376953,50.54999923706055,51.599998474121094,48.70000076293945,49.900001525878906,112088186
2024-02-05,56.69967269897461,57.75,60.650001525878906,51.20000076293945,51.349998474121094,206465797
2024-02-06,57.73057556152344,58.79999923706055,62.900001525878906,55.849998474121094,59.349998474121094,140960899
2024-02-07,67.15597534179688,68.4000015258789,70.55000305175781,58.900001525878906,59.79999923706055,210883479
2024-02-08,62.14873123168945,63.29999923706055,70.6500015258789,62.79999923706055,70.0,115529709
2024-02-09,59.44874572753906,60.54999923706055,64.9000015258789,58.099998474121094,63.70000076293945,64490554
2024-02-12,54.097869873046875,55.099998474121094,60.900001525878906,54.5,60.900001525878906,38435300
2024-02-13,55.57058334350586,56.599998474121094,58.099998474121094,52.29999923706055,54.900001525878906,53510740
2024-02-14,57.828758239746094,58.900001525878906,59.5,54.20000076293945,54.900001525878906,42505539
2024-02-15,60.47964859008789,61.599998474121094,62.0,57.54999923706055,59.349998474121094,62332576
2024-02-16,59.49783706665039,60.599998474121094,62.79999923706055,60.150001525878906,62.0,32557812
2024-02-19,59.546932220458984,60.650001525878906,62.599998474121094,59.599998474121094,60.75,32126033
2024-02-20,58.46693420410156,59.54999923706055,61.54999923706055,59.150001525878906,60.849998474121094,15928493
2024-02-21,58.46693420410156,59.54999923706055,61.349998474121094,59.099998474121094,59.75,19995228
2024-02-22,59.399658203125,60.5,60.70000076293945,57.400001525878906,59.79999923706055,19840925
2024-02-23,58.12329864501953,59.20000076293945,60.849998474121094,59.0,60.54999923706055,13532627
2024-02-26,56.945125579833984,58.0,59.20000076293945,57.54999923706055,59.04999923706055,9910633
2024-02-27,55.57058334350586,56.599998474121094,58.29999923706055,56.150001525878906,58.0,11867390
2024-02-28,54.097869873046875,55.099998474121094,57.400001525878906,54.150001525878906,56.79999923706055,14956835
2024-02-29,55.66876983642578,56.70000076293945,57.099998474121094,54.0,55.20000076293945,17501630
2024-03-01,57.043304443359375,58.099998474121094,58.900001525878906,56.70000076293945,56.95000076293945,17607355
2024-03-04,55.079681396484375,56.099998474121094,58.20000076293945,55.45000076293945,58.0,12236994
2024-03-05,59.20329284667969,60.29999923706055,60.900001525878906,55.599998474121094,56.29999923706055,43450872
2024-03-06,57.48512268066406,58.54999923706055,61.5,58.0,60.20000076293945,27983760
2024-03-07,56.454219818115234,57.5,59.79999923706055,56.45000076293945,58.900001525878906,26835442
2024-03-11,53.99968719482422,55.0,55.900001525878906,54.04999923706055,54.5,22217194
2024-03-12,50.71061706542969,51.650001525878906,55.20000076293945,51.099998474121094,55.0,25029847
2024-03-13,47.27427291870117,48.150001525878906,52.900001525878906,47.29999923706055,51.5,30333152
2024-03-14,51.98697280883789,52.95000076293945,52.95000076293945,47.29999923706055,48.150001525878906,20943620
2024-03-15,51.44697570800781,52.400001525878906,55.0,50.400001525878906,52.900001525878906,21270818
2024-03-18,49.679710388183594,50.599998474121094,52.70000076293945,50.349998474121094,51.5,12999880
2024-03-19,48.79608154296875,49.70000076293945,51.349998474121094,49.54999923706055,50.75,10933672
2024-03-20,49.48335266113281,50.400001525878906,50.70000076293945,48.95000076293945,50.150001525878906,12804494
2024-03-21,49.876075744628906,50.79999923706055,52.25,50.400001525878906,51.20000076293945,10268589
2024-03-22,50.56334686279297,51.5,52.099998474121094,50.79999923706055,51.0,10865434
2024-03-26,49.532440185546875,50.45000076293945,52.20000076293945,50.04999923706055,51.599998474121094,10068136
2024-03-27,48.648807525634766,49.54999923706055,51.20000076293945,49.25,50.900001525878906,11071605
2024-03-28,51.250614166259766,52.20000076293945,53.349998474121094,49.900001525878906,50.0,27813819
2024-04-01,54.1469612121582,55.150001525878906,55.400001525878906,52.45000076293945,52.650001525878906,20149810
2024-04-02,54.04877471923828,55.04999923706055,56.29999923706055,54.45000076293945,55.400001525878906,18838846
2024-04-03,55.914222717285156,56.95000076293945,57.29999923706055,54.5,55.0,24797023
2024-04-04,55.1287727355957,56.150001525878906,57.599998474121094,55.29999923706055,57.400001525878906,16041916
2024-04-05,56.01240158081055,57.04999923706055,57.5,55.45000076293945,56.0,19797356
2024-04-08,54.78513717651367,55.79999923706055,57.45000076293945,55.54999923706055,57.25,8629371
2024-04-09,55.22695541381836,56.25,57.20000076293945,55.5,56.20000076293945,12408265
2024-04-10,55.1287727355957,56.150001525878906,56.79999923706055,55.400001525878906,56.54999923706055,10378291
2024-04-12,54.097869873046875,55.099998474121094,56.400001525878906,54.900001525878906,55.79999923706055,8541579
2024-04-15,52.18333435058594,53.150001525878906,54.150001525878906,51.54999923706055,52.0,12592638
2024-04-16,53.11605453491211,54.099998474121094,55.0,52.349998474121094,52.79999923706055,11705631
2024-04-18,52.57605743408203,53.54999923706055,55.04999923706055,53.400001525878906,54.5,7032784
2024-04-19,52.52696990966797,53.5,53.79999923706055,51.75,53.0,10567274
2024-04-22,54.34332275390625,55.349998474121094,55.54999923706055,53.849998474121094,53.900001525878906,11536211
2024-04-23,53.90150833129883,54.900001525878906,55.70000076293945,54.599998474121094,55.599998474121094,9908514
2024-04-24,53.45969009399414,54.45000076293945,55.70000076293945,54.099998474121094,55.25,7614323
2024-04-25,55.76695251464844,56.79999923706055,57.5,54.25,54.599998474121094,24141393
2024-04-26,55.963314056396484,57.0,57.75,56.150001525878906,57.099998474121094,18891679
