date_,adj close_bhartiartl.ns,close_bhartiartl.ns,high_bhartiartl.ns,low_bhartiartl.ns,open_bhartiartl.ns,volume_bhartiartl.ns
2024-03-19,1211.415283203125,1228.3499755859375,1240.4000244140625,1214.5999755859375,1216.199951171875,7703719
2024-03-20,1214.8177490234375,1231.800048828125,1239.0,1223.6500244140625,1228.25,6596032
2024-03-21,1203.969482421875,1220.800048828125,1242.9000244140625,1214.0999755859375,1238.0,9952250
2024-03-22,1219.058349609375,1236.0999755859375,1245.0,1222.0,1226.949951171875,7840007
2024-03-26,1196.37548828125,1213.0999755859375,1234.0,1210.0,1225.0,10898138
2024-03-27,1207.914306640625,1224.800048828125,1228.25,1210.550048828125,1210.550048828125,5779169
2024-03-28,1211.661865234375,1228.5999755859375,1238.5,1220.300048828125,1226.949951171875,10518377
2024-04-01,1200.56689453125,1217.3499755859375,1231.9000244140625,1208.0,1228.0,5461473
2024-04-02,1191.5924072265625,1208.25,1227.75,1203.199951171875,1225.0,3625577
2024-04-03,1208.8017578125,1225.699951171875,1240.5999755859375,1189.449951171875,1195.0,9532291
2024-04-04,1190.211669921875,1206.8499755859375,1233.0,1201.300048828125,1231.949951171875,7327626
2024-04-05,1174.5802001953125,1191.0,1211.3499755859375,1188.949951171875,1205.9000244140625,4227519
2024-04-08,1188.09130859375,1204.699951171875,1210.550048828125,1183.0999755859375,1188.0,4827733
2024-04-09,1187.8447265625,1204.449951171875,1214.949951171875,1198.300048828125,1214.949951171875,3372798
2024-04-10,1212.4508056640625,1229.4000244140625,1230.699951171875,1208.75,1213.25,6442196
2024-04-12,1208.6539306640625,1225.550048828125,1231.8499755859375,1219.550048828125,1226.0999755859375,7877073
2024-04-15,1207.667724609375,1224.550048828125,1235.0,1210.3499755859375,1210.5999755859375,4281602
2024-04-16,1199.6793212890625,1216.449951171875,1233.949951171875,1212.050048828125,1223.9000244140625,5235632
2024-04-18,1248.2996826171875,1265.75,1281.8499755859375,1215.800048828125,1220.0,19939924
2024-04-19,1271.2291259765625,1289.0,1296.5,1253.3499755859375,1280.0,13103862
2024-04-22,1279.6612548828125,1297.550048828125,1305.4000244140625,1288.25,1304.0,7894656
2024-04-23,1323.843505859375,1342.3499755859375,1351.0,1302.0999755859375,1310.0,12074766
2024-04-24,1317.9755859375,1336.4000244140625,1354.0,1333.550048828125,1352.0,6277492
2024-04-25,1320.243896484375,1338.699951171875,1343.800048828125,1324.3499755859375,1331.0,8512627
2024-04-26,1307.718994140625,1326.0,1345.699951171875,1322.0,1338.0,5289771
2024-04-29,1314.080078125,1332.449951171875,1346.0,1320.0,1324.5,3195888
2024-04-30,1304.070068359375,1322.300048828125,1334.800048828125,1319.949951171875,1323.1500244140625,5272565
2024-05-02,1286.0716552734375,1304.050048828125,1319.9000244140625,1293.5999755859375,1315.25,7995432
2024-05-03,1259.7890625,1277.4000244140625,1310.5,1258.1500244140625,1306.0,11290875
2024-05-06,1265.706298828125,1283.4000244140625,1298.449951171875,1273.199951171875,1275.0,5555467
2024-05-07,1268.41845703125,1286.1500244140625,1294.449951171875,1271.0,1286.3499755859375,5767030
2024-05-08,1270.8345947265625,1288.5999755859375,1299.4000244140625,1274.699951171875,1276.1500244140625,2682816
2024-05-09,1257.8658447265625,1275.449951171875,1295.300048828125,1270.050048828125,1283.0,4809145
2024-05-10,1283.2115478515625,1301.1500244140625,1308.5,1271.75,1275.050048828125,5532513
2024-05-13,1268.22119140625,1285.949951171875,1302.9000244140625,1281.4000244140625,1301.1500244140625,3703942
2024-05-14,1266.593994140625,1284.300048828125,1299.9000244140625,1280.699951171875,1290.550048828125,3262908
2024-05-15,1291.8409423828125,1309.9000244140625,1318.25,1280.5,1281.550048828125,6891004
2024-05-16,1326.5557861328125,1345.0999755859375,1356.8499755859375,1321.300048828125,1328.0,11932181
2024-05-17,1325.9146728515625,1344.449951171875,1360.0,1339.25,1353.5999755859375,6614017
2024-05-21,1325.766845703125,1344.300048828125,1362.75,1335.75,1356.0,5422220
2024-05-22,1329.3170166015625,1347.9000244140625,1351.0,1329.550048828125,1342.1500244140625,3026723
2024-05-23,1355.1065673828125,1374.050048828125,1377.300048828125,1344.300048828125,1350.75,7147341
2024-05-24,1369.357421875,1388.5,1397.75,1374.050048828125,1375.5,5622368
2024-05-27,1365.2645263671875,1384.3499755859375,1407.0,1378.0,1396.0,6553974
2024-05-28,1352.14794921875,1371.050048828125,1386.949951171875,1366.9000244140625,1384.800048828125,2068963
2024-05-29,1358.114501953125,1377.0999755859375,1390.25,1355.5,1355.5,4445083
2024-05-30,1358.1639404296875,1377.1500244140625,1386.449951171875,1363.5,1378.800048828125,7100303
2024-05-31,1353.8245849609375,1372.75,1388.0,1338.0,1380.0,24825643
2024-06-03,1371.92138671875,1391.0999755859375,1420.449951171875,1385.0,1415.300048828125,6017122
2024-06-04,1281.7816162109375,1299.699951171875,1397.0,1219.050048828125,1391.0999755859375,19924421
2024-06-05,1325.81591796875,1344.3499755859375,1348.75,1279.8499755859375,1325.6500244140625,12175520
2024-06-06,1351.7041015625,1370.5999755859375,1376.25,1329.0,1359.0,10279789
2024-06-07,1405.6007080078125,1425.25,1430.6500244140625,1363.1500244140625,1370.5999755859375,12280748
2024-06-10,1406.3897705078125,1426.050048828125,1436.6500244140625,1421.050048828125,1421.050048828125,5318477
2024-06-11,1407.5731201171875,1427.25,1434.5999755859375,1413.0,1426.0,4416792
2024-06-12,1418.5694580078125,1438.4000244140625,1447.8499755859375,1422.0999755859375,1425.0,4876138
2024-06-13,1406.09375,1425.75,1455.949951171875,1420.449951171875,1449.0,7990376
2024-06-14,1407.7210693359375,1427.4000244140625,1434.0,1420.949951171875,1434.0,3978442
2024-06-18,1408.6578369140625,1428.3499755859375,1444.0,1418.0,1444.0,8671131
2024-06-19,1373.1541748046875,1392.3499755859375,1434.800048828125,1388.300048828125,1433.949951171875,8640918
2024-06-20,1362.108642578125,1381.1500244140625,1406.949951171875,1376.25,1405.949951171875,8742855
2024-06-21,1396.527587890625,1416.050048828125,1423.949951171875,1372.8499755859375,1384.949951171875,43929578
2024-06-24,1400.225830078125,1419.800048828125,1423.800048828125,1389.3499755859375,1402.0,6195831
2024-06-25,1395.4427490234375,1414.949951171875,1434.0,1409.8499755859375,1434.0,6353748
2024-06-26,1439.3785400390625,1459.5,1479.949951171875,1408.949951171875,1414.949951171875,9579826
2024-06-27,1455.453857421875,1475.800048828125,1489.0,1440.050048828125,1464.0,19675528
2024-06-28,1424.1414794921875,1444.050048828125,1536.25,1436.6500244140625,1536.25,29145832
2024-07-01,1433.954345703125,1454.0,1466.800048828125,1449.25,1450.0,6011806
2024-07-02,1399.3875732421875,1418.949951171875,1473.4000244140625,1417.0,1462.0,7792632
2024-07-03,1400.275146484375,1419.8499755859375,1432.4000244140625,1408.449951171875,1427.949951171875,8261388
2024-07-04,1403.4310302734375,1423.050048828125,1441.0999755859375,1411.5,1418.0,9570938
2024-07-05,1409.9893798828125,1429.699951171875,1433.5999755859375,1416.8499755859375,1422.5,4881198
2024-07-08,1415.3642578125,1435.1500244140625,1438.8499755859375,1423.1500244140625,1431.0,3261797
2024-07-09,1415.7586669921875,1435.550048828125,1441.6500244140625,1428.1500244140625,1436.0,2897480
2024-07-10,1425.127685546875,1445.050048828125,1448.75,1426.1500244140625,1441.0,3416762
2024-07-11,1418.12548828125,1437.949951171875,1450.8499755859375,1428.0,1450.0,4178558
2024-07-12,1413.490478515625,1433.25,1447.5999755859375,1421.449951171875,1442.0,6342135
2024-07-15,1417.7803955078125,1437.5999755859375,1440.0,1426.050048828125,1433.25,3324806
2024-07-16,1446.281982421875,1466.5,1473.300048828125,1445.0,1452.0,6967651
2024-07-18,1463.1956787109375,1483.6500244140625,1485.949951171875,1459.050048828125,1466.0,6470342
2024-07-19,1441.5975341796875,1461.75,1480.0,1451.949951171875,1480.0,3858596
2024-07-22,1445.1971435546875,1465.4000244140625,1472.0,1449.050048828125,1450.0,3560584
2024-07-23,1445.4930419921875,1465.699951171875,1470.0,1428.449951171875,1470.0,2936143
2024-07-24,1435.1376953125,1455.199951171875,1475.5999755859375,1436.550048828125,1466.0,4529339
2024-07-25,1429.1712646484375,1449.1500244140625,1454.0,1440.0999755859375,1445.0,4277756
2024-07-26,1493.5216064453125,1514.4000244140625,1520.0,1449.1500244140625,1450.25,9564987
2024-07-29,1460.92724609375,1481.3499755859375,1525.0,1477.050048828125,1525.0,4589313
2024-07-30,1450.078857421875,1470.3499755859375,1484.9000244140625,1464.050048828125,1484.4000244140625,4263689
2024-07-31,1470.9866943359375,1491.550048828125,1504.1500244140625,1473.1500244140625,1477.8499755859375,5634305
2024-08-01,1484.744384765625,1505.5,1511.0,1485.0,1485.0,4531379
2024-08-02,1473.2056884765625,1493.800048828125,1505.1500244140625,1483.5999755859375,1494.0999755859375,3335905
2024-08-05,1445.4930419921875,1465.699951171875,1488.0,1451.5,1482.0,5111901
2024-08-06,1423.6484375,1443.550048828125,1492.9000244140625,1431.0999755859375,1483.0999755859375,8249573
2024-08-07,1429.7969970703125,1441.75,1454.9000244140625,1422.5999755859375,1452.0,5700734
2024-08-08,1439.7637939453125,1451.800048828125,1466.5,1430.0,1435.0,5986360
2024-08-09,1451.961669921875,1464.0999755859375,1482.0,1457.300048828125,1465.0,3615910
2024-08-12,1446.50732421875,1458.5999755859375,1477.5,1445.0,1466.0,4028226
2024-08-13,1447.59814453125,1459.699951171875,1478.4000244140625,1450.3499755859375,1468.0,4495208
2024-08-14,1459.4986572265625,1471.699951171875,1480.0999755859375,1453.0999755859375,1453.0999755859375,5891784
2024-08-16,1471.25048828125,1483.550048828125,1491.0,1468.0999755859375,1480.0,7176426
2024-08-19,1457.4658203125,1469.6500244140625,1489.0999755859375,1464.300048828125,1487.0,4404075
2024-08-20,1437.1357421875,1449.1500244140625,1484.75,1446.5,1480.0,10046892
2024-08-21,1451.317138671875,1463.449951171875,1466.5999755859375,1447.699951171875,1453.0,6175510
2024-08-22,1474.0272216796875,1486.3499755859375,1499.9000244140625,1465.0,1473.699951171875,6781325
2024-08-23,1494.2581787109375,1506.75,1510.0,1479.3499755859375,1493.0,6238112
2024-08-26,1501.0018310546875,1513.550048828125,1520.699951171875,1505.0,1509.0,4307432
2024-08-27,1510.12548828125,1522.75,1526.3499755859375,1502.0,1518.0,3965066
2024-08-28,1543.4468994140625,1556.3499755859375,1564.5,1521.6500244140625,1527.949951171875,6225319
2024-08-29,1552.9178466796875,1565.9000244140625,1571.699951171875,1545.949951171875,1565.0,8036748
2024-08-30,1575.8758544921875,1589.050048828125,1608.4000244140625,1561.5999755859375,1576.0,37820442
2024-09-02,1558.322509765625,1571.3499755859375,1605.0,1565.5,1605.0,4890314
2024-09-03,1547.6617431640625,1560.5999755859375,1579.0,1558.5999755859375,1579.0,4546295
2024-09-04,1548.950927734375,1561.9000244140625,1566.0,1542.0,1558.0,5213811
2024-09-05,1534.372802734375,1547.199951171875,1563.0,1541.5,1559.0,5652812
2024-09-06,1526.48876953125,1539.25,1555.5999755859375,1530.199951171875,1552.800048828125,5497805
2024-09-09,1529.860595703125,1542.6500244140625,1546.75,1523.25,1523.25,3912508
2024-09-10,1564.7686767578125,1577.8499755859375,1586.0,1545.1500244140625,1545.1500244140625,6163457
2024-09-11,1564.7191162109375,1577.800048828125,1598.9000244140625,1574.449951171875,1578.449951171875,5994914
2024-09-12,1633.097412109375,1646.75,1652.800048828125,1590.0999755859375,1596.1500244140625,12204496
2024-09-13,1620.8994140625,1634.449951171875,1654.9000244140625,1631.050048828125,1651.0,5609618
2024-09-16,1621.89111328125,1635.449951171875,1652.949951171875,1630.0999755859375,1634.449951171875,3762063
2024-09-17,1647.97314453125,1661.75,1666.050048828125,1638.5,1650.0,4223072
2024-09-18,1641.179931640625,1654.9000244140625,1670.949951171875,1647.8499755859375,1655.199951171875,3171195
2024-09-19,1651.04736328125,1664.8499755859375,1711.699951171875,1647.699951171875,1647.699951171875,8498240
2024-09-20,1697.55859375,1711.75,1723.4000244140625,1666.0,1671.0,21646275
2024-09-23,1735.937744140625,1750.449951171875,1754.25,1719.0,1719.0,5001827
2024-09-24,1742.0863037109375,1756.6500244140625,1767.550048828125,1746.0999755859375,1752.0,7579205
2024-09-25,1745.8052978515625,1760.4000244140625,1766.9000244140625,1745.0,1755.550048828125,4017103
2024-09-26,1756.41650390625,1771.0999755859375,1779.0,1746.1500244140625,1770.0,7417423
2024-09-27,1720.2191162109375,1734.5999755859375,1763.449951171875,1722.5,1755.199951171875,7116861
2024-09-30,1695.3768310546875,1709.550048828125,1733.0,1704.199951171875,1714.0,6907288
2024-10-01,1684.61669921875,1698.699951171875,1722.8499755859375,1696.0,1705.0,3649090
2024-10-03,1659.5760498046875,1673.449951171875,1695.0,1665.0,1665.0,7200276
2024-10-04,1627.2960205078125,1640.9000244140625,1686.699951171875,1630.1500244140625,1670.050048828125,8576527
2024-10-07,1648.2706298828125,1662.050048828125,1670.0,1642.449951171875,1651.0,5387707
2024-10-08,1643.708740234375,1657.449951171875,1679.5,1652.0,1662.5999755859375,5224335
2024-10-09,1664.1875,1678.0999755859375,1704.5999755859375,1661.050048828125,1666.75,3414614
2024-10-10,1664.1875,1678.0999755859375,1698.949951171875,1665.0,1686.5999755859375,5047657
2024-10-11,1673.4105224609375,1687.4000244140625,1690.25,1658.6500244140625,1678.0999755859375,2367678
2024-10-14,1681.54248046875,1695.5999755859375,1710.050048828125,1679.3499755859375,1686.0,2069815
2024-10-15,1703.012939453125,1717.25,1732.75,1699.949951171875,1708.0,5891334
2024-10-16,1719.574462890625,1733.949951171875,1742.25,1717.0999755859375,1720.0,3299887
2024-10-17,1687.0465087890625,1701.1500244140625,1737.949951171875,1694.4000244140625,1736.75,4373392
2024-10-18,1693.69091796875,1707.8499755859375,1716.0999755859375,1685.199951171875,1710.0,4154915
2024-10-21,1678.517822265625,1692.550048828125,1708.949951171875,1662.0,1705.550048828125,3836168
2024-10-22,1678.22021484375,1692.25,1712.9000244140625,1687.3499755859375,1692.0,3070057
2024-10-23,1671.82373046875,1685.800048828125,1701.3499755859375,1680.0999755859375,1690.0,2764757
2024-10-24,1664.53466796875,1678.449951171875,1693.0,1657.4000244140625,1687.0,3669575
2024-10-25,1652.1878662109375,1666.0,1684.75,1655.8499755859375,1681.0999755859375,3434386
2024-10-28,1649.559814453125,1663.3499755859375,1677.8499755859375,1645.6500244140625,1658.1500244140625,2811651
2024-10-29,1623.5274658203125,1637.0999755859375,1667.949951171875,1610.0,1650.5,6990747
2024-10-30,1619.80859375,1633.3499755859375,1651.0,1617.800048828125,1627.800048828125,4622628
2024-10-31,1599.2305908203125,1612.5999755859375,1638.800048828125,1602.1500244140625,1634.0,4921681
2024-11-01,1603.048583984375,1616.449951171875,1626.3499755859375,1605.3499755859375,1620.0,279441
2024-11-04,1578.0576171875,1591.25,1623.8499755859375,1573.050048828125,1619.1500244140625,6094029
2024-11-05,1565.314208984375,1578.4000244140625,1593.9000244140625,1566.0,1583.25,6473278
2024-11-06,1585.5450439453125,1598.800048828125,1610.75,1566.5,1583.0,6631728
2024-11-07,1562.7357177734375,1575.800048828125,1608.550048828125,1569.6500244140625,1595.949951171875,5160994
2024-11-08,1556.8846435546875,1569.9000244140625,1579.5,1558.8499755859375,1571.0,3096384
2024-11-11,1547.6121826171875,1560.550048828125,1581.5999755859375,1551.800048828125,1561.0,3664301
2024-11-12,1542.7528076171875,1555.6500244140625,1595.0,1550.0999755859375,1568.800048828125,4479934
2024-11-13,1537.5958251953125,1550.449951171875,1572.5,1546.3499755859375,1559.9000244140625,5816699
2024-11-14,1537.6453857421875,1550.5,1568.0,1536.550048828125,1550.0,5139154
2024-11-18,1524.25732421875,1537.0,1568.949951171875,1529.449951171875,1568.949951171875,4816078
2024-11-19,1512.8526611328125,1525.5,1558.0,1519.300048828125,1537.0,6238241
2024-11-21,1512.505615234375,1525.1500244140625,1542.050048828125,1511.0,1538.0,7356679
2024-11-22,1556.2896728515625,1569.300048828125,1575.0,1520.199951171875,1533.0,7640321
2024-11-25,1565.6612548828125,1578.75,1609.25,1562.550048828125,1581.949951171875,12155641
2024-11-26,1564.1737060546875,1577.25,1604.8499755859375,1566.0,1590.0,4030593
2024-11-27,1564.5704345703125,1577.6500244140625,1583.75,1554.1500244140625,1569.1500244140625,4982785
2024-11-28,1547.46337890625,1560.4000244140625,1588.5,1556.949951171875,1571.0,6714728
2024-11-29,1613.6600341796875,1627.1500244140625,1648.9000244140625,1551.1500244140625,1551.1500244140625,10775801
2024-12-02,1629.9735107421875,1643.5999755859375,1646.199951171875,1617.199951171875,1627.1500244140625,3790108
2024-12-03,1607.11474609375,1620.550048828125,1652.9000244140625,1613.1500244140625,1652.9000244140625,9131055
2024-12-04,1570.966796875,1584.0999755859375,1630.5,1582.4000244140625,1629.75,8772014
2024-12-05,1601.957763671875,1615.3499755859375,1622.050048828125,1585.3499755859375,1600.0,10324005
2024-12-06,1584.6029052734375,1597.8499755859375,1624.6500244140625,1594.800048828125,1618.0,4296866
2024-12-09,1589.263916015625,1602.550048828125,1605.9000244140625,1589.050048828125,1595.9000244140625,4264409
2024-12-10,1565.5621337890625,1578.6500244140625,1611.8499755859375,1570.050048828125,1610.550048828125,14645786
2024-12-11,1572.85107421875,1586.0,1588.0,1571.199951171875,1588.0,3853182
2024-12-12,1597.1976318359375,1610.550048828125,1617.9000244140625,1578.5,1578.5,13120939
2024-12-13,1667.8072509765625,1681.75,1685.0,1606.800048828125,1618.0,12900707
2024-12-16,1648.7664794921875,1662.550048828125,1687.0,1660.1500244140625,1681.75,4375126
2024-12-17,1601.908203125,1615.300048828125,1658.6500244140625,1608.5,1650.5,6182486
2024-12-18,1588.619384765625,1601.9000244140625,1623.0,1596.0999755859375,1621.4000244140625,3905144
2024-12-19,1587.0325927734375,1600.300048828125,1609.75,1585.449951171875,1586.4000244140625,5865855
2024-12-20,1565.0166015625,1578.0999755859375,1622.300048828125,1573.4000244140625,1610.0,9738879
2024-12-23,1573.74365234375,1586.9000244140625,1607.449951171875,1578.3499755859375,1586.0,4363599
2024-12-24,1570.7685546875,1583.9000244140625,1598.800048828125,1575.0,1590.0,3610076
2024-12-26,1586.2392578125,1599.5,1606.8499755859375,1581.0999755859375,1583.9000244140625,3400479
2024-12-27,1586.5863037109375,1599.8499755859375,1628.449951171875,1596.300048828125,1599.5,2559578
2024-12-30,1573.74365234375,1586.9000244140625,1613.050048828125,1581.0999755859375,1605.0,4438130
2024-12-31,1574.586669921875,1587.75,1597.199951171875,1563.3499755859375,1583.0,2249626
2025-01-01,1582.470703125,1595.699951171875,1606.550048828125,1584.050048828125,1593.0,1405565
2025-01-02,1596.3546142578125,1609.699951171875,1619.5999755859375,1588.4000244140625,1599.9000244140625,3728040
2025-01-03,1585.5946044921875,1598.8499755859375,1617.0,1593.300048828125,1615.0,3669685
2025-01-06,1575.28076171875,1588.449951171875,1609.8499755859375,1567.0999755859375,1596.1500244140625,4584188
2025-01-07,1577.660888671875,1590.8499755859375,1603.0,1584.050048828125,1594.0,2830856
2025-01-08,1585.941650390625,1599.199951171875,1613.449951171875,1577.8499755859375,1598.75,3674564
2025-01-09,1593.7266845703125,1607.050048828125,1620.199951171875,1592.4000244140625,1600.0,4684859
2025-01-10,1602.5032958984375,1615.9000244140625,1625.0,1591.800048828125,1608.0,4145892
2025-01-13,1583.958251953125,1597.199951171875,1614.699951171875,1578.0999755859375,1580.0,3705039
2025-01-14,1586.834228515625,1600.0999755859375,1633.4000244140625,1578.5,1604.699951171875,7284572
2025-01-15,1594.123291015625,1607.449951171875,1613.8499755859375,1593.0,1608.050048828125,2960985
2025-01-16,1616.6846923828125,1630.199951171875,1635.0,1600.550048828125,1619.050048828125,5299325
2025-01-17,1614.007080078125,1627.5,1639.0,1623.0,1630.0999755859375,2678801
2025-01-20,1627.5439453125,1641.1500244140625,1645.0,1618.0999755859375,1638.0,3933044
2025-01-21,1612.6683349609375,1626.1500244140625,1656.699951171875,1620.300048828125,1654.0,7958844
2025-01-22,1618.2218017578125,1631.75,1641.0,1622.550048828125,1627.5,3262136
2025-01-23,1622.4366455078125,1636.0,1645.4000244140625,1617.199951171875,1624.5,2457080
2025-01-24,1631.1636962890625,1644.800048828125,1661.9000244140625,1634.050048828125,1634.050048828125,3620058
2025-01-27,1589.3134765625,1602.5999755859375,1647.199951171875,1593.699951171875,1638.949951171875,6622807
2025-01-28,1604.932861328125,1618.3499755859375,1630.300048828125,1597.0,1607.6500244140625,5216471
2025-01-29,1587.1812744140625,1600.449951171875,1626.9000244140625,1593.1500244140625,1620.0,5009227
2025-01-30,1627.147216796875,1640.75,1644.949951171875,1595.199951171875,1606.699951171875,4283637
2025-01-31,1612.8170166015625,1626.300048828125,1639.0999755859375,1574.25,1639.0999755859375,8340866
2025-02-01,1609.7923583984375,1623.25,1644.0,1609.199951171875,1627.0,2741589
2025-02-03,1638.6510009765625,1652.3499755859375,1661.0,1608.0999755859375,1619.9000244140625,4146970
2025-02-04,1647.675537109375,1661.449951171875,1668.300048828125,1629.050048828125,1662.1500244140625,6385876
2025-02-05,1646.683837890625,1660.449951171875,1675.199951171875,1649.0999755859375,1670.0,3920893
2025-02-06,1606.3212890625,1619.75,1667.300048828125,1613.25,1665.9000244140625,5229162
2025-02-07,1662.8487548828125,1676.75,1707.550048828125,1635.0,1635.050048828125,14873255
2025-02-10,1679.013671875,1693.050048828125,1700.0,1678.050048828125,1698.8499755859375,6782878
2025-02-11,1682.6829833984375,1696.75,1706.6500244140625,1686.199951171875,1706.0,8965266
2025-02-12,1697.3603515625,1711.550048828125,1713.699951171875,1684.5,1704.0,7148192
2025-02-13,1700.3848876953125,1714.5999755859375,1728.4000244140625,1703.9000244140625,1710.0,5356002
2025-02-14,1702.814697265625,1717.050048828125,1724.0999755859375,1705.25,1714.0,5125863
2025-02-17,1661.65869140625,1675.550048828125,1716.9000244140625,1666.25,1711.75,4906462
2025-02-18,1655.0638427734375,1668.9000244140625,1695.949951171875,1655.800048828125,1692.0,7529598
2025-02-19,1631.560302734375,1645.199951171875,1673.449951171875,1638.449951171875,1670.0,7776555
2025-02-20,1629.8743896484375,1643.5,1649.800048828125,1627.25,1639.8499755859375,5524503
2025-02-21,1625.65966796875,1639.25,1658.699951171875,1629.199951171875,1643.5,5447583
2025-02-24,1588.0242919921875,1601.300048828125,1637.550048828125,1598.0,1627.0,4673190
2025-02-25,1627.7918701171875,1641.4000244140625,1649.1500244140625,1597.0,1597.0,6286808
2025-02-27,1636.71728515625,1650.4000244140625,1656.0,1638.6500244140625,1643.4000244140625,7568745
2025-02-28,1557.18212890625,1570.199951171875,1648.449951171875,1559.5,1641.949951171875,13640211
2025-03-03,1582.5699462890625,1595.800048828125,1602.75,1572.75,1579.0,6993525
2025-03-04,1562.2894287109375,1575.3499755859375,1590.5,1568.0,1589.0,5219668
2025-03-05,1604.833740234375,1618.25,1626.0999755859375,1577.0999755859375,1578.0,6295425
2025-03-06,1613.412109375,1626.9000244140625,1631.75,1590.449951171875,1618.0,5174009
2025-03-07,1617.1805419921875,1630.699951171875,1642.4000244140625,1615.5999755859375,1629.0,3035558
2025-03-10,1617.428466796875,1630.949951171875,1654.9000244140625,1626.5999755859375,1640.0,3778450
2025-03-11,1649.1630859375,1662.949951171875,1676.4000244140625,1624.050048828125,1630.0,6078564
2025-03-12,1629.229736328125,1642.8499755859375,1716.6500244140625,1634.0,1690.0,9907628
2025-03-13,1618.965576171875,1632.5,1656.9000244140625,1629.5999755859375,1650.800048828125,8317331
