date_,adj close_nationalum.ns,close_nationalum.ns,high_nationalum.ns,low_nationalum.ns,open_nationalum.ns,volume_nationalum.ns
2024-03-22,137.98712158203125,148.75,150.75,144.25,146.4499969482422,21509647
2024-03-26,140.90919494628906,151.89999389648438,152.60000610351562,148.25,148.5,12862977
2024-03-27,140.63092041015625,151.60000610351562,154.4499969482422,151.1999969482422,152.35000610351562,9665216
2024-03-28,141.51219177246094,152.5500030517578,154.64999389648438,151.60000610351562,152.8000030517578,9698314
2024-04-01,149.81460571289062,161.5,162.1999969482422,153.60000610351562,153.89999389648438,27130487
2024-04-02,154.1745147705078,166.1999969482422,166.6999969482422,158.5,162.3000030517578,25348685
2024-04-03,162.1058807373047,174.75,176.25,166.3000030517578,166.8000030517578,75955052
2024-04-04,162.66249084472656,175.35000610351562,180.1999969482422,174.3000030517578,178.25,33950224
2024-04-05,164.65692138671875,177.5,180.39999389648438,171.14999389648438,174.9499969482422,26489939
2024-04-08,165.1207275390625,178.0,179.89999389648438,174.64999389648438,178.6999969482422,17035259
2024-04-09,170.1763916015625,183.4499969482422,185.25,176.10000610351562,178.60000610351562,34968600
2024-04-10,169.4806365966797,182.6999969482422,188.8000030517578,182.0,184.89999389648438,30361167
2024-04-12,165.30624389648438,178.1999969482422,183.4499969482422,177.5,181.25,20228100
2024-04-15,168.50662231445312,181.64999389648438,185.1999969482422,175.0500030517578,182.0,53692381
2024-04-16,169.71255493164062,182.9499969482422,185.6999969482422,178.39999389648438,179.60000610351562,24435652
2024-04-18,168.22833251953125,181.35000610351562,187.64999389648438,180.0,184.8000030517578,16716381
2024-04-19,171.4287109375,184.8000030517578,185.5,174.75,180.0,27228605
2024-04-22,172.03167724609375,185.4499969482422,191.39999389648438,184.6999969482422,187.8000030517578,37346966
2024-04-23,170.08363342285156,183.35000610351562,187.6999969482422,182.5,187.3000030517578,17127399
2024-04-24,174.3971710205078,188.0,190.0,182.39999389648438,183.39999389648438,22418521
2024-04-25,174.62908935546875,188.25,189.89999389648438,185.6999969482422,188.0,20344598
2024-04-26,175.23204040527344,188.89999389648438,192.1999969482422,187.10000610351562,190.60000610351562,15985573
2024-04-29,174.86099243164062,188.5,193.10000610351562,188.0,190.5500030517578,13217202
2024-04-30,171.8461456298828,185.25,190.25,184.60000610351562,189.60000610351562,11371087
2024-05-02,173.1448516845703,186.64999389648438,189.10000610351562,184.10000610351562,184.8000030517578,11946114
2024-05-03,171.70703125,185.10000610351562,188.39999389648438,182.3000030517578,187.25,14912479
2024-05-06,169.80532836914062,183.0500030517578,186.89999389648438,178.0500030517578,186.64999389648438,14338036
2024-05-07,163.822021484375,176.60000610351562,183.5500030517578,174.25,183.25,14505252
2024-05-08,166.23390197753906,179.1999969482422,181.14999389648438,174.0,175.1999969482422,10694946
2024-05-09,158.3953094482422,170.75,180.5,170.10000610351562,180.0,11743450
2024-05-10,161.36376953125,173.9499969482422,174.6999969482422,169.3000030517578,172.0,11866260
2024-05-13,164.14671325683594,176.9499969482422,178.0,168.75,173.1999969482422,12288370
2024-05-14,176.11329650878906,189.85000610351562,190.8000030517578,177.39999389648438,178.39999389648438,31279139
2024-05-15,175.7886505126953,189.5,193.6999969482422,188.14999389648438,190.5,16833166
2024-05-16,176.20606994628906,189.9499969482422,192.3000030517578,187.0,190.9499969482422,10458422
2024-05-17,180.7515411376953,194.85000610351562,196.0,189.6999969482422,190.39999389648438,20880587
2024-05-21,184.6476593017578,199.0500030517578,204.1999969482422,197.0,200.0,27872760
2024-05-22,183.2097930908203,197.5,202.0500030517578,193.1999969482422,202.0,22491746
2024-05-23,177.31924438476562,191.14999389648438,195.60000610351562,190.14999389648438,195.0500030517578,16546968
2024-05-24,179.17453002929688,193.14999389648438,196.0,191.14999389648438,191.64999389648438,15225962
2024-05-27,180.28773498535156,194.35000610351562,196.1999969482422,190.35000610351562,194.5,17590858
2024-05-28,177.5511474609375,191.39999389648438,206.3000030517578,189.5,200.5500030517578,76307148
2024-05-29,180.65878295898438,194.75,200.1999969482422,190.5500030517578,192.0,35895866
2024-05-30,175.7886505126953,189.5,195.6999969482422,188.6999969482422,194.5,22499127
2024-05-31,177.7830810546875,191.64999389648438,193.6999969482422,187.0,190.85000610351562,22219016
2024-06-03,182.0038604736328,196.1999969482422,201.60000610351562,194.8000030517578,201.1999969482422,24424876
2024-06-04,147.0780487060547,158.5500030517578,195.0,147.14999389648438,195.0,68754834
2024-06-05,163.40460205078125,176.14999389648438,179.39999389648438,153.60000610351562,164.39999389648438,37758288
2024-06-06,167.53262329101562,180.60000610351562,185.0,176.39999389648438,177.6999969482422,31403131
2024-06-07,171.89254760742188,185.3000030517578,185.8000030517578,177.89999389648438,180.60000610351562,14932581
2024-06-10,170.1392822265625,183.41000366210938,185.0500030517578,182.19000244140625,185.0,14575331
2024-06-11,169.91664123535156,183.1699981689453,187.11000061035156,181.5500030517578,183.3000030517578,16050502
2024-06-12,171.63279724121094,185.02000427246094,187.6699981689453,183.36000061035156,183.5,11476435
2024-06-13,173.06137084960938,186.55999755859375,187.5500030517578,184.00999450683594,185.6999969482422,9905480
2024-06-14,178.02427673339844,191.91000366210938,195.1999969482422,188.64999389648438,189.16000366210938,31594777
2024-06-18,174.5177764892578,188.1300048828125,192.75,187.47000122070312,192.3800048828125,11487387
2024-06-19,171.5029296875,184.8800048828125,189.19000244140625,183.6300048828125,189.1199951171875,10210946
2024-06-20,177.44912719726562,191.2899932861328,192.7899932861328,183.22000122070312,185.0,15825419
2024-06-21,179.94448852539062,193.97999572753906,196.75,191.0,192.33999633789062,19726412
2024-06-24,176.23391723632812,189.97999572753906,192.39999389648438,184.9499969482422,192.39999389648438,17724341
2024-06-25,174.8331756591797,188.47000122070312,192.25,186.0,190.83999633789062,10947092
2024-06-26,173.37677001953125,186.89999389648438,188.74000549316406,185.55999755859375,187.97000122070312,11007493
2024-06-27,171.70703125,185.10000610351562,187.75,180.75999450683594,184.89999389648438,17320455
2024-06-28,173.5715789794922,187.11000061035156,189.0,184.67999267578125,185.9499969482422,11324296
2024-07-01,177.4769744873047,191.32000732421875,192.3000030517578,187.41000366210938,188.1999969482422,12393036
2024-07-02,178.78494262695312,192.72999572753906,195.5,189.22000122070312,192.3000030517578,13857919
2024-07-03,179.72186279296875,193.74000549316406,194.35000610351562,191.6999969482422,193.5,6941714
2024-07-04,180.50106811523438,194.5800018310547,198.0,193.85000610351562,195.8000030517578,11398241
2024-07-05,184.6198272705078,199.02000427246094,199.60000610351562,193.69000244140625,195.0,15659265
2024-07-08,191.38235473632812,206.30999755859375,207.5,198.6300048828125,199.8000030517578,25666049
2024-07-09,189.174560546875,203.92999267578125,209.0,201.72000122070312,209.0,17938039
2024-07-10,185.03726196289062,199.47000122070312,204.0,192.1999969482422,204.0,18248253
2024-07-11,184.5084991455078,198.89999389648438,201.8699951171875,198.1999969482422,201.25,7758710
2024-07-12,183.26547241210938,197.55999755859375,201.6199951171875,195.50999450683594,199.10000610351562,8317603
2024-07-15,184.29513549804688,198.6699981689453,201.1999969482422,194.75999450683594,198.0,11190366
2024-07-16,185.3804931640625,199.83999633789062,203.1699981689453,198.16000366210938,198.6699981689453,11981776
2024-07-18,178.33966064453125,192.25,199.0500030517578,191.5,199.0500030517578,21079938
2024-07-19,172.8480224609375,186.3300018310547,191.39999389648438,183.7899932861328,191.1999969482422,20219477
2024-07-22,176.93890380859375,190.74000549316406,193.5,182.39999389648438,184.39999389648438,9896235
2024-07-23,171.77194213867188,185.1699981689453,191.64999389648438,174.6999969482422,190.75,23709020
2024-07-24,173.07066345214844,186.57000732421875,188.64999389648438,183.80999755859375,184.5500030517578,7595378
2024-07-25,170.79791259765625,184.1199951171875,185.11000061035156,181.35000610351562,183.0500030517578,9655910
2024-07-26,175.7886505126953,189.5,191.2899932861328,184.14999389648438,184.14999389648438,12687240
2024-07-29,177.81089782714844,191.67999267578125,193.60000610351562,189.2100067138672,190.9499969482422,8776782
2024-07-30,177.5511474609375,191.39999389648438,192.39999389648438,189.0800018310547,191.39999389648438,6661812
2024-07-31,180.16712951660156,194.22000122070312,194.97999572753906,190.1999969482422,191.75,9376103
2024-08-01,178.82205200195312,192.77000427246094,200.39999389648438,190.63999938964844,196.3000030517578,20004888
2024-08-02,171.80905151367188,185.2100067138672,189.42999267578125,184.3000030517578,188.75,17401939
2024-08-05,160.42684936523438,172.94000244140625,179.3800048828125,171.32000732421875,179.0,19995798
2024-08-06,160.12998962402344,172.6199951171875,178.60000610351562,172.0500030517578,176.9499969482422,8916532
2024-08-07,166.36378479003906,179.33999633789062,180.39999389648438,174.89999389648438,177.5,8325532
2024-08-08,160.17637634277344,172.6699981689453,179.3000030517578,172.1999969482422,179.0,11198334
2024-08-09,164.4250030517578,177.25,178.5,173.0500030517578,175.89999389648438,16202798
2024-08-12,161.60498046875,174.2100067138672,177.67999267578125,169.4199981689453,176.38999938964844,29881421
2024-08-13,157.5882568359375,169.8800048828125,175.89999389648438,169.07000732421875,175.5,9122615
2024-08-14,153.14483642578125,165.08999633789062,172.86000061035156,163.16000366210938,170.89999389648438,24290990
2024-08-16,153.18194580078125,165.1300048828125,171.19000244140625,164.33999633789062,169.0,23614094
2024-08-19,158.970458984375,171.3699951171875,172.5,164.85000610351562,166.89999389648438,25264792
2024-08-20,159.61050415039062,172.05999755859375,174.6999969482422,168.24000549316406,174.58999633789062,30949105
2024-08-21,158.42312622070312,170.77999877929688,173.0,169.8000030517578,171.2100067138672,13131875
2024-08-22,158.95188903808594,171.35000610351562,172.5,170.0,171.6999969482422,8536586
2024-08-23,160.6309356689453,173.16000366210938,173.94000244140625,169.85000610351562,171.5,11953758
2024-08-26,168.812744140625,181.97999572753906,182.4499969482422,175.32000732421875,176.5500030517578,31594107
2024-08-27,172.10589599609375,185.52999877929688,187.0,181.5,182.7100067138672,23051497
2024-08-28,171.20606994628906,184.55999755859375,186.74000549316406,182.8000030517578,185.61000061035156,10861210
2024-08-29,169.50848388671875,182.72999572753906,183.33999633789062,179.55999755859375,183.0,11547977
2024-08-30,169.3878936767578,182.60000610351562,184.94000244140625,182.0,183.39999389648438,14390618
2024-09-02,165.6773223876953,178.60000610351562,183.0,177.8000030517578,182.9499969482422,7938575
2024-09-03,165.74224853515625,178.6699981689453,180.38999938964844,177.89999389648438,178.64999389648438,4062489
2024-09-04,162.07806396484375,174.72000122070312,176.6999969482422,173.57000732421875,175.0,9456552
2024-09-05,163.53445434570312,176.2899932861328,178.1999969482422,175.72999572753906,175.72999572753906,5452882
2024-09-06,161.41015625,174.0,176.92999267578125,172.6300048828125,175.97999572753906,6610011
2024-09-09,158.766357421875,171.14999389648438,172.6699981689453,168.02000427246094,172.5,8527287
2024-09-10,162.9036407470703,175.61000061035156,177.25,171.75,172.14999389648438,8620938
2024-09-11,159.03538513183594,171.44000244140625,176.19000244140625,170.6999969482422,175.58999633789062,5863573
2024-09-12,166.44723510742188,179.42999267578125,179.85000610351562,172.33999633789062,174.0,14251643
2024-09-13,169.156005859375,182.35000610351562,185.39999389648438,180.1999969482422,180.5800018310547,14243419
2024-09-16,175.6773223876953,189.3800048828125,190.0,183.0500030517578,183.6999969482422,16079575
2024-09-17,173.2561798095703,186.77000427246094,191.49000549316406,186.14999389648438,189.8000030517578,10233517
2024-09-18,171.76266479492188,185.16000366210938,186.5,182.35000610351562,186.4499969482422,7871629
2024-09-19,169.016845703125,182.1999969482422,187.4499969482422,176.25999450683594,187.0,15834259
2024-09-20,172.60914611816406,184.02999877929688,185.02999877929688,181.5,183.2899932861328,14292236
2024-09-23,169.0543670654297,180.24000549316406,183.5399932861328,179.8300018310547,183.1999969482422,13316875
2024-09-24,179.5968017578125,191.47999572753906,192.5,183.5,184.25,53129599
2024-09-25,183.08595275878906,195.1999969482422,199.60000610351562,193.16000366210938,195.5,40045015
2024-09-26,190.42063903808594,203.02000427246094,204.0,192.16000366210938,194.6999969482422,34188733
2024-09-27,194.19114685058594,207.0399932861328,212.39999389648438,205.25,205.5,43392390
2024-09-30,197.2394561767578,210.2899932861328,214.69000244140625,206.52999877929688,207.60000610351562,29872855
2024-10-01,210.31434631347656,224.22999572753906,227.38999938964844,212.8000030517578,214.5,70653372
2024-10-03,208.73861694335938,222.5500030517578,225.8000030517578,216.92999267578125,221.25,36035257
2024-10-04,206.67515563964844,220.35000610351562,222.5,213.80999755859375,221.0,19105863
2024-10-07,201.55398559570312,214.88999938964844,222.85000610351562,212.00999450683594,221.0,21019783
2024-10-08,199.5843048095703,212.7899932861328,215.85000610351562,200.0,211.0,23816065
2024-10-09,200.98184204101562,214.27999877929688,216.30999755859375,204.1999969482422,208.1199951171875,27903259
2024-10-10,199.51866149902344,212.72000122070312,220.1300048828125,211.5,215.1999969482422,11583219
2024-10-11,209.08563232421875,222.9199981689453,223.88999938964844,215.25,215.60000610351562,30278995
2024-10-14,212.49977111816406,226.55999755859375,232.4499969482422,224.50999450683594,225.0,33271618
2024-10-15,205.42767333984375,219.02000427246094,227.39999389648438,216.36000061035156,227.0,13483112
2024-10-16,203.8238067626953,217.30999755859375,221.24000549316406,215.8000030517578,218.0,15501988
2024-10-17,211.19601440429688,225.1699981689453,229.69000244140625,223.00999450683594,223.00999450683594,49129394
2024-10-18,217.71470642089844,232.1199951171875,232.8000030517578,218.6999969482422,224.0,29937444
2024-10-21,215.72625732421875,230.0,235.3699951171875,227.75,234.75,23460136
2024-10-22,206.78770446777344,220.47000122070312,231.0,219.6300048828125,231.0,23708999
2024-10-23,210.10800170898438,224.00999450683594,229.14999389648438,219.58999633789062,220.0,13793244
2024-10-24,212.3027801513672,226.35000610351562,227.6999969482422,220.92999267578125,225.89999389648438,12503444
2024-10-25,205.28697204589844,218.8699951171875,225.0500030517578,208.64999389648438,224.89999389648438,27911705
2024-10-28,209.9016571044922,223.7899932861328,227.35000610351562,218.2100067138672,218.9499969482422,13777811
2024-10-29,214.0848846435547,228.25,229.22999572753906,219.8800048828125,223.8000030517578,13085816
2024-10-30,213.02499389648438,227.1199951171875,231.0,225.83999633789062,227.89999389648438,10991335
2024-10-31,213.2126007080078,227.32000732421875,228.39999389648438,221.38999938964844,226.10000610351562,12980177
2024-11-01,214.9290008544922,229.14999389648438,231.02999877929688,228.5,229.8000030517578,2170889
2024-11-04,216.49537658691406,230.82000732421875,231.58999633789062,223.0500030517578,228.91000366210938,13971893
2024-11-05,220.44410705566406,235.02999877929688,236.89999389648438,228.77999877929688,230.8000030517578,21528802
2024-11-06,229.776611328125,244.97999572753906,246.2899932861328,228.64999389648438,236.75999450683594,34528763
2024-11-07,223.8206787109375,238.6300048828125,245.75,236.8000030517578,245.0,15094850
2024-11-08,224.06454467773438,238.88999938964844,247.99000549316406,236.86000061035156,242.5,26518054
2024-11-11,218.23057556152344,232.6699981689453,238.0,230.0,238.0,11644321
2024-11-12,211.8900909423828,225.91000366210938,237.3699951171875,225.0,233.8000030517578,17481388
2024-11-13,206.0561065673828,219.69000244140625,226.99000549316406,218.60000610351562,224.0,11787326
2024-11-14,206.22491455078125,219.8699951171875,230.6699981689453,219.0500030517578,230.0,35439142
2024-11-18,225.04000854492188,239.92999267578125,247.89999389648438,225.0,226.0,107332099
2024-11-19,225.3964385986328,240.30999755859375,245.67999267578125,237.32000732421875,240.0,35673049
2024-11-21,232.80616760253906,248.2100067138672,253.5800018310547,239.5500030517578,240.30999755859375,68309779
2024-11-22,240.90997314453125,256.8500061035156,259.5,249.33999633789062,249.44000244140625,35571530
2024-11-25,235.77005004882812,251.3699951171875,262.989990234375,246.61000061035156,260.0,36040257
2024-11-26,234.43817138671875,249.9499969482422,257.19000244140625,248.00999450683594,252.8800048828125,26141211
2024-11-27,231.00531005859375,246.2899932861328,249.5,244.1999969482422,249.5,17378281
2024-11-28,233.56588745117188,249.02000427246094,251.8800048828125,245.9499969482422,246.39999389648438,16472407
2024-11-29,230.82052612304688,242.13999938964844,246.13999938964844,239.75999450683594,245.6999969482422,19516119
2024-12-02,231.92630004882812,243.3000030517578,246.0,240.14999389648438,242.13999938964844,10923018
2024-12-03,235.32940673828125,246.8699951171875,248.24000549316406,241.41000366210938,244.2899932861328,12224280
2024-12-04,233.69935607910156,245.16000366210938,250.24000549316406,244.11000061035156,248.0,14161469
2024-12-05,237.15965270996094,248.7899932861328,251.42999267578125,245.0,246.0,12946611
2024-12-06,236.6544189453125,248.25999450683594,252.6999969482422,245.69000244140625,249.22000122070312,11701356
2024-12-09,238.84690856933594,250.55999755859375,252.1999969482422,244.8800048828125,249.0,13361475
2024-12-10,238.51327514648438,250.2100067138672,255.64999389648438,247.99000549316406,252.60000610351562,13570985
2024-12-11,237.8650665283203,249.52999877929688,254.88999938964844,248.17999267578125,251.0,12568698
2024-12-12,219.9915771484375,230.77999877929688,251.75,228.4600067138672,251.5,58300941
2024-12-13,215.87353515625,226.4600067138672,232.5800018310547,223.55999755859375,230.89999389648438,24015558
2024-12-16,209.62973022460938,219.91000366210938,227.60000610351562,219.1999969482422,226.47999572753906,17213904
2024-12-17,216.0355987548828,226.6300048828125,227.39999389648438,219.9600067138672,220.1999969482422,22882865
2024-12-18,216.27389526367188,226.8800048828125,229.16000366210938,224.10000610351562,227.17999267578125,12289315
2024-12-19,210.5448455810547,220.8699951171875,223.77999877929688,220.0,221.8000030517578,8285197
2024-12-20,205.2924346923828,215.36000061035156,223.44000244140625,214.11000061035156,220.97999572753906,15299768
2024-12-23,207.3228759765625,217.49000549316406,221.25,215.61000061035156,217.5,8500241
2024-12-24,203.40499877929688,213.3800048828125,218.50999450683594,212.39999389648438,218.47000122070312,10764705
2024-12-26,206.9224853515625,217.07000732421875,219.49000549316406,213.41000366210938,216.69000244140625,16027664
2024-12-27,203.60516357421875,213.58999633789062,218.89999389648438,212.92999267578125,218.14999389648438,6206326
2024-12-30,199.85888671875,209.66000366210938,213.88999938964844,206.86000061035156,213.58999633789062,11393505
2024-12-31,201.8035125732422,211.6999969482422,212.91000366210938,208.1999969482422,208.8000030517578,5957068
2025-01-01,204.11993408203125,214.1300048828125,214.7899932861328,210.11000061035156,211.14999389648438,4428464
2025-01-02,206.42681884765625,216.5500030517578,216.89999389648438,212.24000549316406,214.89999389648438,5695163
2025-01-03,198.2764892578125,208.0,218.17999267578125,207.0,216.5500030517578,12910051
2025-01-06,190.7267303466797,200.0800018310547,208.02000427246094,198.8000030517578,208.0,9554946
2025-01-07,196.24606323242188,205.8699951171875,207.5500030517578,201.0,201.49000549316406,11620363
2025-01-08,194.82571411132812,204.3800048828125,205.44000244140625,202.0,204.97999572753906,7879952
2025-01-09,189.95460510253906,199.27000427246094,203.5500030517578,198.6999969482422,203.0500030517578,7773910
2025-01-10,192.80482482910156,202.25999450683594,204.83999633789062,196.3699951171875,200.1999969482422,14984187
2025-01-13,182.64315795898438,191.60000610351562,200.8699951171875,191.00999450683594,198.25,9577626
2025-01-14,190.18338012695312,199.50999450683594,200.14999389648438,192.25999450683594,192.58999633789062,10643287
2025-01-15,186.0843963623047,195.2100067138672,200.89999389648438,193.0500030517578,200.89999389648438,10199198
2025-01-16,189.3445281982422,198.6300048828125,201.89999389648438,197.3000030517578,198.0,8461905
2025-01-17,195.9314727783203,205.5399932861328,206.47000122070312,197.00999450683594,197.00999450683594,11588593
2025-01-20,200.707275390625,210.5500030517578,212.0,205.16000366210938,206.4499969482422,9973231
2025-01-21,196.30325317382812,205.92999267578125,215.7100067138672,205.42999267578125,211.0,9047054
2025-01-22,193.92965698242188,203.44000244140625,206.5,198.00999450683594,206.0,7724370
2025-01-23,196.17933654785156,205.8000030517578,208.19000244140625,202.39999389648438,204.0,6869655
2025-01-24,193.7008819580078,203.1999969482422,208.60000610351562,202.36000061035156,205.60000610351562,5354363
2025-01-27,188.22921752929688,197.4600067138672,202.0,196.0,200.5,6584319
2025-01-28,180.669921875,189.52999877929688,199.0,187.2100067138672,198.49000549316406,9823936
2025-01-29,184.7307586669922,193.7899932861328,194.77000427246094,188.25,190.0,5201019
2025-01-30,184.10162353515625,193.1300048828125,196.42999267578125,191.25,195.10000610351562,6080681
2025-01-31,192.7857666015625,202.24000549316406,202.97999572753906,192.49000549316406,194.0,8008609
2025-02-01,188.6391143798828,197.88999938964844,202.6999969482422,192.05999755859375,202.6999969482422,5136586
2025-02-03,180.669921875,189.52999877929688,194.4499969482422,184.75999450683594,194.0,11481173
2025-02-04,186.72308349609375,195.8800048828125,197.49000549316406,191.41000366210938,191.89999389648438,5633664
2025-02-05,190.3072967529297,199.63999938964844,203.8800048828125,196.55999755859375,196.89999389648438,8336455
2025-02-06,187.6763153076172,196.8800048828125,201.58999633789062,195.60000610351562,200.74000549316406,5466135
2025-02-07,191.11756896972656,200.49000549316406,202.1999969482422,197.0,197.0,8089719
2025-02-10,182.11886596679688,191.0500030517578,200.49000549316406,190.41000366210938,200.49000549316406,6607056
2025-02-11,174.74069213867188,183.30999755859375,198.27999877929688,180.3000030517578,195.44000244140625,45690365
2025-02-12,180.81289672851562,189.67999267578125,191.9600067138672,183.32000732421875,183.9499969482422,18947908
2025-02-13,182.50970458984375,191.4600067138672,193.99000549316406,187.33999633789062,190.17999267578125,8592839
2025-02-14,176.8336639404297,181.6300048828125,191.97999572753906,178.8000030517578,189.80999755859375,13495376
2025-02-17,175.9671630859375,180.74000549316406,182.69000244140625,176.4199981689453,180.77999877929688,6379906
2025-02-18,174.82806396484375,179.57000732421875,182.0,175.8000030517578,180.94000244140625,6157248
2025-02-19,182.1397247314453,187.0800018310547,187.4499969482422,177.57000732421875,177.57000732421875,8262336
2025-02-20,187.9910125732422,193.08999633789062,193.69000244140625,185.60000610351562,185.67999267578125,7331890
2025-02-21,195.70187377929688,201.00999450683594,202.5,192.05999755859375,192.60000610351562,19264166
2025-02-24,184.52503967285156,189.52999877929688,198.00999450683594,188.83999633789062,197.1999969482422,12108561
2025-02-25,176.0158233642578,180.7899932861328,190.5,179.89999389648438,189.52999877929688,16670278
2025-02-27,174.6235809326172,179.36000061035156,181.0,175.24000549316406,180.75,11428257
2025-02-28,172.9100799560547,177.60000610351562,180.0,174.5,176.80999755859375,12648002
2025-03-03,174.65280151367188,179.38999938964844,182.3300018310547,174.5,178.24000549316406,6931683
2025-03-04,174.3509979248047,179.0800018310547,182.60000610351562,173.50999450683594,176.6999969482422,8330263
2025-03-05,184.29136657714844,189.2899932861328,190.1999969482422,179.10000610351562,179.10000610351562,14783488
2025-03-06,187.69894409179688,192.7899932861328,194.32000732421875,191.35000610351562,192.0,10144423
2025-03-07,190.01608276367188,195.1699981689453,196.9600067138672,191.8000030517578,192.75999450683594,9153908
2025-03-10,183.15225219726562,188.1199951171875,196.77999877929688,187.10000610351562,195.1699981689453,8164191
2025-03-11,184.70028686523438,189.7100067138672,190.49000549316406,184.4600067138672,185.0,8390471
2025-03-12,186.48194885253906,191.5399932861328,193.1300048828125,186.42999267578125,191.0,6553616
2025-03-13,182.9088592529297,187.8699951171875,192.66000366210938,187.0,191.97000122070312,4512355
2025-03-17,180.14385986328125,185.02999877929688,190.08999633789062,184.6300048828125,188.39999389648438,5392942
2025-03-18,180.14385986328125,185.02999877929688,185.02999877929688,185.02999877929688,185.02999877929688,0
2025-03-19,181.45822143554688,186.3800048828125,190.89999389648438,184.6999969482422,190.89999389648438,14819098
2025-03-20,185.53758239746094,190.57000732421875,192.38999938964844,186.0,187.8000030517578,12848318
2025-03-21,180.6209259033203,185.52000427246094,190.25,182.1199951171875,190.25,41905591
2025-03-24,182.1007843017578,187.0399932861328,189.0800018310547,185.88999938964844,187.1999969482422,8411689
2025-03-25,175.88926696777344,180.66000366210938,188.39999389648438,180.10000610351562,188.0,11172959
