date_,adj close_gspl.ns,close_gspl.ns,high_gspl.ns,low_gspl.ns,open_gspl.ns,volume_gspl.ns
2024-01-16,316.6512145996094,325.5,328.75,322.20001220703125,325.29998779296875,628948
2024-01-17,308.47955322265625,317.1000061035156,324.8999938964844,315.54998779296875,324.8999938964844,541645
2024-01-18,304.39373779296875,312.8999938964844,319.04998779296875,306.70001220703125,316.8500061035156,935755
2024-01-19,310.6197204589844,319.29998779296875,321.79998779296875,314.1000061035156,317.3999938964844,739628
2024-01-23,338.19903564453125,347.6499938964844,375.0,343.04998779296875,355.0,7376499
2024-01-24,353.8613586425781,363.75,370.3500061035156,346.75,347.6499938964844,3532358
2024-01-25,351.33203125,361.1499938964844,375.8999938964844,356.6000061035156,366.0,3313989
2024-01-29,353.6667785644531,363.54998779296875,379.0,356.0,360.0,2650129
2024-01-30,346.75982666015625,356.45001220703125,365.5,355.0,360.0,1738711
2024-01-31,357.84991455078125,367.8500061035156,370.0,353.1499938964844,355.0,2329132
2024-02-01,351.8184509277344,361.6499938964844,371.0,359.0,369.0,776303
2024-02-02,340.8742980957031,350.3999938964844,365.8999938964844,349.0,363.54998779296875,1844518
2024-02-05,358.3363037109375,368.3500061035156,373.75,352.1499938964844,352.8999938964844,3442650
2024-02-06,369.2318115234375,379.54998779296875,385.0,369.6499938964844,374.20001220703125,4312082
2024-02-07,375.65240478515625,386.1499938964844,390.0,373.3500061035156,385.0,3413027
2024-02-08,388.6881103515625,399.54998779296875,406.75,388.0,389.0,4138795
2024-02-09,373.5608825683594,384.0,403.95001220703125,371.0,400.0,2578151
2024-02-12,342.4307861328125,352.0,387.95001220703125,345.25,384.6000061035156,1799819
2024-02-13,343.2576904296875,352.8500061035156,358.54998779296875,341.1499938964844,351.45001220703125,1624553
2024-02-14,344.2304992675781,353.8500061035156,356.3999938964844,339.1000061035156,344.0,1014411
2024-02-15,363.5895080566406,373.75,382.0,351.6499938964844,354.0,4068616
2024-02-16,367.2375793457031,377.5,403.25,371.1000061035156,377.0,5859564
2024-02-19,360.962890625,371.04998779296875,380.54998779296875,368.8999938964844,380.5,1145296
2024-02-20,353.5695495605469,363.45001220703125,372.70001220703125,360.1000061035156,371.95001220703125,1111491
2024-02-21,363.5895080566406,373.75,376.0,362.29998779296875,365.0,1821214
2024-02-22,357.0716552734375,367.04998779296875,377.20001220703125,365.20001220703125,375.79998779296875,1059971
2024-02-23,360.86566162109375,370.95001220703125,375.1499938964844,361.0,369.5,1142228
2024-02-26,357.995849609375,368.0,378.0,366.0,375.0,732512
2024-02-27,354.0072937011719,363.8999938964844,368.0,361.04998779296875,368.0,578910
2024-02-28,351.2347717285156,361.04998779296875,366.54998779296875,356.29998779296875,365.0,560946
2024-02-29,358.871337890625,368.8999938964844,374.20001220703125,353.29998779296875,360.0,1339548
2024-03-01,356.4393310546875,366.3999938964844,372.70001220703125,359.54998779296875,371.8999938964844,946805
2024-03-04,362.3248596191406,372.45001220703125,377.0,361.70001220703125,367.8999938964844,1710800
2024-03-05,361.789794921875,371.8999938964844,376.75,367.1000061035156,372.1499938964844,995816
2024-03-06,351.96435546875,361.79998779296875,374.3999938964844,359.8500061035156,370.70001220703125,2695021
2024-03-07,354.9801025390625,364.8999938964844,366.8999938964844,359.1000061035156,361.8999938964844,484402
2024-03-11,348.94866943359375,358.70001220703125,368.3500061035156,356.54998779296875,367.1000061035156,444272
2024-03-12,343.93865966796875,353.54998779296875,361.25,351.79998779296875,357.5,707235
2024-03-13,326.817138671875,335.95001220703125,356.95001220703125,333.29998779296875,351.79998779296875,1691109
2024-03-14,337.1289367675781,346.54998779296875,348.75,329.6000061035156,331.95001220703125,1028650
2024-03-15,329.8814697265625,339.1000061035156,352.0,335.1000061035156,349.20001220703125,957091
2024-03-18,332.897216796875,342.20001220703125,348.6499938964844,336.79998779296875,338.95001220703125,547258
2024-03-19,329.7355651855469,338.95001220703125,348.20001220703125,337.29998779296875,344.3500061035156,661039
2024-03-20,334.64825439453125,344.0,349.1000061035156,340.0,340.79998779296875,2556528
2024-03-21,336.5452575683594,345.95001220703125,349.6499938964844,343.1000061035156,347.8999938964844,579753
2024-03-22,343.5495300292969,353.1499938964844,357.0,344.1499938964844,348.25,1007085
2024-03-26,339.75555419921875,349.25,363.45001220703125,347.70001220703125,354.6499938964844,1632834
2024-03-27,343.2576904296875,352.8500061035156,354.79998779296875,348.75,349.95001220703125,1593980
2024-03-28,346.8084411621094,356.5,358.0,349.1000061035156,352.8500061035156,2141195
2024-04-01,357.02301025390625,367.0,368.70001220703125,355.1000061035156,356.54998779296875,2230532
2024-04-02,356.29339599609375,366.25,373.3999938964844,363.0,369.75,630270
2024-04-03,357.2662048339844,367.25,374.3999938964844,364.0,365.25,1538503
2024-04-04,354.3963928222656,364.29998779296875,373.6499938964844,363.25,367.25,1058877
2024-04-05,364.3191223144531,374.5,379.8999938964844,364.04998779296875,365.8999938964844,2529478
2024-04-08,368.01580810546875,378.29998779296875,384.0,374.54998779296875,377.75,1305124
2024-04-09,373.9499816894531,384.3999938964844,388.0,374.70001220703125,382.0,1173645
2024-04-10,377.5494079589844,388.1000061035156,393.0,382.3500061035156,385.0,2078827
2024-04-12,366.55657958984375,376.79998779296875,388.0,374.1499938964844,388.0,889420
2024-04-15,369.5237121582031,379.8500061035156,386.70001220703125,361.04998779296875,365.1499938964844,1192280
2024-04-16,381.2947692871094,391.95001220703125,399.5,376.8500061035156,378.1000061035156,3241699
2024-04-18,375.3605651855469,385.8500061035156,399.0,380.45001220703125,393.0,1736075
2024-04-19,367.3834533691406,377.6499938964844,385.1000061035156,374.25,380.0,763420
2024-04-22,295.5897521972656,303.8500061035156,320.0,302.1499938964844,315.0,31045742
2024-04-23,293.10906982421875,301.29998779296875,327.6499938964844,298.1499938964844,300.1499938964844,27963216
2024-04-24,287.8558654785156,295.8999938964844,309.70001220703125,294.6000061035156,309.6000061035156,7164218
2024-04-25,285.3265686035156,293.29998779296875,299.1000061035156,292.5,297.8999938964844,3178444
2024-04-26,285.0833740234375,293.04998779296875,297.3500061035156,292.0,294.20001220703125,2750743
2024-04-29,290.38519287109375,298.5,301.8999938964844,295.0,296.0,3264556
2024-04-30,287.9531555175781,296.0,302.04998779296875,295.1000061035156,298.5,2503824
2024-05-02,286.1534423828125,294.1499938964844,297.75,293.45001220703125,296.5,3239964
2024-05-03,288.8773498535156,296.95001220703125,300.75,295.54998779296875,297.45001220703125,3167508
2024-05-06,284.2564697265625,292.20001220703125,299.5,291.54998779296875,298.0,3921697
2024-05-07,283.0890808105469,291.0,292.75,286.5,292.5,1482027
2024-05-08,285.66705322265625,293.6499938964844,294.6499938964844,287.0,288.75,901969
2024-05-09,282.8945007324219,290.79998779296875,297.0,288.8999938964844,297.0,1655765
2024-05-10,284.6942138671875,292.6499938964844,294.8999938964844,284.25,291.0,1074689
2024-05-13,282.5540466308594,290.45001220703125,295.8500061035156,287.0,292.6499938964844,2523328
2024-05-14,282.9918212890625,290.8999938964844,293.8500061035156,289.0,292.8999938964844,2120671
2024-05-15,283.1864013671875,291.1000061035156,293.45001220703125,289.1000061035156,291.79998779296875,1194690
2024-05-16,282.4081115722656,290.29998779296875,293.0,289.54998779296875,292.6000061035156,1469950
2024-05-17,287.1749267578125,295.20001220703125,295.95001220703125,289.6000061035156,291.04998779296875,1410894
2024-05-21,290.9202575683594,299.04998779296875,302.8999938964844,295.0,299.5,1890309
2024-05-22,289.7042236328125,297.79998779296875,301.29998779296875,295.1000061035156,300.6000061035156,1150648
2024-05-23,289.36376953125,297.45001220703125,299.3500061035156,295.6000061035156,299.3500061035156,928262
2024-05-24,287.6126708984375,295.6499938964844,298.8999938964844,295.20001220703125,298.8999938964844,539038
2024-05-27,282.4081115722656,290.29998779296875,297.95001220703125,289.8999938964844,297.29998779296875,4191652
2024-05-28,283.8186950683594,291.75,295.1499938964844,289.6000061035156,291.04998779296875,784988
2024-05-29,282.456787109375,290.3500061035156,293.75,287.1000061035156,291.54998779296875,1061422
2024-05-30,280.9975280761719,288.8500061035156,291.3500061035156,287.8999938964844,290.1000061035156,447815
2024-05-31,282.11627197265625,290.0,291.3500061035156,284.5,290.20001220703125,899832
2024-06-03,284.93743896484375,292.8999938964844,300.0,291.75,299.0,4287348
2024-06-04,278.1763916015625,285.95001220703125,294.20001220703125,260.04998779296875,293.95001220703125,3228659
2024-06-05,270.0047302246094,277.54998779296875,288.6000061035156,275.5,288.1499938964844,1708656
2024-06-06,270.49114990234375,278.04998779296875,286.04998779296875,276.54998779296875,280.1000061035156,3335066
2024-06-07,274.6742248535156,282.3500061035156,285.3500061035156,278.1000061035156,279.1000061035156,4294599
2024-06-10,287.56402587890625,295.6000061035156,298.70001220703125,283.20001220703125,286.70001220703125,3850735
2024-06-11,285.3265686035156,293.29998779296875,299.25,291.70001220703125,298.5,1542096
2024-06-12,291.30938720703125,299.45001220703125,304.3500061035156,293.75,295.0,2670593
2024-06-13,295.249267578125,303.5,307.0,299.25,303.5,2397934
2024-06-14,296.513916015625,304.79998779296875,309.79998779296875,304.1499938964844,304.79998779296875,2446609
2024-06-18,295.5897521972656,303.8500061035156,308.8999938964844,303.0,306.25,993681
2024-06-19,295.0546875,303.29998779296875,306.75,299.29998779296875,305.0,1236417
2024-06-20,299.2378234863281,307.6000061035156,310.70001220703125,302.04998779296875,302.04998779296875,1593374
2024-06-21,296.3680114746094,304.6499938964844,311.29998779296875,303.0,308.8999938964844,1087692
2024-06-24,293.4981994628906,301.70001220703125,308.70001220703125,301.1000061035156,305.0,848218
2024-06-25,293.0604553222656,301.25,305.75,299.8999938964844,302.6499938964844,549879
2024-06-26,289.2664489746094,297.3500061035156,302.8999938964844,297.0,302.29998779296875,679274
2024-06-27,288.29364013671875,296.3500061035156,297.95001220703125,294.6000061035156,297.3500061035156,896616
2024-06-28,288.4881896972656,296.54998779296875,305.54998779296875,295.0,296.3500061035156,2242429
2024-07-01,294.8114929199219,303.04998779296875,307.0,295.1000061035156,296.54998779296875,1841951
2024-07-02,293.40093994140625,301.6000061035156,306.6000061035156,300.20001220703125,303.0,1244048
2024-07-03,296.6112060546875,304.8999938964844,306.6000061035156,300.75,303.25,1145935
2024-07-04,298.3623046875,306.70001220703125,309.0,301.8999938964844,304.6499938964844,1200619
2024-07-05,303.1290588378906,311.6000061035156,314.5,306.0,306.54998779296875,1944859
2024-07-08,303.3722839355469,311.8500061035156,316.0,310.45001220703125,313.04998779296875,992908
2024-07-09,302.93450927734375,311.3999938964844,316.0,309.8500061035156,311.95001220703125,1037396
2024-07-10,309.01458740234375,317.6499938964844,320.0,306.45001220703125,313.20001220703125,1970780
2024-07-11,309.0632629394531,317.70001220703125,323.3999938964844,316.04998779296875,319.8999938964844,1806702
