date_,adj close_gspl.ns,close_gspl.ns,high_gspl.ns,low_gspl.ns,open_gspl.ns,volume_gspl.ns
2024-07-12,309.5496826171875,318.20001220703125,321.0,313.29998779296875,319.0,1351645
2024-07-15,315.82427978515625,324.6499938964844,326.1499938964844,314.3500061035156,319.95001220703125,2151143
2024-07-16,315.0460510253906,323.8500061035156,328.70001220703125,321.79998779296875,325.0,1154415
2024-07-18,312.22491455078125,320.95001220703125,327.79998779296875,318.0,326.0,3104077
2024-07-19,305.75567626953125,314.29998779296875,321.54998779296875,312.6000061035156,321.04998779296875,1214789
2024-07-22,306.48529052734375,315.04998779296875,318.79998779296875,310.04998779296875,312.75,1390039
2024-07-23,310.9602355957031,319.6499938964844,321.20001220703125,307.70001220703125,315.20001220703125,1774122
2024-07-24,316.2134094238281,325.04998779296875,326.0,316.6499938964844,319.70001220703125,781227
2024-07-25,319.2291564941406,328.1499938964844,333.29998779296875,319.75,320.04998779296875,1833984
2024-07-26,323.1690979003906,332.20001220703125,334.0,323.95001220703125,330.0,1369574
2024-07-29,326.2820739746094,335.3999938964844,343.6000061035156,332.3500061035156,332.3500061035156,1185876
2024-07-30,338.4422302246094,347.8999938964844,350.45001220703125,335.6499938964844,336.79998779296875,2420490
2024-07-31,330.02740478515625,339.25,351.8500061035156,338.0,349.20001220703125,1621848
2024-08-01,330.9029235839844,340.1499938964844,346.25,338.20001220703125,341.8500061035156,830600
2024-08-02,333.1404113769531,342.45001220703125,343.79998779296875,331.5,335.5,1406968
2024-08-05,328.0817565917969,337.25,340.6000061035156,328.04998779296875,328.04998779296875,2181816
2024-08-06,329.0059509277344,338.20001220703125,348.04998779296875,336.1000061035156,337.20001220703125,1636409
2024-08-07,323.6554870605469,332.70001220703125,344.0,330.04998779296875,344.0,1025475
2024-08-08,327.10894775390625,336.25,338.75,331.95001220703125,335.0,825283
2024-08-09,318.450927734375,327.3500061035156,340.70001220703125,325.5,337.95001220703125,1555658
2024-08-12,318.0131530761719,326.8999938964844,329.0,322.1000061035156,327.3500061035156,713457
2024-08-13,312.3708190917969,321.1000061035156,328.5,316.95001220703125,326.8999938964844,773635
2024-08-14,310.76568603515625,319.45001220703125,322.45001220703125,315.3999938964844,321.0,669665
2024-08-16,309.9874267578125,318.6499938964844,323.04998779296875,318.04998779296875,320.04998779296875,424099
2024-08-19,311.3493347167969,320.04998779296875,332.20001220703125,319.0,323.8999938964844,978199
2024-08-20,318.0617980957031,326.95001220703125,327.8500061035156,320.04998779296875,321.79998779296875,661803
2024-08-21,322.9745178222656,332.0,335.0,325.6499938964844,327.54998779296875,934116
2024-08-22,324.96875,334.04998779296875,338.29998779296875,330.3500061035156,335.0,1276001
2024-08-23,329.39508056640625,338.6000061035156,340.0,332.0,340.0,955997
2024-08-26,366.7025451660156,376.95001220703125,388.75,338.0,344.8999938964844,32920132
2024-08-27,380.3219299316406,390.95001220703125,407.0,379.45001220703125,379.45001220703125,36033473
2024-08-28,385.57513427734375,396.3500061035156,400.0,379.0,393.79998779296875,9683465
2024-08-29,407.9012145996094,419.29998779296875,423.0,394.04998779296875,399.1000061035156,26670729
2024-08-30,430.56781005859375,442.6000061035156,447.0,398.0,421.0,35024086
2024-09-02,447.0083923339844,459.5,469.70001220703125,415.0,419.95001220703125,47856661
2024-09-03,445.7437438964844,458.20001220703125,464.1000061035156,452.0,457.0,9247334
2024-09-04,433.4862365722656,445.6000061035156,460.0,444.1000061035156,455.0,4771825
2024-09-05,447.8839111328125,460.3999938964844,464.70001220703125,447.0,447.8999938964844,8789338
2024-09-06,439.0324401855469,446.3999938964844,461.5,442.3500061035156,456.0,3769276
2024-09-09,427.0338134765625,434.20001220703125,446.79998779296875,426.25,446.0,4029757
2024-09-10,426.59124755859375,433.75,439.8999938964844,431.0,439.8999938964844,4471636
2024-09-11,423.5423889160156,430.6499938964844,439.29998779296875,425.6000061035156,438.1000061035156,1502895
2024-09-12,421.0836486816406,428.1499938964844,435.0,426.1499938964844,430.70001220703125,1629395
2024-09-13,414.64178466796875,421.6000061035156,430.0,420.04998779296875,430.0,1784361
2024-09-16,408.347412109375,415.20001220703125,425.0,413.04998779296875,421.70001220703125,2548032
2024-09-17,399.4467468261719,406.1499938964844,418.1499938964844,400.6000061035156,415.0,3818959
2024-09-18,394.5292663574219,401.1499938964844,406.0,396.04998779296875,406.0,3044158
2024-09-19,395.8078308105469,402.45001220703125,406.6000061035156,393.5,403.0,1370436
2024-09-20,394.92266845703125,401.54998779296875,404.6499938964844,396.54998779296875,404.0,1876036
2024-09-23,396.79132080078125,403.45001220703125,405.29998779296875,397.54998779296875,401.54998779296875,2911801
2024-09-24,396.2995910644531,402.95001220703125,408.5,401.04998779296875,406.0,1343519
2024-09-25,396.6929626464844,403.3500061035156,410.8999938964844,402.5,403.0,2378771
2024-09-26,399.4467468261719,406.1499938964844,408.5,401.6000061035156,404.8999938964844,2050884
2024-09-27,411.7404479980469,418.6499938964844,422.25,405.6000061035156,405.6000061035156,3701785
2024-09-30,418.0348205566406,425.04998779296875,435.0,420.0,425.0,3180567
2024-10-01,424.7717590332031,431.8999938964844,433.75,423.6000061035156,426.0,1526406
2024-10-03,414.9367980957031,421.8999938964844,433.1499938964844,418.79998779296875,424.0,1867547
2024-10-04,421.2803649902344,428.3500061035156,432.75,415.20001220703125,422.8500061035156,1791294
2024-10-07,403.429931640625,410.20001220703125,429.3500061035156,405.75,427.5,2084587
2024-10-08,403.23321533203125,410.0,416.95001220703125,403.0,408.0,993999
2024-10-09,404.0691833496094,410.8500061035156,413.8500061035156,408.04998779296875,410.20001220703125,2383357
2024-10-10,403.52825927734375,410.29998779296875,415.95001220703125,408.04998779296875,414.95001220703125,1846266
2024-10-11,404.9051818847656,411.70001220703125,413.3999938964844,409.0,410.8500061035156,487995
2024-10-14,399.4959411621094,406.20001220703125,413.45001220703125,398.54998779296875,413.45001220703125,1192424
2024-10-15,397.38140869140625,404.04998779296875,410.8999938964844,401.70001220703125,409.95001220703125,1316063
2024-10-16,401.3153991699219,408.04998779296875,409.0,398.79998779296875,401.1000061035156,1043017
2024-10-17,388.5791320800781,395.1000061035156,410.04998779296875,394.20001220703125,410.0,1323799
2024-10-18,393.594970703125,400.20001220703125,403.75,384.04998779296875,390.0,2539027
2024-10-21,384.4976501464844,390.95001220703125,401.79998779296875,390.0,399.75,847507
2024-10-22,379.77685546875,386.1499938964844,394.6000061035156,383.04998779296875,389.1000061035156,971564
2024-10-23,383.760009765625,390.20001220703125,396.79998779296875,378.6499938964844,381.6499938964844,1038377
2024-10-24,384.8418273925781,391.29998779296875,395.6000061035156,387.54998779296875,392.0,709709
2024-10-25,380.8095397949219,387.20001220703125,394.20001220703125,382.79998779296875,388.04998779296875,722615
2024-10-28,383.02239990234375,389.45001220703125,395.79998779296875,384.0,384.8500061035156,609542
2024-10-29,383.6124572753906,390.04998779296875,394.70001220703125,386.29998779296875,389.45001220703125,626594
2024-10-30,382.1372375488281,388.54998779296875,395.79998779296875,386.29998779296875,392.04998779296875,418252
2024-10-31,382.67816162109375,389.1000061035156,393.0,387.1000061035156,388.54998779296875,412370
2024-11-01,384.4484558105469,390.8999938964844,393.20001220703125,388.3500061035156,389.1000061035156,89308
2024-11-04,379.4818115234375,385.8500061035156,392.3999938964844,384.04998779296875,391.04998779296875,429344
2024-11-05,377.4656066894531,383.79998779296875,387.54998779296875,380.6000061035156,385.0,397470
2024-11-06,379.1867370605469,385.54998779296875,389.6499938964844,383.20001220703125,384.95001220703125,675851
2024-11-07,383.9566955566406,390.3999938964844,401.3999938964844,386.04998779296875,388.45001220703125,1713278
2024-11-08,374.5643310546875,380.8500061035156,388.1499938964844,380.0,387.0,748206
2024-11-11,376.2854309082031,382.6000061035156,383.8500061035156,377.79998779296875,380.0,416393
2024-11-12,366.0079040527344,372.1499938964844,388.75,370.79998779296875,385.0,699537
2024-11-13,353.9109191894531,359.8500061035156,371.6499938964844,357.29998779296875,370.79998779296875,1048455
2024-11-14,345.4036865234375,351.20001220703125,362.70001220703125,350.0,357.25,1445877
2024-11-18,319.14434814453125,324.5,349.0,322.20001220703125,349.0,3179455
2024-11-19,319.8819580078125,325.25,329.70001220703125,321.04998779296875,325.0,2004863
2024-11-21,326.6680603027344,332.1499938964844,335.0,321.79998779296875,325.25,1280880
2024-11-22,326.6189270019531,332.1000061035156,339.8999938964844,330.95001220703125,333.8500061035156,939193
2024-11-25,333.9951171875,339.6000061035156,342.29998779296875,334.3999938964844,336.0,1049937
2024-11-26,339.99444580078125,345.70001220703125,346.5,340.0,341.29998779296875,404764
2024-11-27,336.5030212402344,342.1499938964844,345.5,340.0,344.0,793529
2024-11-28,341.4205017089844,347.1499938964844,349.79998779296875,342.5,343.45001220703125,935882
2024-11-29,348.30499267578125,354.1499938964844,355.29998779296875,343.6499938964844,344.70001220703125,1404326
2024-12-02,346.8789367675781,352.70001220703125,355.5,349.75,354.8500061035156,373464
2024-12-03,359.4676513671875,365.5,368.04998779296875,355.0,356.3500061035156,849709
2024-12-04,360.1561279296875,366.20001220703125,373.3500061035156,364.79998779296875,367.95001220703125,684286
2024-12-05,369.49932861328125,375.70001220703125,377.0,366.04998779296875,369.45001220703125,829015
2024-12-06,375.30194091796875,381.6000061035156,382.5,373.54998779296875,376.0,547142
2024-12-09,365.1227722167969,371.25,384.70001220703125,369.70001220703125,383.54998779296875,737595
2024-12-10,380.4653015136719,386.8500061035156,389.79998779296875,368.29998779296875,371.1499938964844,1871410
2024-12-11,380.9570617675781,387.3500061035156,394.79998779296875,384.0,386.95001220703125,798484
2024-12-12,374.8102111816406,381.1000061035156,389.20001220703125,377.04998779296875,387.5,2085234
2024-12-13,371.95806884765625,378.20001220703125,380.3500061035156,370.45001220703125,380.3500061035156,429392
2024-12-16,376.2854309082031,382.6000061035156,384.45001220703125,376.70001220703125,378.20001220703125,468364
2024-12-17,366.10626220703125,372.25,384.45001220703125,370.5,384.45001220703125,483319
2024-12-18,362.8607482910156,368.95001220703125,374.1000061035156,365.1499938964844,373.95001220703125,347700
2024-12-19,365.41778564453125,371.54998779296875,373.0,360.8999938964844,361.79998779296875,482141
2024-12-20,361.4346618652344,367.5,375.0,366.04998779296875,371.6000061035156,630294
2024-12-23,354.74688720703125,360.70001220703125,369.29998779296875,360.0,367.5,351662
2024-12-24,358.6808776855469,364.70001220703125,368.20001220703125,360.5,360.5,362488
2024-12-26,358.8283996582031,364.8500061035156,366.45001220703125,359.54998779296875,360.5,223195
2024-12-27,351.9439392089844,357.8500061035156,366.04998779296875,357.1000061035156,361.5,171978
2024-12-30,349.4851989746094,355.3500061035156,363.6499938964844,351.1000061035156,351.1000061035156,862960
2024-12-31,355.92706298828125,361.8999938964844,364.0,350.0,355.0,768166
2025-01-01,358.9759216308594,365.0,366.20001220703125,357.6000061035156,360.04998779296875,972532
2025-01-02,361.8280334472656,367.8999938964844,368.54998779296875,362.0,365.1000061035156,447033
2025-01-03,360.9920654296875,367.04998779296875,372.70001220703125,365.5,367.8999938964844,326106
2025-01-06,352.6323547363281,358.54998779296875,370.8500061035156,355.5,363.5,618394
2025-01-07,352.5340270996094,358.45001220703125,363.75,355.5,355.5,247116
2025-01-08,345.4528503417969,351.25,361.95001220703125,350.29998779296875,358.04998779296875,449785
2025-01-09,344.5677185058594,350.3500061035156,357.3999938964844,349.1000061035156,350.3500061035156,339647
2025-01-10,339.7977600097656,345.5,355.1000061035156,344.20001220703125,352.1499938964844,338305
2025-01-13,332.2740173339844,337.8500061035156,348.6000061035156,334.79998779296875,343.5,594766
2025-01-14,341.9122619628906,347.6499938964844,349.79998779296875,335.1499938964844,335.1499938964844,270309
2025-01-15,346.78057861328125,352.6000061035156,354.0,347.6499938964844,352.8500061035156,413766
2025-01-16,345.1578063964844,350.95001220703125,358.0,348.0,354.3999938964844,240097
2025-01-17,357.992431640625,364.0,387.0,350.0,350.0,19967461
2025-01-20,361.6805114746094,367.75,371.25,361.75,363.0,1221100
2025-01-21,357.0089111328125,363.0,369.8999938964844,359.70001220703125,367.75,1435432
2025-01-22,354.00927734375,359.95001220703125,372.6000061035156,358.5,366.0,1923127
2025-01-23,353.2716369628906,359.20001220703125,361.0,354.0,360.0,425426
2025-01-24,345.01025390625,350.79998779296875,361.0,347.1000061035156,357.0,323590
2025-01-27,337.7323913574219,343.3999938964844,351.95001220703125,339.8999938964844,351.0,644537
2025-01-28,329.56939697265625,335.1000061035156,343.8999938964844,334.25,343.0,517791
2025-01-29,334.48687744140625,340.1000061035156,344.70001220703125,334.8500061035156,335.1000061035156,376020
2025-01-30,337.4865417480469,343.1499938964844,346.95001220703125,338.29998779296875,345.1000061035156,1082768
2025-01-31,339.99444580078125,345.70001220703125,346.95001220703125,339.5,339.54998779296875,402556
2025-02-01,329.6677551269531,335.20001220703125,347.75,332.75,345.79998779296875,681269
2025-02-03,333.6509094238281,339.25,343.6000061035156,330.75,333.04998779296875,854895
2025-02-04,337.28985595703125,342.95001220703125,345.0,335.70001220703125,337.3999938964844,417876
2025-02-05,337.1914978027344,342.8500061035156,348.04998779296875,341.0,342.95001220703125,427279
2025-02-06,329.91363525390625,335.45001220703125,344.3999938964844,332.5,340.0,486918
2025-02-07,328.2416687011719,333.75,338.8500061035156,329.0,337.0,612241
2025-02-10,316.7839660644531,322.1000061035156,335.6000061035156,319.29998779296875,327.6000061035156,944687
2025-02-11,303.0150146484375,308.1000061035156,322.95001220703125,306.20001220703125,322.95001220703125,394513
2025-02-12,295.3437194824219,300.29998779296875,309.95001220703125,294.75,306.6000061035156,723941
2025-02-13,289.1968994140625,294.04998779296875,304.29998779296875,292.04998779296875,300.0,779630
2025-02-14,279.3619384765625,284.04998779296875,298.6000061035156,282.04998779296875,294.04998779296875,1011001
2025-02-17,280.09954833984375,284.79998779296875,289.04998779296875,277.3999938964844,285.5,1095717
2025-02-18,279.5586242675781,284.25,285.95001220703125,278.75,285.8500061035156,614294
2025-02-19,280.7879943847656,285.5,288.29998779296875,281.0,281.0,523901
2025-02-20,282.0173645019531,286.75,287.75,281.20001220703125,285.5,864997
2025-02-21,281.72235107421875,286.45001220703125,291.70001220703125,284.0,288.29998779296875,760964
2025-02-24,273.9035339355469,278.5,285.8999938964844,275.6000061035156,285.8500061035156,950953
2025-02-25,274.9361877441406,279.54998779296875,281.29998779296875,278.0,278.5,410839
2025-02-27,274.4444580078125,279.04998779296875,282.95001220703125,278.0,280.95001220703125,776020
2025-02-28,267.7566833496094,272.25,279.0,270.0,276.6000061035156,757014
2025-03-03,263.4293212890625,267.8500061035156,280.95001220703125,262.5,274.75,817760
2025-03-04,267.3141174316406,271.79998779296875,272.95001220703125,261.45001220703125,264.0,633200
2025-03-05,286.9840087890625,291.79998779296875,297.8999938964844,272.0,272.0,1954884
2025-03-06,288.8034973144531,293.6499938964844,295.8500061035156,286.0,288.70001220703125,929511
2025-03-07,283.4434509277344,288.20001220703125,295.8999938964844,287.1000061035156,292.5,639386
2025-03-10,275.1329040527344,279.75,294.75,278.25,290.0,835260
2025-03-11,269.72369384765625,274.25,280.6499938964844,273.1499938964844,279.20001220703125,716336
2025-03-12,269.6253356933594,274.1499938964844,292.8999938964844,271.1499938964844,275.6499938964844,12655652
2025-03-13,268.0025634765625,272.5,277.95001220703125,270.8500061035156,277.0,1448108
2025-03-17,268.5434875488281,273.04998779296875,281.04998779296875,271.6499938964844,277.29998779296875,1334366
2025-03-18,268.5434875488281,273.04998779296875,273.04998779296875,273.04998779296875,273.04998779296875,0
2025-03-19,272.5758056640625,277.1499938964844,281.20001220703125,276.0,276.45001220703125,841526
2025-03-20,280.9355163574219,285.6499938964844,289.5,278.29998779296875,279.3999938964844,1552674
2025-03-21,283.9352111816406,288.70001220703125,289.95001220703125,284.45001220703125,288.0,1212549
2025-03-24,288.70513916015625,293.54998779296875,302.6000061035156,292.0,296.04998779296875,1514925
2025-03-25,284.18109130859375,288.95001220703125,297.04998779296875,286.54998779296875,295.5,547886
2025-03-26,283.1484069824219,287.8999938964844,292.75,286.75,288.95001220703125,688847
2025-03-27,292.1965637207031,297.1000061035156,300.04998779296875,286.0,287.8999938964844,769760
2025-03-28,286.4922790527344,291.29998779296875,299.75,289.54998779296875,295.5,764458
2025-04-01,289.1968994140625,294.04998779296875,295.5,289.3500061035156,292.0,505949
2025-04-02,288.8034973144531,293.6499938964844,294.45001220703125,286.75,294.0,347676
2025-04-03,293.4259338378906,298.3500061035156,300.0,289.04998779296875,289.04998779296875,546018
2025-04-04,285.06622314453125,289.8500061035156,298.0,287.04998779296875,298.0,391063
2025-04-07,281.37811279296875,286.1000061035156,289.8500061035156,271.5,275.0,603230
2025-04-08,286.63983154296875,291.45001220703125,292.75,286.45001220703125,289.0,328121
2025-04-09,289.5411071777344,294.3999938964844,298.0,287.04998779296875,291.5,337543
2025-04-11,309.0635070800781,314.25,317.54998779296875,294.0,300.3999938964844,1659579
2025-04-15,309.1126708984375,314.29998779296875,319.25,307.6499938964844,316.1499938964844,1214203
