date_,adj close_gmdcltd.ns,close_gmdcltd.ns,high_gmdcltd.ns,low_gmdcltd.ns,open_gmdcltd.ns,volume_gmdcltd.ns
2024-03-12,346.16436767578125,362.0,385.8500061035156,358.29998779296875,383.6499938964844,2205308
2024-03-13,309.63543701171875,323.79998779296875,369.45001220703125,316.79998779296875,364.0,3557115
2024-03-14,331.4380798339844,346.6000061035156,357.0,323.1499938964844,324.0,4057433
2024-03-15,335.2152404785156,350.54998779296875,355.6499938964844,334.6499938964844,344.0,2222615
2024-03-18,335.4543151855469,350.79998779296875,363.0,349.25,353.3999938964844,1675807
2024-03-19,327.7086486816406,342.70001220703125,355.5,340.1499938964844,352.0,1172264
2024-03-20,328.90399169921875,343.95001220703125,352.0,340.75,352.0,1648340
2024-03-21,346.4034423828125,362.25,364.8999938964844,343.0,343.0,2718281
2024-03-22,343.7259521484375,359.45001220703125,363.45001220703125,356.3999938964844,362.0,1734417
2024-03-26,337.0799560546875,352.5,362.6499938964844,351.0,356.0,1214998
2024-03-27,332.0118103027344,347.20001220703125,360.0,345.0,355.04998779296875,2597725
2024-03-28,328.90399169921875,343.95001220703125,358.8999938964844,342.1000061035156,353.5,1618577
2024-04-01,358.64349365234375,375.04998779296875,378.3999938964844,348.5,348.70001220703125,3468104
2024-04-02,373.13079833984375,390.20001220703125,392.8500061035156,371.0,375.04998779296875,4638606
2024-04-03,374.3739013671875,391.5,394.79998779296875,385.3999938964844,390.0,1948347
2024-04-04,371.9832763671875,389.0,396.0,383.70001220703125,389.75,1743340
2024-04-05,371.6485595703125,388.6499938964844,391.6499938964844,383.54998779296875,389.5,1142992
2024-04-08,368.6841735839844,385.54998779296875,393.79998779296875,383.0,390.5,883224
2024-04-09,377.0513916015625,394.29998779296875,400.8999938964844,380.45001220703125,387.45001220703125,2901340
2024-04-10,392.06463623046875,410.0,424.0,399.79998779296875,399.79998779296875,12480197
2024-04-12,386.2314453125,403.8999938964844,416.5,401.3500061035156,409.95001220703125,2401537
2024-04-15,372.03106689453125,389.04998779296875,398.70001220703125,379.5,393.54998779296875,2708796
2024-04-16,371.0270080566406,388.0,398.29998779296875,386.3500061035156,389.0,1865323
2024-04-18,367.1063537597656,383.8999938964844,401.54998779296875,382.0,391.0,1864929
2024-04-19,370.9792175292969,387.95001220703125,391.3500061035156,373.6000061035156,379.79998779296875,1818098
2024-04-22,373.4654541015625,390.54998779296875,396.8500061035156,387.95001220703125,392.0,1070449
2024-04-23,384.7492980957031,402.3500061035156,407.70001220703125,389.1000061035156,392.54998779296875,2934680
2024-04-24,398.1846618652344,416.3999938964844,423.8500061035156,402.45001220703125,404.0,6013171
2024-04-25,400.00152587890625,418.29998779296875,426.8500061035156,412.0,417.25,3583596
2024-04-26,415.77972412109375,434.79998779296875,445.3999938964844,413.54998779296875,420.3999938964844,8536611
2024-04-29,413.628173828125,432.54998779296875,443.6000061035156,430.1000061035156,438.29998779296875,2086389
2024-04-30,401.7228088378906,420.1000061035156,434.79998779296875,418.0,434.75,1912405
2024-05-02,402.2487487792969,420.6499938964844,427.95001220703125,417.0,422.5,1583819
2024-05-03,429.02386474609375,448.6499938964844,452.95001220703125,419.75,422.5,11637133
2024-05-06,409.8988037109375,428.6499938964844,452.70001220703125,424.3999938964844,451.5,4565966
2024-05-07,389.6261901855469,407.45001220703125,431.70001220703125,403.04998779296875,428.5,3237079
2024-05-08,383.1714782714844,400.70001220703125,421.79998779296875,393.5,407.5,3648613
2024-05-09,369.01885986328125,385.8999938964844,409.75,382.0,401.04998779296875,1846081
2024-05-10,375.0910949707031,392.25,395.3999938964844,376.3500061035156,390.0,1904342
2024-05-13,373.4654541015625,390.54998779296875,395.95001220703125,379.5,392.20001220703125,1524290
2024-05-14,391.68212890625,409.6000061035156,411.95001220703125,391.20001220703125,392.0,2310492
2024-05-15,393.3077697753906,411.29998779296875,417.8999938964844,408.20001220703125,411.6499938964844,1476061
2024-05-16,391.1561584472656,409.04998779296875,416.3500061035156,407.0,413.25,932461
2024-05-17,409.7553405761719,428.5,434.0,409.1499938964844,411.0,5390097
2024-05-21,409.37286376953125,428.1000061035156,434.75,424.0,434.0,1940408
2024-05-22,403.3484191894531,421.79998779296875,431.79998779296875,417.54998779296875,430.20001220703125,1445409
2024-05-23,401.19683837890625,419.54998779296875,433.1000061035156,418.3500061035156,422.70001220703125,1328213
2024-05-24,391.58648681640625,409.5,423.3999938964844,408.0,421.0,1342111
2024-05-27,385.2274169921875,402.8500061035156,413.3999938964844,401.0,411.95001220703125,1505657
2024-05-28,372.3179626464844,389.3500061035156,398.79998779296875,386.29998779296875,395.0,2440505
2024-05-29,373.9435729980469,391.04998779296875,396.8500061035156,384.1499938964844,391.0,1035544
2024-05-30,367.2976379394531,384.1000061035156,393.6499938964844,382.6499938964844,391.04998779296875,880328
2024-05-31,375.18670654296875,392.3500061035156,398.5,382.8999938964844,387.79998779296875,1259937
2024-06-03,388.09619140625,405.8500061035156,411.6499938964844,399.1000061035156,411.0,1876899
2024-06-04,332.92022705078125,348.1499938964844,405.0,324.70001220703125,405.0,4239913
2024-06-05,339.85308837890625,355.3999938964844,368.95001220703125,328.79998779296875,368.95001220703125,2539269
2024-06-06,355.34442138671875,371.6000061035156,379.3999938964844,360.0,360.0,1814736
2024-06-07,362.516357421875,379.1000061035156,382.29998779296875,368.1499938964844,373.79998779296875,1539964
2024-06-10,366.48480224609375,383.25,386.0,380.0,380.0,942956
2024-06-11,372.22235107421875,389.25,394.20001220703125,382.8999938964844,385.3500061035156,1201171
2024-06-12,371.8398132324219,388.8500061035156,395.0,387.25,391.0,866967
2024-06-13,369.6882629394531,386.6000061035156,392.1000061035156,384.6499938964844,390.0,705215
2024-06-14,384.07989501953125,401.6499938964844,405.0,385.0,386.6000061035156,3056312
2024-06-18,387.3311462402344,405.04998779296875,414.29998779296875,395.3500061035156,403.3999938964844,3455682
2024-06-19,379.72894287109375,397.1000061035156,408.8500061035156,395.70001220703125,407.3999938964844,1537684
2024-06-20,386.04022216796875,403.70001220703125,412.25,394.25,397.75,1864874
2024-06-21,381.7370910644531,399.20001220703125,408.8999938964844,398.04998779296875,403.70001220703125,910727
2024-06-24,379.4898681640625,396.8500061035156,403.95001220703125,392.04998779296875,399.20001220703125,1130768
2024-06-25,381.8805236816406,399.3500061035156,414.8500061035156,397.1000061035156,399.54998779296875,3457358
2024-06-26,383.64959716796875,401.20001220703125,409.20001220703125,399.5,403.79998779296875,1831992
2024-06-27,380.4939270019531,397.8999938964844,404.29998779296875,393.79998779296875,402.8999938964844,1100822
2024-06-28,375.760498046875,392.95001220703125,401.0,392.0,399.70001220703125,789211
2024-07-01,377.5773620605469,394.8500061035156,398.1000061035156,393.0,393.70001220703125,605545
2024-07-02,373.84796142578125,390.95001220703125,397.79998779296875,387.45001220703125,396.0,758078
2024-07-03,374.5651550292969,391.70001220703125,395.3999938964844,389.04998779296875,392.6000061035156,906715
2024-07-04,380.01580810546875,397.3999938964844,409.29998779296875,392.29998779296875,393.5,2640084
2024-07-05,383.888671875,401.45001220703125,404.5,396.70001220703125,398.1000061035156,1173248
2024-07-08,403.3962707519531,421.8500061035156,436.20001220703125,402.0,402.0,16786494
2024-07-09,395.2202453613281,413.29998779296875,439.8999938964844,411.04998779296875,427.70001220703125,5026828
2024-07-10,404.4002990722656,422.8999938964844,432.45001220703125,414.20001220703125,428.0,5756715
2024-07-11,404.4002990722656,422.8999938964844,431.8999938964844,419.20001220703125,425.0,2351660
2024-07-12,399.0931091308594,417.3500061035156,426.25,416.0,424.0,1309473
2024-07-15,403.3962707519531,421.8500061035156,426.29998779296875,408.5,415.0,2141567
2024-07-16,398.614990234375,416.8500061035156,431.8999938964844,415.1000061035156,426.0,2606799
2024-07-18,392.7340087890625,410.70001220703125,416.29998779296875,406.54998779296875,416.29998779296875,1421497
2024-07-19,380.15924072265625,397.54998779296875,409.54998779296875,395.0,409.20001220703125,1313228
2024-07-22,377.3861083984375,394.6499938964844,401.8500061035156,388.3999938964844,395.0,1682857
2024-07-23,380.3504943847656,397.75,410.0,380.1000061035156,395.0,3407900
2024-07-24,393.1164855957031,411.1000061035156,424.45001220703125,394.29998779296875,397.0,4279760
2024-07-25,390.3912048339844,408.25,415.0,404.1499938964844,406.95001220703125,1517396
2024-07-26,384.8927001953125,402.5,413.70001220703125,401.5,410.04998779296875,1608348
2024-07-29,378.8204650878906,396.1499938964844,403.79998779296875,395.04998779296875,402.20001220703125,1619884
2024-07-30,382.358642578125,399.8500061035156,408.8999938964844,396.8500061035156,398.29998779296875,1601750
2024-07-31,383.1714782714844,400.70001220703125,404.79998779296875,399.54998779296875,403.70001220703125,656545
2024-08-01,382.980224609375,400.5,412.3500061035156,398.1000061035156,403.3999938964844,2168439
2024-08-02,378.0555114746094,395.3500061035156,400.6000061035156,392.5,396.0,875410
2024-08-05,356.6831970214844,373.0,387.04998779296875,371.0,387.04998779296875,1559657
2024-08-06,350.2762756347656,366.29998779296875,384.8999938964844,363.0,377.1499938964844,1106452
2024-08-07,358.4044189453125,374.79998779296875,377.8999938964844,369.0,373.6000061035156,967297
2024-08-08,352.76251220703125,368.8999938964844,382.0,367.8500061035156,376.0,958113
2024-08-09,352.4278259277344,368.54998779296875,374.0,365.54998779296875,372.0,921619
2024-08-12,354.6272277832031,370.8500061035156,374.0,364.1000061035156,368.54998779296875,843101
2024-08-13,346.4990539550781,362.3500061035156,373.95001220703125,361.54998779296875,372.0,821927
2024-08-14,341.5743408203125,357.20001220703125,367.95001220703125,356.0,366.0,1890027
2024-08-16,344.2996520996094,360.04998779296875,363.45001220703125,355.6000061035156,360.0,790963
2024-08-19,350.1806640625,366.20001220703125,369.8999938964844,361.0,361.8999938964844,607638
2024-08-20,351.94970703125,368.04998779296875,373.70001220703125,366.20001220703125,368.0,706526
2024-08-21,355.6791076660156,371.95001220703125,374.0,366.3500061035156,369.79998779296875,844477
2024-08-22,354.7706604003906,371.0,376.6000061035156,370.1000061035156,374.0,686528
2024-08-23,355.248779296875,371.5,379.0,370.0,372.04998779296875,921229
2024-08-26,352.95379638671875,369.1000061035156,373.95001220703125,367.1000061035156,373.29998779296875,733910
2024-08-27,353.86224365234375,370.04998779296875,372.45001220703125,368.3500061035156,370.3500061035156,539449
2024-08-28,353.4319152832031,369.6000061035156,376.95001220703125,368.1000061035156,370.1499938964844,697754
2024-08-29,350.6109619140625,366.6499938964844,370.54998779296875,363.25,370.0,676880
2024-08-30,352.9059753417969,369.04998779296875,370.0,364.70001220703125,368.0,563732
2024-09-02,349.03314208984375,365.0,370.8999938964844,363.8500061035156,370.8999938964844,663436
2024-09-03,351.1369323730469,367.20001220703125,373.5,365.3500061035156,368.70001220703125,899644
2024-09-04,348.5072021484375,364.45001220703125,368.5,363.70001220703125,366.0,395668
2024-09-05,348.26812744140625,364.20001220703125,369.0,363.5,366.04998779296875,383128
2024-09-06,354.675048828125,370.8999938964844,379.5,367.70001220703125,372.0,4037000
2024-09-09,347.8377990722656,363.75,370.8999938964844,359.04998779296875,370.8999938964844,913242
2024-09-10,356.3006896972656,372.6000061035156,375.0,362.6000061035156,365.5,1458696
2024-09-11,349.5112609863281,365.5,373.25,363.8999938964844,373.0,691485
2024-09-12,350.51531982421875,366.54998779296875,369.0,361.95001220703125,367.3500061035156,1163943
2024-09-13,351.8062744140625,367.8999938964844,373.0,366.0,367.95001220703125,682896
2024-09-16,357.7350769042969,374.1000061035156,378.0,368.3500061035156,369.75,1045603
2024-09-17,359.3128662109375,375.75,377.3500061035156,371.25,376.8500061035156,663294
2024-09-18,355.1053771972656,371.3500061035156,377.0,366.8999938964844,377.0,820047
2024-09-19,354.2447509765625,370.45001220703125,374.3500061035156,363.8999938964844,372.0,1233330
2024-09-20,357.04217529296875,363.75,367.95001220703125,362.1499938964844,364.79998779296875,788852
2024-09-23,356.4532470703125,363.1499938964844,366.70001220703125,362.5,366.0,438113
2024-09-24,358.2200622558594,364.95001220703125,371.0,363.54998779296875,364.1000061035156,758420
2024-09-25,357.6311340332031,364.3500061035156,369.5,362.0,366.0,555053
2024-09-26,357.7292785644531,364.45001220703125,365.8999938964844,358.5,365.0,688346
2024-09-27,353.1650085449219,359.79998779296875,367.1000061035156,358.75,364.45001220703125,576462
2024-09-30,353.0177917480469,359.6499938964844,372.79998779296875,355.79998779296875,362.0,2473554
2024-10-01,349.9749450683594,356.54998779296875,361.45001220703125,355.5,358.0,664106
2024-10-03,340.5028991699219,346.8999938964844,355.04998779296875,346.20001220703125,350.0,689312
2024-10-04,327.93896484375,334.1000061035156,348.8500061035156,333.0,347.0,1068451
2024-10-07,304.9704895019531,310.70001220703125,338.0,308.79998779296875,336.45001220703125,2683291
2024-10-08,317.87799072265625,323.8500061035156,326.0,309.1499938964844,311.0,1428249
2024-10-09,322.3931579589844,328.45001220703125,332.3500061035156,325.0,325.5,723215
2024-10-10,320.3809509277344,326.3999938964844,333.5,324.1499938964844,329.79998779296875,555083
2024-10-11,333.73016357421875,340.0,344.0,323.20001220703125,327.0,1979126
2024-10-14,332.208740234375,338.45001220703125,347.20001220703125,336.0,344.0,976703
2024-10-15,335.88958740234375,342.20001220703125,344.25,334.20001220703125,339.79998779296875,646975
2024-10-16,345.9996337890625,352.5,358.3500061035156,339.04998779296875,342.8999938964844,1255294
2024-10-17,346.981201171875,353.5,362.8999938964844,351.1000061035156,356.5,1723414
2024-10-18,351.69268798828125,358.29998779296875,360.25,342.1499938964844,351.79998779296875,1329903
2024-10-21,346.1468811035156,352.6499938964844,361.6000061035156,350.5,360.04998779296875,679081
2024-10-22,322.34405517578125,328.3999938964844,355.70001220703125,326.0,355.0,1221135
2024-10-23,348.9443359375,355.5,373.5,333.0,338.0,18661150
2024-10-24,351.59454345703125,358.20001220703125,366.6000061035156,348.29998779296875,353.8500061035156,3106420
2024-10-25,337.5091552734375,343.8500061035156,360.75,338.45001220703125,360.0,1907335
2024-10-28,349.4350891113281,356.0,360.75,338.8500061035156,348.0,1866843
2024-10-29,360.1831970214844,366.95001220703125,369.20001220703125,353.79998779296875,356.0,1553711
2024-10-30,360.6739807128906,367.45001220703125,374.29998779296875,362.29998779296875,362.29998779296875,1521120
2024-10-31,363.61865234375,370.45001220703125,374.1000061035156,363.25,369.5,2196953
2024-11-01,366.1706848144531,373.04998779296875,376.95001220703125,371.3500061035156,372.8999938964844,519207
2024-11-04,351.3491516113281,357.95001220703125,371.75,351.3500061035156,371.0,1143949
2024-11-05,357.1403503417969,363.8500061035156,365.8500061035156,356.1000061035156,358.70001220703125,907840
2024-11-06,367.2503967285156,374.1499938964844,376.0,365.1000061035156,365.1000061035156,1762398
2024-11-07,361.70458984375,368.5,377.45001220703125,367.20001220703125,374.1499938964844,1341287
2024-11-08,353.06689453125,359.70001220703125,369.3500061035156,358.0,368.5,864806
2024-11-11,341.2881774902344,347.70001220703125,359.0,346.20001220703125,359.0,845407
2024-11-12,338.3925476074219,344.75,361.5,343.1000061035156,349.3500061035156,1089301
2024-11-13,323.5710144042969,329.6499938964844,346.79998779296875,327.70001220703125,344.0,793101
2024-11-14,324.5525817871094,330.6499938964844,336.8999938964844,329.70001220703125,330.95001220703125,550101
2024-11-18,321.16619873046875,327.20001220703125,333.0,323.6000061035156,330.5,843700
2024-11-19,328.6751403808594,334.8500061035156,347.45001220703125,330.70001220703125,330.95001220703125,1646321
2024-11-21,315.6694641113281,321.6000061035156,335.5,319.04998779296875,334.8999938964844,1243347
2024-11-22,322.6385498046875,328.70001220703125,330.5,320.3999938964844,324.04998779296875,755754
2024-11-25,337.85272216796875,344.20001220703125,348.75,337.0,338.0,1209824
2024-11-26,335.5951232910156,341.8999938964844,346.0,341.0,343.6499938964844,349518
2024-11-27,341.7298583984375,348.1499938964844,350.3500061035156,340.25,344.6499938964844,559380
2024-11-28,338.9324035644531,345.29998779296875,357.3500061035156,341.0,348.5,1085907
2024-11-29,338.9324035644531,345.29998779296875,350.45001220703125,342.6499938964844,347.0,587334
2024-12-02,342.71142578125,349.1499938964844,353.3500061035156,341.6000061035156,345.5,917151
2024-12-03,349.7786560058594,356.3500061035156,362.95001220703125,352.3999938964844,353.1499938964844,1044771
2024-12-04,350.0731201171875,356.6499938964844,364.79998779296875,353.79998779296875,357.5,680092
2024-12-05,351.4472961425781,358.04998779296875,361.70001220703125,352.8500061035156,358.3999938964844,756228
2024-12-06,357.92559814453125,364.6499938964844,366.29998779296875,357.0,359.70001220703125,1132423
2024-12-09,355.37353515625,362.04998779296875,368.3500061035156,360.3500061035156,366.6499938964844,492603
2024-12-10,359.7414855957031,366.5,368.25,360.29998779296875,363.54998779296875,925131
2024-12-11,362.8824768066406,369.70001220703125,374.29998779296875,361.95001220703125,366.20001220703125,1145651
2024-12-12,354.68646240234375,361.3500061035156,370.8500061035156,360.0,370.0,525335
2024-12-13,351.64361572265625,358.25,361.95001220703125,352.04998779296875,360.8500061035156,548752
2024-12-16,348.3063049316406,354.8500061035156,362.75,352.8500061035156,359.20001220703125,348288
2024-12-17,347.3738098144531,353.8999938964844,359.1000061035156,351.8500061035156,354.79998779296875,418234
2024-12-18,338.3925476074219,344.75,354.45001220703125,343.0,352.5,854884
2024-12-19,333.6319885253906,339.8999938964844,343.20001220703125,336.6499938964844,339.5,410800
2024-12-20,319.9883117675781,326.0,346.75,324.5,340.04998779296875,612686
2024-12-23,320.08648681640625,326.1000061035156,330.75,319.5,329.79998779296875,806357
2024-12-24,323.5219421386719,329.6000061035156,333.54998779296875,323.3500061035156,327.8999938964844,505723
2024-12-26,319.644775390625,325.6499938964844,332.95001220703125,322.3999938964844,330.29998779296875,343616
2024-12-27,322.0005187988281,328.04998779296875,330.0,324.1499938964844,325.6499938964844,417245
2024-12-30,310.2218017578125,316.04998779296875,327.45001220703125,313.3999938964844,327.45001220703125,982429
2024-12-31,315.8657531738281,321.79998779296875,323.0,314.04998779296875,315.0,418091
2025-01-01,317.8288879394531,323.79998779296875,326.0,319.25,321.79998779296875,347324
2025-01-02,320.7244873046875,326.75,328.95001220703125,324.0,324.0,411330
2025-01-03,320.5281677246094,326.54998779296875,335.0,322.04998779296875,327.79998779296875,580502
2025-01-06,303.2036437988281,308.8999938964844,326.3500061035156,303.3500061035156,325.0,1065565
2025-01-07,309.53472900390625,315.3500061035156,317.70001220703125,309.8999938964844,312.0,459370
2025-01-08,308.2586669921875,314.04998779296875,316.3500061035156,308.95001220703125,316.0,400822
2025-01-09,305.3139953613281,311.04998779296875,316.79998779296875,310.04998779296875,313.6499938964844,320387
2025-01-10,292.112060546875,297.6000061035156,311.70001220703125,295.54998779296875,311.0,897750
2025-01-13,276.9469299316406,282.1499938964844,299.0,279.04998779296875,297.54998779296875,975666
2025-01-14,287.3023986816406,292.70001220703125,293.3999938964844,284.1499938964844,285.0,554369
2025-01-15,287.2533264160156,292.6499938964844,299.8500061035156,291.54998779296875,295.0,397103
2025-01-16,320.8717346191406,326.8999938964844,336.8500061035156,295.1499938964844,295.1499938964844,31740027
2025-01-17,321.21527099609375,327.25,334.8999938964844,318.20001220703125,321.0,6382198
2025-01-20,319.15399169921875,325.1499938964844,330.70001220703125,322.0,325.0,990486
2025-01-21,312.6266174316406,318.5,331.79998779296875,316.79998779296875,325.0,1057330
2025-01-22,306.49188232421875,312.25,319.95001220703125,306.29998779296875,319.70001220703125,832808
2025-01-23,305.55938720703125,311.29998779296875,315.6499938964844,310.0,312.0,441446
2025-01-24,297.6578369140625,303.25,314.95001220703125,301.0,313.0,648571
2025-01-27,283.916015625,289.25,298.70001220703125,288.0,295.0,595519
2025-01-28,280.0388488769531,285.29998779296875,293.45001220703125,275.25,292.79998779296875,932962
2025-01-29,316.4547119140625,322.3999938964844,328.8999938964844,285.54998779296875,288.0,3768893
2025-01-30,309.093017578125,314.8999938964844,322.95001220703125,310.8999938964844,320.0,1738852
2025-01-31,316.11114501953125,322.04998779296875,332.8999938964844,311.54998779296875,317.0,3441716
2025-02-01,314.78607177734375,320.70001220703125,336.29998779296875,317.04998779296875,321.8999938964844,2017926
2025-02-03,300.6515808105469,306.29998779296875,317.3500061035156,302.54998779296875,314.6000061035156,843875
2025-02-04,311.154296875,317.0,318.75,308.0,309.0,986234
2025-02-05,308.60223388671875,314.3999938964844,320.25,313.3999938964844,317.0,522803
2025-02-06,307.3262023925781,313.1000061035156,317.95001220703125,310.6499938964844,315.04998779296875,379132
2025-02-07,302.7128601074219,308.3999938964844,313.95001220703125,306.6000061035156,313.6499938964844,432962
2025-02-10,288.9710388183594,294.3999938964844,309.25,293.54998779296875,308.0,639938
2025-02-11,276.7015686035156,281.8999938964844,297.54998779296875,280.95001220703125,295.3999938964844,706553
2025-02-12,277.04510498046875,282.25,285.79998779296875,267.6499938964844,284.0,1197276
2025-02-13,272.87347412109375,278.0,288.5,276.3500061035156,285.3999938964844,739207
2025-02-14,264.7265625,269.70001220703125,282.0,265.04998779296875,280.20001220703125,888943
2025-02-17,257.9537658691406,262.79998779296875,268.45001220703125,257.29998779296875,267.5,1139578
2025-02-18,250.5920867919922,255.3000030517578,266.04998779296875,250.0,264.0,850423
2025-02-19,259.9168701171875,264.79998779296875,268.54998779296875,253.0,254.0,813906
2025-02-20,265.9043884277344,270.8999938964844,273.8500061035156,263.79998779296875,266.0,647906
2025-02-21,262.0272521972656,266.95001220703125,278.8500061035156,266.1000061035156,269.45001220703125,760386
2025-02-24,256.432373046875,261.25,266.95001220703125,257.54998779296875,266.95001220703125,508314
2025-02-25,251.13194274902344,255.85000610351562,265.25,255.0500030517578,264.95001220703125,644237
2025-02-27,246.12599182128906,250.75,258.20001220703125,248.1999969482422,256.0,748273
2025-02-28,236.9484100341797,241.39999389648438,252.0,238.1999969482422,249.0,821515
2025-03-03,233.98410034179688,238.3800048828125,246.36000061035156,226.58999633789062,244.92999267578125,1312886
2025-03-04,237.0269317626953,241.47999572753906,247.7899932861328,233.8800048828125,235.7899932861328,1074732
2025-03-05,244.20213317871094,248.7899932861328,250.8800048828125,240.13999938964844,240.1999969482422,981631
2025-03-06,252.7809600830078,257.5299987792969,262.3999938964844,252.8000030517578,254.5,1377000
2025-03-07,256.9820251464844,261.80999755859375,264.8999938964844,258.04998779296875,259.0,956579
2025-03-10,249.97369384765625,254.6699981689453,263.7799987792969,252.10000610351562,262.0,864770
2025-03-11,249.10992431640625,253.7899932861328,255.8000030517578,248.2899932861328,251.8699951171875,652678
2025-03-12,246.8817901611328,251.52000427246094,258.0,250.36000061035156,256.75,734500
2025-03-13,245.51742553710938,250.1300048828125,255.35000610351562,249.10000610351562,252.9499969482422,681634
2025-03-17,242.0721435546875,246.6199951171875,253.75,245.0500030517578,251.08999633789062,707064
2025-03-18,242.0721435546875,246.6199951171875,246.6199951171875,246.6199951171875,246.6199951171875,0
2025-03-19,258.7193908691406,263.5799865722656,264.8999938964844,253.17999267578125,254.0,1328385
2025-03-20,262.4198913574219,267.3500061035156,274.0,264.3800048828125,267.0,1437497
2025-03-21,266.699462890625,271.7099914550781,279.3999938964844,266.29998779296875,267.0,1988635
2025-03-24,269.80120849609375,274.8699951171875,279.989990234375,269.79998779296875,271.67999267578125,1634596
2025-03-25,260.7315979003906,265.6300048828125,278.760009765625,265.0,276.8999938964844,954328
2025-03-26,255.92196655273438,260.7300109863281,270.0,258.20001220703125,266.989990234375,1116600
2025-03-27,260.9966125488281,265.8999938964844,267.8500061035156,259.1000061035156,259.8999938964844,1528298
2025-03-28,260.32916259765625,265.2200012207031,272.3999938964844,264.1000061035156,266.8999938964844,1222874
2025-04-01,269.2908020019531,274.3500061035156,275.6499938964844,265.8500061035156,266.5,1115119
2025-04-02,274.00225830078125,279.1499938964844,282.20001220703125,267.6499938964844,275.5,1143074
2025-04-03,282.9344482421875,288.25,289.8500061035156,274.1000061035156,274.1000061035156,1460311
2025-04-04,267.76934814453125,272.79998779296875,289.29998779296875,271.29998779296875,288.25,1148210
2025-04-07,256.8249816894531,261.6499938964844,264.95001220703125,251.0,255.0,1188546
2025-04-08,262.4198913574219,267.3500061035156,272.54998779296875,261.45001220703125,270.0,448745
2025-04-09,263.6958923339844,268.6499938964844,273.8999938964844,261.0,267.04998779296875,733955
2025-04-11,270.95941162109375,276.04998779296875,277.0,271.6000061035156,275.5,536841
2025-04-15,281.70751953125,287.0,287.8999938964844,280.1499938964844,280.1499938964844,1037983
