date_,adj close_indigo.ns,close_indigo.ns,high_indigo.ns,low_indigo.ns,open_indigo.ns,volume_indigo.ns
2024-03-26,3486.15869140625,3492.050048828125,3507.949951171875,3302.35009765625,3324.0,2463948
2024-03-27,3540.66650390625,3546.64990234375,3561.550048828125,3471.60009765625,3514.949951171875,1246756
2024-03-28,3542.6630859375,3548.64990234375,3573.800048828125,3516.0,3546.0,1102586
2024-04-01,3542.962646484375,3548.949951171875,3606.199951171875,3525.25,3569.949951171875,756301
2024-04-02,3561.781005859375,3567.800048828125,3645.0,3550.5,3615.0,936798
2024-04-03,3484.9609375,3490.85009765625,3563.699951171875,3480.0,3522.0,992280
2024-04-04,3478.17236328125,3484.050048828125,3525.0,3460.0,3525.0,628441
2024-04-05,3493.646240234375,3499.550048828125,3518.5,3462.0,3515.0,702689
2024-04-08,3593.72705078125,3599.800048828125,3612.0,3504.89990234375,3548.0,792454
2024-04-09,3627.869140625,3634.0,3651.0,3572.75,3614.0,667654
2024-04-10,3788.897216796875,3795.300048828125,3812.85009765625,3672.10009765625,3679.699951171875,2692686
2024-04-12,3687.019287109375,3693.25,3830.449951171875,3670.14990234375,3830.0,2751797
2024-04-15,3589.583740234375,3595.64990234375,3693.25,3552.0,3670.300048828125,1767191
2024-04-16,3564.027099609375,3570.050048828125,3636.75,3512.89990234375,3589.699951171875,701956
2024-04-18,3584.04345703125,3590.10009765625,3677.5,3573.25,3647.0,962322
2024-04-19,3554.193603515625,3560.199951171875,3598.0,3441.050048828125,3505.050048828125,1244645
2024-04-22,3720.71240234375,3727.0,3739.949951171875,3616.89990234375,3620.050048828125,1274812
2024-04-23,3696.3037109375,3702.550048828125,3733.449951171875,3673.0,3722.050048828125,518205
2024-04-24,3735.88671875,3742.199951171875,3766.35009765625,3705.0,3719.89990234375,589705
2024-04-25,3806.1181640625,3812.550048828125,3829.0,3727.14990234375,3739.949951171875,634457
2024-04-26,3928.7109375,3935.35009765625,3972.0,3835.0,3858.0,1760839
2024-04-29,3921.07373046875,3927.699951171875,4009.949951171875,3875.0,4001.0,701974
2024-04-30,3975.581787109375,3982.300048828125,3996.0,3940.39990234375,3955.0,1044306
2024-05-02,4101.3193359375,4108.25,4122.89990234375,3970.10009765625,4019.0,1197616
2024-05-03,4012.46923828125,4019.25,4179.10009765625,3998.0,4167.0498046875,1134070
2024-05-06,3991.504638671875,3998.25,4055.0,3938.0,4050.949951171875,539618
2024-05-07,3941.98828125,3948.64990234375,4039.949951171875,3915.550048828125,3998.300048828125,730464
2024-05-08,4068.774169921875,4075.64990234375,4094.39990234375,3929.050048828125,3964.0,946627
2024-05-09,4038.525390625,4045.35009765625,4124.35009765625,4028.89990234375,4094.949951171875,795242
2024-05-10,4012.41943359375,4019.199951171875,4045.35009765625,3990.75,4045.0,694961
2024-05-13,4075.113525390625,4082.0,4090.0,3980.050048828125,4006.10009765625,321881
2024-05-14,4140.353515625,4147.35009765625,4174.0,4082.699951171875,4117.85009765625,682523
2024-05-15,4288.25341796875,4295.5,4314.39990234375,4134.60009765625,4163.64990234375,854988
2024-05-16,4283.16162109375,4290.39990234375,4333.9501953125,4262.0,4290.0,587188
2024-05-17,4358.93359375,4366.2998046875,4391.85009765625,4296.5498046875,4302.5498046875,770169
2024-05-21,4308.2197265625,4315.5,4365.0498046875,4279.14990234375,4342.4501953125,1035962
2024-05-22,4348.40185546875,4355.75,4407.5,4284.0,4337.4501953125,746320
2024-05-23,4393.076171875,4400.5,4438.89990234375,4320.0,4388.0,1290154
2024-05-24,4249.31884765625,4256.5,4529.0,4242.0,4520.0,4290541
2024-05-27,4245.775390625,4252.9501953125,4298.0,4206.2998046875,4260.0,1064775
2024-05-28,4189.96923828125,4197.0498046875,4266.14990234375,4156.0,4252.0498046875,540184
2024-05-29,4020.75537109375,4027.550048828125,4185.0,4005.300048828125,4185.0,1877700
2024-05-30,4155.17822265625,4162.2001953125,4197.89990234375,4040.050048828125,4040.050048828125,2191200
2024-05-31,4181.98291015625,4189.0498046875,4217.7998046875,4106.39990234375,4189.9501953125,1839602
2024-06-03,4290.798828125,4298.0498046875,4324.0,4230.10009765625,4324.0,775065
2024-06-04,4066.328369140625,4073.199951171875,4340.0,3868.25,4340.0,1977245
2024-06-05,4341.1640625,4348.5,4363.7998046875,4030.0,4120.0,1729894
2024-06-06,4293.744140625,4301.0,4357.0,4260.0,4350.0498046875,1087088
2024-06-07,4365.822265625,4373.2001953125,4411.0,4320.2001953125,4355.0,2066566
2024-06-10,4558.89599609375,4566.60009765625,4609.7998046875,4385.5,4398.0,2022024
2024-06-11,4362.12841796875,4369.5,4474.2998046875,4361.0,4400.0,4381077
2024-06-12,4293.14501953125,4300.39990234375,4393.7001953125,4284.10009765625,4390.0498046875,2488000
2024-06-13,4295.39111328125,4302.64990234375,4348.39990234375,4230.0,4348.0,4510241
2024-06-14,4263.1953125,4270.39990234375,4334.0,4260.25,4334.0,1243397
2024-06-18,4294.99169921875,4302.25,4328.7998046875,4280.0,4300.0,1160966
2024-06-19,4220.8671875,4228.0,4325.0,4214.2001953125,4308.0,1285543
2024-06-20,4222.115234375,4229.25,4262.60009765625,4186.0,4225.0,1449293
2024-06-21,4302.87841796875,4310.14990234375,4315.75,4216.7998046875,4235.14990234375,1798803
2024-06-24,4308.369140625,4315.64990234375,4346.64990234375,4264.75,4302.25,1058926
2024-06-25,4226.35791015625,4233.5,4340.0,4227.0498046875,4336.0,1512109
2024-06-26,4218.7705078125,4225.89990234375,4267.7998046875,4212.5,4241.2001953125,792643
2024-06-27,4214.52783203125,4221.64990234375,4236.85009765625,4150.0,4220.10009765625,1336815
2024-06-28,4221.11669921875,4228.25,4264.9501953125,4217.4501953125,4231.0,805457
2024-07-01,4215.02685546875,4222.14990234375,4281.4501953125,4212.64990234375,4276.35009765625,1761756
2024-07-02,4241.931640625,4249.10009765625,4283.10009765625,4225.5,4234.9501953125,1070473
2024-07-03,4271.78125,4279.0,4285.39990234375,4245.60009765625,4275.0,598290
2024-07-04,4281.5146484375,4288.75,4324.0,4267.0498046875,4279.0,669475
2024-07-05,4315.60693359375,4322.89990234375,4345.0,4288.75,4300.0,576448
2024-07-08,4230.80078125,4237.9501953125,4324.7998046875,4228.60009765625,4323.5498046875,385991
2024-07-09,4297.83740234375,4305.10009765625,4319.0,4220.4501953125,4240.0,433465
2024-07-10,4274.02734375,4281.25,4314.0,4165.39990234375,4314.0,559022
2024-07-11,4313.111328125,4320.39990234375,4330.0,4280.2001953125,4295.0,710193
2024-07-12,4324.34228515625,4331.64990234375,4368.89990234375,4285.0,4335.0,1056812
2024-07-15,4378.451171875,4385.85009765625,4424.89990234375,4320.2001953125,4333.0,1596638
2024-07-16,4423.62451171875,4431.10009765625,4452.2998046875,4391.0,4444.0,709083
2024-07-18,4409.7978515625,4417.25,4444.0,4365.0,4409.10009765625,822843
2024-07-19,4274.1767578125,4281.39990234375,4416.0,4250.2001953125,4401.0,727696
2024-07-22,4329.23388671875,4336.5498046875,4355.0,4250.5498046875,4288.7998046875,603718
2024-07-23,4308.11962890625,4315.39990234375,4369.89990234375,4171.0498046875,4339.2001953125,722279
2024-07-24,4368.41748046875,4375.7998046875,4396.25,4296.25,4315.0,648265
2024-07-25,4424.72265625,4432.2001953125,4467.64990234375,4335.2001953125,4350.0,1133699
2024-07-26,4485.8193359375,4493.39990234375,4510.0,4415.5,4442.60009765625,1008958
2024-07-29,4431.810546875,4439.2998046875,4479.0,4273.2001953125,4478.0,1950730
2024-07-30,4466.4521484375,4474.0,4527.85009765625,4430.0498046875,4487.0,998970
2024-07-31,4464.6552734375,4472.2001953125,4512.0,4450.5498046875,4473.9501953125,778444
2024-08-01,4396.86962890625,4404.2998046875,4468.60009765625,4373.39990234375,4432.0,792851
2024-08-02,4305.224609375,4312.5,4407.7998046875,4301.4501953125,4355.0,675767
2024-08-05,4213.27978515625,4220.39990234375,4300.0,4162.9501953125,4280.0,903676
2024-08-06,4254.2607421875,4261.4501953125,4337.14990234375,4250.0,4300.5498046875,992747
2024-08-07,4310.615234375,4317.89990234375,4348.0,4278.5498046875,4348.0,477082
2024-08-08,4249.7685546875,4256.9501953125,4335.0,4241.0,4318.10009765625,374911
2024-08-09,4282.96240234375,4290.2001953125,4318.0,4273.64990234375,4305.0,503538
2024-08-12,4244.47705078125,4251.64990234375,4287.5,4225.5498046875,4270.0,1736347
2024-08-13,4220.26806640625,4227.39990234375,4319.85009765625,4219.4501953125,4269.7001953125,508342
2024-08-14,4202.79736328125,4209.89990234375,4259.0,4197.2001953125,4239.0,627078
2024-08-16,4270.4833984375,4277.7001953125,4289.89990234375,4200.0,4240.0,727461
2024-08-19,4224.810546875,4231.9501953125,4324.89990234375,4206.14990234375,4299.7998046875,1548752
2024-08-20,4294.7919921875,4302.0498046875,4318.25,4230.0,4254.7001953125,798389
2024-08-21,4292.59619140625,4299.85009765625,4352.0,4280.5498046875,4310.0,605150
2024-08-22,4475.58642578125,4483.14990234375,4490.0,4376.0,4400.0,2341452
2024-08-23,4702.50341796875,4710.4501953125,4722.0,4470.14990234375,4493.0,3390956
2024-08-26,4712.13720703125,4720.10009765625,4743.7998046875,4602.2001953125,4718.0,1147478
2024-08-27,4738.7421875,4746.75,4755.9501953125,4661.2998046875,4700.0,1051934
2024-08-28,4851.6513671875,4859.85009765625,4943.7998046875,4730.0,4775.0,1955254
2024-08-29,4751.81982421875,4759.85009765625,4879.7998046875,4721.2001953125,4731.10009765625,6958538
2024-08-30,4821.8515625,4830.0,4869.0,4777.0498046875,4783.0,2120523
2024-09-02,4784.9638671875,4793.0498046875,4908.4501953125,4768.2998046875,4894.7001953125,1273990
2024-09-03,4805.279296875,4813.39990234375,4829.0,4775.0498046875,4796.0498046875,1351206
2024-09-04,4806.876953125,4815.0,4864.89990234375,4780.0,4820.0,1569180
2024-09-05,4820.40380859375,4828.5498046875,4855.7001953125,4801.5498046875,4835.0,1042127
2024-09-06,4775.6298828125,4783.7001953125,4884.89990234375,4760.0,4877.0,971127
2024-09-09,4800.3876953125,4808.5,4825.4501953125,4718.39990234375,4780.0,1083107
2024-09-10,4823.69873046875,4831.85009765625,4844.9501953125,4760.2998046875,4815.0498046875,636042
2024-09-11,4892.1328125,4900.39990234375,4923.35009765625,4847.2001953125,4869.9501953125,1630528
2024-09-12,4986.2236328125,4994.64990234375,5035.0,4925.0,4958.5,1714854
2024-09-13,4934.01220703125,4942.35009765625,5012.0,4929.0,5012.0,656466
2024-09-16,4938.75390625,4947.10009765625,4993.0,4935.2001953125,4980.0,455240
2024-09-17,4925.4267578125,4933.75,4969.2998046875,4910.2001953125,4953.0,587354
2024-09-18,4916.341796875,4924.64990234375,4957.85009765625,4887.5,4934.0,545644
2024-09-19,4865.328125,4873.5498046875,4975.9501953125,4814.4501953125,4935.0,930127
2024-09-20,4895.37744140625,4903.64990234375,4916.60009765625,4782.0,4845.0,1361564
2024-09-23,4922.0322265625,4930.35009765625,4949.9501953125,4900.0,4934.89990234375,490477
2024-09-24,4818.95654296875,4827.10009765625,4945.0,4783.89990234375,4939.89990234375,1344873
2024-09-25,4774.13232421875,4782.2001953125,4824.89990234375,4757.60009765625,4810.0,766857
2024-09-26,4859.337890625,4867.5498046875,4876.9501953125,4780.75,4800.0,608615
2024-09-27,4937.3564453125,4945.7001953125,4957.0,4870.64990234375,4895.9501953125,1102149
2024-09-30,4779.37353515625,4787.4501953125,4960.0,4779.35009765625,4902.0,1477169
2024-10-01,4896.974609375,4905.25,4915.0,4802.0,4824.0,806651
2024-10-03,4708.892578125,4716.85009765625,4865.0,4655.0498046875,4821.0,1209060
2024-10-04,4601.57373046875,4609.35009765625,4713.39990234375,4590.0498046875,4651.0,1208848
2024-10-07,4477.63330078125,4485.2001953125,4649.0,4455.39990234375,4605.0,1121745
2024-10-08,4595.1845703125,4602.9501953125,4627.39990234375,4430.2998046875,4492.0498046875,1298237
2024-10-09,4700.3564453125,4708.2998046875,4789.14990234375,4640.0,4658.25,1382163
2024-10-10,4657.27978515625,4665.14990234375,4754.25,4656.0498046875,4734.0,519523
2024-10-11,4685.5322265625,4693.4501953125,4703.0,4613.7998046875,4660.64990234375,418673
2024-10-14,4671.056640625,4678.9501953125,4705.0,4626.10009765625,4703.0,534572
2024-10-15,4748.42578125,4756.4501953125,4777.7001953125,4701.0,4764.9501953125,1774742
2024-10-16,4691.92138671875,4699.85009765625,4788.0,4683.39990234375,4745.14990234375,1788208
2024-10-17,4616.19921875,4624.0,4725.0,4613.4501953125,4707.2998046875,420382
2024-10-18,4655.18310546875,4663.0498046875,4697.0,4573.60009765625,4600.0,624908
2024-10-21,4583.2548828125,4591.0,4707.14990234375,4570.35009765625,4701.0,848568
2024-10-22,4516.76708984375,4524.39990234375,4619.9501953125,4495.0,4595.0,589153
2024-10-23,4512.37451171875,4520.0,4568.2998046875,4477.5498046875,4499.5,612802
2024-10-24,4512.22509765625,4519.85009765625,4579.60009765625,4494.10009765625,4551.60009765625,722355
2024-10-25,4358.734375,4366.10009765625,4558.4501953125,4315.0,4546.2001953125,1328953
2024-10-28,4008.67578125,4015.449951171875,4200.0,3780.0,4200.0,9138963
2024-10-29,4019.956787109375,4026.75,4060.050048828125,3975.35009765625,4027.699951171875,1406204
2024-10-30,4050.8544921875,4057.699951171875,4119.2998046875,3991.050048828125,4005.050048828125,1159067
2024-10-31,4045.663330078125,4052.5,4086.949951171875,4010.050048828125,4063.0,866950
2024-11-01,4062.6845703125,4069.550048828125,4099.7001953125,4050.0,4050.0,79727
2024-11-04,3956.4140625,3963.10009765625,4075.0,3874.0,4069.550048828125,1120004
2024-11-05,3934.20166015625,3940.85009765625,3975.0,3892.0,3970.89990234375,1050031
2024-11-06,4055.09716796875,4061.949951171875,4080.0,3920.10009765625,3945.0,1106076
2024-11-07,3989.009033203125,3995.75,4090.5,3980.0,4073.0,885454
2024-11-08,3996.19677734375,4002.949951171875,4068.14990234375,3960.75,3990.10009765625,411058
2024-11-11,4004.832275390625,4011.60009765625,4047.699951171875,3970.25,4003.0,231599
2024-11-12,3906.298583984375,3912.89990234375,4040.64990234375,3895.0,4020.0,822043
2024-11-13,3842.306884765625,3848.800048828125,3906.199951171875,3830.0,3894.0,692857
2024-11-14,3884.63525390625,3891.199951171875,3919.89990234375,3838.949951171875,3864.0,583377
2024-11-18,3969.591796875,3976.300048828125,4014.449951171875,3907.050048828125,3950.0,754253
2024-11-19,4039.07421875,4045.89990234375,4114.0,3982.050048828125,4002.0,940659
2024-11-21,4062.93408203125,4069.800048828125,4089.449951171875,4001.199951171875,4045.0,701807
2024-11-22,4135.6611328125,4142.64990234375,4153.85009765625,4052.25,4074.0,966107
2024-11-25,4237.33935546875,4244.5,4263.10009765625,4155.0,4204.0,1329034
2024-11-26,4222.46435546875,4229.60009765625,4292.0,4213.2001953125,4274.5,751363
2024-11-27,4260.69970703125,4267.89990234375,4290.0,4170.9501953125,4237.60009765625,403134
2024-11-28,4345.306640625,4352.64990234375,4386.39990234375,4289.85009765625,4312.0,1478829
2024-11-29,4371.5126953125,4378.89990234375,4400.0,4326.2998046875,4359.5498046875,873325
2024-12-02,4401.8115234375,4409.25,4433.2001953125,4352.75,4382.5,525558
2024-12-03,4398.06787109375,4405.5,4455.5498046875,4390.0,4450.0,659008
2024-12-04,4363.47607421875,4370.85009765625,4444.5,4357.25,4424.0,720797
2024-12-05,4361.1796875,4368.5498046875,4382.9501953125,4315.5,4369.0,732476
2024-12-06,4461.66064453125,4469.2001953125,4505.0,4376.14990234375,4388.0,546985
2024-12-09,4481.87646484375,4489.4501953125,4509.0,4470.5,4470.5,537952
2024-12-10,4469.447265625,4477.0,4501.0,4454.89990234375,4475.0,651287
2024-12-11,4458.01611328125,4465.5498046875,4489.64990234375,4452.5498046875,4453.0498046875,261785
2024-12-12,4456.818359375,4464.35009765625,4483.14990234375,4405.60009765625,4423.2001953125,930994
2024-12-13,4425.42138671875,4432.89990234375,4459.89990234375,4380.0,4459.89990234375,401395
2024-12-16,4399.3154296875,4406.75,4458.39990234375,4380.0,4434.10009765625,391652
2024-12-17,4379.39892578125,4386.7998046875,4444.14990234375,4370.0,4410.4501953125,616363
2024-12-18,4382.943359375,4390.35009765625,4414.7998046875,4354.0498046875,4386.7998046875,543593
2024-12-19,4426.5693359375,4434.0498046875,4444.0,4255.25,4255.25,486361
2024-12-20,4388.1845703125,4395.60009765625,4488.0,4193.35009765625,4467.0,876328
2024-12-23,4432.4599609375,4439.9501953125,4494.9501953125,4425.14990234375,4468.9501953125,552061
2024-12-24,4604.46875,4612.25,4667.89990234375,4435.0,4480.0,1570584
2024-12-26,4717.02880859375,4725.0,4736.39990234375,4572.10009765625,4652.9501953125,1316409
2024-12-27,4674.05126953125,4681.9501953125,4740.0,4665.39990234375,4725.0,701112
2024-12-30,4589.79345703125,4597.5498046875,4678.85009765625,4578.75,4678.85009765625,1105001
2024-12-31,4546.56689453125,4554.25,4629.7001953125,4545.0498046875,4594.0,685310
2025-01-01,4587.94677734375,4595.7001953125,4635.0,4552.0,4581.60009765625,425992
2025-01-02,4530.0947265625,4537.75,4630.0,4529.14990234375,4605.0,892469
2025-01-03,4458.66552734375,4466.2001953125,4563.9501953125,4440.0,4563.9501953125,702022
2025-01-06,4259.75146484375,4266.9501953125,4483.89990234375,4233.0,4466.0,828533
2025-01-07,4321.29736328125,4328.60009765625,4356.0,4285.10009765625,4300.0,584163
2025-01-08,4254.95947265625,4262.14990234375,4352.2998046875,4226.9501953125,4352.2998046875,727751
2025-01-09,4253.36181640625,4260.5498046875,4307.4501953125,4234.89990234375,4278.0,516365
2025-01-10,4221.66552734375,4228.7998046875,4299.0,4195.25,4259.0,772259
2025-01-13,3994.6494140625,4001.39990234375,4129.9501953125,3952.0,4100.0,2144483
2025-01-14,3988.26025390625,3995.0,4025.550048828125,3950.0,3961.050048828125,1163662
2025-01-15,4059.140380859375,4066.0,4153.7001953125,3995.10009765625,4053.60009765625,784809
2025-01-16,4104.8134765625,4111.75,4143.60009765625,4075.25,4090.0,569356
2025-01-17,4083.299560546875,4090.199951171875,4136.0,4068.14990234375,4100.0,302579
2025-01-20,4107.35888671875,4114.2998046875,4166.25,4090.199951171875,4117.0,532179
2025-01-21,4003.035400390625,4009.800048828125,4139.9501953125,3985.050048828125,4130.0,1419661
2025-01-22,4004.732421875,4011.5,4094.64990234375,3945.0,4030.0,1055656
2025-01-23,4127.82421875,4134.7998046875,4193.0498046875,3988.949951171875,3989.050048828125,1213108
2025-01-24,4154.77880859375,4161.7998046875,4269.7998046875,4126.0498046875,4162.10009765625,1481820
2025-01-27,4168.705078125,4175.75,4238.10009765625,4056.39990234375,4135.5498046875,1360996
2025-01-28,4275.275390625,4282.5,4301.0,4182.7998046875,4207.7001953125,691200
2025-01-29,4286.65576171875,4293.89990234375,4309.0,4230.0,4287.4501953125,344762
2025-01-30,4220.61767578125,4227.75,4353.89990234375,4183.4501953125,4293.10009765625,571581
2025-01-31,4317.0546875,4324.35009765625,4344.85009765625,4218.0498046875,4227.75,519645
2025-02-01,4484.82080078125,4492.39990234375,4516.9501953125,4285.7001953125,4340.0,642870
2025-02-03,4386.28759765625,4393.7001953125,4498.9501953125,4337.5,4482.9501953125,787814
2025-02-04,4337.86962890625,4345.2001953125,4420.0,4292.89990234375,4403.5498046875,727129
2025-02-05,4407.95068359375,4415.39990234375,4429.9501953125,4361.4501953125,4369.9501953125,670519
2025-02-06,4387.435546875,4394.85009765625,4505.0,4364.7998046875,4505.0,587111
2025-02-07,4357.1865234375,4364.5498046875,4455.0,4336.0,4425.0,1091319
2025-02-10,4317.85302734375,4325.14990234375,4380.0,4290.0,4364.60009765625,1026383
2025-02-11,4309.5673828125,4316.85009765625,4390.0,4275.0,4325.14990234375,997718
2025-02-12,4330.1826171875,4337.5,4359.0,4200.0,4316.85009765625,685035
2025-02-13,4357.486328125,4364.85009765625,4400.0,4327.5,4341.35009765625,839061
2025-02-14,4216.1748046875,4223.2998046875,4383.0,4206.7001953125,4367.0,821919
2025-02-17,4295.74072265625,4303.0,4315.0,4157.85009765625,4176.0,435501
2025-02-18,4338.21875,4345.5498046875,4355.0,4255.0,4300.0,415081
2025-02-19,4392.47705078125,4399.89990234375,4410.0,4325.25,4336.0,596622
2025-02-20,4493.85595703125,4501.4501953125,4525.39990234375,4366.89990234375,4396.39990234375,940390
2025-02-21,4503.14013671875,4510.75,4545.0,4480.0,4500.0,505647
2025-02-24,4528.34765625,4536.0,4574.0,4495.64990234375,4502.0,739113
2025-02-25,4419.98095703125,4427.4501953125,4558.89990234375,4415.0,4540.0,547833
2025-02-27,4435.90380859375,4443.39990234375,4499.0,4418.0,4443.5,591554
2025-02-28,4469.74658203125,4477.2998046875,4525.0,4403.2998046875,4469.89990234375,2126278
2025-03-03,4457.16796875,4464.7001953125,4492.5498046875,4267.5498046875,4478.9501953125,802730
2025-03-04,4590.94189453125,4598.7001953125,4611.0,4417.64990234375,4434.64990234375,825683
2025-03-05,4690.17431640625,4698.10009765625,4722.10009765625,4608.10009765625,4620.0,1344602
2025-03-06,4754.36572265625,4762.39990234375,4782.4501953125,4659.0498046875,4750.64990234375,1390376
2025-03-07,4649.6923828125,4657.5498046875,4815.64990234375,4645.9501953125,4796.0,843155
2025-03-10,4619.74267578125,4627.5498046875,4706.7001953125,4605.0,4666.0,534997
2025-03-11,4643.60302734375,4651.4501953125,4675.0,4567.7998046875,4602.2998046875,812720
2025-03-12,4721.2216796875,4729.2001953125,4743.14990234375,4639.7001953125,4669.9501953125,1122703
2025-03-13,4692.91943359375,4700.85009765625,4744.5498046875,4670.85009765625,4740.0,553796
2025-03-17,4772.38525390625,4780.4501953125,4794.9501953125,4710.0,4710.0,1030205
2025-03-18,4772.38525390625,4780.4501953125,4780.4501953125,4780.4501953125,4780.4501953125,0
2025-03-19,4972.1474609375,4980.5498046875,5052.75,4790.0,4811.0,2103310
2025-03-20,5078.16845703125,5086.75,5190.35009765625,5005.4501953125,5040.0,1825431
2025-03-21,5035.5400390625,5044.0498046875,5114.7998046875,5018.5498046875,5072.0,897795
2025-03-24,4961.96484375,4970.35009765625,5077.4501953125,4956.2998046875,5055.2998046875,766222
2025-03-25,4998.25341796875,5006.7001953125,5032.14990234375,4958.0498046875,5011.0,818364
2025-03-26,5016.67236328125,5025.14990234375,5075.0,4975.0,5020.0,736014
2025-03-27,5119.14892578125,5127.7998046875,5149.0,4975.0,4975.0,940051
2025-03-28,5106.72021484375,5115.35009765625,5176.7998046875,5051.7998046875,5149.89990234375,951945
2025-04-01,5019.517578125,5028.0,5132.9501953125,4991.64990234375,5100.0,793792
2025-04-02,5059.69970703125,5068.25,5082.75,5000.0,5028.0,418272
2025-04-03,4995.15869140625,5003.60009765625,5085.0,4966.89990234375,4999.5,950156
2025-04-04,5090.2978515625,5098.89990234375,5150.0,5045.0,5055.9501953125,1413600
2025-04-07,4980.2841796875,4988.7001953125,5016.14990234375,4634.60009765625,4750.0,1786910
2025-04-08,5148.349609375,5157.0498046875,5201.0,5026.2998046875,5108.0,1232399
2025-04-09,5184.98779296875,5193.75,5265.0,5145.5,5145.5,1128920
2025-04-11,5142.41015625,5151.10009765625,5234.35009765625,5115.0,5214.89990234375,1131912
2025-04-15,5247.1328125,5256.0,5347.0,5201.0,5320.0,1567359
2025-04-16,5235.65234375,5244.5,5285.0,5200.5,5260.0,1012248
2025-04-17,5356.947265625,5366.0,5400.0,5178.5,5244.0,1172355
