date_,adj close_bhel.ns,close_bhel.ns,high_bhel.ns,low_bhel.ns,open_bhel.ns,volume_bhel.ns
2024-03-07,256.744384765625,257.5,261.04998779296875,254.8000030517578,256.75,26124937
2024-03-11,253.80303955078125,254.5500030517578,259.54998779296875,253.64999389648438,259.1000061035156,20685651
2024-03-12,243.38369750976562,244.10000610351562,255.85000610351562,243.14999389648438,255.0,27919780
2024-03-13,224.6388702392578,225.3000030517578,246.25,222.0500030517578,245.0,42267395
2024-03-14,225.7854766845703,226.4499969482422,232.3000030517578,221.9499969482422,224.8000030517578,38281171
2024-03-15,216.11395263671875,216.75,227.6999969482422,207.10000610351562,225.5,52563647
2024-03-18,223.6417999267578,224.3000030517578,226.89999389648438,213.39999389648438,216.75,30924687
2024-03-19,218.15792846679688,218.8000030517578,226.4499969482422,217.25,224.25,21463953
2024-03-20,224.09046936035156,224.75,225.9499969482422,215.8000030517578,220.0,21903121
2024-03-21,236.50393676757812,237.1999969482422,237.9499969482422,228.0,229.89999389648438,36784553
2024-03-22,238.39837646484375,239.10000610351562,240.35000610351562,234.5500030517578,235.0,18998595
2024-03-26,239.0963134765625,239.8000030517578,240.4499969482422,236.1999969482422,238.5,12328059
2024-03-27,242.3866424560547,243.10000610351562,249.5,240.5,241.35000610351562,22974438
2024-03-28,246.57431030273438,247.3000030517578,253.6999969482422,245.60000610351562,253.0500030517578,28014588
2024-04-01,253.00537109375,253.75,254.85000610351562,248.5,249.0,16746624
2024-04-02,251.4599151611328,252.1999969482422,254.89999389648438,249.8000030517578,253.75,18413211
2024-04-03,251.06109619140625,251.8000030517578,254.64999389648438,248.64999389648438,250.5500030517578,19412822
2024-04-04,250.76197814941406,251.5,256.8999938964844,247.4499969482422,253.0,15849252
2024-04-05,254.2018585205078,254.9499969482422,255.89999389648438,247.75,251.5,14549888
2024-04-08,255.69747924804688,256.45001220703125,258.29998779296875,254.14999389648438,255.75,12516140
2024-04-09,254.99951171875,255.75,259.8999938964844,253.35000610351562,257.20001220703125,13774213
2024-04-10,261.7297058105469,262.5,265.29998779296875,255.9499969482422,256.79998779296875,35119907
2024-04-12,261.7297058105469,262.5,269.20001220703125,258.0,258.6000061035156,22621987
2024-04-15,255.74729919433594,256.5,261.95001220703125,252.5500030517578,254.1999969482422,21131641
2024-04-16,256.99365234375,257.75,260.45001220703125,251.5500030517578,255.0,14383707
2024-04-18,252.4569854736328,253.1999969482422,263.0,251.6999969482422,259.6000061035156,17532083
2024-04-19,253.80303955078125,254.5500030517578,256.3500061035156,246.25,250.75,16875480
2024-04-22,258.5889587402344,259.3500061035156,261.0,254.5,257.45001220703125,12338668
2024-04-23,259.3865966796875,260.1499938964844,264.0,259.6000061035156,260.0,12491248
2024-04-24,263.275146484375,264.04998779296875,265.3999938964844,258.1499938964844,261.45001220703125,14961057
2024-04-25,270.8030090332031,271.6000061035156,273.8999938964844,264.1000061035156,265.0,29632042
2024-04-26,278.03173828125,278.8500061035156,281.45001220703125,274.25,274.45001220703125,33600079
2024-04-29,276.0874328613281,276.8999938964844,281.8999938964844,274.79998779296875,281.8999938964844,16489028
2024-04-30,280.87335205078125,281.70001220703125,284.79998779296875,277.3999938964844,278.70001220703125,25044316
2024-05-02,291.8410949707031,292.70001220703125,300.25,282.1499938964844,283.1000061035156,52394156
2024-05-03,304.10498046875,305.0,318.29998779296875,294.1000061035156,296.0,130758171
2024-05-06,288.10211181640625,288.95001220703125,308.6000061035156,281.04998779296875,308.1499938964844,67553636
2024-05-07,279.4276123046875,280.25,290.0,276.70001220703125,290.0,34027122
2024-05-08,285.4598693847656,286.29998779296875,290.6499938964844,278.6499938964844,280.0,30462793
2024-05-09,272.3484191894531,273.1499938964844,286.6499938964844,270.95001220703125,286.6499938964844,26191548
2024-05-10,273.49505615234375,274.29998779296875,276.79998779296875,267.04998779296875,274.95001220703125,26800050
2024-05-13,282.4686584472656,283.29998779296875,286.29998779296875,267.29998779296875,274.3999938964844,31570308
2024-05-14,287.4041442871094,288.25,289.3999938964844,282.0,284.0,18050458
2024-05-15,290.49505615234375,291.3500061035156,293.20001220703125,288.1000061035156,289.3999938964844,15400221
2024-05-16,293.9349060058594,294.79998779296875,297.0,287.5,293.6000061035156,16245511
2024-05-17,299.01995849609375,299.8999938964844,301.79998779296875,293.79998779296875,295.3999938964844,20721512
2024-05-21,318.2633361816406,319.20001220703125,322.5,308.3999938964844,311.8999938964844,42280416
2024-05-22,301.0639343261719,301.95001220703125,309.6499938964844,295.0,302.0,74932755
2024-05-23,303.9055480957031,304.79998779296875,308.70001220703125,300.5,303.8500061035156,26563225
2024-05-24,304.7530517578125,305.6499938964844,310.20001220703125,302.3999938964844,304.79998779296875,22736707
2024-05-27,297.6739196777344,298.54998779296875,307.45001220703125,296.79998779296875,307.25,26504237
2024-05-28,290.6446228027344,291.5,300.8999938964844,290.5,299.8999938964844,22303081
2024-05-29,293.2369689941406,294.1000061035156,296.95001220703125,288.6499938964844,291.0,15049196
2024-05-30,289.89678955078125,290.75,295.29998779296875,289.29998779296875,293.70001220703125,13070194
2024-05-31,298.02288818359375,298.8999938964844,300.6000061035156,288.54998779296875,292.3999938964844,27964255
2024-06-03,310.53607177734375,311.45001220703125,321.0,308.1499938964844,320.0,33744563
2024-06-04,245.82650756835938,246.5500030517578,311.04998779296875,224.0500030517578,311.04998779296875,122751545
2024-06-05,254.60069274902344,255.35000610351562,258.20001220703125,225.0,255.0,59449633
2024-06-06,277.1343688964844,277.95001220703125,292.3500061035156,267.0,269.8999938964844,111330080
2024-06-07,284.6622009277344,285.5,286.0,275.3500061035156,279.0,32634629
2024-06-10,283.6153259277344,284.45001220703125,290.54998779296875,282.75,288.3999938964844,17918606
2024-06-11,294.3337707519531,295.20001220703125,296.3500061035156,285.29998779296875,286.0,29060221
2024-06-12,294.28387451171875,295.1499938964844,298.70001220703125,291.1000061035156,295.5,18978949
2024-06-13,303.0580749511719,303.95001220703125,305.54998779296875,292.3999938964844,297.20001220703125,26007861
2024-06-14,304.8029479980469,305.70001220703125,309.45001220703125,299.79998779296875,305.1499938964844,24901598
2024-06-18,304.7032470703125,305.6000061035156,310.6000061035156,303.3500061035156,308.5,20245612
2024-06-19,296.1783142089844,297.04998779296875,306.95001220703125,296.04998779296875,306.95001220703125,22855416
2024-06-20,292.53900146484375,293.3999938964844,298.3999938964844,291.5,298.3999938964844,26187852
2024-06-21,294.1841735839844,295.04998779296875,299.75,291.5,294.0,22108141
2024-06-24,293.8352355957031,294.70001220703125,297.8500061035156,288.5,294.0,15182677
2024-06-25,293.0375671386719,293.8999938964844,299.8500061035156,292.6499938964844,295.70001220703125,15320510
2024-06-26,294.88214111328125,295.75,297.54998779296875,293.0,294.20001220703125,12663797
2024-06-27,296.07861328125,296.95001220703125,300.6499938964844,291.79998779296875,295.8500061035156,25624094
2024-06-28,299.9671630859375,300.8500061035156,307.8999938964844,300.0,306.0,32298955
2024-07-01,301.5126037597656,302.3999938964844,304.25,297.20001220703125,301.95001220703125,12526215
2024-07-02,296.27801513671875,297.1499938964844,303.79998779296875,293.75,303.70001220703125,12935465
2024-07-03,310.386474609375,311.29998779296875,313.5,297.6000061035156,298.29998779296875,37577666
2024-07-04,310.13720703125,311.04998779296875,317.29998779296875,309.5,313.79998779296875,31457159
2024-07-05,315.4715270996094,316.3999938964844,322.0,308.29998779296875,310.70001220703125,37284773
2024-07-08,327.386474609375,328.3500061035156,329.95001220703125,315.54998779296875,317.29998779296875,45685018
2024-07-09,328.5330810546875,329.5,335.3500061035156,323.20001220703125,331.0,39457293
2024-07-10,326.9876403808594,327.95001220703125,331.20001220703125,314.6000061035156,330.8999938964844,25392018
2024-07-11,331.72369384765625,332.70001220703125,334.79998779296875,328.3999938964844,329.5,23370124
2024-07-12,324.9436340332031,325.8999938964844,333.6499938964844,321.29998779296875,332.0,19411215
2024-07-15,324.4450988769531,325.3999938964844,328.3999938964844,322.1000061035156,327.45001220703125,10789487
2024-07-16,319.06097412109375,320.0,327.45001220703125,319.1499938964844,325.3999938964844,9882249
2024-07-18,307.6944274902344,308.6000061035156,319.75,306.20001220703125,319.75,21439407
2024-07-19,293.2369689941406,294.1000061035156,307.70001220703125,292.75,305.95001220703125,26877331
2024-07-22,304.0052795410156,304.8999938964844,306.3500061035156,289.1000061035156,294.1000061035156,19646190
2024-07-23,306.4480895996094,307.3500061035156,315.54998779296875,283.0,306.6000061035156,65820195
2024-07-24,308.2427978515625,309.1499938964844,313.25,306.8500061035156,308.0,15750887
2024-07-25,310.6357421875,311.54998779296875,312.5,301.0,305.0,13306048
2024-07-26,316.3688659667969,317.29998779296875,318.25,310.75,313.5,16011265
2024-07-29,322.1020202636719,323.04998779296875,327.0,319.1000061035156,327.0,25820136
2024-07-30,316.46856689453125,317.3999938964844,327.0,316.6000061035156,323.0,16317537
2024-07-31,314.32489013671875,315.25,319.45001220703125,311.8500061035156,316.3999938964844,26845162
2024-08-01,307.5946960449219,308.5,319.95001220703125,305.8500061035156,314.70001220703125,23814781
2024-08-02,300.7648010253906,301.6499938964844,309.6000061035156,300.6000061035156,303.3999938964844,16899884
2024-08-05,290.79412841796875,291.6499938964844,295.8999938964844,285.0,292.0,25762827
2024-08-06,286.7061767578125,287.54998779296875,301.8999938964844,285.70001220703125,292.0,17719054
2024-08-07,303.7061462402344,304.6000061035156,305.6000061035156,292.29998779296875,293.3999938964844,18911910
2024-08-08,296.9759826660156,297.8500061035156,304.8999938964844,297.1000061035156,304.8999938964844,11640751
2024-08-09,301.56634521484375,302.20001220703125,305.79998779296875,299.1499938964844,302.0,12805164
2024-08-12,298.07366943359375,298.70001220703125,302.6499938964844,296.54998779296875,300.04998779296875,11827604
2024-08-13,289.3420104980469,289.95001220703125,301.3500061035156,289.0,300.54998779296875,11461814
2024-08-14,289.39190673828125,290.0,293.3999938964844,286.29998779296875,291.8500061035156,10643943
2024-08-16,295.92816162109375,296.54998779296875,297.6499938964844,289.29998779296875,293.0,10118811
2024-08-19,293.134033203125,293.75,299.5,293.3500061035156,297.8999938964844,9809448
2024-08-20,295.7784729003906,296.3999938964844,296.8999938964844,291.6499938964844,294.3500061035156,7415963
2024-08-21,296.0279541015625,296.6499938964844,297.70001220703125,294.8500061035156,296.29998779296875,4898623
2024-08-22,299.02166748046875,299.6499938964844,302.5,296.8500061035156,298.0,12084994
2024-08-23,295.57891845703125,296.20001220703125,301.3500061035156,295.25,299.95001220703125,7528035
2024-08-26,296.67657470703125,297.29998779296875,304.0,294.6000061035156,297.75,15560440
2024-08-27,297.175537109375,297.79998779296875,299.79998779296875,296.6000061035156,298.8999938964844,6802421
2024-08-28,293.9822692871094,294.6000061035156,298.75,293.95001220703125,298.0,6579323
2024-08-29,290.3898010253906,291.0,294.95001220703125,287.1000061035156,294.95001220703125,11000139
2024-08-30,289.94073486328125,290.54998779296875,293.45001220703125,289.75,291.70001220703125,9721851
2024-09-02,286.1986083984375,286.79998779296875,292.0,285.04998779296875,291.0,6500598
2024-09-03,285.74957275390625,286.3500061035156,290.20001220703125,285.8500061035156,287.20001220703125,5677328
2024-09-04,278.1156005859375,278.70001220703125,284.79998779296875,276.79998779296875,283.5,14798436
2024-09-05,272.97637939453125,273.54998779296875,280.45001220703125,270.25,279.0,18037015
2024-09-06,263.246826171875,263.79998779296875,273.20001220703125,263.1499938964844,272.04998779296875,20003822
2024-09-09,261.50048828125,262.04998779296875,265.79998779296875,258.20001220703125,263.70001220703125,17426762
2024-09-10,263.94537353515625,264.5,267.70001220703125,261.8500061035156,263.1499938964844,11350960
2024-09-11,258.2074279785156,258.75,267.20001220703125,257.3500061035156,265.04998779296875,10164459
2024-09-12,265.4422302246094,266.0,266.5,259.6499938964844,260.1499938964844,12118164
2024-09-13,263.74578857421875,264.29998779296875,267.45001220703125,263.25,267.0,7917998
2024-09-16,268.93487548828125,269.5,270.70001220703125,263.75,264.29998779296875,10495634
2024-09-17,264.2946472167969,264.8500061035156,269.8500061035156,264.25,269.75,7503456
2024-09-18,264.7436828613281,265.29998779296875,268.0,262.75,264.95001220703125,8732556
2024-09-19,256.61077880859375,257.1499938964844,267.75,249.4499969482422,266.6000061035156,17353175
2024-09-20,265.5919189453125,266.1499938964844,266.79998779296875,257.8500061035156,258.45001220703125,13916388
2024-09-23,273.6250305175781,274.20001220703125,275.6000061035156,269.20001220703125,274.0,21859230
2024-09-24,281.65814208984375,282.25,283.45001220703125,272.29998779296875,275.0,21252167
2024-09-25,281.558349609375,282.1499938964844,284.70001220703125,278.79998779296875,282.79998779296875,12868230
2024-09-26,280.0614929199219,280.6499938964844,283.29998779296875,277.8999938964844,282.1499938964844,8488686
2024-09-27,286.947021484375,287.54998779296875,291.1000061035156,283.20001220703125,285.04998779296875,45809973
2024-09-30,279.113525390625,279.70001220703125,284.8999938964844,274.6499938964844,284.79998779296875,22843205
2024-10-01,279.8619384765625,280.45001220703125,285.5,279.0,280.3999938964844,13449947
2024-10-03,268.38604736328125,268.95001220703125,277.8500061035156,266.3500061035156,274.20001220703125,15222490
2024-10-04,267.03887939453125,267.6000061035156,272.75,262.25,268.95001220703125,11763747
2024-10-07,256.11181640625,256.6499938964844,269.95001220703125,254.14999389648438,269.5,11421742
2024-10-08,264.9432678222656,265.5,267.5,254.89999389648438,256.0,16215450
2024-10-09,263.74578857421875,264.29998779296875,269.29998779296875,262.5,265.3500061035156,8894689
2024-10-10,270.781005859375,271.3500061035156,273.1499938964844,265.1499938964844,265.29998779296875,12825979
2024-10-11,269.433837890625,270.0,273.8999938964844,268.5,271.25,6125003
2024-10-14,268.18646240234375,268.75,273.25,267.29998779296875,270.6499938964844,5634973
2024-10-15,271.0304870605469,271.6000061035156,272.6000061035156,267.75,270.0,5601497
2024-10-16,269.0346984863281,269.6000061035156,275.54998779296875,268.8500061035156,271.6499938964844,5147947
2024-10-17,253.66696166992188,254.1999969482422,270.5,252.9499969482422,269.79998779296875,20613475
2024-10-18,253.3177032470703,253.85000610351562,255.8000030517578,246.5,253.8000030517578,18204264
2024-10-21,247.1306915283203,247.64999389648438,257.95001220703125,245.0,255.5,12966258
2024-10-22,232.3118438720703,232.8000030517578,248.0,231.64999389648438,247.64999389648438,22786450
2024-10-23,223.23092651367188,223.6999969482422,235.39999389648438,222.5500030517578,233.0,55940287
2024-10-24,226.82337951660156,227.3000030517578,229.8000030517578,222.0500030517578,224.10000610351562,26378660
2024-10-25,216.39529418945312,216.85000610351562,228.1999969482422,210.6999969482422,228.0,38742027
2024-10-28,229.2682342529297,229.75,238.5,213.25,218.35000610351562,57158451
2024-10-29,234.50723266601562,235.0,236.0,227.5,232.8000030517578,29437193
2024-10-30,236.1038818359375,236.60000610351562,243.10000610351562,230.75,234.9499969482422,21343526
2024-10-31,238.49884033203125,239.0,240.8000030517578,232.85000610351562,236.5,14333246
2024-11-01,241.46261596679688,241.97000122070312,243.0,240.5,240.89999389648438,3323181
2024-11-04,232.90060424804688,233.38999938964844,242.9499969482422,230.8000030517578,242.9499969482422,17322490
2024-11-05,234.7567138671875,235.25,236.39999389648438,229.5,234.0,11731176
2024-11-06,247.4600067138672,247.97999572753906,249.1999969482422,236.1300048828125,237.5,23232573
2024-11-07,243.77774047851562,244.2899932861328,249.39999389648438,243.89999389648438,248.38999938964844,8342302
2024-11-08,238.53875732421875,239.0399932861328,245.5,237.39999389648438,245.0,9480514
2024-11-11,238.7183837890625,239.22000122070312,242.4499969482422,234.80999755859375,237.39999389648438,7671938
2024-11-12,229.7372589111328,230.22000122070312,239.83999633789062,229.0,239.39999389648438,10589650
2024-11-13,222.0933074951172,222.55999755859375,229.7100067138672,221.5,229.7100067138672,11397140
2024-11-14,223.24090576171875,223.7100067138672,227.8000030517578,220.7100067138672,222.36000061035156,10187321
2024-11-18,222.2030792236328,222.6699981689453,226.35000610351562,219.66000366210938,225.11000061035156,11297324
2024-11-19,225.40635681152344,225.8800048828125,233.1999969482422,223.60000610351562,224.0,12068006
2024-11-21,227.4620361328125,227.94000244140625,229.24000549316406,218.1199951171875,225.4499969482422,14856780
2024-11-22,233.8985137939453,234.38999938964844,236.14999389648438,226.8000030517578,228.10000610351562,15168514
2024-11-25,240.7141876220703,241.22000122070312,245.74000549316406,240.39999389648438,241.89999389648438,16392929
2024-11-26,243.4584197998047,243.97000122070312,247.60000610351562,243.10000610351562,243.5,12353100
2024-11-27,247.14068603515625,247.66000366210938,248.38999938964844,241.5,243.08999633789062,9980383
2024-11-28,251.96055603027344,252.49000549316406,253.8000030517578,247.66000366210938,249.36000061035156,17770794
2024-11-29,250.56349182128906,251.08999633789062,253.7899932861328,247.41000366210938,253.0,8530849
2024-12-02,249.1265106201172,249.64999389648438,251.25,248.10000610351562,249.75,5206287
2024-12-03,251.82086181640625,252.35000610351562,253.8000030517578,250.10000610351562,250.4499969482422,5163693
2024-12-04,250.8229522705078,251.35000610351562,256.54998779296875,250.3000030517578,252.85000610351562,8341454
2024-12-05,251.27200317382812,251.8000030517578,252.89999389648438,247.75,252.0,6737876
2024-12-06,248.52777099609375,249.0500030517578,252.85000610351562,248.25,251.89999389648438,7762375
2024-12-09,249.02671813964844,249.5500030517578,254.39999389648438,247.3000030517578,248.39999389648438,9382718
2024-12-10,248.07872009277344,248.60000610351562,255.64999389648438,247.60000610351562,250.14999389648438,13142458
2024-12-11,253.1680145263672,253.6999969482422,254.39999389648438,248.60000610351562,251.0,10687907
2024-12-12,243.9873046875,244.5,254.4499969482422,244.0,253.8000030517578,13847859
2024-12-13,242.24098205566406,242.75,244.14999389648438,237.35000610351562,244.0,9230527
2024-12-16,247.080810546875,247.60000610351562,248.1999969482422,242.35000610351562,242.75,8698753
2024-12-17,241.84182739257812,242.35000610351562,250.5,241.1999969482422,246.8000030517578,7406625
2024-12-18,239.34706115722656,239.85000610351562,243.39999389648438,237.5,243.0,9599459
2024-12-19,241.74203491210938,242.25,243.0500030517578,232.0,232.4499969482422,10935031
2024-12-20,234.80661010742188,235.3000030517578,244.9499969482422,234.5,242.25,12507201
2024-12-23,240.4447479248047,240.9499969482422,243.85000610351562,235.10000610351562,238.35000610351562,14608700
2024-12-24,238.84811401367188,239.35000610351562,243.8000030517578,238.64999389648438,242.0,6497376
2024-12-26,241.24307250976562,241.75,242.5500030517578,238.10000610351562,240.3000030517578,7197644
2024-12-27,234.90638732910156,235.39999389648438,242.6999969482422,234.8000030517578,242.0,6572582
2024-12-30,225.126953125,225.60000610351562,235.89999389648438,223.60000610351562,235.64999389648438,34741159
2024-12-31,228.91896057128906,229.39999389648438,231.5500030517578,225.25,225.60000610351562,8401290
2025-01-01,232.74093627929688,233.22999572753906,234.10000610351562,227.3300018310547,230.00999450683594,7758093
2025-01-02,232.25196838378906,232.74000549316406,233.6999969482422,227.5,233.0,13936789
2025-01-03,229.5775909423828,230.05999755859375,236.77000427246094,229.66000366210938,233.0,10901266
2025-01-06,219.35906982421875,219.82000732421875,231.5,219.19000244140625,231.5,15604026
2025-01-07,224.3485870361328,224.82000732421875,226.27999877929688,218.64999389648438,221.0,12709847
2025-01-08,220.9058074951172,221.3699951171875,225.6699981689453,217.77999877929688,224.82000732421875,9124370
2025-01-09,215.92628479003906,216.3800048828125,223.85000610351562,215.8000030517578,223.85000610351562,9403979
2025-01-10,204.06121826171875,204.49000549316406,216.64999389648438,203.11000061035156,216.3800048828125,20791872
2025-01-13,192.17617797851562,192.5800018310547,201.0,191.66000366210938,200.0,23244835
2025-01-14,196.68670654296875,197.10000610351562,199.39999389648438,191.77000427246094,193.6999969482422,16773870
2025-01-15,201.73609924316406,202.16000366210938,205.39999389648438,198.0500030517578,199.0,13345400
2025-01-16,210.14840698242188,210.58999633789062,211.72000122070312,204.35000610351562,205.0,12785825
2025-01-17,213.631103515625,214.0800018310547,214.88999938964844,208.0,210.2899932861328,11603310
2025-01-20,216.4651336669922,216.9199981689453,218.5,213.25,215.14999389648438,7252346
2025-01-21,209.110595703125,209.5500030517578,218.24000549316406,208.8000030517578,217.19000244140625,8267629
2025-01-22,205.0291748046875,205.4600067138672,210.19000244140625,199.3699951171875,210.0,11550327
2025-01-23,206.05702209472656,206.49000549316406,208.10000610351562,203.1999969482422,204.3000030517578,11501338
2025-01-24,199.77023315429688,200.19000244140625,208.66000366210938,199.5,207.0,9344993
2025-01-27,194.13206481933594,194.5399932861328,199.0,193.10000610351562,199.0,8410047
2025-01-28,187.22657775878906,187.6199951171875,197.4499969482422,186.0,196.25,17826505
2025-01-29,199.44091796875,199.86000061035156,200.52000427246094,184.13999938964844,184.13999938964844,38044200
2025-01-30,195.95822143554688,196.3699951171875,201.6999969482422,194.02999877929688,201.0,12911947
2025-01-31,207.65365600585938,208.08999633789062,208.67999267578125,195.7899932861328,198.5,21137642
2025-02-01,199.6005859375,200.02000427246094,214.39999389648438,196.60000610351562,209.55999755859375,24872103
2025-02-03,195.82850646972656,196.24000549316406,197.89999389648438,189.6300048828125,197.82000732421875,23794278
2025-02-04,206.28652954101562,206.72000122070312,207.8000030517578,197.55999755859375,198.0,22318249
2025-02-05,208.57171630859375,209.00999450683594,212.57000732421875,206.47999572753906,207.05999755859375,13834798
2025-02-06,204.4104766845703,204.83999633789062,211.10000610351562,204.08999633789062,211.10000610351562,6329168
2025-02-07,202.41465759277344,202.83999633789062,206.39999389648438,201.3000030517578,205.0,7630722
2025-02-10,202.5543670654297,202.97999572753906,209.8000030517578,201.72999572753906,209.0,19309166
2025-02-11,199.29122924804688,199.7100067138672,203.89999389648438,193.5,203.58999633789062,18788514
2025-02-12,198.41307067871094,198.8300018310547,200.8300018310547,190.10000610351562,200.6999969482422,18458569
2025-02-13,201.39682006835938,201.82000732421875,205.39999389648438,199.0,199.0,10675334
2025-02-14,192.90464782714844,193.30999755859375,203.63999938964844,191.11000061035156,202.5,12360217
2025-02-17,193.06431579589844,193.47000122070312,195.80999755859375,188.5,193.30999755859375,14215439
2025-02-18,186.1787872314453,186.57000732421875,194.5,183.57000732421875,193.5500030517578,19765470
2025-02-19,194.680908203125,195.08999633789062,195.49000549316406,183.19000244140625,184.42999267578125,16602294
2025-02-20,199.75025939941406,200.1699981689453,201.64999389648438,192.8000030517578,192.8699951171875,14019550
2025-02-21,195.99815368652344,196.41000366210938,202.14999389648438,195.5,199.83999633789062,12105028
2025-02-24,191.02857971191406,191.42999267578125,194.97999572753906,190.50999450683594,192.25,10830137
2025-02-25,194.20191955566406,194.61000061035156,196.41000366210938,187.64999389648438,191.6999969482422,18316744
2025-02-27,187.04696655273438,187.44000244140625,195.49000549316406,186.3000030517578,195.0399932861328,11545214
2025-02-28,178.79429626464844,179.1699981689453,186.52000427246094,177.60000610351562,183.0,17163841
2025-03-03,185.08108520507812,185.47000122070312,186.6300048828125,176.0,180.10000610351562,15248881
2025-03-04,192.3458251953125,192.75,193.2899932861328,180.8000030517578,182.60000610351562,16755486
2025-03-05,195.6488800048828,196.05999755859375,198.10000610351562,191.9199981689453,191.99000549316406,11759241
2025-03-06,197.98397827148438,198.39999389648438,201.5,197.0,198.0,12704429
2025-03-07,196.53701782226562,196.9499969482422,201.1999969482422,196.1999969482422,198.39999389648438,8240367
2025-03-10,191.70716857910156,192.11000061035156,200.3800048828125,191.36000061035156,197.25,7893304
2025-03-11,193.71295166015625,194.1199951171875,195.1999969482422,188.0,190.0,9057560
2025-03-12,193.22398376464844,193.6300048828125,196.47000122070312,188.75,195.39999389648438,7855326
2025-03-13,192.9246063232422,193.3300018310547,197.3699951171875,192.89999389648438,195.0,6439500
2025-03-17,195.02020263671875,195.42999267578125,197.1999969482422,192.97999572753906,195.0,6627117
2025-03-18,195.02020263671875,195.42999267578125,195.42999267578125,195.42999267578125,195.42999267578125,0
2025-03-19,205.25869750976562,205.69000244140625,207.75,204.11000061035156,206.0,8763675
2025-03-20,206.10690307617188,206.5399932861328,207.9499969482422,202.47999572753906,206.94000244140625,7090259
2025-03-21,211.50555419921875,211.9499969482422,213.6699981689453,206.3000030517578,206.5399932861328,14567468
2025-03-24,217.08383178710938,217.5399932861328,220.5,212.7899932861328,214.0,17162186
2025-03-25,213.15211486816406,213.60000610351562,221.89999389648438,212.85000610351562,219.6999969482422,13641191
2025-03-26,210.0785675048828,210.52000427246094,216.0399932861328,210.0,214.64999389648438,11768733
2025-03-27,213.5312957763672,213.97999572753906,216.89999389648438,208.75999450683594,210.52000427246094,37280559
2025-03-28,215.97616577148438,216.42999267578125,221.3000030517578,214.2100067138672,215.5399932861328,20677777
