date_,adj close_prajind.ns,close_prajind.ns,high_prajind.ns,low_prajind.ns,open_prajind.ns,volume_prajind.ns
2024-07-15,707.4879150390625,722.7000122070312,734.5499877929688,712.5499877929688,734.5499877929688,701400
2024-07-16,702.25048828125,717.3499755859375,738.9500122070312,714.0,726.9000244140625,1347021
2024-07-18,693.0201416015625,702.0,736.4500122070312,695.5999755859375,718.0,1027792
2024-07-19,680.0877685546875,688.9000244140625,711.7999877929688,682.2999877929688,702.0,722233
2024-07-22,697.6600341796875,706.7000122070312,709.8499755859375,677.2999877929688,685.7999877929688,567450
2024-07-23,693.661865234375,702.6500244140625,718.0,658.0,710.0999755859375,765645
2024-07-24,704.619873046875,713.75,724.5,703.0499877929688,707.0,642841
2024-07-25,700.7697143554688,709.8499755859375,724.7999877929688,702.0499877929688,710.7000122070312,524404
2024-07-26,690.8976440429688,699.8499755859375,716.4500122070312,696.0,709.0,571755
2024-07-29,694.6984252929688,703.7000122070312,731.7999877929688,700.5999755859375,709.3499755859375,1259891
2024-07-30,700.1774291992188,709.25,720.0,704.5999755859375,709.8499755859375,625601
2024-07-31,696.2778930664062,705.2999877929688,714.7999877929688,701.0,709.9000244140625,612134
2024-08-01,688.3802490234375,697.2999877929688,709.0,693.0499877929688,706.8499755859375,520057
2024-08-02,682.3089599609375,691.1500244140625,698.0,680.0,689.9500122070312,430836
2024-08-05,645.7822875976562,654.1500244140625,678.75,650.5499877929688,674.0,812250
2024-08-06,643.857177734375,652.2000122070312,677.25,650.0,656.0,401564
2024-08-07,664.4404296875,673.0499877929688,680.0,652.1500244140625,674.7999877929688,337319
2024-08-08,659.8499755859375,668.4000244140625,694.9500122070312,665.0999755859375,678.0,622122
2024-08-09,663.4532470703125,672.0499877929688,682.0,666.0,678.9000244140625,285710
2024-08-12,697.7587280273438,706.7999877929688,711.0,662.5999755859375,670.0,1591497
2024-08-13,726.9801635742188,736.4000244140625,742.2000122070312,712.0,712.0,4544920
2024-08-14,691.73681640625,700.7000122070312,739.9000244140625,697.4500122070312,739.0,1390270
2024-08-16,702.744140625,711.8499755859375,724.9500122070312,696.9000244140625,708.7000122070312,600214
2024-08-19,742.6273803710938,752.25,757.0499877929688,712.5999755859375,714.7000122070312,2891357
2024-08-20,766.517822265625,776.4500122070312,812.9500122070312,759.9000244140625,760.0,10815671
2024-08-21,776.389892578125,786.4500122070312,793.75,771.9500122070312,777.0,1408937
2024-08-22,769.1832885742188,779.1500244140625,791.9000244140625,773.0,790.9000244140625,872510
2024-08-23,748.3531494140625,758.0499877929688,782.0499877929688,755.5999755859375,781.0,838098
2024-08-26,743.515869140625,753.1500244140625,764.0,743.75,763.0,637843
2024-08-27,734.6309814453125,744.1500244140625,754.9500122070312,733.5499877929688,754.9500122070312,772491
2024-08-28,731.4225463867188,740.9000244140625,748.0,737.4000244140625,745.0499877929688,396584
2024-08-29,719.6254272460938,728.9500122070312,744.5999755859375,725.0,744.0,398570
2024-08-30,757.0899658203125,766.9000244140625,804.25,760.2000122070312,785.0,12982795
2024-09-02,745.7864379882812,755.4500122070312,771.7999877929688,748.9500122070312,768.0,1216350
2024-09-03,746.1812744140625,755.8499755859375,772.6500244140625,753.0999755859375,760.0,884670
2024-09-04,740.801025390625,750.4000244140625,762.75,747.7999877929688,752.5,824161
2024-09-05,746.3294067382812,756.0,773.9000244140625,753.0999755859375,758.4500122070312,873029
2024-09-06,725.6967163085938,735.0999755859375,757.0,732.0499877929688,756.0,641835
2024-09-09,711.184814453125,720.4000244140625,736.4000244140625,715.0499877929688,735.0,595156
2024-09-10,716.0714111328125,725.3499755859375,735.9000244140625,718.9500122070312,729.0,554904
2024-09-11,706.9891967773438,716.1500244140625,732.0,715.0,726.4000244140625,353924
2024-09-12,712.7642822265625,722.0,727.0,713.0,720.0,306648
2024-09-13,718.3914184570312,727.7000122070312,731.7999877929688,721.2000122070312,722.0,309624
2024-09-16,748.4025268554688,758.0999755859375,762.1500244140625,723.4500122070312,733.9000244140625,1411739
2024-09-17,741.3933715820312,751.0,760.2999877929688,743.7999877929688,759.0,380847
2024-09-18,726.6345825195312,736.0499877929688,754.0999755859375,734.1500244140625,748.0,331691
2024-09-19,726.4865112304688,735.9000244140625,749.7999877929688,712.2999877929688,745.0,635516
2024-09-20,739.4189453125,749.0,767.7000122070312,736.2999877929688,737.0,1165116
2024-09-23,747.8101806640625,757.5,766.0,754.0,763.7000122070312,631367
2024-09-24,748.5505981445312,758.25,763.75,742.9500122070312,756.9500122070312,470209
2024-09-25,744.7992553710938,754.4500122070312,788.5999755859375,750.0,759.0,1614444
2024-09-26,750.4263305664062,760.1500244140625,762.0,746.0999755859375,757.25,438454
2024-09-27,791.2966918945312,801.5499877929688,825.0,760.6500244140625,765.0,13355947
2024-09-30,791.6915893554688,801.9500122070312,826.7000122070312,783.5499877929688,801.5499877929688,2993095
2024-10-01,769.6275024414062,779.5999755859375,812.0,773.5499877929688,800.9500122070312,1594574
2024-10-03,749.044189453125,758.75,776.7000122070312,754.0499877929688,767.9000244140625,735658
2024-10-04,751.51220703125,761.25,778.75,735.2000122070312,757.0,1476625
2024-10-07,724.5614624023438,733.9500122070312,770.3499755859375,725.5499877929688,761.25,1118322
2024-10-08,739.2214965820312,748.7999877929688,757.7999877929688,710.75,730.0,1269497
2024-10-09,757.781005859375,767.5999755859375,774.0,752.3499755859375,755.0,781501
2024-10-10,771.7006225585938,781.7000122070312,794.0,765.75,776.4500122070312,845589
2024-10-11,762.5196533203125,772.4000244140625,783.7000122070312,769.2999877929688,782.0,271025
2024-10-14,757.4354858398438,767.25,779.7000122070312,763.0,774.2000122070312,462030
2024-10-15,804.0810546875,814.5,817.0,764.2999877929688,767.9500122070312,2207343
2024-10-16,792.6788330078125,802.9500122070312,824.0,800.0,817.0,1610112
2024-10-17,792.1852416992188,802.4500122070312,816.8499755859375,792.75,809.9000244140625,1043198
2024-10-18,787.347900390625,797.5499877929688,803.9500122070312,774.0,797.0,701981
2024-10-21,765.7774047851562,775.7000122070312,813.75,772.0999755859375,800.0499877929688,417435
2024-10-22,726.1409912109375,735.5499877929688,772.0,730.0,772.0,779989
2024-10-23,727.5724487304688,737.0,750.5,718.0999755859375,735.5499877929688,651765
2024-10-24,731.0276489257812,740.5,743.0,726.25,739.0,374353
2024-10-25,701.7568969726562,710.8499755859375,743.0,708.75,740.0,562136
2024-10-28,691.3912353515625,700.3499755859375,704.0,677.5499877929688,687.9500122070312,1158302
2024-10-29,692.37841796875,701.3499755859375,718.0,691.2999877929688,700.4500122070312,1339030
2024-10-30,706.248779296875,715.4000244140625,730.0,699.0499877929688,701.0,360796
2024-10-31,729.843017578125,739.2999877929688,744.9000244140625,713.9000244140625,718.0499877929688,445007
2024-11-01,739.46826171875,749.0499877929688,754.7999877929688,742.0499877929688,742.0499877929688,136987
2024-11-04,701.4607543945312,710.5499877929688,750.5999755859375,706.7999877929688,749.0499877929688,661380
2024-11-05,705.2615356445312,714.4000244140625,717.9000244140625,702.1500244140625,704.0499877929688,385393
2024-11-06,719.0330810546875,728.3499755859375,732.0,715.0999755859375,715.0999755859375,292058
2024-11-07,704.4717407226562,713.5999755859375,733.5,710.2000122070312,728.3499755859375,284562
2024-11-08,705.3109130859375,714.4500122070312,719.8499755859375,701.0499877929688,719.2000122070312,430314
2024-11-11,696.17919921875,705.2000122070312,727.9500122070312,702.4000244140625,712.2999877929688,331991
2024-11-12,688.2815551757812,697.2000122070312,711.0999755859375,696.0,706.0,424127
2024-11-13,666.7604370117188,675.4000244140625,694.0,665.5499877929688,694.0,511419
2024-11-14,680.8775024414062,689.7000122070312,692.0,666.0,675.9500122070312,611855
2024-11-18,688.2322387695312,697.1500244140625,707.0,682.0499877929688,689.7000122070312,436297
2024-11-19,685.9616088867188,694.8499755859375,716.8499755859375,691.75,706.3499755859375,273514
2024-11-21,666.859130859375,675.5,698.0,671.5999755859375,698.0,312430
2024-11-22,769.2326049804688,779.2000122070312,804.0,670.2999877929688,676.0499877929688,9431189
2024-11-25,789.81591796875,800.0499877929688,814.1500244140625,767.0999755859375,795.0,4981338
2024-11-26,792.580078125,802.8499755859375,828.3499755859375,789.0,795.0,2944590
2024-11-27,789.865234375,800.0999755859375,818.7999877929688,796.0,810.9000244140625,979416
2024-11-28,785.6202392578125,795.7999877929688,809.4000244140625,789.0,789.0,721887
2024-11-29,813.2127685546875,823.75,850.0,794.1500244140625,796.9500122070312,6418034
2024-12-02,810.4485473632812,820.9500122070312,855.0,817.5999755859375,828.7999877929688,1594265
2024-12-03,812.1762084960938,822.7000122070312,844.0,818.0,826.5999755859375,1005825
2024-12-04,798.1578369140625,808.5,835.9000244140625,805.0499877929688,825.0,878879
2024-12-05,785.9658203125,796.1500244140625,821.0499877929688,788.4000244140625,821.0499877929688,922589
2024-12-06,782.411865234375,792.5499877929688,812.0999755859375,790.0999755859375,798.0,664819
2024-12-09,798.0097045898438,808.3499755859375,819.9500122070312,792.0499877929688,792.9000244140625,832959
2024-12-10,808.2273559570312,818.7000122070312,824.0,801.0,808.0,926254
2024-12-11,807.8324584960938,818.2999877929688,828.0999755859375,806.7999877929688,819.9500122070312,530765
2024-12-12,793.2711181640625,803.5499877929688,822.3499755859375,801.0,811.0999755859375,318205
2024-12-13,789.1742553710938,799.4000244140625,814.25,788.25,803.5499877929688,631723
2024-12-16,814.9896850585938,825.5499877929688,833.9000244140625,800.0999755859375,800.0999755859375,1608595
2024-12-17,810.892822265625,821.4000244140625,840.9000244140625,814.3499755859375,825.5499877929688,766317
2024-12-18,793.3204956054688,803.5999755859375,832.9000244140625,800.5,824.0,565251
2024-12-19,809.5107421875,820.0,834.0,779.0,781.0999755859375,1442434
2024-12-20,799.7867431640625,810.1500244140625,826.9500122070312,808.6500244140625,823.0999755859375,584410
2024-12-23,795.5911254882812,805.9000244140625,814.8499755859375,796.5,811.9000244140625,552521
2024-12-24,804.2291870117188,814.6500244140625,839.0,802.4000244140625,802.4000244140625,1182912
2024-12-26,801.85986328125,812.25,829.0999755859375,810.0,818.0999755859375,507701
2024-12-27,803.1925659179688,813.5999755859375,822.4000244140625,805.5,817.4000244140625,365806
2024-12-30,800.1322631835938,810.5,835.0,805.5499877929688,816.9000244140625,757518
2024-12-31,810.6460571289062,821.1500244140625,823.3499755859375,807.9500122070312,810.0,316879
2025-01-01,833.7960205078125,844.5999755859375,875.0,815.0499877929688,818.0499877929688,4537312
2025-01-02,827.4285888671875,838.1500244140625,862.0,828.0999755859375,848.2999877929688,1105623
2025-01-03,825.6515502929688,836.3499755859375,848.5999755859375,831.6500244140625,842.6500244140625,543708
2025-01-06,785.2747802734375,795.4500122070312,854.5,791.75,844.0,1180480
2025-01-07,807.092041015625,817.5499877929688,828.5499877929688,796.0999755859375,800.0,752693
2025-01-08,789.27294921875,799.5,819.0,792.5,817.5,602389
2025-01-09,771.5525512695312,781.5499877929688,811.9500122070312,776.25,804.0,710803
2025-01-10,729.2506713867188,738.7000122070312,791.8499755859375,731.5,780.5,839624
2025-01-13,685.7147827148438,694.5999755859375,733.4000244140625,690.5999755859375,729.5999755859375,660875
2025-01-14,715.084228515625,724.3499755859375,729.0,695.2999877929688,696.9500122070312,712595
2025-01-15,729.892333984375,739.3499755859375,766.6500244140625,725.5,729.5999755859375,1007433
2025-01-16,757.8797607421875,767.7000122070312,790.8499755859375,751.75,784.0,2471887
2025-01-17,786.4594116210938,796.6500244140625,804.0,755.0,766.7000122070312,1165232
2025-01-20,777.77197265625,787.8499755859375,806.4000244140625,785.5499877929688,798.5499877929688,687856
2025-01-21,754.1283569335938,763.9000244140625,807.0,760.0,790.0,760823
2025-01-22,730.4846801757812,739.9500122070312,765.5499877929688,724.0,764.0,560905
2025-01-23,726.83203125,736.25,755.4500122070312,732.0,751.0,591729
2025-01-24,712.0732421875,721.2999877929688,732.8499755859375,712.3499755859375,732.7999877929688,647902
2025-01-27,682.0621337890625,690.9000244140625,713.2999877929688,672.0999755859375,711.0,914341
2025-01-28,653.8773193359375,662.3499755859375,700.6500244140625,655.0,699.0,1130492
2025-01-29,652.5939331054688,661.0499877929688,699.0,648.0,657.0,2276253
2025-01-30,627.71630859375,635.8499755859375,667.0,633.0999755859375,658.4000244140625,1665103
2025-01-31,623.5206909179688,631.5999755859375,636.9500122070312,594.5999755859375,618.0,3807617
2025-02-01,619.1276245117188,627.1500244140625,650.0,611.8499755859375,634.7999877929688,1128733
2025-02-03,580.1329345703125,587.6500244140625,620.9000244140625,582.5999755859375,620.0,1121635
2025-02-04,593.6575927734375,601.3499755859375,604.6500244140625,572.4500122070312,595.0,1406679
2025-02-05,617.1038208007812,625.0999755859375,631.9000244140625,605.0,608.0,1213159
2025-02-06,615.080078125,623.0499877929688,639.9000244140625,620.0,630.0,1098400
2025-02-07,606.047119140625,613.9000244140625,626.2000122070312,608.1500244140625,623.0499877929688,395332
2025-02-10,590.44921875,598.0999755859375,615.5999755859375,595.0,612.5,358111
2025-02-11,567.6447143554688,575.0,595.6500244140625,564.3499755859375,594.0499877929688,1063733
2025-02-12,556.5386352539062,563.75,574.5999755859375,546.5499877929688,574.5999755859375,1157316
2025-02-13,554.7122802734375,561.9000244140625,583.4000244140625,560.0499877929688,566.7999877929688,580362
2025-02-14,527.3172607421875,534.1500244140625,568.0,531.4000244140625,563.1500244140625,798342
2025-02-17,525.7870483398438,532.5999755859375,537.1500244140625,514.4500122070312,529.9500122070312,856712
2025-02-18,522.57861328125,529.3499755859375,537.5,512.2999877929688,530.0,708404
2025-02-19,535.8072509765625,542.75,547.0,522.7000122070312,527.7000122070312,607579
2025-02-20,550.4179077148438,557.5499877929688,562.75,527.6500244140625,538.7000122070312,1085402
2025-02-21,536.8931274414062,543.8499755859375,569.0,539.5999755859375,557.0,623968
2025-02-24,535.16552734375,542.0999755859375,552.8499755859375,524.0,537.3499755859375,635233
2025-02-25,527.3666381835938,534.2000122070312,550.0,530.5,542.5,373484
2025-02-27,503.57489013671875,510.1000061035156,524.0,495.1000061035156,514.2000122070312,2210567
2025-02-28,482.20184326171875,488.45001220703125,507.6499938964844,481.1000061035156,501.0,1163033
2025-03-03,471.1944580078125,477.29998779296875,496.29998779296875,462.3999938964844,490.04998779296875,1201919
2025-03-04,491.2841491699219,497.6499938964844,507.79998779296875,462.0,469.8500061035156,2572737
2025-03-05,509.3994140625,516.0,523.7999877929688,495.45001220703125,498.0,1203250
2025-03-06,513.8912353515625,520.5499877929688,533.0,516.0999755859375,526.0499877929688,836403
2025-03-07,514.2367553710938,520.9000244140625,527.25,508.0,522.2999877929688,922651
2025-03-10,496.2695617675781,502.70001220703125,533.5499877929688,498.95001220703125,521.75,783245
2025-03-11,505.7467346191406,512.2999877929688,515.0,493.8500061035156,501.0,658579
2025-03-12,515.8656005859375,522.5499877929688,525.7999877929688,513.25,515.0499877929688,601375
2025-03-13,518.1361694335938,524.8499755859375,530.1500244140625,522.0,526.7000122070312,455970
2025-03-17,508.60968017578125,515.2000122070312,528.4500122070312,512.0999755859375,524.8499755859375,399853
2025-03-18,508.60968017578125,515.2000122070312,515.2000122070312,515.2000122070312,515.2000122070312,0
2025-03-19,556.43994140625,563.6500244140625,567.0,530.0,538.0,1034983
2025-03-20,544.692138671875,551.75,572.9000244140625,550.0499877929688,569.0,648970
2025-03-21,567.151123046875,574.5,577.0,550.5,554.7000122070312,764168
2025-03-24,574.1109008789062,581.5499877929688,588.4500122070312,569.5,584.8499755859375,542689
2025-03-25,560.3887329101562,567.6500244140625,587.4500122070312,562.9500122070312,586.5,577122
2025-03-26,549.5787963867188,556.7000122070312,578.0,555.0,571.8499755859375,417283
2025-03-27,558.7598266601562,566.0,570.0,540.0,556.0,530185
2025-03-28,547.75244140625,554.8499755859375,573.1500244140625,551.0499877929688,566.0,415350
2025-04-01,528.7486572265625,535.5999755859375,552.7000122070312,533.0,550.7999877929688,617672
2025-04-02,520.3080444335938,527.0499877929688,538.4500122070312,522.2999877929688,536.6500244140625,709686
2025-04-03,517.9881591796875,524.7000122070312,529.25,521.0999755859375,525.0,526957
2025-04-04,503.1800231933594,509.70001220703125,526.5999755859375,505.25,524.0,519145
2025-04-07,488.1744384765625,494.5,497.45001220703125,452.1000061035156,452.1000061035156,917873
2025-04-08,489.951416015625,496.29998779296875,514.7999877929688,495.0,500.54998779296875,541724
2025-04-09,480.3755187988281,486.6000061035156,497.20001220703125,484.1499938964844,494.1000061035156,372291
2025-04-11,494.6900329589844,501.1000061035156,508.45001220703125,494.79998779296875,508.45001220703125,384908
2025-04-15,510.6334228515625,517.25,519.7999877929688,508.0,516.4000244140625,499599
2025-04-16,513.9405517578125,520.5999755859375,525.2999877929688,512.5499877929688,517.0499877929688,480707
2025-04-17,511.1270446777344,517.75,522.4500122070312,514.4000244140625,520.0,397995
2025-04-21,516.8528442382812,523.5499877929688,527.9000244140625,514.9500122070312,523.0,479413
2025-04-22,521.6408081054688,528.4000244140625,539.8499755859375,520.0,524.0,975192
2025-04-23,522.4799194335938,529.25,537.1500244140625,520.4500122070312,534.0,582019
2025-04-24,519.8638305664062,526.5999755859375,533.7999877929688,524.2000122070312,530.0,485085
2025-04-25,498.8856506347656,505.3500061035156,530.4500122070312,504.0,528.9500122070312,777202
2025-04-28,507.2275695800781,513.7999877929688,515.7999877929688,498.6000061035156,506.0,568945
