date_,adj close_prajind.ns,close_prajind.ns,high_prajind.ns,low_prajind.ns,open_prajind.ns,volume_prajind.ns
2024-01-16,518.5503540039062,529.7000122070312,540.0,523.5499877929688,525.0,867609
2024-01-17,511.35504150390625,522.3499755859375,532.6500244140625,518.0,525.0,620753
2024-01-18,507.19451904296875,518.0999755859375,526.0,508.79998779296875,520.0,515627
2024-01-19,508.8097839355469,519.75,527.0,518.0,520.0499877929688,341823
2024-01-23,500.29290771484375,511.04998779296875,522.9500122070312,504.29998779296875,520.0,935210
2024-01-24,506.11767578125,517.0,521.0499877929688,503.3500061035156,512.0,654337
2024-01-25,500.73345947265625,511.5,526.0,508.0,517.9500122070312,803267
2024-01-29,501.7613220214844,512.5499877929688,519.3499755859375,509.8500061035156,519.3499755859375,922791
2024-01-30,496.0834655761719,506.75,513.25,504.1000061035156,510.0,729467
2024-01-31,487.6155090332031,498.1000061035156,511.6000061035156,496.6499938964844,510.6000061035156,1224932
2024-02-01,486.3428649902344,496.79998779296875,509.0,493.79998779296875,504.0,1164136
2024-02-02,467.2043762207031,477.25,503.1499938964844,475.04998779296875,496.6499938964844,2919250
2024-02-05,462.9949035644531,472.95001220703125,489.95001220703125,470.95001220703125,481.95001220703125,1613404
2024-02-06,497.3560791015625,508.04998779296875,509.6000061035156,473.04998779296875,473.1499938964844,2598404
2024-02-07,489.67132568359375,500.20001220703125,516.8499755859375,498.25,516.8499755859375,1129060
2024-02-08,497.5518798828125,508.25,510.8999938964844,500.04998779296875,503.25,971071
2024-02-09,489.0350036621094,499.54998779296875,512.7999877929688,491.25,511.0,900226
2024-02-12,472.9312744140625,483.1000061035156,503.5,480.5,503.5,935411
2024-02-13,468.9664611816406,479.04998779296875,488.8500061035156,472.0,485.0,749477
2024-02-14,487.22393798828125,497.70001220703125,498.75,475.75,476.95001220703125,973493
2024-02-15,493.2934265136719,503.8999938964844,510.0,499.0,499.8999938964844,557178
2024-02-16,489.1818542480469,499.70001220703125,509.3500061035156,497.54998779296875,507.8999938964844,435611
2024-02-19,501.5166015625,512.2999877929688,518.0,503.25,506.45001220703125,829661
2024-02-20,500.48870849609375,511.25,519.9000244140625,506.0,512.5,737839
2024-02-21,490.69921875,501.25,514.5999755859375,500.0,512.75,472478
2024-02-22,498.23712158203125,508.95001220703125,513.7000122070312,497.1000061035156,502.1000061035156,610907
2024-02-23,502.8382263183594,513.6500244140625,518.5999755859375,504.29998779296875,508.95001220703125,635886
2024-02-26,502.7892150878906,513.5999755859375,520.0,509.8999938964844,513.7000122070312,584313
2024-02-27,505.1876525878906,516.0499877929688,532.9000244140625,512.0,513.5,1321179
2024-02-28,493.09765625,503.70001220703125,519.5,500.0,518.7000122070312,467164
2024-02-29,489.42657470703125,499.95001220703125,503.25,486.25,502.0,1094986
2024-03-01,493.58709716796875,504.20001220703125,512.9000244140625,501.0,502.0,783211
2024-03-04,496.42608642578125,507.1000061035156,512.6500244140625,501.75,502.6000061035156,461982
2024-03-05,502.1040344238281,512.9000244140625,515.0,505.0,507.95001220703125,457176
2024-03-06,493.1465759277344,503.75,516.0,496.25,516.0,428010
2024-03-07,488.0071105957031,498.5,506.79998779296875,496.0,504.04998779296875,504945
2024-03-11,474.8401794433594,485.04998779296875,501.0,484.0,498.5,930915
2024-03-12,474.8401794433594,485.04998779296875,489.04998779296875,479.8500061035156,488.0,586977
2024-03-13,445.4716491699219,455.04998779296875,487.04998779296875,450.5,486.0,1064083
2024-03-14,441.7027282714844,451.20001220703125,462.79998779296875,448.54998779296875,450.0,799588
2024-03-15,450.0727233886719,459.75,470.0,448.0,452.70001220703125,1039404
2024-03-18,464.1206970214844,474.1000061035156,485.5,463.0,465.75,1052527
2024-03-19,463.7291259765625,473.70001220703125,479.0,470.1000061035156,475.04998779296875,398629
2024-03-20,507.19451904296875,518.0999755859375,525.75,473.70001220703125,473.95001220703125,6461983
2024-03-21,515.9072265625,527.0,534.7999877929688,508.95001220703125,515.0,3791423
2024-03-22,520.7529907226562,531.9500122070312,537.75,521.5999755859375,526.0,1155526
2024-03-26,519.9698486328125,531.1500244140625,544.0,520.0499877929688,529.0,1597207
2024-03-27,527.5077514648438,538.8499755859375,545.5999755859375,531.1500244140625,531.1500244140625,827558
2024-03-28,521.7319946289062,532.9500122070312,544.0,524.0,542.0,655531
2024-04-01,521.634033203125,532.8499755859375,535.7999877929688,530.0499877929688,532.9500122070312,450841
2024-04-02,527.7035522460938,539.0499877929688,543.7000122070312,530.5499877929688,534.5,547055
2024-04-03,535.6331176757812,547.1500244140625,550.0,538.2000122070312,540.0,766320
2024-04-04,536.024658203125,547.5499877929688,553.75,537.0,549.75,485134
2024-04-05,525.8436279296875,537.1500244140625,548.0,535.0499877929688,544.2999877929688,433657
2024-04-08,515.4666748046875,526.5499877929688,545.1500244140625,525.0,541.0,431283
2024-04-09,513.3129272460938,524.3499755859375,530.5999755859375,521.0,529.7999877929688,574667
2024-04-10,509.0055847167969,519.9500122070312,531.9000244140625,517.4500122070312,526.0499877929688,1055350
2024-04-12,501.2718811035156,512.0499877929688,523.1500244140625,510.3999938964844,523.1500244140625,392216
2024-04-15,492.803955078125,503.3999938964844,510.0,491.25,507.0,394029
2024-04-16,497.7476806640625,508.45001220703125,516.9500122070312,495.0,502.25,393946
2024-04-18,491.72711181640625,502.29998779296875,512.4500122070312,498.8999938964844,509.0,378162
2024-04-19,498.04132080078125,508.75,511.54998779296875,491.1000061035156,495.0,349378
2024-04-22,504.7961120605469,515.6500244140625,519.8499755859375,509.95001220703125,517.9500122070312,333224
2024-04-23,513.1661987304688,524.2000122070312,532.4000244140625,514.5999755859375,518.9000244140625,863126
2024-04-24,508.51611328125,519.4500122070312,529.2000122070312,517.5,527.0,466824
2024-04-25,506.8518981933594,517.75,526.5,514.3499755859375,519.5,368685
2024-04-26,511.79559326171875,522.7999877929688,531.7999877929688,519.0,519.0,535606
2024-04-29,535.73095703125,547.25,550.0,524.25,525.25,2034908
2024-04-30,536.220458984375,547.75,557.0,541.3499755859375,552.0499877929688,1536672
2024-05-02,534.6541137695312,546.1500244140625,554.9500122070312,542.2999877929688,549.0,696134
2024-05-03,529.5635986328125,540.9500122070312,552.8499755859375,536.0499877929688,547.0,416828
2024-05-06,531.1787719726562,542.5999755859375,560.4000244140625,530.0999755859375,544.0,1350540
2024-05-07,515.5645751953125,526.6500244140625,544.0,523.0,541.5999755859375,653739
2024-05-08,521.3892822265625,532.5999755859375,537.7000122070312,520.9500122070312,525.0999755859375,346163
2024-05-09,506.7050476074219,517.5999755859375,534.0999755859375,514.0,530.0,370765
2024-05-10,511.2571716308594,522.25,528.7000122070312,517.0,517.0,310035
2024-05-13,490.11181640625,500.6499938964844,525.8499755859375,497.54998779296875,522.0,954475
2024-05-14,493.53814697265625,504.1499938964844,507.20001220703125,497.3500061035156,505.8500061035156,575735
2024-05-15,511.9424743652344,522.9500122070312,526.8499755859375,507.04998779296875,508.70001220703125,572202
2024-05-16,504.9918518066406,515.8499755859375,533.5,510.20001220703125,526.7000122070312,475218
2024-05-17,517.0819091796875,528.2000122070312,534.25,512.5,515.8499755859375,661151
2024-05-21,514.09619140625,525.1500244140625,535.0,516.0,523.8499755859375,616555
2024-05-22,513.9492797851562,525.0,528.2999877929688,518.0999755859375,525.0,350249
2024-05-23,508.2224426269531,519.1500244140625,528.9500122070312,518.0,528.0999755859375,274009
2024-05-24,509.98455810546875,520.9500122070312,524.7999877929688,515.7000122070312,519.75,359410
2024-05-27,505.3345642089844,516.2000122070312,524.7000122070312,511.25,523.75,267712
2024-05-28,491.4334411621094,502.0,520.4500122070312,500.79998779296875,516.1500244140625,672012
2024-05-29,500.1460876464844,510.8999938964844,518.0,502.0,502.0,647884
2024-05-30,490.4055480957031,500.95001220703125,515.0499877929688,498.04998779296875,512.0,463496
2024-05-31,511.0613708496094,522.0499877929688,538.7999877929688,504.04998779296875,511.5,8739897
2024-06-03,537.4931030273438,549.0499877929688,552.2000122070312,533.5999755859375,548.2000122070312,2205258
2024-06-04,505.5303649902344,516.4000244140625,553.9500122070312,483.3500061035156,553.9500122070312,2501396
2024-06-05,506.5582275390625,517.4500122070312,531.9500122070312,484.0,520.0,1935021
2024-06-06,524.032470703125,535.2999877929688,546.9000244140625,526.8499755859375,530.0,965503
2024-06-07,577.9727172851562,590.4000244140625,598.2000122070312,535.0,536.2999877929688,6615824
2024-06-10,584.6295776367188,597.2000122070312,605.0,588.0,594.0,2125682
2024-06-11,605.5301513671875,618.5499877929688,624.0,593.8499755859375,595.0,2832949
2024-06-12,621.3402709960938,634.7000122070312,658.0,622.2000122070312,624.0,6364405
2024-06-13,671.2667236328125,685.7000122070312,692.8499755859375,639.0,640.2999877929688,7784558
2024-06-14,685.41259765625,700.1500244140625,711.7000122070312,673.2999877929688,688.0,3969775
2024-06-18,675.3783569335938,689.9000244140625,707.5,681.0,705.0,1487103
2024-06-19,669.8961791992188,684.2999877929688,716.0,655.0,694.0,2400686
2024-06-20,680.22412109375,694.8499755859375,712.0,687.0499877929688,687.5,1656079
2024-06-21,674.1056518554688,688.5999755859375,708.7999877929688,681.5,700.0,1208608
2024-06-24,667.106201171875,681.4500122070312,692.9500122070312,667.9000244140625,685.8499755859375,574968
2024-06-25,669.4066772460938,683.7999877929688,693.8499755859375,675.3499755859375,688.0499877929688,577205
2024-06-26,675.4761962890625,690.0,695.0,675.5,683.7999877929688,516325
2024-06-27,664.4630126953125,678.75,697.0,677.1500244140625,691.7999877929688,659218
2024-06-28,713.3126831054688,728.6500244140625,742.0,678.75,680.0499877929688,4404216
2024-07-01,727.1159057617188,742.75,754.9000244140625,731.0,737.5499877929688,2031141
2024-07-02,729.4163818359375,745.0999755859375,757.9500122070312,731.25,748.0,1741897
2024-07-03,718.9417114257812,734.4000244140625,751.0,730.0,751.0,728356
2024-07-04,716.2495727539062,731.6500244140625,745.0,727.5499877929688,735.9000244140625,729601
2024-07-05,717.718017578125,733.1500244140625,739.7000122070312,726.2999877929688,732.0,341028
2024-07-08,704.6978759765625,719.8499755859375,740.0,712.8499755859375,736.7000122070312,654896
2024-07-09,729.9058227539062,745.5999755859375,754.2999877929688,718.1500244140625,721.9000244140625,1725597
2024-07-10,714.9768676757812,730.3499755859375,755.9500122070312,711.9000244140625,750.9500122070312,1328757
2024-07-11,723.9832153320312,739.5499877929688,753.2999877929688,721.5,733.25,1195262
2024-07-12,708.5158081054688,723.75,739.5999755859375,718.0,739.5999755859375,909445
