date_,adj close_mazdock.ns,close_mazdock.ns,high_mazdock.ns,low_mazdock.ns,open_mazdock.ns,volume_mazdock.ns
2024-04-10,1089.21044921875,1103.375,1123.8499755859375,1098.3499755859375,1115.0,1294588
2024-04-12,1093.010986328125,1107.2249755859375,1126.7750244140625,1097.5,1099.375,1669010
2024-04-15,1059.5216064453125,1073.300048828125,1096.4749755859375,1047.675048828125,1085.0,2462544
2024-04-16,1092.295166015625,1106.5,1123.199951171875,1050.0999755859375,1051.800048828125,3936056
2024-04-18,1065.444580078125,1079.300048828125,1122.3499755859375,1075.0250244140625,1113.0,1523128
2024-04-19,1080.498779296875,1094.550048828125,1108.9749755859375,1053.050048828125,1055.5,2868654
2024-04-22,1072.10791015625,1086.050048828125,1119.9749755859375,1078.1500244140625,1101.699951171875,2301502
2024-04-23,1114.8272705078125,1129.324951171875,1155.0,1078.1500244140625,1085.0,8826782
2024-04-24,1139.9752197265625,1154.800048828125,1173.5,1133.0250244140625,1140.0,6536696
2024-04-25,1212.16162109375,1227.925048828125,1235.0,1142.0,1154.5,13651462
2024-04-26,1188.815185546875,1204.2750244140625,1262.4000244140625,1200.0250244140625,1233.0,5578128
2024-04-29,1173.1932373046875,1188.449951171875,1220.5999755859375,1168.0,1212.25,2401470
2024-04-30,1159.3978271484375,1174.4749755859375,1212.425048828125,1170.25,1192.574951171875,1708060
2024-05-02,1160.73046875,1175.824951171875,1194.5,1156.2249755859375,1175.0,2430988
2024-05-03,1167.171630859375,1182.3499755859375,1215.0,1160.5,1193.0,3966420
2024-05-06,1113.5439453125,1128.0250244140625,1188.5,1125.0,1188.5,2418990
2024-05-07,1067.9371337890625,1081.824951171875,1159.074951171875,1077.5,1131.0,3260822
2024-05-08,1116.2835693359375,1130.800048828125,1139.925048828125,1073.199951171875,1085.0,2967302
2024-05-09,1091.900390625,1106.0999755859375,1151.0,1099.949951171875,1130.800048828125,1851134
2024-05-10,1084.373291015625,1098.4749755859375,1119.2249755859375,1088.175048828125,1109.0,1630840
2024-05-13,1052.611328125,1066.300048828125,1101.0999755859375,1045.0,1100.0,2172192
2024-05-14,1151.8212890625,1166.800048828125,1181.5,1071.8499755859375,1072.0,6511642
2024-05-15,1180.6956787109375,1196.050048828125,1206.0,1152.5,1174.550048828125,5087546
2024-05-16,1204.2396240234375,1219.9000244140625,1237.5,1186.0250244140625,1205.0250244140625,4787502
2024-05-17,1360.630615234375,1378.324951171875,1397.0,1216.5,1224.0,21050342
2024-05-21,1437.35791015625,1456.050048828125,1488.9000244140625,1380.574951171875,1436.9000244140625,10809954
2024-05-22,1420.7735595703125,1439.25,1477.9000244140625,1421.25,1458.375,4767076
2024-05-23,1542.8115234375,1562.875,1604.0,1458.0,1459.0,16950928
2024-05-24,1568.13232421875,1588.5250244140625,1624.4749755859375,1533.8499755859375,1560.0,10606276
2024-05-27,1547.204345703125,1567.324951171875,1691.449951171875,1550.5250244140625,1612.5,9397524
2024-05-28,1498.932373046875,1518.425048828125,1585.3499755859375,1502.9000244140625,1577.5,4734356
2024-05-29,1657.125,1678.675048828125,1701.9749755859375,1487.5,1507.449951171875,18911856
2024-05-30,1626.399658203125,1647.550048828125,1739.0,1630.199951171875,1685.0,12199580
2024-05-31,1571.5875244140625,1592.0250244140625,1666.949951171875,1571.0,1654.0,7624934
2024-06-03,1607.8902587890625,1628.800048828125,1719.8499755859375,1615.0,1719.8499755859375,5193296
2024-06-04,1322.5509033203125,1339.75,1607.5,1303.050048828125,1607.5,10553724
2024-06-05,1381.1390380859375,1399.0999755859375,1472.5,1200.0,1347.4749755859375,12316066
2024-06-06,1560.03759765625,1580.324951171875,1607.0,1419.050048828125,1419.050048828125,15108890
2024-06-07,1556.335693359375,1576.574951171875,1605.9000244140625,1544.949951171875,1593.0,5799708
2024-06-10,1541.9478759765625,1562.0,1592.0,1553.25,1580.0250244140625,2745054
2024-06-11,1579.3861083984375,1599.925048828125,1647.0,1569.0,1569.1500244140625,5940902
2024-06-12,1579.3365478515625,1599.875,1621.0,1585.0,1599.9000244140625,2802890
2024-06-13,1673.19091796875,1694.949951171875,1705.0,1604.5,1610.0,8574642
2024-06-14,1913.885986328125,1938.7750244140625,1995.0,1677.5,1698.199951171875,27978944
2024-06-18,2062.305908203125,2089.125,2109.5,1930.5250244140625,1951.8499755859375,21257552
2024-06-19,1959.2462158203125,1984.7249755859375,2122.5,1975.0,2097.47509765625,11277924
2024-06-20,1965.6380615234375,1991.199951171875,2042.5,1940.0250244140625,1985.574951171875,7722492
2024-06-21,1922.1041259765625,1947.0999755859375,2007.5,1920.0,1992.5,4792968
2024-06-24,1957.1732177734375,1982.625,2037.0,1955.9000244140625,1958.699951171875,6655380
2024-06-25,1961.5166015625,1987.0250244140625,2054.875,1975.0,2002.0,9073536
2024-06-26,2014.3050537109375,2040.5,2135.60009765625,2030.0,2066.5,13474388
2024-06-27,2179.82763671875,2208.175048828125,2292.0,2012.5,2045.4000244140625,25232828
2024-06-28,2113.243408203125,2140.72509765625,2264.5,2125.0,2220.0,11525328
2024-07-01,2168.74658203125,2196.949951171875,2211.925048828125,2091.074951171875,2141.050048828125,10201636
2024-07-02,2136.984619140625,2164.77490234375,2246.449951171875,2145.0,2204.5,6379004
2024-07-03,2312.2060546875,2342.27490234375,2364.300048828125,2160.0,2177.25,18377694
2024-07-04,2756.89794921875,2792.75,2810.72509765625,2335.0,2357.550048828125,41791776
2024-07-05,2806.404052734375,2842.89990234375,2930.0,2650.02490234375,2814.800048828125,19247358
2024-07-08,2754.25732421875,2790.074951171875,2915.0,2750.0,2855.0,7289918
2024-07-09,2721.31103515625,2756.699951171875,2832.5,2651.27490234375,2804.050048828125,5656146
2024-07-10,2644.68212890625,2679.074951171875,2782.5,2608.64990234375,2770.10009765625,4059184
2024-07-11,2835.352783203125,2872.22509765625,2904.97509765625,2700.0,2702.5,11916618
2024-07-12,2740.95556640625,2776.60009765625,2888.949951171875,2766.0,2872.0,4678848
2024-07-15,2661.612548828125,2696.22509765625,2787.0,2685.0,2785.0,2727188
2024-07-16,2667.806884765625,2702.5,2772.625,2671.324951171875,2695.0,3894946
2024-07-18,2562.056884765625,2595.375,2713.60009765625,2553.125,2700.0,4320320
2024-07-19,2532.41748046875,2565.35009765625,2690.0,2530.0,2594.0,6830404
2024-07-22,2628.39404296875,2662.574951171875,2739.0,2475.5,2527.5,10035686
2024-07-23,2498.137939453125,2530.625,2717.0,2396.324951171875,2665.0,8497924
2024-07-24,2491.4501953125,2523.85009765625,2595.0,2511.824951171875,2537.47509765625,2753336
2024-07-25,2397.07763671875,2428.25,2514.5,2416.0,2495.0,3344188
2024-07-26,2397.891845703125,2429.074951171875,2475.0,2420.0,2444.97509765625,1941582
2024-07-29,2635.92138671875,2670.199951171875,2671.97509765625,2428.0,2453.699951171875,9093666
2024-07-30,2650.062255859375,2684.52490234375,2772.72509765625,2636.5,2650.5,6928994
2024-07-31,2588.093505859375,2621.75,2689.35009765625,2616.85009765625,2686.574951171875,1956412
2024-08-01,2521.040283203125,2553.824951171875,2679.800048828125,2544.0,2634.375,2255664
2024-08-02,2515.0927734375,2547.800048828125,2595.0,2495.0,2500.0,2292782
2024-08-05,2368.943115234375,2399.75,2487.5,2366.0,2420.47509765625,3995876
2024-08-06,2290.833984375,2320.625,2499.0,2312.550048828125,2447.72509765625,3148806
2024-08-07,2391.54931640625,2422.64990234375,2460.0,2271.375,2379.97509765625,5670458
2024-08-08,2411.19384765625,2442.550048828125,2502.5,2395.0,2425.0,3170426
2024-08-09,2427.333984375,2458.89990234375,2577.5,2447.0,2485.0,3768832
2024-08-12,2449.22412109375,2481.074951171875,2530.0,2472.0,2510.5,2988290
2024-08-13,2385.774658203125,2416.800048828125,2500.0,2408.10009765625,2495.0,2033694
2024-08-14,2467.166015625,2499.25,2538.5,2340.14990234375,2427.5,6928948
2024-08-16,2455.5419921875,2487.47509765625,2570.0,2473.425048828125,2550.0,4148048
2024-08-19,2332.048095703125,2362.375,2450.050048828125,2350.0,2450.0,3900362
2024-08-20,2122.177490234375,2149.77490234375,2351.175048828125,2140.5,2344.27490234375,12517274
2024-08-21,2240.6865234375,2269.824951171875,2316.824951171875,2055.550048828125,2110.47509765625,18873210
2024-08-22,2205.296630859375,2233.97509765625,2315.199951171875,2225.0,2284.14990234375,5940136
2024-08-23,2177.483154296875,2205.800048828125,2277.0,2198.5,2237.60009765625,4758098
2024-08-26,2126.10107421875,2153.75,2228.800048828125,2150.0,2221.324951171875,3009230
2024-08-27,2119.36376953125,2146.925048828125,2183.699951171875,2140.64990234375,2153.75,2922564
2024-08-28,2129.13671875,2156.824951171875,2185.0,2120.5,2161.574951171875,3279204
2024-08-29,2091.994873046875,2119.199951171875,2168.0,2104.52490234375,2164.97509765625,2612752
2024-08-30,2093.500244140625,2120.72509765625,2207.449951171875,2087.0,2120.0,6927906
2024-09-02,2072.942626953125,2099.89990234375,2157.85009765625,2091.324951171875,2125.0,2404850
2024-09-03,2198.65771484375,2227.25,2280.574951171875,2161.125,2161.449951171875,15750474
2024-09-04,2356.751708984375,2387.39990234375,2410.574951171875,2226.0,2230.0,15938894
2024-09-05,2260.158203125,2289.550048828125,2462.5,2268.699951171875,2411.0,9534632
2024-09-06,2171.954833984375,2200.199951171875,2301.125,2185.02490234375,2290.0,5560008
2024-09-09,2147.64599609375,2175.574951171875,2272.0,2150.25,2245.0,5987892
2024-09-10,2168.154296875,2196.35009765625,2228.0,2175.0,2186.02490234375,2992310
2024-09-11,2129.08740234375,2156.77490234375,2200.0,2150.875,2200.0,1646610
2024-09-12,2129.82763671875,2157.52490234375,2174.925048828125,2135.0,2165.0,1967974
2024-09-13,2128.71728515625,2156.39990234375,2205.0,2147.75,2164.925048828125,1938158
2024-09-16,2097.991943359375,2125.27490234375,2169.425048828125,2120.074951171875,2156.39990234375,1468788
2024-09-17,2069.734375,2096.64990234375,2152.949951171875,2090.0,2131.72509765625,1830148
2024-09-18,2062.1826171875,2089.0,2132.5,2085.0,2097.14990234375,1867618
2024-09-19,2009.5919189453125,2029.824951171875,2127.5,1985.0,2105.0,3453650
2024-09-20,2165.25,2187.050048828125,2211.5,2006.074951171875,2040.6500244140625,12056360
2024-09-23,2137.5537109375,2159.074951171875,2212.5,2155.0,2196.0,3027566
2024-09-24,2090.255126953125,2111.300048828125,2160.0,2105.64990234375,2160.0,1789054
2024-09-25,2104.263916015625,2125.449951171875,2175.0,2113.0,2129.074951171875,3471984
2024-09-26,2096.368408203125,2117.47509765625,2140.14990234375,2100.0,2126.25,1728026
2024-09-27,2076.98828125,2097.89990234375,2134.375,2090.0,2125.5,1519294
2024-09-30,2093.967529296875,2115.050048828125,2132.5,2062.5,2097.5,2016994
2024-10-01,2078.6962890625,2099.625,2123.39990234375,2092.89990234375,2115.0,907014
2024-10-03,2018.1309814453125,2038.449951171875,2089.699951171875,2030.5,2070.47509765625,1577378
2024-10-04,2017.36376953125,2037.675048828125,2073.5,1987.5250244140625,2038.449951171875,2615202
2024-10-07,1940.1412353515625,1959.675048828125,2053.425048828125,1946.625,2047.875,2126728
2024-10-08,2020.0863037109375,2040.425048828125,2049.5,1926.2750244140625,1944.5,3524142
2024-10-09,2023.1058349609375,2043.4749755859375,2085.449951171875,2035.0250244140625,2042.5250244140625,1803356
2024-10-10,2192.104736328125,2214.175048828125,2255.0,2075.0,2077.47509765625,14927676
2024-10-11,2170.62109375,2192.47509765625,2239.699951171875,2175.10009765625,2230.0,4992634
2024-10-14,2117.480712890625,2138.800048828125,2212.0,2134.0,2199.5,2815284
2024-10-15,2179.6298828125,2201.574951171875,2300.0,2126.52490234375,2144.75,10001486
2024-10-16,2141.167236328125,2162.72509765625,2237.5,2145.0,2200.0,3551976
2024-10-17,2097.779296875,2118.89990234375,2189.0,2110.0,2169.47509765625,1989712
2024-10-18,2240.615966796875,2263.175048828125,2327.5,2142.5,2153.0,16986300
2024-10-21,2309.992431640625,2333.25,2425.0,2302.5,2305.0,9842632
2024-10-22,2058.4501953125,2079.175048828125,2349.5,2058.0,2342.5,10422414
2024-10-23,2075.626953125,2096.52490234375,2172.449951171875,2037.5,2123.300048828125,9604324
2024-10-24,2086.34423828125,2107.35009765625,2160.0,2088.0,2100.300048828125,3924024
2024-10-25,2010.90380859375,2031.1500244140625,2119.60009765625,2002.5,2109.0,3992600
2024-10-28,1987.959716796875,2007.9749755859375,2075.52490234375,1996.0,2050.0,3157746
2024-10-29,1986.2271728515625,2006.2249755859375,2110.675048828125,1982.0,2017.5,6036538
2024-10-30,2027.6470947265625,2036.2249755859375,2072.5,2011.0,2015.5,4190150
2024-10-31,2031.2318115234375,2039.824951171875,2062.449951171875,2024.0250244140625,2046.0250244140625,1997126
2024-11-01,2045.322265625,2053.97509765625,2065.0,2045.5999755859375,2050.02490234375,443776
2024-11-04,2005.0177001953125,2013.5,2064.97509765625,2007.5,2060.0,1767716
2024-11-05,2090.057861328125,2098.89990234375,2162.5,1993.300048828125,2013.5,9123662
2024-11-06,2130.51171875,2139.52490234375,2163.97509765625,2110.0,2125.0,5100964
2024-11-07,2119.284423828125,2128.25,2193.5,2118.125,2140.0,4268374
2024-11-08,2073.279052734375,2082.050048828125,2134.85009765625,2072.5,2134.85009765625,2016534
2024-11-11,2036.2108154296875,2044.824951171875,2091.5,2040.050048828125,2065.0,1922426
2024-11-12,2017.838623046875,2026.375,2080.0,2020.5,2052.5,1344360
2024-11-13,1937.2047119140625,1945.4000244140625,2030.0,1936.0,2021.4749755859375,2469910
2024-11-14,1954.7802734375,1963.050048828125,1992.5,1925.5999755859375,1969.5,2499962
2024-11-18,1980.3968505859375,1988.7750244140625,2017.5,1960.0,1965.0,2147682
2024-11-19,2029.1904296875,2037.7750244140625,2086.47509765625,2030.0,2085.0,2912372
2024-11-21,1994.8607177734375,2003.300048828125,2037.5,1985.550048828125,2037.5,1445008
2024-11-22,1987.8154296875,1996.2249755859375,2022.5,1975.5999755859375,2003.5,1508244
2024-11-25,2079.0048828125,2087.800048828125,2097.0,2052.75,2075.0,2750348
2024-11-26,2108.15625,2117.074951171875,2222.824951171875,2078.35009765625,2092.5,6753478
2024-11-27,2225.410400390625,2234.824951171875,2250.0,2122.125,2132.0,6131834
2024-11-28,2251.250732421875,2260.77490234375,2324.949951171875,2234.5,2250.5,5997724
2024-11-29,2287.39794921875,2297.074951171875,2345.0,2206.85009765625,2255.5,6254602
2024-12-02,2263.05126953125,2272.625,2353.5,2260.02490234375,2287.35009765625,3728802
2024-12-03,2342.539794921875,2352.449951171875,2377.5,2256.77490234375,2292.5,6925148
2024-12-04,2430.069580078125,2440.35009765625,2464.0,2378.050048828125,2385.0,8024366
2024-12-05,2420.53466796875,2430.77490234375,2487.5,2405.0,2450.47509765625,4441804
2024-12-06,2429.422119140625,2439.699951171875,2505.449951171875,2417.72509765625,2435.02490234375,5570606
2024-12-09,2433.803955078125,2444.10009765625,2482.72509765625,2430.02490234375,2450.0,2233732
2024-12-10,2426.58447265625,2436.85009765625,2458.375,2400.0,2450.0,2274874
2024-12-11,2450.806884765625,2461.175048828125,2481.0,2433.02490234375,2442.39990234375,2213432
2024-12-12,2467.4365234375,2477.875,2531.5,2455.0,2461.5,4231862
2024-12-13,2414.734375,2424.949951171875,2486.10009765625,2370.64990234375,2477.75,4070802
2024-12-16,2504.728759765625,2515.324951171875,2526.0,2421.0,2425.0,4278376
2024-12-17,2644.437744140625,2655.625,2674.5,2505.0,2527.5,10943358
2024-12-18,2539.606201171875,2550.35009765625,2655.5,2540.050048828125,2644.0,5889628
2024-12-19,2508.78662109375,2519.39990234375,2561.47509765625,2470.60009765625,2478.050048828125,3825384
2024-12-20,2352.099609375,2362.050048828125,2571.97509765625,2350.5,2545.0,5346270
2024-12-23,2327.229736328125,2337.074951171875,2418.35009765625,2295.300048828125,2407.0,4541208
2024-12-24,2304.99853515625,2314.75,2391.89990234375,2276.0,2345.97509765625,3149024
2024-12-26,2354.91259765625,2364.875,2425.0,2311.0,2325.0,6195066
2024-12-27,2307.637451171875,2317.39990234375,2392.5,2292.199951171875,2375.0,2629581
2024-12-30,2259.4912109375,2269.050048828125,2310.0,2236.050048828125,2300.0,1907300
2024-12-31,2218.4150390625,2227.800048828125,2369.949951171875,2201.800048828125,2320.0,4785547
2025-01-01,2234.34765625,2243.800048828125,2284.0,2220.0,2230.0,1981901
2025-01-02,2244.30517578125,2253.800048828125,2293.199951171875,2245.0,2260.0,1434052
2025-01-03,2227.4765625,2236.89990234375,2297.85009765625,2231.14990234375,2255.5,1592341
2025-01-06,2121.37548828125,2130.35009765625,2235.0,2120.0,2235.0,1781399
2025-01-07,2171.364013671875,2180.550048828125,2222.0,2107.050048828125,2130.35009765625,2097861
2025-01-08,2146.61865234375,2155.699951171875,2200.85009765625,2138.800048828125,2185.050048828125,1430865
2025-01-09,2223.144775390625,2232.550048828125,2251.199951171875,2132.85009765625,2150.0,2089236
2025-01-10,2213.784423828125,2223.14990234375,2254.0,2167.300048828125,2225.0,1622550
2025-01-13,2019.75537109375,2028.300048828125,2203.75,2005.0,2165.0,2191902
2025-01-14,2222.149169921875,2231.550048828125,2250.0,2055.050048828125,2057.800048828125,5145777
2025-01-15,2219.75927734375,2229.14990234375,2321.0,2215.449951171875,2255.0,3311823
2025-01-16,2238.67919921875,2248.14990234375,2278.0,2232.199951171875,2254.699951171875,1230427
2025-01-17,2305.29736328125,2315.050048828125,2337.25,2227.5,2246.800048828125,2714853
2025-01-20,2428.177490234375,2438.449951171875,2496.300048828125,2302.10009765625,2320.0,5731147
2025-01-21,2341.942626953125,2351.85009765625,2490.0,2333.35009765625,2460.0,3319166
2025-01-22,2278.1123046875,2287.75,2367.14990234375,2217.0,2355.0,2433006
2025-01-23,2309.77880859375,2319.550048828125,2423.0,2256.60009765625,2275.85009765625,3898601
2025-01-24,2289.86279296875,2299.550048828125,2387.0,2277.0,2340.0,2587979
2025-01-27,2219.06201171875,2228.449951171875,2289.699951171875,2191.35009765625,2289.699951171875,1645667
2025-01-28,2312.9150390625,2322.699951171875,2346.949951171875,2084.5,2240.0,5139156
2025-01-29,2345.12890625,2355.050048828125,2410.0,2328.300048828125,2343.0,2838163
2025-01-30,2340.797119140625,2350.699951171875,2414.0,2331.0,2358.800048828125,2169832
2025-01-31,2487.974609375,2498.5,2515.0,2344.949951171875,2355.949951171875,5589552
2025-02-01,2369.675048828125,2379.699951171875,2587.300048828125,2323.050048828125,2509.64990234375,7472837
2025-02-03,2224.8876953125,2234.300048828125,2364.5,2220.10009765625,2330.0,3309775
2025-02-04,2186.998046875,2196.25,2298.75,2170.0,2270.0,3509717
2025-02-05,2194.21728515625,2203.5,2263.300048828125,2195.10009765625,2227.0,1873132
2025-02-06,2189.23828125,2198.5,2244.800048828125,2187.449951171875,2217.0,1627093
2025-02-07,2220.8046875,2230.199951171875,2274.85009765625,2171.10009765625,2197.0,3731060
2025-02-10,2191.876953125,2201.14990234375,2439.89990234375,2162.0,2248.0,14991371
2025-02-11,2175.99462890625,2185.199951171875,2246.0,2167.25,2216.0,5685967
2025-02-12,2180.724365234375,2189.949951171875,2213.949951171875,2065.199951171875,2185.0,7310164
2025-02-13,2202.18359375,2211.5,2314.949951171875,2187.60009765625,2205.0,5307033
2025-02-14,2157.2236328125,2166.35009765625,2253.0,2154.550048828125,2238.0,3831670
2025-02-17,2074.32470703125,2083.10009765625,2159.89990234375,2075.0,2143.800048828125,3195135
2025-02-18,1953.4857177734375,1961.75,2103.0,1943.5,2087.0,3808456
2025-02-19,2170.916015625,2180.10009765625,2196.800048828125,1918.050048828125,1940.0,8336084
2025-02-20,2145.224609375,2154.300048828125,2181.800048828125,2110.300048828125,2134.699951171875,2789656
2025-02-21,2110.521240234375,2119.449951171875,2219.85009765625,2106.0,2145.800048828125,3003528
2025-02-24,2141.98828125,2151.050048828125,2186.199951171875,2056.449951171875,2079.0,4314616
2025-02-25,2114.305419921875,2123.25,2207.050048828125,2115.0,2157.949951171875,3111381
2025-02-27,2093.094970703125,2101.949951171875,2149.5,2086.0,2131.0,1410640
2025-02-28,2122.072509765625,2131.050048828125,2151.0,2047.9000244140625,2070.0,2931250
2025-03-03,2144.0791015625,2153.14990234375,2177.800048828125,2100.0,2148.0,2645210
2025-03-04,2153.39013671875,2162.5,2272.0,2123.14990234375,2125.550048828125,4105980
2025-03-05,2237.2353515625,2246.699951171875,2255.0,2151.050048828125,2170.0,2916402
2025-03-06,2232.953369140625,2242.39990234375,2299.85009765625,2234.0,2275.0,1774308
2025-03-07,2328.349853515625,2338.199951171875,2352.949951171875,2223.699951171875,2242.89990234375,4654555
2025-03-10,2292.999267578125,2302.699951171875,2364.550048828125,2286.89990234375,2344.699951171875,1718810
2025-03-11,2246.4462890625,2255.949951171875,2276.0,2222.0,2265.0,1811862
2025-03-12,2246.396728515625,2255.89990234375,2296.25,2232.39990234375,2274.0,1317140
2025-03-13,2306.243408203125,2316.0,2340.0,2235.89990234375,2267.050048828125,2934181
2025-03-17,2312.267822265625,2322.050048828125,2348.0,2281.10009765625,2320.0,2382011
2025-03-18,2312.267822265625,2322.050048828125,2322.050048828125,2322.050048828125,2322.050048828125,0
2025-03-19,2614.1904296875,2625.25,2648.0,2375.0,2385.0,12696711
2025-03-20,2622.007568359375,2633.10009765625,2762.89990234375,2551.800048828125,2670.35009765625,8617711
2025-03-21,2580.483154296875,2591.39990234375,2651.10009765625,2576.85009765625,2642.0,3471761
2025-03-24,2643.6162109375,2654.800048828125,2711.64990234375,2605.5,2614.75,5284512
2025-03-25,2603.48583984375,2614.5,2689.0,2588.39990234375,2681.14990234375,2354469
2025-03-26,2632.01513671875,2643.14990234375,2722.0,2601.0,2620.050048828125,6876106
2025-03-27,2683.995361328125,2695.35009765625,2719.0,2625.300048828125,2642.0,4414954
2025-03-28,2632.66259765625,2643.800048828125,2752.0,2633.699951171875,2724.0,3032671
2025-04-01,2567.687255859375,2578.550048828125,2685.0,2570.0,2634.0,2040072
2025-04-02,2592.980224609375,2603.949951171875,2610.0,2520.300048828125,2585.0,1779301
2025-04-03,2726.017578125,2737.550048828125,2753.449951171875,2554.35009765625,2569.949951171875,4664581
2025-04-04,2531.490478515625,2542.199951171875,2594.300048828125,2537.0,2575.0,4808454
2025-04-07,2307.5380859375,2317.300048828125,2373.64990234375,2200.0,2221.050048828125,4104683
