date_,adj close_elecon.ns,close_elecon.ns,high_elecon.ns,low_elecon.ns,open_elecon.ns,volume_elecon.ns
2024-01-16,513.7109375,516.5999755859375,545.0,502.57501220703125,537.0,1020288
2024-01-17,506.55120849609375,509.3999938964844,521.0250244140625,505.0,512.5,580380
2024-01-18,505.23358154296875,508.07501220703125,514.0,478.7749938964844,508.5,889816
2024-01-19,539.739501953125,542.7750244140625,545.5,511.29998779296875,512.5,1327940
2024-01-23,502.44927978515625,505.2749938964844,550.0,502.5,548.1749877929688,970296
2024-01-24,526.5885009765625,529.5499877929688,533.8499755859375,497.5249938964844,500.0,857026
2024-01-25,515.2025146484375,518.0999755859375,559.9500122070312,512.9249877929688,533.2999877929688,2579856
2024-01-29,529.149169921875,532.125,542.0,519.5,525.0,1046178
2024-01-30,539.8638305664062,542.9000244140625,561.0,533.5499877929688,535.6749877929688,1616894
2024-01-31,547.2224731445312,550.2999877929688,554.5,531.625,545.0,936096
2024-02-01,531.9334106445312,534.9249877929688,554.5999755859375,532.375,553.0750122070312,639054
2024-02-02,530.6656494140625,533.6500244140625,549.0,530.0,537.5999755859375,571380
2024-02-05,530.9390258789062,533.9249877929688,544.5,529.0999755859375,538.2999877929688,565780
2024-02-06,521.0695190429688,524.0,537.1749877929688,521.5,535.0,313370
2024-02-07,525.4697875976562,528.4249877929688,534.5,522.9249877929688,527.0,246202
2024-02-08,518.3598022460938,521.2750244140625,530.5,520.0250244140625,530.5,232792
2024-02-09,504.23919677734375,507.07501220703125,524.25,498.2250061035156,521.0,425696
2024-02-12,489.8202819824219,492.57501220703125,507.57501220703125,490.5,507.07501220703125,290614
2024-02-13,500.1372375488281,502.95001220703125,507.42498779296875,485.67498779296875,492.6000061035156,228058
2024-02-14,516.29638671875,519.2000122070312,523.9000244140625,495.125,495.125,349352
2024-02-15,510.3547668457031,513.2249755859375,531.9749755859375,511.7749938964844,522.3250122070312,308460
2024-02-16,507.2472229003906,510.1000061035156,525.0,505.54998779296875,517.2249755859375,334224
2024-02-19,518.7823486328125,521.7000122070312,529.9500122070312,511.0,515.2000122070312,378832
2024-02-20,507.9184875488281,510.7749938964844,526.625,509.0,522.5,261668
2024-02-21,496.9054260253906,499.70001220703125,518.0,493.0249938964844,515.9000244140625,392552
2024-02-22,495.861328125,498.6499938964844,504.7749938964844,495.5,498.5,251754
2024-02-23,506.6009216308594,509.45001220703125,514.3499755859375,499.5,502.5,315512
2024-02-26,496.8308410644531,499.625,512.9749755859375,497.5,512.0,236244
2024-02-27,472.84075927734375,475.5,503.45001220703125,466.5,500.0,658530
2024-02-28,466.7748718261719,469.3999938964844,485.5,462.0,483.0,407968
2024-02-29,498.2727355957031,501.07501220703125,506.95001220703125,455.5,471.70001220703125,1109074
2024-03-01,492.1820068359375,494.95001220703125,504.8999938964844,493.0249938964844,499.45001220703125,225424
2024-03-04,492.7538146972656,495.5249938964844,500.7749938964844,487.70001220703125,499.7250061035156,222376
2024-03-05,488.1049499511719,490.8500061035156,499.5,488.0,499.0,267442
2024-03-06,468.66424560546875,471.29998779296875,491.125,466.5,490.54998779296875,479178
2024-03-07,478.4840087890625,481.17498779296875,482.95001220703125,465.2250061035156,472.875,355400
2024-03-11,468.78857421875,471.42498779296875,481.5,460.5,481.17498779296875,574230
2024-03-12,432.6915588378906,435.125,476.0,429.5,465.0249938964844,842848
2024-03-13,402.6355895996094,404.8999938964844,442.3500061035156,397.54998779296875,439.9750061035156,1131824
2024-03-14,419.63995361328125,422.0,430.0,395.1499938964844,411.5,717054
2024-03-15,434.0340576171875,436.4750061035156,446.67498779296875,420.5,427.6499938964844,3864478
2024-03-18,421.8525390625,424.2250061035156,439.25,421.25,435.0,442180
2024-03-19,417.20367431640625,419.54998779296875,428.25,416.0249938964844,428.25,226890
2024-03-20,418.07373046875,420.42498779296875,430.0,412.5,423.0,275906
2024-03-21,442.4118957519531,444.8999938964844,452.70001220703125,427.1499938964844,427.5,469570
2024-03-22,457.5517272949219,460.125,462.3500061035156,440.57501220703125,444.5249938964844,547266
2024-03-26,468.9874572753906,471.625,474.3500061035156,452.70001220703125,460.125,492480
2024-03-27,477.3901672363281,480.07501220703125,485.5,464.04998779296875,474.95001220703125,621252
2024-03-28,471.7220458984375,474.375,487.20001220703125,466.95001220703125,485.0,246362
2024-04-01,486.0415344238281,488.7749938964844,489.8500061035156,477.375,479.17498779296875,210674
2024-04-02,483.77923583984375,486.5,494.2749938964844,481.07501220703125,490.75,150130
2024-04-03,486.1409912109375,488.875,491.0,480.0,488.25,201590
2024-04-04,488.90045166015625,491.6499938964844,497.67498779296875,486.625,493.7749938964844,202458
2024-04-05,499.8140563964844,502.625,507.7250061035156,486.5,491.6499938964844,280296
2024-04-08,509.03717041015625,511.8999938964844,516.0499877929688,505.5249938964844,507.54998779296875,347430
2024-04-09,497.85009765625,500.6499938964844,516.0,497.5,513.9749755859375,305544
2024-04-10,496.6817321777344,499.4750061035156,509.6000061035156,494.32501220703125,502.75,144100
2024-04-12,483.28204345703125,486.0,504.04998779296875,485.0,502.17498779296875,292348
2024-04-15,491.3616027832031,494.125,511.5,484.0,487.95001220703125,650590
2024-04-16,504.3634948730469,507.20001220703125,510.9750061035156,494.125,494.125,416196
2024-04-18,527.5331420898438,530.5,535.0,512.5,513.8499755859375,950688
2024-04-19,579.8638916015625,583.125,598.9749755859375,515.0,524.0,5322852
2024-04-22,574.6183471679688,577.8499755859375,622.5,570.5499877929688,617.5,2659156
2024-04-23,560.0751342773438,563.2249755859375,589.0,556.6749877929688,588.8499755859375,1012516
2024-04-24,571.0384521484375,574.25,585.0,566.0,568.5,748662
2024-04-25,567.8067016601562,571.0,579.75,565.0250244140625,574.9500122070312,424652
2024-04-26,559.9508666992188,563.0999755859375,572.7249755859375,560.0,565.5,369180
2024-04-29,576.1348266601562,579.375,589.5,560.7249755859375,564.4500122070312,481912
2024-04-30,564.0031127929688,567.1749877929688,582.9749755859375,565.0,580.0,404124
2024-05-02,566.265380859375,569.4500122070312,581.5499877929688,561.6749877929688,569.0250244140625,419062
2024-05-03,545.65625,548.7249755859375,572.8499755859375,542.4749755859375,569.4749755859375,593464
2024-05-06,526.8619384765625,529.8250122070312,554.0999755859375,526.2750244140625,550.0,522904
2024-05-07,518.0614013671875,520.9749755859375,531.5,513.4000244140625,530.0,339022
2024-05-08,530.09375,533.0750122070312,535.5,514.5250244140625,521.1749877929688,296576
2024-05-09,501.8277587890625,504.6499938964844,535.4749755859375,500.5,534.5,439834
2024-05-10,495.4386901855469,498.2250061035156,517.5999755859375,460.0249938964844,480.20001220703125,1894588
2024-05-13,500.98248291015625,503.79998779296875,506.6000061035156,480.7749938964844,497.92498779296875,719632
2024-05-14,544.3387451171875,547.4000244140625,552.875,504.45001220703125,504.5,1220846
2024-05-15,545.805419921875,548.875,556.3250122070312,535.5499877929688,555.0,456348
2024-05-16,569.0745849609375,572.2750244140625,574.875,548.5999755859375,548.75,1046734
2024-05-17,568.3536376953125,571.5499877929688,583.5499877929688,565.25,571.9500122070312,673894
2024-05-21,567.533203125,570.7249755859375,581.625,568.3250122070312,577.8499755859375,508304
2024-05-22,568.8259887695312,572.0250244140625,583.4500122070312,568.0,570.9749755859375,748374
2024-05-23,568.0304565429688,571.2249755859375,577.5,566.5,572.0250244140625,468792
2024-05-24,569.745849609375,572.9500122070312,579.25,563.0250244140625,569.5,341304
2024-05-27,578.5462646484375,581.7999877929688,594.2999877929688,573.0499877929688,575.0,842676
2024-05-28,566.538818359375,569.7249755859375,590.0,564.9749755859375,585.0,478316
2024-05-29,552.6917114257812,555.7999877929688,574.5999755859375,553.7999877929688,565.0,225808
2024-05-30,544.4132080078125,547.4749755859375,566.75,542.5499877929688,555.0250244140625,333936
2024-05-31,551.4486694335938,554.5499877929688,559.0,537.8250122070312,549.5,447906
2024-06-03,572.0079956054688,575.2249755859375,590.0,564.2000122070312,590.0,799186
2024-06-04,512.2938232421875,515.1749877929688,570.0,477.0,570.0,897156
2024-06-05,499.14288330078125,501.95001220703125,533.2249755859375,487.1499938964844,516.0,1091548
