date_,adj close_hindunilvr.ns,close_hindunilvr.ns,high_hindunilvr.ns,low_hindunilvr.ns,open_hindunilvr.ns,volume_hindunilvr.ns
2024-01-16,2469.4619140625,2569.10009765625,2584.60009765625,2556.35009765625,2573.199951171875,1599406
2024-01-17,2463.502197265625,2562.89990234375,2571.35009765625,2539.75,2549.0,3047652
2024-01-18,2449.18017578125,2548.0,2570.0,2537.550048828125,2570.0,1273095
2024-01-19,2465.905029296875,2565.39990234375,2573.949951171875,2532.0,2565.0,1323064
2024-01-23,2283.418212890625,2375.550048828125,2480.5,2365.449951171875,2451.0,4369332
2024-01-24,2346.95458984375,2441.64990234375,2445.89990234375,2367.14990234375,2388.0,1551469
2024-01-25,2334.122314453125,2428.300048828125,2468.0,2420.199951171875,2454.800048828125,2364765
2024-01-29,2349.59814453125,2444.39990234375,2449.0,2410.0,2410.0,1587091
2024-01-30,2363.295166015625,2458.64990234375,2494.550048828125,2447.300048828125,2454.0,1793711
2024-01-31,2385.307373046875,2481.550048828125,2485.89990234375,2441.75,2450.0,1445004
2024-02-01,2377.665771484375,2473.60009765625,2511.550048828125,2468.35009765625,2475.10009765625,1727534
2024-02-02,2357.47998046875,2452.60009765625,2486.89990234375,2442.0,2477.0,1956115
2024-02-05,2325.66357421875,2419.5,2464.75,2412.75,2464.0,1315445
2024-02-06,2332.248046875,2426.35009765625,2441.35009765625,2418.050048828125,2424.949951171875,1557511
2024-02-07,2331.3828125,2425.449951171875,2439.89990234375,2411.550048828125,2439.89990234375,1149076
2024-02-08,2323.30859375,2417.050048828125,2441.800048828125,2399.0,2441.800048828125,1758661
2024-02-09,2330.133056640625,2424.14990234375,2428.449951171875,2406.10009765625,2417.050048828125,886474
2024-02-12,2293.126220703125,2385.64990234375,2429.85009765625,2382.0,2424.10009765625,1292460
2024-02-13,2301.15283203125,2394.0,2400.949951171875,2380.10009765625,2390.0,957865
2024-02-14,2295.33740234375,2387.949951171875,2394.0,2370.0,2385.0,1397975
2024-02-15,2259.676025390625,2350.85009765625,2384.699951171875,2346.75,2368.35009765625,2553695
2024-02-16,2283.130126953125,2375.25,2382.0,2357.60009765625,2369.949951171875,2363302
2024-02-19,2294.568359375,2387.14990234375,2394.949951171875,2373.800048828125,2389.5,576683
2024-02-20,2310.86083984375,2404.10009765625,2408.449951171875,2368.199951171875,2370.10009765625,1032995
2024-02-21,2313.74462890625,2407.10009765625,2422.800048828125,2394.10009765625,2404.10009765625,1127778
2024-02-22,2295.481689453125,2388.10009765625,2420.300048828125,2365.75,2420.300048828125,2258516
2024-02-23,2301.24853515625,2394.10009765625,2405.5,2383.949951171875,2388.550048828125,1210775
2024-02-26,2311.0048828125,2404.25,2406.550048828125,2380.0,2391.10009765625,831596
2024-02-27,2312.0146484375,2405.300048828125,2408.949951171875,2389.14990234375,2404.050048828125,1120424
2024-02-28,2327.634521484375,2421.550048828125,2425.0,2401.0,2411.10009765625,629152
2024-02-29,2318.7431640625,2412.300048828125,2428.800048828125,2397.25,2425.0,2848084
2024-03-01,2316.243896484375,2409.699951171875,2438.800048828125,2404.0,2416.949951171875,2326244
2024-03-04,2328.066650390625,2422.0,2427.89990234375,2404.39990234375,2416.199951171875,1501261
2024-03-05,2306.77587890625,2399.85009765625,2420.0,2391.10009765625,2405.0,1587199
2024-03-06,2307.68896484375,2400.800048828125,2408.85009765625,2375.300048828125,2404.0,1354111
2024-03-07,2325.711669921875,2419.550048828125,2426.0,2403.0,2404.949951171875,1820704
2024-03-11,2297.16357421875,2389.85009765625,2413.0,2383.550048828125,2409.0,2040761
2024-03-12,2285.91748046875,2378.14990234375,2385.0,2360.800048828125,2380.0,1012157
2024-03-13,2222.90966796875,2312.60009765625,2375.0,2303.85009765625,2375.0,2322669
2024-03-14,2244.056396484375,2334.60009765625,2341.699951171875,2301.85009765625,2304.85009765625,2292515
2024-03-15,2237.424072265625,2327.699951171875,2336.949951171875,2315.89990234375,2330.050048828125,2751403
2024-03-18,2210.750244140625,2299.949951171875,2325.0,2297.0,2320.800048828125,2487402
2024-03-19,2179.030029296875,2266.949951171875,2303.89990234375,2246.85009765625,2283.25,4220638
2024-03-20,2154.999755859375,2241.949951171875,2265.449951171875,2240.0,2250.0,2995013
2024-03-21,2155.384033203125,2242.35009765625,2259.14990234375,2234.0,2234.0,3504486
2024-03-22,2169.03369140625,2256.550048828125,2266.0,2232.050048828125,2239.050048828125,3507809
2024-03-26,2153.12548828125,2240.0,2259.14990234375,2232.0,2232.10009765625,3027027
2024-03-27,2152.8369140625,2239.699951171875,2263.0,2236.0,2250.0,2168861
2024-03-28,2176.53125,2264.35009765625,2287.89990234375,2240.10009765625,2245.0,3186360
2024-04-01,2197.244873046875,2285.89990234375,2295.0,2262.0,2270.0,1427873
2024-04-02,2198.01416015625,2286.699951171875,2298.0,2277.050048828125,2298.0,1221495
2024-04-03,2177.347900390625,2265.199951171875,2281.85009765625,2261.050048828125,2281.85009765625,1175309
2024-04-04,2177.107666015625,2264.949951171875,2282.0,2249.25,2270.0,1890255
2024-04-05,2179.030029296875,2266.949951171875,2280.5,2258.10009765625,2264.949951171875,1153449
2024-04-08,2180.95263671875,2268.949951171875,2288.949951171875,2267.199951171875,2277.0,1127294
2024-04-09,2176.338623046875,2264.14990234375,2274.60009765625,2255.75,2271.0,1189343
2024-04-10,2173.21435546875,2260.89990234375,2276.89990234375,2257.699951171875,2276.89990234375,2308993
2024-04-12,2145.72412109375,2232.300048828125,2264.85009765625,2228.60009765625,2260.89990234375,3388551
2024-04-15,2108.95751953125,2194.050048828125,2227.75,2190.0,2227.699951171875,4909564
2024-04-16,2134.670166015625,2220.800048828125,2231.25,2172.050048828125,2183.0,2821129
2024-04-18,2128.90283203125,2214.800048828125,2237.699951171875,2209.050048828125,2215.050048828125,3392171
2024-04-19,2145.05126953125,2231.60009765625,2243.75,2196.0,2220.0,2337694
2024-04-22,2154.5673828125,2241.5,2253.550048828125,2229.050048828125,2250.0,1804108
2024-04-23,2174.9931640625,2262.75,2273.5,2248.699951171875,2253.0,1991778
2024-04-24,2172.590087890625,2260.25,2268.35009765625,2245.64990234375,2266.050048828125,1404398
2024-04-25,2144.33056640625,2230.85009765625,2239.85009765625,2215.10009765625,2238.050048828125,4951866
2024-04-26,2136.447998046875,2222.64990234375,2255.0,2218.60009765625,2245.0,2307512
2024-04-29,2139.764404296875,2226.10009765625,2234.0,2220.0,2234.0,1395292
2024-04-30,2143.945556640625,2230.449951171875,2240.25,2225.0,2232.050048828125,2119102
2024-05-02,2139.95654296875,2226.300048828125,2243.199951171875,2205.050048828125,2205.050048828125,2140383
2024-05-03,2131.0654296875,2217.050048828125,2235.64990234375,2204.0,2232.0,2595307
2024-05-06,2168.697021484375,2256.199951171875,2261.5,2212.0,2225.0,1619256
2024-05-07,2287.118896484375,2379.39990234375,2389.60009765625,2259.0,2266.0,8277810
2024-05-08,2250.25634765625,2341.050048828125,2372.25,2325.0,2366.39990234375,1813439
2024-05-09,2235.453369140625,2325.64990234375,2362.10009765625,2319.449951171875,2340.60009765625,1558987
2024-05-10,2270.922607421875,2362.550048828125,2371.0,2321.0,2321.0,2610266
2024-05-13,2269.095947265625,2360.64990234375,2381.64990234375,2347.89990234375,2374.0,1170617
2024-05-14,2258.474609375,2349.60009765625,2372.300048828125,2346.75,2360.60009765625,689430
2024-05-15,2233.19482421875,2323.300048828125,2355.800048828125,2317.64990234375,2349.550048828125,812282
2024-05-16,2252.274658203125,2343.14990234375,2348.10009765625,2301.35009765625,2337.0,1880021
2024-05-17,2230.359130859375,2320.35009765625,2351.89990234375,2315.10009765625,2351.89990234375,1264582
2024-05-21,2221.08349609375,2310.699951171875,2324.800048828125,2301.75,2307.0,1663959
2024-05-22,2275.103515625,2366.89990234375,2374.0,2310.699951171875,2311.0,1914851
2024-05-23,2290.0986328125,2382.5,2386.800048828125,2355.0,2366.89990234375,1614718
2024-05-24,2277.170654296875,2369.050048828125,2383.25,2364.699951171875,2378.5,974100
2024-05-27,2292.021240234375,2384.5,2399.949951171875,2362.5,2369.050048828125,1116934
2024-05-28,2303.027099609375,2395.949951171875,2409.0,2378.550048828125,2390.0,1631747
2024-05-29,2281.351806640625,2373.39990234375,2395.0,2369.39990234375,2381.199951171875,1592495
2024-05-30,2260.204833984375,2351.39990234375,2372.449951171875,2334.050048828125,2368.0,1837380
2024-05-31,2238.721923828125,2329.050048828125,2377.449951171875,2317.60009765625,2353.0,5529186
2024-06-03,2264.5302734375,2355.89990234375,2387.449951171875,2344.300048828125,2381.0,1207445
2024-06-04,2399.485107421875,2496.300048828125,2510.050048828125,2342.10009765625,2374.0,7826048
2024-06-05,2501.806884765625,2602.75,2723.949951171875,2525.0,2533.550048828125,11061076
2024-06-06,2450.71826171875,2549.60009765625,2600.0,2518.0,2600.0,4102547
2024-06-07,2477.824462890625,2577.800048828125,2596.5,2525.0,2555.300048828125,3974253
2024-06-10,2465.857177734375,2565.35009765625,2593.64990234375,2546.0,2579.0,1449122
2024-06-11,2457.206298828125,2556.35009765625,2576.699951171875,2551.300048828125,2566.0,1402423
2024-06-12,2430.62841796875,2528.699951171875,2568.0,2517.0,2568.0,1754677
2024-06-13,2390.93017578125,2487.39990234375,2505.800048828125,2446.449951171875,2487.949951171875,3123098
2024-06-14,2406.79931640625,2479.75,2510.39990234375,2470.39990234375,2473.0,1729552
2024-06-18,2413.108154296875,2486.25,2498.0,2473.14990234375,2479.89990234375,1820933
2024-06-19,2384.718505859375,2457.0,2495.0,2451.5,2495.0,986976
2024-06-20,2409.17724609375,2482.199951171875,2490.0,2446.64990234375,2457.0,2163310
2024-06-21,2369.48046875,2441.300048828125,2478.0,2426.550048828125,2475.0,3646215
2024-06-24,2370.35400390625,2442.199951171875,2467.85009765625,2427.050048828125,2435.0,1945519
2024-06-25,2360.648193359375,2432.199951171875,2446.699951171875,2427.89990234375,2439.35009765625,833789
2024-06-26,2373.654052734375,2445.60009765625,2467.0,2432.39990234375,2437.0,1738656
2024-06-27,2389.717041015625,2462.14990234375,2483.199951171875,2436.0,2449.949951171875,3402726
2024-06-28,2400.29638671875,2473.050048828125,2490.5,2462.85009765625,2463.0,2129791
2024-07-01,2431.403564453125,2505.10009765625,2523.0,2450.10009765625,2461.050048828125,3312865
2024-07-02,2412.040283203125,2485.14990234375,2515.0,2479.35009765625,2515.0,1305210
2024-07-03,2436.49951171875,2510.35009765625,2519.85009765625,2474.300048828125,2486.64990234375,1406405
2024-07-04,2422.52294921875,2495.949951171875,2536.85009765625,2492.89990234375,2515.050048828125,1977010
2024-07-05,2472.07080078125,2547.0,2554.0,2495.949951171875,2495.949951171875,1754286
2024-07-08,2511.039794921875,2587.14990234375,2595.0,2536.25,2560.0,2818809
2024-07-09,2513.951171875,2590.14990234375,2614.0,2568.0,2587.14990234375,1479529
2024-07-10,2533.654296875,2610.449951171875,2626.0,2573.0,2581.0,1764036
2024-07-11,2532.1015625,2608.85009765625,2617.050048828125,2590.050048828125,2617.0,1432671
2024-07-12,2545.107177734375,2622.25,2639.5,2601.0,2601.0,1912642
2024-07-15,2543.214599609375,2620.300048828125,2629.25,2613.64990234375,2628.0,920101
2024-07-16,2609.359619140625,2688.449951171875,2725.0,2624.550048828125,2625.949951171875,3298003
2024-07-18,2657.84033203125,2738.39990234375,2751.199951171875,2655.0,2700.0,5569762
2024-07-19,2646.775390625,2727.0,2743.0,2715.949951171875,2739.0,1668862
2024-07-22,2654.831298828125,2735.300048828125,2749.949951171875,2705.64990234375,2705.699951171875,1911629
2024-07-23,2684.968017578125,2766.35009765625,2811.300048828125,2732.0,2746.0,3906259
2024-07-24,2637.118408203125,2717.050048828125,2757.449951171875,2675.10009765625,2748.0,3611927
2024-07-25,2627.55810546875,2707.199951171875,2724.85009765625,2670.0,2717.050048828125,2166670
2024-07-26,2631.294921875,2711.050048828125,2727.0,2687.25,2724.0,2135309
