date_,adj close_hindunilvr.ns,close_hindunilvr.ns,high_hindunilvr.ns,low_hindunilvr.ns,open_hindunilvr.ns,volume_hindunilvr.ns
2024-07-29,2631.82861328125,2711.60009765625,2720.0,2692.800048828125,2711.199951171875,957011
2024-07-30,2612.22265625,2691.39990234375,2754.35009765625,2685.39990234375,2715.60009765625,1560399
2024-07-31,2626.053466796875,2705.64990234375,2709.64990234375,2675.050048828125,2705.0,1751085
2024-08-01,2635.66259765625,2715.550048828125,2724.949951171875,2695.199951171875,2714.0,1886392
2024-08-02,2613.339111328125,2692.550048828125,2759.5,2681.14990234375,2712.0,1738872
2024-08-05,2636.001953125,2715.89990234375,2742.0,2666.199951171875,2675.949951171875,3118731
2024-08-06,2669.147705078125,2750.050048828125,2771.75,2708.64990234375,2720.10009765625,2296031
2024-08-07,2663.32373046875,2744.050048828125,2781.85009765625,2735.5,2781.699951171875,1713875
2024-08-08,2652.793212890625,2733.199951171875,2759.25,2720.39990234375,2754.0,1464161
2024-08-09,2666.38134765625,2747.199951171875,2758.0,2718.60009765625,2756.0,1284031
2024-08-12,2667.837158203125,2748.699951171875,2763.39990234375,2722.39990234375,2738.0,1297178
2024-08-13,2660.751708984375,2741.39990234375,2757.64990234375,2730.10009765625,2742.0,1051237
2024-08-14,2641.97119140625,2722.050048828125,2742.550048828125,2706.60009765625,2741.0,946995
2024-08-16,2667.400390625,2748.25,2753.60009765625,2710.699951171875,2737.89990234375,1727926
2024-08-19,2661.8681640625,2742.550048828125,2759.75,2737.050048828125,2750.050048828125,1130327
2024-08-20,2670.1181640625,2751.050048828125,2756.25,2735.050048828125,2742.550048828125,1097889
2024-08-21,2709.0869140625,2791.199951171875,2795.10009765625,2742.949951171875,2749.5,1417729
2024-08-22,2710.639892578125,2792.800048828125,2810.0,2782.10009765625,2802.949951171875,1552947
2024-08-23,2732.769287109375,2815.60009765625,2821.0,2771.35009765625,2799.199951171875,2111401
2024-08-26,2738.15576171875,2821.14990234375,2834.949951171875,2803.60009765625,2815.60009765625,1152244
2024-08-27,2685.50146484375,2766.89990234375,2824.10009765625,2759.550048828125,2809.0,1357212
2024-08-28,2683.027099609375,2764.35009765625,2781.75,2745.75,2760.0,1723549
2024-08-29,2703.31201171875,2785.25,2810.0,2745.0,2769.949951171875,2129934
2024-08-30,2696.275390625,2778.0,2816.300048828125,2760.10009765625,2795.699951171875,4029712
2024-09-02,2707.000244140625,2789.050048828125,2808.89990234375,2779.0,2794.0,957950
2024-09-03,2712.095947265625,2794.300048828125,2827.949951171875,2775.0,2780.0,2022116
2024-09-04,2757.66455078125,2841.25,2843.85009765625,2771.64990234375,2780.0,1640986
2024-09-05,2754.947021484375,2838.449951171875,2855.0,2823.64990234375,2840.050048828125,1945173
2024-09-06,2755.43212890625,2838.949951171875,2866.449951171875,2828.10009765625,2828.10009765625,1672730
2024-09-09,2835.844970703125,2921.800048828125,2938.199951171875,2843.199951171875,2853.10009765625,3342754
2024-09-10,2813.327392578125,2898.60009765625,2937.60009765625,2887.5,2934.0,1536584
2024-09-11,2818.714111328125,2904.14990234375,2950.0,2898.10009765625,2911.60009765625,1913665
2024-09-12,2869.4267578125,2956.39990234375,2963.39990234375,2894.199951171875,2911.0,2454564
2024-09-13,2846.6669921875,2932.949951171875,2956.39990234375,2918.5,2956.39990234375,1902001
2024-09-16,2782.754150390625,2867.10009765625,2910.0,2807.39990234375,2910.0,1489057
2024-09-17,2788.965576171875,2873.5,2913.89990234375,2860.10009765625,2867.10009765625,1098661
2024-09-18,2791.246826171875,2875.85009765625,2893.550048828125,2861.699951171875,2874.0,464796
2024-09-19,2826.090576171875,2911.75,2934.300048828125,2873.35009765625,2876.25,1713010
2024-09-20,2890.003173828125,2977.60009765625,2989.35009765625,2895.39990234375,2924.800048828125,3641632
2024-09-23,2939.454345703125,3028.550048828125,3035.0,2969.949951171875,2980.0,1300470
2024-09-24,2863.7490234375,2950.550048828125,3020.0,2946.10009765625,3020.0,1929308
2024-09-25,2862.196044921875,2948.949951171875,2960.35009765625,2905.10009765625,2950.550048828125,1055354
2024-09-26,2898.25341796875,2986.10009765625,2992.85009765625,2941.199951171875,2951.10009765625,1902889
2024-09-27,2878.9873046875,2966.25,3030.0,2952.75,2986.10009765625,2977081
2024-09-30,2871.271240234375,2958.300048828125,2997.89990234375,2942.60009765625,2964.199951171875,1627702
2024-10-01,2837.737548828125,2923.75,2962.699951171875,2891.39990234375,2962.699951171875,1184642
2024-10-03,2808.232177734375,2893.35009765625,2923.10009765625,2861.10009765625,2908.75,1233447
2024-10-04,2764.94384765625,2848.75,2914.0,2817.050048828125,2891.0,2456486
2024-10-07,2750.04541015625,2833.39990234375,2866.449951171875,2825.050048828125,2845.0,1280975
2024-10-08,2735.874755859375,2818.800048828125,2886.0,2798.699951171875,2844.0,1761488
2024-10-09,2687.491455078125,2768.949951171875,2825.85009765625,2760.699951171875,2823.39990234375,1476282
2024-10-10,2673.66064453125,2754.699951171875,2787.39990234375,2733.199951171875,2770.0,2065078
2024-10-11,2701.322265625,2783.199951171875,2790.0,2737.050048828125,2764.800048828125,679307
2024-10-14,2707.048828125,2789.10009765625,2804.699951171875,2765.0,2791.60009765625,874010
2024-10-15,2699.623779296875,2781.449951171875,2799.300048828125,2765.25,2793.10009765625,1082666
2024-10-16,2699.4296875,2781.25,2797.550048828125,2755.60009765625,2789.14990234375,1170797
2024-10-17,2658.082763671875,2738.64990234375,2782.0,2723.449951171875,2779.449951171875,1368242
2024-10-18,2637.166748046875,2717.10009765625,2740.0,2693.449951171875,2738.64990234375,1137277
2024-10-21,2614.309814453125,2693.550048828125,2738.0,2680.449951171875,2715.0,792345
2024-10-22,2602.80810546875,2681.699951171875,2710.0,2673.75,2685.10009765625,1272253
2024-10-23,2581.067138671875,2659.300048828125,2693.050048828125,2621.0,2621.0,1431962
2024-10-24,2431.403564453125,2505.10009765625,2647.0,2452.60009765625,2647.0,9216267
2024-10-25,2453.678466796875,2528.050048828125,2540.0,2500.10009765625,2502.300048828125,2761166
2024-10-28,2500.023681640625,2575.800048828125,2589.60009765625,2520.10009765625,2544.0,852829
2024-10-29,2472.70166015625,2547.64990234375,2585.699951171875,2536.0,2585.699951171875,1695654
2024-10-30,2479.787109375,2554.949951171875,2563.300048828125,2533.39990234375,2557.0,1200637
2024-10-31,2453.87255859375,2528.25,2563.5,2524.10009765625,2554.949951171875,1901355
2024-11-01,2462.850341796875,2537.5,2545.949951171875,2511.35009765625,2543.949951171875,118532
2024-11-04,2450.524169921875,2524.800048828125,2547.0,2503.5,2547.0,1097260
2024-11-05,2447.175537109375,2521.35009765625,2530.25,2507.0,2520.0,702046
2024-11-06,2455.374267578125,2500.699951171875,2522.10009765625,2495.0,2515.199951171875,1219166
2024-11-07,2430.630859375,2475.5,2509.89990234375,2466.10009765625,2500.699951171875,1322446
2024-11-08,2462.247314453125,2507.699951171875,2515.25,2467.300048828125,2483.949951171875,1700877
2024-11-11,2445.899169921875,2491.050048828125,2514.89990234375,2475.050048828125,2509.0,1175577
2024-11-12,2416.884765625,2461.5,2496.949951171875,2456.0,2495.0,1624222
2024-11-13,2420.272216796875,2464.949951171875,2472.800048828125,2450.39990234375,2462.10009765625,1262017
2024-11-14,2345.89501953125,2389.199951171875,2464.699951171875,2383.699951171875,2460.39990234375,2443393
2024-11-18,2378.984130859375,2422.89990234375,2425.0,2375.75,2401.14990234375,1374215
2024-11-19,2366.661865234375,2410.35009765625,2440.199951171875,2405.10009765625,2431.89990234375,1133370
2024-11-21,2339.611083984375,2382.800048828125,2424.75,2376.10009765625,2424.75,1291829
2024-11-22,2400.92919921875,2445.25,2452.10009765625,2377.85009765625,2390.949951171875,1696471
2024-11-25,2426.654296875,2471.449951171875,2505.699951171875,2457.60009765625,2470.0,4368045
2024-11-26,2434.263916015625,2479.199951171875,2494.949951171875,2460.39990234375,2486.25,982442
2024-11-27,2441.82421875,2486.89990234375,2492.949951171875,2458.0,2475.14990234375,948232
2024-11-28,2417.572021484375,2462.199951171875,2539.14990234375,2453.199951171875,2486.0,2540530
2024-11-29,2450.906494140625,2496.14990234375,2507.5,2455.10009765625,2455.10009765625,1795164
2024-12-02,2434.214599609375,2479.14990234375,2490.5,2460.550048828125,2485.0,1006993
2024-12-03,2437.847900390625,2482.85009765625,2491.449951171875,2466.0,2480.0,1641588
2024-12-04,2419.830322265625,2464.5,2493.0,2456.550048828125,2481.10009765625,1321495
2024-12-05,2449.385009765625,2494.60009765625,2515.0,2450.050048828125,2465.60009765625,2071795
2024-12-06,2438.780517578125,2483.800048828125,2495.800048828125,2475.0,2495.0,1308086
2024-12-09,2357.23583984375,2400.75,2476.949951171875,2383.300048828125,2465.0,3385021
2024-12-10,2353.897705078125,2397.35009765625,2413.0,2388.300048828125,2408.699951171875,2063838
2024-12-11,2357.824951171875,2401.35009765625,2409.35009765625,2385.0,2405.0,1718225
2024-12-12,2302.447265625,2344.949951171875,2399.949951171875,2338.0,2385.050048828125,3231056
2024-12-13,2346.77880859375,2390.10009765625,2394.550048828125,2333.449951171875,2344.949951171875,2260902
2024-12-16,2323.2626953125,2366.14990234375,2393.0,2363.0,2390.300048828125,1247552
2024-12-17,2320.41552734375,2363.25,2380.0,2353.35009765625,2353.35009765625,2131569
2024-12-18,2316.438720703125,2359.199951171875,2383.0,2350.050048828125,2350.050048828125,988403
2024-12-19,2317.077392578125,2359.85009765625,2386.949951171875,2336.0,2347.0,1655915
2024-12-20,2291.597412109375,2333.89990234375,2373.5,2324.64990234375,2352.10009765625,2069691
2024-12-23,2296.5068359375,2338.89990234375,2351.75,2315.25,2337.0,1066199
2024-12-24,2293.217529296875,2335.550048828125,2356.949951171875,2331.10009765625,2331.10009765625,683646
2024-12-26,2290.46826171875,2332.75,2341.85009765625,2324.699951171875,2332.25,1033769
2024-12-27,2298.814208984375,2341.25,2345.64990234375,2328.25,2343.0,556816
2024-12-30,2301.0234375,2343.5,2359.14990234375,2325.0,2341.5,924180
2024-12-31,2284.67529296875,2326.85009765625,2352.64990234375,2323.25,2340.0,1878762
2025-01-01,2280.011474609375,2322.10009765625,2337.14990234375,2320.25,2325.0,559893
2025-01-02,2327.04296875,2370.0,2379.64990234375,2315.5,2330.0,1650744
2025-01-03,2362.635986328125,2406.25,2414.60009765625,2364.800048828125,2381.85009765625,1274239
2025-01-06,2333.130615234375,2376.199951171875,2418.949951171875,2361.64990234375,2418.0,900419
2025-01-07,2347.46630859375,2390.800048828125,2402.25,2375.25,2377.14990234375,922768
2025-01-08,2357.481201171875,2401.0,2409.0,2368.0,2391.0,953351
2025-01-09,2391.257568359375,2435.39990234375,2473.64990234375,2386.39990234375,2405.050048828125,2425267
2025-01-10,2397.787353515625,2442.050048828125,2456.0,2413.800048828125,2435.39990234375,1651911
2025-01-13,2406.5751953125,2451.0,2460.5,2409.050048828125,2417.050048828125,2595013
2025-01-14,2325.0302734375,2367.949951171875,2468.0,2364.10009765625,2465.0,2052741
2025-01-15,2329.989013671875,2373.0,2384.89990234375,2350.10009765625,2373.89990234375,1215150
2025-01-16,2302.496337890625,2345.0,2380.0,2326.050048828125,2376.949951171875,2762596
2025-01-17,2311.333251953125,2354.0,2379.300048828125,2343.0,2350.0,1333005
2025-01-20,2302.692626953125,2345.199951171875,2368.0,2335.64990234375,2356.449951171875,1382273
2025-01-21,2298.077880859375,2340.5,2377.300048828125,2332.449951171875,2353.5,1842885
2025-01-22,2300.4833984375,2342.949951171875,2362.0,2332.199951171875,2342.550048828125,2658047
2025-01-23,2279.618408203125,2321.699951171875,2341.300048828125,2253.85009765625,2315.0,3408925
2025-01-24,2325.177734375,2368.10009765625,2380.800048828125,2323.0,2332.85009765625,1688664
2025-01-27,2349.47900390625,2392.85009765625,2409.699951171875,2361.14990234375,2365.0,2477358
2025-01-28,2345.551513671875,2388.85009765625,2407.0,2379.449951171875,2401.0,1892156
2025-01-29,2340.740234375,2383.949951171875,2396.0,2364.0,2385.14990234375,699576
2025-01-30,2365.0908203125,2408.75,2425.0,2384.0,2384.0,1419960
2025-01-31,2424.052490234375,2468.800048828125,2479.0,2401.5,2401.5,2116148
2025-02-01,2460.627197265625,2506.050048828125,2602.0,2435.14990234375,2475.0,2970999
2025-02-03,2397.68896484375,2441.949951171875,2520.0,2416.5,2505.0,2528480
2025-02-04,2393.859619140625,2438.050048828125,2450.0,2402.85009765625,2450.0,1992474
2025-02-05,2347.711669921875,2391.050048828125,2453.0,2387.0,2453.0,1357416
2025-02-06,2329.694091796875,2372.699951171875,2408.949951171875,2360.300048828125,2400.0,1132113
2025-02-07,2321.004638671875,2363.85009765625,2381.949951171875,2336.10009765625,2380.0,855602
2025-02-10,2318.648193359375,2361.449951171875,2398.0,2352.050048828125,2370.89990234375,1326354
2025-02-11,2273.28564453125,2315.25,2377.949951171875,2296.550048828125,2371.0,1389260
2025-02-12,2290.22265625,2332.5,2339.89990234375,2305.10009765625,2325.699951171875,1341909
2025-02-13,2279.42236328125,2321.5,2345.60009765625,2313.35009765625,2330.10009765625,1334967
2025-02-14,2276.329345703125,2318.35009765625,2366.0,2313.39990234375,2322.0,1135380
2025-02-17,2287.178955078125,2329.39990234375,2336.0,2300.0,2318.35009765625,1409168
2025-02-18,2254.384521484375,2296.0,2338.550048828125,2288.0,2329.39990234375,1035705
2025-02-19,2209.61083984375,2250.39990234375,2305.699951171875,2248.0,2298.75,1521343
2025-02-20,2207.303466796875,2248.050048828125,2254.449951171875,2226.5,2250.39990234375,2206196
2025-02-21,2201.01953125,2241.64990234375,2253.550048828125,2226.39990234375,2248.050048828125,1781509
2025-02-24,2200.822998046875,2241.449951171875,2251.0,2218.800048828125,2230.0,1627949
2025-02-25,2218.349609375,2259.300048828125,2269.60009765625,2237.949951171875,2243.0,1988040
2025-02-27,2204.259521484375,2244.949951171875,2269.64990234375,2233.10009765625,2269.64990234375,1699658
2025-02-28,2150.55126953125,2190.25,2249.60009765625,2185.85009765625,2245.050048828125,3683249
2025-03-03,2137.39404296875,2176.85009765625,2199.0,2158.5,2199.0,1306470
2025-03-04,2118.24755859375,2157.35009765625,2180.0,2136.0,2179.949951171875,1800330
2025-03-05,2131.110107421875,2170.449951171875,2191.89990234375,2150.0,2152.0,1145673
2025-03-06,2178.73095703125,2218.949951171875,2229.800048828125,2163.75,2175.0,1856868
2025-03-07,2164.592041015625,2204.550048828125,2226.699951171875,2189.199951171875,2226.699951171875,1738356
2025-03-10,2207.009033203125,2247.75,2267.14990234375,2194.64990234375,2208.0,1242387
2025-03-11,2176.76708984375,2216.949951171875,2262.449951171875,2211.25,2240.0,1325891
2025-03-12,2153.153076171875,2192.89990234375,2229.949951171875,2185.0,2217.35009765625,1526212
2025-03-13,2135.38134765625,2174.800048828125,2209.949951171875,2164.449951171875,2185.0,1845629
2025-03-17,2131.8955078125,2171.25,2195.449951171875,2156.5,2161.0,1111886
2025-03-18,2131.8955078125,2171.25,2171.25,2171.25,2171.25,0
2025-03-19,2160.173583984375,2200.050048828125,2212.85009765625,2193.449951171875,2207.0,1341405
2025-03-20,2201.755859375,2242.39990234375,2248.89990234375,2188.449951171875,2203.89990234375,1426689
2025-03-21,2205.487060546875,2246.199951171875,2255.199951171875,2225.800048828125,2245.0,2152415
2025-03-24,2215.3056640625,2256.199951171875,2266.0,2241.0,2250.25,1454404
2025-03-25,2230.13232421875,2271.300048828125,2292.0,2243.35009765625,2250.75,2229340
2025-03-26,2205.241455078125,2245.949951171875,2279.89990234375,2237.800048828125,2272.0,1416907
2025-03-27,2203.965087890625,2244.64990234375,2260.89990234375,2200.0,2244.199951171875,3752627
2025-03-28,2217.90771484375,2258.85009765625,2296.0,2240.300048828125,2247.0,2280152
2025-04-01,2193.361083984375,2233.85009765625,2284.64990234375,2220.0,2259.0,2495962
2025-04-02,2197.33740234375,2237.89990234375,2243.699951171875,2190.050048828125,2243.699951171875,1351493
