date_,adj close_akzoindia.ns,close_akzoindia.ns,high_akzoindia.ns,low_akzoindia.ns,open_akzoindia.ns,volume_akzoindia.ns
2024-02-20,2606.793701171875,2822.449951171875,2832.0,2780.050048828125,2823.10009765625,7951
2024-02-21,2582.734130859375,2796.39990234375,2853.800048828125,2775.0,2823.0,14005
2024-02-22,2554.841552734375,2766.199951171875,2796.89990234375,2740.39990234375,2790.0,7814
2024-02-23,2524.73291015625,2733.60009765625,2775.39990234375,2721.050048828125,2766.199951171875,8467
2024-02-26,2477.7216796875,2682.699951171875,2753.949951171875,2674.0,2750.050048828125,8969
2024-02-27,2435.79052734375,2637.300048828125,2682.699951171875,2590.0,2682.699951171875,30204
2024-02-28,2368.36865234375,2564.300048828125,2657.39990234375,2560.39990234375,2657.39990234375,17136
2024-02-29,2323.851318359375,2516.10009765625,2581.85009765625,2505.0,2565.0,19252
2024-03-01,2305.979736328125,2496.75,2548.35009765625,2487.14990234375,2516.10009765625,16460
2024-03-04,2301.777099609375,2492.199951171875,2540.64990234375,2468.10009765625,2540.60009765625,16463
2024-03-05,2265.3876953125,2452.800048828125,2500.449951171875,2450.10009765625,2495.0,12686
2024-03-06,2251.21044921875,2437.449951171875,2471.949951171875,2426.25,2462.0,19866
2024-03-07,2233.89306640625,2418.699951171875,2500.050048828125,2413.25,2466.050048828125,19348
2024-03-11,2214.497802734375,2397.699951171875,2437.25,2390.0,2428.60009765625,13456
2024-03-12,2209.049072265625,2391.800048828125,2435.0,2359.949951171875,2397.0,26629
2024-03-13,2111.5634765625,2286.25,2390.949951171875,2267.0,2385.0,57387
2024-03-14,2143.24267578125,2320.550048828125,2343.14990234375,2288.35009765625,2300.5,15621
2024-03-15,2211.91162109375,2394.89990234375,2448.25,2323.89990234375,2328.64990234375,23068
2024-03-18,2288.939453125,2478.300048828125,2494.0,2377.699951171875,2390.0,22621
2024-03-19,2246.084228515625,2431.89990234375,2481.949951171875,2414.60009765625,2481.949951171875,11336
2024-03-20,2214.359375,2397.550048828125,2439.25,2388.75,2439.10009765625,5179
2024-03-21,2247.5625,2433.5,2460.0,2387.550048828125,2405.0,9373
2024-03-22,2274.3466796875,2462.5,2474.85009765625,2405.300048828125,2433.5,9594
2024-03-26,2215.975830078125,2399.300048828125,2469.89990234375,2392.60009765625,2469.89990234375,10329
2024-03-27,2228.998291015625,2413.39990234375,2421.0,2390.0,2421.0,8861
2024-03-28,2202.490966796875,2384.699951171875,2435.0,2365.0,2415.0,24592
2024-04-01,2232.41552734375,2417.10009765625,2438.0,2386.10009765625,2405.449951171875,11458
2024-04-02,2260.492919921875,2447.5,2451.949951171875,2423.10009765625,2424.0,5899
2024-04-03,2260.723388671875,2447.75,2459.75,2435.0,2459.75,7981
2024-04-04,2275.3623046875,2463.60009765625,2484.449951171875,2424.39990234375,2484.449951171875,9511
2024-04-05,2283.6748046875,2472.60009765625,2482.550048828125,2426.64990234375,2426.64990234375,5486
2024-04-08,2247.8857421875,2433.85009765625,2495.39990234375,2425.0,2477.0,7426
2024-04-09,2260.538818359375,2447.550048828125,2460.0,2426.5,2452.10009765625,22667
2024-04-10,2279.426513671875,2468.0,2480.0,2430.050048828125,2459.800048828125,6929
2024-04-12,2268.066162109375,2455.699951171875,2489.25,2433.0,2480.35009765625,38354
2024-04-15,2261.878173828125,2449.0,2464.64990234375,2387.0,2440.0,15211
2024-04-16,2272.1298828125,2460.10009765625,2499.800048828125,2426.25,2449.0,9468
2024-04-18,2234.95556640625,2419.85009765625,2499.0,2410.0,2468.050048828125,13717
2024-04-19,2222.394775390625,2406.25,2444.10009765625,2382.050048828125,2425.0,9271
2024-04-22,2236.386962890625,2421.39990234375,2455.0,2409.85009765625,2427.5,9186
2024-04-23,2248.94775390625,2435.0,2441.85009765625,2422.0,2433.550048828125,5174
2024-04-24,2262.06298828125,2449.199951171875,2471.949951171875,2438.699951171875,2447.199951171875,6052
2024-04-25,2257.306396484375,2444.050048828125,2475.0,2421.35009765625,2461.449951171875,7726
2024-04-26,2255.41259765625,2442.0,2457.0,2430.0,2450.949951171875,5351
2024-04-29,2261.647216796875,2448.75,2471.949951171875,2420.800048828125,2442.050048828125,5225
2024-04-30,2262.6630859375,2449.85009765625,2471.39990234375,2425.10009765625,2460.0,11250
2024-05-02,2330.0390625,2522.800048828125,2548.0,2457.0,2473.89990234375,31927
2024-05-03,2322.41943359375,2514.550048828125,2589.949951171875,2499.75,2555.0,20907
2024-05-06,2276.84033203125,2465.199951171875,2534.64990234375,2455.050048828125,2525.0,14085
2024-05-07,2308.0576171875,2499.0,2520.0,2463.449951171875,2477.0,14936
2024-05-08,2312.9990234375,2504.35009765625,2515.0,2483.449951171875,2499.0,5810
2024-05-09,2276.470947265625,2464.800048828125,2512.199951171875,2441.5,2504.0,10643
2024-05-10,2304.1787109375,2494.800048828125,2504.0,2446.550048828125,2467.14990234375,10994
2024-05-13,2323.15869140625,2515.35009765625,2525.0,2488.550048828125,2500.0,9967
2024-05-14,2330.454833984375,2523.25,2530.050048828125,2507.300048828125,2515.35009765625,7915
2024-05-15,2358.808837890625,2553.949951171875,2579.0,2512.25,2543.35009765625,13828
2024-05-16,2363.242431640625,2558.75,2614.89990234375,2546.10009765625,2566.75,25200
2024-05-17,2413.716552734375,2613.39990234375,2630.0,2551.64990234375,2558.75,35675
2024-05-21,2366.105712890625,2561.85009765625,2616.14990234375,2553.0,2616.14990234375,13657
2024-05-22,2370.07666015625,2566.14990234375,2582.449951171875,2548.699951171875,2569.449951171875,8654
2024-05-23,2368.87646484375,2564.85009765625,2579.800048828125,2550.0,2575.0,5474
2024-05-24,2375.757080078125,2572.300048828125,2589.0,2548.75,2565.0,6689
2024-05-27,2369.33837890625,2565.35009765625,2594.449951171875,2548.550048828125,2591.0,7727
2024-05-28,2343.3388671875,2537.199951171875,2573.050048828125,2527.0,2565.64990234375,7248
2024-05-29,2360.37890625,2555.64990234375,2559.550048828125,2524.699951171875,2542.14990234375,4538
2024-05-30,2348.649658203125,2542.949951171875,2560.0,2526.10009765625,2560.0,5867
2024-05-31,2369.522705078125,2565.550048828125,2604.89990234375,2529.449951171875,2552.699951171875,18058
2024-06-03,2406.143310546875,2605.199951171875,2611.60009765625,2565.550048828125,2597.699951171875,15817
2024-06-04,2339.921875,2533.5,2609.0,2469.050048828125,2609.0,25755
2024-06-05,2414.732421875,2614.5,2663.64990234375,2527.949951171875,2541.050048828125,48848
2024-06-06,2448.166748046875,2650.699951171875,2659.89990234375,2600.89990234375,2614.5,14734
2024-06-07,2454.400634765625,2657.449951171875,2710.050048828125,2571.699951171875,2652.800048828125,13404
2024-06-10,2481.646728515625,2686.949951171875,2730.0,2631.0,2658.0,14749
2024-06-11,2523.116455078125,2731.85009765625,2755.0,2678.14990234375,2725.949951171875,12102
2024-06-12,2584.95068359375,2798.800048828125,2814.0,2711.25,2711.25,20665
2024-06-13,2600.467041015625,2815.60009765625,2822.949951171875,2775.050048828125,2808.800048828125,15562
2024-06-14,2630.576171875,2848.199951171875,2855.0,2790.0,2819.0,16263
2024-06-18,2588.78369140625,2802.949951171875,2852.75,2777.0,2820.050048828125,15563
2024-06-19,2561.953369140625,2773.89990234375,2834.800048828125,2752.10009765625,2802.0,24509
2024-06-20,2656.7138671875,2876.5,2910.10009765625,2774.949951171875,2774.949951171875,28270
2024-06-21,2695.458740234375,2918.449951171875,2934.89990234375,2848.199951171875,2909.949951171875,20132
2024-06-24,2708.527587890625,2932.60009765625,2946.39990234375,2891.550048828125,2907.0,12674
2024-06-25,2687.792724609375,2910.14990234375,2947.25,2869.64990234375,2933.449951171875,11156
2024-06-26,2670.798828125,2891.75,2922.699951171875,2870.5,2878.0,3426
2024-06-27,2618.199951171875,2834.800048828125,2899.10009765625,2824.0,2880.39990234375,21014
2024-06-28,2618.754150390625,2835.39990234375,2870.0,2813.35009765625,2849.0,14273
2024-07-01,2643.598876953125,2862.300048828125,2890.0,2825.0,2870.0,10922
2024-07-02,2649.1865234375,2868.35009765625,2889.0,2850.449951171875,2886.949951171875,6549
2024-07-03,2643.691162109375,2862.39990234375,2890.0,2855.0,2868.0,5341
2024-07-04,2663.22509765625,2883.550048828125,2896.0,2855.0,2871.699951171875,3911
2024-07-05,2719.01025390625,2943.949951171875,2957.10009765625,2865.050048828125,2872.0,13537
2024-07-08,2655.190185546875,2874.85009765625,2970.699951171875,2850.25,2969.0,11507
2024-07-09,2688.254638671875,2910.64990234375,2944.0,2875.0,2889.25,12627
2024-07-10,2697.629150390625,2920.800048828125,3000.0,2817.25,2922.89990234375,29755
2024-07-11,2675.832275390625,2897.199951171875,2959.10009765625,2890.0,2955.0,5721
2024-07-12,2664.564453125,2885.0,2960.0,2875.89990234375,2900.0,14106
2024-07-15,2685.391357421875,2907.550048828125,2959.14990234375,2880.050048828125,2930.0,15247
2024-07-16,2787.309814453125,3017.89990234375,3032.949951171875,2888.85009765625,2900.550048828125,34646
2024-07-18,2710.420654296875,2934.64990234375,2990.050048828125,2905.0,2990.050048828125,17154
2024-07-19,2624.434326171875,2841.550048828125,2915.0,2832.949951171875,2915.0,11824
2024-07-22,2599.405029296875,2814.449951171875,2866.0,2806.64990234375,2865.949951171875,7205
2024-07-23,2589.38427734375,2803.60009765625,2836.39990234375,2773.199951171875,2806.64990234375,8205
2024-07-24,2611.411865234375,2827.449951171875,2855.050048828125,2803.550048828125,2804.0,9150
2024-07-25,2611.0390625,2802.050048828125,2844.89990234375,2752.0,2820.0,9672
2024-07-26,2676.59326171875,2872.39990234375,2884.800048828125,2802.050048828125,2850.0,11584
2024-07-29,2741.588134765625,2942.14990234375,2960.89990234375,2880.0,2880.0,20011
2024-07-30,2752.025146484375,2953.35009765625,2989.89990234375,2923.25,2942.14990234375,11456
2024-07-31,2772.991455078125,2975.85009765625,2982.0,2925.0,2978.75,10308
2024-08-01,2899.627197265625,3111.75,3131.0,2957.949951171875,2975.85009765625,118943
2024-08-02,2904.985107421875,3117.5,3199.0,3066.699951171875,3102.0,45104
2024-08-05,2871.99853515625,3082.10009765625,3150.0,3005.050048828125,3117.64990234375,35841
2024-08-06,2891.61328125,3103.14990234375,3149.0,3051.85009765625,3080.050048828125,48654
2024-08-07,2991.78515625,3210.64990234375,3250.0,3055.5,3100.0,37756
2024-08-08,3065.8193359375,3290.10009765625,3310.0,3200.64990234375,3208.050048828125,49748
2024-08-09,3116.650634765625,3344.64990234375,3368.89990234375,3252.199951171875,3317.75,35623
2024-08-12,3086.645751953125,3312.449951171875,3367.050048828125,3290.10009765625,3342.699951171875,16958
2024-08-13,2984.37744140625,3202.699951171875,3300.0,3169.10009765625,3300.0,14706
2024-08-14,2977.0625,3194.85009765625,3232.60009765625,3161.550048828125,3210.050048828125,8458
2024-08-16,2971.797607421875,3189.199951171875,3223.050048828125,3164.0,3174.85009765625,5361
2024-08-19,3019.18115234375,3240.050048828125,3275.0,3153.0,3189.199951171875,11213
2024-08-20,2994.16162109375,3213.199951171875,3295.85009765625,3201.0,3275.35009765625,15781
2024-08-21,2988.7568359375,3207.39990234375,3251.85009765625,3201.0,3223.300048828125,9630
2024-08-22,3017.13134765625,3237.85009765625,3285.0,3190.14990234375,3235.050048828125,7293
2024-08-23,3048.58056640625,3271.60009765625,3297.39990234375,3156.949951171875,3247.85009765625,11828
2024-08-26,3016.991455078125,3237.699951171875,3364.949951171875,3165.050048828125,3300.0,11385
2024-08-27,3209.92724609375,3444.75,3464.0,3242.050048828125,3247.699951171875,34259
2024-08-28,3286.756591796875,3527.199951171875,3578.800048828125,3460.0,3479.0,33096
2024-08-29,3230.800048828125,3467.14990234375,3524.050048828125,3430.0,3524.050048828125,11246
2024-08-30,3228.936279296875,3465.14990234375,3484.5,3430.050048828125,3467.14990234375,8009
2024-09-02,3197.1611328125,3431.050048828125,3500.050048828125,3400.0,3499.85009765625,9702
2024-09-03,3270.169677734375,3509.39990234375,3540.0,3438.0,3448.25,12145
2024-09-04,3318.5322265625,3561.300048828125,3579.89990234375,3500.449951171875,3509.0,13803
2024-09-05,3435.849609375,3687.199951171875,3730.0,3585.0,3624.949951171875,48265
2024-09-06,3513.33154296875,3770.35009765625,3855.0,3636.0,3740.0,60860
2024-09-09,3519.434814453125,3776.89990234375,3835.0,3647.199951171875,3766.89990234375,20903
2024-09-10,3585.455322265625,3847.75,3971.25,3790.0,3793.25,57982
2024-09-11,3525.585205078125,3783.5,3898.699951171875,3767.10009765625,3845.0,30730
2024-09-12,3531.7353515625,3790.10009765625,3868.0,3761.14990234375,3802.60009765625,11535
2024-09-13,3438.971435546875,3690.550048828125,3819.10009765625,3652.550048828125,3800.0,13203
2024-09-16,3404.773193359375,3653.85009765625,3716.0,3626.0,3716.0,9596
2024-09-17,3440.042724609375,3691.699951171875,3739.949951171875,3628.60009765625,3653.85009765625,9144
2024-09-18,3485.935546875,3740.949951171875,3776.85009765625,3691.800048828125,3723.949951171875,8188
2024-09-19,3473.21630859375,3727.300048828125,3807.0,3700.0,3789.949951171875,8810
2024-09-20,3454.3466796875,3707.050048828125,3754.0,3661.300048828125,3747.800048828125,5309
2024-09-23,3430.35205078125,3681.300048828125,3728.75,3660.050048828125,3728.75,4742
2024-09-24,3407.98779296875,3657.300048828125,3698.949951171875,3631.0,3681.300048828125,4766
2024-09-25,3428.534912109375,3679.35009765625,3716.949951171875,3628.5,3675.60009765625,2967
2024-09-26,3392.938720703125,3641.14990234375,3697.39990234375,3603.0,3660.050048828125,6955
2024-09-27,3524.979736328125,3782.85009765625,3860.0,3659.39990234375,3659.39990234375,27746
2024-09-30,3516.313232421875,3773.550048828125,3922.85009765625,3741.0,3840.699951171875,14441
2024-10-01,3666.431396484375,3934.64990234375,3966.14990234375,3735.10009765625,3781.199951171875,20149
2024-10-03,3559.03759765625,3819.39990234375,3934.64990234375,3770.0,3934.64990234375,11635
2024-10-04,3560.249267578125,3820.699951171875,3859.949951171875,3657.550048828125,3771.300048828125,20969
2024-10-07,3541.51953125,3800.60009765625,3925.0,3766.60009765625,3840.699951171875,11725
2024-10-08,3652.174560546875,3919.35009765625,4166.9501953125,3692.699951171875,3817.050048828125,38532
2024-10-09,4043.078369140625,4338.85009765625,4649.0,3875.10009765625,3915.89990234375,164101
2024-10-10,3925.061767578125,4212.2001953125,4349.89990234375,4144.0,4299.0498046875,26036
2024-10-11,3841.8486328125,4122.89990234375,4204.9501953125,4111.0,4171.0,11399
2024-10-14,3792.368408203125,4069.800048828125,4127.85009765625,4053.550048828125,4122.2998046875,11553
2024-10-15,3913.22705078125,4199.5,4400.0,4069.14990234375,4070.550048828125,64208
2024-10-16,3826.89306640625,4106.85009765625,4217.5498046875,4094.199951171875,4166.0,8583
2024-10-17,3720.757080078125,3992.949951171875,4145.9501953125,3973.0,4136.7998046875,9323
2024-10-18,3644.254150390625,3910.85009765625,4043.5,3893.14990234375,4043.5,9791
2024-10-21,3572.269775390625,3833.60009765625,3940.949951171875,3820.0,3900.0,10043
2024-10-22,3466.13427734375,3719.699951171875,3852.800048828125,3707.0,3852.800048828125,14404
2024-10-23,3433.473388671875,3684.64990234375,3734.949951171875,3655.10009765625,3734.949951171875,13617
2024-10-24,3454.206787109375,3706.89990234375,3738.64990234375,3666.0,3716.199951171875,6436
2024-10-25,3459.611328125,3712.699951171875,3765.0,3620.0,3700.0,13468
2024-10-28,3481.183349609375,3735.85009765625,3789.0,3651.699951171875,3752.25,9359
2024-10-29,3485.09716796875,3740.050048828125,3756.89990234375,3680.0,3754.550048828125,5240
2024-10-30,3543.476318359375,3802.699951171875,3829.89990234375,3740.050048828125,3740.050048828125,5858
2024-10-31,4102.20263671875,4402.2998046875,4559.0,3849.0,3849.0,437849
2024-11-01,4210.48095703125,4518.5,4674.0,4400.0,4405.0,60793
2024-11-04,3990.52294921875,4282.4501953125,4518.0,4250.0,4518.0,49441
2024-11-05,3968.3916015625,4258.7001953125,4505.0,4162.39990234375,4253.0,126233
2024-11-06,3939.318359375,4227.5,4300.7998046875,4209.9501953125,4258.0,18418
2024-11-07,3893.239013671875,4178.0498046875,4289.0498046875,4113.25,4246.2001953125,28129
2024-11-08,3813.008544921875,4091.949951171875,4182.4501953125,4050.0,4161.0498046875,12939
2024-11-11,3600.22509765625,3863.60009765625,4109.2001953125,3816.5,4103.9501953125,34900
2024-11-12,3511.1884765625,3768.050048828125,3943.75,3756.050048828125,3910.0,16328
2024-11-13,3412.414306640625,3662.050048828125,3760.0,3630.800048828125,3750.0,22884
2024-11-14,3397.73779296875,3646.300048828125,3789.60009765625,3631.0,3672.75,14255
2024-11-18,3451.4111328125,3703.89990234375,3744.85009765625,3630.0,3730.0,23348
2024-11-19,3462.61865234375,3645.699951171875,3699.75,3632.800048828125,3650.14990234375,8400
2024-11-21,3448.989501953125,3631.35009765625,3666.0,3562.25,3644.85009765625,16613
2024-11-22,3456.25537109375,3639.0,3659.0,3605.050048828125,3655.0,17699
2024-11-25,3459.484619140625,3642.39990234375,3782.89990234375,3625.550048828125,3747.0,27836
2024-11-26,3424.53271484375,3605.60009765625,3722.949951171875,3588.050048828125,3645.0,11902
2024-11-27,3544.96484375,3732.39990234375,3770.64990234375,3575.0,3605.0,24265
2024-11-28,3547.671630859375,3735.25,3800.0,3682.35009765625,3768.0,22069
2024-11-29,3521.0302734375,3707.199951171875,3755.0,3668.14990234375,3739.0,11845
2024-12-02,3452.8359375,3635.39990234375,3724.050048828125,3603.35009765625,3662.199951171875,19166
2024-12-03,3528.15380859375,3714.699951171875,3799.0,3622.0,3670.35009765625,14373
2024-12-04,3526.776611328125,3713.25,3800.25,3692.39990234375,3714.699951171875,18254
2024-12-05,3465.563232421875,3648.800048828125,3745.300048828125,3625.050048828125,3734.050048828125,11060
2024-12-06,3490.02001953125,3674.550048828125,3724.550048828125,3634.10009765625,3684.300048828125,8446
2024-12-09,3406.3916015625,3586.5,3718.699951171875,3580.0,3718.699951171875,15452
2024-12-10,3400.883056640625,3580.699951171875,3660.0,3539.10009765625,3626.550048828125,13869
2024-12-11,3408.76611328125,3589.0,3625.39990234375,3575.0,3579.0,8544
2024-12-12,3382.3623046875,3561.199951171875,3619.75,3548.0,3611.0,11410
2024-12-13,3369.967529296875,3548.14990234375,3569.5,3504.050048828125,3561.199951171875,7232
2024-12-16,3357.050537109375,3534.550048828125,3573.949951171875,3501.0,3547.050048828125,7960
2024-12-17,3293.7001953125,3467.85009765625,3564.800048828125,3463.800048828125,3534.550048828125,10367
2024-12-18,3541.640380859375,3728.89990234375,3770.0,3490.449951171875,3498.35009765625,169471
2024-12-19,3426.43212890625,3607.60009765625,3708.800048828125,3591.64990234375,3654.300048828125,18830
2024-12-20,3412.75537109375,3593.199951171875,3670.0,3556.0,3641.60009765625,16537
2024-12-23,3327.939697265625,3503.89990234375,3641.949951171875,3431.25,3600.0,19702
2024-12-24,3309.4189453125,3484.39990234375,3550.0,3451.550048828125,3451.550048828125,6615
2024-12-26,3280.2607421875,3453.699951171875,3498.85009765625,3438.14990234375,3484.39990234375,7733
2024-12-27,3237.85302734375,3409.050048828125,3459.35009765625,3403.25,3453.949951171875,3853
2024-12-30,3240.0849609375,3411.39990234375,3438.35009765625,3372.64990234375,3438.0,5217
2024-12-31,3408.52880859375,3588.75,3612.0,3380.10009765625,3411.39990234375,12720
2025-01-01,3384.4990234375,3563.449951171875,3579.949951171875,3513.35009765625,3534.89990234375,6786
2025-01-02,3368.733154296875,3546.85009765625,3579.699951171875,3513.449951171875,3550.0,12810
2025-01-03,3324.283203125,3500.050048828125,3587.85009765625,3455.550048828125,3546.85009765625,7834
2025-01-06,3248.20556640625,3419.949951171875,3503.60009765625,3393.60009765625,3450.0,14612
2025-01-07,3448.467041015625,3630.800048828125,3793.0,3397.949951171875,3440.0,49180
2025-01-08,3458.15478515625,3641.0,3666.199951171875,3565.0,3656.199951171875,17902
2025-01-09,3546.95947265625,3734.5,3790.0,3615.0,3626.300048828125,24580
2025-01-10,3547.766845703125,3735.35009765625,3843.0,3663.10009765625,3734.5,36334
2025-01-13,3514.619140625,3700.449951171875,3773.800048828125,3650.0,3750.0,40150
2025-01-14,3516.99365234375,3702.949951171875,3733.300048828125,3633.10009765625,3705.0,11643
2025-01-15,3459.009521484375,3641.89990234375,3734.800048828125,3540.050048828125,3734.800048828125,94791
2025-01-16,3556.17236328125,3744.199951171875,3769.64990234375,3642.199951171875,3688.0,9820
2025-01-17,3647.778564453125,3840.64990234375,3957.89990234375,3720.0,3766.0,57667
2025-01-20,3667.581787109375,3861.5,3923.300048828125,3782.300048828125,3909.550048828125,15047
2025-01-21,3620.900146484375,3812.35009765625,3901.949951171875,3798.050048828125,3901.949951171875,13925
2025-01-22,3538.6962890625,3725.800048828125,3794.0,3710.0,3755.0,27164
2025-01-23,3588.037353515625,3777.75,3799.800048828125,3716.699951171875,3727.699951171875,7081
2025-01-24,3658.986328125,3852.449951171875,3880.0,3761.75,3792.699951171875,12685
2025-01-27,3597.962646484375,3788.199951171875,3857.449951171875,3750.0,3840.050048828125,15193
2025-01-28,3454.640625,3637.300048828125,3912.0,3548.800048828125,3807.10009765625,17181
2025-01-29,3454.45068359375,3637.10009765625,3725.699951171875,3610.0,3625.0,7459
2025-01-30,3564.197998046875,3752.64990234375,3800.0,3637.10009765625,3637.10009765625,5592
2025-01-31,3597.86767578125,3788.10009765625,3800.25,3705.300048828125,3800.25,4737
2025-02-01,3606.225830078125,3796.89990234375,3895.0,3731.85009765625,3895.0,5341
2025-02-03,3627.12109375,3818.89990234375,3862.64990234375,3750.14990234375,3787.449951171875,9138
2025-02-04,3593.64111328125,3783.64990234375,3877.449951171875,3753.60009765625,3848.89990234375,9817
2025-02-05,3549.90380859375,3737.60009765625,3800.64990234375,3693.64990234375,3783.64990234375,5950
2025-02-06,3450.7939453125,3633.25,3769.60009765625,3590.050048828125,3769.60009765625,8261
2025-02-07,3438.351806640625,3620.14990234375,3807.949951171875,3513.35009765625,3685.14990234375,29487
2025-02-10,3444.003173828125,3626.10009765625,3690.0,3467.550048828125,3664.949951171875,14760
2025-02-11,3299.16162109375,3473.60009765625,3677.14990234375,3405.550048828125,3650.0,9465
2025-02-12,3250.294921875,3422.14990234375,3473.60009765625,3307.85009765625,3473.60009765625,14945
2025-02-13,3117.658203125,3282.5,3434.85009765625,3270.050048828125,3352.0,16477
2025-02-14,3086.22021484375,3249.39990234375,3320.0,3116.25,3277.0,23870
2025-02-17,3174.929931640625,3342.800048828125,3359.0,3170.050048828125,3229.39990234375,11882
2025-02-18,3157.833984375,3324.800048828125,3442.800048828125,3242.5,3342.800048828125,7139
2025-02-19,3128.05810546875,3293.449951171875,3334.449951171875,3204.0,3332.64990234375,18123
2025-02-20,3124.259033203125,3289.449951171875,3305.5,3220.10009765625,3293.449951171875,8858
2025-02-21,3093.486328125,3257.050048828125,3300.64990234375,3187.550048828125,3289.550048828125,13867
2025-02-24,3109.34765625,3273.75,3304.75,3172.800048828125,3257.050048828125,11654
2025-02-25,3153.0849609375,3319.800048828125,3350.0,3220.0,3303.0,34869
2025-02-27,3072.305908203125,3234.75,3372.699951171875,3206.0,3350.0,7320
2025-02-28,2954.058349609375,3110.25,3237.25,3072.89990234375,3226.64990234375,21263
2025-03-03,2954.20068359375,3110.39990234375,3132.14990234375,3022.0,3110.25,7207
2025-03-04,2985.2587890625,3143.10009765625,3160.0,3063.75,3063.75,4934
2025-03-05,3015.22412109375,3174.64990234375,3198.949951171875,3120.0,3120.0,11745
2025-03-06,3099.375,3263.25,3291.14990234375,3187.25,3200.0,7601
2025-03-07,3124.306640625,3289.5,3354.050048828125,3242.0,3260.050048828125,11084
2025-03-10,3127.915771484375,3293.300048828125,3325.449951171875,3226.050048828125,3325.0,9049
2025-03-11,3049.4638671875,3210.699951171875,3289.699951171875,3180.14990234375,3230.050048828125,13755
2025-03-12,3018.406005859375,3178.0,3240.0,3160.0,3211.0,4401
2025-03-13,2967.5927734375,3124.5,3185.050048828125,3080.10009765625,3178.0,9408
2025-03-17,2973.24365234375,3130.449951171875,3162.0,3090.10009765625,3160.35009765625,8056
2025-03-18,2973.24365234375,3130.449951171875,3130.449951171875,3130.449951171875,3130.449951171875,0
2025-03-19,3060.291259765625,3222.10009765625,3250.199951171875,3181.800048828125,3238.0,9257
2025-03-20,3134.136962890625,3299.85009765625,3320.0,3247.199951171875,3250.199951171875,9514
2025-03-21,3205.845458984375,3375.35009765625,3399.949951171875,3272.199951171875,3299.85009765625,9089
2025-03-24,3185.282470703125,3353.699951171875,3400.0,3312.199951171875,3378.550048828125,8593
2025-03-25,3182.338134765625,3350.60009765625,3382.699951171875,3290.050048828125,3382.5,6207
2025-03-26,3157.73876953125,3324.699951171875,3361.949951171875,3294.050048828125,3351.0,36894
2025-03-27,3530.765625,3717.449951171875,3812.0,3314.050048828125,3325.0,102925
2025-03-28,3417.314208984375,3598.0,3651.0,3542.5,3651.0,17679
2025-04-01,3353.299072265625,3530.60009765625,3615.0,3518.0,3595.0,3900
2025-04-02,3313.360595703125,3488.550048828125,3551.75,3460.39990234375,3530.60009765625,20781
2025-04-03,3375.428955078125,3553.89990234375,3605.0,3480.050048828125,3498.550048828125,10004
2025-04-04,3327.749755859375,3503.699951171875,3555.0,3368.85009765625,3555.0,14131
2025-04-07,3232.201904296875,3403.10009765625,3433.64990234375,3220.0,3410.0,14603
2025-04-08,3307.329345703125,3482.199951171875,3494.0,3403.10009765625,3433.60009765625,13674
2025-04-09,3170.03857421875,3337.64990234375,3512.800048828125,3328.39990234375,3492.199951171875,12663
2025-04-11,3334.16064453125,3510.449951171875,3527.0,3350.5,3390.949951171875,30580
