date_,adj close_godrejcp.ns,close_godrejcp.ns,high_godrejcp.ns,low_godrejcp.ns,open_godrejcp.ns,volume_godrejcp.ns
2025-01-09,1161.614013671875,1181.0999755859375,1198.449951171875,1150.4000244140625,1153.0999755859375,1276198
2025-01-10,1154.9263916015625,1174.300048828125,1189.550048828125,1167.6500244140625,1181.199951171875,823035
2025-01-13,1139.878662109375,1159.0,1180.0,1156.25,1165.0,1101936
2025-01-14,1121.634765625,1140.449951171875,1164.75,1130.050048828125,1161.949951171875,1426008
2025-01-15,1110.1279296875,1128.75,1142.949951171875,1126.1500244140625,1140.0,1173420
2025-01-16,1130.6336669921875,1149.5999755859375,1153.5,1126.449951171875,1130.0999755859375,610940
2025-01-17,1168.1544189453125,1187.75,1197.449951171875,1149.0,1153.0,2774043
2025-01-20,1147.4024658203125,1166.6500244140625,1193.949951171875,1160.0,1192.800048828125,942639
2025-01-21,1139.82958984375,1158.949951171875,1179.4000244140625,1155.5,1172.5,1624667
2025-01-22,1133.977783203125,1153.0,1168.5,1137.550048828125,1163.050048828125,1902732
2025-01-23,1126.306396484375,1145.199951171875,1166.050048828125,1120.8499755859375,1141.25,893059
2025-01-24,1111.701416015625,1130.3499755859375,1147.949951171875,1125.4000244140625,1145.949951171875,377449
2025-01-27,1108.0625,1126.6500244140625,1132.4000244140625,1097.5,1117.050048828125,1477851
2025-01-28,1107.2755126953125,1125.8499755859375,1137.6500244140625,1111.050048828125,1126.6500244140625,1578549
2025-01-29,1099.70263671875,1118.1500244140625,1122.8499755859375,1108.4000244140625,1117.550048828125,758944
2025-01-30,1100.0469970703125,1118.5,1126.0,1111.449951171875,1118.1500244140625,2106354
2025-01-31,1102.751708984375,1121.25,1136.300048828125,1112.0,1112.0,2349882
2025-02-01,1172.039306640625,1191.699951171875,1214.5,1118.550048828125,1126.800048828125,2796848
2025-02-03,1141.274169921875,1155.550048828125,1187.9000244140625,1139.550048828125,1175.050048828125,1300237
2025-02-04,1121.224853515625,1135.25,1161.199951171875,1127.0,1161.199951171875,1337886
2025-02-05,1104.9287109375,1118.75,1141.199951171875,1116.0,1141.199951171875,1449207
2025-02-06,1105.7681884765625,1119.5999755859375,1132.300048828125,1115.75,1118.75,428067
2025-02-07,1093.076904296875,1106.75,1122.050048828125,1094.550048828125,1120.0,478210
2025-02-10,1077.7685546875,1091.25,1170.0,1080.0,1112.25,690083
2025-02-11,1058.0155029296875,1071.25,1106.949951171875,1064.25,1095.050048828125,599851
2025-02-12,1059.4970703125,1072.75,1081.5999755859375,1053.5999755859375,1071.25,709401
2025-02-13,1039.7935791015625,1052.800048828125,1077.550048828125,1049.0,1072.75,898637
2025-02-14,1045.818115234375,1058.9000244140625,1074.0,1047.5,1058.050048828125,690182
2025-02-17,1026.4107666015625,1039.25,1058.800048828125,1033.5999755859375,1058.800048828125,477531
2025-02-18,1003.003662109375,1015.5499877929688,1044.449951171875,1006.0,1039.9000244140625,959493
2025-02-19,1011.8430786132812,1024.5,1026.9000244140625,997.2000122070312,1015.5499877929688,2757447
2025-02-20,1061.3240966796875,1074.5999755859375,1080.8499755859375,1019.0499877929688,1020.0,2578907
2025-02-21,1039.200927734375,1052.199951171875,1079.9000244140625,1047.3499755859375,1075.0,1656549
2025-02-24,1031.6947021484375,1044.5999755859375,1051.800048828125,1035.25,1048.1500244140625,1464427
2025-02-25,1044.040283203125,1057.0999755859375,1064.4000244140625,1041.3499755859375,1047.75,1746207
2025-02-27,1038.4107666015625,1051.4000244140625,1067.699951171875,1040.5,1057.0999755859375,1348747
2025-02-28,992.7321166992188,1005.1500244140625,1055.0,999.3499755859375,1040.050048828125,2316444
2025-03-03,986.0161743164062,998.3499755859375,1014.75,990.0,1006.0,693968
2025-03-04,978.0162963867188,990.25,997.0999755859375,979.5,990.0,935737
2025-03-05,979.1026000976562,991.3499755859375,1005.9000244140625,986.6500244140625,990.25,1621637
2025-03-06,1017.5714111328125,1030.300048828125,1037.75,998.0,998.0,1863854
2025-03-07,1032.38623046875,1045.300048828125,1053.4000244140625,1017.2000122070312,1020.0999755859375,607186
2025-03-10,1031.102294921875,1044.0,1063.199951171875,1036.9000244140625,1042.0,793821
2025-03-11,1026.3121337890625,1039.1500244140625,1050.0,1025.0,1025.0,721342
2025-03-12,1030.5096435546875,1043.4000244140625,1046.9000244140625,1028.8499755859375,1039.25,436216
2025-03-13,1013.1270751953125,1025.800048828125,1045.0,1020.3499755859375,1045.0,631099
2025-03-17,1039.2996826171875,1052.300048828125,1061.4000244140625,1024.6500244140625,1025.0999755859375,1266046
