date_,adj close_godrejcp.ns,close_godrejcp.ns,high_godrejcp.ns,low_godrejcp.ns,open_godrejcp.ns,volume_godrejcp.ns
2024-01-16,1087.8277587890625,1122.800048828125,1134.1500244140625,1117.4000244140625,1134.0,1682153
2024-01-17,1066.22216796875,1100.5,1123.550048828125,1096.300048828125,1101.5999755859375,1949800
2024-01-18,1069.5166015625,1103.9000244140625,1115.8499755859375,1075.5999755859375,1099.800048828125,2486764
2024-01-19,1113.4539794921875,1149.25,1154.449951171875,1113.5,1115.0,1538601
2024-01-23,1095.1910400390625,1130.4000244140625,1157.3499755859375,1124.8499755859375,1144.0,1998376
2024-01-24,1127.11474609375,1163.3499755859375,1169.0,1125.0,1137.449951171875,1406219
2024-01-25,1121.253173828125,1157.300048828125,1168.4000244140625,1120.25,1163.3499755859375,1713542
2024-01-29,1131.716796875,1168.0999755859375,1181.0,1156.75,1165.800048828125,2800570
2024-01-30,1135.301513671875,1171.800048828125,1180.1500244140625,1154.9000244140625,1180.1500244140625,2259825
2024-01-31,1127.938232421875,1164.199951171875,1175.0,1150.1500244140625,1175.0,1918126
2024-02-01,1215.4742431640625,1254.550048828125,1314.300048828125,1210.0,1212.050048828125,8781324
2024-02-02,1198.325439453125,1236.8499755859375,1261.6500244140625,1233.199951171875,1257.0,1527367
2024-02-05,1180.4984130859375,1218.449951171875,1243.0,1208.5999755859375,1241.050048828125,2290338
2024-02-06,1198.5194091796875,1237.050048828125,1239.5,1210.5,1217.050048828125,753495
2024-02-07,1199.3912353515625,1237.949951171875,1249.4000244140625,1234.75,1249.0,710759
2024-02-08,1179.239013671875,1217.1500244140625,1244.1500244140625,1214.4000244140625,1244.1500244140625,712653
2024-02-09,1180.6922607421875,1218.6500244140625,1223.050048828125,1198.550048828125,1217.1500244140625,701591
2024-02-12,1162.0418701171875,1199.4000244140625,1228.0,1195.0,1228.0,686352
2024-02-13,1160.588623046875,1197.9000244140625,1204.1500244140625,1191.0,1198.0,793689
2024-02-14,1163.2044677734375,1200.5999755859375,1206.050048828125,1175.0,1175.0,1451119
2024-02-15,1193.4327392578125,1231.800048828125,1234.949951171875,1202.8499755859375,1206.5,996351
2024-02-16,1202.685302734375,1241.3499755859375,1245.800048828125,1229.0999755859375,1230.0,803539
2024-02-19,1191.688720703125,1230.0,1240.199951171875,1222.8499755859375,1235.0,690704
2024-02-20,1189.315185546875,1227.550048828125,1249.4000244140625,1218.699951171875,1235.0,937389
2024-02-21,1197.598876953125,1236.0999755859375,1250.0,1224.5999755859375,1227.699951171875,875759
2024-02-22,1217.218017578125,1256.3499755859375,1261.6500244140625,1222.5999755859375,1242.8499755859375,656729
2024-02-23,1211.986328125,1250.949951171875,1265.0,1236.75,1260.199951171875,520711
2024-02-26,1213.6817626953125,1252.699951171875,1257.25,1239.0999755859375,1250.949951171875,399577
2024-02-27,1226.615966796875,1266.050048828125,1270.0,1241.5,1254.949951171875,871412
2024-02-28,1195.6126708984375,1234.050048828125,1278.4000244140625,1230.050048828125,1277.0,639686
2024-02-29,1218.5260009765625,1257.699951171875,1263.8499755859375,1226.050048828125,1234.0,1041829
2024-03-01,1227.9722900390625,1267.449951171875,1282.75,1259.550048828125,1260.800048828125,1127238
2024-03-04,1214.4083251953125,1253.449951171875,1280.4000244140625,1242.199951171875,1280.0,479196
2024-03-05,1205.9310302734375,1244.699951171875,1265.050048828125,1241.300048828125,1260.050048828125,391674
2024-03-06,1201.522705078125,1240.1500244140625,1251.5,1221.0,1248.699951171875,458427
2024-03-07,1195.8065185546875,1234.25,1242.0,1228.1500244140625,1240.199951171875,576176
2024-03-11,1199.7303466796875,1238.300048828125,1261.050048828125,1234.9000244140625,1246.449951171875,661051
2024-03-12,1174.5885009765625,1212.3499755859375,1243.75,1208.449951171875,1243.75,615456
2024-03-13,1158.7962646484375,1196.050048828125,1234.050048828125,1185.300048828125,1205.1500244140625,1206909
2024-03-14,1189.169677734375,1227.4000244140625,1230.6500244140625,1176.550048828125,1185.050048828125,883209
2024-03-15,1174.9276123046875,1212.699951171875,1223.800048828125,1203.699951171875,1217.0,1283320
2024-03-18,1203.0242919921875,1241.699951171875,1247.3499755859375,1203.75,1212.6500244140625,1091124
2024-03-19,1166.837646484375,1204.3499755859375,1254.3499755859375,1195.699951171875,1249.4000244140625,1537489
2024-03-20,1177.3497314453125,1215.199951171875,1219.4000244140625,1186.0,1201.5,1164641
2024-03-21,1193.2874755859375,1231.6500244140625,1235.0,1215.199951171875,1215.199951171875,616794
2024-03-22,1183.5987548828125,1221.6500244140625,1244.5,1210.0,1236.949951171875,1242316
2024-03-26,1161.702880859375,1199.050048828125,1210.1500244140625,1192.550048828125,1201.6500244140625,1540513
2024-03-27,1196.58154296875,1235.050048828125,1240.0,1196.1500244140625,1199.949951171875,1096345
2024-03-28,1212.8099365234375,1251.800048828125,1259.5,1220.25,1235.949951171875,1334466
2024-04-01,1190.090087890625,1228.3499755859375,1271.449951171875,1222.3499755859375,1252.0,901422
2024-04-02,1171.4884033203125,1209.1500244140625,1233.949951171875,1202.5,1230.0,704958
2024-04-03,1152.3533935546875,1189.4000244140625,1209.0999755859375,1180.199951171875,1209.0999755859375,1169930
2024-04-04,1140.87255859375,1177.550048828125,1201.449951171875,1173.199951171875,1198.9000244140625,685423
2024-04-05,1172.4085693359375,1210.0999755859375,1216.0999755859375,1175.3499755859375,1180.5999755859375,1654663
2024-04-08,1207.38427734375,1246.199951171875,1279.4000244140625,1216.8499755859375,1230.0,2041460
2024-04-09,1199.1005859375,1237.6500244140625,1249.199951171875,1220.199951171875,1246.199951171875,576031
2024-04-10,1191.834228515625,1230.1500244140625,1239.25,1216.0,1237.6500244140625,568929
2024-04-12,1162.3809814453125,1199.75,1234.949951171875,1193.300048828125,1230.1500244140625,1580342
2024-04-15,1140.72705078125,1177.4000244140625,1199.6500244140625,1170.5,1180.949951171875,935415
2024-04-16,1140.581787109375,1177.25,1190.800048828125,1172.0999755859375,1177.4000244140625,808868
2024-04-18,1126.533447265625,1162.75,1194.449951171875,1158.1500244140625,1178.5,1102121
2024-04-19,1132.443359375,1168.8499755859375,1175.449951171875,1140.050048828125,1162.699951171875,927227
2024-04-22,1148.5748291015625,1185.5,1190.550048828125,1165.550048828125,1174.949951171875,700862
2024-04-23,1141.6474609375,1178.3499755859375,1194.4000244140625,1176.1500244140625,1194.4000244140625,680331
2024-04-24,1175.0245361328125,1212.800048828125,1221.1500244140625,1176.0999755859375,1181.5999755859375,1017249
2024-04-25,1164.3673095703125,1201.800048828125,1230.0,1185.699951171875,1225.199951171875,872879
2024-04-26,1165.0452880859375,1202.5,1212.0,1189.199951171875,1201.75,792722
2024-04-29,1180.1109619140625,1218.050048828125,1221.0999755859375,1191.300048828125,1204.5,577131
2024-04-30,1181.5159912109375,1219.5,1240.0,1216.449951171875,1225.0,1122951
2024-05-02,1194.885986328125,1233.300048828125,1254.5999755859375,1217.5,1227.949951171875,1148854
2024-05-03,1212.228515625,1251.199951171875,1255.0,1232.699951171875,1244.0,728587
2024-05-06,1211.211181640625,1250.1500244140625,1270.0,1228.8499755859375,1259.800048828125,837606
2024-05-07,1281.162353515625,1322.3499755859375,1350.0,1267.1500244140625,1271.6500244140625,8181717
2024-05-08,1308.241943359375,1350.300048828125,1372.949951171875,1309.3499755859375,1319.0,2833714
2024-05-09,1289.4461669921875,1330.9000244140625,1352.699951171875,1320.4000244140625,1342.0,1053919
2024-05-10,1279.805908203125,1320.949951171875,1336.0999755859375,1313.550048828125,1335.4000244140625,621712
2024-05-13,1296.6156005859375,1338.300048828125,1349.5,1311.3499755859375,1324.25,1132890
2024-05-14,1275.7259521484375,1306.9000244140625,1344.949951171875,1301.75,1336.0,985957
2024-05-15,1260.7908935546875,1291.5999755859375,1317.0999755859375,1287.4000244140625,1312.4000244140625,668668
2024-05-16,1271.675048828125,1302.75,1307.6500244140625,1280.0,1296.1500244140625,545707
2024-05-17,1264.20751953125,1295.0999755859375,1302.800048828125,1290.0,1302.800048828125,447847
2024-05-21,1252.298583984375,1282.9000244140625,1300.949951171875,1271.199951171875,1300.0,645796
2024-05-22,1274.505859375,1305.6500244140625,1327.449951171875,1283.699951171875,1290.0,1187844
2024-05-23,1288.5623779296875,1320.050048828125,1329.0,1293.0999755859375,1314.0999755859375,1121198
2024-05-24,1279.0936279296875,1310.3499755859375,1326.449951171875,1298.5999755859375,1326.449951171875,1227461
2024-05-27,1297.2498779296875,1328.949951171875,1335.9000244140625,1310.4000244140625,1310.4000244140625,786120
2024-05-28,1299.2510986328125,1331.0,1344.25,1323.75,1334.949951171875,798302
2024-05-29,1268.5999755859375,1299.5999755859375,1324.949951171875,1293.550048828125,1311.0,427388
2024-05-30,1243.5618896484375,1273.949951171875,1303.199951171875,1266.4000244140625,1299.300048828125,433156
2024-05-31,1240.0478515625,1270.3499755859375,1289.800048828125,1259.25,1289.800048828125,1385034
2024-06-03,1275.3355712890625,1306.5,1316.050048828125,1281.800048828125,1295.949951171875,825033
2024-06-04,1316.28466796875,1348.449951171875,1357.5999755859375,1251.699951171875,1318.0,2052727
2024-06-05,1392.7659912109375,1426.800048828125,1467.0999755859375,1353.050048828125,1367.9000244140625,5508364
2024-06-06,1368.7039794921875,1402.1500244140625,1427.25,1376.0,1427.0,1356564
2024-06-07,1393.8397216796875,1427.9000244140625,1462.4000244140625,1391.550048828125,1402.1500244140625,1327582
2024-06-10,1389.10546875,1423.050048828125,1447.800048828125,1409.550048828125,1430.0,771291
2024-06-11,1395.10888671875,1429.199951171875,1443.25,1420.050048828125,1423.050048828125,625008
2024-06-12,1383.0045166015625,1416.800048828125,1443.0,1403.050048828125,1442.1500244140625,784605
2024-06-13,1375.6834716796875,1409.300048828125,1412.5999755859375,1390.0,1406.050048828125,873993
2024-06-14,1359.723388671875,1392.949951171875,1419.199951171875,1389.800048828125,1409.300048828125,514175
2024-06-18,1370.168212890625,1403.6500244140625,1409.0,1380.449951171875,1392.949951171875,973039
2024-06-19,1358.6009521484375,1391.800048828125,1410.75,1386.800048828125,1410.0,434087
2024-06-20,1328.58447265625,1361.050048828125,1396.949951171875,1356.0,1391.800048828125,1302617
2024-06-21,1324.4844970703125,1356.8499755859375,1376.25,1353.0,1369.0,1292944
2024-06-24,1347.86328125,1380.800048828125,1387.050048828125,1319.4000244140625,1356.4000244140625,1034894
2024-06-25,1342.689697265625,1375.5,1386.0,1365.75,1386.0,563754
2024-06-26,1380.515380859375,1414.25,1429.8499755859375,1370.25,1375.5,1980304
2024-06-27,1329.51171875,1362.0,1409.699951171875,1355.949951171875,1398.050048828125,6032650
2024-06-28,1343.0313720703125,1375.8499755859375,1382.1500244140625,1358.949951171875,1366.0,624365
2024-07-01,1364.7017822265625,1398.050048828125,1402.0,1370.25,1375.8499755859375,843562
2024-07-02,1338.443359375,1371.1500244140625,1419.75,1365.300048828125,1419.75,498934
2024-07-03,1335.3685302734375,1368.0,1390.449951171875,1359.199951171875,1390.0,490580
2024-07-04,1331.3175048828125,1363.8499755859375,1382.949951171875,1360.25,1371.9000244140625,360720
2024-07-05,1341.0302734375,1373.800048828125,1378.699951171875,1360.0,1367.8499755859375,579386
2024-07-08,1391.9849853515625,1426.0,1439.699951171875,1372.300048828125,1380.449951171875,2471142
2024-07-09,1378.4654541015625,1412.1500244140625,1441.0,1388.0,1441.0,1317184
2024-07-10,1409.6534423828125,1444.0999755859375,1454.949951171875,1399.949951171875,1400.0,1822861
2024-07-11,1406.5296630859375,1440.9000244140625,1455.0,1433.550048828125,1450.5999755859375,1142834
2024-07-12,1409.4581298828125,1443.9000244140625,1458.5,1437.050048828125,1448.75,697411
2024-07-15,1402.4298095703125,1436.699951171875,1459.699951171875,1434.0999755859375,1449.949951171875,521240
2024-07-16,1418.096923828125,1452.75,1472.0,1434.5,1439.949951171875,1150984
2024-07-18,1430.298828125,1465.25,1470.75,1440.0,1440.0,1177235
2024-07-19,1417.2674560546875,1451.9000244140625,1476.949951171875,1435.949951171875,1466.0,1206553
2024-07-22,1435.0819091796875,1470.1500244140625,1478.199951171875,1440.75,1451.8499755859375,917335
2024-07-23,1480.521484375,1516.699951171875,1525.0,1458.300048828125,1469.0,2713959
2024-07-24,1424.246826171875,1459.050048828125,1519.8499755859375,1454.0,1516.699951171875,1464579
2024-07-25,1444.7947998046875,1480.0999755859375,1485.5,1443.1500244140625,1447.0999755859375,600745
2024-07-26,1432.4949951171875,1467.5,1480.0999755859375,1461.0999755859375,1480.0999755859375,281948
2024-07-29,1442.647216796875,1477.9000244140625,1505.0,1428.699951171875,1474.9000244140625,1613938
2024-07-30,1405.455810546875,1439.800048828125,1477.9000244140625,1437.25,1477.0,873206
2024-07-31,1406.3831787109375,1440.75,1452.449951171875,1433.699951171875,1448.0,708336
2024-08-01,1435.1795654296875,1470.25,1485.0,1436.25,1441.449951171875,994920
2024-08-02,1424.34423828125,1459.1500244140625,1490.949951171875,1447.199951171875,1467.5,1637737
2024-08-05,1427.272705078125,1462.1500244140625,1479.949951171875,1426.5,1426.5,1000471
2024-08-06,1443.3302001953125,1478.5999755859375,1498.8499755859375,1460.25,1467.199951171875,1712241
2024-08-07,1467.9293212890625,1503.800048828125,1509.0,1482.5,1494.449951171875,705418
2024-08-08,1428.9810791015625,1463.9000244140625,1504.949951171875,1432.050048828125,1503.800048828125,2786418
2024-08-09,1410.3365478515625,1444.800048828125,1475.9000244140625,1442.050048828125,1475.9000244140625,439759
2024-08-12,1359.381591796875,1392.5999755859375,1445.0,1390.0,1444.800048828125,1775237
2024-08-13,1355.3795166015625,1388.5,1401.949951171875,1382.5,1397.0,612043
2024-08-14,1338.3946533203125,1371.0999755859375,1392.699951171875,1358.1500244140625,1388.949951171875,1496512
2024-08-16,1376.5546875,1405.050048828125,1408.949951171875,1360.6500244140625,1365.0,539291
2024-08-19,1375.18310546875,1403.6500244140625,1413.550048828125,1386.050048828125,1411.949951171875,371436
2024-08-20,1365.7288818359375,1394.0,1412.9000244140625,1378.550048828125,1404.0,839795
2024-08-21,1363.0345458984375,1391.25,1404.3499755859375,1388.0,1394.0,1228308
2024-08-22,1411.08984375,1440.300048828125,1444.5,1391.5,1404.0,1636721
2024-08-23,1399.3822021484375,1428.3499755859375,1446.0,1424.800048828125,1444.0,638437
2024-08-26,1425.2467041015625,1454.75,1459.300048828125,1422.0999755859375,1438.0,833098
2024-08-27,1426.8143310546875,1456.3499755859375,1461.25,1435.199951171875,1455.0999755859375,450900
2024-08-28,1447.535400390625,1477.5,1499.949951171875,1450.1500244140625,1462.0,578675
2024-08-29,1446.7515869140625,1476.699951171875,1485.0,1451.0,1484.699951171875,559455
2024-08-30,1451.16015625,1481.199951171875,1487.449951171875,1465.1500244140625,1476.0,1311589
2024-09-02,1440.236572265625,1470.050048828125,1491.8499755859375,1464.6500244140625,1488.6500244140625,295844
2024-09-03,1431.125,1460.75,1479.75,1456.199951171875,1470.0,901067
2024-09-04,1445.3800048828125,1475.300048828125,1478.949951171875,1449.5999755859375,1455.0,517446
2024-09-05,1428.136962890625,1457.699951171875,1483.949951171875,1453.0,1480.0,533903
2024-09-06,1414.1759033203125,1443.449951171875,1455.5,1417.0999755859375,1453.5,1537112
2024-09-09,1461.7904052734375,1492.050048828125,1528.25,1425.1500244140625,1444.949951171875,2093470
2024-09-10,1472.567138671875,1503.050048828125,1511.9000244140625,1481.699951171875,1500.0,1399345
2024-09-11,1469.530029296875,1499.949951171875,1541.8499755859375,1495.199951171875,1505.0,1299900
2024-09-12,1482.7562255859375,1513.449951171875,1535.0,1501.5,1508.699951171875,1397079
2024-09-13,1461.0555419921875,1491.300048828125,1520.0,1478.0,1520.0,2359062
2024-09-16,1426.8143310546875,1456.3499755859375,1476.0,1416.199951171875,1476.0,1635007
2024-09-17,1429.8026123046875,1459.4000244140625,1481.699951171875,1449.1500244140625,1460.0,1373125
2024-09-18,1403.105224609375,1432.1500244140625,1464.6500244140625,1426.25,1459.4000244140625,632328
2024-09-19,1415.5474853515625,1444.8499755859375,1456.8499755859375,1429.550048828125,1439.300048828125,736187
2024-09-20,1427.059326171875,1456.5999755859375,1469.449951171875,1440.449951171875,1454.0,1885327
2024-09-23,1419.907470703125,1449.300048828125,1464.949951171875,1442.050048828125,1463.8499755859375,518082
2024-09-24,1417.01708984375,1446.3499755859375,1461.199951171875,1429.3499755859375,1446.699951171875,1514391
2024-09-25,1400.557861328125,1429.550048828125,1446.949951171875,1408.0999755859375,1446.0,1325119
2024-09-26,1393.4549560546875,1422.300048828125,1432.0,1407.199951171875,1429.5,540524
2024-09-27,1360.4873046875,1388.6500244140625,1410.0,1343.550048828125,1410.0,5207179
2024-09-30,1365.1409912109375,1393.4000244140625,1407.0,1377.0,1388.75,1190628
2024-10-01,1360.0955810546875,1388.25,1415.5,1369.050048828125,1395.0,1233644
2024-10-03,1321.0537109375,1348.4000244140625,1388.0,1338.050048828125,1350.300048828125,2342173
2024-10-04,1316.008056640625,1343.25,1357.1500244140625,1333.0999755859375,1348.0,1760338
2024-10-07,1305.3291015625,1332.3499755859375,1355.550048828125,1325.0,1343.25,1211273
2024-10-08,1278.0928955078125,1304.550048828125,1343.0999755859375,1300.25,1318.0,2892445
2024-10-09,1306.3577880859375,1333.4000244140625,1350.550048828125,1303.0,1308.0,4702906
2024-10-10,1290.0455322265625,1316.75,1355.3499755859375,1313.199951171875,1344.9000244140625,958975
2024-10-11,1289.0167236328125,1315.699951171875,1325.0,1311.0,1325.0,1260411
2024-10-14,1285.9796142578125,1312.5999755859375,1327.800048828125,1306.6500244140625,1322.0,1117318
2024-10-15,1315.2242431640625,1342.449951171875,1346.1500244140625,1314.0,1319.800048828125,1817397
2024-10-16,1333.3983154296875,1361.0,1366.5999755859375,1337.25,1347.1500244140625,1104389
2024-10-17,1319.9759521484375,1347.300048828125,1364.8499755859375,1327.0,1361.0,973342
2024-10-18,1309.0521240234375,1336.1500244140625,1358.949951171875,1333.0,1350.0,658127
2024-10-21,1286.8614501953125,1313.5,1342.699951171875,1308.5,1336.1500244140625,413489
2024-10-22,1273.2431640625,1299.5999755859375,1332.9000244140625,1296.050048828125,1321.0,401153
2024-10-23,1266.140380859375,1292.3499755859375,1306.0,1284.5999755859375,1300.0,801772
2024-10-24,1229.6458740234375,1255.0999755859375,1298.3499755859375,1238.699951171875,1295.0,2392142
2024-10-25,1265.0626220703125,1291.25,1328.8499755859375,1275.0,1288.0,3223478
2024-10-28,1270.353271484375,1296.6500244140625,1311.4000244140625,1276.5,1290.0,911104
2024-10-29,1252.375244140625,1278.300048828125,1298.050048828125,1268.75,1291.8499755859375,891549
2024-10-30,1273.6842041015625,1300.050048828125,1304.0,1267.300048828125,1284.6500244140625,790627
2024-10-31,1261.9805908203125,1283.1500244140625,1319.75,1277.199951171875,1308.9000244140625,858307
2024-11-01,1254.063232421875,1275.0999755859375,1293.5,1250.0,1287.75,40519
2024-11-04,1251.1619873046875,1272.1500244140625,1282.5,1265.050048828125,1275.0,409220
2024-11-05,1245.3592529296875,1266.25,1280.550048828125,1256.5,1278.0,499852
2024-11-06,1254.112548828125,1275.1500244140625,1282.75,1266.050048828125,1270.0,518986
2024-11-07,1237.737060546875,1258.5,1314.0,1255.5,1275.1500244140625,589272
2024-11-08,1230.4100341796875,1251.050048828125,1262.449951171875,1242.800048828125,1260.050048828125,878571
2024-11-11,1200.708251953125,1220.8499755859375,1250.0,1212.5,1250.0,555580
2024-11-12,1156.794921875,1176.199951171875,1222.25,1172.1500244140625,1220.8499755859375,2993508
2024-11-13,1164.367919921875,1183.9000244140625,1189.449951171875,1166.300048828125,1176.050048828125,1208369
2024-11-14,1155.713134765625,1175.0999755859375,1194.300048828125,1162.25,1184.3499755859375,1131043
2024-11-18,1162.1551513671875,1181.6500244140625,1191.75,1163.4000244140625,1175.0999755859375,1161297
2024-11-19,1165.7447509765625,1185.300048828125,1198.8499755859375,1177.0,1191.0,983651
2024-11-21,1159.2535400390625,1178.699951171875,1195.9000244140625,1169.550048828125,1185.050048828125,4373152
2024-11-22,1172.62939453125,1192.300048828125,1199.9000244140625,1174.0,1184.550048828125,719207
2024-11-25,1198.59375,1218.699951171875,1239.9000244140625,1195.0,1195.0,2884421
2024-11-26,1219.6407470703125,1240.0999755859375,1246.5999755859375,1219.0,1230.949951171875,603291
2024-11-27,1240.785888671875,1261.5999755859375,1265.1500244140625,1241.050048828125,1250.0,857354
2024-11-28,1230.6068115234375,1251.25,1281.9000244140625,1243.949951171875,1260.25,1901104
2024-11-29,1224.11572265625,1244.6500244140625,1255.550048828125,1236.0,1240.0,652041
2024-12-02,1206.904541015625,1227.1500244140625,1244.0,1219.699951171875,1225.0,565888
2024-12-03,1210.14990234375,1230.449951171875,1233.0,1215.199951171875,1227.1500244140625,859907
2024-12-04,1208.2320556640625,1228.5,1238.5,1217.949951171875,1230.5,701640
2024-12-05,1224.2139892578125,1244.75,1250.0,1215.5999755859375,1234.6500244140625,408507
2024-12-06,1215.0673828125,1235.449951171875,1255.0,1230.5999755859375,1251.0,842156
2024-12-09,1109.2425537109375,1127.8499755859375,1169.949951171875,1101.6500244140625,1169.949951171875,11231379
2024-12-10,1115.1435546875,1133.8499755859375,1136.699951171875,1122.800048828125,1130.0,2182449
2024-12-11,1116.5697021484375,1135.300048828125,1141.5999755859375,1122.550048828125,1136.9000244140625,1927111
2024-12-12,1092.7689208984375,1111.0999755859375,1142.75,1109.0,1140.0,2776408
2024-12-13,1093.1131591796875,1111.449951171875,1117.300048828125,1097.3499755859375,1112.1500244140625,2883674
2024-12-16,1093.9984130859375,1112.3499755859375,1128.0,1110.050048828125,1120.0,1658829
2024-12-17,1071.3287353515625,1089.300048828125,1115.25,1085.0,1112.6500244140625,1829849
2024-12-18,1073.73828125,1091.75,1104.699951171875,1089.300048828125,1094.9000244140625,885061
2024-12-19,1060.657470703125,1078.449951171875,1088.0,1075.6500244140625,1080.0,1920445
2024-12-20,1051.95361328125,1069.5999755859375,1083.949951171875,1067.0,1083.949951171875,1948622
2024-12-23,1056.03515625,1073.75,1078.699951171875,1065.699951171875,1074.800048828125,972130
2024-12-24,1060.0184326171875,1077.800048828125,1081.949951171875,1070.6500244140625,1075.0,1226815
2024-12-26,1053.5272216796875,1071.199951171875,1083.1500244140625,1063.3499755859375,1081.5,1017426
2024-12-27,1050.183349609375,1067.800048828125,1079.8499755859375,1060.0,1074.0,714897
2024-12-30,1043.052978515625,1060.550048828125,1073.050048828125,1055.050048828125,1069.949951171875,2904152
2024-12-31,1064.1983642578125,1082.050048828125,1086.449951171875,1060.550048828125,1060.550048828125,726636
2025-01-01,1061.7396240234375,1079.550048828125,1096.8499755859375,1077.1500244140625,1086.0,165498
2025-01-02,1075.4100341796875,1093.449951171875,1095.75,1070.550048828125,1085.6500244140625,762657
2025-01-03,1098.2274169921875,1116.6500244140625,1122.0,1090.3499755859375,1100.0,5833891
2025-01-06,1123.011474609375,1141.8499755859375,1157.5999755859375,1111.199951171875,1122.199951171875,3658539
2025-01-07,1134.7645263671875,1153.800048828125,1167.449951171875,1135.0,1136.050048828125,2428244
2025-01-08,1137.174072265625,1156.25,1159.25,1135.6500244140625,1153.0,1049530
