date_,adj close_gillette.ns,close_gillette.ns,high_gillette.ns,low_gillette.ns,open_gillette.ns,volume_gillette.ns
2024-02-23,6393.322265625,6507.10009765625,6543.2998046875,6500.0,6543.2998046875,4260
2024-02-26,6345.17919921875,6458.10009765625,6516.2998046875,6408.5498046875,6501.10009765625,8682
2024-02-27,6305.4365234375,6417.64990234375,6490.39990234375,6381.5,6490.39990234375,10157
2024-02-28,6368.3173828125,6481.64990234375,6537.0,6408.5498046875,6417.64990234375,19596
2024-02-29,6394.1083984375,6507.89990234375,6530.89990234375,6401.0,6481.64990234375,15462
2024-03-01,6450.89794921875,6565.7001953125,6649.0,6476.0,6476.0,10574
2024-03-04,6473.54443359375,6588.75,6646.0,6502.10009765625,6529.9501953125,10692
2024-03-05,6395.63134765625,6509.4501953125,6610.0,6478.64990234375,6585.39990234375,9227
2024-03-06,6367.92431640625,6481.25,6510.0,6383.2001953125,6510.0,8574
2024-03-07,6403.8349609375,6517.7998046875,6575.0,6466.60009765625,6481.0,5754
2024-03-11,6288.53759765625,6400.4501953125,6529.0,6351.0,6511.25,19132
2024-03-12,6418.1796875,6532.39990234375,6598.0,6351.10009765625,6399.60009765625,11016
2024-03-13,6263.23779296875,6374.7001953125,6524.14990234375,6329.2998046875,6502.10009765625,10314
2024-03-14,6259.84765625,6371.25,6448.0,6330.0,6330.0,8256
2024-03-15,6397.10546875,6510.9501953125,6588.0,6317.64990234375,6409.9501953125,12368
2024-03-18,6578.28076171875,6695.35009765625,6726.9501953125,6440.2001953125,6449.0,15507
2024-03-19,6489.953125,6605.4501953125,6750.0,6565.60009765625,6719.35009765625,9382
2024-03-20,6467.40380859375,6582.5,6621.10009765625,6478.0,6605.0,17466
2024-03-21,6568.0625,6684.9501953125,6710.4501953125,6581.39990234375,6616.5,11407
2024-03-22,6558.08984375,6674.7998046875,6809.0,6642.7998046875,6711.25,33220
2024-03-26,6476.4921875,6591.75,6799.9501953125,6579.14990234375,6794.10009765625,6838
2024-03-27,6438.61669921875,6553.2001953125,6662.7998046875,6517.0498046875,6638.7998046875,4431
2024-03-28,6405.60400390625,6519.60009765625,6655.75,6497.0,6554.0,5778
2024-04-01,6545.80859375,6662.2998046875,6697.9501953125,6522.2001953125,6522.2001953125,6996
2024-04-02,6498.74609375,6614.39990234375,6742.0,6590.10009765625,6695.64990234375,8436
2024-04-03,6444.7080078125,6559.39990234375,6670.0,6510.0,6649.9501953125,11361
2024-04-04,6501.10400390625,6616.7998046875,6631.10009765625,6577.25,6599.0,6177
2024-04-05,6506.3603515625,6622.14990234375,6681.39990234375,6559.64990234375,6640.0,8146
2024-04-08,6476.443359375,6591.7001953125,6656.35009765625,6580.0,6656.2998046875,7017
2024-04-09,6483.025390625,6598.39990234375,6638.39990234375,6546.7001953125,6620.0,5818
2024-04-10,6456.44873046875,6571.35009765625,6625.4501953125,6540.0,6578.60009765625,5899
2024-04-12,6296.98681640625,6409.0498046875,6599.0,6391.2001953125,6571.35009765625,13303
2024-04-15,6374.99853515625,6488.4501953125,6600.0,6301.0,6390.0,13730
2024-04-16,6330.24462890625,6442.89990234375,6548.4501953125,6425.25,6520.89990234375,6956
2024-04-18,6374.94921875,6488.39990234375,6509.0,6442.89990234375,6442.89990234375,4752
2024-04-19,6332.75048828125,6445.4501953125,6492.64990234375,6407.14990234375,6450.0,4030
2024-04-22,6344.58935546875,6457.5,6570.0,6417.60009765625,6460.0,19965
2024-04-23,6240.59033203125,6351.64990234375,6517.7998046875,6337.10009765625,6470.0,36566
2024-04-24,6190.13818359375,6300.2998046875,6406.60009765625,6295.0,6361.25,13556
2024-04-25,6098.61669921875,6207.14990234375,6367.7998046875,6195.0498046875,6320.0,35272
2024-04-26,6148.18505859375,6257.60009765625,6325.0498046875,6236.89990234375,6245.0,16610
2024-04-29,6098.66650390625,6207.2001953125,6378.5498046875,6191.0,6257.60009765625,35680
2024-04-30,6551.310546875,6667.89990234375,6859.0,6305.0,6394.0,347032
2024-05-02,6653.197265625,6771.60009765625,6820.0,6585.0498046875,6650.0,49288
2024-05-03,6579.65625,6696.75,6825.60009765625,6631.0,6701.5,14954
2024-05-06,6502.7744140625,6618.5,6755.75,6548.10009765625,6755.75,16262
2024-05-07,6683.802734375,6802.75,6867.2998046875,6600.0,6619.0,175429
2024-05-08,6846.064453125,6967.89990234375,7089.89990234375,6764.60009765625,6859.0,76913
2024-05-09,6790.9951171875,6911.85009765625,7110.0,6863.75,6970.0,50025
2024-05-10,6680.02001953125,6798.89990234375,6960.4501953125,6774.60009765625,6914.7001953125,13932
2024-05-13,6768.1025390625,6888.5498046875,7074.0,6770.0,6839.0,32576
2024-05-14,6681.0517578125,6799.9501953125,6951.75,6750.10009765625,6898.7998046875,22091
2024-05-15,6600.19091796875,6717.64990234375,6864.2001953125,6689.7998046875,6800.0,26223
2024-05-16,6700.8984375,6820.14990234375,6859.0,6701.14990234375,6774.9501953125,30212
2024-05-17,6753.806640625,6874.0,6918.75,6738.2001953125,6854.2998046875,24801
2024-05-21,6689.25537109375,6808.2998046875,6890.0,6767.2998046875,6820.2998046875,25053
2024-05-22,6824.40087890625,6945.85009765625,7002.0,6794.2001953125,6801.0,23816
2024-05-23,6851.5673828125,6973.5,6990.0,6840.0,6980.14990234375,16857
2024-05-24,6771.787109375,6892.2998046875,7031.2001953125,6832.5498046875,6990.0,19785
2024-05-27,7011.2744140625,7136.0498046875,7190.0,6879.64990234375,6899.0,66549
2024-05-28,6756.01708984375,6876.25,7180.0,6839.2001953125,7164.5498046875,38005
2024-05-29,6952.373046875,7076.10009765625,7099.14990234375,6862.60009765625,6910.64990234375,60063
2024-05-30,7021.1982421875,7146.14990234375,7185.4501953125,6971.0,7075.64990234375,25944
2024-05-31,7013.87890625,7138.7001953125,7250.0,7070.25,7146.14990234375,169149
2024-06-03,7084.42333984375,7210.5,7240.0,7072.2998046875,7200.14990234375,41887
2024-06-04,6998.501953125,7123.0498046875,7245.7001953125,6710.5,7152.0,28631
2024-06-05,7359.52734375,7490.5,7550.0,7102.0498046875,7175.0,95384
2024-06-06,7355.59716796875,7486.5,7675.89990234375,7439.9501953125,7500.0,31055
2024-06-07,7387.52880859375,7519.0,7547.0,7456.0,7529.0,31865
2024-06-10,7514.61767578125,7648.35009765625,7695.0,7519.0,7519.0,15712
2024-06-11,7706.69873046875,7843.85009765625,7999.0,7599.9501953125,7645.2998046875,64914
2024-06-12,7648.09228515625,7784.2001953125,7948.10009765625,7725.2998046875,7838.5498046875,20831
2024-06-13,7641.80419921875,7777.7998046875,7909.9501953125,7761.85009765625,7795.7001953125,38516
2024-06-14,7575.3369140625,7710.14990234375,7899.2998046875,7695.0,7785.10009765625,13519
2024-06-18,7696.43115234375,7833.39990234375,7889.9501953125,7710.14990234375,7725.0,18169
2024-06-19,7419.11669921875,7551.14990234375,7894.14990234375,7530.0,7894.14990234375,47756
2024-06-20,7269.873046875,7399.25,7614.9501953125,7344.14990234375,7614.9501953125,30231
2024-06-21,7405.16552734375,7536.9501953125,7577.0,7346.75,7390.10009765625,27600
2024-06-24,7327.59521484375,7458.0,7625.0,7390.0,7593.0,33267
2024-06-25,7368.07568359375,7499.2001953125,7540.0,7470.0,7499.0,9838
2024-06-26,7299.79052734375,7429.7001953125,7537.10009765625,7395.0,7537.10009765625,12878
2024-06-27,7227.03515625,7355.64990234375,7500.0,7231.5,7458.0,14401
2024-06-28,7118.1728515625,7244.85009765625,7405.0,7222.64990234375,7360.0,12876
2024-07-01,7180.46435546875,7308.25,7460.0,7250.0,7285.0,75118
2024-07-02,7189.7490234375,7317.7001953125,7422.60009765625,7202.0,7347.89990234375,16938
2024-07-03,7162.4345703125,7289.89990234375,7345.0,7262.5,7340.0,14110
2024-07-04,7102.40283203125,7228.7998046875,7327.39990234375,7220.0,7326.7998046875,12179
2024-07-05,7077.59423828125,7203.5498046875,7278.0,7175.2001953125,7274.9501953125,12937
2024-07-08,7260.78466796875,7390.0,7449.0,7152.75,7203.5498046875,22191
2024-07-09,7268.30078125,7397.64990234375,7477.5,7331.0,7477.5,14764
2024-07-10,7263.53515625,7392.7998046875,7464.9501953125,7293.0,7423.0,15483
2024-07-11,7254.2998046875,7383.39990234375,7450.0,7340.10009765625,7431.85009765625,13471
2024-07-12,7234.6005859375,7363.35009765625,7427.89990234375,7302.60009765625,7427.89990234375,33181
2024-07-15,7541.685546875,7675.89990234375,7790.0,7363.2998046875,7363.35009765625,46263
2024-07-16,7597.2958984375,7732.5,7826.60009765625,7682.35009765625,7720.0,22710
2024-07-18,7835.015625,7974.4501953125,8099.0,7676.0498046875,7771.60009765625,59095
2024-07-19,7549.5458984375,7683.89990234375,7984.9501953125,7635.0,7950.0,18191
2024-07-22,7529.9443359375,7663.9501953125,7750.0,7612.0,7683.89990234375,7571
2024-07-23,7564.47998046875,7699.10009765625,7888.0,7550.0498046875,7663.9501953125,21365
2024-07-24,7713.822265625,7851.10009765625,7937.9501953125,7677.0498046875,7700.0,16297
2024-07-25,7670.7880859375,7807.2998046875,7833.35009765625,7725.0,7800.0,9601
2024-07-26,7651.48193359375,7787.64990234375,7938.89990234375,7775.0498046875,7827.2998046875,9711
2024-07-29,7697.26708984375,7834.25,7927.60009765625,7770.0,7866.0,11781
2024-07-30,7683.51171875,7820.25,7962.64990234375,7800.14990234375,7833.0,9609
2024-07-31,7687.88427734375,7824.7001953125,7900.0,7797.89990234375,7820.25,6189
2024-08-01,7803.083984375,7941.9501953125,7981.0,7705.0,7815.14990234375,12352
2024-08-02,7842.3349609375,7981.89990234375,8195.0,7872.10009765625,7941.9501953125,56172
2024-08-05,7462.49462890625,7595.2998046875,7966.0,7551.2001953125,7966.0,25352
2024-08-06,7518.498046875,7652.2998046875,7759.9501953125,7560.0,7611.10009765625,9760
2024-08-07,7712.83984375,7850.10009765625,7918.7001953125,7674.9501953125,7675.0,17226
2024-08-08,7878.54052734375,8018.75,8075.0,7850.0,7850.10009765625,20541
2024-08-09,7889.54541015625,8029.9501953125,8139.25,7951.2001953125,8040.0,12986
2024-08-12,7739.51513671875,7877.25,8033.14990234375,7850.0,8029.9501953125,7750
2024-08-13,7546.9912109375,7681.2998046875,7899.0,7657.5498046875,7899.0,10180
2024-08-14,7621.07275390625,7756.7001953125,7774.9501953125,7628.0,7681.2998046875,5501
2024-08-16,7718.73486328125,7856.10009765625,7979.9501953125,7727.7001953125,7727.7001953125,16014
2024-08-19,7792.81591796875,7931.5,8023.7998046875,7882.0,7913.39990234375,12052
2024-08-20,7896.8154296875,8037.35009765625,8050.0,7872.2998046875,7935.0,8277
2024-08-21,8122.05615234375,8266.599609375,8299.0,8001.60009765625,8037.35009765625,37827
2024-08-22,8192.5029296875,8338.2998046875,8540.9501953125,8267.0,8450.0,37978
2024-08-23,8308.3916015625,8456.25,8540.0,8361.2001953125,8380.0,53560
2024-08-26,8812.86328125,8969.7001953125,9050.0,8571.400390625,8600.0,186510
2024-08-27,8689.5576171875,8844.2001953125,9238.7998046875,8765.25,8900.099609375,101794
2024-08-28,8822.1484375,8979.150390625,9026.5498046875,8844.0498046875,8888.4501953125,35732
2024-08-29,8820.1337890625,8977.099609375,9190.0,8882.650390625,8992.150390625,103981
2024-08-30,8730.1357421875,8885.5,9162.25,8790.2001953125,9000.0,54201
2024-09-02,8753.02734375,8908.7998046875,9120.0,8878.400390625,9120.0,84442
2024-09-03,8810.7021484375,8967.5,9060.0,8920.5,9000.0,51551
2024-09-04,8844.5498046875,9001.9501953125,9179.9501953125,8910.0,8956.349609375,45944
2024-09-05,8954.1494140625,9113.5,9229.849609375,8985.0,9060.0,36745
2024-09-06,8878.052734375,9036.0498046875,9425.0,9002.0498046875,9175.0,64251
2024-09-09,8954.591796875,9113.9501953125,9275.0,9019.099609375,9148.0,60846
2024-09-10,8855.8486328125,9013.4501953125,9495.0,8952.099609375,9113.9501953125,45938
2024-09-11,8737.0615234375,8892.5498046875,9117.75,8861.2998046875,9039.9501953125,31285
2024-09-12,8743.349609375,8898.9501953125,8960.0,8860.0,8937.900390625,21547
2024-09-13,8731.70703125,8887.099609375,8957.7998046875,8860.0,8917.599609375,21679
2024-09-16,8728.7109375,8884.0498046875,8999.0,8800.0,8887.099609375,23214
2024-09-17,8741.3369140625,8896.900390625,9050.0,8810.099609375,8881.0498046875,23708
2024-09-18,8848.626953125,9006.099609375,9043.0,8901.150390625,8969.900390625,21528
2024-09-19,8841.7490234375,8999.099609375,9560.0,8930.099609375,9050.0,150092
2024-09-20,8809.3251953125,8966.099609375,9236.0,8513.75,8933.0,336483
2024-09-23,8662.98046875,8817.150390625,8946.400390625,8780.0,8870.0,25888
2024-09-24,8618.6201171875,8772.0,8876.400390625,8730.099609375,8861.5,12337
2024-09-25,8386.943359375,8536.2001953125,8693.2998046875,8500.0,8623.2001953125,46726
2024-09-26,8382.3740234375,8531.5498046875,8616.0,8460.0,8570.0,20938
2024-09-27,8342.0908203125,8490.5498046875,8554.4501953125,8470.0,8531.5,19067
2024-09-30,8330.2021484375,8478.4501953125,8599.9501953125,8430.0,8528.0,25931
2024-10-01,8359.9228515625,8508.7001953125,8599.900390625,8407.0498046875,8460.0,31758
2024-10-03,8298.1240234375,8445.7998046875,8600.0,8346.650390625,8452.599609375,26325
2024-10-04,8378.837890625,8527.9501953125,8572.4501953125,8315.0,8490.0,28147
2024-10-07,8532.109375,8683.9501953125,8747.4501953125,8430.0,8570.599609375,27478
2024-10-08,8663.619140625,8817.7998046875,8950.0,8652.5,8720.0,104121
2024-10-09,8838.5556640625,8995.849609375,9009.0,8753.349609375,8879.0,22027
2024-10-10,8795.47265625,8952.0,9074.900390625,8915.75,9053.7001953125,37307
2024-10-11,8865.7724609375,9023.5498046875,9053.9501953125,8860.0,8966.599609375,8213
2024-10-14,8896.9658203125,9055.2998046875,9178.849609375,9000.099609375,9072.849609375,20306
2024-10-15,8939.5087890625,9098.599609375,9178.599609375,9002.5,9100.849609375,19913
2024-10-16,8953.953125,9113.2998046875,9196.0,8959.4501953125,9090.0,27160
2024-10-17,8764.9658203125,8920.9501953125,9100.0,8850.0,9100.0,10456
2024-10-18,8624.8095703125,8778.2998046875,8929.0,8720.0,8867.0,10449
2024-10-21,8501.455078125,8652.75,8922.849609375,8601.0,8729.0,11950
2024-10-22,8177.2255859375,8322.75,8725.0,8287.5,8650.0,11958
2024-10-23,8346.6591796875,8495.2001953125,8519.0,8237.7001953125,8332.0,10180
2024-10-24,8140.6259765625,8285.5,8756.900390625,8251.349609375,8513.349609375,18971
2024-10-25,8075.97705078125,8219.7001953125,8431.5,8090.0,8368.349609375,16908
2024-10-28,8366.7021484375,8515.599609375,8907.9501953125,8135.7001953125,8219.75,30254
2024-10-29,9238.095703125,9402.5,9713.900390625,9012.0,9249.9501953125,850450
2024-10-30,9586.4462890625,9757.0498046875,9899.25,9226.2001953125,9398.0498046875,283588
2024-10-31,9781.2783203125,9955.349609375,10097.9501953125,9467.0498046875,9621.0,120974
2024-11-01,9786.9287109375,9961.099609375,10000.0,9800.0,9962.099609375,12994
2024-11-04,10211.3251953125,10393.0498046875,10550.0,10024.5,10024.5,300327
2024-11-05,10283.6884765625,10466.7001953125,10625.0,10150.0498046875,10370.0,127020
2024-11-06,10035.5048828125,10214.099609375,10633.0,10160.0,10466.7001953125,82553
2024-11-07,9827.8984375,10002.7998046875,10274.9501953125,9966.25,10100.0,52936
2024-11-08,9645.052734375,9816.7001953125,10070.0,9723.099609375,10002.7998046875,44571
2024-11-11,9487.4580078125,9656.2998046875,9836.0,9625.0,9836.0,16815
2024-11-12,9246.6923828125,9411.25,9750.0,9370.9501953125,9605.0,19794
2024-11-13,9389.0595703125,9556.150390625,9719.25,9248.150390625,9480.0,31188
2024-11-14,9262.314453125,9427.150390625,9877.849609375,9361.650390625,9590.5,51977
2024-11-18,9315.6171875,9481.400390625,9518.9501953125,9282.5498046875,9438.900390625,31562
2024-11-19,9122.060546875,9284.400390625,9572.5,9250.0,9485.0,23680
2024-11-21,9013.6884765625,9174.099609375,9333.9501953125,9110.0,9284.75,25818
2024-11-22,9151.4375,9314.2998046875,9404.0,9170.0,9170.0,17078
2024-11-25,10260.55078125,10443.150390625,10699.0,9408.150390625,9499.9501953125,301799
2024-11-26,9913.7509765625,10046.7001953125,10501.0498046875,9951.0498046875,10500.0,76725
2024-11-27,9744.224609375,9874.900390625,10370.0,9851.0498046875,10005.5498046875,53723
2024-11-28,9639.1826171875,9768.4501953125,9954.9501953125,9710.099609375,9895.7998046875,30587
2024-11-29,9682.84765625,9812.7001953125,9896.4501953125,9610.349609375,9782.4501953125,28311
2024-12-02,9627.7353515625,9756.849609375,9939.75,9720.0498046875,9870.0,25453
2024-12-03,9681.4658203125,9811.2998046875,9900.0,9731.2001953125,9755.0,19573
2024-12-04,9662.81640625,9792.400390625,9895.0,9755.5498046875,9853.400390625,17115
2024-12-05,9860.4169921875,9992.650390625,10618.25,9831.5,9841.650390625,131365
2024-12-06,9850.1533203125,9982.25,10164.9501953125,9942.099609375,10035.099609375,19861
2024-12-09,9725.771484375,9856.2001953125,10034.9501953125,9782.150390625,9982.25,19997
2024-12-10,9864.9052734375,9997.2001953125,10182.9501953125,9792.9501953125,9879.2001953125,32370
2024-12-11,9841.025390625,9973.0,10130.0,9912.099609375,10053.349609375,14533
2024-12-12,9672.5361328125,9802.25,10040.25,9779.849609375,10040.25,18838
2024-12-13,9503.2060546875,9630.650390625,9834.9501953125,9548.0498046875,9794.849609375,25484
2024-12-16,9672.880859375,9802.599609375,9900.900390625,9649.9501953125,9773.900390625,19479
2024-12-17,9627.341796875,9756.4501953125,9858.0,9615.7001953125,9856.5498046875,16172
2024-12-18,9650.77734375,9780.2001953125,9865.0,9700.0,9711.650390625,20236
2024-12-19,9559.0576171875,9687.25,9763.0,9615.2998046875,9700.0498046875,9083
2024-12-20,9289.818359375,9414.400390625,9740.0,9362.0,9740.0,18439
2024-12-23,8965.3193359375,9085.5498046875,9273.0,9002.2998046875,9255.0,37431
2024-12-24,9578.5947265625,9707.0498046875,10000.0,9075.150390625,9100.0,67002
2024-12-26,9293.6669921875,9418.2998046875,9590.0498046875,9366.0498046875,9590.0498046875,21440
2024-12-27,9267.912109375,9392.2001953125,9490.0,9260.25,9372.0,11682
2024-12-30,9324.798828125,9449.849609375,9951.0,9250.0,9444.650390625,20135
2024-12-31,9426.732421875,9553.150390625,9754.25,9332.5,9444.599609375,30549
2025-01-01,9625.26953125,9754.349609375,9800.0,9472.099609375,9562.0,12807
2025-01-02,9730.4091796875,9860.900390625,9889.9501953125,9637.099609375,9718.75,14082
2025-01-03,9767.560546875,9898.5498046875,9986.75,9761.25,9860.900390625,8560
2025-01-06,9458.30859375,9585.150390625,10059.650390625,9505.0,9895.0498046875,27814
2025-01-07,9763.2685546875,9894.2001953125,9948.9501953125,9647.650390625,9650.0,22708
2025-01-08,9612.984375,9741.900390625,9901.5,9725.0,9901.5,11814
2025-01-09,9588.7099609375,9717.2998046875,9957.0498046875,9625.0,9761.2998046875,16094
2025-01-10,9525.3095703125,9653.0498046875,9792.349609375,9576.150390625,9701.150390625,25254
2025-01-13,9366.29296875,9491.900390625,9735.75,9361.5498046875,9509.5,25585
2025-01-14,9390.86328125,9516.7998046875,9690.0,9399.9501953125,9483.150390625,30871
2025-01-15,9336.9365234375,9462.150390625,9532.5,9330.0,9516.7998046875,9841
2025-01-16,9256.4150390625,9380.5498046875,9522.4501953125,9301.150390625,9372.2001953125,8130
2025-01-17,9274.5732421875,9398.9501953125,9460.0,9276.099609375,9398.9501953125,3998
2025-01-20,9256.8115234375,9380.9501953125,9478.2001953125,9286.0,9446.4501953125,7192
2025-01-21,9395.3515625,9521.349609375,9735.0,9280.0,9381.0498046875,57840
2025-01-22,9257.056640625,9381.2001953125,9507.9501953125,9280.0,9507.2998046875,11646
2025-01-23,9402.75390625,9528.849609375,9574.599609375,9295.0498046875,9403.0,8945
2025-01-24,9264.8525390625,9389.099609375,9548.650390625,9326.150390625,9500.0,6442
2025-01-27,8877.15234375,8996.2001953125,9326.2001953125,8954.9501953125,9326.2001953125,14213
2025-01-28,8566.71484375,8681.599609375,9045.0,8462.0,8916.099609375,32579
2025-01-29,8583.095703125,8698.2001953125,8759.9501953125,8514.9501953125,8679.0,21683
2025-01-30,8571.25390625,8686.2001953125,8899.0,8611.0,8698.2001953125,12304
2025-01-31,8493.3486328125,8607.25,8779.7998046875,8520.0,8779.7998046875,16078
2025-02-01,8652.46484375,8768.5,8900.0,8455.650390625,8601.099609375,18472
2025-02-03,8607.0732421875,8722.5,9010.0,8585.0,8622.099609375,27704
2025-02-04,8378.390625,8490.75,8818.4501953125,8468.0,8818.4501953125,16172
2025-02-05,8579.0498046875,8694.099609375,8745.5,8425.75,8500.0,31126
2025-02-06,8787.849609375,8905.7001953125,9030.849609375,8602.099609375,8699.0,24180
2025-02-07,8790.95703125,8908.849609375,8971.2998046875,8730.0,8880.0,14716
2025-02-10,8735.7490234375,8852.900390625,9000.0,8715.2998046875,8908.849609375,23417
2025-02-11,8399.6552734375,8512.2998046875,8837.0,8460.5498046875,8800.0,14707
2025-02-12,8105.79638671875,8214.5,8551.75,8144.0,8502.0,20615
2025-02-13,7850.42138671875,7955.7001953125,8333.25,7870.0,8226.0,52583
2025-02-14,7477.32470703125,7577.60009765625,7995.4501953125,7475.2998046875,7955.7001953125,68503
2025-02-17,7352.9921875,7451.60009765625,7744.4501953125,7411.64990234375,7569.9501953125,77772
2025-02-18,8192.4052734375,8229.849609375,8787.0,7450.0,7450.0,1300296
2025-02-19,8421.9072265625,8460.400390625,9020.0,8010.0,8024.14990234375,1126970
2025-02-20,8395.67578125,8434.0498046875,8680.0,8252.9501953125,8329.2001953125,307024
2025-02-21,8210.0244140625,8247.5498046875,8544.4501953125,8200.2001953125,8418.0,104359
2025-02-24,8354.265625,8392.4501953125,8720.9501953125,8158.14990234375,8162.10009765625,525425
2025-02-25,8189.27001953125,8226.7001953125,8473.650390625,8112.2001953125,8410.0,121816
2025-02-27,8080.6162109375,8117.5498046875,8337.2998046875,8070.2001953125,8226.7001953125,106150
2025-02-28,7849.4228515625,7885.2998046875,8119.9501953125,7818.2001953125,8076.0,65228
2025-03-03,7780.6376953125,7816.2001953125,7996.9501953125,7726.0,7907.85009765625,72082
2025-03-04,7747.68798828125,7783.10009765625,7917.5,7700.0498046875,7760.0,38082
2025-03-05,7970.818359375,8007.25,8037.0,7775.0,7810.0,38476
2025-03-06,7964.447265625,8000.85009765625,8192.0,7826.10009765625,8070.0,43228
2025-03-07,7825.58203125,7861.35009765625,8049.35009765625,7830.0,8030.0,22818
2025-03-10,7837.02978515625,7872.85009765625,8045.64990234375,7800.0498046875,7859.0,35965
2025-03-11,7946.97705078125,7983.2998046875,8034.5,7765.10009765625,7850.0498046875,22344
2025-03-12,7852.11083984375,7888.0,8033.35009765625,7787.75,7993.2001953125,18760
2025-03-13,7738.927734375,7774.2998046875,7932.7001953125,7750.2001953125,7904.89990234375,20416
2025-03-17,8115.00927734375,8152.10009765625,8198.349609375,7815.89990234375,7815.89990234375,88453
2025-03-18,8115.00927734375,8152.10009765625,8152.10009765625,8152.10009765625,8152.10009765625,0
2025-03-19,8044.33203125,8081.10009765625,8246.0498046875,8050.0,8245.4501953125,25332
2025-03-20,8172.048828125,8209.400390625,8314.900390625,8138.9501953125,8187.9501953125,30857
2025-03-21,8063.29541015625,8100.14990234375,8284.5498046875,8056.75,8215.0,40663
2025-03-24,8012.52734375,8049.14990234375,8175.0,8021.35009765625,8100.14990234375,25115
2025-03-25,7927.814453125,7964.0498046875,8100.0,7909.0,8091.14990234375,20880
2025-03-26,7875.75244140625,7911.75,8033.0,7857.0,7978.0,17575
2025-03-27,7996.650390625,8033.2001953125,8117.5,7857.25,7900.0,48910
2025-03-28,7986.7451171875,8023.25,8278.9501953125,8010.2998046875,8065.0,35984
2025-04-01,7957.03125,7993.39990234375,8083.85009765625,7925.0,8023.25,9691
2025-04-02,8051.5986328125,8088.39990234375,8150.0,7937.10009765625,7999.0,50226
2025-04-03,8035.970703125,8072.7001953125,8121.10009765625,8000.0,8000.0,10166
2025-04-04,7920.49853515625,7956.7001953125,8109.10009765625,7877.10009765625,8065.0,11537
2025-04-07,7729.67041015625,7765.0,7834.9501953125,7563.35009765625,7700.0,22760
2025-04-08,7907.40771484375,7943.5498046875,8050.64990234375,7750.60009765625,7820.0,15949
2025-04-09,7847.23291015625,7883.10009765625,8040.0,7835.5,7974.0,21248
2025-04-11,7902.580078125,7938.7001953125,8176.4501953125,7882.0,7989.5498046875,38034
2025-04-15,7932.7421875,7969.0,8119.5,7920.5,7970.5,31176
2025-04-16,7769.98583984375,7805.5,8055.0,7770.5,7984.0,54240
2025-04-17,7775.4609375,7811.0,7895.5,7756.5,7875.0,19789
2025-04-21,7845.64013671875,7881.5,7924.0,7738.5,7859.0,19466
2025-04-22,8032.78466796875,8069.5,8445.0,7922.5,7949.0,105362
2025-04-23,8292.099609375,8330.0,8369.5,8076.0,8124.0,63492
2025-04-24,8266.7158203125,8304.5,8484.5,8220.5,8333.0,32842
2025-04-25,8129.84130859375,8167.0,8335.0,8045.0,8282.0,17818
2025-04-28,8086.04150390625,8123.0,8277.0,8100.0,8167.0,14195
2025-04-29,8070.61181640625,8107.5,8217.5,8060.5,8164.0,12740
