date_,adj close_marico.ns,close_marico.ns,high_marico.ns,low_marico.ns,open_marico.ns,volume_marico.ns
2024-03-12,495.9954528808594,503.6000061035156,510.5,501.0,509.20001220703125,802956
2024-03-13,488.6579284667969,496.1499938964844,511.70001220703125,494.6499938964844,504.8999938964844,2217193
2024-03-14,498.408447265625,506.04998779296875,509.1499938964844,492.1499938964844,496.1499938964844,2326218
2024-03-15,492.5975036621094,500.1499938964844,509.6499938964844,496.5,507.0,2751229
2024-03-18,489.987548828125,497.5,502.75,496.0,500.1499938964844,1322999
2024-03-19,482.6500244140625,490.04998779296875,497.45001220703125,486.29998779296875,496.0,1840899
2024-03-20,485.1615295410156,492.6000061035156,496.3999938964844,487.29998779296875,490.04998779296875,818930
2024-03-21,493.1392517089844,500.70001220703125,501.5,491.54998779296875,495.0,1472539
2024-03-22,490.2337646484375,497.75,504.0,495.0,501.0,1090354
2024-03-26,489.0518798828125,496.54998779296875,499.70001220703125,491.04998779296875,491.04998779296875,1641519
2024-03-27,487.32830810546875,494.79998779296875,499.45001220703125,492.6000061035156,499.0,765910
2024-03-28,489.6921081542969,497.20001220703125,499.95001220703125,490.79998779296875,496.3999938964844,1873929
2024-04-01,488.3132019042969,495.79998779296875,504.8999938964844,494.70001220703125,497.20001220703125,798915
2024-04-02,491.46490478515625,499.0,499.8999938964844,496.0,497.0,665814
2024-04-03,488.5594177246094,496.04998779296875,501.79998779296875,495.20001220703125,501.25,753923
2024-04-04,484.0781555175781,491.5,499.25,490.54998779296875,499.25,967522
2024-04-05,501.80633544921875,509.5,510.8500061035156,493.04998779296875,494.5,3357470
2024-04-08,511.16290283203125,519.0,521.0,509.8999938964844,511.5,1952580
2024-04-09,501.8555908203125,509.54998779296875,519.75,507.6499938964844,518.7999877929688,609398
2024-04-10,507.4202880859375,515.2000122070312,516.5999755859375,507.1499938964844,513.2000122070312,937271
2024-04-12,506.78009033203125,514.5499877929688,519.2999877929688,512.9500122070312,516.7000122070312,900595
2024-04-15,501.56011962890625,509.25,514.0,505.3500061035156,510.1499938964844,1163084
2024-04-16,500.4767150878906,508.1499938964844,515.4500122070312,502.20001220703125,506.70001220703125,1357134
2024-04-18,498.753173828125,506.3999938964844,515.9500122070312,495.1499938964844,512.7999877929688,3161005
2024-04-19,497.66973876953125,505.29998779296875,508.0,502.0,503.8500061035156,1090283
2024-04-22,498.35919189453125,506.0,515.5499877929688,505.25,515.5499877929688,3016169
2024-04-23,502.446533203125,510.1499938964844,513.4500122070312,505.6000061035156,507.5,860942
2024-04-24,501.609375,509.29998779296875,513.2000122070312,508.0,510.6000061035156,553044
2024-04-25,502.446533203125,510.1499938964844,511.29998779296875,503.1499938964844,511.29998779296875,642394
2024-04-26,510.0302429199219,517.8499755859375,518.7000122070312,510.3500061035156,511.95001220703125,1801225
2024-04-29,507.814208984375,515.5999755859375,524.0,512.7999877929688,520.5,1650076
2024-04-30,510.1780090332031,518.0,519.9500122070312,515.5999755859375,518.0,1307750
2024-05-02,510.0302429199219,517.8499755859375,522.7999877929688,513.4000244140625,517.5,926594
2024-05-03,509.0946350097656,516.9000244140625,521.4500122070312,510.45001220703125,519.9500122070312,1104998
2024-05-06,522.292236328125,530.2999877929688,534.0,518.25,520.9000244140625,3372308
2024-05-07,574.6889038085938,583.5,586.0,559.5999755859375,562.0,35041160
2024-05-08,586.6554565429688,595.6500244140625,598.5,573.5,583.5,8678579
2024-05-09,572.5714111328125,581.3499755859375,593.6500244140625,579.3499755859375,590.2000122070312,6584839
2024-05-10,578.2838134765625,587.1500244140625,588.5,574.2000122070312,581.0,1775304
2024-05-13,585.5720825195312,594.5499877929688,605.25,584.4000244140625,590.8499755859375,3806732
2024-05-14,591.1859741210938,600.25,612.4000244140625,585.75,593.9500122070312,4911104
2024-05-15,582.6665649414062,591.5999755859375,603.1500244140625,586.1500244140625,601.7999877929688,1257277
2024-05-16,582.3218994140625,591.25,601.0,585.0499877929688,590.7000122070312,2586189
2024-05-17,588.0343017578125,597.0499877929688,600.0,582.2999877929688,591.4000244140625,2280419
2024-05-21,581.238525390625,590.1500244140625,597.5,585.0,592.0,2397255
2024-05-22,593.5989990234375,602.7000122070312,608.2999877929688,590.2000122070312,591.0,4604232
2024-05-23,598.9666748046875,608.1500244140625,613.7000122070312,601.9000244140625,607.1500244140625,3345604
2024-05-24,594.87939453125,604.0,606.5999755859375,596.25,606.5999755859375,1841955
2024-05-27,593.4512329101562,602.5499877929688,612.9000244140625,600.5999755859375,612.9000244140625,1748191
2024-05-28,598.9174194335938,608.0999755859375,615.9000244140625,602.8499755859375,607.0,3123135
2024-05-29,596.3074951171875,605.4500122070312,615.0,601.75,608.0,2252674
2024-05-30,588.2312622070312,597.25,604.9000244140625,590.6500244140625,601.0499877929688,1280510
2024-05-31,586.5569458007812,595.5499877929688,603.5,591.5499877929688,597.25,4303624
2024-06-03,585.1287841796875,594.0999755859375,609.0,592.0,609.0,1859030
2024-06-04,605.27001953125,614.5499877929688,620.0,588.25,602.0,9095613
2024-06-05,635.752685546875,645.5,667.2000122070312,618.0999755859375,621.4500122070312,13511763
2024-06-06,628.2181396484375,637.8499755859375,650.0,626.5499877929688,646.7999877929688,2216040
2024-06-07,643.139404296875,653.0,654.9500122070312,634.0999755859375,634.0999755859375,2475400
2024-06-10,641.8098754882812,651.6500244140625,659.5,646.5,655.0,1431839
2024-06-11,637.5254516601562,647.2999877929688,661.3499755859375,645.4500122070312,651.0,1434087
2024-06-12,619.9943237304688,629.5,650.0,625.7999877929688,650.0,3807297
2024-06-13,602.0198364257812,611.25,635.0,605.3499755859375,634.9500122070312,13174925
2024-06-14,609.99755859375,619.3499755859375,621.9500122070312,610.7999877929688,614.8499755859375,2504833
2024-06-18,614.0848999023438,623.5,625.0,615.7000122070312,625.0,1998831
2024-06-19,613.05078125,622.4500122070312,630.5999755859375,617.75,627.0,2262576
2024-06-20,618.910888671875,628.4000244140625,629.5,616.25,625.0,964116
2024-06-21,600.591796875,609.7999877929688,629.5499877929688,609.0,628.4000244140625,2029376
2024-06-24,613.6417236328125,623.0499877929688,623.9500122070312,607.0,610.0,1626740
2024-06-25,605.762451171875,615.0499877929688,624.9000244140625,613.5499877929688,623.7999877929688,1199541
2024-06-26,603.8911743164062,613.1500244140625,619.9000244140625,609.0999755859375,614.7999877929688,2712167
2024-06-27,602.4138793945312,611.6500244140625,620.4000244140625,608.7999877929688,613.0,2676129
2024-06-28,603.7434692382812,613.0,622.6500244140625,610.5999755859375,613.0,1587880
2024-07-01,611.1301879882812,620.5,622.9000244140625,614.2000122070312,614.2000122070312,2138264
2024-07-02,594.042236328125,603.1500244140625,621.5,601.0,620.5,2968214
2024-07-03,598.3264770507812,607.5,609.1500244140625,601.75,604.4000244140625,1426759
2024-07-04,598.8681640625,608.0499877929688,613.5999755859375,605.6500244140625,613.5999755859375,2066331
2024-07-05,606.0579223632812,615.3499755859375,618.7000122070312,606.5,609.0,6070845
2024-07-08,631.6160888671875,641.2999877929688,655.7999877929688,629.0,632.0,7813665
2024-07-09,628.1689453125,637.7999877929688,644.2999877929688,630.5499877929688,639.9500122070312,2729681
2024-07-10,636.3435668945312,646.0999755859375,655.0,632.1500244140625,638.5499877929688,4021275
2024-07-11,635.063232421875,644.7999877929688,649.7000122070312,638.25,649.7000122070312,2390064
2024-07-12,640.283203125,650.0999755859375,654.5999755859375,636.0,648.25,4784826
2024-07-15,643.0902099609375,652.9500122070312,658.9500122070312,646.7000122070312,658.9500122070312,2052411
2024-07-16,657.272705078125,667.3499755859375,672.9000244140625,652.9500122070312,654.0,3414923
2024-07-18,674.5084838867188,684.8499755859375,686.25,664.25,664.25,6427954
2024-07-19,658.5531616210938,668.6500244140625,686.2000122070312,666.4000244140625,686.0,929516
2024-07-22,657.962158203125,668.0499877929688,672.1500244140625,663.5499877929688,669.9500122070312,1127244
2024-07-23,662.3942260742188,672.5499877929688,680.0,659.9500122070312,667.0,1800272
2024-07-24,648.0147094726562,657.9500122070312,674.5,649.0999755859375,671.9500122070312,3992281
2024-07-25,664.8072509765625,675.0,678.9000244140625,653.9500122070312,657.0,2901644
2024-07-26,669.4854736328125,679.75,682.0,672.7999877929688,675.7999877929688,1132507
2024-07-29,672.7356567382812,683.0499877929688,685.0,676.0499877929688,679.5,1787407
2024-07-30,670.7166137695312,681.0,691.0,673.0999755859375,683.0499877929688,3126859
2024-07-31,663.9207763671875,674.0999755859375,683.9000244140625,670.7999877929688,681.75,1711988
2024-08-01,664.708740234375,674.9000244140625,681.4500122070312,670.5999755859375,675.6500244140625,1148693
2024-08-02,652.3975219726562,662.4000244140625,677.75,659.5999755859375,672.0,959145
2024-08-05,662.0003051757812,672.1500244140625,682.0,656.1500244140625,656.1500244140625,10662953
2024-08-06,619.0093994140625,628.5,672.0,626.25,672.0,6060478
2024-08-07,639.2490844726562,649.0499877929688,651.75,628.0,630.5,2720532
2024-08-08,642.4007568359375,652.25,658.9000244140625,642.75,654.0,2938101
2024-08-09,643.139404296875,653.0,659.4500122070312,648.3499755859375,657.0,1218872
2024-08-12,634.9155883789062,644.6500244140625,651.0,637.7000122070312,648.0,1318087
2024-08-13,650.575439453125,660.5499877929688,665.75,646.9000244140625,647.0,4531168
2024-08-14,640.4309692382812,650.25,665.2000122070312,641.5999755859375,660.7999877929688,1714599
2024-08-16,651.06787109375,661.0499877929688,663.25,650.5999755859375,654.7999877929688,1290553
2024-08-19,659.0455932617188,669.1500244140625,673.75,660.7999877929688,666.2000122070312,1453761
2024-08-20,658.79931640625,668.9000244140625,671.9500122070312,662.3499755859375,669.1500244140625,997284
2024-08-21,669.0422973632812,679.2999877929688,679.9500122070312,667.7000122070312,670.0,1206265
2024-08-22,672.63720703125,682.9500122070312,687.5,677.7999877929688,679.2999877929688,2014766
2024-08-23,667.9589233398438,678.2000122070312,688.6500244140625,670.4500122070312,682.9500122070312,1708479
2024-08-26,678.152587890625,688.5499877929688,692.7999877929688,678.7999877929688,681.0,1839363
2024-08-27,665.5951538085938,675.7999877929688,691.4500122070312,673.0,686.5,1403508
2024-08-28,651.905029296875,661.9000244140625,678.9000244140625,660.0,675.7999877929688,2436997
2024-08-29,650.7723999023438,660.75,666.0,651.4500122070312,661.9000244140625,2123160
2024-08-30,637.3778076171875,647.1500244140625,664.7000122070312,644.75,659.0499877929688,7817523
2024-09-02,641.1204223632812,650.9500122070312,655.6500244140625,643.5,648.0,1586559
2024-09-03,630.385009765625,640.0499877929688,653.25,639.4500122070312,644.9500122070312,2470124
2024-09-04,635.8511352539062,645.5999755859375,647.6500244140625,633.0,635.0,2925734
2024-09-05,634.1768798828125,643.9000244140625,647.0,636.9000244140625,640.0999755859375,2658323
2024-09-06,655.2044677734375,665.25,673.9500122070312,647.9500122070312,648.0,6822379
2024-09-09,665.7921142578125,676.0,678.2999877929688,660.5,665.0,4064358
2024-09-10,669.7317504882812,680.0,684.5,675.2999877929688,680.2000122070312,1942309
2024-09-11,670.1749267578125,680.4500122070312,690.0,676.2999877929688,678.0,3149673
2024-09-12,675.7395629882812,686.0999755859375,687.9000244140625,680.5499877929688,683.4500122070312,1231420
2024-09-13,671.6522827148438,681.9500122070312,690.2000122070312,677.75,688.0,1550794
2024-09-16,684.7022094726562,695.2000122070312,697.4000244140625,675.5499877929688,683.0499877929688,1850346
2024-09-17,681.550537109375,692.0,705.0,689.2999877929688,697.7000122070312,1738717
2024-09-18,684.8007202148438,695.2999877929688,696.2999877929688,686.5499877929688,693.0,972495
2024-09-19,686.4750366210938,697.0,702.5,690.1500244140625,696.0,1715999
2024-09-20,698.2938232421875,709.0,710.5,697.5,700.0,2799627
2024-09-23,691.8919677734375,702.5,710.0,696.8499755859375,709.0499877929688,1228223
2024-09-24,694.4526977539062,705.0999755859375,709.7000122070312,695.6500244140625,699.0,1692449
2024-09-25,678.7927856445312,689.2000122070312,707.5999755859375,681.5499877929688,707.5999755859375,1373871
2024-09-26,683.1263427734375,693.5999755859375,700.9000244140625,683.25,691.0,3431866
2024-09-27,681.9937133789062,692.4500122070312,713.5,688.0,695.0499877929688,14237170
2024-09-30,684.8992309570312,695.4000244140625,705.0,680.5,680.5,2531313
2024-10-01,683.1755981445312,693.6500244140625,699.4500122070312,685.0,694.0,1856288
2024-10-03,688.4940795898438,699.0499877929688,719.8499755859375,690.3499755859375,694.0,4581037
2024-10-04,679.7777099609375,690.2000122070312,703.9500122070312,684.4000244140625,699.7000122070312,2050300
2024-10-07,668.5498657226562,678.7999877929688,694.2000122070312,673.7999877929688,686.25,1932861
2024-10-08,687.3614501953125,697.9000244140625,699.5999755859375,675.3499755859375,677.0999755859375,2796644
2024-10-09,687.6569213867188,698.2000122070312,703.1500244140625,692.25,700.0,1272191
2024-10-10,674.7546997070312,685.0999755859375,704.6500244140625,683.3499755859375,699.0,500562
2024-10-11,675.148681640625,685.5,693.4500122070312,681.2999877929688,685.0999755859375,503183
2024-10-14,678.9404907226562,689.3499755859375,690.5,674.0499877929688,685.5,578035
2024-10-15,675.345703125,685.7000122070312,692.5,680.75,688.0,1634535
2024-10-16,669.2885131835938,679.5499877929688,688.7999877929688,677.0999755859375,688.7999877929688,3308928
2024-10-17,656.0416259765625,666.0999755859375,681.0,661.1500244140625,681.0,1803690
2024-10-18,659.1932983398438,669.2999877929688,673.7999877929688,654.5999755859375,665.0,2268280
2024-10-21,651.9542846679688,661.9500122070312,670.0999755859375,658.0999755859375,665.0999755859375,1528718
2024-10-22,647.0790405273438,657.0,667.3499755859375,655.0499877929688,662.0,1235282
2024-10-23,646.68505859375,656.5999755859375,665.0,648.6500244140625,659.0,1273237
2024-10-24,624.6725463867188,634.25,661.0999755859375,631.2000122070312,657.5,1911649
2024-10-25,630.4342041015625,640.0999755859375,645.5,631.0499877929688,635.0,1594085
2024-10-28,624.4263305664062,634.0,642.0,616.8499755859375,640.0999755859375,3375207
2024-10-29,619.6495971679688,629.1500244140625,638.0999755859375,624.0,634.0,1207825
2024-10-30,641.3173828125,651.1500244140625,687.0,647.0499877929688,668.0,13797789
2024-10-31,630.3357543945312,640.0,649.9000244140625,632.8499755859375,649.9000244140625,2765889
2024-11-01,636.1959228515625,645.9500122070312,650.9500122070312,642.0,643.7999877929688,224128
2024-11-04,625.3619995117188,634.9500122070312,644.4500122070312,624.7999877929688,642.5999755859375,1501436
2024-11-05,624.4263305664062,634.0,636.6500244140625,627.9500122070312,634.0999755859375,2574988
2024-11-06,638.9043579101562,648.7000122070312,650.0,631.4000244140625,631.4000244140625,814595
2024-11-07,622.1118774414062,631.6500244140625,648.4000244140625,630.2000122070312,648.4000244140625,1004635
2024-11-08,620.3389892578125,629.8499755859375,636.8499755859375,627.4000244140625,633.0,457247
2024-11-11,607.781494140625,617.0999755859375,628.2999877929688,613.4500122070312,625.0,1270012
2024-11-12,586.5569458007812,595.5499877929688,618.9000244140625,594.0999755859375,618.9000244140625,5562123
2024-11-13,588.1820678710938,597.2000122070312,603.1500244140625,589.0499877929688,594.5,4858275
2024-11-14,583.3067626953125,592.25,600.9500122070312,591.5999755859375,600.4000244140625,855697
2024-11-18,586.1630249023438,595.1500244140625,596.4500122070312,579.5999755859375,592.25,2092848
2024-11-19,582.0264282226562,590.9500122070312,599.8499755859375,590.0,597.4000244140625,861557
2024-11-21,582.1248779296875,591.0499877929688,592.0,584.2000122070312,589.0,918041
2024-11-22,590.1026000976562,599.1500244140625,601.6500244140625,585.0,590.0,730158
2024-11-25,598.6219482421875,607.7999877929688,613.8499755859375,598.7999877929688,604.1500244140625,7697180
2024-11-26,618.8616333007812,628.3499755859375,633.0,608.0499877929688,612.4500122070312,3737523
2024-11-27,640.0862426757812,649.9000244140625,653.7000122070312,622.3499755859375,624.3499755859375,4938340
2024-11-28,635.1124877929688,644.8499755859375,664.0999755859375,642.7999877929688,649.9000244140625,5907307
2024-11-29,635.2109985351562,644.9500122070312,651.2999877929688,630.7000122070312,635.0,2575758
2024-12-02,636.786865234375,646.5499877929688,649.1500244140625,637.0,637.0999755859375,2030938
2024-12-03,632.0100708007812,641.7000122070312,646.5,637.0,646.5,1018771
2024-12-04,622.0625610351562,631.5999755859375,643.1500244140625,627.0499877929688,641.7999877929688,1433224
2024-12-05,623.6876831054688,633.25,635.0,627.2000122070312,631.0499877929688,939448
2024-12-06,624.0816650390625,633.6500244140625,639.4000244140625,631.0,633.2999877929688,942056
2024-12-09,598.57275390625,607.75,628.3499755859375,600.5499877929688,621.0999755859375,4029912
2024-12-10,604.6298828125,613.9000244140625,617.0,606.0,607.5,1718121
2024-12-11,623.3429565429688,632.9000244140625,634.2999877929688,614.0,614.4000244140625,2423839
2024-12-12,626.2976684570312,635.9000244140625,648.5999755859375,630.9500122070312,632.9000244140625,3551037
2024-12-13,630.1387329101562,639.7999877929688,642.5499877929688,629.4500122070312,630.0,1877660
2024-12-16,635.3587036132812,645.0999755859375,647.1500244140625,633.5,639.6500244140625,2951376
2024-12-17,623.8846435546875,633.4500122070312,648.0,629.1500244140625,645.1500244140625,2068434
2024-12-18,631.1729125976562,640.8499755859375,644.5,629.0499877929688,630.75,1481711
2024-12-19,631.2713623046875,640.9500122070312,644.0,629.5,640.7999877929688,1353612
2024-12-20,618.4677124023438,627.9500122070312,647.5,626.0,641.8499755859375,1756903
2024-12-23,626.9378051757812,636.5499877929688,638.0,620.2000122070312,625.1500244140625,1262775
2024-12-24,623.7861328125,633.3499755859375,645.7000122070312,621.7999877929688,636.9000244140625,1573431
2024-12-26,623.0474853515625,632.5999755859375,634.25,625.5499877929688,628.9500122070312,667331
2024-12-27,623.0474853515625,632.5999755859375,635.0999755859375,628.75,632.0,690259
2024-12-30,632.5025634765625,642.2000122070312,644.9000244140625,628.2000122070312,632.5999755859375,1421436
2024-12-31,629.8433227539062,639.5,642.0999755859375,634.25,641.1500244140625,1228183
2025-01-01,634.275390625,644.0,648.2000122070312,634.0499877929688,636.0,1612824
2025-01-02,643.484130859375,653.3499755859375,656.0,635.2999877929688,635.2999877929688,1609622
2025-01-03,650.9694213867188,660.9500122070312,663.6500244140625,647.6500244140625,657.0,1752004
2025-01-06,638.5596313476562,648.3499755859375,675.0499877929688,633.1500244140625,667.0,2833965
2025-01-07,633.88134765625,643.5999755859375,654.75,638.6500244140625,645.2999877929688,1687921
2025-01-08,628.7599487304688,638.4000244140625,640.3499755859375,623.25,638.0999755859375,1621163
2025-01-09,656.82958984375,666.9000244140625,668.9500122070312,635.8499755859375,639.0,2573131
2025-01-10,663.7238159179688,673.9000244140625,679.5999755859375,664.7000122070312,669.0,3578086
2025-01-13,658.306884765625,668.4000244140625,675.25,663.3499755859375,671.0,3161422
2025-01-14,651.1171264648438,661.0999755859375,669.4000244140625,654.75,665.0,1619502
2025-01-15,649.7875366210938,659.75,664.9000244140625,650.75,664.9000244140625,947122
2025-01-16,642.7454223632812,652.5999755859375,662.7999877929688,648.3499755859375,660.9500122070312,739133
2025-01-17,654.3673095703125,664.4000244140625,667.9000244140625,645.4000244140625,650.0,2338569
2025-01-20,647.522216796875,657.4500122070312,667.4500122070312,655.3499755859375,667.4500122070312,456518
2025-01-21,656.3370971679688,666.4000244140625,668.2999877929688,657.1500244140625,662.0999755859375,2291644
2025-01-22,655.3029174804688,665.3499755859375,670.0,660.8499755859375,668.0,2086320
2025-01-23,657.814453125,667.9000244140625,674.3499755859375,656.5,664.9500122070312,593272
2025-01-24,656.14013671875,666.2000122070312,672.5499877929688,663.4000244140625,669.3499755859375,529334
2025-01-27,646.734375,656.6500244140625,667.0,654.25,661.0499877929688,467561
2025-01-28,653.924072265625,663.9500122070312,668.0999755859375,654.2999877929688,656.6500244140625,1500950
2025-01-29,661.7047729492188,671.8499755859375,683.5999755859375,664.3499755859375,666.0,2457335
2025-01-30,662.0003051757812,672.1500244140625,680.0,668.0999755859375,674.5499877929688,911550
2025-01-31,660.52294921875,670.6500244140625,686.5499877929688,655.0499877929688,677.0,3690369
2025-02-01,683.71728515625,694.2000122070312,736.9000244140625,666.0499877929688,670.6500244140625,4446114
2025-02-03,663.18212890625,673.3499755859375,690.0499877929688,661.8499755859375,688.4000244140625,2367737
2025-02-04,666.8262939453125,677.0499877929688,679.75,665.0999755859375,672.9500122070312,1492015
2025-02-05,658.651611328125,668.75,676.0,662.4000244140625,675.5499877929688,1988584
2025-02-06,651.560302734375,661.5499877929688,676.7000122070312,657.75,669.4000244140625,1253699
2025-02-07,642.8471069335938,649.25,663.9500122070312,644.9500122070312,661.2000122070312,837069
2025-02-10,637.7479248046875,644.0999755859375,652.0,635.5999755859375,648.4500122070312,2613543
2025-02-11,628.4406127929688,634.7000122070312,650.3499755859375,626.5499877929688,640.2000122070312,998016
2025-02-12,625.915771484375,632.1500244140625,638.2999877929688,620.2999877929688,630.7000122070312,1073537
2025-02-13,628.2426147460938,634.5,643.3499755859375,630.0,630.0,1144554
2025-02-14,627.5,633.75,638.25,629.5,635.0499877929688,1821215
2025-02-17,618.5887451171875,624.75,632.1500244140625,613.5999755859375,625.5,1571043
2025-02-18,619.9749755859375,626.1500244140625,628.0499877929688,619.7000122070312,620.25,712638
2025-02-19,628.6881713867188,634.9500122070312,639.5499877929688,620.25,626.1500244140625,1023390
2025-02-20,635.2725219726562,641.5999755859375,643.4000244140625,630.0,633.4500122070312,891876
2025-02-21,618.6382446289062,624.7999877929688,644.6500244140625,615.2000122070312,642.0,1976242
2025-02-24,615.123291015625,621.25,625.8499755859375,611.0,611.0,1542899
2025-02-25,615.6678466796875,621.7999877929688,623.75,615.8499755859375,616.25,1225342
2025-02-27,617.1530151367188,623.2999877929688,625.25,609.9500122070312,610.0,1440672
2025-02-28,594.6768798828125,600.5999755859375,624.5499877929688,598.0499877929688,620.7999877929688,2680280
2025-03-03,588.29052734375,594.1500244140625,599.6500244140625,589.5,596.7999877929688,1783194
2025-03-04,581.95361328125,587.75,590.5999755859375,577.8499755859375,585.0,4370725
2025-03-05,583.33984375,589.1500244140625,594.2000122070312,581.9500122070312,584.7999877929688,3256655
2025-03-06,601.7069091796875,607.7000122070312,611.5,594.0,596.75,2103830
2025-03-07,603.6376953125,609.6500244140625,613.3499755859375,604.9500122070312,607.7000122070312,1327590
2025-03-10,601.3108520507812,607.2999877929688,615.0,605.25,609.9500122070312,1188893
2025-03-11,596.9542846679688,602.9000244140625,606.4000244140625,592.7000122070312,605.8499755859375,2227722
2025-03-12,594.4293823242188,600.3499755859375,607.5999755859375,597.9500122070312,603.0999755859375,3676916
2025-03-13,600.3206787109375,606.2999877929688,613.0,598.75,603.4500122070312,689569
2025-03-17,601.558349609375,607.5499877929688,609.5999755859375,601.0,601.0,820003
2025-03-18,601.558349609375,607.5499877929688,607.5499877929688,607.5499877929688,607.5499877929688,0
2025-03-19,612.9944458007812,619.0999755859375,622.75,615.25,618.4500122070312,1640160
2025-03-20,626.11376953125,632.3499755859375,633.8499755859375,615.5,623.5999755859375,1000000
2025-03-21,624.5791015625,630.7999877929688,634.5499877929688,627.5,634.5,1549109
2025-03-24,626.6583862304688,632.9000244140625,636.0,629.8499755859375,635.2000122070312,697650
2025-03-25,618.6382446289062,624.7999877929688,638.9500122070312,622.2000122070312,634.5999755859375,1419249
2025-03-26,633.4407958984375,639.75,642.9000244140625,627.0999755859375,629.0,1901786
2025-03-27,642.6491088867188,649.0499877929688,651.5,635.7000122070312,642.0,1497543
2025-03-28,645.2235107421875,651.6500244140625,661.0,649.0,649.0499877929688,1075086
2025-04-01,641.1638793945312,647.5499877929688,660.5,641.0,641.0,1203066
2025-04-02,649.9761352539062,656.4500122070312,659.9000244140625,643.7999877929688,650.5,2202713
2025-04-03,654.4317626953125,660.9500122070312,662.5,645.0999755859375,655.0,2210443
2025-04-04,670.6204833984375,677.2999877929688,682.0,653.9500122070312,658.9000244140625,4041611
2025-04-07,656.114990234375,662.6500244140625,678.0,647.5499877929688,650.0,2540552
2025-04-08,671.41259765625,678.0999755859375,680.0,660.9500122070312,668.0,3307994
2025-04-09,686.6112670898438,693.4500122070312,698.4000244140625,675.5,677.0499877929688,3695669
2025-04-11,702.9485473632812,709.9500122070312,714.6500244140625,687.75,693.4500122070312,5205941
2025-04-15,704.8297729492188,711.8499755859375,720.0,701.4000244140625,716.0,4917060
2025-04-16,713.344970703125,720.4500122070312,724.5499877929688,709.0999755859375,711.0999755859375,2898568
