date_,adj close_ircon.ns,close_ircon.ns,high_ircon.ns,low_ircon.ns,open_ircon.ns,volume_ircon.ns
2024-02-20,225.67002868652344,230.5500030517578,233.25,227.8000030517578,232.39999389648438,9532010
2024-02-21,223.12506103515625,227.9499969482422,233.4499969482422,225.5,231.0500030517578,10790142
2024-02-22,220.9226837158203,225.6999969482422,230.39999389648438,220.14999389648438,229.0,9939240
2024-02-23,223.9081268310547,228.75,234.4499969482422,227.35000610351562,227.5500030517578,10815089
2024-02-26,226.99143981933594,231.89999389648438,237.4499969482422,228.0500030517578,230.6999969482422,15858772
2024-02-27,226.64886474609375,231.5500030517578,238.64999389648438,230.5500030517578,233.0,16544325
2024-02-28,218.7692413330078,223.5,233.39999389648438,217.85000610351562,232.85000610351562,12201435
2024-02-29,224.29965209960938,229.14999389648438,230.35000610351562,217.60000610351562,223.0,13726893
2024-03-01,222.6845703125,227.5,231.4499969482422,226.60000610351562,230.1999969482422,4532997
2024-03-04,220.5311737060547,225.3000030517578,229.4499969482422,224.35000610351562,229.39999389648438,4448322
2024-03-05,219.6501922607422,224.39999389648438,230.25,222.39999389648438,224.5,5239299
2024-03-06,215.000732421875,219.64999389648438,224.4499969482422,217.0500030517578,224.39999389648438,6411612
2024-03-07,218.86712646484375,223.60000610351562,226.89999389648438,219.75,220.0,6066197
2024-03-11,214.31556701660156,218.9499969482422,227.3000030517578,217.14999389648438,224.5500030517578,6589765
2024-03-12,203.1568603515625,207.5500030517578,219.0,206.10000610351562,219.0,10444317
2024-03-13,181.27992248535156,185.1999969482422,210.89999389648438,181.10000610351562,207.10000610351562,22208557
2024-03-14,204.08676147460938,208.5,213.64999389648438,175.25,179.10000610351562,38700567
2024-03-15,212.21107482910156,216.8000030517578,219.10000610351562,200.14999389648438,206.89999389648438,31159107
2024-03-18,212.0153045654297,216.60000610351562,223.60000610351562,215.4499969482422,222.0,13841785
2024-03-19,210.25340270996094,214.8000030517578,217.6999969482422,212.85000610351562,215.85000610351562,6829204
2024-03-20,205.84864807128906,210.3000030517578,218.1999969482422,209.0,216.0,8499949
2024-03-21,211.47695922851562,216.0500030517578,218.39999389648438,213.5500030517578,213.8000030517578,7383003
2024-03-22,214.51132202148438,219.14999389648438,223.4499969482422,215.0,217.64999389648438,9343177
2024-03-26,220.677978515625,225.4499969482422,228.0,217.10000610351562,220.0,17124450
2024-03-27,217.79042053222656,222.5,228.4499969482422,221.0500030517578,227.1999969482422,7884385
2024-03-28,215.000732421875,219.64999389648438,224.9499969482422,213.5,224.4499969482422,8713396
2024-04-01,222.3909454345703,227.1999969482422,228.0,220.5500030517578,221.6999969482422,7621644
2024-04-02,227.2361602783203,232.14999389648438,235.75,225.75,227.35000610351562,15300004
2024-04-03,227.52981567382812,232.4499969482422,236.25,228.75,231.89999389648438,7524075
2024-04-04,225.9636688232422,230.85000610351562,237.39999389648438,228.8000030517578,233.89999389648438,8425101
2024-04-05,230.46630859375,235.4499969482422,237.5,227.6999969482422,230.9499969482422,12658210
2024-04-08,227.627685546875,232.5500030517578,239.5500030517578,231.5,237.6999969482422,7346009
2024-04-09,225.1806182861328,230.0500030517578,234.85000610351562,228.14999389648438,233.8000030517578,5618786
2024-04-10,223.1739959716797,228.0,231.10000610351562,226.89999389648438,230.9499969482422,4079825
2024-04-12,221.46104431152344,226.25,232.8000030517578,225.14999389648438,228.39999389648438,5707513
2024-04-15,214.0708465576172,218.6999969482422,223.6999969482422,212.0,216.1999969482422,10458385
2024-04-16,215.832763671875,220.5,223.10000610351562,215.5500030517578,216.89999389648438,4858822
2024-04-18,216.9094696044922,221.60000610351562,226.4499969482422,219.0500030517578,222.8000030517578,6491137
2024-04-19,212.7004852294922,217.3000030517578,220.0,214.5,217.0,6534549
2024-04-22,217.6436004638672,222.35000610351562,223.5500030517578,219.10000610351562,219.6999969482422,4618139
2024-04-23,223.0271759033203,227.85000610351562,229.8000030517578,223.10000610351562,223.5,8776551
2024-04-24,236.3393096923828,241.4499969482422,244.85000610351562,228.5,230.0,30271458
2024-04-25,238.6395721435547,243.8000030517578,246.0,240.39999389648438,245.0,18885611
2024-04-26,245.4914093017578,250.8000030517578,253.1999969482422,242.60000610351562,244.89999389648438,26239299
2024-04-29,249.6024932861328,255.0,266.8999938964844,254.0,258.0,28324974
2024-04-30,245.2467041015625,250.5500030517578,256.3999938964844,248.39999389648438,256.0,11203254
2024-05-02,246.0786895751953,251.39999389648438,255.39999389648438,246.8000030517578,251.6999969482422,8278481
2024-05-03,244.1699676513672,249.4499969482422,253.6999969482422,242.89999389648438,253.0,8323949
2024-05-06,240.6461944580078,245.85000610351562,251.25,243.0,251.0,8367504
2024-05-07,228.45970153808594,233.39999389648438,244.8000030517578,232.0,244.8000030517578,9068131
2024-05-08,233.45175170898438,238.5,239.35000610351562,228.64999389648438,232.85000610351562,6393202
2024-05-09,221.46104431152344,226.25,238.60000610351562,225.0,236.10000610351562,6647815
2024-05-10,223.4676513671875,228.3000030517578,230.3000030517578,219.5500030517578,227.89999389648438,6185766
2024-05-13,219.84597778320312,224.60000610351562,229.0,219.1999969482422,229.0,4942540
2024-05-14,237.2202606201172,242.35000610351562,243.8000030517578,225.5,225.60000610351562,16359637
2024-05-15,237.61180114746094,242.75,244.64999389648438,238.8000030517578,243.25,6835404
2024-05-16,255.8670196533203,261.3999938964844,263.5,243.75,244.5,37842759
2024-05-17,261.4464111328125,267.1000061035156,269.79998779296875,259.1000061035156,262.20001220703125,25160459
2024-05-21,283.616943359375,289.75,301.45001220703125,272.45001220703125,275.8500061035156,47422908
2024-05-22,273.1434326171875,279.04998779296875,292.20001220703125,273.8500061035156,284.8999938964844,31008571
2024-05-23,274.5138244628906,280.45001220703125,292.29998779296875,277.54998779296875,280.70001220703125,27492536
2024-05-24,266.1937561035156,271.95001220703125,282.8999938964844,270.0,282.45001220703125,13202136
2024-05-27,270.5495300292969,276.3999938964844,282.29998779296875,273.45001220703125,273.95001220703125,12891035
2024-05-28,265.11700439453125,270.8500061035156,280.5,268.25,277.5,8107909
2024-05-29,266.58526611328125,272.3500061035156,274.5,263.75,267.0,8547745
2024-05-30,264.7744445800781,270.5,276.45001220703125,268.29998779296875,271.5,10751659
2024-05-31,265.06805419921875,270.79998779296875,275.20001220703125,262.1499938964844,270.5,14815275
2024-06-03,280.8762512207031,286.95001220703125,298.95001220703125,281.20001220703125,298.95001220703125,21551402
2024-06-04,232.27716064453125,237.3000030517578,286.95001220703125,229.60000610351562,286.95001220703125,34873825
2024-06-05,233.20704650878906,238.25,247.85000610351562,213.0,237.3000030517578,20916229
2024-06-06,243.72950744628906,249.0,268.0,243.60000610351562,244.75,24170756
2024-06-07,245.5892791748047,250.89999389648438,253.89999389648438,245.75,250.0,10993274
2024-06-10,246.32339477539062,251.64999389648438,258.0,249.0500030517578,252.85000610351562,10052858
2024-06-11,266.09588623046875,271.8500061035156,275.3999938964844,256.0,256.0,33027994
2024-06-12,264.97021484375,270.70001220703125,272.79998779296875,269.0,272.0,9969797
2024-06-13,262.1805114746094,267.8500061035156,273.79998779296875,265.20001220703125,272.3999938964844,7161236
2024-06-14,263.4530029296875,269.1499938964844,271.75,265.04998779296875,269.0,7934260
2024-06-18,268.1513977050781,273.95001220703125,278.5,271.20001220703125,272.0,13291010
2024-06-19,262.1315612792969,267.79998779296875,275.29998779296875,263.25,274.0,6974875
2024-06-20,261.3484802246094,267.0,270.95001220703125,264.0,269.1499938964844,5465629
2024-06-21,270.5495300292969,276.3999938964844,285.95001220703125,266.0,266.0,40578712
2024-06-24,273.5350036621094,279.45001220703125,287.54998779296875,272.1000061035156,276.0,15181132
2024-06-25,266.144775390625,271.8999938964844,281.70001220703125,270.3999938964844,280.0,8326504
2024-06-26,264.6765441894531,270.3999938964844,276.0,268.79998779296875,272.0,7105983
2024-06-27,263.7955627441406,269.5,275.45001220703125,265.54998779296875,271.54998779296875,7785256
2024-06-28,263.9424133300781,269.6499938964844,273.75,267.5,270.0,6588587
2024-07-01,265.508544921875,271.25,274.8999938964844,267.70001220703125,269.70001220703125,5532987
2024-07-02,269.37493896484375,275.20001220703125,277.6499938964844,270.70001220703125,271.6000061035156,9278295
2024-07-03,270.4516296386719,276.29998779296875,278.79998779296875,273.95001220703125,276.6000061035156,6450234
2024-07-04,273.82861328125,279.75,284.0,277.04998779296875,278.0,11850880
2024-07-05,301.2359619140625,307.75,315.79998779296875,286.5,288.0,116642523
2024-07-08,320.0295715332031,326.95001220703125,334.5,310.75,311.8999938964844,69690983
2024-07-09,305.9833068847656,312.6000061035156,336.70001220703125,303.20001220703125,330.04998779296875,37087245
2024-07-10,312.5414733886719,319.29998779296875,326.29998779296875,306.5,315.0,35028228
2024-07-11,313.1287841796875,319.8999938964844,324.70001220703125,311.6000061035156,321.6000061035156,20838354
2024-07-12,329.6710510253906,336.79998779296875,349.45001220703125,319.0,321.5,87655276
2024-07-15,328.34967041015625,335.45001220703125,351.6000061035156,333.0,340.20001220703125,24120169
2024-07-16,316.9461975097656,323.79998779296875,336.29998779296875,322.0,336.29998779296875,17704501
2024-07-18,306.1790466308594,312.79998779296875,323.20001220703125,307.8999938964844,322.5,16199861
2024-07-19,309.40924072265625,316.1000061035156,329.5,304.6499938964844,309.0,35548908
2024-07-22,312.19891357421875,318.95001220703125,322.79998779296875,308.54998779296875,316.1000061035156,14899744
2024-07-23,287.0428771972656,293.25,327.95001220703125,262.0,321.8500061035156,49274362
2024-07-24,286.21087646484375,292.3999938964844,304.95001220703125,291.0,294.75,17445878
2024-07-25,274.7585144042969,280.70001220703125,290.8500061035156,280.0,290.0,13357470
2024-07-26,268.7876281738281,274.6000061035156,285.5,273.0,282.3999938964844,15492024
2024-07-29,292.7690734863281,299.1000061035156,302.3999938964844,277.20001220703125,277.3999938964844,31430780
2024-07-30,288.9026794433594,295.1499938964844,301.6000061035156,292.0,300.6000061035156,12191752
2024-07-31,282.63812255859375,288.75,296.5,288.04998779296875,295.45001220703125,7124681
2024-08-01,281.07196044921875,287.1499938964844,291.0,283.29998779296875,290.0,5838251
2024-08-02,279.9463195800781,286.0,286.8999938964844,278.25,279.25,7322309
2024-08-05,261.83795166015625,267.5,278.8500061035156,265.75,271.0,14487568
2024-08-06,255.5244140625,261.04998779296875,278.8500061035156,259.45001220703125,270.3500061035156,10154359
2024-08-07,268.64080810546875,274.45001220703125,276.3999938964844,261.54998779296875,270.29998779296875,10558975
2024-08-08,264.236083984375,269.95001220703125,283.5,268.20001220703125,275.0,14666412
2024-08-09,258.99932861328125,264.6000061035156,274.8999938964844,263.54998779296875,271.95001220703125,9269654
2024-08-12,266.3405456542969,272.1000061035156,276.6000061035156,259.1499938964844,264.54998779296875,19226912
2024-08-13,262.52313232421875,268.20001220703125,277.0,265.54998779296875,273.8999938964844,7741106
2024-08-14,256.50323486328125,262.04998779296875,269.1499938964844,259.6499938964844,268.20001220703125,5373640
2024-08-16,261.1527099609375,266.79998779296875,270.25,264.75,265.79998779296875,4700176
2024-08-19,264.0892028808594,269.79998779296875,273.79998779296875,268.5,269.8999938964844,4443127
2024-08-20,260.3696594238281,266.0,270.8999938964844,265.6000061035156,270.8999938964844,3224476
2024-08-21,259.0971984863281,264.70001220703125,268.95001220703125,263.3500061035156,265.79998779296875,3771309
2024-08-22,259.8802490234375,265.5,268.0,265.0,266.29998779296875,2873571
2024-08-23,259.9781188964844,265.6000061035156,273.20001220703125,264.6000061035156,266.29998779296875,8126210
2024-08-26,258.99932861328125,264.6000061035156,267.3500061035156,263.5,267.0,3404950
2024-08-27,257.7757568359375,263.3500061035156,267.8500061035156,262.04998779296875,264.6000061035156,3751987
2024-08-28,258.85247802734375,264.45001220703125,266.45001220703125,263.1499938964844,263.5,3340343
2024-08-29,257.43316650390625,263.0,266.70001220703125,262.0,265.3999938964844,3077103
2024-08-30,255.57339477539062,261.1000061035156,265.79998779296875,260.0,264.04998779296875,4766373
2024-09-02,251.41336059570312,256.8500061035156,263.20001220703125,255.5,262.0,4502737
2024-09-03,250.5813446044922,256.0,259.75,254.14999389648438,257.0,4475218
2024-09-04,250.87496948242188,256.29998779296875,262.0,252.0,253.3000030517578,4202549
2024-09-05,248.41542053222656,252.5,257.3999938964844,252.0,256.8500061035156,3008514
2024-09-06,242.1681365966797,246.14999389648438,253.4499969482422,243.3000030517578,252.35000610351562,5712905
2024-09-09,236.6095428466797,240.5,245.0,237.8000030517578,245.0,5535832
2024-09-10,240.34808349609375,244.3000030517578,245.25,241.10000610351562,241.39999389648438,2440527
2024-09-11,234.24838256835938,238.10000610351562,245.5500030517578,237.0,245.35000610351562,2816444
2024-09-12,235.82247924804688,239.6999969482422,240.89999389648438,234.60000610351562,239.3000030517578,4397882
2024-09-13,240.987548828125,244.9499969482422,249.35000610351562,239.0500030517578,240.4499969482422,5838726
2024-09-16,236.0684356689453,239.9499969482422,245.35000610351562,239.39999389648438,245.35000610351562,2712516
2024-09-17,228.0010986328125,231.75,240.60000610351562,231.0,240.5,4650778
2024-09-18,223.3279266357422,227.0,235.9499969482422,225.39999389648438,232.0,5223330
2024-09-19,220.03211975097656,223.64999389648438,230.8000030517578,218.14999389648438,228.25,7195339
2024-09-20,228.83734130859375,232.60000610351562,240.60000610351562,222.3000030517578,224.89999389648438,15432616
2024-09-23,227.31240844726562,231.0500030517578,234.4499969482422,229.1999969482422,234.14999389648438,3848740
2024-09-24,223.72145080566406,227.39999389648438,233.39999389648438,226.39999389648438,230.10000610351562,5653995
2024-09-25,222.59005737304688,226.25,231.0,224.1999969482422,227.5,3485987
2024-09-26,221.16351318359375,224.8000030517578,229.3000030517578,222.0,227.0,4627250
2024-09-27,223.67227172851562,227.35000610351562,230.39999389648438,225.0,225.0,3728031
2024-09-30,224.26255798339844,227.9499969482422,229.10000610351562,223.60000610351562,226.9499969482422,3927349
2024-10-01,221.5177001953125,225.16000366210938,228.8000030517578,224.80999755859375,228.5500030517578,2398929
2024-10-03,215.1129913330078,218.64999389648438,222.72000122070312,218.0,219.97000122070312,3998031
2024-10-04,213.8438720703125,217.36000061035156,220.8000030517578,212.66000366210938,219.64999389648438,4386006
2024-10-07,203.23825073242188,206.5800018310547,219.99000549316406,203.5,217.36000061035156,7181480
2024-10-08,214.90640258789062,218.44000244140625,220.6699981689453,202.88999938964844,204.5,7765969
2024-10-09,219.087646484375,222.69000244140625,226.27000427246094,220.60000610351562,221.0,4540076
2024-10-10,216.9921112060547,220.55999755859375,223.97000122070312,219.5,223.1999969482422,2327469
2024-10-11,222.560546875,226.22000122070312,229.39999389648438,218.60000610351562,220.5,6643826
2024-10-14,218.74331665039062,222.33999633789062,228.1999969482422,221.61000061035156,226.8000030517578,3294957
2024-10-15,218.47769165039062,222.07000732421875,224.6999969482422,221.0,223.5,2475580
2024-10-16,219.89437866210938,223.50999450683594,226.5,221.24000549316406,222.0,3563444
2024-10-17,220.13050842285156,223.75,231.5,222.35000610351562,225.42999267578125,9146991
2024-10-18,218.15301513671875,221.74000549316406,223.72999572753906,216.1999969482422,223.72999572753906,3502572
2024-10-21,210.42999267578125,213.88999938964844,223.88999938964844,211.60000610351562,223.10000610351562,2698786
2024-10-22,196.9417724609375,200.17999267578125,212.9600067138672,199.1999969482422,212.89999389648438,7994556
2024-10-23,198.2305908203125,201.49000549316406,206.35000610351562,192.0500030517578,200.89999389648438,6737198
2024-10-24,199.0570068359375,202.3300018310547,204.6999969482422,199.0800018310547,202.5,4030854
2024-10-25,190.01565551757812,193.13999938964844,203.5,191.8300018310547,203.0,5780057
2024-10-28,197.7583465576172,201.00999450683594,203.7100067138672,192.8000030517578,194.16000366210938,5883020
2024-10-29,199.98179626464844,203.27000427246094,205.1999969482422,198.61000061035156,202.0,3737973
2024-10-30,209.71180725097656,213.16000366210938,217.35000610351562,202.30999755859375,203.9499969482422,10513886
2024-10-31,214.1193389892578,217.63999938964844,219.85000610351562,210.6999969482422,213.16000366210938,6622166
2024-11-01,216.6182403564453,220.17999267578125,221.0,219.0,219.0,1118767
2024-11-04,206.53404235839844,209.92999267578125,220.8699951171875,209.2100067138672,220.8000030517578,4506677
2024-11-05,208.7181396484375,212.14999389648438,212.74000549316406,206.0500030517578,209.8300018310547,4275376
2024-11-06,215.34910583496094,218.88999938964844,219.86000061035156,213.60000610351562,215.0,4435966
2024-11-07,211.80734252929688,215.2899932861328,221.49000549316406,214.2100067138672,219.9499969482422,4335677
2024-11-08,202.5987548828125,205.92999267578125,208.7100067138672,202.4499969482422,205.0,10557068
2024-11-11,197.2467803955078,200.49000549316406,204.44000244140625,199.32000732421875,203.0500030517578,4493321
2024-11-12,194.6986541748047,197.89999389648438,204.35000610351562,197.0,202.75,2572256
2024-11-13,188.75637817382812,191.86000061035156,199.0,191.17999267578125,198.0,3409762
2024-11-14,188.6776580810547,191.77999877929688,196.0,191.10000610351562,191.86000061035156,2923372
2024-11-18,181.34817504882812,184.3300018310547,194.5,183.5,193.07000732421875,5421257
2024-11-19,185.7163543701172,188.77000427246094,194.27000427246094,185.63999938964844,186.0,5769343
2024-11-21,182.7550506591797,185.75999450683594,189.99000549316406,183.30999755859375,189.0,3708642
2024-11-22,184.5259246826172,187.55999755859375,188.0,182.94000244140625,187.74000549316406,3449424
2024-11-25,193.27210998535156,196.4499969482422,201.60000610351562,195.25,197.3000030517578,8191091
2024-11-26,194.3936767578125,197.58999633789062,198.67999267578125,195.11000061035156,197.99000549316406,3036152
2024-11-27,207.72447204589844,211.13999938964844,212.4499969482422,196.60000610351562,198.1999969482422,14021067
2024-11-28,208.88540649414062,212.32000732421875,214.88999938964844,210.10000610351562,211.33999633789062,6711630
2024-11-29,206.3569793701172,209.75,212.85000610351562,207.60000610351562,212.85000610351562,3900402
2024-12-02,213.7061309814453,217.22000122070312,221.0,206.75999450683594,209.75,5648924
2024-12-03,215.53604125976562,219.0800018310547,222.5,217.25,218.61000061035156,4610595
2024-12-04,217.0216064453125,220.58999633789062,224.27999877929688,219.0,219.49000549316406,4017978
2024-12-05,215.6245880126953,219.1699981689453,221.4499969482422,217.2100067138672,221.4499969482422,3268351
2024-12-06,222.22605895996094,225.8800048828125,228.7100067138672,218.1999969482422,219.5,8283227
2024-12-09,223.67227172851562,227.35000610351562,229.64999389648438,225.2899932861328,226.85000610351562,4155264
2024-12-10,219.0384521484375,222.63999938964844,228.25,221.5500030517578,228.25,3476431
2024-12-11,232.32989501953125,236.14999389648438,237.6999969482422,222.42999267578125,222.63999938964844,21768728
2024-12-12,228.8668670654297,232.6300048828125,235.9499969482422,231.0500030517578,235.9499969482422,5387160
2024-12-13,222.4031219482422,226.05999755859375,231.1999969482422,223.22999572753906,230.86000061035156,5757348
2024-12-16,226.52536010742188,230.25,232.39999389648438,226.75999450683594,227.1999969482422,5314211
2024-12-17,225.01026916503906,228.7100067138672,233.6999969482422,227.11000061035156,230.0,4321955
2024-12-18,220.1895294189453,223.80999755859375,229.19000244140625,222.14999389648438,228.7100067138672,3414613
2024-12-19,214.1193389892578,217.63999938964844,221.14999389648438,215.91000366210938,215.91000366210938,3688041
2024-12-20,214.73915100097656,218.27000427246094,220.6300048828125,213.16000366210938,218.0,4758321
2024-12-23,208.8165283203125,212.25,221.5,210.25,220.5,3427625
2024-12-24,206.66195678710938,210.05999755859375,215.5,209.0,212.5,2806918
2024-12-26,204.0253143310547,207.3800048828125,212.8000030517578,206.89999389648438,210.39999389648438,2504845
2024-12-27,205.9831085205078,209.3699951171875,213.3000030517578,207.00999450683594,210.0,3138931
2024-12-30,205.59942626953125,208.97999572753906,213.38999938964844,206.86000061035156,209.3000030517578,3369440
2024-12-31,211.53187561035156,215.00999450683594,219.0,207.61000061035156,209.0,8025119
2025-01-01,214.32594299316406,217.85000610351562,220.4499969482422,213.5,213.88999938964844,3544815
2025-01-02,214.38497924804688,217.91000366210938,220.0,215.8800048828125,219.0,3102552
2025-01-03,213.09616088867188,216.60000610351562,223.8000030517578,215.89999389648438,219.8300018310547,5008216
2025-01-06,200.8377227783203,204.13999938964844,216.99000549316406,203.10000610351562,216.60000610351562,4804409
2025-01-07,204.36964416503906,207.72999572753906,208.6999969482422,203.36000061035156,204.0,2602160
2025-01-08,202.99229431152344,206.3300018310547,209.60000610351562,204.22000122070312,208.5,2789432
2025-01-09,201.06399536132812,204.3699951171875,209.89999389648438,199.10000610351562,206.3300018310547,2709569
2025-01-10,189.13021850585938,192.24000549316406,203.0,191.10000610351562,202.02999877929688,5549670
2025-01-13,178.80007934570312,181.74000549316406,193.82000732421875,181.00999450683594,190.0,4521266
2025-01-14,184.99815368652344,188.0399932861328,190.16000366210938,183.11000061035156,183.64999389648438,4468280
2025-01-15,186.936279296875,190.00999450683594,195.39999389648438,188.52999877929688,191.05999755859375,4687576
2025-01-16,216.84454345703125,220.41000366210938,225.3000030517578,194.72000122070312,195.02000427246094,56490315
2025-01-17,216.58872985839844,220.14999389648438,224.85000610351562,213.4600067138672,215.0,25248405
2025-01-20,215.37863159179688,218.9199981689453,229.39999389648438,216.75,221.35000610351562,13149405
2025-01-21,210.2824249267578,213.74000549316406,220.4499969482422,212.0,219.5,6585779
2025-01-22,206.71115112304688,210.11000061035156,213.69000244140625,203.8000030517578,213.69000244140625,6445532
2025-01-23,207.5375518798828,210.9499969482422,214.75,206.39999389648438,208.0,5582434
2025-01-24,202.12652587890625,205.4499969482422,211.85000610351562,204.3000030517578,211.5500030517578,3940638
2025-01-27,192.8982696533203,196.07000732421875,203.6300048828125,195.0,203.6300048828125,4757869
2025-01-28,184.8407440185547,187.8800048828125,201.02000427246094,186.1999969482422,198.0,10868685
2025-01-29,191.038818359375,194.17999267578125,200.6199951171875,189.2100067138672,189.8000030517578,11096358
2025-01-30,199.42100524902344,202.6999969482422,205.91000366210938,195.10000610351562,196.10000610351562,12063956
2025-01-31,217.8480224609375,221.42999267578125,223.0,204.55999755859375,206.39999389648438,31011752
2025-02-01,197.63046264648438,200.8800048828125,229.5,199.39999389648438,223.0,31619043
2025-02-03,192.3669891357422,195.52999877929688,198.39999389648438,189.35000610351562,192.8699951171875,11415365
2025-02-04,188.93344116210938,192.0399932861328,201.74000549316406,190.39999389648438,198.5,10243253
2025-02-05,191.02899169921875,194.1699981689453,197.72999572753906,193.1199951171875,193.1199951171875,4088749
2025-02-06,188.02833557128906,191.1199951171875,195.38999938964844,190.0,195.0,4162084
2025-02-07,186.139404296875,189.1999969482422,191.9499969482422,187.60000610351562,191.1999969482422,4145700
2025-02-10,185.81472778320312,188.8699951171875,193.02999877929688,186.4499969482422,191.0,4591635
2025-02-11,176.94065856933594,179.85000610351562,189.38999938964844,177.41000366210938,188.8699951171875,4785894
2025-02-12,165.87265014648438,168.60000610351562,171.97999572753906,159.61000061035156,163.3300018310547,33265324
2025-02-13,164.63302612304688,167.33999633789062,172.64999389648438,166.0500030517578,167.0,8256727
2025-02-14,155.36538696289062,157.9199981689453,169.5,156.72000122070312,169.2899932861328,8147332
2025-02-17,153.64541625976562,154.5399932861328,157.7899932861328,150.7100067138672,154.0,8824929
2025-02-18,150.225341796875,151.10000610351562,154.89999389648438,146.50999450683594,152.25,9052529
2025-02-19,160.2270965576172,161.16000366210938,164.1999969482422,148.2100067138672,150.0,13881729
2025-02-20,159.81947326660156,160.75,163.97999572753906,157.3000030517578,159.7899932861328,6230757
2025-02-21,157.77139282226562,158.69000244140625,166.75,157.6999969482422,160.89999389648438,7661534
2025-02-24,154.01327514648438,154.91000366210938,157.3000030517578,152.97000122070312,156.0,5024103
2025-02-25,152.949462890625,153.83999633789062,157.49000549316406,153.11000061035156,155.0,3253141
2025-02-27,147.9585418701172,148.82000732421875,154.6999969482422,148.0,153.83999633789062,4121223
2025-02-28,140.83998107910156,141.66000366210938,148.3300018310547,140.0,145.6999969482422,6842142
2025-03-03,139.746337890625,140.55999755859375,144.39999389648438,134.24000549316406,141.99000549316406,8228370
2025-03-04,142.58978271484375,143.4199981689453,146.3300018310547,137.35000610351562,137.60000610351562,6794173
2025-03-05,146.95437622070312,147.80999755859375,148.99000549316406,143.5,144.10000610351562,5295595
2025-03-06,148.29656982421875,149.16000366210938,152.4499969482422,147.89999389648438,149.75999450683594,4122814
2025-03-07,151.0604705810547,151.94000244140625,155.3000030517578,147.39999389648438,148.0,6184127
2025-03-10,147.27252197265625,148.1300048828125,154.1999969482422,147.0,152.6999969482422,4233561
2025-03-11,144.09103393554688,144.92999267578125,146.35000610351562,141.52999877929688,145.8800048828125,3834676
2025-03-12,142.45059204101562,143.27999877929688,146.89999389648438,142.6999969482422,146.0,2841904
2025-03-13,139.63697814941406,140.4499969482422,144.60000610351562,140.0,144.0,3092718
2025-03-17,137.37017822265625,138.1699981689453,142.64999389648438,137.5,142.0,3738672
2025-03-18,137.37017822265625,138.1699981689453,138.1699981689453,138.1699981689453,138.1699981689453,0
2025-03-19,154.52032470703125,155.4199981689453,157.89999389648438,146.19000244140625,146.2100067138672,16838823
2025-03-20,158.68606567382812,159.61000061035156,162.8000030517578,156.4499969482422,156.77000427246094,11350103
2025-03-21,159.17323303222656,160.10000610351562,165.6999969482422,156.75999450683594,159.39999389648438,8971714
2025-03-24,165.92391967773438,166.88999938964844,168.39999389648438,161.5399932861328,161.80999755859375,10883607
2025-03-25,162.9910125732422,163.94000244140625,170.6999969482422,162.33999633789062,168.75999450683594,8429998
2025-03-26,157.29417419433594,158.2100067138672,165.4199981689453,156.89999389648438,163.66000366210938,5972964
2025-03-27,158.86502075195312,159.7899932861328,161.75,155.5,157.0,8061064
