date_,adj close_heg.ns,close_heg.ns,high_heg.ns,low_heg.ns,open_heg.ns,volume_heg.ns
2024-04-19,485.19036865234375,491.9599914550781,499.0,479.0,487.5899963378906,3147505
2024-04-22,492.71539306640625,499.5899963378906,506.0,488.010009765625,495.5400085449219,2929075
2024-04-23,491.4036865234375,498.260009765625,507.2300109863281,496.20001220703125,500.0,2325600
2024-04-24,478.39520263671875,485.07000732421875,504.3999938964844,483.0,500.0,1449250
2024-04-25,481.9161071777344,488.6400146484375,498.6000061035156,482.4200134277344,485.19000244140625,2062870
2024-04-26,478.1190490722656,484.7900085449219,494.79998779296875,482.239990234375,491.82000732421875,805825
2024-04-29,470.88006591796875,477.45001220703125,489.5400085449219,475.0,487.8699951171875,1006455
2024-04-30,465.87982177734375,472.3800048828125,485.4100036621094,469.20001220703125,479.9200134277344,927445
2024-05-02,461.93487548828125,468.3800048828125,476.04998779296875,467.0,474.1099853515625,832455
2024-05-03,459.1832580566406,465.5899963378906,473.0,455.0,470.6000061035156,1350220
2024-05-06,475.8013916015625,482.44000244140625,489.760009765625,464.0,467.0400085449219,2908805
2024-05-07,469.20343017578125,475.75,488.5299987792969,471.6600036621094,483.739990234375,1772640
2024-05-08,473.8880920410156,480.5,489.6300048828125,471.29998779296875,475.6000061035156,1337305
2024-05-09,468.9963684082031,475.5400085449219,486.67999267578125,472.1499938964844,481.79998779296875,1518625
2024-05-10,470.59405517578125,477.1600036621094,480.4599914550781,462.8399963378906,477.5400085449219,1558270
2024-05-13,471.3435974121094,477.9200134277344,481.79998779296875,463.1199951171875,478.0,1231865
2024-05-14,470.9490661621094,477.5199890136719,488.0,475.32000732421875,478.0,1454140
2024-05-15,472.329833984375,478.9200134277344,481.9800109863281,472.6000061035156,479.0,643370
2024-05-16,467.36907958984375,473.8900146484375,485.7900085449219,471.6000061035156,482.1499938964844,1443390
2024-05-17,475.90985107421875,482.54998779296875,485.0,473.2200012207031,473.989990234375,1422575
2024-05-21,506.6213684082031,513.6900024414062,523.5999755859375,488.6099853515625,495.6000061035156,4684385
2024-05-22,530.0051879882812,537.4000244140625,548.5999755859375,511.6300048828125,516.0,6885920
2024-05-23,443.3146667480469,449.5,519.7999877929688,438.0,519.7999877929688,9972850
2024-05-24,446.3424377441406,452.57000732421875,462.9800109863281,437.0,450.0,5757930
2024-05-27,445.36602783203125,451.5799865722656,459.79998779296875,446.1199951171875,456.0,1814675
2024-05-28,445.6323547363281,451.8500061035156,464.4800109863281,449.05999755859375,453.2799987792969,2082535
2024-05-29,448.55157470703125,454.80999755859375,464.79998779296875,449.0,449.0,1678375
2024-05-30,440.5433349609375,446.69000244140625,460.30999755859375,445.0,455.70001220703125,1463000
2024-05-31,453.2066345214844,459.5299987792969,463.0,440.8800048828125,449.6000061035156,1635450
2024-06-03,449.5180969238281,455.7900085449219,470.0,451.9800109863281,468.79998779296875,1382065
2024-06-04,392.0499267578125,397.5199890136719,457.19000244140625,389.260009765625,455.3999938964844,2303345
2024-06-05,407.0802307128906,412.760009765625,415.3999938964844,385.489990234375,405.0,1176110
2024-06-06,421.81463623046875,427.70001220703125,438.3999938964844,416.0,417.6000061035156,855150
2024-06-07,430.0793151855469,436.0799865722656,438.29998779296875,426.239990234375,428.0,499495
2024-06-10,432.29833984375,438.3299865722656,442.79998779296875,434.1099853515625,438.0,517705
2024-06-11,438.06787109375,444.17999267578125,451.0,435.2200012207031,438.0,858045
2024-06-12,439.6458435058594,445.7799987792969,451.2200012207031,444.7799987792969,446.0,341595
2024-06-13,436.7167053222656,442.80999755859375,449.67999267578125,440.8800048828125,447.9200134277344,372830
2024-06-14,433.6001892089844,439.6499938964844,447.30999755859375,438.0,443.6000061035156,565180
2024-06-18,432.14056396484375,438.1700134277344,443.19000244140625,436.79998779296875,442.19000244140625,381085
2024-06-19,454.79449462890625,461.1400146484375,463.20001220703125,435.8500061035156,438.1700134277344,2525810
2024-06-20,457.6545715332031,464.0400085449219,481.6000061035156,457.6099853515625,465.0,2645295
2024-06-21,455.5637512207031,461.9200134277344,475.0,458.32000732421875,465.20001220703125,879650
2024-06-24,444.4883117675781,450.69000244140625,460.0,448.3999938964844,460.0,765650
2024-06-25,433.47198486328125,439.5199890136719,455.8900146484375,435.79998779296875,452.67999267578125,672740
2024-06-26,435.1485900878906,441.2200012207031,443.19000244140625,437.20001220703125,441.9700012207031,370290
2024-06-27,423.4024963378906,429.30999755859375,441.7900085449219,427.4100036621094,441.2200012207031,419470
2024-06-28,426.7162780761719,432.6700134277344,435.9200134277344,429.6000061035156,431.19000244140625,393095
2024-07-01,437.42681884765625,443.5299987792969,445.2900085449219,433.0,433.0,596795
2024-07-02,436.4898681640625,442.5799865722656,451.4200134277344,441.0400085449219,446.79998779296875,524435
2024-07-03,438.0777282714844,444.19000244140625,450.95001220703125,441.010009765625,445.6000061035156,627940
2024-07-04,443.5020446777344,449.69000244140625,457.6000061035156,445.0,448.17999267578125,690070
2024-07-05,446.6876220703125,452.9200134277344,462.75,450.2099914550781,451.19000244140625,6869735
2024-07-08,435.7008972167969,441.7799987792969,458.55999755859375,440.3999938964844,452.9200134277344,1053650
2024-07-09,432.7322998046875,438.7699890136719,447.6000061035156,437.79998779296875,444.3800048828125,479050
2024-07-10,426.1343688964844,432.0799865722656,444.3999938964844,431.0199890136719,441.0,532025
2024-07-11,418.75732421875,424.6000061035156,435.70001220703125,423.4700012207031,434.0,595285
2024-07-12,415.8084411621094,421.6099853515625,430.3999938964844,420.75,426.19000244140625,466765
2024-07-15,417.0806884765625,422.8999938964844,427.1499938964844,421.3999938964844,424.0,329870
2024-07-16,413.461181640625,419.2300109863281,428.19000244140625,418.0,425.989990234375,424735
2024-07-18,411.0942077636719,416.8299865722656,424.0299987792969,413.2200012207031,420.0,462935
2024-07-19,403.4212646484375,409.04998779296875,417.8299865722656,407.0,417.6000061035156,347255
2024-07-22,404.9499206542969,410.6000061035156,413.0,401.0,409.04998779296875,297835
2024-07-23,396.6260681152344,402.1600036621094,415.79998779296875,396.0400085449219,415.7099914550781,589515
2024-07-24,420.86785888671875,426.739990234375,435.6000061035156,402.4100036621094,404.17999267578125,1470545
2024-07-25,419.1715087890625,425.0199890136719,433.3900146484375,421.75,426.0,530210
2024-07-26,416.91302490234375,422.7300109863281,428.0400085449219,420.0,425.0199890136719,291690
2024-07-29,416.53826904296875,422.3500061035156,431.0,421.6400146484375,424.19000244140625,577535
2024-07-30,433.1268310546875,439.1700134277344,462.6000061035156,421.45001220703125,423.19000244140625,5216990
2024-07-31,443.29058837890625,444.8699951171875,455.20001220703125,439.1300048828125,440.0,1470040
2024-08-01,442.9219055175781,444.5,452.6600036621094,438.4100036621094,446.0,908640
2024-08-02,428.7324523925781,430.260009765625,443.55999755859375,429.0,439.9800109863281,606935
2024-08-05,409.91949462890625,411.3800048828125,425.0,410.0,411.0,682085
2024-08-06,396.8659973144531,398.2799987792969,427.67999267578125,395.80999755859375,421.989990234375,1298805
2024-08-07,408.68389892578125,410.1400146484375,413.8999938964844,401.6000061035156,406.19000244140625,468055
2024-08-08,408.215576171875,409.6700134277344,417.1000061035156,408.44000244140625,413.0,376900
2024-08-09,410.29815673828125,411.760009765625,415.0,410.1000061035156,415.0,280180
2024-08-12,418.638427734375,420.1300048828125,424.79998779296875,413.0,413.94000244140625,687020
2024-08-13,432.40936279296875,433.95001220703125,439.6000061035156,423.7900085449219,423.94000244140625,1818865
2024-08-14,399.92510986328125,401.3500061035156,412.0,396.0,409.010009765625,2061000
2024-08-16,396.2481994628906,397.6600036621094,404.32000732421875,396.010009765625,404.0,803915
2024-08-19,403.20343017578125,404.6400146484375,406.989990234375,398.0299987792969,400.7900085449219,492795
2024-08-20,402.5058898925781,403.94000244140625,409.8999938964844,403.0,407.4800109863281,417255
2024-08-21,405.07672119140625,406.5199890136719,408.4100036621094,404.4100036621094,405.95001220703125,301420
2024-08-22,404.8575134277344,406.29998779296875,410.6000061035156,405.0,407.20001220703125,379665
2024-08-23,402.8645935058594,404.29998779296875,409.1199951171875,403.6000061035156,406.29998779296875,344205
2024-08-26,403.322998046875,404.760009765625,413.0,403.79998779296875,404.3399963378906,694080
2024-08-27,405.0966796875,406.5400085449219,409.5799865722656,405.32000732421875,406.0,408470
2024-08-28,402.98419189453125,404.4200134277344,408.8399963378906,403.0199890136719,408.0,302085
2024-08-29,398.1912536621094,399.6099853515625,406.20001220703125,398.0,404.6000061035156,252720
2024-08-30,398.27099609375,399.69000244140625,403.55999755859375,398.260009765625,401.5799865722656,404330
2024-09-02,393.82684326171875,395.2300109863281,403.2799987792969,393.1000061035156,398.20001220703125,270850
2024-09-03,394.2353820800781,395.6400146484375,401.8999938964844,394.6000061035156,395.2300109863281,279055
2024-09-04,391.5947570800781,392.989990234375,403.17999267578125,391.0,394.0,458640
2024-09-05,393.6275329589844,395.0299987792969,399.5400085449219,394.0,395.17999267578125,232785
2024-09-06,394.50439453125,395.9100036621094,406.5400085449219,392.79998779296875,395.6000061035156,537970
2024-09-09,401.1407775878906,402.57000732421875,406.0,393.29998779296875,396.3999938964844,493355
2024-09-10,404.6582336425781,406.1000061035156,412.9200134277344,404.010009765625,404.9800109863281,363665
2024-09-11,398.47027587890625,399.8900146484375,408.6000061035156,398.42999267578125,408.29998779296875,219980
2024-09-12,398.62969970703125,400.04998779296875,403.239990234375,398.0,401.79998779296875,239195
2024-09-13,412.3906555175781,413.8599853515625,417.6000061035156,400.0,401.79998779296875,745510
2024-09-16,426.3409729003906,427.8599853515625,436.0,402.0199890136719,414.0,2481125
2024-09-17,420.19287109375,421.69000244140625,428.0,418.0199890136719,428.0,610960
2024-09-18,456.4736328125,458.1000061035156,475.489990234375,421.0400085449219,423.8900146484375,16077460
2024-09-19,448.15325927734375,449.75,464.19000244140625,447.20001220703125,459.79998779296875,2393980
2024-09-20,451.75042724609375,453.3599853515625,461.9700012207031,442.010009765625,451.760009765625,1994250
2024-09-23,449.07000732421875,450.6700134277344,464.92999267578125,448.20001220703125,454.5,1004155
2024-09-24,460.230224609375,461.8699951171875,481.0,450.0199890136719,452.8599853515625,4513480
2024-09-25,485.0517883300781,486.7799987792969,508.6000061035156,466.0,466.0,27400745
2024-09-26,481.026123046875,482.739990234375,498.67999267578125,479.6000061035156,489.0,3147025
2024-09-27,488.91802978515625,490.6600036621094,495.3999938964844,481.3999938964844,486.989990234375,1875370
2024-09-30,494.1493835449219,495.9100036621094,507.0,485.3699951171875,486.2099914550781,2141270
2024-10-01,488.0411376953125,489.7799987792969,498.6000061035156,483.3999938964844,496.79998779296875,1225100
2024-10-03,478.4453125,480.1499938964844,485.489990234375,469.6400146484375,482.4700012207031,1067605
2024-10-04,469.41748046875,471.0899963378906,488.0,468.44000244140625,483.79998779296875,1005850
2024-10-07,443.998046875,445.5799865722656,474.79998779296875,437.4599914550781,474.79998779296875,1155885
2024-10-08,487.76214599609375,489.5,498.95001220703125,443.0,443.010009765625,3474785
2024-10-09,492.38568115234375,494.1400146484375,507.20001220703125,487.6499938964844,488.3999938964844,1949470
2024-10-10,487.1543273925781,488.8900146484375,514.7999877929688,486.2200012207031,496.8800048828125,2054710
2024-10-11,490.0240478515625,491.7699890136719,502.2200012207031,482.3999938964844,490.3999938964844,1138385
2024-10-14,493.45184326171875,495.2099914550781,501.989990234375,490.010009765625,494.19000244140625,830295
2024-10-15,500.3373107910156,502.1199951171875,523.3599853515625,495.2099914550781,497.94000244140625,3839235
2024-10-16,494.09954833984375,495.8599853515625,509.760009765625,491.3800048828125,502.1199951171875,1282835
2024-10-17,512.2548828125,514.0800170898438,516.2000122070312,494.20001220703125,496.70001220703125,4160250
2024-10-18,494.58782958984375,496.3500061035156,516.0,488.3999938964844,509.0,1050949
2024-10-21,461.2067565917969,462.8500061035156,493.0,455.25,493.0,984424
2024-10-22,427.32745361328125,428.8500061035156,460.79998779296875,425.29998779296875,459.75,1158265
2024-10-23,440.7297058105469,442.29998779296875,458.0,425.95001220703125,430.0,1626800
2024-10-24,432.6584777832031,434.20001220703125,443.6499938964844,430.1000061035156,441.04998779296875,543442
2024-10-25,412.9287414550781,414.3999938964844,431.6499938964844,410.0,431.29998779296875,632734
2024-10-28,420.50177001953125,422.0,430.0,407.04998779296875,420.0,441314
2024-10-29,425.93243408203125,427.45001220703125,433.8999938964844,418.45001220703125,425.79998779296875,299954
2024-10-30,430.4662780761719,432.0,437.70001220703125,425.95001220703125,428.45001220703125,221955
2024-10-31,430.76519775390625,432.29998779296875,434.75,426.6499938964844,430.0,263564
2024-11-01,441.4770202636719,443.04998779296875,445.8999938964844,434.04998779296875,434.75,104168
2024-11-04,428.2242736816406,429.75,447.45001220703125,425.25,446.0,260737
2024-11-05,432.9075927734375,434.45001220703125,440.0,428.0,431.29998779296875,235560
2024-11-06,453.28497314453125,454.8999938964844,457.20001220703125,435.8999938964844,436.6000061035156,384892
2024-11-07,444.06781005859375,445.6499938964844,462.0,443.3999938964844,458.8999938964844,260932
2024-11-08,433.1567077636719,434.70001220703125,448.45001220703125,431.95001220703125,446.79998779296875,181412
2024-11-11,428.67266845703125,430.20001220703125,440.8999938964844,422.20001220703125,433.0,289959
2024-11-12,414.8219909667969,416.29998779296875,430.8999938964844,412.0,429.0,229059
2024-11-13,403.7115783691406,405.1499938964844,415.5,398.1000061035156,415.5,378786
2024-11-14,408.7436828613281,410.20001220703125,415.54998779296875,395.1499938964844,400.0,252774
2024-11-18,416.5159912109375,418.0,419.8500061035156,408.6000061035156,410.20001220703125,254522
2024-11-19,409.0426025390625,410.5,425.70001220703125,407.0,422.20001220703125,216824
2024-11-21,405.0567932128906,406.5,415.0,404.79998779296875,411.0,161718
2024-11-22,405.90380859375,407.3500061035156,412.45001220703125,402.1000061035156,406.79998779296875,193748
2024-11-25,413.67608642578125,415.1499938964844,422.25,412.45001220703125,415.54998779296875,175422
2024-11-26,409.6902770996094,411.1499938964844,418.6000061035156,409.1499938964844,415.45001220703125,115666
2024-11-27,414.7721862792969,416.25,420.1000061035156,411.54998779296875,412.1000061035156,135513
2024-11-28,436.743896484375,438.29998779296875,445.0,414.95001220703125,416.25,647318
2024-11-29,440.5802307128906,442.1499938964844,444.70001220703125,432.0,444.25,486670
2024-12-02,437.1424865722656,438.70001220703125,444.0,436.3500061035156,442.8999938964844,174667
2024-12-03,498.77288818359375,500.54998779296875,516.7999877929688,438.8999938964844,438.8999938964844,18966610
2024-12-04,579.5850219726562,581.6500244140625,595.0,500.5,505.1000061035156,45554900
2024-12-05,582.4746704101562,584.5499877929688,619.5,574.0,585.0,35641343
2024-12-06,558.0118408203125,560.0,579.9500122070312,551.7999877929688,579.9500122070312,5149315
2024-12-09,595.3289184570312,597.4500122070312,602.0999755859375,565.0,565.0,7116950
2024-12-10,570.9158935546875,572.9500122070312,599.7999877929688,567.0,598.2000122070312,2409381
2024-12-11,566.481689453125,568.5,577.7999877929688,560.4000244140625,574.9500122070312,1804773
2024-12-12,545.0081787109375,546.9500122070312,574.2000122070312,543.1500244140625,568.5,1413165
2024-12-13,566.2823486328125,568.2999877929688,575.0,544.5999755859375,547.0,5296029
2024-12-16,576.6454467773438,578.7000122070312,585.7000122070312,562.4000244140625,573.8499755859375,2783563
2024-12-17,561.3997802734375,563.4000244140625,580.5999755859375,560.25,580.5999755859375,1589443
2024-12-18,563.4425048828125,565.4500122070312,584.4000244140625,555.0999755859375,565.0999755859375,2561375
2024-12-19,565.8339233398438,567.8499755859375,572.5499877929688,545.4000244140625,552.0,1771956
2024-12-20,539.6273193359375,541.5499877929688,576.0,538.2000122070312,572.4000244140625,2403489
2024-12-23,530.41015625,532.2999877929688,554.0499877929688,527.2000122070312,549.7000122070312,1257316
2024-12-24,529.0650024414062,530.9500122070312,551.5999755859375,528.0,535.0,1625456
2024-12-26,512.7730102539062,514.5999755859375,535.0,513.0,535.0,1090292
2024-12-27,513.4705200195312,515.2999877929688,519.25,507.25,516.5999755859375,1034274
2024-12-30,495.63409423828125,497.3999938964844,528.4000244140625,495.0,517.4000244140625,1459448
2024-12-31,508.3886413574219,510.20001220703125,514.0999755859375,494.45001220703125,497.3500061035156,1323827
2025-01-01,528.4172973632812,530.2999877929688,534.0,509.0,513.8499755859375,1538487
2025-01-02,531.107666015625,533.0,538.0,524.7999877929688,532.9000244140625,1275692
2025-01-03,526.3745727539062,528.25,549.0,525.0,533.5,1291071
2025-01-06,486.0183410644531,487.75,529.7999877929688,485.6000061035156,529.7999877929688,1278246
2025-01-07,489.4062805175781,491.1499938964844,503.54998779296875,481.3500061035156,481.3500061035156,1115162
2025-01-08,475.2567138671875,476.95001220703125,493.45001220703125,475.25,493.45001220703125,847105
2025-01-09,465.8402404785156,467.5,481.04998779296875,465.0,478.0,565293
2025-01-10,450.54473876953125,452.1499938964844,469.3999938964844,450.0,467.3999938964844,626284
2025-01-13,422.49468994140625,424.0,447.29998779296875,420.3999938964844,440.04998779296875,1414797
2025-01-14,426.8790588378906,428.3999938964844,432.20001220703125,420.0,420.0,950415
2025-01-15,425.6833190917969,427.20001220703125,448.0,424.6499938964844,431.95001220703125,987291
2025-01-16,429.9182434082031,431.45001220703125,441.45001220703125,430.04998779296875,430.3500061035156,469743
2025-01-17,428.6228332519531,430.1499938964844,434.6000061035156,426.04998779296875,432.0,410812
2025-01-20,430.5160827636719,432.04998779296875,434.0,424.45001220703125,434.0,395190
2025-01-21,422.39501953125,423.8999938964844,438.75,418.79998779296875,433.79998779296875,537318
2025-01-22,414.7223815917969,416.20001220703125,427.6000061035156,406.04998779296875,425.5,524008
2025-01-23,411.5835266113281,413.04998779296875,420.3500061035156,411.25,416.1499938964844,396440
2025-01-24,407.298828125,408.75,413.8999938964844,403.1499938964844,413.04998779296875,653355
2025-01-27,409.19207763671875,410.6499938964844,412.5,395.29998779296875,401.95001220703125,867610
2025-01-28,399.7257995605469,401.1499938964844,413.79998779296875,390.8500061035156,411.0,707369
2025-01-29,402.36639404296875,403.79998779296875,406.95001220703125,399.1499938964844,401.29998779296875,452310
2025-01-30,392.50152587890625,393.8999938964844,405.6000061035156,392.54998779296875,403.8500061035156,421619
2025-01-31,393.5976257324219,395.0,402.3999938964844,391.1000061035156,394.1000061035156,539499
2025-02-01,381.19183349609375,382.54998779296875,399.70001220703125,380.0,395.0,650412
2025-02-03,360.71478271484375,362.0,383.20001220703125,359.0,379.75,720390
2025-02-04,371.7255554199219,373.04998779296875,377.45001220703125,363.20001220703125,369.54998779296875,774969
2025-02-05,373.4693298339844,374.79998779296875,390.3999938964844,373.0,375.6499938964844,727545
2025-02-06,375.6117248535156,376.95001220703125,387.6000061035156,373.0,378.3500061035156,656048
2025-02-07,368.0885314941406,369.3999938964844,377.8999938964844,367.04998779296875,377.8999938964844,421233
2025-02-10,364.45147705078125,365.75,369.8500061035156,359.6000061035156,369.25,365865
2025-02-11,349.75384521484375,351.0,367.75,348.0,367.75,468995
2025-02-12,341.7324523925781,342.95001220703125,350.3500061035156,333.79998779296875,348.04998779296875,1380844
2025-02-13,341.58294677734375,342.79998779296875,356.45001220703125,340.0,346.75,831900
2025-02-14,339.4405822753906,340.6499938964844,347.1499938964844,333.04998779296875,346.0,856547
2025-02-17,338.6932373046875,339.8999938964844,344.25,331.25,339.75,448512
2025-02-18,342.0313720703125,343.25,347.6000061035156,335.29998779296875,340.0,617557
2025-02-19,350.80010986328125,352.04998779296875,359.5,337.95001220703125,343.25,462851
2025-02-20,361.76104736328125,363.04998779296875,365.3999938964844,348.6499938964844,350.79998779296875,443039
2025-02-21,357.97454833984375,359.25,368.8500061035156,355.25,360.1000061035156,356272
2025-02-24,354.5866394042969,355.8500061035156,364.0,350.3999938964844,359.0,340603
2025-02-25,341.3338317871094,342.54998779296875,361.75,340.0,356.8999938964844,382538
2025-02-27,344.97088623046875,346.20001220703125,348.70001220703125,338.54998779296875,343.0,336318
2025-02-28,357.1275634765625,358.3999938964844,361.04998779296875,335.75,341.95001220703125,842562
2025-03-03,349.40509033203125,350.6499938964844,359.1499938964844,338.29998779296875,357.0,505465
2025-03-04,356.67919921875,357.95001220703125,364.79998779296875,345.0,348.0,424440
2025-03-05,370.57965087890625,371.8999938964844,374.0,354.95001220703125,355.0,601981
2025-03-06,383.1847229003906,384.54998779296875,393.0,374.0,374.0,897546
2025-03-07,392.6011962890625,394.0,400.8999938964844,385.0,385.0,788913
2025-03-10,386.4231872558594,387.79998779296875,401.8500061035156,383.8500061035156,395.0,381437
2025-03-11,398.1813049316406,399.6000061035156,417.3500061035156,381.1000061035156,385.0,7024943
2025-03-12,404.7080383300781,406.1499938964844,417.5,397.3500061035156,401.8999938964844,1739732
2025-03-13,398.7791748046875,400.20001220703125,409.0,396.5,407.6000061035156,527666
2025-03-17,403.21337890625,404.6499938964844,409.79998779296875,394.29998779296875,401.54998779296875,743292
2025-03-18,403.21337890625,404.6499938964844,404.6499938964844,404.6499938964844,404.6499938964844,0
2025-03-19,415.6689758300781,417.1499938964844,426.8500061035156,415.1000061035156,420.0,748756
2025-03-20,422.54449462890625,424.04998779296875,429.79998779296875,416.1000061035156,417.5,605438
2025-03-21,427.97515869140625,429.5,432.79998779296875,423.29998779296875,424.8999938964844,586581
2025-03-24,430.2171630859375,431.75,439.3500061035156,429.1499938964844,432.0,386821
2025-03-25,481.28521728515625,483.0,510.3999938964844,433.20001220703125,434.6000061035156,30111945
2025-03-26,497.4775085449219,499.25,516.0,473.3500061035156,480.0,24008873
2025-03-27,484.2745666503906,486.0,497.0,481.3999938964844,490.0,4623683
2025-03-28,481.1357421875,482.8500061035156,495.8999938964844,474.0,485.95001220703125,1621799
2025-04-01,480.8367919921875,482.54998779296875,495.45001220703125,476.1000061035156,484.70001220703125,1130516
2025-04-02,498.8725280761719,500.6499938964844,511.75,469.0,484.0,2495655
2025-04-03,496.5807189941406,498.3500061035156,504.0,490.04998779296875,495.8500061035156,879050
