date_,adj close_mcx.ns,close_mcx.ns,high_mcx.ns,low_mcx.ns,open_mcx.ns,volume_mcx.ns
2024-03-11,702.935791015625,706.5499877929688,725.6699829101562,702.219970703125,723.3900146484375,1068590
2024-03-12,685.7442016601562,689.27001953125,715.3900146484375,686.1599731445312,711.0999755859375,1740880
2024-03-13,638.8353271484375,642.1199951171875,698.739990234375,635.0,689.27001953125,3811870
2024-03-14,639.939697265625,643.22998046875,653.1699829101562,631.02001953125,642.02001953125,2976095
2024-03-15,648.3762817382812,651.7100219726562,655.489990234375,615.0499877929688,636.6599731445312,3939195
2024-03-18,635.751220703125,639.02001953125,654.7899780273438,630.0,644.0,2917795
2024-03-19,632.4581298828125,635.7100219726562,646.739990234375,634.0499877929688,641.5999755859375,1616575
2024-03-20,637.7509765625,641.030029296875,646.2000122070312,634.7999877929688,640.0,1824305
2024-03-21,652.5547485351562,655.9099731445312,660.1400146484375,645.010009765625,646.6599731445312,2108905
2024-03-22,663.9561767578125,667.3699951171875,672.1699829101562,652.010009765625,655.4000244140625,2095030
2024-03-26,668.9406127929688,672.3800048828125,676.4000244140625,661.780029296875,663.25,1835970
2024-03-27,667.9257202148438,671.3599853515625,682.0,666.010009765625,678.7899780273438,1331460
2024-03-28,666.4931030273438,669.9199829101562,678.9299926757812,663.1199951171875,673.0499877929688,1658665
2024-04-01,708.7955932617188,712.4400024414062,715.4000244140625,662.0,666.0,3816405
2024-04-02,711.5216064453125,715.1799926757812,719.5999755859375,708.010009765625,708.010009765625,1694125
2024-04-03,711.1237182617188,714.780029296875,717.3800048828125,700.239990234375,713.0,1901185
2024-04-04,714.4266967773438,718.0999755859375,729.0,705.6300048828125,719.2100219726562,3461815
2024-04-05,709.0941162109375,712.739990234375,720.0,707.0,718.010009765625,1141325
2024-04-08,715.7200927734375,719.4000244140625,727.0,714.4099731445312,719.0,2073110
2024-04-09,742.601806640625,746.4199829101562,748.5,715.010009765625,725.989990234375,4993250
2024-04-10,776.7960205078125,780.7899780273438,797.22998046875,749.4400024414062,756.3800048828125,14882070
2024-04-12,759.7437133789062,763.6500244140625,814.52001953125,761.4000244140625,776.8099975585938,12101985
2024-04-15,741.596923828125,745.4099731445312,761.9299926757812,732.0399780273438,759.0,6899355
2024-04-16,745.1685791015625,749.0,760.4099731445312,732.469970703125,740.0,3917485
2024-04-18,774.0999145507812,778.0800170898438,787.7999877929688,753.0599975585938,755.2999877929688,6855100
2024-04-19,754.5504150390625,758.4299926757812,778.469970703125,756.1199951171875,774.0,3589800
2024-04-22,776.65673828125,780.6500244140625,791.7999877929688,764.4000244140625,771.0,5438885
2024-04-23,800.3051147460938,804.4199829101562,809.6099853515625,783.5399780273438,786.0,9514450
2024-04-24,763.9620361328125,767.8900146484375,782.6599731445312,742.6599731445312,780.0,17761250
2024-04-25,827.9131469726562,832.1699829101562,837.0,764.969970703125,771.0,22475720
2024-04-26,829.2960205078125,833.5599975585938,854.0,829.010009765625,832.1699829101562,6924615
2024-04-29,809.1198120117188,813.280029296875,833.989990234375,779.510009765625,832.0,10465260
2024-04-30,817.59619140625,821.7999877929688,829.280029296875,816.4400024414062,820.0,3463865
2024-05-02,812.0845947265625,816.260009765625,829.9400024414062,814.5800170898438,823.1799926757812,1782390
2024-05-03,797.7880249023438,801.8900146484375,824.219970703125,797.4299926757812,823.4000244140625,2042425
2024-05-06,805.3193969726562,809.4600219726562,820.780029296875,790.2100219726562,807.5999755859375,2560625
2024-05-07,778.5370483398438,782.5399780273438,813.9199829101562,764.5,813.9199829101562,2886740
2024-05-08,776.7960205078125,780.7899780273438,790.4600219726562,777.0,782.5399780273438,1746330
2024-05-09,747.9642333984375,751.8099975585938,786.0,746.6400146484375,780.7899780273438,2137795
2024-05-10,759.992431640625,763.9000244140625,771.510009765625,749.0999755859375,755.4000244140625,1856385
2024-05-13,765.9020385742188,769.8400268554688,775.1799926757812,736.6500244140625,767.1799926757812,2113135
2024-05-14,768.75732421875,772.7100219726562,776.1900024414062,765.1400146484375,772.7999877929688,869540
2024-05-15,776.099609375,780.0900268554688,792.760009765625,774.4000244140625,779.0,1866750
2024-05-16,780.8551025390625,784.8699951171875,791.0,774.6400146484375,788.0,1265790
2024-05-17,800.8224487304688,804.9400024414062,807.8800048828125,781.3800048828125,791.9600219726562,2193685
2024-05-21,763.7232666015625,767.6500244140625,810.0,766.0,810.0,4203880
2024-05-22,751.3468627929688,755.2100219726562,775.5999755859375,747.5999755859375,775.5999755859375,2804785
2024-05-23,747.5961303710938,751.4400024414062,759.969970703125,735.4099731445312,759.9299926757812,3512205
2024-05-24,747.3971557617188,751.239990234375,766.77001953125,748.4000244140625,751.5999755859375,2124910
2024-05-27,757.7439575195312,761.6400146484375,770.7999877929688,744.1199951171875,753.989990234375,2764750
2024-05-28,751.04833984375,754.9099731445312,776.5900268554688,751.010009765625,768.0,2716565
2024-05-29,745.90478515625,749.739990234375,761.7999877929688,742.1400146484375,755.9400024414062,1640875
2024-05-30,717.600341796875,721.2899780273438,747.7999877929688,718.7999877929688,747.7999877929688,2955635
2024-05-31,722.5548706054688,726.27001953125,735.2000122070312,720.0,729.5999755859375,1652840
2024-06-03,725.7285766601562,729.4600219726562,762.989990234375,727.4000244140625,761.7999877929688,4537655
2024-06-04,640.5067138671875,643.7999877929688,729.5399780273438,583.5700073242188,729.5399780273438,13415025
2024-06-05,697.901611328125,701.489990234375,708.9400024414062,635.0999755859375,657.989990234375,5318090
2024-06-06,693.40478515625,696.969970703125,716.2000122070312,694.5,710.3599853515625,3117040
2024-06-07,722.6444091796875,726.3599853515625,731.239990234375,693.1599731445312,696.969970703125,2990650
2024-06-10,725.3704223632812,729.0999755859375,739.219970703125,722.4299926757812,729.989990234375,1281350
2024-06-11,736.0056762695312,739.7899780273438,748.9400024414062,726.6699829101562,729.4400024414062,2347110
2024-06-12,754.7493286132812,758.6300048828125,768.9199829101562,741.1199951171875,742.3200073242188,3420770
2024-06-13,772.1299438476562,776.0999755859375,779.0,759.989990234375,759.989990234375,2898220
2024-06-14,777.9799194335938,781.97998046875,791.2000122070312,766.5900268554688,779.6099853515625,2388545
2024-06-18,778.8156127929688,782.8200073242188,789.719970703125,772.2000122070312,789.719970703125,1199015
2024-06-19,769.7322998046875,773.6900024414062,791.2100219726562,772.0,785.5999755859375,963350
2024-06-20,766.2701416015625,770.2100219726562,775.5999755859375,763.0399780273438,775.5999755859375,1029580
2024-06-21,757.873291015625,761.77001953125,780.1799926757812,757.1500244140625,770.2100219726562,1461145
2024-06-24,761.7633056640625,765.6799926757812,770.4000244140625,745.260009765625,762.02001953125,1410480
2024-06-25,784.2874755859375,788.3200073242188,795.97998046875,762.4099731445312,769.7999877929688,3362960
2024-06-26,757.1171875,761.010009765625,791.1699829101562,759.4000244140625,790.0,1959270
2024-06-27,768.5682983398438,772.52001953125,776.7999877929688,742.3200073242188,761.010009765625,3559095
2024-06-28,780.765625,784.780029296875,808.5999755859375,774.030029296875,775.0,5127455
2024-07-01,776.1990356445312,780.1900024414062,787.989990234375,775.4600219726562,787.989990234375,1273480
2024-07-02,771.0057983398438,774.969970703125,782.1599731445312,761.7999877929688,777.6400146484375,2331720
2024-07-03,782.824951171875,786.8499755859375,789.0,774.22998046875,776.0,1662350
2024-07-04,783.3125,787.3400268554688,796.2000122070312,772.7999877929688,786.8499755859375,1655405
2024-07-05,792.7838134765625,796.8599853515625,802.9600219726562,780.2000122070312,787.3400268554688,2398685
2024-07-08,785.342041015625,789.3800048828125,800.0,780.0599975585938,799.780029296875,1286260
2024-07-09,771.6922607421875,775.6599731445312,807.3200073242188,760.6599731445312,787.969970703125,3250605
2024-07-10,739.7863159179688,743.5900268554688,773.8800048828125,736.0,772.0,8281180
2024-07-11,748.0338745117188,751.8800048828125,755.3800048828125,740.1199951171875,745.0,1844015
2024-07-12,750.4116821289062,754.27001953125,761.4000244140625,746.0,756.0,2747685
2024-07-15,776.97509765625,780.969970703125,787.27001953125,753.5499877929688,754.4000244140625,3285840
2024-07-16,786.0682983398438,790.1099853515625,794.7999877929688,775.5999755859375,780.969970703125,2031260
2024-07-18,809.4083251953125,813.5700073242188,818.6099853515625,777.5999755859375,790.1099853515625,3581730
2024-07-19,760.9176635742188,764.8300170898438,807.989990234375,761.0599975585938,805.0,5698545
2024-07-22,757.266357421875,761.1599731445312,774.0,752.6099853515625,763.0800170898438,2407560
2024-07-23,779.2633056640625,783.27001953125,793.0,724.0599975585938,762.010009765625,4596560
2024-07-24,809.1596069335938,813.3200073242188,830.6900024414062,777.0,780.0,7536230
2024-07-25,832.479736328125,836.760009765625,840.5999755859375,804.2000122070312,809.969970703125,3668765
2024-07-26,823.7645263671875,828.0,848.7999877929688,820.9099731445312,837.0,2702265
2024-07-29,836.2005615234375,840.5,857.780029296875,831.0800170898438,835.0,4412035
2024-07-30,836.1309204101562,840.4299926757812,864.97998046875,838.0499877929688,845.0,4512210
2024-07-31,853.5513916015625,857.9400024414062,869.3699951171875,825.0,840.6099853515625,6785790
2024-08-01,871.62841796875,876.1099853515625,880.0,853.469970703125,865.5999755859375,3656045
2024-08-02,861.6497192382812,866.0800170898438,875.989990234375,846.4600219726562,853.7999877929688,2685480
2024-08-05,835.4743041992188,839.77001953125,859.97998046875,826.1500244140625,830.3099975585938,3761160
2024-08-06,825.4856567382812,829.72998046875,860.760009765625,826.010009765625,850.0,1731240
2024-08-07,853.2727661132812,857.6599731445312,859.7999877929688,834.010009765625,845.0,1228745
2024-08-08,838.289794921875,842.5999755859375,870.780029296875,832.0700073242188,855.2000122070312,3001550
2024-08-09,871.111083984375,875.5900268554688,886.6199951171875,856.22998046875,862.0,7378160
2024-08-12,881.0101318359375,885.5399780273438,893.0,869.0,878.0,2881555
2024-08-13,867.0519409179688,871.510009765625,885.4000244140625,869.1900024414062,885.4000244140625,1210645
2024-08-14,871.4293823242188,875.9099731445312,880.3400268554688,860.4000244140625,873.5999755859375,1638470
2024-08-16,922.5267333984375,927.27001953125,933.7999877929688,875.8099975585938,875.9099731445312,5919620
2024-08-19,949.4780883789062,954.3599853515625,956.8800048828125,926.0,926.0,3238140
2024-08-20,949.9854736328125,954.8699951171875,982.9600219726562,951.8499755859375,957.4000244140625,4625295
2024-08-21,954.7609252929688,959.6699829101562,964.2000122070312,949.3300170898438,954.9600219726562,1279020
2024-08-22,950.8809204101562,955.77001953125,966.719970703125,952.6400146484375,960.7899780273438,1794770
2024-08-23,966.6697387695312,971.6400146484375,987.0800170898438,948.3099975585938,958.1799926757812,2857575
2024-08-26,971.2760620117188,976.27001953125,987.0,972.0999755859375,978.1799926757812,1524665
2024-08-27,966.12255859375,971.0900268554688,982.0,967.2999877929688,979.0,865960
2024-08-28,990.646484375,995.739990234375,1002.0,972.6099853515625,975.1799926757812,3294405
2024-08-29,995.829833984375,1000.9500122070312,1003.7999877929688,984.6300048828125,993.0,1823360
2024-08-30,1031.2578125,1036.56005859375,1046.9200439453125,998.0,1008.0,4805145
2024-09-02,1027.8651123046875,1033.1500244140625,1053.5999755859375,1028.4100341796875,1041.969970703125,1843940
2024-09-03,1036.1922607421875,1041.52001953125,1044.4000244140625,1025.1199951171875,1033.800048828125,1260310
2024-09-04,1064.91455078125,1070.3900146484375,1072.97998046875,1030.0,1034.989990234375,3535645
2024-09-05,1073.649658203125,1079.1700439453125,1084.43994140625,1064.4599609375,1065.0,1965840
2024-09-06,1069.9090576171875,1075.4100341796875,1083.800048828125,1060.8199462890625,1075.0,1627790
2024-09-09,1046.8773193359375,1052.260009765625,1076.4200439453125,1042.3199462890625,1071.989990234375,1532280
2024-09-10,1040.6492919921875,1046.0,1062.3599853515625,1043.4200439453125,1057.5999755859375,1141045
2024-09-11,1053.7420654296875,1059.1600341796875,1067.6800537109375,1045.010009765625,1046.0,1765595
2024-09-12,1049.3148193359375,1054.7099609375,1081.780029296875,1050.4000244140625,1065.0,1588150
2024-09-13,1056.3287353515625,1061.760009765625,1070.0,1056.4000244140625,1061.0,1080440
2024-09-16,1112.8182373046875,1118.5400390625,1143.72998046875,1064.0,1065.5999755859375,7857130
2024-09-17,1124.88623046875,1130.6700439453125,1141.5400390625,1108.199951171875,1118.6199951171875,3459900
2024-09-18,1155.47900390625,1161.4200439453125,1193.31005859375,1132.030029296875,1133.97998046875,8547030
2024-09-19,1140.2252197265625,1144.5799560546875,1179.800048828125,1109.4000244140625,1165.739990234375,4282540
2024-09-20,1156.413330078125,1160.8299560546875,1166.9300537109375,1149.1300048828125,1150.800048828125,2038445
2024-09-23,1170.4398193359375,1174.9100341796875,1179.800048828125,1149.1600341796875,1163.0,1948535
2024-09-24,1171.396240234375,1175.8699951171875,1202.8800048828125,1158.0,1171.219970703125,2051550
2024-09-25,1151.2730712890625,1155.6700439453125,1207.0899658203125,1150.0699462890625,1200.0,4325780
2024-09-26,1138.78076171875,1143.1300048828125,1162.68994140625,1126.0,1160.0,1937335
2024-09-27,1136.2403564453125,1140.5799560546875,1159.300048828125,1129.22998046875,1143.1300048828125,915035
2024-09-30,1127.7529296875,1132.06005859375,1154.3800048828125,1128.4000244140625,1143.5999755859375,1035450
2024-10-01,1161.2847900390625,1165.719970703125,1175.9100341796875,1140.0,1140.0,1797125
2024-10-03,1152.5382080078125,1156.93994140625,1195.43994140625,1148.0,1150.0,2351020
2024-10-04,1156.6126708984375,1161.030029296875,1189.969970703125,1138.5799560546875,1159.0,2411750
2024-10-07,1149.9381103515625,1154.3299560546875,1176.199951171875,1135.489990234375,1171.5899658203125,1590200
2024-10-08,1195.9224853515625,1200.489990234375,1206.199951171875,1152.06005859375,1154.3399658203125,2609375
2024-10-09,1215.63720703125,1220.280029296875,1226.989990234375,1191.7099609375,1209.989990234375,2097425
2024-10-10,1233.9173583984375,1238.6300048828125,1243.800048828125,1223.8900146484375,1225.5,1936035
2024-10-11,1277.23193359375,1282.1099853515625,1288.3900146484375,1240.97998046875,1244.780029296875,2941600
2024-10-14,1295.9505615234375,1300.9000244140625,1307.199951171875,1279.0,1288.760009765625,1965985
2024-10-15,1297.2454833984375,1302.199951171875,1309.550048828125,1284.8800048828125,1306.7900390625,2161425
2024-10-16,1280.7685546875,1285.6600341796875,1318.0,1280.199951171875,1290.0,2357885
2024-10-17,1263.464599609375,1268.2900390625,1295.969970703125,1263.7099609375,1287.739990234375,1580905
2024-10-18,1307.2373046875,1312.22998046875,1321.18994140625,1256.1099853515625,1261.0,2672960
2024-10-21,1320.755859375,1325.800048828125,1336.0,1286.989990234375,1329.1300048828125,4794740
2024-10-22,1281.3162841796875,1286.2099609375,1339.6800537109375,1279.0,1328.0,2844130
2024-10-23,1332.122314453125,1337.2099609375,1361.8900146484375,1283.199951171875,1283.199951171875,3297575
2024-10-24,1324.80029296875,1329.8599853515625,1346.800048828125,1300.6400146484375,1340.0,2432045
2024-10-25,1292.5733642578125,1297.510009765625,1335.8699951171875,1268.0,1329.280029296875,2681840
2024-10-28,1308.0841064453125,1313.0799560546875,1320.989990234375,1277.2099609375,1299.800048828125,1880010
2024-10-29,1359.7567138671875,1364.949951171875,1374.0,1299.2099609375,1317.5799560546875,4211390
2024-10-30,1273.207275390625,1278.0699462890625,1372.949951171875,1244.4000244140625,1370.0,5429630
2024-10-31,1298.221923828125,1303.1800537109375,1308.3199462890625,1269.1400146484375,1281.0999755859375,3290125
2024-11-01,1292.9320068359375,1297.8699951171875,1323.5699462890625,1272.6600341796875,1308.010009765625,324975
2024-11-04,1286.536376953125,1291.449951171875,1297.010009765625,1243.0899658203125,1297.010009765625,3265425
2024-11-05,1302.784423828125,1307.760009765625,1316.0,1227.4000244140625,1280.0,4873400
2024-11-06,1286.436767578125,1291.3499755859375,1319.8199462890625,1280.4000244140625,1307.5999755859375,1866765
2024-11-07,1279.6328125,1284.52001953125,1304.0,1262.3800048828125,1293.0,1610220
2024-11-08,1277.739990234375,1282.6199951171875,1306.0,1275.3399658203125,1290.0,1173040
2024-11-11,1276.13623046875,1281.010009765625,1296.0,1266.0,1276.22998046875,906955
2024-11-12,1216.2249755859375,1220.8699951171875,1289.489990234375,1215.3599853515625,1284.0,2015945
2024-11-13,1185.302978515625,1189.8299560546875,1229.0,1182.1300048828125,1200.300048828125,1809245
2024-11-14,1185.6019287109375,1190.1300048828125,1223.0,1184.0400390625,1191.989990234375,1116005
2024-11-18,1177.3634033203125,1181.8599853515625,1200.0,1164.1600341796875,1188.0,1711800
2024-11-19,1216.6234130859375,1221.27001953125,1230.800048828125,1186.030029296875,1190.0,1931420
2024-11-21,1228.6077880859375,1233.300048828125,1249.5999755859375,1206.5999755859375,1228.0,1949360
2024-11-22,1234.4852294921875,1239.199951171875,1249.989990234375,1231.9599609375,1239.0,800805
2024-11-25,1218.5660400390625,1223.219970703125,1261.1199951171875,1220.0,1251.260009765625,1624775
2024-11-26,1202.1287841796875,1206.719970703125,1231.9599609375,1203.4000244140625,1223.219970703125,1214400
2024-11-27,1217.9981689453125,1222.6500244140625,1227.5899658203125,1201.260009765625,1207.3800048828125,917795
2024-11-28,1216.08544921875,1220.72998046875,1244.800048828125,1212.449951171875,1231.9200439453125,1163065
2024-11-29,1232.36328125,1237.0699462890625,1247.0,1210.8399658203125,1212.02001953125,1213395
2024-12-02,1259.78857421875,1264.5999755859375,1276.3900146484375,1241.0,1245.0,1521795
2024-12-03,1238.5697021484375,1243.300048828125,1272.3199462890625,1227.9000244140625,1264.4000244140625,1312170
2024-12-04,1258.3441162109375,1263.1500244140625,1266.3499755859375,1236.0,1252.989990234375,1180670
2024-12-05,1292.712890625,1297.6500244140625,1303.510009765625,1258.280029296875,1266.199951171875,2636470
2024-12-06,1378.734375,1384.0,1409.719970703125,1285.1600341796875,1305.97998046875,6395685
2024-12-09,1364.6680908203125,1369.8800048828125,1402.0,1362.02001953125,1394.93994140625,1986000
2024-12-10,1330.139892578125,1335.219970703125,1373.800048828125,1326.0,1373.800048828125,1761485
2024-12-11,1336.1868896484375,1341.2900390625,1350.199951171875,1328.9100341796875,1341.1099853515625,1418925
2024-12-12,1329.7315673828125,1334.81005859375,1368.7900390625,1331.199951171875,1348.0,1375315
2024-12-13,1308.87109375,1313.8699951171875,1331.199951171875,1287.800048828125,1330.0,1406870
2024-12-16,1336.24658203125,1341.3499755859375,1348.4000244140625,1304.7099609375,1317.5999755859375,1277670
2024-12-17,1344.9732666015625,1350.1099853515625,1358.0,1331.0,1341.3499755859375,1128080
2024-12-18,1334.503173828125,1339.5999755859375,1357.97998046875,1314.219970703125,1346.0,1045410
2024-12-19,1332.18212890625,1337.27001953125,1344.93994140625,1299.8499755859375,1315.0,1010400
2024-12-20,1274.6119384765625,1279.47998046875,1340.0,1265.5400390625,1340.0,1402535
2024-12-23,1269.810302734375,1274.6600341796875,1292.280029296875,1260.1800537109375,1280.010009765625,1091590
2024-12-24,1263.643798828125,1268.469970703125,1295.0,1260.199951171875,1275.0,756625
2024-12-26,1265.696044921875,1270.530029296875,1276.0999755859375,1257.2900390625,1273.97998046875,858715
2024-12-27,1263.414794921875,1268.239990234375,1286.52001953125,1265.030029296875,1270.530029296875,771280
2024-12-30,1263.4447021484375,1268.27001953125,1286.43994140625,1258.5,1268.239990234375,1335025
2024-12-31,1242.076171875,1246.8199462890625,1267.800048828125,1238.4100341796875,1260.199951171875,1515270
2025-01-01,1252.4366455078125,1257.219970703125,1259.8399658203125,1236.0999755859375,1248.0,816935
2025-01-02,1263.046142578125,1267.8699951171875,1270.0,1242.2099609375,1261.5999755859375,807335
2025-01-03,1227.4820556640625,1232.1700439453125,1282.6800537109375,1228.0,1267.8699951171875,1405100
2025-01-06,1158.2464599609375,1162.6700439453125,1239.969970703125,1159.030029296875,1234.199951171875,1756435
2025-01-07,1200.4453125,1205.030029296875,1211.3599853515625,1147.3199462890625,1165.3900146484375,1775595
2025-01-08,1183.18115234375,1187.699951171875,1205.1099853515625,1167.030029296875,1205.030029296875,1564910
2025-01-09,1166.8436279296875,1171.300048828125,1199.760009765625,1168.4000244140625,1185.81005859375,843615
2025-01-10,1122.8814697265625,1127.1700439453125,1172.800048828125,1124.469970703125,1170.52001953125,1335125
2025-01-13,1109.0841064453125,1113.3199462890625,1137.800048828125,1099.3599853515625,1100.2099609375,2762715
2025-01-14,1134.477294921875,1138.81005859375,1145.0,1115.010009765625,1115.010009765625,1709655
2025-01-15,1186.8770751953125,1191.4100341796875,1202.4599609375,1142.0,1142.0,2751495
2025-01-16,1215.946044921875,1220.5899658203125,1237.5899658203125,1202.1500244140625,1202.1500244140625,1765710
2025-01-17,1202.3878173828125,1206.97998046875,1224.52001953125,1194.280029296875,1220.5899658203125,1183265
2025-01-20,1200.7939453125,1205.3800048828125,1217.0400390625,1187.4000244140625,1214.0,1122795
2025-01-21,1096.801025390625,1100.989990234375,1190.0,1060.260009765625,1190.0,10229790
2025-01-22,1140.51416015625,1144.8699951171875,1150.780029296875,1090.0,1111.97998046875,7703680
2025-01-23,1167.5408935546875,1172.0,1190.0,1140.219970703125,1144.8699951171875,3055070
2025-01-24,1143.5325927734375,1147.9000244140625,1181.989990234375,1142.4599609375,1172.0,1738785
2025-01-27,1112.6903076171875,1116.93994140625,1139.9599609375,1104.0999755859375,1139.9599609375,2030845
2025-01-28,1102.0211181640625,1106.22998046875,1134.989990234375,1077.6199951171875,1132.9300537109375,2770160
2025-01-29,1136.041259765625,1140.3800048828125,1146.0,1103.0999755859375,1110.0,1680270
2025-01-30,1115.5992431640625,1119.8599853515625,1152.0,1116.3199462890625,1151.780029296875,1833560
2025-01-31,1142.2275390625,1146.5899658203125,1151.4000244140625,1117.510009765625,1120.0,1387515
2025-02-01,1150.5557861328125,1154.949951171875,1165.0,1128.8399658203125,1146.5999755859375,845835
2025-02-03,1131.906982421875,1136.22998046875,1143.6800537109375,1115.4100341796875,1140.0,999410
2025-02-04,1167.0826416015625,1171.5400390625,1180.0,1128.0,1145.0,1557655
2025-02-05,1214.6807861328125,1219.3199462890625,1225.0,1180.280029296875,1180.280029296875,2577380
2025-02-06,1199.837646484375,1204.4200439453125,1237.97998046875,1200.8499755859375,1220.0,1218885
2025-02-07,1195.7830810546875,1200.3499755859375,1222.6600341796875,1191.0,1200.1400146484375,1082545
2025-02-10,1152.6776123046875,1157.0799560546875,1202.699951171875,1149.6099853515625,1200.3499755859375,925830
2025-02-11,1094.121337890625,1098.300048828125,1157.0799560546875,1083.5999755859375,1156.199951171875,2157385
2025-02-12,1105.3682861328125,1109.5899658203125,1133.989990234375,1070.0400390625,1102.5999755859375,2409020
2025-02-13,1117.9105224609375,1122.1800537109375,1151.93994140625,1109.1099853515625,1117.9599609375,1254985
2025-02-14,1084.59765625,1088.739990234375,1134.0,1076.219970703125,1131.969970703125,1220970
2025-02-17,1105.8763427734375,1110.0999755859375,1115.0,1057.1300048828125,1086.06005859375,1358420
2025-02-18,1083.541748046875,1087.6800537109375,1113.6500244140625,1072.0,1105.5,1897015
2025-02-19,1123.010986328125,1127.300048828125,1135.7900390625,1075.4000244140625,1087.6800537109375,1742885
2025-02-20,1133.5208740234375,1137.8499755859375,1147.760009765625,1120.300048828125,1126.800048828125,1503265
2025-02-21,1113.4774169921875,1117.72998046875,1155.02001953125,1100.0899658203125,1134.0,1581205
2025-02-24,1104.0533447265625,1108.27001953125,1115.989990234375,1093.800048828125,1104.6700439453125,1059900
2025-02-25,1095.3267822265625,1099.510009765625,1124.0,1095.949951171875,1108.27001953125,1457175
2025-02-27,1070.30224609375,1074.3900146484375,1103.97998046875,1065.6099853515625,1103.9000244140625,2353330
2025-02-28,994.5316772460938,998.3300170898438,1077.9599609375,989.1500244140625,1066.6800537109375,3894740
2025-03-03,939.4420776367188,943.030029296875,1008.3599853515625,938.719970703125,1000.010009765625,4380410
2025-03-04,919.7073974609375,923.219970703125,941.0399780273438,910.4199829101562,925.02001953125,3399375
2025-03-05,937.1408081054688,940.719970703125,950.9199829101562,905.77001953125,920.010009765625,2766510
2025-03-06,928.991943359375,932.5399780273438,962.5999755859375,927.989990234375,950.7999877929688,1709285
2025-03-07,929.2609252929688,932.8099975585938,953.7999877929688,925.3499755859375,928.239990234375,1898520
2025-03-10,900.6701049804688,904.1099853515625,947.9600219726562,898.0,932.8099975585938,1908770
2025-03-11,933.7139892578125,937.280029296875,941.4199829101562,881.6300048828125,890.469970703125,2468890
