date_,adj close_sbicard.ns,close_sbicard.ns,high_sbicard.ns,low_sbicard.ns,open_sbicard.ns,volume_sbicard.ns
2024-01-16,762.2527465820312,767.2999877929688,774.0,762.25,768.0499877929688,1288356
2024-01-17,747.2520751953125,752.2000122070312,766.5,750.0,764.0,1779825
2024-01-18,745.31494140625,750.25,753.7999877929688,738.5499877929688,752.0,1465911
2024-01-19,744.2718505859375,749.2000122070312,755.7000122070312,747.0499877929688,755.5,1284550
2024-01-23,725.0987548828125,729.9000244140625,749.7000122070312,723.5,746.0,2495585
2024-01-24,742.03662109375,746.9500122070312,749.9000244140625,726.0,735.0,1203579
2024-01-25,754.8517456054688,759.8499755859375,763.0,733.0,746.75,2201724
2024-01-29,710.8431396484375,715.5499877929688,734.4000244140625,710.0999755859375,716.5499877929688,8841578
2024-01-30,707.8628540039062,712.5499877929688,721.9500122070312,711.0,720.0499877929688,4124185
2024-01-31,710.6444702148438,715.3499755859375,720.5,705.5999755859375,714.7000122070312,3886982
2024-02-01,707.266845703125,711.9500122070312,720.4000244140625,709.5999755859375,718.9000244140625,1163723
2024-02-02,706.5714111328125,711.25,720.6500244140625,710.0999755859375,711.0,1745972
2024-02-05,698.5247192382812,703.1500244140625,714.9500122070312,700.0,712.7999877929688,2180351
2024-02-06,703.9388427734375,708.5999755859375,710.0,699.0,705.0,1491932
2024-02-07,720.3800048828125,725.1500244140625,726.0,711.0,712.0,1490461
2024-02-08,716.704345703125,721.4500122070312,732.0,718.0999755859375,729.9500122070312,1907311
2024-02-09,713.6744384765625,718.4000244140625,725.0,710.0999755859375,724.8499755859375,958307
2024-02-12,708.160888671875,712.8499755859375,720.0,709.1500244140625,720.0,1096335
2024-02-13,716.2572631835938,721.0,724.5,709.2000122070312,718.7999877929688,1726759
2024-02-14,714.4194946289062,719.1500244140625,721.7000122070312,708.6500244140625,716.0,1366033
2024-02-15,708.8562622070312,713.5499877929688,724.3499755859375,712.0499877929688,723.5,911905
2024-02-16,713.3267211914062,718.0499877929688,720.5499877929688,711.0,716.0,975869
2024-02-19,723.608642578125,728.4000244140625,744.9000244140625,718.0999755859375,719.5,2550695
2024-02-20,734.8839721679688,739.75,741.3499755859375,723.0499877929688,731.9000244140625,1731698
2024-02-21,734.3872680664062,739.25,744.7999877929688,731.5499877929688,740.0,1383857
2024-02-22,735.8773803710938,740.75,743.2000122070312,732.5999755859375,739.25,631233
2024-02-23,734.1885375976562,739.0499877929688,751.5999755859375,736.5999755859375,742.5,1294462
2024-02-26,725.0987548828125,729.9000244140625,738.9000244140625,728.25,738.9000244140625,1315344
2024-02-27,726.9862670898438,731.7999877929688,735.5,726.2999877929688,729.0,1919189
2024-02-28,724.6517333984375,729.4500122070312,734.0,726.4500122070312,732.0999755859375,2271357
2024-02-29,714.9161987304688,719.6500244140625,732.9000244140625,715.5499877929688,730.0499877929688,3043100
2024-03-01,713.177734375,717.9000244140625,724.5499877929688,714.2999877929688,724.3499755859375,1444844
2024-03-04,712.184326171875,716.9000244140625,723.8499755859375,715.0,721.4500122070312,1102727
2024-03-05,711.33984375,716.0499877929688,721.0999755859375,711.6500244140625,717.0,1035298
2024-03-06,697.5809326171875,702.2000122070312,714.9000244140625,698.0,712.5999755859375,1772444
2024-03-07,702.8461303710938,707.5,709.4500122070312,704.0499877929688,708.5,1335533
2024-03-11,700.1638793945312,704.7999877929688,709.7999877929688,700.2000122070312,709.7999877929688,1329626
2024-03-12,695.9418334960938,700.5499877929688,709.8499755859375,693.25,704.7999877929688,1652036
2024-03-13,680.7921142578125,685.2999877929688,703.5,683.0,701.5,1518868
2024-03-14,697.72998046875,702.3499755859375,704.6500244140625,678.9000244140625,685.0,1809163
2024-03-15,694.7000122070312,699.2999877929688,704.6500244140625,696.0,702.0,1003378
2024-03-18,696.8855590820312,701.5,703.0,694.0,699.9500122070312,981919
2024-03-19,693.9052734375,698.5,706.8499755859375,695.5499877929688,701.5,1582478
2024-03-20,687.74609375,692.2999877929688,701.0,689.3499755859375,694.2999877929688,999111
2024-03-21,698.0280151367188,702.6500244140625,704.4500122070312,695.0,695.0499877929688,2707401
2024-03-22,699.4684448242188,704.0999755859375,710.5999755859375,701.6500244140625,702.0,811372
2024-03-26,692.2661743164062,696.8499755859375,709.0,695.0,699.9500122070312,3756858
2024-03-27,687.9944458007812,692.5499877929688,702.4000244140625,691.0,698.9500122070312,2204657
2024-03-28,680.5167846679688,682.5499877929688,696.0,679.9500122070312,692.5499877929688,2613193
2024-04-01,686.0003662109375,688.0499877929688,692.5,685.7000122070312,692.2000122070312,1518452
2024-04-02,690.2875366210938,692.3499755859375,698.8499755859375,687.5,688.0,1515418
2024-04-03,693.1290893554688,695.2000122070312,697.7000122070312,691.5499877929688,694.4000244140625,1578369
2024-04-04,692.082275390625,694.1500244140625,702.7999877929688,693.0499877929688,702.7999877929688,1046989
2024-04-05,728.1743774414062,730.3499755859375,731.8499755859375,693.0999755859375,694.7999877929688,4409255
2024-04-08,721.1453857421875,723.2999877929688,742.8499755859375,722.4500122070312,742.5,2116826
2024-04-09,749.8595581054688,752.0999755859375,753.9000244140625,724.25,728.0,4242049
2024-04-10,745.7717895507812,748.0,756.9500122070312,743.75,756.9500122070312,3404987
2024-04-12,735.4526977539062,737.6500244140625,750.0499877929688,735.2000122070312,747.0,1438789
2024-04-15,719.2510986328125,721.4000244140625,732.3499755859375,716.5,722.9000244140625,924924
2024-04-16,723.637939453125,725.7999877929688,731.3499755859375,712.5,714.0,1013260
2024-04-18,723.8373413085938,726.0,741.5999755859375,723.25,734.0,1170098
2024-04-19,729.9191284179688,732.0999755859375,733.9500122070312,714.75,720.0,2012194
2024-04-22,737.4965209960938,739.7000122070312,744.7999877929688,732.0999755859375,736.0,1066150
2024-04-23,745.3729858398438,747.5999755859375,751.4500122070312,734.4000244140625,742.9500122070312,1406042
2024-04-24,747.217529296875,749.4500122070312,759.7999877929688,745.25,752.3499755859375,1556168
2024-04-25,756.140869140625,758.4000244140625,764.9000244140625,751.4500122070312,758.0,1788745
2024-04-26,748.2145385742188,750.4500122070312,765.0,741.0,764.9000244140625,2054729
2024-04-29,721.9429931640625,724.0999755859375,743.0,718.0499877929688,735.0,7563261
2024-04-30,726.1304931640625,728.2999877929688,735.0,724.0,726.5,2318223
2024-05-02,727.2272338867188,729.4000244140625,735.7999877929688,725.5499877929688,728.2999877929688,923194
2024-05-03,720.0985107421875,722.25,734.9500122070312,719.8499755859375,730.0499877929688,867523
2024-05-06,715.8612060546875,718.0,727.75,716.8499755859375,723.0,684213
2024-05-07,713.41845703125,715.5499877929688,724.4500122070312,708.7000122070312,718.0,1365824
2024-05-08,709.7793579101562,711.9000244140625,719.7000122070312,709.0999755859375,713.4000244140625,656698
2024-05-09,708.2838134765625,710.4000244140625,718.0,708.0,712.3499755859375,1030970
2024-05-10,718.2540283203125,720.4000244140625,722.0999755859375,709.7000122070312,714.0,838295
2024-05-13,718.6029663085938,720.75,722.0,706.0,719.7000122070312,866281
2024-05-14,716.260009765625,718.4000244140625,723.5499877929688,713.7000122070312,720.75,528743
2024-05-15,711.3247680664062,713.4500122070312,723.0999755859375,712.5999755859375,721.7999877929688,596597
2024-05-16,711.6238403320312,713.75,717.25,708.5999755859375,715.0,452022
2024-05-17,712.7704467773438,714.9000244140625,718.4000244140625,712.5499877929688,714.75,647454
2024-05-21,707.7354125976562,709.8499755859375,717.4500122070312,708.0,714.6500244140625,990078
2024-05-22,705.9407958984375,708.0499877929688,713.2999877929688,706.2000122070312,709.8499755859375,657014
2024-05-23,708.4832153320312,710.5999755859375,715.0999755859375,707.4000244140625,710.0,1014823
2024-05-24,707.4363403320312,709.5499877929688,713.0,708.5999755859375,712.5,612037
2024-05-27,700.7064208984375,702.7999877929688,711.4000244140625,701.5999755859375,710.0,1070659
2024-05-28,703.3485717773438,705.4500122070312,706.8499755859375,699.2999877929688,703.0,1280415
2024-05-29,695.2228393554688,697.2999877929688,705.3499755859375,696.0999755859375,704.0,665926
2024-05-30,691.9824829101562,694.0499877929688,702.5,690.0,696.7999877929688,1821007
2024-05-31,690.038330078125,692.0999755859375,699.9000244140625,689.0,695.25,1641581
2024-06-03,703.0993041992188,705.2000122070312,709.6500244140625,698.2000122070312,705.0,1747460
2024-06-04,675.3821411132812,677.4000244140625,707.0,647.9500122070312,707.0,3672395
2024-06-05,697.5658569335938,699.6500244140625,701.75,680.25,682.0999755859375,1126462
2024-06-06,701.603759765625,703.7000122070312,707.0,699.4500122070312,703.0,755105
2024-06-07,713.41845703125,715.5499877929688,723.5999755859375,704.3499755859375,706.0,1956654
2024-06-10,714.9638061523438,717.0999755859375,720.5499877929688,712.0,719.7999877929688,1235522
2024-06-11,710.6766357421875,712.7999877929688,719.0499877929688,710.9500122070312,718.5,1119119
2024-06-12,715.3128051757812,717.4500122070312,719.0,712.8499755859375,712.8499755859375,561824
2024-06-13,724.8842163085938,727.0499877929688,731.5999755859375,719.0499877929688,720.0,1990427
2024-06-14,726.1802978515625,728.3499755859375,733.25,720.7999877929688,730.0,1219385
2024-06-18,724.186279296875,726.3499755859375,732.2000122070312,723.0,729.0,1023807
2024-06-19,727.825439453125,730.0,732.0,721.1500244140625,730.0,968431
2024-06-20,730.3179931640625,732.5,738.5,728.6500244140625,730.0,886197
2024-06-21,723.1892700195312,725.3499755859375,735.9000244140625,723.9500122070312,734.9000244140625,758059
2024-06-24,727.7755737304688,729.9500122070312,733.0,721.0499877929688,726.0,1095490
2024-06-25,729.8194580078125,732.0,733.4000244140625,724.0999755859375,729.9500122070312,1355431
2024-06-26,729.8194580078125,732.0,733.4000244140625,725.75,732.0,912110
2024-06-27,728.1743774414062,730.3499755859375,739.6500244140625,728.0,732.0,1229089
2024-06-28,722.4414672851562,724.5999755859375,735.0,721.0,735.0,1225536
2024-07-01,720.8463134765625,723.0,729.7000122070312,722.0999755859375,724.0,1189555
