date_,adj close_sbicard.ns,close_sbicard.ns,high_sbicard.ns,low_sbicard.ns,open_sbicard.ns,volume_sbicard.ns
2024-07-02,709.0316162109375,711.1500244140625,727.8499755859375,708.75,725.0,2596663
2024-07-03,713.119384765625,715.25,717.5999755859375,711.1500244140625,713.0,589709
2024-07-04,716.758544921875,718.9000244140625,724.5499877929688,712.2999877929688,716.0,1120401
2024-07-05,719.7994384765625,721.9500122070312,724.0,714.3499755859375,718.9000244140625,546703
2024-07-08,733.4586181640625,735.6500244140625,740.0,714.3499755859375,723.25,2067366
2024-07-09,727.7257690429688,729.9000244140625,737.6500244140625,723.5999755859375,737.0,993753
2024-07-10,743.079833984375,745.2999877929688,746.5499877929688,724.0,730.8499755859375,2384876
2024-07-11,738.9920654296875,741.2000122070312,750.0,737.4000244140625,750.0,1747827
2024-07-12,736.44970703125,738.6500244140625,745.9000244140625,736.0499877929688,742.25,858002
2024-07-15,736.3499755859375,738.5499877929688,741.6500244140625,734.5499877929688,740.4500122070312,539293
2024-07-16,728.7227783203125,730.9000244140625,743.75,729.0999755859375,738.5,1032022
2024-07-18,731.3150024414062,733.5,734.4500122070312,722.0,731.0,836572
2024-07-19,716.4593505859375,718.5999755859375,735.9500122070312,716.2999877929688,734.8499755859375,1513766
2024-07-22,725.5821533203125,727.75,728.9000244140625,711.5999755859375,717.0,717521
2024-07-23,728.6728515625,730.8499755859375,734.0,713.0,730.0,2360731
2024-07-24,741.3848876953125,743.5999755859375,745.0,726.5499877929688,734.5,1832662
2024-07-25,728.3239135742188,730.5,742.0,724.0499877929688,742.0,2374154
2024-07-26,719.5501708984375,721.7000122070312,730.4000244140625,718.0999755859375,730.4000244140625,3001400
2024-07-29,705.791259765625,707.9000244140625,721.7000122070312,702.25,703.0,4435482
2024-07-30,716.8582153320312,719.0,724.9500122070312,708.0999755859375,712.0,1849310
2024-07-31,724.684814453125,726.8499755859375,727.75,719.0999755859375,722.4500122070312,1612250
2024-08-01,718.3038940429688,720.4500122070312,726.25,718.0,725.0,560280
2024-08-02,712.4214477539062,714.5499877929688,720.5499877929688,713.0,716.0,1267000
2024-08-05,700.2577514648438,702.3499755859375,712.9000244140625,698.0,708.0,1036909
2024-08-06,696.56884765625,698.6500244140625,710.0,697.4500122070312,703.3499755859375,783289
2024-08-07,711.7734375,713.9000244140625,719.8499755859375,699.75,703.0499877929688,870799
2024-08-08,713.4683227539062,715.5999755859375,717.4000244140625,708.4000244140625,713.5,777520
2024-08-09,707.6856079101562,709.7999877929688,721.9500122070312,708.5,718.0,698168
2024-08-12,697.8649291992188,699.9500122070312,710.9500122070312,699.0499877929688,710.0,778938
2024-08-13,689.8389282226562,691.9000244140625,707.5999755859375,689.1500244140625,701.0,1290799
2024-08-14,687.5956420898438,689.6500244140625,695.9000244140625,689.0,691.9500122070312,564182
2024-08-16,696.56884765625,698.6500244140625,700.0,690.4000244140625,692.9500122070312,815771
2024-08-19,697.8151245117188,699.9000244140625,702.9500122070312,697.0,699.5,569447
2024-08-20,708.5829467773438,710.7000122070312,712.9500122070312,700.0,700.0,1398065
2024-08-21,707.4363403320312,709.5499877929688,714.5499877929688,706.5499877929688,707.9500122070312,1439159
2024-08-22,712.32177734375,714.4500122070312,717.0,708.0999755859375,713.0,1708458
2024-08-23,714.5151977539062,716.6500244140625,718.6500244140625,714.0,715.9500122070312,659576
2024-08-26,718.2041625976562,720.3499755859375,723.4000244140625,716.0499877929688,717.0,1094078
2024-08-27,734.5552978515625,736.75,739.9500122070312,719.6500244140625,720.5,3527927
2024-08-28,729.1215209960938,731.2999877929688,743.7000122070312,728.2000122070312,739.7999877929688,1783612
2024-08-29,719.0516357421875,721.2000122070312,730.9500122070312,716.5,730.9500122070312,1752565
2024-08-30,721.0457153320312,723.2000122070312,730.25,721.3499755859375,730.0,1802624
2024-09-02,742.1326904296875,744.3499755859375,748.0,722.5999755859375,726.4500122070312,2393931
2024-09-03,763.7680053710938,766.0499877929688,775.9500122070312,742.4000244140625,748.0,9020038
2024-09-04,766.2605590820312,768.5499877929688,770.4000244140625,754.8499755859375,764.9500122070312,2264088
2024-09-05,765.4131469726562,767.7000122070312,777.0,764.5499877929688,768.5499877929688,1582345
2024-09-06,798.2650146484375,800.6500244140625,812.0,778.9000244140625,779.0499877929688,16337930
2024-09-09,799.9598999023438,802.3499755859375,808.75,786.2000122070312,800.7999877929688,4440702
2024-09-10,791.5350952148438,793.9000244140625,806.1500244140625,790.3499755859375,805.0,2283172
2024-09-11,794.4762573242188,796.8499755859375,805.7000122070312,792.7000122070312,793.9000244140625,1771615
2024-09-12,799.8602294921875,802.25,806.0,796.5499877929688,801.0,1774551
2024-09-13,802.8014526367188,805.2000122070312,817.4000244140625,803.75,808.0,3526173
2024-09-16,798.1154174804688,800.5,807.4000244140625,793.0,805.0999755859375,887502
2024-09-17,790.0894165039062,792.4500122070312,804.25,789.3499755859375,800.2000122070312,1163166
2024-09-18,777.5269165039062,779.8499755859375,795.2000122070312,777.9000244140625,789.9500122070312,1211245
2024-09-19,792.7813720703125,795.1500244140625,804.9000244140625,777.8499755859375,786.0,2417123
2024-09-20,784.6057739257812,786.9500122070312,802.0499877929688,780.7000122070312,802.0,1481594
2024-09-23,792.681640625,795.0499877929688,799.0999755859375,777.0,790.0,1459292
2024-09-24,777.6266479492188,779.9500122070312,797.9000244140625,778.1500244140625,794.2999877929688,1334966
2024-09-25,769.5507202148438,771.8499755859375,781.9500122070312,766.6500244140625,780.0,1032415
2024-09-26,778.9227905273438,781.25,783.0,768.0,771.8499755859375,1205917
2024-09-27,783.9577026367188,786.2999877929688,802.0,782.5499877929688,783.0,6113355
2024-09-30,771.395263671875,773.7000122070312,791.5499877929688,772.2000122070312,783.0,1084102
2024-10-01,767.9057006835938,770.2000122070312,780.0,767.0999755859375,774.0,1653309
2024-10-03,747.5166015625,749.75,780.0,745.9500122070312,762.0,3066060
2024-10-04,740.936279296875,743.1500244140625,757.4500122070312,739.25,753.5,1444830
2024-10-07,728.7725830078125,730.9500122070312,751.0,724.9000244140625,744.0499877929688,1478692
2024-10-08,730.0687255859375,732.25,736.5999755859375,726.5499877929688,730.9500122070312,1431845
2024-10-09,736.998046875,739.2000122070312,745.4500122070312,734.0499877929688,736.0,919421
2024-10-10,735.1036987304688,737.2999877929688,744.0999755859375,734.0999755859375,743.5,1429333
2024-10-11,731.5642700195312,733.75,741.0,731.0,739.4000244140625,490791
2024-10-14,735.3529052734375,737.5499877929688,739.5,731.4000244140625,735.2000122070312,665462
2024-10-15,736.8484497070312,739.0499877929688,741.9500122070312,730.5499877929688,741.5,1487394
2024-10-16,738.59326171875,740.7999877929688,744.2999877929688,735.0,735.0,1015247
2024-10-17,737.795654296875,740.0,744.1500244140625,733.0,741.4000244140625,2090794
2024-10-18,737.9451904296875,740.1500244140625,743.2000122070312,730.75,741.5,824220
2024-10-21,716.808349609375,718.9500122070312,741.0999755859375,714.0,740.1500244140625,730990
2024-10-22,701.85302734375,703.9500122070312,719.5499877929688,702.6500244140625,719.5,1440853
2024-10-23,703.7972412109375,705.9000244140625,713.0,701.2999877929688,703.9500122070312,690808
2024-10-24,710.0784912109375,712.2000122070312,713.4500122070312,703.0,707.5,544948
2024-10-25,689.3902587890625,691.4500122070312,712.25,676.2000122070312,712.2000122070312,4472250
2024-10-28,665.5614624023438,667.5499877929688,694.0,665.4000244140625,693.3499755859375,2350396
2024-10-29,683.1588745117188,685.2000122070312,702.0,659.7999877929688,672.9500122070312,3876788
2024-10-30,681.9624633789062,684.0,695.9000244140625,665.0,665.0,4389030
2024-10-31,686.349365234375,688.4000244140625,699.5,671.1500244140625,680.5499877929688,2065078
2024-11-01,692.7302856445312,694.7999877929688,699.0,684.2999877929688,687.0499877929688,175967
2024-11-04,686.3992309570312,688.4500122070312,695.6500244140625,680.2999877929688,694.8499755859375,1230924
2024-11-05,692.8798828125,694.9500122070312,697.5,680.0,687.4000244140625,1286559
2024-11-06,697.9646606445312,700.0499877929688,704.8499755859375,695.0499877929688,700.0499877929688,763300
2024-11-07,698.2637329101562,700.3499755859375,704.4500122070312,697.0,700.0499877929688,1591536
2024-11-08,697.3165893554688,699.4000244140625,703.6500244140625,696.3499755859375,699.5999755859375,540437
2024-11-11,690.4869995117188,692.5499877929688,700.9000244140625,691.5999755859375,699.4000244140625,395195
2024-11-12,677.2266235351562,679.25,697.2000122070312,677.0,694.0,786130
2024-11-13,678.2734985351562,680.2999877929688,693.0,673.25,679.25,1038299
2024-11-14,681.3143920898438,683.3499755859375,691.1500244140625,681.0,685.0,816979
2024-11-18,675.0331420898438,677.0499877929688,690.0,676.0,690.0,415550
2024-11-19,682.5108032226562,684.5499877929688,686.0,676.0499877929688,680.0,644318
2024-11-21,673.0391235351562,675.0499877929688,684.5499877929688,670.0499877929688,684.5499877929688,756880
2024-11-22,677.67529296875,679.7000122070312,683.7999877929688,674.2999877929688,676.3499755859375,619554
2024-11-25,692.680419921875,694.75,701.9500122070312,686.0999755859375,691.75,1147800
2024-11-26,696.9177856445312,699.0,707.7999877929688,691.8499755859375,694.5,734567
2024-11-27,703.3984375,705.5,708.0,695.5,702.5,909536
2024-11-28,709.7793579101562,711.9000244140625,718.0,703.5,705.9500122070312,1356072
2024-11-29,698.5130004882812,700.5999755859375,711.0999755859375,699.0,711.0999755859375,710993
2024-12-02,700.9556884765625,703.0499877929688,711.6500244140625,696.9000244140625,700.0,997717
2024-12-03,702.3016967773438,704.4000244140625,710.2000122070312,703.0499877929688,703.0499877929688,628946
2024-12-04,712.571044921875,714.7000122070312,716.0999755859375,705.0,708.4500122070312,1015078
2024-12-05,722.2421264648438,724.4000244140625,727.0,714.7000122070312,715.0,928657
2024-12-06,715.2630004882812,717.4000244140625,725.75,716.4000244140625,725.0,385221
2024-12-09,717.5062866210938,719.6500244140625,724.9000244140625,714.6500244140625,720.0,476294
2024-12-10,727.326904296875,729.5,742.9000244140625,717.9000244140625,720.0499877929688,2095222
2024-12-11,728.5731811523438,730.75,736.4500122070312,725.0499877929688,730.0,1014110
2024-12-12,724.6349487304688,726.7999877929688,737.2999877929688,724.9500122070312,731.6500244140625,736528
2024-12-13,723.2890014648438,725.4500122070312,728.4500122070312,715.0,726.7000122070312,694565
2024-12-16,726.1802978515625,728.3499755859375,732.4000244140625,723.0,725.4500122070312,246944
2024-12-17,713.2190551757812,715.3499755859375,730.5,714.0499877929688,727.0,385028
2024-12-18,708.433349609375,710.5499877929688,719.0,708.5999755859375,714.0,274048
2024-12-19,701.3046875,703.4000244140625,709.3499755859375,697.0,700.0,719891
2024-12-20,684.9535522460938,687.0,708.1500244140625,685.0999755859375,703.4000244140625,608957
2024-12-23,689.24072265625,691.2999877929688,700.5,688.2999877929688,689.7999877929688,412325
2024-12-24,693.8270263671875,695.9000244140625,705.2999877929688,682.7999877929688,686.0499877929688,1146340
2024-12-26,677.1767578125,679.2000122070312,698.2000122070312,677.3499755859375,695.0999755859375,1108502
2024-12-27,673.2883911132812,675.2999877929688,684.8499755859375,674.0,679.8499755859375,662434
2024-12-30,667.5056762695312,669.5,678.8499755859375,667.0499877929688,675.3499755859375,663779
2024-12-31,661.8724365234375,663.8499755859375,672.1500244140625,663.0499877929688,667.5,589773
2025-01-01,675.7809448242188,677.7999877929688,679.8499755859375,664.0,668.0,443863
2025-01-02,700.6067504882812,702.7000122070312,705.0,678.0499877929688,681.9000244140625,858309
2025-01-03,721.3946533203125,723.5499877929688,728.7000122070312,698.0499877929688,700.0,1502248
2025-01-06,728.3239135742188,730.5,760.9000244140625,727.8499755859375,741.0,4921422
2025-01-07,730.7666625976562,732.9500122070312,741.0999755859375,724.6500244140625,730.0,957937
2025-01-08,735.0538330078125,737.25,739.4500122070312,718.1500244140625,732.4500122070312,793910
2025-01-09,728.5233764648438,730.7000122070312,740.0,717.0499877929688,740.0,1008063
2025-01-10,720.3975830078125,722.5499877929688,733.6500244140625,718.1500244140625,725.0,1156720
2025-01-13,711.4244384765625,713.5499877929688,716.2000122070312,705.5499877929688,714.9500122070312,1012939
2025-01-14,732.5114135742188,734.7000122070312,736.5999755859375,707.1500244140625,708.5499877929688,1627465
2025-01-15,733.0099487304688,735.2000122070312,741.0,724.2999877929688,737.0,1026479
2025-01-16,750.5076904296875,752.75,765.0,739.4500122070312,744.75,2039577
2025-01-17,738.64306640625,740.8499755859375,764.7000122070312,724.6500244140625,764.7000122070312,1588789
2025-01-20,759.2315673828125,761.5,764.8499755859375,739.2999877929688,751.0,2167132
2025-01-21,760.3283081054688,762.5999755859375,769.4000244140625,746.0,763.0,2834308
2025-01-22,754.2963256835938,756.5499877929688,764.2000122070312,746.2999877929688,762.5999755859375,1183516
2025-01-23,757.736083984375,760.0,769.0,752.6500244140625,755.0,1054554
2025-01-24,756.0411376953125,758.2999877929688,767.3499755859375,749.6500244140625,759.7999877929688,1897571
2025-01-27,751.454833984375,753.7000122070312,764.4500122070312,751.0,756.0,1864291
2025-01-28,756.8387451171875,759.0999755859375,772.4500122070312,749.2999877929688,753.0,2040422
2025-01-29,759.1318969726562,761.4000244140625,776.8499755859375,721.0,727.0,4991376
2025-01-30,772.491943359375,774.7999877929688,779.0,756.4000244140625,758.0,2619372
2025-01-31,775.8818359375,778.2000122070312,782.0,770.0499877929688,772.5499877929688,1248306
2025-02-01,822.4926147460938,824.9500122070312,833.5,770.0999755859375,775.0,3471634
2025-02-03,822.841552734375,825.2999877929688,846.5,819.0499877929688,820.5,4840203
2025-02-04,833.2604370117188,835.75,840.8499755859375,822.0499877929688,834.0,1629517
2025-02-05,818.9032592773438,821.3499755859375,839.7999877929688,817.5999755859375,835.0499877929688,1378129
2025-02-06,808.2850341796875,810.7000122070312,824.0,808.6500244140625,815.0999755859375,1067237
2025-02-07,813.12060546875,815.5499877929688,817.4000244140625,797.0999755859375,812.0,1378157
2025-02-10,796.7195434570312,799.0999755859375,815.0,797.0,815.0,1052263
2025-02-11,782.0134887695312,784.3499755859375,805.8499755859375,778.8499755859375,797.9000244140625,829353
2025-02-12,813.9680786132812,816.4000244140625,819.7000122070312,771.4500122070312,784.0,2404577
2025-02-13,857.28857421875,859.8499755859375,867.2000122070312,820.1500244140625,825.0,8035172
2025-02-14,856.441162109375,859.0,872.0,854.0999755859375,861.0,4325610
2025-02-17,850.5587158203125,853.0999755859375,867.7000122070312,848.4500122070312,864.0,2561671
2025-02-18,862.772216796875,865.3499755859375,868.2000122070312,845.0499877929688,853.0999755859375,2347345
2025-02-19,855.344482421875,857.9000244140625,867.9500122070312,851.2000122070312,863.9500122070312,1830099
2025-02-20,847.2685546875,849.7999877929688,859.4500122070312,846.5499877929688,855.0499877929688,1202211
2025-02-21,832.7120971679688,835.2000122070312,850.75,824.7999877929688,846.0999755859375,2061566
2025-02-24,836.75,839.25,841.25,825.2000122070312,830.0,1436630
2025-02-25,840.7000122070312,840.7000122070312,848.4500122070312,830.0,833.0,1018173
2025-02-27,856.75,856.75,864.75,844.0,844.9000244140625,2846707
2025-02-28,838.7999877929688,838.7999877929688,856.6500244140625,827.5,856.6500244140625,2772042
2025-03-03,827.9500122070312,827.9500122070312,839.9500122070312,822.5,839.9500122070312,1220400
2025-03-04,834.6500244140625,834.6500244140625,839.0,814.7000122070312,824.0,1175041
2025-03-05,844.0,844.0,848.0,829.0999755859375,831.2999877929688,1049981
2025-03-06,839.0499877929688,839.0499877929688,850.0,836.3499755859375,850.0,852719
2025-03-07,834.7999877929688,834.7999877929688,846.0,830.7000122070312,837.0499877929688,466045
2025-03-10,843.25,843.25,853.6500244140625,833.3499755859375,834.7999877929688,2287110
2025-03-11,838.5999755859375,838.5999755859375,845.0,830.5499877929688,840.0,770319
2025-03-12,835.3499755859375,835.3499755859375,844.9000244140625,833.4500122070312,838.0,1006226
2025-03-13,829.8499755859375,829.8499755859375,842.0,828.0499877929688,836.6500244140625,669471
2025-03-17,843.0,843.0,845.4500122070312,823.0,823.0,936170
2025-03-18,843.0,843.0,843.0,843.0,843.0,0
2025-03-19,846.5,846.5,853.1500244140625,839.7000122070312,849.0,1070986
2025-03-20,856.8499755859375,856.8499755859375,859.8499755859375,838.9500122070312,849.0,923504
2025-03-21,857.5,857.5,866.0,851.2999877929688,860.4000244140625,1928222
2025-03-24,854.5,854.5,863.0999755859375,848.7000122070312,857.5,989594
2025-03-25,859.2000122070312,859.2000122070312,875.5,852.0499877929688,857.9500122070312,2843733
2025-03-26,868.5999755859375,868.5999755859375,878.7999877929688,863.0999755859375,865.0,1945536
2025-03-27,870.5,870.5,875.0,863.7000122070312,868.6500244140625,774116
2025-03-28,881.0999755859375,881.0999755859375,884.5,830.0,830.0,2095957
2025-04-01,862.0999755859375,862.0999755859375,881.0,848.8499755859375,881.0,984809
2025-04-02,857.0,857.0,865.0,853.7999877929688,861.0,871819
2025-04-03,850.2999877929688,850.2999877929688,856.75,845.9500122070312,850.8499755859375,433635
2025-04-04,848.0,848.0,852.9000244140625,835.6500244140625,850.2999877929688,1631537
2025-04-07,812.0499877929688,812.0499877929688,828.9000244140625,763.5,763.5,1178513
2025-04-08,846.5,846.5,850.9500122070312,817.0,817.0,1492773
2025-04-09,846.5499877929688,846.5499877929688,851.7999877929688,823.6500244140625,840.2000122070312,555697
2025-04-11,852.0,852.0,856.5499877929688,847.6500244140625,850.0,454015
2025-04-15,882.4000244140625,882.4000244140625,884.0,857.7999877929688,861.2999877929688,1014687
2025-04-16,888.6500244140625,888.6500244140625,890.5499877929688,877.0,882.2999877929688,916012
2025-04-17,906.3499755859375,906.3499755859375,908.0,882.25,888.0,1615410
2025-04-21,909.6500244140625,909.6500244140625,926.0,904.5,906.2999877929688,1435497
2025-04-22,915.7999877929688,915.7999877929688,922.9000244140625,896.4000244140625,910.0,1623415
2025-04-23,915.9000244140625,915.9000244140625,921.5499877929688,901.2999877929688,914.7999877929688,1063725
