date_,adj close_pgel.ns,close_pgel.ns,high_pgel.ns,low_pgel.ns,open_pgel.ns,volume_pgel.ns
2024-02-20,190.90855407714844,191.05499267578125,191.5,186.00999450683594,188.0,353960
2024-02-21,187.7160186767578,187.86000061035156,192.4600067138672,186.25,192.4600067138672,502100
2024-02-22,188.2506103515625,188.39500427246094,189.5,186.5,188.39999389648438,349950
2024-02-23,184.39356994628906,184.53500366210938,190.11000061035156,183.8000030517578,189.82000732421875,270680
2024-02-26,183.0346221923828,183.1750030517578,187.10000610351562,181.6199951171875,187.10000610351562,445450
2024-02-27,183.64913940429688,183.7899932861328,189.8000030517578,182.1999969482422,183.1750030517578,435760
2024-02-28,180.9462127685547,181.0850067138672,186.3800048828125,180.22000122070312,184.0050048828125,168130
2024-02-29,181.49578857421875,181.63499450683594,183.5,178.5800018310547,181.0,313160
2024-03-01,183.1695098876953,183.30999755859375,184.9949951171875,182.28500366210938,184.08999633789062,196460
2024-03-04,177.24903869628906,177.38499450683594,185.97999572753906,175.64999389648438,184.97500610351562,584880
2024-03-05,177.13912963867188,177.27499389648438,180.49000549316406,176.30499267578125,178.88499450683594,746330
2024-03-06,167.89620971679688,168.02499389648438,177.14500427246094,165.6699981689453,175.1999969482422,1225880
2024-03-07,164.33396911621094,164.4600067138672,168.30499267578125,164.0,168.0050048828125,676510
2024-03-11,159.89236450195312,160.01499938964844,164.4600067138672,155.2550048828125,164.4550018310547,1180810
2024-03-12,156.43499755859375,156.55499267578125,161.88499450683594,155.27999877929688,161.88499450683594,568510
2024-03-13,148.86082458496094,148.97500610351562,157.8000030517578,148.02000427246094,157.8000030517578,787930
2024-03-14,150.47457885742188,150.58999633789062,155.3300018310547,146.7050018310547,149.07000732421875,1568180
2024-03-15,166.12757873535156,166.2550048828125,167.60000610351562,152.5,152.625,3370160
2024-03-18,169.2152099609375,169.34500122070312,174.49000549316406,166.5,166.5,1419290
2024-03-19,173.3170623779297,173.4499969482422,176.13999938964844,167.32000732421875,169.3000030517578,1134190
2024-03-20,169.48500061035156,169.61500549316406,174.5,168.0,173.52499389648438,1279290
2024-03-21,166.12757873535156,166.2550048828125,171.89500427246094,164.91000366210938,170.0399932861328,832880
2024-03-22,164.56878662109375,164.69500732421875,167.8000030517578,162.3000030517578,166.08999633789062,674100
2024-03-26,158.27859497070312,158.39999389648438,166.3300018310547,157.14999389648438,164.69500732421875,818480
2024-03-27,158.8081817626953,158.92999267578125,161.39999389648438,154.4250030517578,159.89999389648438,2602690
2024-03-28,166.07261657714844,166.1999969482422,171.375,158.98500061035156,160.8699951171875,2031910
2024-04-01,179.1126251220703,179.25,180.5,171.0,172.0,1423180
2024-04-02,179.8820343017578,180.02000427246094,180.9949951171875,176.0,179.25,520510
2024-04-03,182.66488647460938,182.80499267578125,185.09500122070312,178.10000610351562,179.44000244140625,725400
2024-04-04,185.3128662109375,185.4550018310547,186.60000610351562,179.69500732421875,183.5050048828125,523620
2024-04-05,180.40162658691406,180.5399932861328,186.5,179.0,185.10000610351562,804620
2024-04-08,179.65719604492188,179.7949981689453,183.89999389648438,179.2050018310547,181.77000427246094,396200
2024-04-09,181.26097106933594,181.39999389648438,184.89999389648438,180.0,180.8699951171875,507920
2024-04-10,180.06687927246094,180.2050018310547,182.97000122070312,179.42999267578125,182.97000122070312,321340
2024-04-12,183.6591339111328,183.8000030517578,186.3000030517578,180.2949981689453,180.2949981689453,858610
2024-04-15,182.86473083496094,183.0050048828125,183.8000030517578,176.5,180.0,589980
2024-04-16,181.8804931640625,182.02000427246094,188.86500549316406,177.61500549316406,182.8000030517578,1254690
2024-04-18,188.91510009765625,189.05999755859375,191.52000427246094,182.10000610351562,183.0050048828125,1199280
2024-04-19,190.89358520507812,191.0399932861328,192.5,183.90499877929688,186.59500122070312,1131090
2024-04-22,193.22178649902344,193.3699951171875,195.60000610351562,190.5,195.60000610351562,516970
2024-04-23,202.59461975097656,202.75,203.93499755859375,192.25999450683594,193.0,1450090
2024-04-24,200.30638122558594,200.4600067138672,212.4949951171875,199.0050048828125,206.0,1400040
2024-04-25,199.93663024902344,200.08999633789062,203.5449981689453,197.9949951171875,200.4600067138672,918220
2024-04-26,195.68490600585938,195.8350067138672,205.44500732421875,194.5,204.8800048828125,1423350
2024-04-29,200.566162109375,200.72000122070312,203.89999389648438,197.97999572753906,197.97999572753906,773210
2024-04-30,210.71337890625,210.875,214.89999389648438,202.15499877929688,202.7100067138672,2496700
2024-05-02,222.69918823242188,222.8699951171875,226.25,211.25,211.25,1773920
2024-05-03,215.19993591308594,215.36500549316406,226.0749969482422,211.57000732421875,225.02000427246094,1368480
2024-05-06,212.60693359375,212.77000427246094,225.39999389648438,211.0399932861328,225.39999389648438,1441140
2024-05-07,203.41897583007812,203.5749969482422,213.1300048828125,202.5,212.97500610351562,1016350
2024-05-08,203.93858337402344,204.09500122070312,207.01499938964844,200.1999969482422,203.80499267578125,647620
2024-05-09,196.51925659179688,196.6699981689453,206.5,195.5,204.09500122070312,712660
2024-05-10,206.19683837890625,206.35499572753906,208.0399932861328,195.73500061035156,199.0800018310547,652670
2024-05-13,210.0638885498047,210.22500610351562,212.10000610351562,200.5,204.10000610351562,584030
2024-05-14,210.82330322265625,210.98500061035156,215.01499938964844,207.3000030517578,213.3800048828125,340150
2024-05-15,211.21299743652344,211.375,214.89999389648438,209.1999969482422,210.6199951171875,845450
2024-05-16,212.45704650878906,212.6199951171875,215.10000610351562,211.78500366210938,213.0,455660
2024-05-17,211.90248107910156,212.06500244140625,217.39999389648438,211.39999389648438,213.0,699700
2024-05-21,234.56008911132812,234.74000549316406,239.5,221.0,221.0,2827860
2024-05-22,237.82757568359375,238.00999450683594,244.89999389648438,234.33999633789062,237.22000122070312,1773260
2024-05-23,250.0382080078125,250.22999572753906,264.0,245.0050048828125,250.0,14228220
2024-05-24,259.9505920410156,260.1499938964844,262.20001220703125,249.0,250.0,4750490
2024-05-27,257.6023864746094,257.79998779296875,267.79998779296875,253.7899932861328,262.0,2151040
2024-05-28,256.30841064453125,256.5050048828125,260.5899963378906,250.0,259.6000061035156,1204200
2024-05-29,258.0420837402344,258.239990234375,261.0,253.40499877929688,257.5450134277344,1041260
2024-05-30,253.4356231689453,253.6300048828125,259.6400146484375,252.0050048828125,257.8999938964844,592480
2024-05-31,258.8164978027344,259.0150146484375,260.5,252.01499938964844,255.60000610351562,1670030
2024-06-03,273.21044921875,273.4200134277344,275.79998779296875,265.864990234375,275.0,2757940
2024-06-04,246.46595764160156,246.65499877929688,274.8999938964844,231.5,274.8999938964844,3109020
2024-06-05,257.98211669921875,258.17999267578125,259.989990234375,231.11000061035156,242.15499877929688,2513520
2024-06-06,254.519775390625,254.71499633789062,264.2900085449219,253.00999450683594,259.45001220703125,1162140
2024-06-07,281.1343688964844,281.3500061035156,288.0,258.79998779296875,258.79998779296875,5775140
2024-06-10,289.4529724121094,289.67498779296875,297.0,284.7049865722656,286.0050048828125,2393510
2024-06-11,293.6147766113281,293.8399963378906,295.5,287.0,291.8800048828125,1336800
2024-06-12,291.9460754394531,292.1700134277344,299.5,290.0,295.70001220703125,1919140
2024-06-13,297.8016052246094,298.0299987792969,298.6499938964844,288.1050109863281,291.1000061035156,1477430
2024-06-14,294.1194152832031,294.3450012207031,301.6000061035156,293.5,299.29998779296875,1229330
2024-06-18,300.4795227050781,300.7099914550781,302.8800048828125,291.2550048828125,297.5350036621094,1594740
2024-06-19,318.0010986328125,318.2449951171875,329.6000061035156,296.1000061035156,303.010009765625,5122490
2024-06-20,324.8058776855469,325.05499267578125,330.0,315.6000061035156,320.0,1562590
2024-06-21,320.40423583984375,320.6499938964844,328.1600036621094,317.0,324.3999938964844,1463840
2024-06-24,328.4081115722656,328.6600036621094,332.5,318.1700134277344,320.6000061035156,2032490
2024-06-25,327.0291442871094,327.2799987792969,338.0,324.5150146484375,331.260009765625,1529910
2024-06-26,336.7567138671875,337.0150146484375,341.0,327.0,329.5,1399310
2024-06-27,344.5157470703125,344.7799987792969,354.8699951171875,334.0150146484375,342.79998779296875,2312040
2024-06-28,355.19757080078125,355.4700012207031,359.1000061035156,344.70001220703125,357.7650146484375,1325170
2024-07-01,390.4855041503906,390.7850036621094,394.8800048828125,360.75,360.75,3178070
2024-07-02,386.0938720703125,386.3900146484375,405.0,366.2950134277344,397.0450134277344,2624340
2024-07-03,376.7310485839844,377.0199890136719,393.4049987792969,371.2099914550781,391.1000061035156,1530060
2024-07-04,369.60650634765625,369.8900146484375,382.3999938964844,367.5150146484375,379.8999938964844,1079330
2024-07-05,368.5123596191406,368.7950134277344,378.8800048828125,356.1000061035156,369.9049987792969,1732340
2024-07-08,370.3609313964844,370.6449890136719,379.0,368.2099914550781,372.45001220703125,1623480
2024-07-09,399.68341064453125,399.989990234375,404.7900085449219,372.1099853515625,373.8999938964844,3140000
2024-07-10,396.5957946777344,396.8999938964844,407.79998779296875,388.0,404.1499938964844,1551279
2024-07-11,393.5981140136719,393.8999938964844,398.0,374.0,392.0,1951550
2024-07-12,376.3113708496094,376.6000061035156,398.0,370.79998779296875,398.0,1722175
2024-07-15,364.3705139160156,364.6499938964844,379.8999938964844,357.20001220703125,378.0,1390868
2024-07-16,363.4712219238281,363.75,376.79998779296875,360.1000061035156,364.6499938964844,479618
2024-07-18,356.6764221191406,356.95001220703125,365.95001220703125,350.8999938964844,364.79998779296875,753988
2024-07-19,350.031494140625,350.29998779296875,366.0,344.1499938964844,357.0,950576
2024-07-22,370.0162048339844,370.29998779296875,377.0,344.04998779296875,347.0,803207
2024-07-23,370.4158935546875,370.70001220703125,381.8999938964844,337.0,372.29998779296875,1639889
2024-07-24,400.3429260253906,400.6499938964844,407.95001220703125,384.6000061035156,388.0,1667110
2024-07-25,449.2054443359375,449.54998779296875,464.0,423.5,448.70001220703125,9312806
2024-07-26,441.26153564453125,441.6000061035156,468.8999938964844,434.5,462.1000061035156,2060383
2024-07-29,461.5959777832031,461.95001220703125,467.0,440.04998779296875,443.6000061035156,1455470
2024-07-30,443.01019287109375,443.3500061035156,462.70001220703125,440.0,461.95001220703125,1155328
2024-07-31,444.1593322753906,444.5,449.0,430.0,444.8999938964844,883448
2024-08-01,434.3668518066406,434.70001220703125,451.0,430.04998779296875,443.54998779296875,717908
2024-08-02,434.0670471191406,434.3999938964844,437.8999938964844,420.3500061035156,423.0,696801
2024-08-05,410.13543701171875,410.45001220703125,430.0,404.0,408.0,1170709
2024-08-06,427.9217834472656,428.25,434.0,417.04998779296875,422.04998779296875,637855
2024-08-07,426.4229431152344,426.75,437.79998779296875,420.04998779296875,437.79998779296875,610734
2024-08-08,424.62432861328125,424.95001220703125,435.0,421.6499938964844,422.0,391006
2024-08-09,430.1200866699219,430.45001220703125,440.6000061035156,421.5,428.0,442223
2024-08-12,441.8111267089844,442.1499938964844,451.79998779296875,425.04998779296875,431.1000061035156,1085385
2024-08-13,432.66815185546875,433.0,451.0,429.0,446.1000061035156,707466
2024-08-14,435.8157043457031,436.1499938964844,445.0,414.45001220703125,433.0,1003211
2024-08-16,489.724365234375,490.1000061035156,495.0,440.0,441.8500061035156,3280659
2024-08-19,519.4515991210938,519.8499755859375,535.0,499.04998779296875,500.0,2956466
2024-08-20,531.3424682617188,531.75,541.7999877929688,512.25,525.2000122070312,1469087
2024-08-21,525.4969482421875,525.9000244140625,538.9000244140625,521.75,534.0999755859375,752854
2024-08-22,555.1242065429688,555.5499877929688,560.0,527.25,533.3499755859375,1430401
2024-08-23,557.7222290039062,558.1500244140625,592.0,553.3499755859375,567.0,2338007
2024-08-26,520.7506103515625,521.1500244140625,566.9000244140625,517.0,564.0999755859375,2424946
2024-08-27,504.8128356933594,505.20001220703125,534.9500122070312,503.20001220703125,524.0,1290041
2024-08-28,507.5107421875,507.8999938964844,518.7000122070312,501.0,505.5,752372
2024-08-29,489.62445068359375,490.0,510.1499938964844,487.1499938964844,508.8500061035156,1369619
2024-08-30,524.7474975585938,525.1500244140625,534.9500122070312,487.8999938964844,493.75,1988390
2024-09-02,513.4561767578125,513.8499755859375,540.0,511.0,537.0,1312811
2024-09-03,541.2848510742188,541.7000122070312,546.4000244140625,518.0,520.0,1296785
2024-09-04,567.0150756835938,567.4500122070312,571.0999755859375,532.4000244140625,538.0,1642020
2024-09-05,590.6469116210938,591.0999755859375,607.0,570.0499877929688,572.0,1860013
2024-09-06,601.3887329101562,601.8499755859375,623.0,592.2999877929688,596.9000244140625,1994407
2024-09-09,613.4295043945312,613.9000244140625,624.0,581.2000122070312,610.2999877929688,1891101
2024-09-10,617.4764404296875,617.9500122070312,647.7000122070312,604.0999755859375,620.0,1762238
2024-09-11,609.7323608398438,610.2000122070312,646.6500244140625,605.2000122070312,624.0,1471637
2024-09-12,614.3287353515625,614.7999877929688,630.0,608.9000244140625,615.9000244140625,841361
2024-09-13,613.9291381835938,614.4000244140625,638.0,605.0499877929688,635.0,1519168
2024-09-16,614.2288818359375,614.7000122070312,637.0,608.0,618.9500122070312,1087873
2024-09-17,620.7738647460938,621.25,624.0,594.0999755859375,612.9500122070312,1370881
2024-09-18,638.9099731445312,639.4000244140625,648.0,621.0999755859375,622.9000244140625,1398668
2024-09-19,616.0774536132812,616.5499877929688,642.7000122070312,604.0,641.0,1490709
2024-09-20,613.02978515625,613.5,630.0,596.6500244140625,618.9500122070312,5480244
2024-09-23,611.7303466796875,612.0,621.9000244140625,610.0,618.0999755859375,562280
2024-09-24,633.7206420898438,634.0,637.0,613.0,614.4000244140625,798176
2024-09-25,674.4526977539062,674.75,694.0,639.0,639.0,3166575
2024-09-26,673.453125,673.75,680.5999755859375,659.9500122070312,676.8499755859375,1000662
2024-09-27,663.9073486328125,664.2000122070312,679.6500244140625,661.1500244140625,673.25,1508392
2024-09-30,642.816650390625,643.0999755859375,667.0499877929688,639.0,662.8499755859375,789897
2024-10-01,631.771484375,632.0499877929688,648.4000244140625,613.0999755859375,643.0499877929688,1158293
2024-10-03,612.679931640625,612.9500122070312,623.1500244140625,603.0,617.0,1298899
2024-10-04,609.581298828125,609.8499755859375,622.0,588.0,612.9500122070312,993244
2024-10-07,538.4127197265625,538.6500244140625,615.2000122070312,535.0,615.0499877929688,2898112
2024-10-08,609.9811401367188,610.25,615.0,532.2000122070312,536.9500122070312,2456461
2024-10-09,619.027099609375,619.2999877929688,636.9000244140625,610.0499877929688,610.0499877929688,890720
2024-10-10,614.5291137695312,614.7999877929688,636.0,608.0999755859375,620.9500122070312,848499
2024-10-11,610.78076171875,611.0499877929688,620.9500122070312,606.0,615.9500122070312,419036
2024-10-14,619.027099609375,619.2999877929688,627.0,608.25,613.6500244140625,515904
2024-10-15,614.229248046875,614.5,623.5,602.0999755859375,622.8499755859375,626211
2024-10-16,591.0394897460938,591.2999877929688,613.0,590.0,613.0,828017
2024-10-17,593.2884521484375,593.5499877929688,619.0,591.0,606.5,1226666
2024-10-18,615.8285522460938,616.0999755859375,632.9000244140625,574.0999755859375,591.7000122070312,1688155
2024-10-21,586.6414184570312,586.9000244140625,620.0,582.2000122070312,620.0,1079033
2024-10-22,571.6480712890625,571.9000244140625,598.0,570.0,586.9000244140625,998627
2024-10-23,585.5418701171875,585.7999877929688,595.0,556.5499877929688,570.0499877929688,943030
2024-10-24,591.839111328125,592.0999755859375,600.0499877929688,586.0,586.0499877929688,578582
2024-10-25,565.7506103515625,566.0,591.8499755859375,546.9500122070312,589.9500122070312,1219256
2024-10-28,579.2946166992188,579.5499877929688,587.0999755859375,555.0499877929688,566.0,643828
2024-10-29,585.5918579101562,585.8499755859375,595.0,573.75,580.0,507363
2024-10-30,599.6856689453125,599.9500122070312,613.7000122070312,583.5,585.1500244140625,611552
2024-10-31,636.7193603515625,637.0,642.7999877929688,595.0499877929688,595.3499755859375,1237251
2024-11-01,640.8675537109375,641.1500244140625,651.0999755859375,637.9000244140625,640.9000244140625,255188
2024-11-04,625.3243408203125,625.5999755859375,641.1500244140625,609.5,640.0,1093391
2024-11-05,631.4216918945312,631.7000122070312,639.0,618.75,621.0,632565
2024-11-06,668.0055541992188,668.2999877929688,672.0,628.0,630.0,1180828
2024-11-07,668.5053100585938,668.7999877929688,683.0,657.5,671.7000122070312,722951
2024-11-08,689.3961181640625,689.7000122070312,695.0,658.5499877929688,670.0499877929688,1683633
2024-11-11,646.26513671875,646.5499877929688,710.0,618.0,701.0499877929688,4717983
2024-11-12,648.9639282226562,649.25,681.3499755859375,625.0,633.0,1706788
2024-11-13,629.2725830078125,629.5499877929688,662.9500122070312,625.0499877929688,649.9000244140625,982119
2024-11-14,628.4729614257812,628.75,647.5,626.0,629.5499877929688,704838
2024-11-18,624.02490234375,624.2999877929688,638.0,610.9000244140625,631.0,754086
2024-11-19,675.6022338867188,675.9000244140625,719.0,652.0,652.0,3376862
2024-11-21,682.8490600585938,683.1500244140625,691.0,655.2000122070312,676.9000244140625,1077981
2024-11-22,683.8485717773438,684.1500244140625,694.4500122070312,671.0999755859375,688.9500122070312,735000
2024-11-25,682.2991943359375,682.5999755859375,706.0,669.5,706.0,1083053
2024-11-26,676.052001953125,676.3499755859375,688.9000244140625,670.0,688.0,434659
2024-11-27,712.1361083984375,712.4500122070312,719.0,673.0499877929688,680.0,2474445
2024-11-28,700.0413818359375,700.3499755859375,716.7999877929688,695.5,716.0,821166
2024-11-29,722.6814575195312,723.0,732.0,694.0999755859375,699.0,1982091
2024-12-02,747.8203735351562,748.1500244140625,756.7000122070312,720.0499877929688,723.0,1829623
2024-12-03,759.5151977539062,759.8499755859375,762.5,735.0499877929688,748.1500244140625,1927104
2024-12-04,772.45947265625,772.7999877929688,779.7000122070312,739.0499877929688,744.0499877929688,1521554
2024-12-05,776.1578979492188,776.5,825.0,769.9500122070312,773.0,3853578
2024-12-06,813.1416015625,813.5,819.7000122070312,780.8499755859375,791.0499877929688,1660585
2024-12-09,856.6224365234375,857.0,860.0,822.0499877929688,825.0,1939703
2024-12-10,849.4755249023438,849.8499755859375,864.5,812.2000122070312,864.5,1944959
2024-12-11,848.0262451171875,848.4000244140625,868.2000122070312,840.6500244140625,860.0,802400
2024-12-12,856.022705078125,856.4000244140625,867.5,829.1500244140625,847.0,1432574
2024-12-13,916.1461791992188,916.5499877929688,953.0,842.5999755859375,852.5499877929688,4177542
2024-12-16,999.7093505859375,1000.1500244140625,1014.0,930.0,933.0,3562274
2024-12-17,984.0662231445312,984.5,1019.0,970.0999755859375,1014.0,2562769
2024-12-18,942.3845825195312,942.7999877929688,983.9500122070312,931.0499877929688,983.9500122070312,1185668
2024-12-19,950.4310302734375,950.8499755859375,985.0,890.8499755859375,901.0,2433305
2024-12-20,918.5451049804688,918.9500122070312,978.0,910.0,978.0,1102894
2024-12-23,950.4310302734375,950.8499755859375,961.9000244140625,896.8499755859375,925.0,1422211
2024-12-24,966.22412109375,966.6500244140625,1002.0,961.5,988.0,2768538
2024-12-26,962.1758422851562,962.5999755859375,986.0,955.5999755859375,975.0,1032822
2024-12-27,992.8123779296875,993.25,1009.7000122070312,966.0,975.0,1845966
2024-12-30,1007.9557495117188,1008.4000244140625,1015.0,967.0,1003.0,1649046
2024-12-31,980.1679077148438,980.5999755859375,1028.0,969.0,1008.4000244140625,1030626
2025-01-01,1023.2489624023438,1023.7000122070312,1036.0,971.0999755859375,983.0,1423588
2025-01-02,1013.1533813476562,1013.5999755859375,1033.949951171875,999.0,1033.0,1383859
2025-01-03,1016.2020874023438,1016.6500244140625,1031.9000244140625,1001.0999755859375,1011.0,924130
2025-01-06,995.9609985351562,996.4000244140625,1054.199951171875,988.8499755859375,1017.7999877929688,2037852
2025-01-07,979.3182983398438,979.75,1020.0,972.2999877929688,1008.0,1520881
2025-01-08,950.0812377929688,950.5,997.0,945.0499877929688,979.75,969150
2025-01-09,921.793701171875,922.2000122070312,955.0,907.9500122070312,950.2000122070312,924151
2025-01-10,881.46142578125,881.8499755859375,932.9000244140625,870.0499877929688,906.0,1823919
2025-01-13,826.885498046875,827.25,899.0,815.5,864.4500122070312,1597653
2025-01-14,851.1248168945312,851.5,871.8499755859375,826.0499877929688,832.5499877929688,1161303
2025-01-15,849.4755249023438,849.8499755859375,886.0,823.3499755859375,858.0,1429705
2025-01-16,900.4530639648438,900.8499755859375,913.9000244140625,865.0,865.0,1695908
2025-01-17,861.1204223632812,861.5,908.9500122070312,853.6500244140625,904.7000122070312,773294
2025-01-20,856.5724487304688,856.9500122070312,873.7000122070312,850.0999755859375,865.9500122070312,780614
2025-01-21,805.5949096679688,805.9500122070312,874.9500122070312,801.0,863.9000244140625,1336935
2025-01-22,755.9168090820312,756.25,812.5,718.0999755859375,807.0499877929688,2684091
2025-01-23,771.8598022460938,772.2000122070312,804.5,733.3499755859375,752.0,1561561
2025-01-24,745.621337890625,745.9500122070312,793.9000244140625,740.4500122070312,776.7999877929688,1201988
2025-01-27,725.6301879882812,725.9500122070312,733.7000122070312,692.5499877929688,716.3499755859375,1727156
2025-01-28,642.8666381835938,643.1500244140625,734.0,597.0499877929688,726.9500122070312,4464729
2025-01-29,725.5802001953125,725.9000244140625,738.0,645.0,645.0,3339970
2025-01-30,720.132568359375,720.4500122070312,749.6500244140625,710.25,740.0499877929688,1154383
2025-01-31,782.1552124023438,782.5,800.0,712.5999755859375,724.9500122070312,1967729
2025-02-01,800.1472778320312,800.5,821.0,753.0,790.2999877929688,1295219
2025-02-03,784.1043701171875,784.4500122070312,824.0,776.0999755859375,802.4500122070312,1267944
2025-02-04,804.54541015625,804.9000244140625,819.0,790.5,819.0,893741
2025-02-05,834.5321655273438,834.9000244140625,854.9000244140625,806.0499877929688,812.9000244140625,1117432
2025-02-06,840.2796630859375,840.6500244140625,873.5499877929688,835.5,844.9000244140625,1271245
2025-02-07,863.219482421875,863.5999755859375,925.0,851.0499877929688,920.0,4755979
2025-02-10,815.6904296875,816.0499877929688,880.0,797.0999755859375,878.0,1703265
2025-02-11,804.4453735351562,804.7999877929688,835.0,797.5,816.0499877929688,1801653
2025-02-12,828.434814453125,828.7999877929688,840.5,764.25,795.0,1972754
2025-02-13,810.542724609375,810.9000244140625,848.0499877929688,805.0499877929688,835.3499755859375,780347
2025-02-14,759.565185546875,759.9000244140625,816.8499755859375,750.5999755859375,812.9000244140625,1396494
2025-02-17,782.655029296875,783.0,797.8499755859375,741.0,750.0,1629031
2025-02-18,742.1728515625,742.5,784.0,730.2000122070312,783.3499755859375,1506252
2025-02-19,806.6444091796875,807.0,811.4000244140625,716.0,730.0,2259955
2025-02-20,827.08544921875,827.4500122070312,840.0,791.7000122070312,792.0,1340040
2025-02-21,826.185791015625,826.5499877929688,844.7000122070312,812.1500244140625,822.9500122070312,933613
2025-02-24,808.8934326171875,809.25,816.2999877929688,796.1500244140625,815.0,948832
2025-02-25,814.5409545898438,814.9000244140625,829.6500244140625,795.7999877929688,810.4000244140625,790143
2025-02-27,794.499755859375,794.8499755859375,824.0,783.2000122070312,817.2999877929688,590492
2025-02-28,794.4498291015625,794.7999877929688,809.8499755859375,741.0999755859375,773.3499755859375,2992822
2025-03-03,806.0946655273438,806.4500122070312,825.9500122070312,781.2999877929688,798.7999877929688,1995476
2025-03-04,840.7794189453125,841.1500244140625,846.4500122070312,786.5999755859375,801.0,1485203
2025-03-05,846.9266967773438,847.2999877929688,879.2999877929688,842.7999877929688,845.0,1832934
2025-03-06,870.46630859375,870.8499755859375,889.9000244140625,845.7000122070312,861.5,2180706
2025-03-07,876.66357421875,877.0499877929688,895.0,863.9000244140625,876.0,1469637
2025-03-10,898.6538696289062,899.0499877929688,915.0,879.0,879.0,1843353
2025-03-11,892.0568237304688,892.4500122070312,901.2000122070312,856.4000244140625,880.8499755859375,1424331
2025-03-12,854.12353515625,854.5,904.0,845.0,895.0,991955
2025-03-13,834.632080078125,835.0,863.9000244140625,827.4000244140625,858.7000122070312,1175099
2025-03-17,834.9319458007812,835.2999877929688,843.5,815.1500244140625,830.0,718503
2025-03-18,834.9319458007812,835.2999877929688,835.2999877929688,835.2999877929688,835.2999877929688,0
2025-03-19,892.7565307617188,893.1500244140625,901.9500122070312,875.0,898.0,868783
2025-03-20,914.8467407226562,915.25,933.0,887.2000122070312,900.0,1969330
2025-03-21,945.7831420898438,946.2000122070312,952.0,917.0499877929688,925.0,3888481
2025-03-24,944.5836181640625,945.0,962.0,935.2999877929688,942.7000122070312,1154718
2025-03-25,883.360595703125,883.75,949.7999877929688,875.25,945.3499755859375,1523007
2025-03-26,869.7666625976562,870.1500244140625,921.4500122070312,865.0,885.0,1304628
2025-03-27,926.6415405273438,927.0499877929688,990.0,857.2999877929688,870.1500244140625,3563220
2025-03-28,916.1961059570312,916.5999755859375,973.0,907.6500244140625,950.0,1718645
2025-04-01,901.2027587890625,901.5999755859375,959.9000244140625,896.0,915.9500122070312,1157659
2025-04-02,916.1961059570312,916.5999755859375,919.7000122070312,885.5499877929688,901.7000122070312,746679
2025-04-03,936.4872436523438,936.9000244140625,959.0,899.9000244140625,899.9000244140625,1990292
2025-04-04,871.2659912109375,871.6500244140625,941.9500122070312,836.2999877929688,938.0,2456393
2025-04-07,812.6417846679688,813.0,830.0499877929688,714.7000122070312,714.7000122070312,2277450
2025-04-08,864.618896484375,865.0,884.6500244140625,841.0499877929688,850.5499877929688,4040923
2025-04-09,851.02490234375,851.4000244140625,864.8499755859375,840.0499877929688,864.8499755859375,743755
2025-04-11,917.3956298828125,917.7999877929688,923.0,871.0999755859375,884.0499877929688,2910192
