date_,adj close_mrpl.ns,close_mrpl.ns,high_mrpl.ns,low_mrpl.ns,open_mrpl.ns,volume_mrpl.ns
2024-06-03,210.49609375,212.60000610351562,216.5,206.64999389648438,211.10000610351562,4637350
2024-06-04,196.98117065429688,198.9499969482422,214.0,170.10000610351562,214.0,7035629
2024-06-05,197.03067016601562,199.0,203.6999969482422,187.39999389648438,200.0,3186574
2024-06-06,199.7534637451172,201.75,209.25,200.5,201.0500030517578,3289031
2024-06-07,203.36734008789062,205.39999389648438,208.1999969482422,202.14999389648438,204.5,2212723
2024-06-10,203.3772430419922,205.41000366210938,209.24000549316406,204.5,207.2899932861328,1612353
2024-06-11,211.0802459716797,213.19000244140625,215.89999389648438,205.02000427246094,207.0,6699297
2024-06-12,211.49609375,213.61000061035156,218.5,212.91000366210938,214.39999389648438,3286243
2024-06-13,215.1594696044922,217.30999755859375,218.5,212.6199951171875,215.0,3644046
2024-06-14,212.99114990234375,215.1199951171875,220.3000030517578,214.35000610351562,217.8000030517578,3180985
2024-06-18,212.67431640625,214.8000030517578,220.3000030517578,214.0,216.3000030517578,2170953
2024-06-19,212.44659423828125,214.57000732421875,219.8000030517578,208.36000061035156,215.8000030517578,3553040
2024-06-20,210.5356903076172,212.63999938964844,215.94000244140625,212.0,214.66000366210938,1411542
2024-06-21,210.5554962158203,212.66000366210938,217.8800048828125,211.3699951171875,213.14999389648438,2507593
2024-06-24,222.13970947265625,224.36000061035156,230.0,208.80999755859375,210.6999969482422,20326064
2024-06-25,213.81292724609375,215.9499969482422,224.6999969482422,215.35000610351562,224.36000061035156,4164226
2024-06-26,216.40701293945312,218.57000732421875,219.8000030517578,213.58999633789062,216.5,3442543
2024-06-27,211.93174743652344,214.0500030517578,219.39999389648438,212.10000610351562,218.1999969482422,1935897
2024-06-28,212.20896911621094,214.3300018310547,219.8000030517578,213.25,215.64999389648438,2024591
2024-07-01,213.78323364257812,215.9199981689453,217.0,213.1999969482422,214.89999389648438,1491018
2024-07-02,212.26837158203125,214.38999938964844,219.97999572753906,213.97999572753906,215.9199981689453,1910355
2024-07-03,216.8426513671875,219.00999450683594,220.99000549316406,213.57000732421875,215.60000610351562,3101661
2024-07-04,215.13966369628906,217.2899932861328,221.8000030517578,217.0,220.8000030517578,1771402
2024-07-05,215.8030548095703,217.9600067138672,220.9499969482422,216.0,217.2899932861328,2302889
2024-07-08,216.7139434814453,218.8800048828125,224.35000610351562,217.8000030517578,218.60000610351562,3729938
2024-07-09,230.5159912109375,232.82000732421875,244.52999877929688,219.5,219.5,55320068
2024-07-10,227.50607299804688,229.77999877929688,238.89999389648438,224.1999969482422,236.5,11372488
2024-07-11,239.5160369873047,241.91000366210938,248.8000030517578,229.0,231.60000610351562,30364383
2024-07-12,237.83287048339844,240.2100067138672,244.83999633789062,238.6999969482422,243.8000030517578,6374593
2024-07-15,238.575439453125,240.9600067138672,248.0,235.2100067138672,242.61000061035156,10708332
2024-07-16,236.24868774414062,238.61000061035156,253.55999755859375,237.0,241.5,32391179
2024-07-18,226.86251831054688,229.1300048828125,241.1999969482422,228.11000061035156,239.5,8308978
2024-07-19,213.9713592529297,216.11000061035156,229.9199981689453,214.0,229.74000549316406,8167913
2024-07-22,212.59510803222656,214.72000122070312,221.85000610351562,211.36000061035156,215.0,4328726
2024-07-23,201.36734008789062,203.3800048828125,211.35000610351562,198.5,200.0,13020058
2024-07-24,215.6248321533203,217.77999877929688,220.0,203.2899932861328,203.58999633789062,10065855
2024-07-25,214.43670654296875,216.5800018310547,224.89999389648438,211.61000061035156,215.99000549316406,8699987
2024-07-26,212.75352478027344,214.8800048828125,218.39999389648438,213.6199951171875,217.0,3223891
2024-07-29,217.99118041992188,220.1699981689453,221.64999389648438,214.0,216.00999450683594,4877109
2024-07-30,216.79315185546875,218.9600067138672,224.39999389648438,218.0,220.0,5080158
2024-07-31,218.3179168701172,220.5,222.14999389648438,217.22000122070312,219.72999572753906,3362677
2024-08-01,219.06048583984375,221.25,223.3800048828125,217.75,221.85000610351562,3857246
2024-08-02,215.8129425048828,217.97000122070312,219.7100067138672,213.1999969482422,218.39999389648438,3043392
2024-08-05,206.86239624023438,208.92999267578125,213.89999389648438,203.16000366210938,212.0,3668179
2024-08-06,196.92176818847656,198.88999938964844,214.58999633789062,197.8800048828125,210.0,6145635
2024-08-07,201.82276916503906,203.83999633789062,206.3000030517578,200.8000030517578,204.85000610351562,2660210
2024-08-08,200.10000610351562,202.10000610351562,205.6999969482422,201.14999389648438,204.25,1629434
2024-08-09,204.9600067138672,204.9600067138672,208.6999969482422,202.67999267578125,202.99000549316406,3118191
2024-08-12,207.13999938964844,207.13999938964844,210.9499969482422,198.5,201.00999450683594,4269388
2024-08-13,204.0399932861328,204.0399932861328,208.0,202.80999755859375,208.0,2379482
2024-08-14,203.85000610351562,203.85000610351562,208.0,200.74000549316406,204.3000030517578,3237291
2024-08-16,203.6699981689453,203.6699981689453,207.83999633789062,202.14999389648438,206.0,1379563
2024-08-19,211.5399932861328,211.5399932861328,216.0,205.8000030517578,205.8000030517578,6048514
2024-08-20,212.22000122070312,212.22000122070312,214.1999969482422,210.39999389648438,214.0399932861328,2042065
2024-08-21,213.24000549316406,213.24000549316406,214.99000549316406,211.0,213.0,1614082
2024-08-22,212.7100067138672,212.7100067138672,215.35000610351562,212.0,212.85000610351562,1324750
2024-08-23,213.75,213.75,219.99000549316406,212.75,213.00999450683594,5600916
2024-08-26,211.39999389648438,211.39999389648438,215.5,210.5,215.0,1325276
2024-08-27,207.19000244140625,207.19000244140625,212.7899932861328,206.0500030517578,212.0,1632017
2024-08-28,208.4499969482422,208.4499969482422,211.0399932861328,204.0,207.75,2455446
2024-08-29,210.1999969482422,210.1999969482422,211.0,206.66000366210938,209.0,1877341
2024-08-30,207.3699951171875,207.3699951171875,211.7899932861328,207.0,210.1999969482422,1136482
2024-09-02,203.60000610351562,203.60000610351562,210.35000610351562,202.39999389648438,210.0,2920633
2024-09-03,203.6999969482422,203.6999969482422,205.52999877929688,202.8000030517578,205.0,1128778
2024-09-04,201.67999267578125,201.67999267578125,205.25,201.1999969482422,203.32000732421875,1324493
2024-09-05,201.91000366210938,201.91000366210938,205.8000030517578,200.89999389648438,201.0,1593908
2024-09-06,197.2100067138672,197.2100067138672,202.88999938964844,196.14999389648438,202.0,1644223
2024-09-09,189.75999450683594,189.75999450683594,197.0,189.0,197.0,1899406
2024-09-10,194.67999267578125,194.67999267578125,195.64999389648438,190.0,190.0,1705369
2024-09-11,187.1699981689453,187.1699981689453,195.75,186.00999450683594,195.0,1613314
2024-09-12,188.91000366210938,188.91000366210938,189.6999969482422,185.05999755859375,189.00999450683594,1336309
2024-09-13,190.97999572753906,190.97999572753906,193.60000610351562,188.0800018310547,189.6999969482422,1295825
2024-09-16,189.49000549316406,189.49000549316406,192.6300048828125,188.60000610351562,192.0,667464
2024-09-17,186.88999938964844,186.88999938964844,191.1999969482422,186.39999389648438,190.0,897883
2024-09-18,190.42999267578125,190.42999267578125,195.86000061035156,187.25,189.33999633789062,6171306
2024-09-19,183.99000549316406,183.99000549316406,190.89999389648438,182.0,190.5,1849584
2024-09-20,181.75,181.75,186.33999633789062,180.36000061035156,185.77999877929688,1771823
2024-09-23,184.11000061035156,184.11000061035156,187.75,182.89999389648438,183.49000549316406,1746805
2024-09-24,181.3300018310547,181.3300018310547,185.4499969482422,180.5,184.89999389648438,1368166
2024-09-25,177.8800048828125,177.8800048828125,182.72999572753906,176.82000732421875,181.35000610351562,1533669
2024-09-26,177.7899932861328,177.7899932861328,179.0,174.60000610351562,179.0,1462081
2024-09-27,179.75999450683594,179.75999450683594,185.89999389648438,178.5500030517578,179.0,4971714
2024-09-30,182.17999267578125,182.17999267578125,183.64999389648438,178.3300018310547,180.99000549316406,1790903
2024-10-01,180.89999389648438,180.89999389648438,186.4499969482422,180.14999389648438,183.0500030517578,2125412
2024-10-03,177.8000030517578,177.8000030517578,180.60000610351562,176.5,180.0,1152169
2024-10-04,179.38999938964844,179.38999938964844,180.9199981689453,174.30999755859375,177.6999969482422,1908907
2024-10-07,172.1699981689453,172.1699981689453,180.99000549316406,167.77000427246094,179.9499969482422,2088634
2024-10-08,175.1199951171875,175.1199951171875,176.1999969482422,168.5,172.17999267578125,1175310
2024-10-09,177.19000244140625,177.19000244140625,179.25999450683594,175.8800048828125,175.88999938964844,711934
2024-10-10,175.6999969482422,175.6999969482422,178.1999969482422,175.1999969482422,178.0,581679
2024-10-11,174.72999572753906,174.72999572753906,179.60000610351562,174.0,175.77999877929688,1121622
2024-10-14,172.47999572753906,172.47999572753906,175.36000061035156,171.61000061035156,175.0,800826
2024-10-15,169.8800048828125,169.8800048828125,175.38999938964844,169.35000610351562,173.10000610351562,1206470
2024-10-16,169.9600067138672,169.9600067138672,172.77000427246094,168.8000030517578,169.8800048828125,1210555
2024-10-17,168.77999877929688,168.77999877929688,176.64999389648438,167.72000122070312,169.9600067138672,3927867
2024-10-18,165.52999877929688,165.52999877929688,168.77000427246094,164.57000732421875,167.91000366210938,1292952
2024-10-21,158.25,158.25,161.8000030517578,156.50999450683594,159.47000122070312,3872796
2024-10-22,147.13999938964844,147.13999938964844,158.9199981689453,146.35000610351562,158.36000061035156,3971959
2024-10-23,154.6199951171875,154.6199951171875,157.11000061035156,141.3699951171875,147.13999938964844,4603722
2024-10-24,155.35000610351562,155.35000610351562,156.72999572753906,149.47000122070312,155.89999389648438,2375770
2024-10-25,144.83999633789062,144.83999633789062,155.0,143.1999969482422,155.0,2639413
2024-10-28,144.05999755859375,144.05999755859375,148.39999389648438,142.66000366210938,145.9499969482422,2525796
2024-10-29,146.5800018310547,146.5800018310547,149.75,143.02000427246094,144.91000366210938,2138443
2024-10-30,148.6999969482422,148.6999969482422,150.47999572753906,143.75,146.38999938964844,1914610
2024-10-31,147.75999450683594,147.75999450683594,149.72999572753906,146.22000122070312,148.66000366210938,1121987
2024-11-01,151.5,151.5,151.99000549316406,148.61000061035156,148.61000061035156,471013
2024-11-04,147.5800018310547,147.5800018310547,152.22000122070312,145.1300048828125,152.0,1477870
2024-11-05,163.83999633789062,163.83999633789062,167.89999389648438,145.10000610351562,146.10000610351562,30378727
2024-11-06,168.02000427246094,168.02000427246094,171.0,164.75999450683594,167.86000061035156,17037292
2024-11-07,166.33999633789062,166.33999633789062,172.5,165.0,168.02000427246094,6730828
2024-11-08,160.8000030517578,160.8000030517578,165.49000549316406,157.35000610351562,165.49000549316406,4035333
2024-11-11,159.10000610351562,159.10000610351562,160.74000549316406,155.22999572753906,160.47999572753906,2537632
2024-11-12,153.64999389648438,153.64999389648438,161.5500030517578,152.5500030517578,159.10000610351562,1671520
2024-11-13,152.6199951171875,152.6199951171875,155.30999755859375,147.2100067138672,151.10000610351562,4018132
2024-11-14,149.25999450683594,149.25999450683594,155.39999389648438,148.39999389648438,149.69000244140625,2350584
2024-11-18,147.7100067138672,147.7100067138672,150.6699981689453,146.02000427246094,150.0,2182084
2024-11-19,147.97000122070312,147.97000122070312,155.3800048828125,146.80999755859375,150.0,2897145
2024-11-21,145.0500030517578,145.0500030517578,148.77000427246094,144.0500030517578,147.38999938964844,1490292
2024-11-22,157.25,157.25,160.74000549316406,146.0,146.0,23773291
2024-11-25,155.5500030517578,155.5500030517578,163.4199981689453,154.4499969482422,159.0,4237305
2024-11-26,153.55999755859375,153.55999755859375,157.85000610351562,153.08999633789062,154.83999633789062,1820039
2024-11-27,154.33999633789062,154.33999633789062,155.4199981689453,152.3000030517578,153.69000244140625,1821730
2024-11-28,154.5500030517578,154.5500030517578,157.99000549316406,153.60000610351562,154.0,2097311
2024-11-29,154.55999755859375,154.55999755859375,155.5,152.5,154.5500030517578,1373542
2024-12-02,155.5500030517578,155.5500030517578,157.97999572753906,152.10000610351562,155.25,3338163
2024-12-03,155.94000244140625,155.94000244140625,158.9499969482422,155.0,155.64999389648438,2095582
2024-12-04,157.10000610351562,157.10000610351562,160.8000030517578,156.0,156.39999389648438,2932106
2024-12-05,154.74000549316406,154.74000549316406,158.0399932861328,154.30999755859375,157.3000030517578,1687744
2024-12-06,154.92999267578125,154.92999267578125,157.25999450683594,154.19000244140625,154.3000030517578,1778585
2024-12-09,154.49000549316406,154.49000549316406,156.4499969482422,154.0,154.50999450683594,1460214
2024-12-10,151.8699951171875,151.8699951171875,155.58999633789062,151.10000610351562,154.7899932861328,1680565
2024-12-11,153.00999450683594,153.00999450683594,154.19000244140625,151.7899932861328,152.0,1281609
2024-12-12,150.9499969482422,150.9499969482422,153.89999389648438,150.47000122070312,153.6999969482422,1276828
2024-12-13,149.39999389648438,149.39999389648438,150.99000549316406,147.39999389648438,150.0,1361130
2024-12-16,148.32000732421875,148.32000732421875,151.52999877929688,148.0,149.5,1274133
2024-12-17,146.47000122070312,146.47000122070312,150.39999389648438,146.0,147.11000061035156,1663331
2024-12-18,146.35000610351562,146.35000610351562,147.0399932861328,144.5,145.0,1584354
2024-12-19,145.92999267578125,145.92999267578125,148.97999572753906,142.63999938964844,144.5,2293380
2024-12-20,142.22000122070312,142.22000122070312,147.89999389648438,140.36000061035156,147.0,1168197
2024-12-23,142.3800048828125,142.3800048828125,144.89999389648438,140.02000427246094,142.49000549316406,1762250
2024-12-24,148.72999572753906,148.72999572753906,149.89999389648438,142.0500030517578,142.3800048828125,6209398
2024-12-26,145.63999938964844,145.63999938964844,149.85000610351562,145.14999389648438,149.0,1004089
2024-12-27,145.35000610351562,145.35000610351562,147.3699951171875,144.14999389648438,146.0,1159993
2024-12-30,142.05999755859375,142.05999755859375,145.27000427246094,141.35000610351562,145.0,1067158
2024-12-31,148.41000366210938,148.41000366210938,154.39999389648438,141.30999755859375,141.35000610351562,15515122
2025-01-01,149.27000427246094,149.27000427246094,149.9499969482422,147.44000244140625,148.41000366210938,1264394
2025-01-02,149.7100067138672,149.7100067138672,150.89999389648438,147.64999389648438,148.5,1387653
2025-01-03,149.52999877929688,149.52999877929688,152.74000549316406,148.69000244140625,148.69000244140625,1462258
2025-01-06,144.0,144.0,149.6999969482422,142.75,149.69000244140625,1742673
2025-01-07,144.52000427246094,144.52000427246094,149.35000610351562,144.0,144.0,2204103
2025-01-08,148.47999572753906,148.47999572753906,154.5,144.61000061035156,145.0,17257510
2025-01-09,145.99000549316406,145.99000549316406,149.5,145.10000610351562,149.1999969482422,1713107
2025-01-10,140.77999877929688,140.77999877929688,146.1999969482422,140.10000610351562,145.97999572753906,1831332
2025-01-13,134.1199951171875,134.1199951171875,144.44000244140625,132.50999450683594,139.0,3311980
2025-01-14,136.80999755859375,136.80999755859375,137.6699981689453,133.11000061035156,134.99000549316406,1672464
2025-01-15,137.55999755859375,137.55999755859375,143.5,136.55999755859375,137.60000610351562,3125849
2025-01-16,138.57000732421875,138.57000732421875,140.67999267578125,138.11000061035156,138.5,1291515
2025-01-17,140.52000427246094,140.52000427246094,144.41000366210938,137.57000732421875,138.57000732421875,3412519
2025-01-20,143.8800048828125,143.8800048828125,148.5800018310547,140.02000427246094,140.75,9905243
2025-01-21,140.97999572753906,140.97999572753906,145.74000549316406,140.0,145.0,2239313
2025-01-22,137.69000244140625,137.69000244140625,140.99000549316406,135.3699951171875,140.99000549316406,1592277
2025-01-23,137.02999877929688,137.02999877929688,139.63999938964844,136.08999633789062,137.5,1065943
2025-01-24,133.58999633789062,133.58999633789062,139.1999969482422,132.72000122070312,137.39999389648438,1414305
2025-01-27,126.93000030517578,126.93000030517578,131.9600067138672,126.0,131.9600067138672,1882719
2025-01-28,123.06999969482422,123.06999969482422,128.89999389648438,120.5999984741211,127.0999984741211,2192385
2025-01-29,126.1500015258789,126.1500015258789,126.80000305175781,123.25,123.25,1149446
2025-01-30,126.38999938964844,126.38999938964844,129.22999572753906,125.7300033569336,127.20999908447266,1046473
2025-01-31,129.5,129.5,129.97999572753906,125.72000122070312,126.0,1449847
2025-02-01,128.1699981689453,128.1699981689453,132.3300018310547,126.77999877929688,130.0,1218213
2025-02-03,121.87000274658203,121.87000274658203,126.4800033569336,120.51000213623047,126.0,1477953
2025-02-04,124.04000091552734,124.04000091552734,124.4000015258789,122.12999725341797,122.55000305175781,965398
2025-02-05,127.19999694824219,127.19999694824219,128.72999572753906,125.29000091552734,126.0,1491817
2025-02-06,126.04000091552734,126.04000091552734,129.08999633789062,125.1500015258789,129.0,961709
2025-02-07,124.12999725341797,124.12999725341797,127.08999633789062,123.13999938964844,127.08999633789062,937701
2025-02-10,121.30000305175781,121.30000305175781,126.0,120.86000061035156,125.80000305175781,998350
2025-02-11,117.62999725341797,117.62999725341797,122.4800033569336,116.6500015258789,121.66999816894531,1354352
2025-02-12,115.27999877929688,115.27999877929688,117.26000213623047,110.31999969482422,115.0,2211847
2025-02-13,115.5199966430664,115.5199966430664,117.5999984741211,115.0,115.36000061035156,900499
2025-02-14,110.66999816894531,110.66999816894531,115.9000015258789,109.0,115.5,1257365
2025-02-17,111.0,111.0,111.5999984741211,107.75,110.19999694824219,1472347
2025-02-18,110.27999877929688,110.27999877929688,112.95999908447266,108.0,112.30000305175781,1220283
2025-02-19,114.06999969482422,114.06999969482422,114.5,108.55000305175781,109.5,1166924
2025-02-20,117.37000274658203,117.37000274658203,120.83000183105469,113.45999908447266,114.48999786376953,3857420
2025-02-21,115.62999725341797,115.62999725341797,119.88999938964844,114.87000274658203,117.98999786376953,1442416
2025-02-24,114.3499984741211,114.3499984741211,115.45999908447266,112.63999938964844,114.4000015258789,914007
2025-02-25,114.30999755859375,114.30999755859375,115.4800033569336,112.91999816894531,115.4800033569336,900557
2025-02-27,110.48999786376953,110.48999786376953,114.56999969482422,109.80999755859375,114.06999969482422,772004
2025-02-28,105.80000305175781,105.80000305175781,109.98999786376953,105.18000030517578,109.98999786376953,1174522
2025-03-03,101.4000015258789,101.4000015258789,107.33000183105469,98.91999816894531,106.79000091552734,3132937
2025-03-04,103.30999755859375,103.30999755859375,104.80000305175781,99.52999877929688,100.55999755859375,1991300
2025-03-05,106.29000091552734,106.29000091552734,106.79000091552734,102.5999984741211,102.61000061035156,1538966
2025-03-06,113.0999984741211,113.0999984741211,114.70999908447266,107.69000244140625,107.69000244140625,13510293
2025-03-07,113.66999816894531,113.66999816894531,116.93000030517578,111.80999755859375,113.0,5071709
2025-03-10,111.27999877929688,111.27999877929688,115.7300033569336,110.0999984741211,114.0,1372317
2025-03-11,112.68000030517578,112.68000030517578,114.5,108.29000091552734,109.19999694824219,5063228
2025-03-12,112.08999633789062,112.08999633789062,114.9800033569336,111.19999694824219,113.30000305175781,1270755
2025-03-13,119.33000183105469,119.33000183105469,121.80000305175781,110.70999908447266,112.75,40026749
2025-03-17,117.47000122070312,117.47000122070312,121.75,116.0,121.72000122070312,8211417
2025-03-18,117.47000122070312,117.47000122070312,117.47000122070312,117.47000122070312,117.47000122070312,0
2025-03-19,115.94999694824219,115.94999694824219,119.30999755859375,114.94999694824219,115.0,5333497
2025-03-20,117.87999725341797,117.87999725341797,120.33999633789062,116.5199966430664,117.2300033569336,4073603
2025-03-21,135.52999877929688,135.52999877929688,137.8000030517578,117.5199966430664,118.5,32575538
2025-03-24,143.24000549316406,143.24000549316406,147.64999389648438,134.80999755859375,136.89999389648438,18892289
2025-03-25,140.17999267578125,140.17999267578125,143.99000549316406,135.5,143.24000549316406,10020273
