date_,adj close_pnbhousing.ns,close_pnbhousing.ns,high_pnbhousing.ns,low_pnbhousing.ns,open_pnbhousing.ns,volume_pnbhousing.ns
2024-04-12,758.9823608398438,762.8499755859375,780.4500122070312,760.2000122070312,766.0999755859375,440294
2024-04-15,734.4076538085938,738.1500244140625,761.7999877929688,723.0,753.0,465969
2024-04-16,744.6553955078125,748.4500122070312,759.5999755859375,735.0,737.0499877929688,283274
2024-04-18,748.286865234375,752.0999755859375,771.0,748.0499877929688,755.0,316502
2024-04-19,767.9367065429688,771.8499755859375,776.0,732.5,745.9000244140625,634039
2024-04-22,765.9966430664062,769.9000244140625,788.0,765.7999877929688,779.7000122070312,347520
2024-04-23,768.1854248046875,772.0999755859375,778.9000244140625,761.7000122070312,773.5,330858
2024-04-24,772.71240234375,776.6500244140625,792.5,767.0,779.0,780118
2024-04-25,779.2789306640625,783.25,788.0,772.5999755859375,778.2999877929688,337406
2024-04-26,780.7713623046875,784.75,799.5,779.0,795.0,627548
2024-04-29,798.5308227539062,802.5999755859375,825.9000244140625,764.5,786.7999877929688,1307053
2024-04-30,791.7653198242188,795.7999877929688,819.9000244140625,791.0999755859375,814.5999755859375,1320902
2024-05-02,792.959228515625,797.0,809.0,795.0,795.7999877929688,405071
2024-05-03,792.2627563476562,796.2999877929688,804.5,792.0,803.0,289089
2024-05-06,769.6281127929688,773.5499877929688,803.7999877929688,770.5,803.7999877929688,252926
2024-05-07,755.9478149414062,759.7999877929688,775.0499877929688,752.0,775.0,290437
2024-05-08,753.0625610351562,756.9000244140625,765.5999755859375,753.0999755859375,759.0499877929688,193859
2024-05-09,752.1173706054688,755.9500122070312,770.2000122070312,752.6500244140625,758.4000244140625,318423
2024-05-10,735.8502197265625,739.5999755859375,757.25,735.5499877929688,755.9500122070312,236202
2024-05-13,724.060302734375,727.75,741.6500244140625,714.0999755859375,738.7000122070312,177297
2024-05-14,728.5872192382812,732.2999877929688,738.0,722.25,729.9500122070312,293075
2024-05-15,733.0147094726562,736.75,745.75,733.3499755859375,735.9000244140625,175604
2024-05-16,739.9295043945312,743.7000122070312,754.0,739.0999755859375,739.9000244140625,182211
2024-05-17,731.572021484375,735.2999877929688,751.0,732.0499877929688,743.7000122070312,218433
2024-05-21,736.79541015625,740.5499877929688,747.5,733.3499755859375,747.5,163701
2024-05-22,741.571044921875,745.3499755859375,747.5,735.0,742.0,173703
2024-05-23,794.6008911132812,798.6500244140625,814.0,750.5999755859375,750.5999755859375,2819220
2024-05-24,792.4120483398438,796.4500122070312,807.0,790.5,800.0,494828
2024-05-27,794.7998046875,798.8499755859375,809.7999877929688,792.8499755859375,800.0,549820
2024-05-28,783.8058471679688,787.7999877929688,802.5,786.0,802.5,247495
2024-05-29,732.019775390625,735.75,750.9000244140625,724.0,744.0,12935289
2024-05-30,741.620849609375,745.4000244140625,748.7000122070312,726.25,730.0,1526371
2024-05-31,719.2349243164062,722.9000244140625,746.0999755859375,717.0,745.0,1560869
2024-06-03,725.4532470703125,729.1500244140625,752.0,724.0499877929688,749.9500122070312,2226627
2024-06-04,668.5432739257812,671.9500122070312,734.4500122070312,616.5999755859375,731.4500122070312,1908944
2024-06-05,709.4845581054688,713.0999755859375,720.0499877929688,657.25,679.0,1110813
2024-06-06,735.6513061523438,739.4000244140625,745.0,716.0,716.0,1042484
2024-06-07,742.7152709960938,746.5,752.7999877929688,732.6500244140625,738.0,1026471
2024-06-10,760.2260131835938,764.0999755859375,774.0,751.5,751.9000244140625,1221449
2024-06-11,804.052734375,808.1500244140625,818.5499877929688,764.0999755859375,773.0,4061676
2024-06-12,812.609130859375,816.75,820.0,800.0999755859375,813.0,1826236
2024-06-13,828.0802612304688,832.2999877929688,835.7000122070312,806.4000244140625,820.0,1187144
2024-06-14,828.7269897460938,832.9500122070312,847.8499755859375,815.0,832.2999877929688,1181295
2024-06-18,860.4154663085938,864.7999877929688,903.25,832.9500122070312,837.4000244140625,4434697
2024-06-19,835.7412109375,840.0,884.3499755859375,836.0,868.7999877929688,2813886
2024-06-20,787.7855834960938,791.7999877929688,813.3499755859375,785.0,803.0,23656623
2024-06-21,779.5276489257812,783.5,805.0,779.2000122070312,794.0,2316684
2024-06-24,764.5042724609375,768.4000244140625,782.8499755859375,762.4500122070312,782.5,2021911
2024-06-25,777.6372680664062,781.5999755859375,786.7000122070312,766.0999755859375,771.0,2236343
2024-06-26,787.8353271484375,791.8499755859375,804.2999877929688,790.0,795.5499877929688,3147347
2024-06-27,781.4180908203125,785.4000244140625,808.0499877929688,781.0,793.0499877929688,2196879
2024-06-28,780.821044921875,784.7999877929688,795.8499755859375,780.0,792.7999877929688,1614230
2024-07-01,796.1927490234375,800.25,802.5,780.5,786.0,1137549
2024-07-02,792.3623046875,796.4000244140625,802.25,783.2000122070312,800.0,858738
2024-07-03,796.4912109375,800.5499877929688,812.75,791.0499877929688,795.9000244140625,1548839
2024-07-04,804.7491455078125,808.8499755859375,809.9000244140625,795.0499877929688,800.7999877929688,1173590
2024-07-05,788.58154296875,792.5999755859375,809.9000244140625,791.0999755859375,808.7999877929688,719773
2024-07-08,789.0789794921875,793.0999755859375,803.0,782.5999755859375,802.6500244140625,1820880
2024-07-09,789.2779541015625,793.2999877929688,798.7999877929688,788.25,798.7999877929688,694287
2024-07-10,803.0578002929688,807.1500244140625,810.5,770.4500122070312,797.4500122070312,1256303
2024-07-11,795.6953125,799.75,808.7999877929688,795.0499877929688,807.0999755859375,502251
2024-07-12,805.7440795898438,809.8499755859375,822.5,795.5499877929688,803.75,1551313
2024-07-15,796.5409545898438,800.5999755859375,815.4500122070312,797.0,812.0,492816
2024-07-16,795.24755859375,799.2999877929688,819.0,795.0,803.75,1090356
2024-07-18,785.1987915039062,789.2000122070312,811.0,785.2000122070312,805.7000122070312,875229
2024-07-19,776.8413696289062,780.7999877929688,788.0,773.0,788.0,949241
2024-07-22,787.8851318359375,791.9000244140625,795.8499755859375,765.2000122070312,780.7999877929688,900314
2024-07-23,753.56005859375,757.4000244140625,797.9000244140625,741.25,797.9000244140625,1625765
2024-07-24,772.0159912109375,775.9500122070312,783.5999755859375,759.7999877929688,765.0,900083
2024-07-25,777.2890625,781.25,796.0,763.25,770.0,1600605
2024-07-26,789.8251953125,793.8499755859375,803.0,786.9000244140625,790.0,1956104
2024-07-29,790.8699340820312,794.9000244140625,807.0,790.7000122070312,799.9000244140625,763203
2024-07-30,775.9956665039062,779.9500122070312,788.4000244140625,778.6500244140625,781.0,5745630
2024-07-31,801.4161376953125,805.5,812.0,779.5,782.0,4904880
2024-08-01,805.4456176757812,809.5499877929688,826.0,800.9000244140625,809.75,3258960
2024-08-02,806.4405517578125,810.5499877929688,822.8499755859375,792.1500244140625,801.0,1802886
2024-08-05,770.9713134765625,774.9000244140625,792.0499877929688,768.0499877929688,792.0,1893441
2024-08-06,786.8403930664062,790.8499755859375,806.4000244140625,783.0,783.0,1963673
2024-08-07,805.24658203125,809.3499755859375,819.4500122070312,793.4000244140625,804.0,1473418
2024-08-08,800.1227416992188,804.2000122070312,821.0,800.4000244140625,809.0,781450
2024-08-09,816.8375244140625,821.0,836.2999877929688,810.7999877929688,811.7999877929688,2041897
2024-08-12,831.8609619140625,836.0999755859375,847.0999755859375,815.6500244140625,821.0,2246162
2024-08-13,799.5257568359375,803.5999755859375,844.0499877929688,801.25,838.0,1054794
2024-08-14,826.18994140625,830.4000244140625,835.0,798.0,809.9000244140625,1683061
2024-08-16,820.4192504882812,824.5999755859375,838.9000244140625,821.7000122070312,835.0,721549
2024-08-19,818.23046875,822.4000244140625,832.0,819.1500244140625,831.9000244140625,374968
2024-08-20,806.7887573242188,810.9000244140625,826.9500122070312,809.0,826.0,945890
2024-08-21,888.3232421875,892.8499755859375,909.0,826.0,827.0,15244806
2024-08-22,862.7536010742188,867.1500244140625,886.75,861.6500244140625,884.8499755859375,6575199
2024-08-23,862.2063598632812,866.5999755859375,879.0,838.5999755859375,865.2000122070312,2321002
2024-08-26,873.6480102539062,878.0999755859375,885.25,850.8499755859375,866.9500122070312,1811960
2024-08-27,876.2846069335938,880.75,889.2999877929688,870.6500244140625,882.9000244140625,972324
2024-08-28,897.9243774414062,902.5,927.0,882.4500122070312,883.7999877929688,5961776
2024-08-29,942.0992431640625,946.9000244140625,972.5999755859375,896.7000122070312,906.6500244140625,10183222
2024-08-30,972.494384765625,977.4500122070312,995.0,936.75,947.0,4981438
2024-09-02,969.75830078125,974.7000122070312,994.8499755859375,968.0999755859375,985.0,2176780
2024-09-03,997.7158203125,1002.7999877929688,1014.0,951.0,974.7000122070312,3798587
2024-09-04,1047.5120849609375,1052.8499755859375,1088.699951171875,959.75,972.3499755859375,7807837
2024-09-05,1032.8367919921875,1038.0999755859375,1109.699951171875,1015.3499755859375,1055.5,5785079
2024-09-06,1018.21142578125,1023.4000244140625,1053.8499755859375,1017.0499877929688,1040.0,2420544
2024-09-09,1072.7335205078125,1078.199951171875,1100.0,1007.5999755859375,1012.0,3689655
2024-09-10,1045.572021484375,1050.9000244140625,1084.949951171875,1044.0,1082.5,1410554
2024-09-11,1102.730712890625,1108.3499755859375,1133.949951171875,1041.449951171875,1051.300048828125,7413704
2024-09-12,1103.37744140625,1109.0,1132.6500244140625,1087.699951171875,1125.0,3065049
2024-09-13,1131.2852783203125,1137.050048828125,1202.199951171875,1092.300048828125,1117.9000244140625,8879251
2024-09-16,1056.1182861328125,1061.5,1191.949951171875,1051.0,1148.0,7747278
2024-09-17,1044.626708984375,1049.949951171875,1077.699951171875,1015.5499877929688,1067.5,6407231
2024-09-18,1069.6492919921875,1075.0999755859375,1095.4000244140625,1050.0,1050.0,2903999
2024-09-19,1010.1524658203125,1015.2999877929688,1086.5999755859375,1006.4000244140625,1079.9000244140625,3278652
2024-09-20,1003.5859375,1008.7000122070312,1044.0,1003.6500244140625,1020.4000244140625,1483490
2024-09-23,1008.2123413085938,1013.3499755859375,1023.6500244140625,1000.9500122070312,1008.7000122070312,1249228
2024-09-24,990.65185546875,995.7000122070312,1028.0,986.4000244140625,1015.9500122070312,1638793
2024-09-25,992.69140625,997.75,1003.7999877929688,969.2999877929688,995.5499877929688,1266169
2024-09-26,992.7411499023438,997.7999877929688,1005.8499755859375,981.7000122070312,997.5,868476
2024-09-27,967.0222778320312,971.9500122070312,1002.6500244140625,963.0,996.0,766359
2024-09-30,977.9664916992188,982.9500122070312,987.0,960.0,965.0,848258
2024-10-01,966.8729858398438,971.7999877929688,992.0,969.0,982.9500122070312,569834
2024-10-03,933.9905395507812,938.75,979.5499877929688,930.2000122070312,970.0,1188935
2024-10-04,940.0596313476562,944.8499755859375,987.25,922.4000244140625,942.3499755859375,3162488
2024-10-07,930.1102905273438,934.8499755859375,954.2000122070312,916.75,954.2000122070312,1308491
2024-10-08,934.3387451171875,939.0999755859375,955.9000244140625,933.5499877929688,939.9500122070312,1665970
2024-10-09,941.2535400390625,946.0499877929688,983.0,940.4500122070312,946.0,2405110
2024-10-10,945.4322509765625,950.25,965.5,944.5999755859375,954.5,1025744
2024-10-11,969.0120849609375,973.9500122070312,983.0,943.9000244140625,952.9000244140625,826948
2024-10-14,984.4832763671875,989.5,1014.4000244140625,967.8499755859375,975.7000122070312,1407379
2024-10-15,976.8720092773438,981.8499755859375,1011.7999877929688,964.0499877929688,994.2000122070312,1211913
2024-10-16,954.5856323242188,959.4500122070312,981.6500244140625,953.0,981.0,570338
2024-10-17,928.9164428710938,933.6500244140625,960.9500122070312,930.0499877929688,959.4500122070312,456324
2024-10-18,928.02099609375,932.75,939.0,895.0999755859375,934.0,937188
2024-10-21,910.46044921875,915.0999755859375,941.7999877929688,913.25,941.0999755859375,456858
2024-10-22,869.9668579101562,874.4000244140625,924.4000244140625,866.3499755859375,919.5999755859375,908807
2024-10-23,942.845458984375,947.6500244140625,967.1500244140625,877.5499877929688,880.0,2572464
2024-10-24,929.71240234375,934.4500122070312,984.4000244140625,925.0,937.9500122070312,1588254
2024-10-25,942.9449462890625,947.75,1034.949951171875,938.5499877929688,972.0,8267621
2024-10-28,899.0187377929688,903.5999755859375,958.2999877929688,900.0,948.3499755859375,2550764
2024-10-29,916.7285766601562,921.4000244140625,927.0,893.75,910.25,1272225
2024-10-30,918.3204345703125,923.0,940.7999877929688,915.0999755859375,922.5999755859375,776661
2024-10-31,962.1470947265625,967.0499877929688,977.5,917.1500244140625,925.75,1342499
2024-11-01,963.2415161132812,968.1500244140625,978.75,965.0,977.7000122070312,113717
2024-11-04,946.2779541015625,951.0999755859375,997.9500122070312,945.0,965.0,1391827
2024-11-05,980.7025146484375,985.7000122070312,992.2999877929688,945.0,950.3499755859375,680909
2024-11-06,994.183837890625,999.25,1007.1500244140625,975.0999755859375,982.9000244140625,841414
2024-11-07,965.380615234375,970.2999877929688,1025.199951171875,964.4000244140625,1003.0,749268
2024-11-08,942.397705078125,947.2000122070312,974.1500244140625,941.0,971.1500244140625,462043
2024-11-11,961.9480590820312,966.8499755859375,1011.9000244140625,939.5999755859375,949.9500122070312,2507372
2024-11-12,978.1654663085938,983.1500244140625,993.5499877929688,959.0499877929688,969.9500122070312,596629
2024-11-13,919.9620971679688,924.6500244140625,952.8499755859375,905.0499877929688,949.0,31406738
2024-11-14,899.416748046875,904.0,944.2999877929688,894.9500122070312,935.0,2880521
2024-11-18,866.7333374023438,871.1500244140625,895.0,833.6500244140625,895.0,6852378
2024-11-19,860.7637329101562,865.1500244140625,893.5499877929688,854.3499755859375,875.0,2334072
2024-11-21,861.6591186523438,866.0499877929688,870.0,850.1500244140625,863.0,1187503
2024-11-22,850.2671508789062,854.5999755859375,871.1500244140625,829.5,866.0,2908364
2024-11-25,861.9078979492188,866.2999877929688,878.2999877929688,851.0999755859375,868.0,1222413
2024-11-26,855.1920776367188,859.5499877929688,872.5999755859375,849.7000122070312,866.2999877929688,993400
2024-11-27,872.0064086914062,876.4500122070312,888.0,859.0,868.4500122070312,955793
2024-11-28,878.9212036132812,883.4000244140625,895.75,867.75,876.4500122070312,941561
2024-11-29,887.1791381835938,891.7000122070312,893.7000122070312,870.5499877929688,891.2000122070312,757819
2024-12-02,879.5181274414062,884.0,891.7000122070312,867.8499755859375,891.7000122070312,754299
2024-12-03,880.4633178710938,884.9500122070312,896.8499755859375,875.5499877929688,884.0,666578
2024-12-04,909.6148071289062,914.25,918.7000122070312,896.0,899.0,1975955
2024-12-05,938.3184814453125,943.0999755859375,948.7000122070312,919.5999755859375,920.0,2786248
2024-12-06,958.2669067382812,963.1500244140625,968.7999877929688,932.8499755859375,945.0,1498697
2024-12-09,954.4363403320312,959.2999877929688,976.6500244140625,948.8499755859375,967.7999877929688,989760
2024-12-10,959.6099853515625,964.5,972.0,945.0499877929688,964.25,1519451
2024-12-11,935.134765625,939.9000244140625,972.5,935.2000122070312,965.0,987570
2024-12-12,923.245361328125,927.9500122070312,948.2999877929688,918.5,939.9000244140625,1514984
2024-12-13,929.3641357421875,934.0999755859375,934.8499755859375,913.2999877929688,927.9500122070312,1014405
2024-12-16,917.0767822265625,921.75,939.5499877929688,918.8499755859375,934.2000122070312,429931
2024-12-17,884.8908081054688,889.4000244140625,921.5999755859375,884.0499877929688,920.0,750809
2024-12-18,868.5739135742188,873.0,892.7999877929688,869.0,892.7999877929688,542529
2024-12-19,867.678466796875,872.0999755859375,885.6500244140625,851.8499755859375,862.5,723286
2024-12-20,864.4449462890625,868.8499755859375,878.9500122070312,843.2000122070312,873.0,1401273
2024-12-23,838.67626953125,842.9500122070312,882.5,838.0,872.75,600296
2024-12-24,842.45703125,846.75,852.0,828.0999755859375,850.5999755859375,845278
2024-12-26,846.0885009765625,850.4000244140625,866.0,838.0999755859375,858.9500122070312,1312848
2024-12-27,846.6854248046875,851.0,872.9500122070312,842.2999877929688,847.0,834404
2024-12-30,865.2906494140625,869.7000122070312,880.9500122070312,835.5999755859375,850.0,887509
2024-12-31,873.2501220703125,877.7000122070312,882.25,847.0999755859375,864.9000244140625,872609
2025-01-01,903.4959106445312,908.0999755859375,913.9500122070312,873.2999877929688,879.0,1010878
2025-01-02,920.1112670898438,924.7999877929688,933.8499755859375,896.9000244140625,908.0,1247257
2025-01-03,921.9519653320312,926.6500244140625,939.7999877929688,922.0,925.5,647982
2025-01-06,892.6015014648438,897.1500244140625,925.4500122070312,878.2000122070312,920.0,1283268
2025-01-07,881.1099853515625,885.5999755859375,903.0499877929688,880.0,897.0,735772
2025-01-08,869.4693603515625,873.9000244140625,891.0499877929688,860.0,890.0,658333
2025-01-09,886.2339477539062,890.75,900.25,870.0999755859375,875.9500122070312,917668
2025-01-10,850.963623046875,855.2999877929688,892.25,842.5,891.7999877929688,1138903
2025-01-13,805.29638671875,809.4000244140625,855.2999877929688,797.0,855.2999877929688,1655083
2025-01-14,836.6864013671875,840.9500122070312,853.9500122070312,817.5,823.0,751004
2025-01-15,852.2570190429688,856.5999755859375,862.0,832.8499755859375,836.0,412015
2025-01-16,891.059326171875,895.5999755859375,899.5999755859375,856.5999755859375,856.7000122070312,657986
2025-01-17,899.3172607421875,903.9000244140625,914.4000244140625,882.5,894.0,574185
2025-01-20,907.8239135742188,912.4500122070312,919.0999755859375,894.7999877929688,910.8499755859375,391347
2025-01-21,893.9446411132812,898.5,935.7999877929688,890.4000244140625,923.4000244140625,619377
2025-01-22,906.8289794921875,911.4500122070312,935.0,846.9000244140625,935.0,5778917
2025-01-23,879.2694091796875,883.75,907.2000122070312,875.5999755859375,906.7000122070312,1248016
2025-01-24,859.0225830078125,863.4000244140625,884.6500244140625,851.0999755859375,880.9500122070312,1216979
2025-01-27,809.1765747070312,813.2999877929688,860.0,776.2000122070312,860.0,2477977
2025-01-28,838.7757568359375,843.0499877929688,862.0,791.1500244140625,816.9500122070312,2026691
2025-01-29,866.7333374023438,871.1500244140625,876.2999877929688,827.4500122070312,833.25,536749
2025-01-30,857.3312377929688,861.7000122070312,882.5499877929688,851.0,875.0,804099
2025-01-31,873.74755859375,878.2000122070312,887.0,854.0,866.2000122070312,581299
2025-02-01,889.417724609375,893.9500122070312,921.75,873.5999755859375,890.0,864269
2025-02-03,875.43896484375,879.9000244140625,896.0,871.75,887.7999877929688,568504
2025-02-04,864.4449462890625,868.8499755859375,887.5,858.0,885.1500244140625,781683
2025-02-05,896.28271484375,900.8499755859375,908.8499755859375,870.4000244140625,872.1500244140625,657460
2025-02-06,902.4015502929688,907.0,916.1500244140625,895.8499755859375,906.0,614108
2025-02-07,884.343505859375,888.8499755859375,929.0,881.0,916.0,957992
2025-02-10,862.1068725585938,866.5,892.5,858.0499877929688,888.8499755859375,519165
2025-02-11,826.339111328125,830.5499877929688,863.9500122070312,825.5,853.5,618035
2025-02-12,814.5492553710938,818.7000122070312,830.4500122070312,787.0,825.0,1214221
2025-02-13,802.0628662109375,806.1500244140625,843.2999877929688,802.6500244140625,820.75,717399
2025-02-14,788.6810302734375,792.7000122070312,816.9500122070312,777.7000122070312,812.0,830097
2025-02-17,777.2890625,781.25,806.9000244140625,768.0499877929688,792.5999755859375,1015154
2025-02-18,796.2424926757812,800.2999877929688,803.0,770.0999755859375,787.5,612166
2025-02-19,806.7887573242188,810.9000244140625,824.75,791.0,796.3499755859375,409760
2025-02-20,822.4589233398438,826.6500244140625,829.9500122070312,805.0499877929688,810.9000244140625,320074
2025-02-21,800.6201782226562,804.7000122070312,845.0,800.5999755859375,829.7999877929688,588597
2025-02-24,784.9998168945312,789.0,799.0,780.7000122070312,797.75,665712
2025-02-25,788.18359375,792.2000122070312,801.6500244140625,784.0499877929688,790.9000244140625,444917
2025-02-27,780.7216186523438,784.7000122070312,799.4000244140625,772.0,798.0,542940
2025-02-28,759.4797973632812,763.3499755859375,781.1500244140625,746.7000122070312,779.0,1032385
2025-03-03,762.1661376953125,766.0499877929688,775.6500244140625,754.2000122070312,768.0,912198
2025-03-04,781.5175170898438,785.5,794.4000244140625,751.2000122070312,755.0499877929688,1076681
2025-03-05,800.918701171875,805.0,807.0,778.0999755859375,786.0,593805
2025-03-06,814.0020141601562,818.1500244140625,829.5499877929688,796.8499755859375,815.0,885709
2025-03-07,814.0517578125,818.2000122070312,827.8499755859375,805.0999755859375,816.2999877929688,453549
2025-03-10,782.8109130859375,786.7999877929688,833.5,783.4000244140625,818.2999877929688,718763
2025-03-11,787.6860961914062,791.7000122070312,800.0499877929688,775.0,786.7999877929688,532211
2025-03-12,796.93896484375,801.0,835.5,795.4000244140625,797.4000244140625,1568571
2025-03-13,799.3765258789062,803.4500122070312,822.2000122070312,794.7999877929688,800.0,550745
2025-03-17,797.0384521484375,801.0999755859375,823.5499877929688,798.0,803.4500122070312,351286
2025-03-18,797.0384521484375,801.0999755859375,801.0999755859375,801.0999755859375,801.0999755859375,0
2025-03-19,829.6223754882812,833.8499755859375,840.4500122070312,813.5,819.0,763110
2025-03-20,821.8619384765625,826.0499877929688,847.9000244140625,820.5,841.5,716176
2025-03-21,856.4357299804688,860.7999877929688,867.25,823.4500122070312,830.2000122070312,1153927
2025-03-24,868.524169921875,872.9500122070312,879.0,861.0,867.0,776046
2025-03-25,866.23583984375,870.6500244140625,890.0999755859375,846.0,885.0,1182877
2025-03-26,847.6306762695312,851.9500122070312,876.2999877929688,850.0,873.5,398535
2025-03-27,866.5840454101562,871.0,877.7999877929688,850.0999755859375,856.0999755859375,538892
2025-03-28,877.0308227539062,881.5,902.0499877929688,870.5999755859375,882.0,1806791
2025-04-01,868.4246215820312,872.8499755859375,882.75,854.9000244140625,880.0,648771
2025-04-02,912.4005737304688,917.0499877929688,924.4500122070312,868.25,872.9000244140625,1485416
2025-04-03,932.6474609375,937.4000244140625,955.6500244140625,901.5499877929688,916.0,1946318
2025-04-04,944.6363525390625,949.4500122070312,965.0,929.5999755859375,937.4000244140625,4290106
2025-04-07,918.9671630859375,923.6500244140625,926.2000122070312,854.5,879.5499877929688,2569743
2025-04-08,959.2120361328125,964.0999755859375,979.0,948.0499877929688,957.0,3280259
2025-04-09,918.4696655273438,923.1500244140625,966.9500122070312,919.0,964.0999755859375,1358950
2025-04-11,974.4345092773438,979.4000244140625,984.0,925.2999877929688,947.0,1882892
2025-04-15,965.8780517578125,970.7999877929688,999.0,964.75,999.0,1110391
2025-04-16,996.6213989257812,1001.7000122070312,1006.5,972.0499877929688,975.0,1622278
2025-04-17,985.62744140625,990.6500244140625,1013.4000244140625,988.0999755859375,1002.0,1217903
2025-04-21,1001.6458129882812,1006.75,1010.0,989.8499755859375,996.0,1167753
2025-04-22,989.9056396484375,994.9500122070312,1015.0,990.0,1015.0,928624
