date_,adj close_balkrisind.ns,close_balkrisind.ns,high_balkrisind.ns,low_balkrisind.ns,open_balkrisind.ns,volume_balkrisind.ns
2024-02-27,2265.947021484375,2289.25,2315.199951171875,2277.25,2294.800048828125,177543
2024-02-28,2206.508056640625,2229.199951171875,2299.75,2218.0,2289.25,282334
2024-02-29,2206.260498046875,2228.949951171875,2240.0,2194.5,2229.0,478956
2024-03-01,2227.9375,2250.85009765625,2263.39990234375,2210.050048828125,2241.85009765625,1018688
2024-03-04,2215.56494140625,2238.35009765625,2269.800048828125,2233.10009765625,2269.800048828125,351156
2024-03-05,2248.72412109375,2271.85009765625,2324.0,2234.0,2234.0,586091
2024-03-06,2258.374755859375,2281.60009765625,2287.0,2235.300048828125,2281.800048828125,272361
2024-03-07,2244.071533203125,2267.14990234375,2290.0,2259.0,2280.0,137523
2024-03-11,2223.780029296875,2246.64990234375,2263.85009765625,2193.800048828125,2250.0,863296
2024-03-12,2320.535400390625,2344.39990234375,2358.0,2234.0,2237.85009765625,1134190
2024-03-13,2262.13623046875,2285.39990234375,2378.800048828125,2270.5,2363.949951171875,634895
2024-03-14,2244.66552734375,2267.75,2293.050048828125,2212.800048828125,2260.0,402650
2024-03-15,2243.92333984375,2267.0,2286.14990234375,2233.0,2252.5,282792
2024-03-18,2237.3408203125,2260.35009765625,2279.89990234375,2233.0,2262.5,285308
2024-03-19,2261.2451171875,2284.5,2300.0,2246.199951171875,2260.35009765625,365379
2024-03-20,2257.186767578125,2280.39990234375,2323.0,2248.10009765625,2290.949951171875,206430
2024-03-21,2286.0400390625,2309.550048828125,2322.89990234375,2274.35009765625,2284.60009765625,256352
2024-03-22,2252.881103515625,2276.050048828125,2312.949951171875,2259.35009765625,2305.0,312564
2024-03-26,2243.32958984375,2266.39990234375,2288.949951171875,2253.0,2272.0,146934
2024-03-27,2267.530517578125,2290.85009765625,2312.949951171875,2255.39990234375,2274.800048828125,264660
2024-03-28,2293.7607421875,2317.35009765625,2333.0,2275.0,2307.39990234375,271784
2024-04-01,2261.492431640625,2284.75,2337.550048828125,2281.64990234375,2320.949951171875,308787
2024-04-02,2308.706787109375,2332.449951171875,2346.0,2284.0,2298.0,263542
2024-04-03,2294.50341796875,2318.10009765625,2354.35009765625,2310.550048828125,2329.0,224993
2024-04-04,2318.902099609375,2342.75,2357.89990234375,2319.699951171875,2334.949951171875,460684
2024-04-05,2380.023681640625,2404.5,2417.0,2312.0,2349.0,553111
2024-04-08,2416.894287109375,2441.75,2450.85009765625,2399.0,2427.5,452062
2024-04-09,2408.728271484375,2433.5,2461.5,2414.550048828125,2445.60009765625,374663
2024-04-10,2394.425537109375,2419.050048828125,2472.300048828125,2403.60009765625,2437.449951171875,253135
2024-04-12,2368.6904296875,2393.050048828125,2433.550048828125,2385.39990234375,2414.85009765625,621524
2024-04-15,2363.147216796875,2387.449951171875,2402.0,2335.10009765625,2347.0,117328
2024-04-16,2328.156982421875,2352.10009765625,2394.949951171875,2345.0,2380.0,110919
2024-04-18,2310.587646484375,2334.35009765625,2389.199951171875,2326.25,2355.0,179830
2024-04-19,2324.49462890625,2348.39990234375,2355.699951171875,2265.300048828125,2320.0,162894
2024-04-22,2343.25146484375,2367.35009765625,2392.14990234375,2341.25,2367.0,107992
2024-04-23,2321.27783203125,2345.14990234375,2379.89990234375,2332.5,2379.89990234375,431125
2024-04-24,2308.95458984375,2332.699951171875,2349.949951171875,2311.0,2341.10009765625,346795
2024-04-25,2366.413818359375,2390.75,2405.0,2312.550048828125,2342.75,426499
2024-04-26,2351.61572265625,2375.800048828125,2401.550048828125,2360.699951171875,2396.85009765625,263222
2024-04-29,2371.610107421875,2396.0,2410.0,2362.10009765625,2380.949951171875,272166
2024-04-30,2405.165283203125,2429.89990234375,2478.0,2398.0,2398.64990234375,378091
2024-05-02,2435.5029296875,2460.550048828125,2467.0,2427.14990234375,2439.949951171875,183928
2024-05-03,2419.666015625,2444.550048828125,2474.5,2423.0,2461.300048828125,325984
2024-05-06,2440.600341796875,2465.699951171875,2474.39990234375,2427.199951171875,2454.550048828125,269106
2024-05-07,2419.121826171875,2444.0,2490.0,2402.0,2478.0,574612
2024-05-08,2443.322509765625,2468.449951171875,2479.0,2417.550048828125,2450.0,281864
2024-05-09,2416.201416015625,2441.050048828125,2489.949951171875,2431.0,2476.0,389824
2024-05-10,2452.52783203125,2477.75,2488.60009765625,2417.050048828125,2441.0,265916
2024-05-13,2447.62841796875,2472.800048828125,2489.449951171875,2427.0,2475.199951171875,160684
2024-05-14,2462.327392578125,2487.64990234375,2518.0,2462.39990234375,2472.800048828125,354234
2024-05-15,2490.982666015625,2516.60009765625,2528.0,2475.5,2495.0,285072
2024-05-16,2565.318359375,2591.699951171875,2599.0,2515.800048828125,2525.0,422441
2024-05-17,2637.42626953125,2664.550048828125,2674.0,2590.300048828125,2599.949951171875,795308
2024-05-21,3021.625244140625,3052.699951171875,3174.300048828125,2866.39990234375,2898.0,3398051
2024-05-22,3081.806396484375,3113.5,3164.75,3030.5,3051.89990234375,1357297
2024-05-23,3021.773681640625,3052.85009765625,3128.949951171875,3043.60009765625,3112.800048828125,438393
2024-05-24,3012.86572265625,3043.85009765625,3105.85009765625,3001.699951171875,3046.0,488048
2024-05-27,3070.373779296875,3101.949951171875,3114.0,2996.5,3054.85009765625,383275
2024-05-28,3067.998291015625,3099.550048828125,3121.699951171875,3058.35009765625,3109.0,211945
2024-05-29,3067.701416015625,3099.25,3120.0,3066.60009765625,3096.949951171875,275707
2024-05-30,3059.832275390625,3091.300048828125,3145.0,3069.14990234375,3100.0,277774
2024-05-31,3019.00244140625,3050.050048828125,3115.5,3022.0,3100.0,832453
2024-06-03,3018.853515625,3049.89990234375,3138.949951171875,3040.0,3138.949951171875,462034
2024-06-04,2868.0546875,2897.550048828125,3040.85009765625,2779.949951171875,3024.949951171875,1011350
2024-06-05,3091.20947265625,3123.0,3142.89990234375,2907.85009765625,2920.0,417163
2024-06-06,3076.857177734375,3108.5,3155.0,3075.5,3119.0,282371
2024-06-07,3169.306396484375,3201.89990234375,3226.85009765625,3105.050048828125,3120.0,513847
2024-06-10,3217.4609375,3250.550048828125,3267.75,3184.550048828125,3235.0,453385
2024-06-11,3180.64013671875,3213.35009765625,3283.5,3201.0,3253.64990234375,341546
2024-06-12,3176.531982421875,3209.199951171875,3248.199951171875,3198.0,3245.39990234375,149694
2024-06-13,3157.5771484375,3190.050048828125,3244.949951171875,3182.14990234375,3223.050048828125,207395
2024-06-14,3207.61279296875,3240.60009765625,3256.64990234375,3175.0,3220.0,142332
2024-06-18,3311.5439453125,3345.60009765625,3362.0,3240.60009765625,3240.60009765625,470456
2024-06-19,3256.114013671875,3289.60009765625,3363.949951171875,3276.75,3363.949951171875,410371
2024-06-20,3288.48095703125,3322.300048828125,3332.39990234375,3249.050048828125,3289.0,189573
2024-06-21,3185.341796875,3218.10009765625,3320.89990234375,3202.64990234375,3320.89990234375,332444
2024-06-24,3190.19189453125,3223.0,3239.0,3162.10009765625,3201.050048828125,210892
2024-06-25,3152.23193359375,3184.64990234375,3239.0,3168.75,3210.0,128516
2024-06-26,3143.17529296875,3175.5,3215.050048828125,3147.949951171875,3180.0,367983
2024-06-27,3167.17822265625,3199.75,3212.5,3147.0,3199.89990234375,462919
2024-06-28,3196.130859375,3229.0,3254.199951171875,3179.89990234375,3199.75,254300
2024-07-01,3158.41845703125,3190.89990234375,3248.85009765625,3184.0,3239.89990234375,172686
2024-07-02,3097.7919921875,3129.64990234375,3199.449951171875,3119.75,3180.0,279208
2024-07-03,3080.61865234375,3112.300048828125,3167.10009765625,3087.699951171875,3148.0,350920
2024-07-04,3115.757080078125,3147.800048828125,3165.0,3091.60009765625,3116.0,115820
2024-07-05,3149.156494140625,3177.5,3195.0,3132.050048828125,3148.0,122584
2024-07-08,3137.610595703125,3165.85009765625,3210.0,3110.0,3188.0,362156
2024-07-09,3159.414306640625,3187.85009765625,3200.0,3122.85009765625,3164.949951171875,362892
2024-07-10,3149.65185546875,3178.0,3209.0,3123.050048828125,3209.0,156173
2024-07-11,3121.802734375,3149.89990234375,3198.0,3140.0,3198.0,126876
2024-07-12,3095.043701171875,3122.89990234375,3180.0,3111.10009765625,3155.0,196245
2024-07-15,3127.94775390625,3156.10009765625,3179.25,3094.199951171875,3128.0,737446
2024-07-16,3086.42138671875,3114.199951171875,3165.699951171875,3100.449951171875,3159.300048828125,354447
2024-07-18,3141.62451171875,3169.89990234375,3178.0,3091.10009765625,3120.0,1028345
2024-07-19,3111.644287109375,3139.64990234375,3169.89990234375,3094.39990234375,3169.89990234375,311203
2024-07-22,3135.429931640625,3163.64990234375,3195.0,3103.85009765625,3106.300048828125,186323
2024-07-23,3146.43115234375,3174.75,3185.39990234375,3046.050048828125,3145.0,391870
2024-07-24,3108.472412109375,3136.449951171875,3184.949951171875,3123.25,3174.75,93541
2024-07-25,3132.754150390625,3160.949951171875,3171.949951171875,3090.699951171875,3134.449951171875,209481
2024-07-26,3250.841796875,3280.10009765625,3300.0,3163.60009765625,3165.10009765625,431978
2024-07-29,3275.667724609375,3305.14990234375,3315.0,3241.5,3296.0,416452
2024-07-30,3231.6640625,3260.75,3327.85009765625,3254.050048828125,3306.0,159736
2024-07-31,3293.65625,3323.300048828125,3352.75,3275.199951171875,3275.199951171875,300188
2024-08-01,3316.0048828125,3345.85009765625,3375.0,3321.0,3322.0,266017
2024-08-02,3262.982421875,3292.35009765625,3370.0,3275.85009765625,3329.75,167969
2024-08-05,3127.402587890625,3155.550048828125,3240.0,3128.050048828125,3200.050048828125,292270
2024-08-06,3122.843505859375,3150.949951171875,3228.85009765625,3135.199951171875,3156.5,424685
2024-08-07,3181.02001953125,3209.64990234375,3225.10009765625,3172.89990234375,3172.89990234375,214676
2024-08-08,3100.345947265625,3128.25,3210.0,3104.0,3204.0,328216
2024-08-09,3031.6640625,3058.949951171875,3167.949951171875,3013.550048828125,3150.0,334503
2024-08-12,2819.275634765625,2844.64990234375,2989.89990234375,2753.050048828125,2974.050048828125,1703248
2024-08-13,2755.995361328125,2780.800048828125,2866.800048828125,2761.0,2866.75,389574
2024-08-14,2756.63916015625,2781.449951171875,2812.550048828125,2761.60009765625,2799.050048828125,209425
2024-08-16,2807.283447265625,2832.550048828125,2837.699951171875,2786.300048828125,2794.949951171875,155757
2024-08-19,2777.3037109375,2802.300048828125,2847.39990234375,2796.050048828125,2842.550048828125,182764
2024-08-20,2820.228759765625,2841.550048828125,2857.89990234375,2806.35009765625,2806.5,230637
2024-08-21,2823.50439453125,2844.85009765625,2857.800048828125,2819.60009765625,2841.550048828125,215462
2024-08-22,2848.26708984375,2869.800048828125,2874.35009765625,2836.0,2860.0,120508
2024-08-23,2831.741943359375,2853.14990234375,2912.14990234375,2846.0,2872.85009765625,209028
2024-08-26,2839.185546875,2860.64990234375,2875.300048828125,2836.75,2860.199951171875,89686
2024-08-27,2799.932373046875,2821.10009765625,2863.85009765625,2803.050048828125,2851.5,229411
2024-08-28,2799.287353515625,2820.449951171875,2836.949951171875,2806.050048828125,2835.14990234375,371026
2024-08-29,2830.302490234375,2851.699951171875,2865.85009765625,2800.050048828125,2820.449951171875,309827
2024-08-30,2808.517578125,2829.75,2880.0,2821.10009765625,2867.0,294445
2024-09-02,2873.724609375,2895.449951171875,2915.0,2834.85009765625,2834.85009765625,341410
2024-09-03,2904.14453125,2926.10009765625,2940.0,2870.0,2917.10009765625,523409
2024-09-04,2932.72802734375,2954.89990234375,2960.0,2890.10009765625,2916.199951171875,390368
2024-09-05,2935.358642578125,2957.550048828125,2979.0,2945.10009765625,2976.75,278379
2024-09-06,2951.38720703125,2973.699951171875,2988.0,2934.10009765625,2960.0,282058
2024-09-09,2950.394775390625,2972.699951171875,2985.449951171875,2927.75,2979.89990234375,118553
2024-09-10,3054.259765625,3077.35009765625,3100.0,2970.60009765625,2984.949951171875,352228
2024-09-11,3040.464111328125,3063.449951171875,3098.800048828125,3053.0,3081.0,230572
2024-09-12,3086.86328125,3110.199951171875,3114.0,3065.39990234375,3066.0,146885
2024-09-13,3086.3173828125,3109.64990234375,3119.39990234375,3091.64990234375,3114.0,230976
2024-09-16,3046.716552734375,3069.75,3124.449951171875,3053.550048828125,3109.60009765625,112050
2024-09-17,3052.919677734375,3076.0,3091.89990234375,3025.550048828125,3075.0,79109
2024-09-18,3012.773681640625,3035.550048828125,3087.85009765625,3014.60009765625,3076.0,189021
2024-09-19,3066.8642578125,3090.050048828125,3101.0,3026.85009765625,3040.0,144376
2024-09-20,3054.805419921875,3077.89990234375,3125.0,3058.0,3099.050048828125,195270
2024-09-23,3105.96875,3129.449951171875,3155.800048828125,3068.550048828125,3095.0,134339
2024-09-24,3096.787841796875,3120.199951171875,3135.10009765625,3100.10009765625,3128.0,219838
2024-09-25,3008.75341796875,3031.5,3130.85009765625,3015.14990234375,3120.050048828125,258276
2024-09-26,2990.739990234375,3013.35009765625,3048.5,2974.0,3037.5,481194
2024-09-27,3019.86962890625,3042.699951171875,3084.75,2982.35009765625,2982.35009765625,197281
2024-09-30,3027.263671875,3050.14990234375,3060.0,2985.0,3035.0,238611
2024-10-01,3039.124267578125,3062.10009765625,3105.449951171875,3030.0,3050.14990234375,387160
2024-10-03,2942.504638671875,2964.75,3053.14990234375,2950.0,3028.199951171875,390760
2024-10-04,2838.093994140625,2859.550048828125,2986.949951171875,2847.14990234375,2964.75,189359
2024-10-07,2793.084228515625,2814.199951171875,2896.0,2799.0,2859.550048828125,217603
2024-10-08,2981.807373046875,3004.35009765625,3033.949951171875,2779.0,2837.0,671184
2024-10-09,3015.849853515625,3038.64990234375,3059.800048828125,2965.0,2985.10009765625,375908
2024-10-10,3036.89111328125,3059.85009765625,3069.0,3018.0,3037.0,237013
2024-10-11,3000.71435546875,3023.39990234375,3080.199951171875,2982.39990234375,3065.85009765625,194685
2024-10-14,2956.25048828125,2978.60009765625,3048.800048828125,2967.35009765625,3040.199951171875,87636
2024-10-15,3005.478271484375,3028.199951171875,3034.25,2973.199951171875,2991.10009765625,171020
2024-10-16,3004.6845703125,3027.39990234375,3035.85009765625,2980.949951171875,3012.050048828125,316759
2024-10-17,2948.45947265625,2970.75,3027.300048828125,2945.199951171875,3027.300048828125,98754
2024-10-18,2976.14990234375,2998.64990234375,3013.10009765625,2926.449951171875,2959.0,64462
2024-10-21,2947.268798828125,2969.550048828125,3024.800048828125,2961.75,3000.0,66257
2024-10-22,2934.31640625,2956.5,2989.75,2929.0,2962.0,152063
2024-10-23,2923.002197265625,2945.10009765625,2969.0,2915.10009765625,2950.0,104177
2024-10-24,2917.8408203125,2939.89990234375,2967.199951171875,2910.050048828125,2945.14990234375,143709
2024-10-25,2885.733642578125,2907.550048828125,2961.949951171875,2880.0,2939.89990234375,199209
2024-10-28,2905.831787109375,2927.800048828125,2979.949951171875,2850.0,2885.10009765625,210522
2024-10-29,2878.786376953125,2900.550048828125,2957.550048828125,2849.050048828125,2930.0,239175
2024-10-30,2858.8369140625,2880.449951171875,2914.800048828125,2858.5,2901.050048828125,165386
2024-10-31,2820.07568359375,2837.449951171875,2883.14990234375,2821.64990234375,2880.449951171875,189753
2024-11-01,2836.077392578125,2853.550048828125,2866.300048828125,2835.0,2861.550048828125,5866
2024-11-04,2774.009765625,2791.10009765625,2858.0,2786.0,2853.60009765625,104527
2024-11-05,2775.599853515625,2792.699951171875,2819.89990234375,2745.5,2791.10009765625,198349
2024-11-06,2852.07861328125,2869.64990234375,2882.35009765625,2799.85009765625,2799.89990234375,105834
2024-11-07,2849.04736328125,2866.60009765625,2893.300048828125,2849.0,2850.5,113236
2024-11-08,2811.727294921875,2829.050048828125,2870.0,2815.0,2860.0,87623
2024-11-11,2765.51220703125,2782.550048828125,2877.949951171875,2770.35009765625,2826.199951171875,137581
2024-11-12,2725.45849609375,2742.25,2823.14990234375,2730.0,2794.0,96922
2024-11-13,2636.45703125,2652.699951171875,2746.25,2644.35009765625,2715.0,683520
2024-11-14,2721.93017578125,2738.699951171875,2760.0,2661.14990234375,2675.0,259506
2024-11-18,2729.930908203125,2746.75,2769.949951171875,2719.949951171875,2724.75,95252
2024-11-19,2752.69091796875,2769.64990234375,2811.949951171875,2729.14990234375,2730.5,112631
2024-11-21,2705.282958984375,2721.949951171875,2764.5,2711.64990234375,2764.5,137138
2024-11-22,2750.35546875,2767.300048828125,2775.89990234375,2712.10009765625,2730.60009765625,51770
2024-11-25,2728.937255859375,2745.75,2804.85009765625,2735.0,2786.39990234375,542821
2024-11-26,2745.53515625,2762.449951171875,2795.0,2746.5,2751.0,109810
2024-11-27,2719.594970703125,2736.35009765625,2759.949951171875,2709.64990234375,2752.550048828125,175045
2024-11-28,2701.307373046875,2717.949951171875,2760.64990234375,2688.0,2747.050048828125,350475
2024-11-29,2763.126708984375,2780.14990234375,2794.949951171875,2709.0,2723.199951171875,358331
2024-12-02,2797.71337890625,2814.949951171875,2823.14990234375,2767.300048828125,2775.0,112519
2024-12-03,2824.796630859375,2842.199951171875,2852.5,2807.0,2835.0,156803
2024-12-04,2858.141357421875,2875.75,2899.0,2843.64990234375,2852.949951171875,265662
2024-12-05,2821.7158203125,2839.10009765625,2901.25,2823.0,2894.0,200966
2024-12-06,2789.51416015625,2806.699951171875,2845.85009765625,2801.0,2839.10009765625,124949
2024-12-09,2840.30126953125,2857.800048828125,2894.5,2682.050048828125,2800.14990234375,259452
2024-12-10,2801.83837890625,2819.10009765625,2869.449951171875,2801.050048828125,2861.25,164762
2024-12-11,2803.130126953125,2820.39990234375,2848.5,2812.050048828125,2819.10009765625,78310
2024-12-12,2796.22265625,2813.449951171875,2831.949951171875,2790.10009765625,2820.0,323402
2024-12-13,2837.369384765625,2854.85009765625,2860.89990234375,2797.0,2800.199951171875,151666
2024-12-16,2846.6123046875,2864.14990234375,2884.0,2837.5,2837.5,197693
2024-12-17,2791.25341796875,2808.449951171875,2880.0,2802.0,2874.0,130327
2024-12-18,2813.814453125,2831.14990234375,2840.0,2788.5,2804.85009765625,82709
2024-12-19,2802.23583984375,2819.5,2824.0,2761.64990234375,2814.14990234375,288316
2024-12-20,2772.966064453125,2790.050048828125,2852.550048828125,2768.5,2820.89990234375,311015
2024-12-23,2799.502685546875,2816.75,2841.0,2768.64990234375,2808.0,208021
2024-12-24,2791.94921875,2809.14990234375,2843.949951171875,2775.050048828125,2816.75,108820
2024-12-26,2807.40380859375,2824.699951171875,2832.300048828125,2790.0,2800.0,176683
2024-12-27,2845.96630859375,2863.5,2892.0,2825.0,2829.89990234375,189148
2024-12-30,2833.79150390625,2851.25,2891.5,2835.10009765625,2869.949951171875,248102
2024-12-31,2892.281005859375,2910.10009765625,2916.949951171875,2832.25,2858.0,243400
2025-01-01,2855.8056640625,2873.39990234375,2928.0,2861.050048828125,2919.75,139805
2025-01-02,2874.093017578125,2891.800048828125,2900.0,2835.75,2873.39990234375,166636
2025-01-03,2801.4404296875,2818.699951171875,2915.85009765625,2800.0,2898.449951171875,182657
2025-01-06,2706.525634765625,2723.199951171875,2834.949951171875,2710.699951171875,2826.800048828125,125879
2025-01-07,2721.78125,2738.550048828125,2758.699951171875,2710.85009765625,2723.199951171875,72013
2025-01-08,2756.914794921875,2773.89990234375,2795.550048828125,2641.949951171875,2738.14990234375,313590
2025-01-09,2762.03369140625,2779.050048828125,2787.199951171875,2754.550048828125,2759.0,110398
2025-01-10,2715.91748046875,2732.64990234375,2783.050048828125,2721.60009765625,2771.0,150365
2025-01-13,2579.855712890625,2595.75,2719.75,2585.050048828125,2700.0,85981
2025-01-14,2688.78466796875,2705.35009765625,2723.050048828125,2610.0,2612.0,240699
2025-01-15,2663.887939453125,2680.300048828125,2743.85009765625,2675.0,2721.449951171875,108563
2025-01-16,2708.612548828125,2725.300048828125,2731.64990234375,2658.60009765625,2703.300048828125,238405
2025-01-17,2689.28173828125,2705.85009765625,2729.89990234375,2684.0,2725.300048828125,125847
2025-01-20,2704.835693359375,2721.5,2731.949951171875,2647.699951171875,2720.0,129653
2025-01-21,2665.18017578125,2681.60009765625,2824.0,2666.800048828125,2721.5,497006
2025-01-22,2691.86572265625,2708.449951171875,2719.0,2645.199951171875,2669.0,309114
2025-01-23,2712.1904296875,2728.89990234375,2765.949951171875,2664.050048828125,2690.0,67208
2025-01-24,2635.960205078125,2652.199951171875,2739.75,2630.10009765625,2728.89990234375,310533
2025-01-27,2548.9462890625,2564.64990234375,2742.199951171875,2545.64990234375,2671.25,585706
2025-01-28,2689.579833984375,2706.14990234375,2758.699951171875,2593.5,2602.050048828125,1213880
2025-01-29,2720.34033203125,2737.10009765625,2750.0,2682.5,2690.0,234076
2025-01-30,2751.79248046875,2764.699951171875,2775.0,2708.050048828125,2737.10009765625,131284
2025-01-31,2758.312255859375,2771.25,2786.89990234375,2748.60009765625,2768.949951171875,175591
2025-02-01,2740.94384765625,2753.800048828125,2816.75,2710.0,2775.699951171875,163099
2025-02-03,2718.100830078125,2730.85009765625,2770.14990234375,2681.0,2754.949951171875,72927
2025-02-04,2762.34326171875,2775.300048828125,2822.300048828125,2734.699951171875,2749.949951171875,191141
2025-02-05,2811.711669921875,2824.89990234375,2838.550048828125,2741.0,2775.300048828125,179435
2025-02-06,2749.70263671875,2762.60009765625,2839.949951171875,2750.050048828125,2837.449951171875,80327
2025-02-07,2706.455322265625,2719.14990234375,2764.949951171875,2685.050048828125,2753.35009765625,102316
2025-02-10,2657.485107421875,2669.949951171875,2741.949951171875,2657.199951171875,2741.949951171875,84051
2025-02-11,2640.763427734375,2653.14990234375,2667.800048828125,2620.89990234375,2667.800048828125,137041
2025-02-12,2625.68408203125,2638.0,2652.39990234375,2590.050048828125,2652.39990234375,104575
2025-02-13,2619.0654296875,2631.35009765625,2684.39990234375,2620.14990234375,2640.0,116780
2025-02-14,2612.744873046875,2625.0,2640.0,2591.050048828125,2636.800048828125,118172
2025-02-17,2658.082275390625,2670.550048828125,2678.699951171875,2566.0,2625.0,103825
2025-02-18,2635.6875,2648.050048828125,2700.449951171875,2611.300048828125,2681.0,111918
2025-02-19,2663.05908203125,2675.550048828125,2680.300048828125,2614.550048828125,2640.35009765625,91434
2025-02-20,2709.342041015625,2722.050048828125,2750.0,2666.5,2680.0,163987
2025-02-21,2695.85498046875,2708.5,2738.0,2677.5,2720.0,138341
2025-02-24,2670.175537109375,2682.699951171875,2700.0,2657.25,2700.0,97190
2025-02-25,2666.1943359375,2678.699951171875,2720.35009765625,2665.949951171875,2677.89990234375,214443
2025-02-27,2673.31103515625,2685.85009765625,2717.85009765625,2650.75,2694.0,176216
2025-02-28,2603.4384765625,2615.64990234375,2683.199951171875,2601.25,2671.14990234375,479267
2025-03-03,2570.443359375,2582.5,2640.0,2570.0,2628.0,164139
2025-03-04,2515.102783203125,2526.89990234375,2552.25,2474.85009765625,2551.0,516915
2025-03-05,2485.54150390625,2497.199951171875,2604.449951171875,2485.050048828125,2536.39990234375,396362
2025-03-06,2545.759033203125,2557.699951171875,2567.949951171875,2514.050048828125,2528.0,459239
2025-03-07,2547.650146484375,2559.60009765625,2611.300048828125,2530.050048828125,2562.699951171875,285474
2025-03-10,2543.91796875,2555.85009765625,2600.0,2535.0,2579.64990234375,322788
2025-03-11,2519.97998046875,2531.800048828125,2558.949951171875,2501.0,2554.75,124177
2025-03-12,2532.471435546875,2544.35009765625,2554.10009765625,2495.0,2531.5,219588
2025-03-13,2487.383056640625,2499.050048828125,2559.89990234375,2493.5,2545.60009765625,285875
2025-03-17,2517.143310546875,2528.949951171875,2559.0,2502.699951171875,2502.699951171875,65292
2025-03-18,2517.143310546875,2528.949951171875,2528.949951171875,2528.949951171875,2528.949951171875,0
2025-03-19,2607.4697265625,2619.699951171875,2631.89990234375,2540.050048828125,2568.89990234375,200741
2025-03-20,2588.110595703125,2600.25,2649.0,2583.39990234375,2649.0,119281
2025-03-21,2597.665771484375,2609.85009765625,2633.300048828125,2585.5,2619.89990234375,475457
2025-03-24,2598.213134765625,2610.39990234375,2653.0,2601.0,2630.0,299553
2025-03-25,2553.4228515625,2565.39990234375,2629.85009765625,2552.35009765625,2617.39990234375,239756
2025-03-26,2569.000244140625,2581.050048828125,2599.0,2555.0,2556.0,481573
2025-03-27,2538.343994140625,2550.25,2582.85009765625,2478.5,2539.050048828125,817417
2025-03-28,2542.87255859375,2554.800048828125,2599.89990234375,2540.14990234375,2560.0,237119
2025-04-01,2511.768798828125,2523.550048828125,2584.89990234375,2515.89990234375,2564.0,136364
2025-04-02,2555.115234375,2567.10009765625,2577.64990234375,2511.60009765625,2522.0,179614
2025-04-03,2470.263427734375,2481.85009765625,2538.0,2452.050048828125,2538.0,413289
2025-04-04,2376.9013671875,2388.050048828125,2474.0,2372.39990234375,2460.5,506413
2025-04-07,2262.587158203125,2273.199951171875,2295.0,2152.050048828125,2152.050048828125,718412
2025-04-08,2309.2685546875,2320.10009765625,2332.25,2273.5,2291.0,618936
2025-04-09,2269.952880859375,2280.60009765625,2326.949951171875,2231.550048828125,2325.800048828125,319655
2025-04-11,2326.587158203125,2337.5,2370.0,2312.449951171875,2370.0,345899
