date_,adj close_bls.ns,close_bls.ns,high_bls.ns,low_bls.ns,open_bls.ns,volume_bls.ns
2024-08-30,420.02734375,421.6499938964844,431.04998779296875,418.6000061035156,428.04998779296875,1312158
2024-09-02,426.3031311035156,427.95001220703125,440.0,407.25,416.79998779296875,5015854
2024-09-03,428.09619140625,429.75,435.8999938964844,423.29998779296875,429.6000061035156,2818922
2024-09-04,442.5403747558594,444.25,453.0,416.0,416.0,11783950
2024-09-05,453.7098693847656,454.95001220703125,463.5,442.5,448.3999938964844,7160430
2024-09-06,444.6346740722656,445.8500061035156,457.1000061035156,441.45001220703125,455.1000061035156,3284625
2024-09-09,443.3880615234375,444.6000061035156,450.45001220703125,437.3999938964844,445.8500061035156,2591029
2024-09-10,445.5321960449219,446.75,452.79998779296875,444.5,447.70001220703125,2300847
2024-09-11,437.504150390625,438.70001220703125,449.0,436.3500061035156,447.0,1942018
2024-09-12,456.0035705566406,457.25,463.8999938964844,439.0,440.95001220703125,7021935
2024-09-13,433.96380615234375,435.1499938964844,474.3999938964844,429.0,466.0,8102295
2024-09-16,424.6891784667969,425.8500061035156,440.5,423.1000061035156,437.0,2666427
2024-09-17,407.0873107910156,408.20001220703125,425.8500061035156,407.95001220703125,424.0,20833645
2024-09-18,404.24505615234375,405.3500061035156,417.6000061035156,402.75,410.5,7700385
2024-09-19,390.73199462890625,391.79998779296875,413.5,387.6000061035156,407.95001220703125,4123115
2024-09-20,388.7873229980469,389.8500061035156,397.04998779296875,386.54998779296875,394.45001220703125,3075998
2024-09-23,391.7791442871094,392.8500061035156,396.95001220703125,390.6499938964844,394.0,1305181
2024-09-24,386.14453125,387.20001220703125,395.45001220703125,385.0,393.0,3803257
2024-09-25,385.99493408203125,387.04998779296875,390.95001220703125,379.45001220703125,385.29998779296875,2397841
2024-09-26,383.5516357421875,384.6000061035156,388.0,381.79998779296875,388.0,851192
2024-09-27,372.53173828125,373.54998779296875,387.0,370.45001220703125,384.0,3504174
2024-09-30,366.2489013671875,367.25,374.25,366.04998779296875,368.0,2915578
2024-10-01,373.9279479980469,374.95001220703125,378.79998779296875,368.04998779296875,368.95001220703125,2362679
2024-10-03,356.82464599609375,357.79998779296875,373.6499938964844,355.6000061035156,371.0,3354008
2024-10-04,353.5336608886719,354.5,364.20001220703125,348.70001220703125,360.79998779296875,3244237
2024-10-07,342.46392822265625,343.3999938964844,365.75,341.79998779296875,357.95001220703125,1822171
2024-10-08,353.4339294433594,354.3999938964844,356.0,338.70001220703125,345.95001220703125,1553857
2024-10-09,357.3731689453125,358.3500061035156,363.54998779296875,356.45001220703125,357.54998779296875,931265
2024-10-10,362.45928955078125,363.45001220703125,368.8999938964844,360.8999938964844,361.8999938964844,1410106
2024-10-11,361.7113342285156,362.70001220703125,366.79998779296875,360.3500061035156,364.5,1316374
2024-10-14,369.839111328125,370.8500061035156,379.95001220703125,366.75,367.0,3663968
2024-10-15,376.0221862792969,377.04998779296875,377.8999938964844,370.3500061035156,371.75,1124660
2024-10-16,380.21075439453125,381.25,388.04998779296875,374.04998779296875,375.0,12421942
2024-10-17,378.116455078125,379.1499938964844,385.70001220703125,377.1499938964844,381.8999938964844,1531051
2024-10-18,377.31866455078125,378.3500061035156,382.0,368.79998779296875,379.5,1427598
2024-10-21,365.15191650390625,366.1499938964844,382.8999938964844,364.54998779296875,378.8999938964844,1635583
2024-10-22,349.84375,350.79998779296875,368.70001220703125,346.0,366.3500061035156,1524940
2024-10-23,379.9115905761719,380.95001220703125,389.8999938964844,340.04998779296875,347.5,13289070
2024-10-24,390.83172607421875,391.8999938964844,394.70001220703125,377.6499938964844,383.0,3995107
2024-10-25,372.28240966796875,373.29998779296875,394.20001220703125,368.04998779296875,390.70001220703125,2204422
2024-10-28,376.62054443359375,377.6499938964844,382.0,369.45001220703125,377.0,1588197
2024-10-29,370.7864990234375,371.79998779296875,381.29998779296875,370.45001220703125,378.0,1229885
2024-10-30,379.8616943359375,380.8999938964844,383.54998779296875,369.20001220703125,371.0,1888897
2024-10-31,396.7655029296875,397.8500061035156,401.0,377.04998779296875,380.5,5080284
2024-11-01,405.5914001464844,406.70001220703125,408.6000061035156,400.25,401.70001220703125,1312625
2024-11-04,401.0039367675781,402.1000061035156,405.8999938964844,390.0,405.8999938964844,1754739
2024-11-05,411.9240417480469,413.04998779296875,414.6499938964844,390.75,393.54998779296875,4929426
2024-11-06,416.71099853515625,417.8500061035156,427.54998779296875,413.29998779296875,418.0,4042634
2024-11-07,417.95758056640625,419.1000061035156,424.8999938964844,414.0,417.45001220703125,2953718
2024-11-08,411.97393798828125,413.1000061035156,422.8999938964844,407.1000061035156,422.8999938964844,2704555
2024-11-11,420.2513122558594,421.3999938964844,429.54998779296875,407.29998779296875,410.0,4640127
2024-11-12,396.9649353027344,398.04998779296875,436.0,395.1000061035156,435.0,4902628
2024-11-13,383.052978515625,384.1000061035156,403.25,380.54998779296875,395.0,3068764
2024-11-14,388.1889343261719,389.25,396.75,384.20001220703125,385.70001220703125,1349003
2024-11-18,386.39385986328125,387.45001220703125,390.6499938964844,378.54998779296875,390.0,1011785
2024-11-19,384.54888916015625,385.6000061035156,398.75,384.0,389.95001220703125,1198226
2024-11-21,380.9088439941406,381.95001220703125,389.75,378.29998779296875,384.75,835680
2024-11-22,381.7066650390625,382.75,385.1499938964844,375.29998779296875,380.1000061035156,1063452
2024-11-25,386.5932922363281,387.6499938964844,394.0,386.5,394.0,813618
2024-11-26,393.4744873046875,394.54998779296875,398.6000061035156,386.95001220703125,388.70001220703125,1380924
2024-11-27,394.2723083496094,395.3500061035156,398.75,392.20001220703125,395.0,719866
2024-11-28,389.08648681640625,390.1499938964844,397.0,387.79998779296875,396.6499938964844,806435
2024-11-29,387.3911437988281,388.45001220703125,393.6000061035156,384.0,393.6000061035156,1560916
2024-12-02,393.4744873046875,394.54998779296875,396.0,386.1000061035156,388.8999938964844,977518
2024-12-03,418.107177734375,419.25,426.6499938964844,398.0,398.0,10742042
2024-12-04,412.07366943359375,413.20001220703125,421.95001220703125,410.0,419.8999938964844,1358155
2024-12-05,419.20416259765625,420.3500061035156,423.5,408.6000061035156,413.20001220703125,2719487
2024-12-06,428.8777160644531,430.04998779296875,432.95001220703125,420.0,422.70001220703125,3395902
2024-12-09,445.7815246582031,447.0,450.0,426.29998779296875,429.8999938964844,5955781
2024-12-10,455.1558837890625,456.3999938964844,481.8500061035156,447.0,449.8999938964844,10777816
2024-12-11,449.072509765625,450.29998779296875,460.1000061035156,442.54998779296875,455.45001220703125,2956488
2024-12-12,476.24822998046875,477.54998779296875,480.0,443.1000061035156,450.79998779296875,11104458
2024-12-13,466.22564697265625,467.5,476.0,459.3500061035156,475.5,4028439
2024-12-16,469.1676025390625,470.45001220703125,489.5,467.54998779296875,469.79998779296875,5223995
2024-12-17,483.97711181640625,485.29998779296875,487.45001220703125,467.25,472.0,4744474
2024-12-18,483.92724609375,485.25,495.6499938964844,474.79998779296875,488.0,3546090
2024-12-19,488.91363525390625,490.25,494.95001220703125,470.70001220703125,470.70001220703125,4621084
2024-12-20,483.12945556640625,484.45001220703125,501.5,481.1000061035156,489.5,4336035
2024-12-23,481.9327087402344,483.25,498.70001220703125,476.20001220703125,486.75,1594966
2024-12-24,475.8493347167969,477.1499938964844,486.04998779296875,475.29998779296875,485.0,2099278
2024-12-26,469.21746826171875,470.5,489.5,467.70001220703125,477.8999938964844,1178147
2024-12-27,477.99346923828125,479.29998779296875,481.54998779296875,469.04998779296875,472.95001220703125,1048565
2024-12-30,468.1204528808594,469.3999938964844,483.5,466.0,479.95001220703125,1151021
2024-12-31,481.6833801269531,483.0,484.8999938964844,464.04998779296875,470.0,2079478
2025-01-01,482.33160400390625,483.6499938964844,491.25,481.0,484.8500061035156,1179589
2025-01-02,497.2408752441406,498.6000061035156,503.5,480.5,484.8999938964844,5253640
2025-01-03,504.1220703125,505.5,521.7999877929688,498.1000061035156,503.3999938964844,5096344
2025-01-06,477.943603515625,479.25,519.5499877929688,478.0,507.54998779296875,2934278
2025-01-07,498.2381591796875,499.6000061035156,502.0,483.0,483.0,2751534
2025-01-08,480.9354248046875,482.25,504.0,480.5,501.75,1537200
2025-01-09,465.9264831542969,467.20001220703125,485.8999938964844,459.6000061035156,483.0,1726668
2025-01-10,449.8204650878906,451.04998779296875,469.95001220703125,442.1499938964844,468.0,3276401
2025-01-13,428.9774475097656,430.1499938964844,447.1499938964844,424.5,444.95001220703125,4463690
2025-01-14,429.02734375,430.20001220703125,439.45001220703125,423.79998779296875,438.0,3162140
2025-01-15,431.6202087402344,432.79998779296875,437.3999938964844,424.0,430.95001220703125,1865984
2025-01-16,450.2692565917969,451.5,456.0,436.29998779296875,436.29998779296875,2717559
2025-01-17,500.4820251464844,501.8500061035156,512.0,436.75,448.95001220703125,38308975
2025-01-20,468.2700500488281,469.54998779296875,518.0,452.1499938964844,501.6000061035156,23903154
2025-01-21,462.6853332519531,463.95001220703125,493.70001220703125,458.1499938964844,471.6000061035156,23610951
2025-01-22,455.255615234375,456.5,465.6499938964844,445.79998779296875,465.6499938964844,5851883
2025-01-23,452.71258544921875,453.95001220703125,464.3999938964844,451.04998779296875,451.04998779296875,2678702
2025-01-24,437.4044189453125,438.6000061035156,455.8500061035156,435.04998779296875,454.95001220703125,2402791
2025-01-27,414.66656494140625,415.79998779296875,432.8999938964844,409.95001220703125,432.8999938964844,3195213
2025-01-28,413.3701171875,414.5,424.8999938964844,400.25,417.5,5811520
2025-01-29,421.2485656738281,422.3999938964844,432.3500061035156,416.45001220703125,416.45001220703125,5699176
2025-01-30,419.55322265625,420.70001220703125,429.75,419.25,422.5,2984736
2025-01-31,435.0608215332031,436.25,447.0,418.04998779296875,420.70001220703125,6779198
2025-02-01,436.2076721191406,437.3999938964844,446.5,427.04998779296875,439.8500061035156,2929420
2025-02-03,433.7643737792969,434.95001220703125,438.8500061035156,427.04998779296875,431.79998779296875,940928
2025-02-04,437.3046875,438.5,446.45001220703125,435.1000061035156,436.95001220703125,1980734
2025-02-05,442.19134521484375,443.3999938964844,452.0,434.8999938964844,438.6000061035156,2275807
2025-02-06,443.9864501953125,445.20001220703125,457.95001220703125,440.29998779296875,445.6000061035156,7564915
2025-02-07,439.149658203125,440.3500061035156,450.20001220703125,437.1499938964844,446.5,1235633
2025-02-10,422.79437255859375,423.95001220703125,440.45001220703125,419.20001220703125,437.3999938964844,1867478
2025-02-11,399.6575927734375,400.75,426.5,397.75,425.04998779296875,3158285
2025-02-12,394.82080078125,395.8999938964844,412.04998779296875,387.0,400.0,4488888
2025-02-13,394.0728454589844,395.1499938964844,404.8999938964844,391.3999938964844,397.70001220703125,2145068
2025-02-14,374.2769470214844,375.29998779296875,405.79998779296875,372.04998779296875,397.0,7194896
2025-02-17,369.0911560058594,370.1000061035156,375.95001220703125,357.8999938964844,368.5,4128660
2025-02-18,377.01947021484375,378.04998779296875,380.5,357.75,373.75,3435083
2025-02-19,386.4437255859375,387.5,394.8999938964844,372.04998779296875,372.04998779296875,2331085
2025-02-20,391.5298156738281,392.6000061035156,400.70001220703125,383.29998779296875,386.04998779296875,2099254
2025-02-21,378.8145751953125,379.8500061035156,395.29998779296875,378.0,392.0,1864416
2025-02-24,368.9415588378906,369.95001220703125,378.04998779296875,368.45001220703125,375.0,1489154
2025-02-25,364.3540954589844,365.3500061035156,375.3999938964844,361.6000061035156,371.45001220703125,3968024
2025-02-27,348.4974365234375,349.45001220703125,365.8999938964844,346.54998779296875,364.8999938964844,3488383
2025-02-28,338.1257629394531,339.04998779296875,345.75,335.54998779296875,344.0,3167505
2025-03-03,327.20562744140625,328.1000061035156,344.6499938964844,308.25,344.1000061035156,5618653
2025-03-04,342.9127197265625,343.8500061035156,345.8999938964844,322.75,326.04998779296875,2856679
2025-03-05,339.07318115234375,340.0,351.3500061035156,339.0,343.0,3722061
2025-03-06,338.4249572753906,339.3500061035156,346.54998779296875,335.1499938964844,342.1000061035156,3329681
2025-03-07,346.3034362792969,347.25,350.20001220703125,337.79998779296875,339.95001220703125,3187591
2025-03-10,329.6489562988281,330.54998779296875,349.3500061035156,328.1000061035156,347.25,3003808
2025-03-11,326.108642578125,327.0,329.3999938964844,319.0,325.8999938964844,2703250
2025-03-12,326.5574035644531,327.45001220703125,334.5,326.1499938964844,329.5,2723576
2025-03-13,324.7622985839844,325.6499938964844,331.20001220703125,322.8999938964844,329.45001220703125,1600482
2025-03-17,335.98162841796875,336.8999938964844,338.8500061035156,325.5,326.5,2497734
2025-03-18,335.98162841796875,336.8999938964844,336.8999938964844,336.8999938964844,336.8999938964844,0
2025-03-19,348.5971374511719,349.54998779296875,369.0,348.0,369.0,6671740
2025-03-20,360.61431884765625,361.6000061035156,366.3999938964844,350.70001220703125,351.0,3978968
2025-03-21,396.31671142578125,397.3999938964844,402.0,356.45001220703125,358.0,10716238
2025-03-24,421.19873046875,422.3500061035156,424.8500061035156,391.0,401.0,8861568
2025-03-25,403.2976379394531,404.3999938964844,428.6000061035156,401.3999938964844,422.0,2803743
2025-03-26,395.61865234375,396.70001220703125,414.75,395.0,405.95001220703125,3271515
2025-03-27,397.6131896972656,398.70001220703125,402.70001220703125,389.3500061035156,395.0,4097522
2025-03-28,397.5633239746094,398.6499938964844,408.3999938964844,395.54998779296875,402.0,2075489
2025-04-01,391.3303527832031,392.3999938964844,398.8999938964844,390.25,394.95001220703125,1853339
2025-04-02,399.3584289550781,400.45001220703125,410.0,389.8999938964844,393.0,7796511
2025-04-03,403.1480407714844,404.25,405.5,396.1499938964844,398.0,2057833
2025-04-04,384.0003662109375,385.04998779296875,405.25,383.6000061035156,404.1499938964844,4841708
2025-04-07,349.6443176269531,350.6000061035156,363.8500061035156,342.29998779296875,348.54998779296875,6573068
2025-04-08,366.2489013671875,367.25,371.70001220703125,345.04998779296875,362.0,7656971
2025-04-09,345.6053161621094,346.54998779296875,367.79998779296875,341.79998779296875,366.0,5528252
2025-04-11,358.1211242675781,359.1000061035156,364.3999938964844,351.6000061035156,360.0,4503086
2025-04-15,384.9976501464844,386.04998779296875,390.95001220703125,364.79998779296875,370.0,6893323
2025-04-16,382.4546203613281,383.5,390.0,378.79998779296875,386.04998779296875,2636394
2025-04-17,385.5461730957031,386.6000061035156,393.3999938964844,381.75,382.79998779296875,4454856
