date_,adj close_timken.ns,close_timken.ns,high_timken.ns,low_timken.ns,open_timken.ns,volume_timken.ns
2024-06-07,4098.0693359375,4143.0498046875,4215.0,4080.10009765625,4180.0,50291
2024-06-10,4041.094970703125,4085.449951171875,4249.0,4050.300048828125,4159.0,82072
2024-06-11,4100.83935546875,4145.85009765625,4164.7001953125,4050.10009765625,4112.0,100442
2024-06-12,4095.399169921875,4140.35009765625,4175.0498046875,4052.0,4170.0,138014
2024-06-13,4247.529296875,4294.14990234375,4398.7998046875,4140.0498046875,4172.0,363738
2024-06-14,4529.6328125,4579.35009765625,4675.0,4250.0,4250.0,696312
2024-06-18,4661.4853515625,4712.64990234375,4817.89990234375,4625.10009765625,4650.39990234375,348467
2024-06-19,4566.23095703125,4616.35009765625,4740.0,4599.7998046875,4696.0498046875,146415
2024-06-20,4513.0146484375,4562.5498046875,4706.39990234375,4551.0,4625.39990234375,79406
2024-06-21,4383.88232421875,4432.0,4622.7998046875,4401.5,4566.14990234375,104179
2024-06-24,4397.9287109375,4446.2001953125,4568.7998046875,4364.39990234375,4410.0,69838
2024-06-25,4454.4580078125,4503.35009765625,4681.5,4483.2998046875,4491.7001953125,167997
2024-06-26,4422.16259765625,4470.7001953125,4546.0,4390.0498046875,4534.89990234375,84102
2024-06-27,4336.3544921875,4383.9501953125,4499.9501953125,4359.2998046875,4465.0,97099
2024-06-28,4231.109375,4277.5498046875,4420.0,4253.4501953125,4417.5,76452
2024-07-01,4273.69189453125,4320.60009765625,4350.0,4272.60009765625,4299.0,39585
2024-07-02,4235.11572265625,4281.60009765625,4349.9501953125,4258.0,4320.0,40478
2024-07-03,4368.40234375,4416.35009765625,4461.25,4310.0,4310.0,248882
2024-07-04,4317.6591796875,4365.0498046875,4448.9501953125,4353.10009765625,4448.9501953125,40267
2024-07-05,4288.2822265625,4335.35009765625,4408.4501953125,4298.39990234375,4379.9501953125,46026
2024-07-08,4270.82373046875,4317.7001953125,4534.9501953125,4281.0,4334.9501953125,231057
2024-07-09,4238.62646484375,4285.14990234375,4362.4501953125,4256.35009765625,4324.0,60491
2024-07-10,4157.81396484375,4203.4501953125,4338.9501953125,4184.75,4276.0498046875,52924
2024-07-11,4037.03955078125,4081.35009765625,4242.4501953125,4060.5,4212.25,156697
2024-07-12,4010.87646484375,4054.89990234375,4199.89990234375,4035.0,4107.89990234375,74756
2024-07-15,3893.910400390625,3936.64990234375,4090.5,3922.199951171875,4045.0,193610
2024-07-16,3882.18896484375,3924.800048828125,4032.60009765625,3890.10009765625,3949.0,196473
2024-07-18,3878.47998046875,3921.050048828125,4025.0,3911.35009765625,3933.800048828125,88983
2024-07-19,3862.60400390625,3905.0,3984.60009765625,3843.0,3935.0,93917
2024-07-22,3833.869384765625,3875.949951171875,3948.0,3858.0,3890.0,54527
2024-07-23,3831.990234375,3874.050048828125,3960.449951171875,3753.449951171875,3919.85009765625,107340
2024-07-24,3946.87890625,3990.199951171875,4029.0,3880.25,3881.050048828125,97981
2024-07-25,3994.456787109375,4038.300048828125,4129.75,3960.0,3990.199951171875,111333
2024-07-26,3965.20947265625,4006.25,4170.0,3981.0,4078.0,200740
2024-07-29,4116.1474609375,4158.75,4246.0,4059.25,4059.25,356091
2024-07-30,4170.13818359375,4213.2998046875,4274.0,4167.9501953125,4195.0,160562
2024-07-31,4224.228515625,4267.9501953125,4295.0,4201.85009765625,4234.0,129334
2024-08-01,4281.33740234375,4325.64990234375,4382.5,4267.9501953125,4285.0,129632
2024-08-02,4228.484375,4272.25,4438.0,4170.0498046875,4300.0,146660
2024-08-05,4135.29931640625,4178.10009765625,4222.7998046875,4081.0,4199.64990234375,132472
2024-08-06,4162.81396484375,4205.89990234375,4294.0,4189.0498046875,4196.0498046875,58244
2024-08-07,4024.248291015625,4065.89990234375,4250.0,4035.0,4250.0,70113
2024-08-08,4139.6044921875,4182.4501953125,4270.0,4030.050048828125,4064.949951171875,126740
2024-08-09,3932.794921875,3973.5,4129.75,3920.0,4100.0,162956
2024-08-12,3845.745849609375,3885.550048828125,3945.0,3784.0,3945.0,153013
2024-08-13,3753.35205078125,3792.199951171875,3928.64990234375,3772.5,3856.0,149933
2024-08-14,3632.2060546875,3669.800048828125,3818.89990234375,3653.39990234375,3790.0,117009
2024-08-16,3625.27783203125,3662.800048828125,3738.25,3650.0,3702.0,88998
2024-08-19,3588.458984375,3625.60009765625,3729.75,3615.449951171875,3666.050048828125,138328
2024-08-20,3561.1416015625,3598.0,3647.949951171875,3575.699951171875,3625.60009765625,157305
2024-08-21,3674.171630859375,3712.199951171875,3734.14990234375,3551.699951171875,3574.64990234375,200187
2024-08-22,3667.243408203125,3705.199951171875,3774.60009765625,3652.550048828125,3732.199951171875,115597
2024-08-23,3736.92236328125,3775.60009765625,3796.550048828125,3684.0,3705.199951171875,88729
2024-08-26,3742.514404296875,3781.25,3819.89990234375,3687.050048828125,3812.60009765625,95530
2024-08-27,3775.0771484375,3814.14990234375,3848.0,3703.050048828125,3762.5,128177
2024-08-28,3707.229736328125,3745.60009765625,3897.0,3726.050048828125,3845.0,92632
2024-08-29,3660.908935546875,3698.800048828125,3770.0,3654.14990234375,3765.300048828125,110368
2024-08-30,3806.947509765625,3846.35009765625,3875.0,3715.0,3717.0,277138
2024-09-02,3747.364013671875,3786.14990234375,3866.949951171875,3765.14990234375,3847.699951171875,53255
2024-09-03,3810.70849609375,3850.14990234375,3892.39990234375,3798.0,3806.10009765625,71498
2024-09-04,3791.705078125,3830.949951171875,3935.39990234375,3800.050048828125,3800.300048828125,113605
2024-09-05,3766.318115234375,3805.300048828125,3905.5,3791.050048828125,3835.0,36463
2024-09-06,3666.649658203125,3704.60009765625,3848.300048828125,3684.550048828125,3798.0,52163
2024-09-09,3663.482177734375,3701.39990234375,3719.949951171875,3650.10009765625,3710.0,54495
2024-09-10,3663.135986328125,3701.050048828125,3772.800048828125,3687.0,3715.14990234375,68448
2024-09-11,3687.8798828125,3726.050048828125,3745.0,3702.85009765625,3738.10009765625,33848
2024-09-12,3782.154052734375,3821.300048828125,3838.0,3726.050048828125,3726.050048828125,89580
2024-09-13,3722.075927734375,3760.60009765625,3849.0,3742.0,3842.0,69866
2024-09-16,3759.2412109375,3798.14990234375,3859.300048828125,3751.10009765625,3779.449951171875,58636
2024-09-17,3720.59130859375,3759.10009765625,3818.10009765625,3725.0,3773.949951171875,75452
2024-09-18,3720.541748046875,3759.050048828125,3777.85009765625,3737.64990234375,3777.85009765625,17100
2024-09-19,3776.809326171875,3815.89990234375,3850.0,3700.0,3774.0,54665
2024-09-20,3830.6025390625,3870.25,3899.949951171875,3776.0,3825.0,48416
2024-09-23,3738.456298828125,3777.14990234375,3896.39990234375,3771.0,3875.10009765625,107215
2024-09-24,3897.1142578125,3937.449951171875,3958.949951171875,3786.89990234375,3786.89990234375,93745
2024-09-25,3798.53466796875,3837.85009765625,3946.64990234375,3817.5,3937.449951171875,72350
2024-09-26,3730.835205078125,3769.449951171875,3852.35009765625,3750.0,3837.85009765625,36227
2024-09-27,3773.2958984375,3812.35009765625,3834.800048828125,3751.199951171875,3800.0,64985
2024-09-30,3722.6201171875,3761.14990234375,3850.0,3742.5,3812.35009765625,100006
2024-10-01,3757.459716796875,3796.35009765625,3823.60009765625,3755.0,3788.89990234375,33583
2024-10-03,3665.51123046875,3703.449951171875,3790.0,3665.0,3760.0,23805
2024-10-04,3610.827392578125,3648.199951171875,3739.25,3610.35009765625,3670.0,21949
2024-10-07,3563.22021484375,3600.10009765625,3665.89990234375,3575.0,3625.0,28207
2024-10-08,3554.262939453125,3591.050048828125,3672.0,3576.0,3619.0,31897
2024-10-09,3705.843994140625,3744.199951171875,3769.800048828125,3591.10009765625,3624.949951171875,41096
2024-10-10,3693.867919921875,3732.10009765625,3798.699951171875,3714.199951171875,3750.0,29182
2024-10-11,3695.0556640625,3733.300048828125,3745.5,3690.0,3740.0,8917
2024-10-14,3770.0791015625,3809.10009765625,3820.0,3701.300048828125,3733.300048828125,35056
2024-10-15,3788.0927734375,3827.300048828125,3873.39990234375,3809.10009765625,3809.10009765625,43684
2024-10-16,3730.686767578125,3769.300048828125,3853.699951171875,3720.0,3800.0,51106
2024-10-17,3772.20703125,3811.25,3848.699951171875,3752.050048828125,3783.5,34182
2024-10-18,3608.303466796875,3645.64990234375,3779.949951171875,3585.449951171875,3776.60009765625,102549
2024-10-21,3610.382080078125,3647.75,3695.0,3621.5,3664.800048828125,25375
2024-10-22,3453.9013671875,3489.64990234375,3654.699951171875,3470.0,3640.0,47703
2024-10-23,3434.304443359375,3469.85009765625,3487.949951171875,3401.14990234375,3474.25,47138
2024-10-24,3353.49072265625,3388.199951171875,3485.199951171875,3371.0,3465.0,52020
2024-10-25,3336.6650390625,3371.199951171875,3406.0,3291.050048828125,3406.0,42028
2024-10-28,3270.54931640625,3304.39990234375,3370.0,3258.5,3340.60009765625,47126
2024-10-29,3266.788330078125,3300.60009765625,3380.75,3293.199951171875,3305.5,44436
2024-10-30,3368.782470703125,3403.64990234375,3420.89990234375,3282.800048828125,3302.0,43925
2024-10-31,3354.03515625,3388.75,3415.0,3360.89990234375,3372.699951171875,31279
2024-11-01,3387.192138671875,3422.25,3444.0,3390.0,3431.64990234375,3248
2024-11-04,3489.4833984375,3525.60009765625,3541.800048828125,3375.0,3411.050048828125,90291
2024-11-05,3391.002685546875,3426.10009765625,3543.25,3380.0,3525.60009765625,147599
2024-11-06,3337.06103515625,3371.60009765625,3430.0,3292.050048828125,3425.0,374644
2024-11-07,3364.62548828125,3399.449951171875,3418.0,3351.050048828125,3365.0,157035
2024-11-08,3365.912353515625,3400.75,3424.949951171875,3361.800048828125,3401.0,32445
2024-11-11,3373.929443359375,3408.85009765625,3439.300048828125,3369.800048828125,3401.25,37319
2024-11-12,3311.57470703125,3345.85009765625,3413.85009765625,3321.5,3394.64990234375,46153
2024-11-13,3295.045654296875,3329.14990234375,3347.949951171875,3269.25,3337.64990234375,40109
2024-11-14,3204.38427734375,3237.550048828125,3369.699951171875,3189.949951171875,3340.0,215230
2024-11-18,3157.86572265625,3190.550048828125,3220.199951171875,3171.5,3203.800048828125,42689
2024-11-19,3237.541015625,3271.050048828125,3290.0,3177.35009765625,3185.0,90745
2024-11-21,3216.26123046875,3249.550048828125,3341.5,3241.0,3270.0,102251
2024-11-22,3264.858154296875,3298.64990234375,3320.0,3250.800048828125,3259.800048828125,50644
2024-11-25,3317.265869140625,3351.60009765625,3425.0,3318.949951171875,3328.0,84532
2024-11-26,3294.50146484375,3328.60009765625,3386.449951171875,3285.0,3352.699951171875,62080
2024-11-27,3302.369873046875,3336.550048828125,3356.550048828125,3301.0,3301.0,11533
2024-11-28,3291.631103515625,3325.699951171875,3375.0,3315.0,3336.550048828125,19709
2024-11-29,3343.791015625,3378.39990234375,3389.0,3281.550048828125,3302.0,37784
2024-12-02,3368.089599609375,3402.949951171875,3412.0,3331.449951171875,3348.5,16448
2024-12-03,3430.54345703125,3466.050048828125,3480.550048828125,3395.449951171875,3395.449951171875,47231
2024-12-04,3379.966796875,3414.949951171875,3484.199951171875,3392.699951171875,3460.0,29543
2024-12-05,3335.328857421875,3369.85009765625,3425.0,3355.800048828125,3414.85009765625,77085
2024-12-06,3363.0419921875,3397.85009765625,3492.39990234375,3385.0,3399.0,92031
2024-12-09,3317.612060546875,3351.949951171875,3413.0,3342.0,3377.85009765625,21224
2024-12-10,3274.706298828125,3308.60009765625,3369.5,3295.0,3353.0,29008
2024-12-11,3270.202880859375,3304.050048828125,3335.0,3285.0,3308.60009765625,17867
2024-12-12,3208.64013671875,3241.85009765625,3323.449951171875,3235.10009765625,3300.0,44344
2024-12-13,3166.427001953125,3199.199951171875,3256.5,3194.0,3237.85009765625,27243
2024-12-16,3142.77197265625,3175.300048828125,3240.14990234375,3153.550048828125,3200.0,140441
2024-12-17,3124.411865234375,3156.75,3214.800048828125,3125.050048828125,3214.800048828125,38736
2024-12-18,3129.805908203125,3162.199951171875,3215.0,3110.050048828125,3195.949951171875,33820
2024-12-19,3161.37939453125,3194.10009765625,3199.5,3100.0,3100.0,19873
2024-12-20,3216.459228515625,3249.75,3304.050048828125,3194.050048828125,3194.10009765625,120702
2024-12-23,3164.447509765625,3197.199951171875,3273.5,3180.14990234375,3249.75,29683
2024-12-24,3185.72705078125,3218.699951171875,3230.0,3162.0,3198.800048828125,17922
2024-12-26,3131.191650390625,3163.60009765625,3227.64990234375,3156.0,3200.10009765625,33046
2024-12-27,3083.0400390625,3114.949951171875,3180.25,3105.0,3163.64990234375,48084
2024-12-30,3001.38525390625,3032.449951171875,3131.300048828125,3012.550048828125,3115.0,85761
2024-12-31,3089.81982421875,3121.800048828125,3167.949951171875,3017.050048828125,3021.0,66791
2025-01-01,3009.352783203125,3040.5,3127.35009765625,3005.300048828125,3114.35009765625,105998
2025-01-02,2980.69921875,3011.550048828125,3080.0,3000.050048828125,3056.39990234375,78264
2025-01-03,2970.306884765625,3001.050048828125,3046.25,2989.050048828125,3024.0,65775
2025-01-06,2909.239013671875,2939.35009765625,3031.050048828125,2910.35009765625,3008.550048828125,62149
2025-01-07,2894.44189453125,2924.39990234375,2969.35009765625,2910.699951171875,2969.35009765625,116706
2025-01-08,2868.4609375,2898.14990234375,2939.800048828125,2847.39990234375,2935.0,129887
2025-01-09,2904.735595703125,2934.800048828125,2996.75,2865.64990234375,2899.0,255285
2025-01-10,2859.70166015625,2889.300048828125,2944.800048828125,2866.0,2934.050048828125,29799
2025-01-13,2721.927734375,2750.10009765625,2896.0,2741.10009765625,2889.0,56091
2025-01-14,2797.79248046875,2826.75,2836.35009765625,2752.0,2764.60009765625,44398
2025-01-15,2794.4765625,2823.39990234375,2866.449951171875,2814.0,2826.75,32118
2025-01-16,2875.438720703125,2905.199951171875,2908.75,2835.0,2847.89990234375,118181
2025-01-17,2837.085693359375,2866.449951171875,2917.199951171875,2830.300048828125,2910.0,59122
2025-01-20,2859.40478515625,2889.0,2935.0,2844.14990234375,2860.0,13030
2025-01-21,2801.553466796875,2830.550048828125,2896.199951171875,2797.89990234375,2889.949951171875,217250
2025-01-22,2782.203857421875,2811.0,2850.199951171875,2776.0,2821.0,80678
2025-01-23,2869.9951171875,2899.699951171875,2925.0,2800.64990234375,2810.39990234375,205378
2025-01-24,2831.93896484375,2861.25,2910.0,2851.0,2894.0,46768
2025-01-27,2735.289306640625,2763.60009765625,2855.050048828125,2641.0,2855.050048828125,185443
2025-01-28,2702.033447265625,2730.0,2798.300048828125,2706.5,2778.10009765625,68710
2025-01-29,2830.94921875,2860.25,2870.949951171875,2734.10009765625,2744.39990234375,28134
2025-01-30,2810.015869140625,2839.10009765625,2880.25,2822.0,2869.25,14978
2025-01-31,2828.5244140625,2857.800048828125,2874.39990234375,2820.0,2845.0,41830
2025-02-01,2854.65380859375,2884.199951171875,2945.0,2850.0,2885.0,18367
2025-02-03,2751.4716796875,2779.949951171875,2862.64990234375,2703.10009765625,2840.949951171875,156469
2025-02-04,2780.818115234375,2809.60009765625,2831.0,2761.0,2798.0,60130
2025-02-05,2767.208984375,2795.85009765625,2852.85009765625,2787.050048828125,2819.60009765625,229385
2025-02-06,2698.965087890625,2726.89990234375,2795.85009765625,2667.0,2795.85009765625,328159
2025-02-07,2634.383544921875,2661.64990234375,2730.0,2625.75,2726.89990234375,282692
2025-02-10,2656.3564453125,2683.85009765625,2697.0,2605.25,2661.64990234375,154505
2025-02-11,2789.280517578125,2818.14990234375,2848.699951171875,2640.0,2693.85009765625,861083
2025-02-12,2698.866455078125,2726.800048828125,2806.39990234375,2695.699951171875,2786.0,232613
2025-02-13,2632.552734375,2659.800048828125,2738.449951171875,2646.14990234375,2726.800048828125,130586
2025-02-14,2595.73388671875,2622.60009765625,2683.199951171875,2590.0,2672.25,61610
2025-02-17,2569.109375,2595.699951171875,2646.75,2556.14990234375,2630.300048828125,125058
2025-02-18,2514.920166015625,2540.949951171875,2620.10009765625,2520.800048828125,2600.0,73882
2025-02-19,2473.10302734375,2498.699951171875,2550.0,2490.0,2533.5,50939
2025-02-20,2477.50732421875,2503.14990234375,2551.699951171875,2493.85009765625,2509.0,134748
2025-02-21,2544.31591796875,2570.64990234375,2586.0,2503.199951171875,2503.199951171875,79052
2025-02-24,2469.688232421875,2495.25,2569.699951171875,2480.0,2569.25,108893
2025-02-25,2513.880859375,2539.89990234375,2589.550048828125,2465.39990234375,2517.0,199104
2025-02-27,2496.708740234375,2522.550048828125,2554.89990234375,2505.14990234375,2553.449951171875,45666
2025-02-28,2448.85400390625,2474.199951171875,2522.550048828125,2435.0,2522.550048828125,77483
2025-03-03,2475.329833984375,2500.949951171875,2508.0,2398.300048828125,2505.449951171875,75757
2025-03-04,2485.474853515625,2511.199951171875,2561.0,2455.0,2455.0,100003
2025-03-05,2577.32421875,2604.0,2616.0,2500.0,2525.0,398146
2025-03-06,2588.55810546875,2615.35009765625,2647.64990234375,2590.75,2604.0,157500
2025-03-07,2551.145263671875,2577.550048828125,2620.64990234375,2541.0,2615.35009765625,287645
2025-03-10,2555.8466796875,2582.300048828125,2625.800048828125,2556.0,2579.050048828125,97813
2025-03-11,2554.906494140625,2581.35009765625,2591.0,2523.60009765625,2540.0,69061
2025-03-12,2558.37060546875,2584.85009765625,2609.800048828125,2565.25,2570.0,47964
2025-03-13,2550.947265625,2577.35009765625,2618.050048828125,2560.050048828125,2617.39990234375,42423
2025-03-17,2562.77490234375,2589.300048828125,2600.0,2570.0,2600.0,49714
2025-03-18,2562.77490234375,2589.300048828125,2589.300048828125,2589.300048828125,2589.300048828125,0
2025-03-19,2648.042236328125,2675.449951171875,2694.949951171875,2643.64990234375,2665.0,99180
2025-03-20,2674.617431640625,2702.300048828125,2713.949951171875,2661.300048828125,2700.0,50985
2025-03-21,2678.873291015625,2706.60009765625,2724.39990234375,2674.35009765625,2714.39990234375,60195
2025-03-24,2759.489013671875,2788.050048828125,2809.800048828125,2692.800048828125,2720.0,135000
2025-03-25,2747.16650390625,2775.60009765625,2819.5,2734.0,2788.0,152697
2025-03-26,2740.43603515625,2768.800048828125,2819.0,2754.0,2797.0,99915
2025-03-27,2681.79296875,2709.550048828125,2796.89990234375,2689.35009765625,2773.199951171875,378880
2025-03-28,2722.471923828125,2750.64990234375,2972.0,2690.0,2707.0,908978
2025-04-01,2638.83740234375,2666.14990234375,2760.25,2648.25,2750.0,138481
2025-04-02,2677.932861328125,2705.64990234375,2714.949951171875,2622.0,2676.949951171875,86882
2025-04-03,2549.511962890625,2575.89990234375,2695.39990234375,2561.39990234375,2670.0,103106
2025-04-04,2455.138916015625,2480.550048828125,2585.10009765625,2457.050048828125,2579.699951171875,51103
2025-04-07,2280.29833984375,2303.89990234375,2336.699951171875,2202.0,2220.0,178079
2025-04-08,2280.64501953125,2304.25,2390.39990234375,2292.10009765625,2388.0,97253
2025-04-09,2247.191162109375,2270.449951171875,2319.199951171875,2260.0,2319.199951171875,41961
2025-04-11,2449.25,2474.60009765625,2492.800048828125,2290.550048828125,2320.35009765625,240426
2025-04-15,2519.720458984375,2545.800048828125,2558.199951171875,2460.0,2475.89990234375,66292
2025-04-16,2539.713623046875,2566.0,2587.0,2514.300048828125,2568.39990234375,47406
2025-04-17,2553.76806640625,2580.199951171875,2588.89990234375,2521.5,2579.0,38520
